model,station,method,metric,raw,corrected,delta_corrected_minus_raw,ci_low,ci_high,p_two_sided,n_bootstrap,p_fdr,point_improved,ci_improved,ci_worsened,fdr_significant
CanESM5,500001,QDM_P_annual,mKGE,0.31725382842750915,0.22221139034733894,-0.09504243808017021,-0.14463883967273156,-0.036681009821234206,0.00399800099950025,2000,0.009226156152692884,False,False,True,True
CanESM5,500001,QDM_P_monthly,mRMSE,96.38895585079212,129.31033274031398,32.921376889521866,-8.00523080819855,86.51295156592387,0.48575712143928035,2000,0.64793690111466,False,False,False,False
CanESM5,500001,QDM_P_monthly,mKGE,0.31725382842750915,0.15442473688117364,-0.1628290915463355,-0.6384832652678919,0.06330906276509261,0.46776611694152925,2000,0.6526969073602733,False,False,False,False
CanESM5,500002,QDM_NP_annual,mRMSE,113.16051881195874,130.00407076980412,16.843551957845378,13.779759924827896,19.874926363246843,0.0009995002498750624,2000,0.001275957765797952,False,False,True,True
CanESM5,500002,QDM_NP_annual,mKGE,0.38116964017793387,0.28898496091984294,-0.09218467925809093,-0.16097598867593596,-0.05077207419633093,0.0009995002498750624,2000,0.00399800099950025,False,False,True,True
CanESM5,500002,QDM_NP_monthly,mRMSE,113.16051881195874,131.00842141381327,17.84790260185453,-16.241757431566516,61.78812704098188,0.5687156421789106,2000,0.7037297677691765,False,False,False,False
CanESM5,500002,QDM_NP_monthly,mKGE,0.38116964017793387,0.2943781747894968,-0.08679146538843707,-0.4276430739147271,0.09969098900806869,0.5957021489255372,2000,0.7971014492753623,False,False,False,False
CanESM5,500002,QDM_P_annual,mRMSE,113.16051881195874,137.37639424180907,24.21587542985033,16.012839065222707,35.606590570705535,0.0009995002498750624,2000,0.0015376926921154808,False,False,True,True
CanESM5,500002,QDM_P_annual,mKGE,0.38116964017793387,0.25205071345520647,-0.1291189267227274,-0.28208743611503795,-0.06939707658962589,0.0009995002498750624,2000,0.0028557149996430355,False,False,True,True
CanESM5,500002,QDM_P_monthly,mRMSE,113.16051881195874,131.9352971076389,18.77477829568015,-14.595175646761897,63.86069146003351,0.5387306346826587,2000,0.6809095452273862,False,False,False,False
CanESM5,500002,QDM_P_monthly,mKGE,0.38116964017793387,0.29600102861202715,-0.08516861156590672,-0.43963740212446506,0.10427020637841458,0.6286856571714143,2000,0.7396301849075462,False,False,False,False
CanESM5,500003,QDM_NP_annual,mRMSE,94.39696557626178,107.97795207427653,13.580986498014752,7.870852670062395,20.040914239581383,0.0009995002498750624,2000,0.001275957765797952,False,False,True,True
CanESM5,500003,QDM_NP_annual,mKGE,0.34270570782531795,0.3372129716064469,-0.0054927362188710305,-0.12752452158700708,0.035258098585037936,0.7436281859070465,2000,0.796744484900407,False,False,False,False
CanESM5,500003,QDM_NP_monthly,mRMSE,94.39696557626178,123.67381028914134,29.276844712879566,-2.0018989957194373,70.58467495610016,0.10194902548725637,2000,0.17476975797815378,False,False,False,False
CanESM5,500003,QDM_NP_monthly,mKGE,0.34270570782531795,0.2489064402144141,-0.09379926761090385,-0.5130551784184934,0.10822663846037278,0.6116941529235382,2000,0.7971014492753623,False,False,False,False
CanESM5,500003,QDM_P_annual,mRMSE,94.39696557626178,114.07048403506512,19.673518458803343,11.250337106875055,29.687007835492487,0.0009995002498750624,2000,0.0015376926921154808,False,False,True,True
CanESM5,500003,QDM_P_annual,mKGE,0.34270570782531795,0.3368481202152751,-0.005857587610042847,-0.2248029098258745,0.08583640913125441,0.9465267366316842,2000,0.9791655896189837,False,False,False,False
CanESM5,500003,QDM_P_monthly,mRMSE,94.39696557626178,111.3458111565902,16.948845580328424,-4.899062001653433,46.88144076406806,0.24187906046976512,2000,0.3819143060048923,False,False,False,False
CanESM5,500003,QDM_P_monthly,mKGE,0.34270570782531795,0.27356278295250924,-0.06914292487280871,-0.3019616279564816,0.06069754318605098,0.383808095952024,2000,0.6060127830821431,False,False,False,False
CanESM5,500004,QDM_NP_annual,mRMSE,107.16413478056852,109.52405345954072,2.359918678972207,-3.6564634580184086,8.467917832854958,0.45577211394302847,2000,0.47148839373416734,False,False,False,False
CanESM5,500004,QDM_NP_annual,mKGE,0.3330024893979838,0.28542889033992347,-0.047573599058060356,-0.1305758249685304,0.0602628354947188,0.3828085957021489,2000,0.45937031484257873,False,False,False,False
CanESM5,500004,QDM_NP_monthly,mRMSE,107.16413478056852,107.13314081361231,-0.030993966956202712,-29.575687664097455,35.940932933992215,0.9235382308845578,2000,0.9235382308845578,True,False,False,False
CanESM5,500004,QDM_NP_monthly,mKGE,0.3330024893979838,0.305522947994748,-0.02747954140323583,-0.30217759414699,0.2139970919731452,0.9095452273863068,2000,0.9409088559168691,False,False,False,False
CanESM5,500004,QDM_P_annual,mRMSE,107.16413478056852,119.048975295609,11.88484051504048,8.495013231678604,15.186394448580712,0.0009995002498750624,2000,0.0015376926921154808,False,False,True,True
CanESM5,500004,QDM_P_annual,mKGE,0.3330024893979838,0.26617509633961134,-0.06682739305837249,-0.12776055393728336,-0.013195957815740844,0.012993503248375811,2000,0.025148715964598344,False,False,True,True
CanESM5,500004,QDM_P_monthly,mRMSE,107.16413478056852,110.64256798032012,3.4784331997516063,-28.621656314816345,42.99531532919051,0.9405297351324338,2000,0.9646024445404416,False,False,False,False
CanESM5,500004,QDM_P_monthly,mKGE,0.3330024893979838,0.21632410928350443,-0.1166783801144794,-0.3870899602122042,0.12594512956390683,0.3308345827086457,2000,0.575712143928036,False,False,False,False
CanESM5,500005,QDM_NP_annual,mRMSE,118.9340034127821,104.81712099783036,-14.116882414951746,-25.640239846543654,-5.649181128086737,0.0009995002498750624,2000,0.001275957765797952,True,True,False,True
