variant,model,station,metric,delta,ci_low,ci_high,p_value,improvement_direction,q_value,fdr_reject
primary,CESM2,500202,mRMSE,36.253900547861065,20.156768568654936,51.56900714845847,0.0,lower,0.0,True
primary,CESM2,500202,mPBIAS_abs,-4.747538972633223,-13.735360405050448,9.646778661864696,0.305,lower,0.35882,False
primary,CESM2,500202,mNSE,-1.241677726360696,-2.1702555677188604,-0.569374135212954,0.0,higher,0.0,True
primary,CESM2,500301,mRMSE,33.27473049460995,20.578173327921338,45.65601540816386,0.0,lower,0.0,True
primary,CESM2,500301,mPBIAS_abs,4.199733693376069,-3.532318357677238,11.64421986081193,0.347,lower,0.39396,False
primary,CESM2,500301,mNSE,-1.0141988799178925,-1.8614376320290855,-0.5136192636260741,0.0,higher,0.0,True
primary,CanESM5,500001,mRMSE,6.784583601338919,3.9888064917053137,9.606314593748898,0.0,lower,0.0,True
primary,CanESM5,500001,mPBIAS_abs,16.769110668507885,12.793350632488307,21.234466404064005,0.005,lower,0.00849,True
primary,CanESM5,500001,mNSE,-0.16920607990126615,-0.2665780732816139,-0.08812428824086979,0.0,higher,0.0,True
primary,CanESM5,500002,mRMSE,16.870469678348673,13.973537155938867,20.021563567729988,0.0,lower,0.0,True
primary,CanESM5,500002,mPBIAS_abs,20.335654913400127,16.18816122391816,23.787568502126966,0.005,lower,0.00849,True
primary,CanESM5,500002,mNSE,-0.3918066537640411,-0.5871398048653479,-0.255936051816478,0.0,higher,0.0,True
primary,CanESM5,500003,mRMSE,13.601293703205757,8.039842422338303,20.024228864031986,0.0,lower,0.0,True
primary,CanESM5,500003,mPBIAS_abs,3.4350900138568243,-1.7960368376410274,8.212964081645001,0.193,lower,0.24814,False
primary,CanESM5,500003,mNSE,-0.33786161028875555,-0.5121736904714645,-0.18564897729609325,0.0,higher,0.0,True
primary,CanESM5,500004,mRMSE,2.473374429259317,-3.4876917233007316,8.426671671452542,0.421,lower,0.46491,False
primary,CanESM5,500004,mPBIAS_abs,18.18902952784325,-16.3994684756536,41.01507919096758,0.283,lower,0.33513,False
primary,CanESM5,500004,mNSE,-0.07136704987294136,-0.24052420543637265,0.09829382757899094,0.421,higher,0.46491,False
primary,CanESM5,500005,mRMSE,-14.617381675010398,-26.38417233667133,-5.782015937692915,0.0,lower,0.0,True
primary,CanESM5,500005,mPBIAS_abs,-2.3206862491970144,-39.00277812105561,27.74932676507286,0.933,lower,0.933,False
primary,CanESM5,500005,mNSE,0.3699760589701182,0.11843940086477525,0.7502760221034104,0.0,higher,0.0,True
primary,CanESM5,500006,mRMSE,-13.426578245532866,-25.162216728467143,-4.711705124831726,0.0,lower,0.0,True
primary,CanESM5,500006,mPBIAS_abs,16.041075751811448,-9.342730492068636,28.313977460188084,0.192,lower,0.24814,False
primary,CanESM5,500006,mNSE,0.3666362742291278,0.11979124583625798,0.7342505916956983,0.0,higher,0.0,True
primary,CanESM5,500007,mRMSE,-13.514453995425727,-21.959763176724163,-5.569045329078805,0.0,lower,0.0,True
primary,CanESM5,500007,mPBIAS_abs,7.168089885309704,-23.523999553297624,32.61048080829666,0.62,lower,0.64138,False
primary,CanESM5,500007,mNSE,0.4641934558643239,0.1706330338701378,0.8314022017784367,0.0,higher,0.0,True
primary,CanESM5,500008,mRMSE,-17.397132259464925,-31.270924942616915,-5.65169422252715,0.0,lower,0.0,True
primary,CanESM5,500008,mPBIAS_abs,11.67597747789351,-12.267744082601006,26.089854611053145,0.335,lower,0.38654,False
primary,CanESM5,500008,mNSE,0.553017873559232,0.16452220093164902,1.059158801656496,0.0,higher,0.0,True
primary,CanESM5,500009,mRMSE,-5.9950841417248455,-10.014375812148323,-2.586473706837323,0.0,lower,0.0,True
primary,CanESM5,500009,mPBIAS_abs,0.4156654797736451,-1.6991873521543996,2.6431128706203353,0.691,lower,0.7067,False
primary,CanESM5,500009,mNSE,0.1771949281599978,0.07115395349805312,0.3086919434975157,0.0,higher,0.0,True
primary,CanESM5,500201,mRMSE,4.892064657514188,-1.7395222610941867,12.60632357653206,0.168,lower,0.23262,False
primary,CanESM5,500201,mPBIAS_abs,21.627359358047222,-7.099654549585108,42.96852312062374,0.16,lower,0.225,False
primary,CanESM5,500201,mNSE,-0.13875257866330643,-0.41329151384358476,0.044744965714850614,0.168,higher,0.23262,False
primary,CanESM5,500202,mRMSE,10.221985742636535,3.0501934648664615,18.72388483813144,0.003,lower,0.00524,True
primary,CanESM5,500202,mPBIAS_abs,18.570865333025722,6.582252977415496,25.383205982975383,0.019,lower,0.03,True
primary,CanESM5,500202,mNSE,-0.2687914669076566,-0.5803524533425158,-0.07416148674011477,0.003,higher,0.00524,True
primary,CanESM5,500301,mRMSE,-2.6983553002435996,-7.21337687946782,1.758770439893916,0.23,lower,0.27973,False
primary,CanESM5,500301,mPBIAS_abs,3.9424942324070025,-32.62017635391665,36.30996748742441,0.807,lower,0.81607,False
primary,CanESM5,500301,mNSE,0.07025743249433125,-0.04414674196250498,0.22216514000312249,0.23,higher,0.27973,False
primary,EC-Earth3,500001,mRMSE,21.18816679332707,12.168293072314139,30.025061808636234,0.0,lower,0.0,True
primary,EC-Earth3,500001,mPBIAS_abs,-17.736999077509367,-23.875133008610515,-6.062320067194401,0.02,lower,0.0313,True
primary,EC-Earth3,500001,mNSE,-0.5223926932561813,-0.8524927353491355,-0.2508646235271783,0.0,higher,0.0,True
primary,EC-Earth3,500002,mRMSE,14.380541168445685,6.975937865307874,21.772045114923866,0.0,lower,0.0,True
primary,EC-Earth3,500002,mPBIAS_abs,8.242345383979018,-12.625229603434912,20.82545759982833,0.403,lower,0.45056,False
primary,EC-Earth3,500002,mNSE,-0.3198053021793091,-0.5410681166123803,-0.13887132589273435,0.0,higher,0.0,True
primary,EC-Earth3,500003,mRMSE,32.055761270364584,23.560463391806064,41.52528092185402,0.0,lower,0.0,True
primary,EC-Earth3,500003,mPBIAS_abs,-19.764315194293026,-32.17718252780649,0.1933446088345585,0.052,lower,0.08,False
primary,EC-Earth3,500003,mNSE,-0.8252641975548558,-1.2263254680238387,-0.534800763241555,0.0,higher,0.0,True
primary,EC-Earth3,500004,mRMSE,22.398937947703118,16.01909540158011,28.695423982070807,0.0,lower,0.0,True
primary,EC-Earth3,500004,mPBIAS_abs,2.24495560633624,-4.8802284552758595,7.359207574082542,0.563,lower,0.59612,False
primary,EC-Earth3,500004,mNSE,-0.6340914955879582,-0.9066584950768803,-0.3973355657217143,0.0,higher,0.0,True
primary,EC-Earth3,500005,mRMSE,2.3452654972660247,0.8173095513648878,4.039219876153661,0.003,lower,0.00524,True
primary,EC-Earth3,500005,mPBIAS_abs,1.9413980298723403,-4.2442185855805175,5.919797349585991,0.632,lower,0.65006,False
primary,EC-Earth3,500005,mNSE,-0.056136014894985924,-0.1208585876857011,-0.014761154064833441,0.003,higher,0.00524,True
primary,EC-Earth3,500006,mRMSE,0.6392420455089527,-0.2614481123104252,1.7720872716879554,0.185,lower,0.24307,False
primary,EC-Earth3,500006,mPBIAS_abs,-2.7584969129809416,-5.309654885669499,5.09359394623099,0.348,lower,0.39396,False
primary,EC-Earth3,500006,mNSE,-0.016618494442199146,-0.05137662518043812,0.005611372651963185,0.185,higher,0.24307,False
primary,EC-Earth3,500007,mRMSE,7.193416363861355,3.651311089052472,10.63810292758582,0.0,lower,0.0,True
primary,EC-Earth3,500007,mPBIAS_abs,0.3102231188123284,-1.6016644959849664,2.213821742706499,0.752,lower,0.76475,False
primary,EC-Earth3,500007,mNSE,-0.21003506698400265,-0.35142555121267044,-0.09794577065897282,0.0,higher,0.0,True
primary,EC-Earth3,500008,mRMSE,-3.709594265599375,-8.95672443584955,1.6165104447677734,0.179,lower,0.23867,False
primary,EC-Earth3,500008,mPBIAS_abs,-34.70540600413841,-37.78934831125811,-25.276361739570312,0.0,lower,0.0,True
primary,EC-Earth3,500008,mNSE,0.09274459644818535,-0.04481520614639538,0.21790595285292053,0.179,higher,0.23867,False
primary,EC-Earth3,500009,mRMSE,-1.639138951079227,-7.410506624683114,3.685704321815398,0.541,lower,0.57621,False
primary,EC-Earth3,500009,mPBIAS_abs,-32.50084945698268,-34.6937746412842,-26.360831609029944,0.0,lower,0.0,True
primary,EC-Earth3,500009,mNSE,0.04055459535137936,-0.10568119226060968,0.18036159043857186,0.541,higher,0.57621,False
primary,EC-Earth3,500201,mRMSE,25.790913011755517,17.320597060878065,35.58484127497526,0.0,lower,0.0,True
primary,EC-Earth3,500201,mPBIAS_abs,3.7312099148238183,-5.906239400565934,9.566735039448194,0.342,lower,0.3921,False
primary,EC-Earth3,500201,mNSE,-0.6723304851702555,-1.0905774057194597,-0.3858568909355168,0.0,higher,0.0,True
primary,EC-Earth3,500202,mRMSE,25.735284724769006,18.424350755065046,33.880683232603424,0.0,lower,0.0,True
primary,EC-Earth3,500202,mPBIAS_abs,-14.07428528168606,-23.04669745391554,6.946112888654673,0.128,lower,0.18432,False
primary,EC-Earth3,500202,mNSE,-0.6326758614067372,-1.1023390508658701,-0.3537070429033043,0.0,higher,0.0,True
primary,EC-Earth3,500301,mRMSE,20.27482017494785,11.45814149421174,30.738407672191816,0.0,lower,0.0,True
primary,EC-Earth3,500301,mPBIAS_abs,-23.44165819453696,-30.825955463536882,-5.497005714499862,0.019,lower,0.03,True
primary,EC-Earth3,500301,mNSE,-0.4510491704359936,-0.871092309421621,-0.19719677756201878,0.0,higher,0.0,True
primary,MIROC6,500001,mRMSE,15.43469263597087,6.929041781547272,23.923987777852993,0.0,lower,0.0,True
primary,MIROC6,500001,mPBIAS_abs,-24.13108787903116,-43.3988108444562,11.05948943808171,0.175,lower,0.23684,False
primary,MIROC6,500001,mNSE,-0.4937364422780583,-0.8015471763257327,-0.22044569588375817,0.0,higher,0.0,True
primary,MIROC6,500002,mRMSE,15.43652143888561,5.595929827832124,26.182787553338834,0.0,lower,0.0,True
primary,MIROC6,500002,mPBIAS_abs,-18.392865028949142,-33.82625224316774,-4.598700866321456,0.007,lower,0.01145,True
primary,MIROC6,500002,mNSE,-0.405156833799709,-0.7205545231840746,-0.1291918748444527,0.0,higher,0.0,True
primary,MIROC6,500003,mRMSE,33.07773446690974,20.26381399481087,47.26091781997586,0.0,lower,0.0,True
primary,MIROC6,500003,mPBIAS_abs,-15.717314529027128,-23.222925897660424,-3.749198392301976,0.031,lower,0.0481,True
primary,MIROC6,500003,mNSE,-1.1735694032388233,-1.9465547594998949,-0.6057015460000741,0.0,higher,0.0,True
primary,MIROC6,500004,mRMSE,29.321642828739503,19.929286659884397,38.89227395502675,0.0,lower,0.0,True
primary,MIROC6,500004,mPBIAS_abs,-10.30725803934199,-25.98086382025817,19.43219037908347,0.446,lower,0.48951,False
primary,MIROC6,500004,mNSE,-1.0543182317324409,-1.540727358559036,-0.6246190045957954,0.0,higher,0.0,True
primary,MIROC6,500005,mRMSE,-14.556445412730435,-19.833866765052765,-9.867126444388381,0.0,lower,0.0,True
primary,MIROC6,500005,mPBIAS_abs,-15.241280052947351,-21.560035634915895,4.167124861508267,0.09,lower,0.13279,False
primary,MIROC6,500005,mNSE,0.3889790163153958,0.21171493610680914,0.6298339363595757,0.0,higher,0.0,True
primary,MIROC6,500006,mRMSE,-16.536844325879105,-21.8087999362991,-11.711300227135888,0.0,lower,0.0,True
primary,MIROC6,500006,mPBIAS_abs,-7.378817753861184,-18.52080017108951,11.8470477497561,0.483,lower,0.52691,False
primary,MIROC6,500006,mNSE,0.473671880798353,0.3028380699740075,0.6777021502759881,0.0,higher,0.0,True
primary,MIROC6,500007,mRMSE,-7.678040287323065,-11.870788935799096,-3.4532720558179446,0.0,lower,0.0,True
primary,MIROC6,500007,mPBIAS_abs,-15.300638219503377,-23.104566454717855,8.457323237544067,0.172,lower,0.23634,False
primary,MIROC6,500007,mNSE,0.297166568322908,0.1325415713607312,0.49650065679821676,0.0,higher,0.0,True
primary,MIROC6,500008,mRMSE,-28.319176510746722,-37.87237847502142,-19.345725263326624,0.0,lower,0.0,True
primary,MIROC6,500008,mPBIAS_abs,-10.398239280166468,-18.75571900667182,6.835755320789622,0.215,lower,0.2669,False
primary,MIROC6,500008,mNSE,0.9362043820104301,0.549132509531917,1.4153686680463295,0.0,higher,0.0,True
primary,MIROC6,500009,mRMSE,-26.238285243282437,-35.61698565139415,-17.516315014646313,0.0,lower,0.0,True
primary,MIROC6,500009,mPBIAS_abs,-11.311144385083782,-22.136896299308905,9.798567876102297,0.278,lower,0.3336,False
primary,MIROC6,500009,mNSE,0.8825699895484388,0.5011507057836404,1.344807996945221,0.0,higher,0.0,True
primary,MIROC6,500201,mRMSE,37.202091937718215,16.820335966809477,61.63683751833574,0.0,lower,0.0,True
primary,MIROC6,500201,mPBIAS_abs,-8.26728787546571,-27.021896137810348,22.512036350518443,0.513,lower,0.55293,False
primary,MIROC6,500201,mNSE,-1.2282012506637665,-2.4032702326827384,-0.4519995986575859,0.0,higher,0.0,True
primary,MIROC6,500202,mRMSE,23.475057015581186,7.273483692165539,43.16882868076859,0.003,lower,0.00524,True
primary,MIROC6,500202,mPBIAS_abs,-34.53213669623489,-50.37457630044228,3.0321027478888305,0.067,lower,0.1005,False
primary,MIROC6,500202,mNSE,-0.8396210365810207,-2.019864876057446,-0.2136328957244449,0.003,higher,0.00524,True
primary,MIROC6,500301,mRMSE,24.08066419016646,13.523375955036444,36.253130931771935,0.0,lower,0.0,True
primary,MIROC6,500301,mPBIAS_abs,-17.866051268310816,-29.79471502162587,18.687795273025987,0.214,lower,0.2669,False
primary,MIROC6,500301,mNSE,-0.7510415502539599,-1.5112402776127363,-0.32091412067208447,0.0,higher,0.0,True
sens_monthly,ACCESS-ESM1-5,500001,mRMSE,10.071648703256809,-1.0387889467526048,19.97026463753026,0.085,lower,0.18424,False
sens_monthly,ACCESS-ESM1-5,500001,mPBIAS_abs,3.405595767834614,-4.625882720049851,11.35079875715799,0.443,lower,0.6463,False
sens_monthly,ACCESS-ESM1-5,500001,mNSE,-0.30392673813790666,-0.6517865979035323,0.03045106312067342,0.085,higher,0.18424,False
sens_monthly,ACCESS-ESM1-5,500002,mRMSE,-0.9468732240422778,-11.543622787774622,9.847530954042282,0.849,lower,0.86258,False
sens_monthly,ACCESS-ESM1-5,500002,mPBIAS_abs,-8.16152338171287,-18.929270974367714,14.505942504490163,0.393,lower,0.59748,False
sens_monthly,ACCESS-ESM1-5,500002,mNSE,0.02562433017834215,-0.2626440535822269,0.3122106197139124,0.849,higher,0.86258,False
sens_monthly,ACCESS-ESM1-5,500003,mRMSE,29.235763178850124,13.892566499271998,43.404681358476296,0.0,lower,0.0,True
sens_monthly,ACCESS-ESM1-5,500003,mPBIAS_abs,23.98915066749193,-10.189668822066649,38.236797293629984,0.142,lower,0.27191,False
sens_monthly,ACCESS-ESM1-5,500003,mNSE,-0.9699582444555885,-1.689853026531036,-0.36654402162456395,0.0,higher,0.0,True
sens_monthly,ACCESS-ESM1-5,500004,mRMSE,-25.38397021425637,-40.984845748711926,-9.866233048230287,0.001,lower,0.00462,True
sens_monthly,ACCESS-ESM1-5,500004,mPBIAS_abs,-40.66435607602988,-48.91013510494701,-25.9847626375025,0.0,lower,0.0,True
sens_monthly,ACCESS-ESM1-5,500004,mNSE,0.9385214209726144,0.34119245014733374,1.6094014995891204,0.001,higher,0.00462,True
sens_monthly,ACCESS-ESM1-5,500005,mRMSE,-51.830220737792395,-72.6431880012356,-34.020365862399636,0.0,lower,0.0,True
sens_monthly,ACCESS-ESM1-5,500005,mPBIAS_abs,-37.3083694122873,-46.61069675810137,-29.287294521785075,0.0,lower,0.0,True
sens_monthly,ACCESS-ESM1-5,500005,mNSE,1.5617690277122906,0.8446953172831666,2.5971132621444557,0.0,higher,0.0,True
sens_monthly,ACCESS-ESM1-5,500006,mRMSE,-54.27452045382759,-75.52565790777078,-33.477778274650085,0.0,lower,0.0,True
sens_monthly,ACCESS-ESM1-5,500006,mPBIAS_abs,-32.385601664141916,-39.5357826957436,-24.78146101390081,0.0,lower,0.0,True
sens_monthly,ACCESS-ESM1-5,500006,mNSE,1.7476658049909932,1.007409571152657,2.7118391430904634,0.0,higher,0.0,True
sens_monthly,ACCESS-ESM1-5,500007,mRMSE,-6.137893755221139,-25.666045284748158,13.207793127641198,0.526,lower,0.6817,False
sens_monthly,ACCESS-ESM1-5,500007,mPBIAS_abs,16.336016076893312,-17.716617599711352,35.298011094862694,0.295,lower,0.49167,False
sens_monthly,ACCESS-ESM1-5,500007,mNSE,0.19454462195092478,-0.5336477391864402,0.8322812375517155,0.526,higher,0.6817,False
sens_monthly,ACCESS-ESM1-5,500008,mRMSE,-18.498865772911174,-35.88152262769051,0.7677179770956979,0.056,lower,0.135,False
sens_monthly,ACCESS-ESM1-5,500008,mPBIAS_abs,13.000609713685668,-12.656332842396795,30.64263170644003,0.289,lower,0.48953,False
sens_monthly,ACCESS-ESM1-5,500008,mNSE,0.5862586738907412,-0.0218604889245809,1.2637376379828917,0.056,higher,0.135,False
sens_monthly,ACCESS-ESM1-5,500009,mRMSE,-20.558171275281538,-35.265936347394046,-4.35909366794434,0.012,lower,0.03484,True
sens_monthly,ACCESS-ESM1-5,500009,mPBIAS_abs,9.431538981360834,-14.954136312848295,25.898140708723492,0.436,lower,0.64328,False
sens_monthly,ACCESS-ESM1-5,500009,mNSE,0.6584837134971269,0.12937144993229907,1.2537609840530095,0.012,higher,0.03484,True
sens_monthly,ACCESS-ESM1-5,500201,mRMSE,21.275177503789976,-40.53652485533908,80.87782866967787,0.529,lower,0.6817,False
sens_monthly,ACCESS-ESM1-5,500201,mPBIAS_abs,-25.170142424630015,-40.954232101528994,-7.375083601583187,0.01,lower,0.03333,True
sens_monthly,ACCESS-ESM1-5,500201,mNSE,-0.8878468105977211,-3.6877761439996775,1.331997778019255,0.529,higher,0.6817,False
