Station_ID,Metric,N_Years,MK_Trend,MK_p_value,MK_Z,Sens_Slope,Sens_Intercept,Period1_Mean_6190,Period2_Mean_9119,Absolute_Change,Pct_Change,P_val_Welch_ttest,P_val_MannWhitney,MK_FDR_q_value,MW_FDR_q_value
353201,Rainfall_Total_mm,59,increasing,0.011146665054601268,2.5380669743987037,1.1781250000000014,1217.234375,1238.13,1256.2965517241382,18.166551724138117,1.4672572124201912,0.7603733359290178,0.529204136208338,0.04113933649241926,1.0
353201,Freq_D,59,no trend,0.27301969630900813,1.0961350080949648,4.746182747147828e-05,0.7958838809759298,0.7976637472864735,0.7987673884512128,0.0011036411647392663,0.13835919815757955,0.8767801657003584,0.9939476839450957,0.39631891399694724,1.0
353201,Freq_R,59,no trend,0.13685709369724974,1.487597422120762,7.673245531277888e-05,0.14845969030277872,0.1525967512538364,0.1557149921567697,0.003118240902933306,2.043451696914754,0.5750511167637739,0.5142028054030183,0.2467551688296205,1.0
353201,P_DD,59,no trend,0.49427053419491584,0.6835323206894987,4.896089907275364e-05,0.8572373777431446,0.8570290872680535,0.8605989406527681,0.0035698533847146052,0.41653818262974085,0.5010667215949453,0.6822352653394952,0.6093746311992113,1.0
353201,P_RR,59,increasing,0.01722021079729985,2.3819719132591852,0.000537634408602152,0.3539738195418419,0.3528355050119597,0.36696185760843547,0.014126352596475766,4.003665276258675,0.3775381649840938,0.20544497723132904,0.053442033508861606,1.0
353201,Mean_Spell_D,59,no trend,0.5738135635784791,0.5624439768416893,0.0024462945832048493,6.857628885658488,6.958535739673172,7.201588585343453,0.24305284567028096,3.4928734257201164,0.382963291976607,0.6989966755829394,0.6795160621324094,1.0
353201,Mean_Spell_R,59,increasing,0.016542614470230976,2.3967187812765,0.0013804372323642118,1.546174216813162,1.5509318749751733,1.600907601649013,0.04997572667383965,3.2223031507840822,0.20287190587068665,0.20544497723132904,0.05317268936859957,1.0
353201,State_Entropy,59,no trend,0.30287515685733,-1.0302873045713727,-0.0002712959778115245,0.901258783443092,0.8855568607110575,0.8734988800292299,-0.012057980681827618,-1.3616269284104092,0.5672896212759745,0.7159383765817243,0.4259181893306203,1.0
353201,Transition_Entropy,59,decreasing,0.0019149602396790755,-3.103113746232619,-0.00051325711675247,0.8383394053528295,0.8225138119011618,0.8062481714963166,-0.01626564040484524,-1.9775522513413812,0.42267720835706163,0.4086186964654205,0.0123104586836512,1.0
354201,Rainfall_Total_mm,59,no trend,0.05254243902239231,-1.938662571431281,-1.7818181818181942,1484.1727272727276,1442.4833333333333,1446.8862068965516,4.402873563218236,0.30522873030664033,0.9526455516116326,0.9214933907823586,0.11534592469591429,1.0
354201,Freq_D,59,increasing,0.00630822332869907,2.731314544499378,0.00021074815595363455,0.78840885142255,0.7894528033535444,0.7922639976750938,0.002811194321549415,0.35609403242443927,0.6695354264433051,0.687573227671223,0.02580636816285983,1.0
354201,Freq_R,59,decreasing,0.004295969369637165,-2.8555696898641614,-0.00019569471624266132,0.17234181343770383,0.1654622351972453,0.16174964290918667,-0.0037125922880586193,-2.243770177305346,0.5706770574859275,0.5952555514098792,0.02034932859301815,1.0
354201,P_DD,59,no trend,0.1521106099221925,1.4321160567727098,4.3246528589457875e-05,0.8568773385601791,0.8571559612770457,0.8586887525552943,0.0015327912782485686,0.1788229152562759,0.7630197676557008,0.5903667269682089,0.26843048809798675,1.0
354201,P_RR,59,decreasing,0.035574506141689666,-2.1017577016370335,-0.0008286252354048979,0.40864551644212666,0.38199604231162987,0.3772716437708103,-0.004724398540819574,-1.2367663581617532,0.7960447297440683,0.6274913954923045,0.08425540928294921,1.0
354201,Mean_Spell_D,59,no trend,0.13708620490534473,1.4867297389973175,0.0023640661938534274,6.8362039851401555,6.975477778898187,7.0554258062491915,0.07994802735100404,1.146129768958023,0.7429483661106459,0.5799428615093519,0.2467551688296205,1.0
354201,Mean_Spell_R,59,decreasing,0.024890747352607434,-2.243094095537854,-0.0021037407139570044,1.686008480704753,1.6401757287204974,1.6243737562988536,-0.01580197242164383,-0.9634316704571017,0.7506727919631387,0.6167757510024238,0.07214186134297348,1.0
354201,State_Entropy,59,decreasing,0.028180653052821025,-2.1947623011236215,-0.0005381430802451478,0.905965801921755,0.8951144899379468,0.8912577985153076,-0.0038566914226392246,-0.4308601263852389,0.8166959019047225,0.8734998425843952,0.07685632650769371,1.0
354201,Transition_Entropy,59,decreasing,0.03177382409977558,-2.1472444697773874,-0.00028705126954008966,0.8239889637738871,0.8225370285719155,0.81731036329571,-0.005226665276205411,-0.6354322169884461,0.7399547207665315,0.6656571901238262,0.08185420894441878,1.0
356201,Rainfall_Total_mm,59,increasing,0.0026663238909108156,3.0037978849006546,2.147222222222221,1577.0305555555553,1586.8799999999999,1668.134482758621,81.25448275862118,5.120392390011922,0.2604781412949916,0.3750925159360059,0.015765862726058455,1.0
356201,Freq_D,59,no trend,0.06387399198935584,-1.8530583760276558,-0.00014596900965641035,0.7747249045587243,0.7730191880629789,0.765702844113651,-0.007316343949327897,-0.9464634335482789,0.2756805532130601,0.33535891725548095,0.13687283997719107,1.0
356201,Freq_R,59,no trend,0.5261088805322072,0.6339570066928134,1.9462534620854342e-05,0.18299723033161167,0.17970506774459166,0.183119614702458,0.0034145469578663323,1.9000838433334026,0.575409486819865,0.7964547006490532,0.6398621519986303,1.0
356201,P_DD,59,no trend,0.6237460894935494,-0.4905481174116026,-2.593327368680541e-05,0.847727153904889,0.8498726594124605,0.8482008416851103,-0.0016718177273501444,-0.19671390870556024,0.7092591499386265,0.7272842209908783,0.704426019998332,1.0
356201,P_RR,59,no trend,0.6358142005116303,0.4735593056629074,0.00010372990915443789,0.41804446421346864,0.42608818751523087,0.42023430513086585,-0.005853882384365017,-1.3738663863230813,0.7382545679465363,0.9758073049924625,0.704426019998332,1.0
356201,Mean_Spell_D,59,no trend,0.5340363522685991,-0.6218563152151024,-0.0009443416589577369,6.436476817200684,6.6003172125569884,6.547867237651177,-0.05244997490581138,-0.7946583962059615,0.7909033685921272,0.6990217775377867,0.640843622722319,1.0
356201,Mean_Spell_R,59,no trend,0.6496373295540172,0.4542660763136013,0.0003174603174603163,1.718066378066378,1.7682542737960396,1.7454517792121282,-0.02280249458391137,-1.2895483936798073,0.6795908835607316,0.9758073049924625,0.704426019998332,1.0
356201,State_Entropy,59,increasing,0.00019192199978768087,3.7294187213407097,0.0006831516637716713,0.9256710088220922,0.9355434603913626,0.9572830934425515,0.021739633051188867,2.3237437886738688,0.21684638985288526,0.20822503239790746,0.0017272979980891279,1.0
