method,model,station,family,grouping,group,period,usable,note,fallback_used,applied_grouping,applied_group,wet_threshold_obs_mm,wet_threshold_model_mm,n_obs_wet_cal,n_mod_wet_cal,n_input,n_wet_target,n_delta_clipped_low,n_delta_clipped_high,n_output_capped,output_cap_mm,max_output_mm,obs_dist,obs_aic,obs_ks_d,obs_ks_p,obs_n_params,mod_dist,mod_aic,mod_ks_d,mod_ks_p,mod_n_params
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,02,calibration,False,"insufficient wet days obs=14, model=14",True,annual,all,1.0,2.909824999999999,14,14,560,1,0,0,0,,5.412189846036391,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,02,validation,False,"insufficient wet days obs=14, model=14",True,annual,all,1.0,2.909824999999999,14,14,392,0,0,0,0,,,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,1.9521645161290335,38,38,620,38,0,0,0,,46.5,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,1.9521645161290335,38,38,434,9,0,0,0,,24.00535092085615,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,1.0284116666666665,121,121,600,121,0,0,0,,141.4,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,1.0284116666666665,121,121,420,101,0,0,0,,418.5602326135449,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,1.3205677419354833,199,199,620,199,0,0,0,,134.2,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,1.3205677419354833,199,199,434,121,0,0,0,,166.07607659575763,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,9.40494,188,188,600,188,0,0,0,,115.4,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,9.40494,188,188,420,115,0,0,0,,122.96476421144826,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,9.881983870967742,275,275,620,275,0,0,0,,118.5,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,9.881983870967742,275,275,434,167,0,0,0,,60.37917651231174,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,5.493082258064517,329,329,620,329,0,0,0,,147.0,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,5.493082258064517,329,329,434,166,0,0,0,,133.413110020586,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,3.670449999999999,249,249,600,249,0,0,0,,97.1,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,3.670449999999999,249,249,420,163,0,0,0,,69.16057795156729,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,9.318277419354839,132,132,620,132,0,0,0,,80.4,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,9.318277419354839,132,132,434,73,0,0,0,,50.855080700377705,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,12.569749999999992,50,50,600,50,0,0,0,,72.8,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,12.569749999999992,50,50,420,15,0,0,0,,92.98823800041693,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,12,calibration,False,"insufficient wet days obs=14, model=14",True,annual,all,1.0,10.052090322580645,14,14,620,32,0,0,0,,30.397648483669776,,,,,,,,,,
QDM_NP_monthly,CanESM5,500002,nonparametric,monthly,12,validation,False,"insufficient wet days obs=14, model=14",True,annual,all,1.0,10.052090322580645,14,14,434,16,0,0,0,,21.60827495815586,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,01,calibration,False,"insufficient wet days obs=9, model=9",True,annual,all,1.0,2.686159677419355,9,9,620,6,0,0,0,,12.591747602203638,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,01,validation,False,"insufficient wet days obs=9, model=9",True,annual,all,1.0,2.686159677419355,9,9,434,0,0,0,0,,,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,02,calibration,False,"insufficient wet days obs=18, model=18",True,annual,all,1.0,1.3071285714285714,18,18,560,0,0,0,0,,,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,02,validation,False,"insufficient wet days obs=18, model=18",True,annual,all,1.0,1.3071285714285714,18,18,392,0,0,0,0,,,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,0.90066129032258,41,41,620,41,0,0,0,,67.2,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,0.90066129032258,41,41,434,12,0,0,0,,27.5399005662201,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.5152466666666666,148,148,600,148,0,0,0,,76.3,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,0.5152466666666666,148,148,420,102,0,2,0,,363.91176470588266,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,0.5607870967741936,244,244,620,244,0,0,0,,123.0,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,0.5607870967741936,244,244,434,116,0,0,0,,103.08882236919081,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,7.651886666666667,212,212,600,212,0,0,0,,62.8,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,7.651886666666667,212,212,420,91,0,0,0,,27.466459924438023,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,7.205524193548385,265,265,620,265,0,0,0,,157.0,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,7.205524193548385,265,265,434,128,0,0,0,,99.38483576777789,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,1.9400322580645162,320,320,620,320,0,0,0,,181.3,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,1.9400322580645162,320,320,434,194,0,0,0,,218.38100804872846,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,1.5949500000000005,270,270,600,270,0,0,0,,129.0,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,1.5949500000000005,270,270,420,165,0,0,0,,115.77672637980054,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,6.705293548387097,182,182,620,182,0,0,0,,98.2,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,6.705293548387097,182,182,434,83,0,0,0,,149.75326525305846,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,9.218126666666667,58,58,600,58,0,0,0,,92.4,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,9.218126666666667,58,58,420,24,0,0,0,,158.64728795559753,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,12,calibration,False,"insufficient wet days obs=13, model=13",True,annual,all,1.0,8.198290322580627,13,13,620,39,0,0,0,,27.21453179998385,,,,,,,,,,
QDM_NP_monthly,CanESM5,500003,nonparametric,monthly,12,validation,False,"insufficient wet days obs=13, model=13",True,annual,all,1.0,8.198290322580627,13,13,434,20,0,0,0,,28.663646620397273,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,01,calibration,False,"insufficient wet days obs=9, model=9",True,annual,all,1.0,4.793975806451611,9,9,620,2,0,0,0,,10.109140893470792,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,01,validation,False,"insufficient wet days obs=9, model=9",True,annual,all,1.0,4.793975806451611,9,9,434,1,0,0,0,,5.161275028573848,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,02,calibration,False,"insufficient wet days obs=22, model=21",True,annual,all,1.0,2.607,22,21,560,1,0,0,0,,4.051238200059265,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,02,validation,False,"insufficient wet days obs=22, model=21",True,annual,all,1.0,2.607,22,21,392,0,0,0,0,,,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,1.9701790322580643,37,37,620,37,0,0,0,,59.0,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,1.9701790322580643,37,37,434,9,0,0,0,,32.76920787659341,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,1.0148466666666667,127,127,600,127,0,0,0,,93.5,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,1.0148466666666667,127,127,420,104,0,0,0,,282.4680683688276,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,1.1555483870967738,220,220,620,220,0,0,0,,89.3,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,1.1555483870967738,220,220,434,151,0,0,0,,107.83325084926929,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,9.646199999999999,180,180,600,180,0,0,0,,49.4,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,9.646199999999999,180,180,420,112,0,0,0,,59.483133724077874,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,10.356693548387094,262,262,620,262,0,0,0,,98.5,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,10.356693548387094,262,262,434,155,0,0,0,,51.15565092255349,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,7.394050000000004,279,279,620,279,0,0,0,,105.2,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,7.394050000000004,279,279,434,138,0,0,0,,76.67734881647758,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,3.4903866666666654,256,256,600,256,0,0,0,,107.2,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,3.4903866666666654,256,256,420,171,0,0,0,,75.23932235032726,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,8.0455,155,155,620,155,0,0,0,,79.3,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,8.0455,155,155,434,81,0,0,0,,59.91532475160296,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,11.846610000000002,57,57,600,57,0,0,0,,94.4,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,11.846610000000002,57,57,420,16,0,0,0,,101.1696633707396,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,12,calibration,False,"insufficient wet days obs=9, model=9",True,annual,all,1.0,10.616843548387095,9,9,620,32,0,0,0,,27.408431405440247,,,,,,,,,,
QDM_NP_monthly,CanESM5,500004,nonparametric,monthly,12,validation,False,"insufficient wet days obs=9, model=9",True,annual,all,1.0,10.616843548387095,9,9,434,16,0,0,0,,19.42924446894305,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,01,calibration,True,,False,monthly,01,1.0,2.967348387096774,36,36,620,36,0,0,0,,9.5,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,01,validation,True,,False,monthly,01,1.0,2.967348387096774,36,36,434,23,0,0,0,,9.107747251180292,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,02,calibration,True,,False,monthly,02,1.0,2.0303214285714284,60,60,560,60,0,0,0,,10.4,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,02,validation,True,,False,monthly,02,1.0,2.0303214285714284,60,60,392,39,0,0,0,,9.34180673722072,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,1.196,132,131,620,131,0,0,0,,32.3,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,1.196,132,131,434,68,0,0,0,,16.455408248000616,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.7144566666666666,274,274,600,274,0,0,0,,39.0,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,0.7144566666666666,274,274,420,206,0,0,0,,120.00701937657061,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,0.17185967741935484,533,533,620,533,0,0,0,,42.0,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,0.17185967741935484,533,533,434,400,0,0,0,,48.77341625699482,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,0.3365733333333334,536,536,600,536,0,0,0,,24.1,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,0.3365733333333334,536,536,420,373,0,0,0,,28.645288884424616,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,0.3058774193548387,582,582,620,582,0,0,0,,38.6,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,0.3058774193548387,582,582,434,404,0,0,0,,24.803258260658566,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,0.07790806451612901,601,601,620,601,0,0,0,,48.3,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,0.07790806451612901,601,601,434,423,0,0,0,,24.486628290280546,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,0.04691666666666662,575,575,600,575,0,0,0,,47.1,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,0.04691666666666662,575,575,420,392,0,0,0,,33.17761445519828,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,0.1933096774193549,513,513,620,513,0,0,0,,35.1,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,0.1933096774193549,513,513,434,353,0,0,0,,23.180958691687323,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,3.0134799999999977,256,256,600,256,0,0,0,,40.1,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,3.0134799999999977,256,256,420,125,0,0,0,,41.88214876806519,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,12,calibration,True,,False,monthly,12,1.0,3.7006048387096775,75,75,620,75,0,0,0,,33.6,,,,,,,,,,
QDM_NP_monthly,CanESM5,500005,nonparametric,monthly,12,validation,True,,False,monthly,12,1.0,3.7006048387096775,75,75,434,47,0,0,0,,21.673880034636916,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,01,calibration,True,,False,monthly,01,1.0,2.9055806451612907,40,40,620,40,0,0,0,,9.0,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,01,validation,True,,False,monthly,01,1.0,2.9055806451612907,40,40,434,23,0,0,0,,9.173384543450673,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,02,calibration,True,,False,monthly,02,1.0,2.020198214285714,61,61,560,61,0,0,0,,9.6,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,02,validation,True,,False,monthly,02,1.0,2.020198214285714,61,61,392,39,0,0,0,,8.738182415167723,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,1.1877419354838707,135,135,620,135,0,0,0,,30.1,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,1.1877419354838707,135,135,434,70,0,0,0,,15.292501941018505,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.6893133333333331,284,284,600,284,0,0,0,,34.2,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,0.6893133333333331,284,284,420,211,0,0,0,,106.23291792286514,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,0.16,536,535,620,535,0,0,0,,46.089065420560786,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,0.16,536,535,434,403,0,0,0,,52.1560687955821,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,0.3162133333333336,541,541,600,541,0,0,0,,24.3,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,0.3162133333333336,541,541,420,376,0,0,0,,28.2621255514545,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,0.29188709677419344,585,585,620,585,0,0,0,,36.3,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,0.29188709677419344,585,585,434,406,0,0,0,,22.220285166962817,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,0.07291774193548395,603,603,620,603,0,0,0,,43.4,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,0.07291774193548395,603,603,434,426,0,0,0,,22.224963255045182,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,0.036,582,581,600,581,0,0,0,,42.796557659208155,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,0.036,582,581,420,397,0,0,0,,30.049139907067897,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,0.17053064516129043,523,523,620,523,0,0,0,,34.1,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,0.17053064516129043,523,523,434,359,0,0,0,,23.821480545122657,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,2.80168,268,268,600,268,0,0,0,,35.3,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,2.80168,268,268,420,131,0,0,0,,39.70887676363954,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,12,calibration,True,,False,monthly,12,1.0,3.468266129032258,81,81,620,81,0,0,0,,29.5,,,,,,,,,,
QDM_NP_monthly,CanESM5,500006,nonparametric,monthly,12,validation,True,,False,monthly,12,1.0,3.468266129032258,81,81,434,50,0,0,0,,19.230435697585506,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,01,calibration,True,,False,monthly,01,1.0,2.939730645161289,37,37,620,37,0,0,0,,42.6,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,01,validation,True,,False,monthly,01,1.0,2.939730645161289,37,37,434,23,0,0,0,,40.086728553070124,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,02,calibration,True,,False,monthly,02,1.0,2.018110714285714,62,62,560,62,0,0,0,,22.0,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,02,validation,True,,False,monthly,02,1.0,2.018110714285714,62,62,392,39,0,0,0,,20.535801558500832,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,1.2576693548387092,115,115,620,115,0,0,0,,41.2,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,1.2576693548387092,115,115,434,61,0,0,0,,20.3575783946857,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.746,254,252,600,252,0,0,0,,38.79365079365079,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,0.746,254,252,420,187,0,0,0,,119.94016992973566,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,0.2877870967741935,488,488,620,488,0,0,0,,115.6,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,05,validation,True,,False,monthly,05,1.0,0.2877870967741935,488,488,434,383,0,0,0,,122.73733197965434,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,06,calibration,True,,False,monthly,06,1.0,0.7937500000000007,498,498,600,498,0,0,0,,22.5,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,06,validation,True,,False,monthly,06,1.0,0.7937500000000007,498,498,420,326,0,0,0,,26.56966882751632,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,07,calibration,True,,False,monthly,07,1.0,2.0376000000000003,527,527,620,527,0,0,0,,30.2,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,07,validation,True,,False,monthly,07,1.0,2.0376000000000003,527,527,434,318,0,0,0,,20.309061699423612,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,08,calibration,True,,False,monthly,08,1.0,0.1739241935483871,573,573,620,573,0,0,0,,30.1,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,08,validation,True,,False,monthly,08,1.0,0.1739241935483871,573,573,434,393,0,0,0,,17.784012764696488,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,09,calibration,True,,False,monthly,09,1.0,0.067,555,552,600,552,0,0,0,,36.98315217391319,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,09,validation,True,,False,monthly,09,1.0,0.067,555,552,420,383,0,0,0,,25.50520824402225,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,10,calibration,True,,False,monthly,10,1.0,0.25636612903225814,489,489,620,489,0,0,0,,146.5,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,10,validation,True,,False,monthly,10,1.0,0.25636612903225814,489,489,434,329,0,0,0,,83.76610661586416,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,11,calibration,True,,False,monthly,11,1.0,3.781766666666667,220,220,600,220,0,0,0,,118.3,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,11,validation,True,,False,monthly,11,1.0,3.781766666666667,220,220,420,111,0,0,0,,124.29836281077176,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,12,calibration,True,,False,monthly,12,1.0,4.443266129032258,55,55,620,55,0,0,0,,18.9,,,,,,,,,,
QDM_NP_monthly,CanESM5,500007,nonparametric,monthly,12,validation,True,,False,monthly,12,1.0,4.443266129032258,55,55,434,36,0,0,0,,12.443730099597047,,,,,,,,,,
QDM_NP_monthly,CanESM5,500008,nonparametric,monthly,01,calibration,True,,False,monthly,01,1.0,2.6296370967741978,51,51,620,51,0,0,0,,6.2,,,,,,,,,,
QDM_NP_monthly,CanESM5,500008,nonparametric,monthly,01,validation,True,,False,monthly,01,1.0,2.6296370967741978,51,51,434,32,0,0,0,,6.1405968941877935,,,,,,,,,,
QDM_NP_monthly,CanESM5,500008,nonparametric,monthly,02,calibration,True,,False,monthly,02,1.0,1.9780624999999985,65,65,560,65,0,0,0,,12.7,,,,,,,,,,
QDM_NP_monthly,CanESM5,500008,nonparametric,monthly,02,validation,True,,False,monthly,02,1.0,1.9780624999999985,65,65,392,42,0,0,0,,11.177581901786077,,,,,,,,,,
QDM_NP_monthly,CanESM5,500008,nonparametric,monthly,03,calibration,True,,False,monthly,03,1.0,1.1302354838709676,146,146,620,146,0,0,0,,25.1,,,,,,,,,,
QDM_NP_monthly,CanESM5,500008,nonparametric,monthly,03,validation,True,,False,monthly,03,1.0,1.1302354838709676,146,146,434,75,0,0,0,,11.88574349296218,,,,,,,,,,
QDM_NP_monthly,CanESM5,500008,nonparametric,monthly,04,calibration,True,,False,monthly,04,1.0,0.6135383333333333,323,323,600,323,0,0,0,,23.8,,,,,,,,,,
QDM_NP_monthly,CanESM5,500008,nonparametric,monthly,04,validation,True,,False,monthly,04,1.0,0.6135383333333333,323,323,420,251,0,0,0,,70.73395938321214,,,,,,,,,,
QDM_NP_monthly,CanESM5,500008,nonparametric,monthly,05,calibration,True,,False,monthly,05,1.0,0.107,561,560,620,560,0,0,0,,67.96508928571362,,,,,,,,,,
