YEAR,MONTH,DAY,424004,438002,465001,465002,465003,465004,465005,465006,465007,465008,465009,465010,465011,465012,465201,500001,500002,500003,500004,500005,500006,500007,500008,500009,500201,500202,500301,517008,
2015,1,1,-2.9696e-20,1.4272,1.4405,1.4405,1.4405,1.4405,1.4405,1.4405,1.4405,1.4405,1.4405,1.4405,1.4405,1.4405,1.4405,1.2326,0.62418,1.2326,0.40293,0.40293,0.40293,0.40293,1.2326,1.2326,0.40293,1.2326,1.2326,0.58842
2015,1,2,0.74434,1.8754,1.2507,1.2507,1.2507,1.2507,1.2507,1.2507,1.2507,1.2507,1.2507,1.2507,1.2507,1.2507,1.2507,0.41866,0.11253,0.41866,0.19121,0.19121,0.19121,0.19121,0.41866,0.41866,0.19121,0.41866,0.41866,0.33331
2015,1,3,0.070572,0.84019,0.77963,0.77963,0.77963,0.77963,0.77963,0.77963,0.77963,0.77963,0.77963,0.77963,0.77963,0.77963,0.77963,0.30708,0.60463,0.30708,0.26465,0.26465,0.26465,0.26465,0.30708,0.30708,0.26465,0.30708,0.30708,0.39148
2015,1,4,0.00095367,1.7119,2.244,2.244,2.244,2.244,2.244,2.244,2.244,2.244,2.244,2.244,2.244,2.244,2.244,1.2689,0.86498,1.2689,0.75531,0.75531,0.75531,0.75531,1.2689,1.2689,0.75531,1.2689,1.2689,1.1716
2015,1,5,0.0019073,2.4629,0.55265,0.55265,0.55265,0.55265,0.55265,0.55265,0.55265,0.55265,0.55265,0.55265,0.55265,0.55265,0.55265,0.71478,0.46825,0.71478,0.40722,0.40722,0.40722,0.40722,0.71478,0.71478,0.40722,0.71478,0.71478,0.7515
2015,1,6,0.00047684,2.2154,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1524,2.1553,0.48399,2.1553,1.1487,1.1487,1.1487,1.1487,2.1553,2.1553,1.1487,2.1553,2.1553,0.99468
2015,1,7,-2.2758e-20,2.2268,1.1649,1.1649,1.1649,1.1649,1.1649,1.1649,1.1649,1.1649,1.1649,1.1649,1.1649,1.1649,1.1649,0.69523,0.33855,0.69523,0.4139,0.4139,0.4139,0.4139,0.69523,0.69523,0.4139,0.69523,0.69523,0.38767
2015,1,8,-1.5415e-20,1.9803,1.7314,1.7314,1.7314,1.7314,1.7314,1.7314,1.7314,1.7314,1.7314,1.7314,1.7314,1.7314,1.7314,0.69094,0.98753,0.69094,0.55456,0.55456,0.55456,0.55456,0.69094,0.69094,0.55456,0.69094,0.69094,0.62084
2015,1,9,-2.0203e-20,0.89264,0.18454,0.18454,0.18454,0.18454,0.18454,0.18454,0.18454,0.18454,0.18454,0.18454,0.18454,0.18454,0.18454,0.085354,1.0219,0.085354,0.079632,0.079632,0.079632,0.079632,0.085354,0.085354,0.079632,0.085354,0.085354,0.74196
2015,1,10,-1.9508e-20,2.8119,3.0041,3.0041,3.0041,3.0041,3.0041,3.0041,3.0041,3.0041,3.0041,3.0041,3.0041,3.0041,3.0041,1.5316,0.35477,1.5316,0.52452,0.52452,0.52452,0.52452,1.5316,1.5316,0.52452,1.5316,1.5316,0.51308
2015,1,11,-1.1201e-20,1.2245,1.5173,1.5173,1.5173,1.5173,1.5173,1.5173,1.5173,1.5173,1.5173,1.5173,1.5173,1.5173,1.5173,1.6165,0.56505,1.6165,0.91648,0.91648,0.91648,0.91648,1.6165,1.6165,0.91648,1.6165,1.6165,0.69094
2015,1,12,0.38862,0.43488,0.55075,0.55075,0.55075,0.55075,0.55075,0.55075,0.55075,0.55075,0.55075,0.55075,0.55075,0.55075,0.55075,0.13399,0.15259,0.13399,0.10061,0.10061,0.10061,0.10061,0.13399,0.13399,0.10061,0.13399,0.13399,0.27466
2015,1,13,0.31757,0.7329,0.63181,0.63181,0.63181,0.63181,0.63181,0.63181,0.63181,0.63181,0.63181,0.63181,0.63181,0.63181,0.63181,0.25368,0.17309,0.25368,0.16212,0.16212,0.16212,0.16212,0.25368,0.25368,0.16212,0.25368,0.25368,0.2017
