station,method,raw_mRMSE,corrected_mRMSE,delta_mRMSE,raw_mKGE,corrected_mKGE,delta_mKGE,raw_q99_relbias_pct,corrected_q99_relbias_pct,delta_q99_relbias_pct,raw_KS_D,corrected_KS_D,delta_KS_D,latitude,longitude,elev
500009,QDM_NP_monthly,93.30914208201594,64.7181087214772,-28.591033360538745,0.28246603374912255,0.596481793162781,0.3140157594136585,64.04926267281107,7.787560082561238,-56.26170259024983,0.1951254671645795,0.08249384160741428,-0.11263162555716523,12.22,99.87,14.44780313
500009,QDM_P_annual,93.30914208201594,81.87752600987264,-11.4316160721433,0.28246603374912255,0.39871439361708,0.11624835986795745,64.04926267281107,11.296002751794006,-52.75325992101706,0.1951254671645795,0.1380215462989444,-0.05710392086563512,12.22,99.87,14.44780313
500009,QDM_P_monthly,93.30914208201594,67.1333116012257,-26.17583048079024,0.28246603374912255,0.571775275863743,0.28930924211462045,64.04926267281107,12.331017241950455,-51.71824543086061,0.1951254671645795,0.07398119720049837,-0.12114426996408115,12.22,99.87,14.44780313
500201,QDM_NP_annual,135.21990755586907,162.12271340242506,26.902805846555992,0.1574482718512324,-0.0034543585262918662,-0.16090263037752425,-57.46986626500527,-4.281132289461324,53.18873397554395,0.18478901772228168,0.05060960053516008,-0.1341794171871216,11.83,99.83,1.15031e+38
500201,QDM_NP_monthly,135.21990755586907,146.71407602188174,11.494168466012667,0.1574482718512324,0.095182326958918,-0.06226594489231439,-57.46986626500527,15.72677468076941,73.19664094577467,0.18478901772228168,0.05679158193981894,-0.12799743578246275,11.83,99.83,1.15031e+38
500201,QDM_P_annual,135.21990755586907,125.95031745815206,-9.269590097717014,0.1574482718512324,0.1543113546707455,-0.0031369171804868923,-57.46986626500527,-49.9353701801728,7.534496084832476,0.18478901772228168,0.06583792588660667,-0.11895109183567501,11.83,99.83,1.15031e+38
500201,QDM_P_monthly,135.21990755586907,134.94153847711422,-0.2783690787548494,0.1574482718512324,0.16076874119631834,0.0033204693450859524,-57.46986626500527,-6.755156939880196,50.71470932512508,0.18478901772228168,0.05006736195128962,-0.13472165577099204,11.83,99.83,1.15031e+38
500202,QDM_NP_annual,117.54724825802259,149.91905738029126,32.37180912226867,0.15939691812973417,0.03252315118560416,-0.12687376694413,-63.71578112609042,-4.231277095286318,59.4845040308041,0.20967649420683898,0.07040596268870597,-0.139270531518133,12.59,99.96,1.7014099999999999e+38
500202,QDM_NP_monthly,117.54724825802259,129.91141639660356,12.364168138580965,0.15939691812973417,0.19896884623792283,0.03957192810818866,-63.71578112609042,-2.802292846513026,60.91348827957739,0.20967649420683898,0.06609387396758164,-0.14358262023925733,12.59,99.96,1.7014099999999999e+38
500202,QDM_P_annual,117.54724825802259,124.1916378305818,6.644389572559206,0.15939691812973417,0.09992597373868738,-0.05947094439104679,-63.71578112609042,-44.312081775354386,19.403699350736034,0.20967649420683898,0.1061566615439676,-0.10351983266287137,12.59,99.96,1.7014099999999999e+38
500202,QDM_P_monthly,117.54724825802259,115.31210316146533,-2.235145096557261,0.15939691812973417,0.23018557873299592,0.07078866060326175,-63.71578112609042,-22.774781880177105,40.94099924591332,0.20967649420683898,0.08046188756385095,-0.12921460664298803,12.59,99.96,1.7014099999999999e+38
500301,QDM_NP_annual,121.92539788356548,148.02890252847084,26.103504644905357,0.20722249902084838,0.13542772652672225,-0.07179477249412614,-54.69601027963641,-1.5498788986527363,53.146131380983675,0.22647710294661666,0.06886082738824162,-0.15761627555837504,12.58,99.73,101.8465795
500301,QDM_NP_monthly,121.92539788356548,124.88561759398765,2.960219710422166,0.20722249902084838,0.2871195835318404,0.07989708451099203,-54.69601027963641,-5.179178414835034,49.516831864801375,0.22647710294661666,0.06421119820378826,-0.1622659047428284,12.58,99.73,101.8465795
500301,QDM_P_annual,121.92539788356548,115.63234252954585,-6.293055354019629,0.20722249902084838,0.19067578542452865,-0.016546713596319734,-54.69601027963641,-57.214706697439134,-2.5186964178027225,0.22647710294661666,0.09399775140629871,-0.13247935154031795,12.58,99.73,101.8465795
500301,QDM_P_monthly,121.92539788356548,111.23650189683148,-10.688895986733996,0.20722249902084838,0.32156133149969357,0.11433883247884519,-54.69601027963641,-32.29404804737717,22.401962232259244,0.22647710294661666,0.07319182790010073,-0.15328527504651593,12.58,99.73,101.8465795
