season_type,climate_year,season_start,season_end,enso_phase,index_mean_c,index_min_c,index_max_c,n_overlapping_windows,n_el_nino_windows,n_la_nina_windows,n_neutral_windows,classification_rule,model,member_id,index_source,season_id
RAINY,1984,1984-05-01,1984-10-31,NEUTRAL,-0.09352362500000003,-0.526113,0.528687,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1984_RAIN
HOT_DRY,1984,1984-11-01,1985-04-30,NEUTRAL,0.39789299999999994,0.081465,0.556217,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1984_85_HOT_DRY
RAINY,1985,1985-05-01,1985-10-31,TRANSITION_UNCLASSIFIED,-0.212601125,-0.657127,0.246399,8,0,2,6,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1985_RAIN
HOT_DRY,1985,1985-11-01,1986-04-30,LA_NINA,-0.5376881250000001,-0.749357,-0.109435,8,0,6,2,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1985_86_HOT_DRY
RAINY,1986,1986-05-01,1986-10-31,TRANSITION_UNCLASSIFIED,0.46459437499999995,-0.380661,1.334955,8,4,0,4,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1986_RAIN
HOT_DRY,1986,1986-11-01,1987-04-30,EL_NINO,1.31685125,1.108035,1.562784,8,8,0,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1986_87_HOT_DRY
RAINY,1987,1987-05-01,1987-10-31,EL_NINO,0.6619776249999999,-0.249265,1.159436,8,5,0,3,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1987_RAIN
HOT_DRY,1987,1987-11-01,1988-04-30,LA_NINA,-0.802849125,-1.355961,0.07539,8,0,5,3,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1987_88_HOT_DRY
RAINY,1988,1988-05-01,1988-10-31,LA_NINA,-1.154662375,-1.404661,-0.85015,8,0,8,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1988_RAIN
HOT_DRY,1988,1988-11-01,1989-04-30,LA_NINA,-0.724930625,-0.996454,-0.223804,8,0,6,2,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1988_89_HOT_DRY
RAINY,1989,1989-05-01,1989-10-31,TRANSITION_UNCLASSIFIED,0.385232125,-0.499711,1.137582,8,4,0,4,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1989_RAIN
HOT_DRY,1989,1989-11-01,1990-04-30,EL_NINO,1.04653375,0.691289,1.298392,8,8,0,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1989_90_HOT_DRY
RAINY,1990,1990-05-01,1990-10-31,EL_NINO,1.18937425,0.691289,1.722132,8,8,0,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1990_RAIN
HOT_DRY,1990,1990-11-01,1991-04-30,EL_NINO,1.59204575,0.88133,1.899906,8,8,0,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1990_91_HOT_DRY
RAINY,1991,1991-05-01,1991-10-31,TRANSITION_UNCLASSIFIED,-0.03272550000000002,-0.767822,1.318834,8,2,4,2,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1991_RAIN
HOT_DRY,1991,1991-11-01,1992-04-30,LA_NINA,-0.669575,-0.818086,-0.554357,8,0,8,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1991_92_HOT_DRY
RAINY,1992,1992-05-01,1992-10-31,TRANSITION_UNCLASSIFIED,0.015311375000000044,-0.617902,0.935254,8,2,2,4,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1992_RAIN
HOT_DRY,1992,1992-11-01,1993-04-30,EL_NINO,1.080410375,0.720152,1.406877,8,8,0,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1992_93_HOT_DRY
RAINY,1993,1993-05-01,1993-10-31,EL_NINO,1.08180275,0.345049,1.431692,8,7,0,1,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1993_RAIN
HOT_DRY,1993,1993-11-01,1994-04-30,TRANSITION_UNCLASSIFIED,-0.12566587499999998,-0.632893,0.694765,8,1,2,5,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1993_94_HOT_DRY
RAINY,1994,1994-05-01,1994-10-31,LA_NINA,-0.696091875,-0.957722,-0.55081,8,0,8,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1994_RAIN
HOT_DRY,1994,1994-11-01,1995-04-30,LA_NINA,-0.618101375,-1.00453,-0.095262,8,0,5,3,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1994_95_HOT_DRY
RAINY,1995,1995-05-01,1995-10-31,TRANSITION_UNCLASSIFIED,-0.2934155,-0.582689,-0.095262,8,0,1,7,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1995_RAIN
HOT_DRY,1995,1995-11-01,1996-04-30,LA_NINA,-0.64312225,-0.878993,-0.46424,8,0,7,1,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1995_96_HOT_DRY
RAINY,1996,1996-05-01,1996-10-31,LA_NINA,-0.7539693749999999,-0.90836,-0.597306,8,0,8,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1996_RAIN
HOT_DRY,1996,1996-11-01,1997-04-30,TRANSITION_UNCLASSIFIED,-0.31827962499999995,-0.631755,0.205309,8,0,4,4,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1996_97_HOT_DRY
RAINY,1997,1997-05-01,1997-10-31,NEUTRAL,0.317665375,0.078057,0.461882,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1997_RAIN
HOT_DRY,1997,1997-11-01,1998-04-30,EL_NINO,0.697262625,0.338506,0.936417,8,6,0,2,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1997_98_HOT_DRY
RAINY,1998,1998-05-01,1998-10-31,EL_NINO,0.770728375,0.476708,0.959218,8,7,0,1,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1998_RAIN
HOT_DRY,1998,1998-11-01,1999-04-30,TRANSITION_UNCLASSIFIED,0.14282325,-0.455149,0.542209,8,1,0,7,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1998_99_HOT_DRY
RAINY,1999,1999-05-01,1999-10-31,LA_NINA,-1.43345,-2.426709,-0.225578,8,0,6,2,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1999_RAIN
HOT_DRY,1999,1999-11-01,2000-04-30,LA_NINA,-1.523175,-2.426709,-0.250253,8,0,7,1,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1999_00_HOT_DRY
RAINY,2000,2000-05-01,2000-10-31,TRANSITION_UNCLASSIFIED,-0.43825675000000003,-0.719366,-0.250253,8,0,3,5,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2000_RAIN
HOT_DRY,2000,2000-11-01,2001-04-30,LA_NINA,-0.563945375,-0.896156,-0.030729,8,0,6,2,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2000_01_HOT_DRY
RAINY,2001,2001-05-01,2001-10-31,NEUTRAL,0.11878525000000002,-0.185603,0.404617,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2001_RAIN
HOT_DRY,2001,2001-11-01,2002-04-30,NEUTRAL,0.386376125,0.299414,0.464441,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2001_02_HOT_DRY
RAINY,2002,2002-05-01,2002-10-31,NEUTRAL,-0.04260700000000002,-0.424428,0.440671,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2002_RAIN
HOT_DRY,2002,2002-11-01,2003-04-30,NEUTRAL,-0.225670125,-0.485242,0.21956,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2002_03_HOT_DRY
RAINY,2003,2003-05-01,2003-10-31,NEUTRAL,0.17342625,-0.059204,0.361417,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2003_RAIN
HOT_DRY,2003,2003-11-01,2004-04-30,NEUTRAL,-0.337268125,-0.722544,0.056218,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2003_04_HOT_DRY
RAINY,2004,2004-05-01,2004-10-31,NEUTRAL,-0.08683749999999998,-0.580213,0.144664,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2004_RAIN
HOT_DRY,2004,2004-11-01,2005-04-30,NEUTRAL,0.14677612499999998,0.071854,0.244955,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2004_05_HOT_DRY
RAINY,2005,2005-05-01,2005-10-31,NEUTRAL,0.192816125,0.070096,0.317644,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2005_RAIN
HOT_DRY,2005,2005-11-01,2006-04-30,NEUTRAL,0.30071412500000005,0.091329,0.425003,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2005_06_HOT_DRY
RAINY,2006,2006-05-01,2006-10-31,NEUTRAL,-0.15889937499999998,-0.574557,0.185847,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2006_RAIN
HOT_DRY,2006,2006-11-01,2007-04-30,NEUTRAL,-0.39443674999999995,-0.608242,-0.088984,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2006_07_HOT_DRY
RAINY,2007,2007-05-01,2007-10-31,TRANSITION_UNCLASSIFIED,0.365196875,-0.124993,1.049307,8,3,0,5,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2007_RAIN
HOT_DRY,2007,2007-11-01,2008-04-30,EL_NINO,0.7718590000000001,0.221816,1.193641,8,6,0,2,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2007_08_HOT_DRY
RAINY,2008,2008-05-01,2008-10-31,EL_NINO,0.494778875,0.221816,0.780363,8,5,0,3,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2008_RAIN
HOT_DRY,2008,2008-11-01,2009-04-30,EL_NINO,0.8984055,0.677963,1.05539,8,8,0,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2008_09_HOT_DRY
RAINY,2009,2009-05-01,2009-10-31,TRANSITION_UNCLASSIFIED,0.380805875,-0.168293,1.05539,8,3,0,5,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2009_RAIN
HOT_DRY,2009,2009-11-01,2010-04-30,NEUTRAL,-0.395746625,-0.762681,-0.096185,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2009_10_HOT_DRY
RAINY,2010,2010-05-01,2010-10-31,NEUTRAL,-0.381964875,-0.762681,-0.112009,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2010_RAIN
HOT_DRY,2010,2010-11-01,2011-04-30,NEUTRAL,-0.015899999999999997,-0.325751,0.487105,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2010_11_HOT_DRY
RAINY,2011,2011-05-01,2011-10-31,EL_NINO,0.66246025,0.35688,1.063046,8,5,0,3,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2011_RAIN
HOT_DRY,2011,2011-11-01,2012-04-30,EL_NINO,1.329304,0.861628,1.607199,8,8,0,0,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2011_12_HOT_DRY
RAINY,2012,2012-05-01,2012-10-31,TRANSITION_UNCLASSIFIED,0.690023625,0.023552,1.510782,8,4,0,4,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2012_RAIN
HOT_DRY,2012,2012-11-01,2013-04-30,NEUTRAL,-0.23168062500000003,-1.159792,0.556873,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2012_13_HOT_DRY
RAINY,2013,2013-05-01,2013-10-31,TRANSITION_UNCLASSIFIED,-0.49563387499999995,-0.919002,-0.190921,8,0,2,6,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2013_RAIN
HOT_DRY,2013,2013-11-01,2014-04-30,LA_NINA,-0.71899025,-1.018686,-0.38765,8,0,6,2,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2013_14_HOT_DRY
RAINY,2014,2014-05-01,2014-10-31,NEUTRAL,0.08814799999999998,-0.465178,0.755639,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2014_RAIN
HOT_DRY,2014,2014-11-01,2015-04-30,NEUTRAL,0.7084649999999999,0.661291,0.755639,3,0,0,3,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2014_15_HOT_DRY
RAINY,1981,1981-05-01,1981-10-31,NEUTRAL,-0.06973562500000001,-0.144035,-0.006922,8,0,0,8,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1981_RAIN
HOT_DRY,1981,1981-11-01,1982-04-30,NEUTRAL,0.064627375,-0.144035,0.285565,8,0,0,8,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1981_82_HOT_DRY
RAINY,1982,1982-05-01,1982-10-31,NEUTRAL,0.230039875,0.104785,0.325615,8,0,0,8,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1982_RAIN
HOT_DRY,1982,1982-11-01,1983-04-30,NEUTRAL,0.1277725,-0.013083,0.248579,8,0,0,8,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1982_83_HOT_DRY
RAINY,1983,1983-05-01,1983-10-31,NEUTRAL,0.022355500000000004,-0.195506,0.136752,8,0,0,8,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1983_RAIN
HOT_DRY,1983,1983-11-01,1984-04-30,NEUTRAL,-0.287302375,-0.525651,-0.04628,8,0,0,8,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1983_84_HOT_DRY
RAINY,1984,1984-05-01,1984-10-31,TRANSITION_UNCLASSIFIED,0.403429875,-0.181422,1.246399,8,3,0,5,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1984_RAIN
HOT_DRY,1984,1984-11-01,1985-04-30,EL_NINO,1.116770625,0.25208,1.569012,8,7,0,1,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1984_85_HOT_DRY
RAINY,1985,1985-05-01,1985-10-31,LA_NINA,-0.94822775,-2.341301,0.751226,8,1,5,2,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1985_RAIN
HOT_DRY,1985,1985-11-01,1986-04-30,LA_NINA,-2.020249125,-2.418858,-1.353061,8,0,8,0,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1985_86_HOT_DRY
RAINY,1986,1986-05-01,1986-10-31,TRANSITION_UNCLASSIFIED,-0.656140375,-1.66416,-0.036963,8,0,4,4,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1986_RAIN
HOT_DRY,1986,1986-11-01,1987-04-30,TRANSITION_UNCLASSIFIED,0.372860375,-0.114745,0.957084,8,3,0,5,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1986_87_HOT_DRY
RAINY,1987,1987-05-01,1987-10-31,EL_NINO,1.664993875,0.754728,2.296001,8,8,0,0,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1987_RAIN
HOT_DRY,1987,1987-11-01,1988-04-30,EL_NINO,1.6698223749999999,0.526262,2.296001,8,8,0,0,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1987_88_HOT_DRY
RAINY,1988,1988-05-01,1988-10-31,TRANSITION_UNCLASSIFIED,-0.463513375,-1.363379,0.885631,8,2,4,2,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1988_RAIN
HOT_DRY,1988,1988-11-01,1989-04-30,LA_NINA,-1.018790625,-1.363379,-0.500464,8,0,8,0,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1988_89_HOT_DRY
RAINY,1989,1989-05-01,1989-10-31,TRANSITION_UNCLASSIFIED,-0.51581225,-0.752925,-0.371343,8,0,4,4,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1989_RAIN
HOT_DRY,1989,1989-11-01,1990-04-30,LA_NINA,-0.620374625,-0.934278,-0.128635,8,0,6,2,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1989_90_HOT_DRY
RAINY,1990,1990-05-01,1990-10-31,TRANSITION_UNCLASSIFIED,0.61598775,-0.33135,1.422408,8,4,0,4,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1990_RAIN
HOT_DRY,1990,1990-11-01,1991-04-30,EL_NINO,1.060154625,0.496665,1.422408,8,7,0,1,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1990_91_HOT_DRY
RAINY,1991,1991-05-01,1991-10-31,TRANSITION_UNCLASSIFIED,0.503688625,0.422679,0.602797,8,1,0,7,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1991_RAIN
HOT_DRY,1991,1991-11-01,1992-04-30,TRANSITION_UNCLASSIFIED,-0.09165025000000002,-0.543883,0.539933,8,0,1,7,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1991_92_HOT_DRY
RAINY,1992,1992-05-01,1992-10-31,LA_NINA,-0.5109401250000001,-0.563553,-0.452212,8,0,5,3,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1992_RAIN
HOT_DRY,1992,1992-11-01,1993-04-30,NEUTRAL,-0.373430875,-0.459223,-0.148914,8,0,0,8,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1992_93_HOT_DRY
RAINY,1993,1993-05-01,1993-10-31,TRANSITION_UNCLASSIFIED,0.363387125,-0.295655,0.881212,8,4,0,4,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1993_RAIN
HOT_DRY,1993,1993-11-01,1994-04-30,EL_NINO,0.798186625,0.400961,0.97456,8,7,0,1,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1993_94_HOT_DRY
RAINY,1994,1994-05-01,1994-10-31,TRANSITION_UNCLASSIFIED,-0.4402576249999999,-1.12225,0.623044,8,1,4,3,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1994_RAIN
HOT_DRY,1994,1994-11-01,1995-04-30,LA_NINA,-0.8793346249999999,-1.12225,-0.499164,8,0,7,1,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1994_95_HOT_DRY
RAINY,1995,1995-05-01,1995-10-31,LA_NINA,-0.73702325,-1.111232,-0.499164,8,0,7,1,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1995_RAIN
HOT_DRY,1995,1995-11-01,1996-04-30,LA_NINA,-0.74691925,-1.17798,0.00959,8,0,6,2,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1995_96_HOT_DRY
RAINY,1996,1996-05-01,1996-10-31,EL_NINO,0.7947817500000001,-0.245879,1.611927,8,5,0,3,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1996_RAIN
HOT_DRY,1996,1996-11-01,1997-04-30,EL_NINO,1.353090625,0.564141,1.696474,8,8,0,0,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1996_97_HOT_DRY
RAINY,1997,1997-05-01,1997-10-31,TRANSITION_UNCLASSIFIED,0.05498937500000001,-0.389728,0.902495,8,2,0,6,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1997_RAIN
HOT_DRY,1997,1997-11-01,1998-04-30,NEUTRAL,-0.2055375,-0.389728,-0.020588,8,0,0,8,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1997_98_HOT_DRY
RAINY,1998,1998-05-01,1998-10-31,TRANSITION_UNCLASSIFIED,-0.54056325,-1.180106,-0.020588,8,0,4,4,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1998_RAIN
HOT_DRY,1998,1998-11-01,1999-04-30,LA_NINA,-0.8216227500000001,-1.215066,-0.117032,8,0,6,2,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1998_99_HOT_DRY
RAINY,1999,1999-05-01,1999-10-31,TRANSITION_UNCLASSIFIED,0.473014875,-0.345641,1.087837,8,4,0,4,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1999_RAIN
HOT_DRY,1999,1999-11-01,2000-04-30,EL_NINO,0.8471,0.24669,1.087837,8,7,0,1,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1999_00_HOT_DRY
RAINY,2000,2000-05-01,2000-10-31,TRANSITION_UNCLASSIFIED,-0.351826375,-1.072767,0.542801,8,1,4,3,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2000_RAIN
HOT_DRY,2000,2000-11-01,2001-04-30,LA_NINA,-1.043712875,-1.334929,-0.52718,8,0,8,0,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2000_01_HOT_DRY
RAINY,2001,2001-05-01,2001-10-31,TRANSITION_UNCLASSIFIED,-0.059449999999999975,-0.838567,0.432488,8,0,2,6,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2001_RAIN
HOT_DRY,2001,2001-11-01,2002-04-30,NEUTRAL,0.501377,0.348016,0.581654,8,0,0,8,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2001_02_HOT_DRY
RAINY,2002,2002-05-01,2002-10-31,NEUTRAL,0.5043371249999999,0.36417,0.640882,8,0,0,8,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2002_RAIN
HOT_DRY,2002,2002-11-01,2003-04-30,EL_NINO,0.531884625,0.36417,0.638183,8,5,0,3,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2002_03_HOT_DRY
RAINY,2003,2003-05-01,2003-10-31,EL_NINO,0.85845825,0.575757,1.068557,8,8,0,0,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2003_RAIN
HOT_DRY,2003,2003-11-01,2004-04-30,EL_NINO,0.9723137500000001,0.763436,1.099571,8,8,0,0,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2003_04_HOT_DRY
RAINY,2004,2004-05-01,2004-10-31,EL_NINO,0.9496826250000001,0.763436,1.178795,8,8,0,0,strict majority of overlapping persistent episode windows,FGOALS-g3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2004_RAIN
