season_type,climate_year,season_start,season_end,enso_phase,index_mean_c,index_min_c,index_max_c,n_overlapping_windows,n_el_nino_windows,n_la_nina_windows,n_neutral_windows,classification_rule,model,member_id,index_source,season_id
HOT_DRY,1996,1996-11-01,1997-04-30,TRANSITION_UNCLASSIFIED,0.55430675,0.262655,1.14744,8,3,0,5,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1996_97_HOT_DRY
RAINY,1997,1997-05-01,1997-10-31,EL_NINO,1.458267,0.941715,2.048635,8,8,0,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1997_RAIN
HOT_DRY,1997,1997-11-01,1998-04-30,EL_NINO,2.0794235,1.240677,2.621261,8,8,0,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1997_98_HOT_DRY
RAINY,1998,1998-05-01,1998-10-31,TRANSITION_UNCLASSIFIED,-0.406042,-2.099481,1.794449,8,3,4,1,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1998_RAIN
HOT_DRY,1998,1998-11-01,1999-04-30,LA_NINA,-1.8624942500000001,-2.281464,-1.204824,8,0,8,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1998_99_HOT_DRY
RAINY,1999,1999-05-01,1999-10-31,LA_NINA,-1.074704,-1.445817,-0.824942,8,0,8,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1999_RAIN
HOT_DRY,1999,1999-11-01,2000-04-30,LA_NINA,-0.78823525,-1.250496,-0.206092,8,0,6,2,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1999_00_HOT_DRY
RAINY,2000,2000-05-01,2000-10-31,NEUTRAL,0.11834412500000001,-0.347147,0.371893,8,0,0,8,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2000_RAIN
HOT_DRY,2000,2000-11-01,2001-04-30,TRANSITION_UNCLASSIFIED,0.43235475,0.306855,0.676458,8,2,0,6,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2000_01_HOT_DRY
RAINY,2001,2001-05-01,2001-10-31,EL_NINO,1.088058875,0.607567,1.845956,8,8,0,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2001_RAIN
HOT_DRY,2001,2001-11-01,2002-04-30,EL_NINO,1.4409874999999999,0.545644,1.873608,8,8,0,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2001_02_HOT_DRY
RAINY,2002,2002-05-01,2002-10-31,TRANSITION_UNCLASSIFIED,-0.5052126250000001,-1.849096,0.898544,8,2,4,2,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2002_RAIN
HOT_DRY,2002,2002-11-01,2003-04-30,LA_NINA,-1.8449413749999999,-2.156247,-1.495657,8,0,8,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2002_03_HOT_DRY
RAINY,2003,2003-05-01,2003-10-31,TRANSITION_UNCLASSIFIED,-0.495543875,-1.684995,0.571046,8,1,4,3,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2003_RAIN
HOT_DRY,2003,2003-11-01,2004-04-30,EL_NINO,0.540366375,0.328165,0.627141,8,6,0,2,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2003_04_HOT_DRY
RAINY,2004,2004-05-01,2004-10-31,EL_NINO,0.55234125,0.233715,0.780198,8,5,0,3,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2004_RAIN
HOT_DRY,2004,2004-11-01,2005-04-30,EL_NINO,0.76203775,0.426104,0.887882,8,7,0,1,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2004_05_HOT_DRY
RAINY,2005,2005-05-01,2005-10-31,TRANSITION_UNCLASSIFIED,-0.40443825,-1.291021,0.712412,8,1,4,3,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2005_RAIN
HOT_DRY,2005,2005-11-01,2006-04-30,LA_NINA,-0.846372125,-1.342019,-0.187864,8,0,5,3,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2005_06_HOT_DRY
RAINY,2006,2006-05-01,2006-10-31,NEUTRAL,-0.238595375,-0.535177,-0.070098,8,0,0,8,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2006_RAIN
HOT_DRY,2006,2006-11-01,2007-04-30,NEUTRAL,-0.47041912500000005,-0.633992,-0.259935,8,0,0,8,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2006_07_HOT_DRY
RAINY,2007,2007-05-01,2007-10-31,NEUTRAL,0.002975875000000003,-0.347602,0.310064,8,0,0,8,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2007_RAIN
HOT_DRY,2007,2007-11-01,2008-04-30,TRANSITION_UNCLASSIFIED,0.536668125,0.185535,1.148971,8,3,0,5,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2007_08_HOT_DRY
RAINY,2008,2008-05-01,2008-10-31,EL_NINO,1.517136125,0.884414,1.910416,8,8,0,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2008_RAIN
HOT_DRY,2008,2008-11-01,2009-04-30,EL_NINO,1.6032802499999999,0.52838,2.030528,8,8,0,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2008_09_HOT_DRY
RAINY,2009,2009-05-01,2009-10-31,LA_NINA,-1.25655525,-2.801896,1.150226,8,2,5,1,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2009_RAIN
HOT_DRY,2009,2009-11-01,2010-04-30,LA_NINA,-2.561718,-2.808031,-1.926079,8,0,8,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2009_10_HOT_DRY
RAINY,2010,2010-05-01,2010-10-31,LA_NINA,-1.658663125,-2.231506,-1.430672,8,0,8,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2010_RAIN
HOT_DRY,2010,2010-11-01,2011-04-30,LA_NINA,-0.66509725,-1.512611,0.464331,8,0,5,3,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2010_11_HOT_DRY
RAINY,2011,2011-05-01,2011-10-31,EL_NINO,0.7049403750000001,0.330035,1.156192,8,6,0,2,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2011_RAIN
HOT_DRY,2011,2011-11-01,2012-04-30,EL_NINO,1.4485001250000002,0.975885,1.755349,8,8,0,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2011_12_HOT_DRY
RAINY,2012,2012-05-01,2012-10-31,EL_NINO,2.199786875,1.578067,2.574617,8,8,0,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2012_RAIN
HOT_DRY,2012,2012-11-01,2013-04-30,EL_NINO,2.0995555,1.491758,2.46852,8,8,0,0,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2012_13_HOT_DRY
RAINY,2013,2013-05-01,2013-10-31,TRANSITION_UNCLASSIFIED,0.4430125,-0.661731,1.685954,8,4,1,3,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2013_RAIN
HOT_DRY,2013,2013-11-01,2014-04-30,LA_NINA,-0.736784,-0.945208,-0.485948,8,0,7,1,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2013_14_HOT_DRY
RAINY,2014,2014-05-01,2014-10-31,TRANSITION_UNCLASSIFIED,-0.05671587500000003,-0.675018,0.499242,8,0,2,6,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2014_RAIN
HOT_DRY,2014,2014-11-01,2015-04-30,NEUTRAL,0.4836815,0.468121,0.499242,3,0,0,3,strict majority of overlapping persistent episode windows,CESM2,r11i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2014_15_HOT_DRY
RAINY,1981,1981-05-01,1981-10-31,EL_NINO,0.747640625,0.158922,1.312962,8,5,0,3,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1981_RAIN
HOT_DRY,1981,1981-11-01,1982-04-30,EL_NINO,1.4498595,1.209477,1.641298,8,8,0,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1981_82_HOT_DRY
RAINY,1982,1982-05-01,1982-10-31,EL_NINO,1.22765075,0.73233,1.641298,8,8,0,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1982_RAIN
HOT_DRY,1982,1982-11-01,1983-04-30,TRANSITION_UNCLASSIFIED,0.34941500000000003,-0.288126,0.911057,8,3,0,5,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1982_83_HOT_DRY
RAINY,1983,1983-05-01,1983-10-31,TRANSITION_UNCLASSIFIED,-0.45079037499999997,-0.855603,-0.097066,8,0,3,5,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1983_RAIN
HOT_DRY,1983,1983-11-01,1984-04-30,LA_NINA,-0.72751225,-0.948505,-0.360826,8,0,7,1,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1983_84_HOT_DRY
RAINY,1984,1984-05-01,1984-10-31,TRANSITION_UNCLASSIFIED,-0.21064349999999998,-0.523571,-0.106485,8,0,1,7,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1984_RAIN
HOT_DRY,1984,1984-11-01,1985-04-30,TRANSITION_UNCLASSIFIED,-0.49705362499999994,-1.089358,-0.106485,8,0,4,4,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1984_85_HOT_DRY
RAINY,1985,1985-05-01,1985-10-31,LA_NINA,-0.80959375,-1.089358,-0.510944,8,0,8,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1985_RAIN
HOT_DRY,1985,1985-11-01,1986-04-30,TRANSITION_UNCLASSIFIED,-0.391903125,-0.579858,-0.267864,8,0,2,6,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1985_86_HOT_DRY
RAINY,1986,1986-05-01,1986-10-31,NEUTRAL,-0.196405,-0.319313,-0.109201,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1986_RAIN
HOT_DRY,1986,1986-11-01,1987-04-30,TRANSITION_UNCLASSIFIED,0.35567725,-0.214811,0.973773,8,3,0,5,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1986_87_HOT_DRY
RAINY,1987,1987-05-01,1987-10-31,TRANSITION_UNCLASSIFIED,0.316305,-0.437993,0.973773,8,4,0,4,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1987_RAIN
HOT_DRY,1987,1987-11-01,1988-04-30,NEUTRAL,-0.19855525,-0.437993,0.247587,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1987_88_HOT_DRY
RAINY,1988,1988-05-01,1988-10-31,NEUTRAL,0.292410375,0.003929,0.365668,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1988_RAIN
HOT_DRY,1988,1988-11-01,1989-04-30,EL_NINO,0.566477375,0.346347,0.786755,8,5,0,3,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1988_89_HOT_DRY
RAINY,1989,1989-05-01,1989-10-31,TRANSITION_UNCLASSIFIED,0.28907062499999997,-0.249744,0.754251,8,3,0,5,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1989_RAIN
HOT_DRY,1989,1989-11-01,1990-04-30,TRANSITION_UNCLASSIFIED,-0.536107625,-0.849268,-0.175014,8,0,4,4,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1989_90_HOT_DRY
RAINY,1990,1990-05-01,1990-10-31,TRANSITION_UNCLASSIFIED,-0.364952625,-0.849268,0.247151,8,0,3,5,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1990_RAIN
HOT_DRY,1990,1990-11-01,1991-04-30,NEUTRAL,0.256252125,0.067553,0.434158,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1990_91_HOT_DRY
RAINY,1991,1991-05-01,1991-10-31,TRANSITION_UNCLASSIFIED,0.423270375,0.150102,0.733077,8,3,0,5,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1991_RAIN
HOT_DRY,1991,1991-11-01,1992-04-30,EL_NINO,0.873394,0.67247,1.101948,8,8,0,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1991_92_HOT_DRY
RAINY,1992,1992-05-01,1992-10-31,TRANSITION_UNCLASSIFIED,-0.21225337499999997,-1.166783,0.929577,8,2,4,2,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1992_RAIN
HOT_DRY,1992,1992-11-01,1993-04-30,LA_NINA,-1.124629375,-1.268879,-0.967161,8,0,8,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1992_93_HOT_DRY
RAINY,1993,1993-05-01,1993-10-31,LA_NINA,-0.66595425,-1.011664,-0.28007,8,0,6,2,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1993_RAIN
HOT_DRY,1993,1993-11-01,1994-04-30,NEUTRAL,-0.188766875,-0.395836,-0.017941,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1993_94_HOT_DRY
RAINY,1994,1994-05-01,1994-10-31,NEUTRAL,-0.2087435,-0.277016,-0.165153,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1994_RAIN
HOT_DRY,1994,1994-11-01,1995-04-30,NEUTRAL,-0.26080125,-0.427628,-0.132352,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1994_95_HOT_DRY
RAINY,1995,1995-05-01,1995-10-31,NEUTRAL,-0.16258725,-0.402315,0.072056,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1995_RAIN
HOT_DRY,1995,1995-11-01,1996-04-30,NEUTRAL,0.06961149999999999,-0.038678,0.269115,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1995_96_HOT_DRY
RAINY,1996,1996-05-01,1996-10-31,NEUTRAL,0.184382125,0.116346,0.290731,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1996_RAIN
HOT_DRY,1996,1996-11-01,1997-04-30,TRANSITION_UNCLASSIFIED,0.469825375,0.074688,1.004087,8,3,0,5,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1996_97_HOT_DRY
RAINY,1997,1997-05-01,1997-10-31,EL_NINO,1.049895125,0.89741,1.17933,8,8,0,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1997_RAIN
HOT_DRY,1997,1997-11-01,1998-04-30,EL_NINO,0.82732675,0.418296,1.034797,8,7,0,1,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1997_98_HOT_DRY
RAINY,1998,1998-05-01,1998-10-31,TRANSITION_UNCLASSIFIED,0.024937874999999998,-0.332963,0.660045,8,1,0,7,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1998_RAIN
HOT_DRY,1998,1998-11-01,1999-04-30,NEUTRAL,-0.03342850000000001,-0.300327,0.206842,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1998_99_HOT_DRY
RAINY,1999,1999-05-01,1999-10-31,NEUTRAL,0.119503375,0.013572,0.206842,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1999_RAIN
HOT_DRY,1999,1999-11-01,2000-04-30,NEUTRAL,0.058472625,-0.038641,0.168094,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1999_00_HOT_DRY
RAINY,2000,2000-05-01,2000-10-31,NEUTRAL,0.26898249999999996,-0.038641,0.556223,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2000_RAIN
HOT_DRY,2000,2000-11-01,2001-04-30,NEUTRAL,0.171155375,-0.077706,0.556223,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2000_01_HOT_DRY
RAINY,2001,2001-05-01,2001-10-31,NEUTRAL,0.014156374999999999,-0.078766,0.129781,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2001_RAIN
HOT_DRY,2001,2001-11-01,2002-04-30,NEUTRAL,0.03568012499999999,-0.07275,0.129781,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2001_02_HOT_DRY
RAINY,2002,2002-05-01,2002-10-31,TRANSITION_UNCLASSIFIED,0.481066,0.03359,0.844477,8,4,0,4,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2002_RAIN
HOT_DRY,2002,2002-11-01,2003-04-30,TRANSITION_UNCLASSIFIED,0.21694775,-1.133349,0.844477,8,4,2,2,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2002_03_HOT_DRY
RAINY,2003,2003-05-01,2003-10-31,LA_NINA,-1.2614697499999998,-1.519685,-0.671339,8,0,8,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2003_RAIN
HOT_DRY,2003,2003-11-01,2004-04-30,LA_NINA,-0.916375875,-1.519685,0.153307,8,0,6,2,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2003_04_HOT_DRY
RAINY,2004,2004-05-01,2004-10-31,NEUTRAL,0.233843875,-0.091645,0.377731,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2004_RAIN
HOT_DRY,2004,2004-11-01,2005-04-30,TRANSITION_UNCLASSIFIED,0.09305599999999999,-0.55972,0.377731,8,0,1,7,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2004_05_HOT_DRY
RAINY,2005,2005-05-01,2005-10-31,LA_NINA,-0.76455275,-1.189597,-0.20981,8,0,7,1,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2005_RAIN
HOT_DRY,2005,2005-11-01,2006-04-30,LA_NINA,-1.26962075,-1.429642,-0.997928,8,0,8,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2005_06_HOT_DRY
RAINY,2006,2006-05-01,2006-10-31,LA_NINA,-1.10316875,-1.346074,-0.962613,8,0,8,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2006_RAIN
HOT_DRY,2006,2006-11-01,2007-04-30,TRANSITION_UNCLASSIFIED,-0.5211417500000001,-1.133294,0.271173,8,0,4,4,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2006_07_HOT_DRY
RAINY,2007,2007-05-01,2007-10-31,NEUTRAL,0.37228900000000004,0.14007,0.587593,8,0,0,8,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2007_RAIN
HOT_DRY,2007,2007-11-01,2008-04-30,TRANSITION_UNCLASSIFIED,0.03596100000000005,-0.745301,0.619326,8,0,2,6,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2007_08_HOT_DRY
RAINY,2008,2008-05-01,2008-10-31,LA_NINA,-0.64807225,-0.780629,-0.302568,8,0,7,1,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2008_RAIN
HOT_DRY,2008,2008-11-01,2009-04-30,TRANSITION_UNCLASSIFIED,0.22007437500000002,-0.509705,0.979997,8,3,1,4,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2008_09_HOT_DRY
RAINY,2009,2009-05-01,2009-10-31,EL_NINO,1.1220862500000002,0.823895,1.553018,8,8,0,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2009_RAIN
HOT_DRY,2009,2009-11-01,2010-04-30,EL_NINO,1.9949684999999997,1.379451,2.370954,8,8,0,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2009_10_HOT_DRY
RAINY,2010,2010-05-01,2010-10-31,EL_NINO,1.9690244999999997,1.708628,2.316902,8,8,0,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2010_RAIN
HOT_DRY,2010,2010-11-01,2011-04-30,EL_NINO,1.311834625,0.366581,1.805661,8,7,0,1,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2010_11_HOT_DRY
RAINY,2011,2011-05-01,2011-10-31,TRANSITION_UNCLASSIFIED,-0.33693712500000006,-1.038265,0.723429,8,1,4,3,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2011_RAIN
HOT_DRY,2011,2011-11-01,2012-04-30,LA_NINA,-1.2461591250000001,-1.475064,-0.868224,8,0,8,0,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2011_12_HOT_DRY
RAINY,2012,2012-05-01,2012-10-31,LA_NINA,-0.8023469999999999,-1.265715,-0.324115,8,0,6,2,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2012_RAIN
HOT_DRY,2012,2012-11-01,2013-04-30,TRANSITION_UNCLASSIFIED,0.17712087500000004,-0.446015,0.72443,8,3,0,5,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2012_13_HOT_DRY
RAINY,2013,2013-05-01,2013-10-31,TRANSITION_UNCLASSIFIED,0.40922037499999997,0.064163,0.72443,8,4,0,4,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2013_RAIN
HOT_DRY,2013,2013-11-01,2014-04-30,TRANSITION_UNCLASSIFIED,0.609862875,0.064163,1.211368,8,4,0,4,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2013_14_HOT_DRY
RAINY,2014,2014-05-01,2014-10-31,TRANSITION_UNCLASSIFIED,0.28550525000000004,-0.752291,1.211368,8,4,0,4,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2014_RAIN
HOT_DRY,2014,2014-11-01,2015-04-30,NEUTRAL,-0.644146,-0.752291,-0.536001,3,0,0,3,strict majority of overlapping persistent episode windows,CanESM5,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,2014_15_HOT_DRY
RAINY,1981,1981-05-01,1981-10-31,TRANSITION_UNCLASSIFIED,0.33481462500000003,0.010316,0.602087,8,1,0,7,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1981_RAIN
HOT_DRY,1981,1981-11-01,1982-04-30,EL_NINO,0.696933,0.38569,0.970981,8,6,0,2,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1981_82_HOT_DRY
RAINY,1982,1982-05-01,1982-10-31,TRANSITION_UNCLASSIFIED,0.06131850000000001,-0.317196,0.633634,8,1,0,7,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1982_RAIN
HOT_DRY,1982,1982-11-01,1983-04-30,LA_NINA,-0.4756965,-0.616401,-0.29302,8,0,5,3,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1982_83_HOT_DRY
RAINY,1983,1983-05-01,1983-10-31,TRANSITION_UNCLASSIFIED,-0.327059375,-0.513575,-0.00738,8,0,3,5,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1983_RAIN
HOT_DRY,1983,1983-11-01,1984-04-30,NEUTRAL,-0.23620724999999998,-0.526113,-0.00738,8,0,0,8,strict majority of overlapping persistent episode windows,EC-Earth3,r1i1p1f1,model-specific CMIP6 historical tos Niño-3.4,1983_84_HOT_DRY
