source_type,season_type,metric,phase,model,response_absolute,response_pct,n_grid_signatures,n_phase,n_neutral
RAW,HOT_DRY,R10mm,LA_NINA,ACCESS-ESM1-5,1.125,150.0,2,8,12
RAW,HOT_DRY,R10mm,LA_NINA,CESM2,6.6,234.71074380165282,3,11,5
RAW,HOT_DRY,R10mm,LA_NINA,CanESM5,-1.6777777777777778,-39.31818181818181,2,5,9
RAW,HOT_DRY,R10mm,LA_NINA,EC-Earth3,-1.372727272727273,-28.703703703703702,3,10,11
RAW,HOT_DRY,R10mm,LA_NINA,MIROC6,2.1166666666666667,30.219329110954728,2,12,5
RAW,HOT_DRY,R20mm,EL_NINO,ACCESS-ESM1-5,0.15000000000000002,,2,10,12
RAW,HOT_DRY,R20mm,EL_NINO,CESM2,0.014285714285714235,1.1904761904761862,3,14,5
RAW,HOT_DRY,R20mm,EL_NINO,CanESM5,-0.2777777777777778,-8.333333333333336,2,6,9
RAW,HOT_DRY,R20mm,EL_NINO,EC-Earth3,-0.30303030303030304,-47.61904761904762,3,9,11
RAW,HOT_DRY,R20mm,EL_NINO,MIROC6,-2.0818181818181816,-86.68831168831169,2,11,5
RAW,HOT_DRY,R20mm,LA_NINA,ACCESS-ESM1-5,0.4375,,2,8,12
RAW,HOT_DRY,R20mm,LA_NINA,CESM2,2.709090909090909,203.03030303030306,3,11,5
RAW,HOT_DRY,R20mm,LA_NINA,CanESM5,-0.5111111111111111,-54.99999999999999,2,5,9
RAW,HOT_DRY,R20mm,LA_NINA,EC-Earth3,0.027272727272727337,2.142857142857148,3,10,11
RAW,HOT_DRY,R20mm,LA_NINA,MIROC6,2.141666666666667,95.5357142857143,2,12,5
QDM,RAINY,PRCPTOT,EL_NINO,ACCESS-ESM1-5,-132.52118614401758,-14.085198508461703,2,4,13
QDM,RAINY,PRCPTOT,EL_NINO,CESM2,-66.87906637056005,-8.195799029163915,3,11,4
QDM,RAINY,PRCPTOT,EL_NINO,CanESM5,-249.78597895709478,-29.598227604770344,2,5,10
QDM,RAINY,PRCPTOT,EL_NINO,EC-Earth3,-174.2324052745547,-17.920589236167654,3,6,10
QDM,RAINY,PRCPTOT,EL_NINO,MIROC6,37.576959486161684,3.041456867285281,2,12,4
QDM,RAINY,PRCPTOT,LA_NINA,CESM2,419.2501608155119,47.67429157833658,3,5,4
QDM,RAINY,PRCPTOT,LA_NINA,CanESM5,126.30883175752791,14.878667142370665,2,7,10
QDM,RAINY,PRCPTOT,LA_NINA,EC-Earth3,206.23569974489862,21.932066244563526,3,4,10
QDM,RAINY,PRCPTOT,LA_NINA,MIROC6,263.6318371001605,31.111815123635974,2,12,4
QDM,RAINY,wet_day_frequency_pct,EL_NINO,ACCESS-ESM1-5,0.38147993311037,0.7398803050312067,2,4,13
QDM,RAINY,wet_day_frequency_pct,EL_NINO,CESM2,-5.669466403162048,-11.885582771658727,3,11,4
QDM,RAINY,wet_day_frequency_pct,EL_NINO,CanESM5,-9.429347826086952,-21.91117156623896,2,5,10
QDM,RAINY,wet_day_frequency_pct,EL_NINO,EC-Earth3,-6.739130434782609,-15.617128463476075,3,6,10
QDM,RAINY,wet_day_frequency_pct,EL_NINO,MIROC6,-2.3550724637681206,-5.525924791734021,2,12,4
QDM,RAINY,wet_day_frequency_pct,LA_NINA,CESM2,6.277173913043484,12.520325203252044,3,5,4
