source_type,season_type,metric,model,grid_signature,phase,n_phase,n_neutral,phase_mean,neutral_mean,response_absolute,response_pct,eligible
RAW,RAINY,R20mm,EC-Earth3,grid_54322c8bcd695ea9,EL_NINO,6,10,4.166666666666667,4.5,-0.33333333333333304,-7.4074074074074,True
RAW,RAINY,R20mm,EC-Earth3,grid_aa9c230c24e29294,EL_NINO,6,10,6.5,10.8,-4.300000000000001,-39.81481481481482,True
RAW,RAINY,R20mm,EC-Earth3,grid_b0bcd3659d8a5c3a,EL_NINO,6,10,1.1666666666666667,1.5,-0.33333333333333326,-22.222222222222218,True
RAW,RAINY,R20mm,MIROC6,grid_93ab3a1ad3d3fc3b,EL_NINO,12,4,9.166666666666666,7.25,1.916666666666666,26.436781609195393,True
RAW,RAINY,R20mm,MIROC6,grid_da55f68884e350d6,EL_NINO,12,4,17.083333333333332,13.5,3.583333333333332,26.5432098765432,True
RAW,RAINY,R20mm,ACCESS-ESM1-5,grid_21d480dde29ff4ec,LA_NINA,2,13,21.0,18.615384615384617,,,False
RAW,RAINY,R20mm,ACCESS-ESM1-5,grid_e450cbe008c0e055,LA_NINA,2,13,10.0,7.6923076923076925,,,False
RAW,RAINY,R20mm,CESM2,grid_366816579f298e84,LA_NINA,5,4,20.0,12.25,7.75,63.265306122448976,True
RAW,RAINY,R20mm,CESM2,grid_52ecc812ca873fb0,LA_NINA,5,4,13.4,7.75,5.65,72.90322580645162,True
RAW,RAINY,R20mm,CESM2,grid_92e164725cf75def,LA_NINA,5,4,28.6,17.0,11.600000000000001,68.23529411764707,True
RAW,RAINY,R20mm,CanESM5,grid_b9e4c92f2230d843,LA_NINA,7,10,10.857142857142858,8.2,2.6571428571428584,32.40418118466901,True
RAW,RAINY,R20mm,CanESM5,grid_ee53d9b7e1b78404,LA_NINA,7,10,4.714285714285714,5.7,-0.9857142857142858,-17.29323308270677,True
RAW,RAINY,R20mm,EC-Earth3,grid_54322c8bcd695ea9,LA_NINA,4,10,6.0,4.5,1.5,33.333333333333336,True
RAW,RAINY,R20mm,EC-Earth3,grid_aa9c230c24e29294,LA_NINA,4,10,14.0,10.8,3.1999999999999993,29.629629629629623,True
RAW,RAINY,R20mm,EC-Earth3,grid_b0bcd3659d8a5c3a,LA_NINA,4,10,1.5,1.5,0.0,0.0,True
RAW,RAINY,R20mm,MIROC6,grid_93ab3a1ad3d3fc3b,LA_NINA,12,4,12.25,7.25,5.0,68.96551724137932,True
RAW,RAINY,R20mm,MIROC6,grid_da55f68884e350d6,LA_NINA,12,4,17.0,13.5,3.5,25.925925925925927,True
RAW,HOT_DRY,PRCPTOT,ACCESS-ESM1-5,grid_21d480dde29ff4ec,EL_NINO,10,12,125.63609999999998,161.51841666666667,-35.88231666666668,-22.215619374674002,True
RAW,HOT_DRY,PRCPTOT,ACCESS-ESM1-5,grid_e450cbe008c0e055,EL_NINO,10,12,129.90109999999999,170.90958333333336,-41.00848333333337,-23.99425622222278,True
RAW,HOT_DRY,PRCPTOT,CESM2,grid_366816579f298e84,EL_NINO,14,5,170.47228571428573,185.26100000000002,-14.788714285714292,-7.982637622443088,True
RAW,HOT_DRY,PRCPTOT,CESM2,grid_52ecc812ca873fb0,EL_NINO,14,5,171.76399999999998,180.09900000000002,-8.335000000000036,-4.62801014997309,True
RAW,HOT_DRY,PRCPTOT,CESM2,grid_92e164725cf75def,EL_NINO,14,5,202.87085714285715,231.7968,-28.925942857142843,-12.479008708119718,True
RAW,HOT_DRY,PRCPTOT,CanESM5,grid_b9e4c92f2230d843,EL_NINO,6,9,202.81400000000005,281.8651111111111,-79.05111111111106,-28.045723998792155,True
RAW,HOT_DRY,PRCPTOT,CanESM5,grid_ee53d9b7e1b78404,EL_NINO,6,9,79.2795,117.1651111111111,-37.8856111111111,-32.33523252086798,True
RAW,HOT_DRY,PRCPTOT,EC-Earth3,grid_54322c8bcd695ea9,EL_NINO,9,11,114.47445555555558,181.14023636363638,-66.6657808080808,-36.8034083130212,True
RAW,HOT_DRY,PRCPTOT,EC-Earth3,grid_aa9c230c24e29294,EL_NINO,9,11,155.6468888888889,227.8604454545455,-72.2135565656566,-31.692010617113468,True
RAW,HOT_DRY,PRCPTOT,EC-Earth3,grid_b0bcd3659d8a5c3a,EL_NINO,9,11,92.61278888888889,155.53326363636364,-62.920474747474756,-40.4546739883133,True
RAW,HOT_DRY,PRCPTOT,MIROC6,grid_93ab3a1ad3d3fc3b,EL_NINO,11,5,135.8401818181818,267.41700000000003,-131.57681818181823,-49.202862264485134,True
RAW,HOT_DRY,PRCPTOT,MIROC6,grid_da55f68884e350d6,EL_NINO,11,5,332.9455454545454,473.2278,-140.28225454545458,-29.643705324466268,True
RAW,HOT_DRY,PRCPTOT,ACCESS-ESM1-5,grid_21d480dde29ff4ec,LA_NINA,8,12,228.69349999999997,161.51841666666667,67.1750833333333,41.58973615495857,True
RAW,HOT_DRY,PRCPTOT,ACCESS-ESM1-5,grid_e450cbe008c0e055,LA_NINA,8,12,192.48449999999997,170.90958333333336,21.57491666666661,12.62358508275571,True
RAW,HOT_DRY,PRCPTOT,CESM2,grid_366816579f298e84,LA_NINA,11,5,367.6830909090909,185.26100000000002,182.42209090909085,98.46761644873493,True
RAW,HOT_DRY,PRCPTOT,CESM2,grid_52ecc812ca873fb0,LA_NINA,11,5,353.684,180.09900000000002,173.585,96.38310040588786,True
RAW,HOT_DRY,PRCPTOT,CESM2,grid_92e164725cf75def,LA_NINA,11,5,427.71236363636365,231.7968,195.91556363636366,84.52039184163183,True
RAW,HOT_DRY,PRCPTOT,CanESM5,grid_b9e4c92f2230d843,LA_NINA,5,9,291.8908,281.8651111111111,10.025688888888908,3.556910200545106,True
RAW,HOT_DRY,PRCPTOT,CanESM5,grid_ee53d9b7e1b78404,LA_NINA,5,9,123.76860000000002,117.1651111111111,6.6034888888889185,5.636053963732119,True
RAW,HOT_DRY,PRCPTOT,EC-Earth3,grid_54322c8bcd695ea9,LA_NINA,10,11,143.3475,181.14023636363638,-37.79273636363638,-20.863799850502573,True
RAW,HOT_DRY,PRCPTOT,EC-Earth3,grid_aa9c230c24e29294,LA_NINA,10,11,196.38073000000003,227.8604454545455,-31.47971545454547,-13.815348860460807,True
RAW,HOT_DRY,PRCPTOT,EC-Earth3,grid_b0bcd3659d8a5c3a,LA_NINA,10,11,116.33214000000001,155.53326363636364,-39.20112363636363,-25.20433424969192,True
RAW,HOT_DRY,PRCPTOT,MIROC6,grid_93ab3a1ad3d3fc3b,LA_NINA,12,5,350.7796666666666,267.41700000000003,83.3626666666666,31.173286166050243,True
RAW,HOT_DRY,PRCPTOT,MIROC6,grid_da55f68884e350d6,LA_NINA,12,5,598.7700833333332,473.2278,125.54228333333322,26.528932436626338,True
RAW,HOT_DRY,wet_day_frequency_pct,ACCESS-ESM1-5,grid_21d480dde29ff4ec,EL_NINO,10,12,33.2596685082873,43.416206261510126,-10.156537753222828,-23.393425238600194,True
RAW,HOT_DRY,wet_day_frequency_pct,ACCESS-ESM1-5,grid_e450cbe008c0e055,EL_NINO,10,12,36.74033149171271,47.882136279926335,-11.141804788213626,-23.269230769230766,True
RAW,HOT_DRY,wet_day_frequency_pct,CESM2,grid_366816579f298e84,EL_NINO,14,5,19.692186266771905,24.861878453038674,-5.169692186266769,-20.79365079365078,True
RAW,HOT_DRY,wet_day_frequency_pct,CESM2,grid_52ecc812ca873fb0,EL_NINO,14,5,23.87529597474349,30.16574585635359,-6.2904498816100975,-20.852956567242266,True
RAW,HOT_DRY,wet_day_frequency_pct,CESM2,grid_92e164725cf75def,EL_NINO,14,5,18.310970797158642,22.76243093922652,-4.4514601420678765,-19.556171983356446,True
RAW,HOT_DRY,wet_day_frequency_pct,CanESM5,grid_b9e4c92f2230d843,EL_NINO,6,9,39.41068139963168,47.759361571516266,-8.348680171884588,-17.480719794344466,True
RAW,HOT_DRY,wet_day_frequency_pct,CanESM5,grid_ee53d9b7e1b78404,EL_NINO,6,9,9.668508287292818,14.487415592387968,-4.81890730509515,-33.26271186440678,True
RAW,HOT_DRY,wet_day_frequency_pct,EC-Earth3,grid_54322c8bcd695ea9,EL_NINO,9,11,20.564763658686317,26.870919136112512,-6.306155477426195,-23.468328141225328,True
RAW,HOT_DRY,wet_day_frequency_pct,EC-Earth3,grid_aa9c230c24e29294,EL_NINO,9,11,24.86187845303867,30.688096433952786,-5.826217980914116,-18.985270049099846,True
RAW,HOT_DRY,wet_day_frequency_pct,EC-Earth3,grid_b0bcd3659d8a5c3a,EL_NINO,9,11,19.275629220380605,28.7292817679558,-9.453652547575196,-32.905982905982896,True
RAW,HOT_DRY,wet_day_frequency_pct,MIROC6,grid_93ab3a1ad3d3fc3b,EL_NINO,11,5,33.60120542440985,38.011049723756905,-4.409844299347057,-11.60147991543339,True
RAW,HOT_DRY,wet_day_frequency_pct,MIROC6,grid_da55f68884e350d6,EL_NINO,11,5,60.82370668006027,65.52486187845304,-4.701155198392769,-7.174612908171089,True
RAW,HOT_DRY,wet_day_frequency_pct,ACCESS-ESM1-5,grid_21d480dde29ff4ec,LA_NINA,8,12,48.75690607734806,43.416206261510126,5.340699815837937,12.301166489925766,True
RAW,HOT_DRY,wet_day_frequency_pct,ACCESS-ESM1-5,grid_e450cbe008c0e055,LA_NINA,8,12,51.65745856353591,47.882136279926335,3.775322283609576,7.884615384615383,True
RAW,HOT_DRY,wet_day_frequency_pct,CESM2,grid_366816579f298e84,LA_NINA,11,5,33.35007533902562,24.861878453038674,8.488196885986948,34.14141414141417,True
RAW,HOT_DRY,wet_day_frequency_pct,CESM2,grid_52ecc812ca873fb0,LA_NINA,11,5,40.7835258663988,30.16574585635359,10.617780010045209,35.19813519813522,True
RAW,HOT_DRY,wet_day_frequency_pct,CESM2,grid_92e164725cf75def,LA_NINA,11,5,31.74284279256655,22.76243093922652,8.98041185334003,39.45278022947926,True
RAW,HOT_DRY,wet_day_frequency_pct,CanESM5,grid_b9e4c92f2230d843,LA_NINA,5,9,57.90055248618785,47.759361571516266,10.141190914671583,21.23393316195374,True
RAW,HOT_DRY,wet_day_frequency_pct,CanESM5,grid_ee53d9b7e1b78404,LA_NINA,5,9,21.54696132596685,14.487415592387968,7.059545733578883,48.728813559322035,True
RAW,HOT_DRY,wet_day_frequency_pct,EC-Earth3,grid_54322c8bcd695ea9,LA_NINA,10,11,22.87292817679558,26.870919136112512,-3.997990959316933,-14.87850467289722,True
RAW,HOT_DRY,wet_day_frequency_pct,EC-Earth3,grid_aa9c230c24e29294,LA_NINA,10,11,27.01657458563536,30.688096433952786,-3.6715218483174255,-11.963993453355146,True
RAW,HOT_DRY,wet_day_frequency_pct,EC-Earth3,grid_b0bcd3659d8a5c3a,LA_NINA,10,11,23.92265193370166,28.7292817679558,-4.806629834254142,-16.730769230769226,True
RAW,HOT_DRY,wet_day_frequency_pct,MIROC6,grid_93ab3a1ad3d3fc3b,LA_NINA,12,5,41.89686924493555,38.011049723756905,3.8858195211786466,10.22286821705429,True
RAW,HOT_DRY,wet_day_frequency_pct,MIROC6,grid_da55f68884e350d6,LA_NINA,12,5,71.54696132596686,65.52486187845304,6.022099447513824,9.190556492411485,True
RAW,HOT_DRY,Rx1day,ACCESS-ESM1-5,grid_21d480dde29ff4ec,EL_NINO,10,12,10.1664,9.482833333333334,0.6835666666666658,7.208464418159119,True
RAW,HOT_DRY,Rx1day,ACCESS-ESM1-5,grid_e450cbe008c0e055,EL_NINO,10,12,8.3534,9.307083333333335,-0.9536833333333341,-10.246854993956223,True
RAW,HOT_DRY,Rx1day,CESM2,grid_366816579f298e84,EL_NINO,14,5,26.949928571428575,28.8986,-1.9486714285714228,-6.743134368348027,True
RAW,HOT_DRY,Rx1day,CESM2,grid_52ecc812ca873fb0,EL_NINO,14,5,26.401571428571426,24.1156,2.2859714285714254,9.479222696393311,True
RAW,HOT_DRY,Rx1day,CESM2,grid_92e164725cf75def,EL_NINO,14,5,30.741500000000002,41.562400000000004,-10.820900000000002,-26.035310761649953,True
RAW,HOT_DRY,Rx1day,CanESM5,grid_b9e4c92f2230d843,EL_NINO,6,9,16.820666666666668,23.48588888888889,-6.665222222222223,-28.37968898582127,True
RAW,HOT_DRY,Rx1day,CanESM5,grid_ee53d9b7e1b78404,EL_NINO,6,9,17.391666666666666,15.026888888888887,2.3647777777777783,15.736975200011834,True
RAW,HOT_DRY,Rx1day,EC-Earth3,grid_54322c8bcd695ea9,EL_NINO,9,11,12.920011111111112,19.154745454545452,-6.23473434343434,-32.54929363707534,True
RAW,HOT_DRY,Rx1day,EC-Earth3,grid_aa9c230c24e29294,EL_NINO,9,11,15.897577777777778,20.591727272727272,-4.694149494949494,-22.796288202431004,True
RAW,HOT_DRY,Rx1day,EC-Earth3,grid_b0bcd3659d8a5c3a,EL_NINO,9,11,10.290988888888888,14.808954545454547,-4.517965656565659,-30.508336308942223,True
RAW,HOT_DRY,Rx1day,MIROC6,grid_93ab3a1ad3d3fc3b,EL_NINO,11,5,11.503454545454547,30.9572,-19.453745454545455,-62.840778411954105,True
RAW,HOT_DRY,Rx1day,MIROC6,grid_da55f68884e350d6,EL_NINO,11,5,16.589363636363636,28.532,-11.942636363636364,-41.85698991881524,True
RAW,HOT_DRY,Rx1day,ACCESS-ESM1-5,grid_21d480dde29ff4ec,LA_NINA,8,12,18.93225,9.482833333333334,9.449416666666666,99.64760883702128,True
RAW,HOT_DRY,Rx1day,ACCESS-ESM1-5,grid_e450cbe008c0e055,LA_NINA,8,12,9.901,9.307083333333335,0.5939166666666651,6.38134037695302,True
RAW,HOT_DRY,Rx1day,CESM2,grid_366816579f298e84,LA_NINA,11,5,45.18927272727273,28.8986,16.29067272727273,56.37184059875818,True
RAW,HOT_DRY,Rx1day,CESM2,grid_52ecc812ca873fb0,LA_NINA,11,5,40.894000000000005,24.1156,16.778400000000005,69.57488098989867,True
RAW,HOT_DRY,Rx1day,CESM2,grid_92e164725cf75def,LA_NINA,11,5,48.028,41.562400000000004,6.465599999999995,15.55636825592361,True
RAW,HOT_DRY,Rx1day,CanESM5,grid_b9e4c92f2230d843,LA_NINA,5,9,14.4736,23.48588888888889,-9.012288888888891,-38.37320755252564,True
RAW,HOT_DRY,Rx1day,CanESM5,grid_ee53d9b7e1b78404,LA_NINA,5,9,14.9322,15.026888888888887,-0.09468888888888749,-0.6301296934384196,True
RAW,HOT_DRY,Rx1day,EC-Earth3,grid_54322c8bcd695ea9,LA_NINA,10,11,19.7361,19.154745454545452,0.5813545454545483,3.03504187426616,True
RAW,HOT_DRY,Rx1day,EC-Earth3,grid_aa9c230c24e29294,LA_NINA,10,11,23.6082,20.591727272727272,3.0164727272727276,14.648954346184922,True
RAW,HOT_DRY,Rx1day,EC-Earth3,grid_b0bcd3659d8a5c3a,LA_NINA,10,11,15.72782,14.808954545454547,0.9188654545454522,6.204796238148279,True
RAW,HOT_DRY,Rx1day,MIROC6,grid_93ab3a1ad3d3fc3b,LA_NINA,12,5,40.03433333333333,30.9572,9.077133333333329,29.321557935902888,True
RAW,HOT_DRY,Rx1day,MIROC6,grid_da55f68884e350d6,LA_NINA,12,5,44.57750000000001,28.532,16.045500000000008,56.23685686247024,True
RAW,HOT_DRY,CDD,ACCESS-ESM1-5,grid_21d480dde29ff4ec,EL_NINO,10,12,19.5,13.416666666666666,6.083333333333334,45.341614906832305,True
RAW,HOT_DRY,CDD,ACCESS-ESM1-5,grid_e450cbe008c0e055,EL_NINO,10,12,16.3,11.083333333333334,5.216666666666667,47.06766917293233,True
RAW,HOT_DRY,CDD,CESM2,grid_366816579f298e84,EL_NINO,14,5,60.714285714285715,55.6,5.114285714285714,9.198355601233299,True
RAW,HOT_DRY,CDD,CESM2,grid_52ecc812ca873fb0,EL_NINO,14,5,47.07142857142857,51.4,-4.328571428571429,-8.421345191773208,True
RAW,HOT_DRY,CDD,CESM2,grid_92e164725cf75def,EL_NINO,14,5,88.14285714285714,71.8,16.34285714285714,22.761639474731396,True
RAW,HOT_DRY,CDD,CanESM5,grid_b9e4c92f2230d843,EL_NINO,6,9,23.166666666666668,22.333333333333332,0.8333333333333357,3.7313432835821003,True
RAW,HOT_DRY,CDD,CanESM5,grid_ee53d9b7e1b78404,EL_NINO,6,9,76.83333333333333,72.44444444444444,4.388888888888886,6.0582822085889525,True
RAW,HOT_DRY,CDD,EC-Earth3,grid_54322c8bcd695ea9,EL_NINO,9,11,37.888888888888886,36.72727272727273,1.161616161616159,3.162816281628156,True
RAW,HOT_DRY,CDD,EC-Earth3,grid_aa9c230c24e29294,EL_NINO,9,11,35.666666666666664,30.09090909090909,5.575757575757574,18.529707955689823,True
RAW,HOT_DRY,CDD,EC-Earth3,grid_b0bcd3659d8a5c3a,EL_NINO,9,11,51.77777777777778,38.45454545454545,13.323232323232325,34.646703441029686,True
RAW,HOT_DRY,CDD,MIROC6,grid_93ab3a1ad3d3fc3b,EL_NINO,11,5,16.0,21.0,-5.0,-23.80952380952381,True
RAW,HOT_DRY,CDD,MIROC6,grid_da55f68884e350d6,EL_NINO,11,5,10.181818181818182,11.6,-1.418181818181818,-12.225705329153605,True
RAW,HOT_DRY,CDD,ACCESS-ESM1-5,grid_21d480dde29ff4ec,LA_NINA,8,12,10.875,13.416666666666666,-2.541666666666666,-18.944099378881983,True
RAW,HOT_DRY,CDD,ACCESS-ESM1-5,grid_e450cbe008c0e055,LA_NINA,8,12,10.125,11.083333333333334,-0.9583333333333339,-8.646616541353389,True
RAW,HOT_DRY,CDD,CESM2,grid_366816579f298e84,LA_NINA,11,5,46.63636363636363,55.6,-8.963636363636368,-16.121648136036633,True
RAW,HOT_DRY,CDD,CESM2,grid_52ecc812ca873fb0,LA_NINA,11,5,34.81818181818182,51.4,-16.58181818181818,-32.26034665723381,True
RAW,HOT_DRY,CDD,CESM2,grid_92e164725cf75def,LA_NINA,11,5,50.45454545454545,71.8,-21.345454545454544,-29.72904532793112,True
RAW,HOT_DRY,CDD,CanESM5,grid_b9e4c92f2230d843,LA_NINA,5,9,19.4,22.333333333333332,-2.9333333333333336,-13.134328358208958,True
RAW,HOT_DRY,CDD,CanESM5,grid_ee53d9b7e1b78404,LA_NINA,5,9,64.4,72.44444444444444,-8.044444444444437,-11.104294478527597,True
RAW,HOT_DRY,CDD,EC-Earth3,grid_54322c8bcd695ea9,LA_NINA,10,11,34.5,36.72727272727273,-2.2272727272727266,-6.064356435643563,True
RAW,HOT_DRY,CDD,EC-Earth3,grid_aa9c230c24e29294,LA_NINA,10,11,32.7,30.09090909090909,2.609090909090913,8.67069486404835,True
RAW,HOT_DRY,CDD,EC-Earth3,grid_b0bcd3659d8a5c3a,LA_NINA,10,11,38.2,38.45454545454545,-0.2545454545454504,-0.6619385342789491,True
RAW,HOT_DRY,CDD,MIROC6,grid_93ab3a1ad3d3fc3b,LA_NINA,12,5,14.333333333333334,21.0,-6.666666666666666,-31.746031746031743,True
RAW,HOT_DRY,CDD,MIROC6,grid_da55f68884e350d6,LA_NINA,12,5,8.083333333333334,11.6,-3.5166666666666657,-30.31609195402298,True
RAW,HOT_DRY,Rx5day,ACCESS-ESM1-5,grid_21d480dde29ff4ec,EL_NINO,10,12,25.9002,25.489833333333333,0.4103666666666683,1.6099229104414243,True
RAW,HOT_DRY,Rx5day,ACCESS-ESM1-5,grid_e450cbe008c0e055,EL_NINO,10,12,23.199199999999998,23.235583333333334,-0.036383333333336765,-0.15658454884212833,True
RAW,HOT_DRY,Rx5day,CESM2,grid_366816579f298e84,EL_NINO,14,5,65.37749999999998,65.2282,0.14929999999998245,0.22888873217409408,True
RAW,HOT_DRY,Rx5day,CESM2,grid_52ecc812ca873fb0,EL_NINO,14,5,60.49707142857143,56.43220000000001,4.064871428571422,7.203106433155932,True
RAW,HOT_DRY,Rx5day,CESM2,grid_92e164725cf75def,EL_NINO,14,5,76.79671428571429,98.01820000000001,-21.22148571428572,-21.650556441850306,True
RAW,HOT_DRY,Rx5day,CanESM5,grid_b9e4c92f2230d843,EL_NINO,6,9,44.64849999999999,69.611,-24.962500000000013,-35.85999339184901,True
RAW,HOT_DRY,Rx5day,CanESM5,grid_ee53d9b7e1b78404,EL_NINO,6,9,39.75216666666667,38.02444444444445,1.7277222222222193,4.543714569575119,True
RAW,HOT_DRY,Rx5day,EC-Earth3,grid_54322c8bcd695ea9,EL_NINO,9,11,32.38824777777778,58.14144272727272,-25.75319494949494,-44.294041808176104,True
RAW,HOT_DRY,Rx5day,EC-Earth3,grid_aa9c230c24e29294,EL_NINO,9,11,42.01213333333334,67.26295181818182,-25.25081848484848,-37.540455484475096,True
RAW,HOT_DRY,Rx5day,EC-Earth3,grid_b0bcd3659d8a5c3a,EL_NINO,9,11,24.985480000000003,42.73250363636363,-17.74702363636363,-41.530502840141644,True
RAW,HOT_DRY,Rx5day,MIROC6,grid_93ab3a1ad3d3fc3b,EL_NINO,11,5,27.84072727272728,84.15979999999999,-56.31907272727271,-66.9192093223519,True
RAW,HOT_DRY,Rx5day,MIROC6,grid_da55f68884e350d6,EL_NINO,11,5,41.297727272727265,85.1398,-43.84207272727273,-51.494216250534684,True
RAW,HOT_DRY,Rx5day,ACCESS-ESM1-5,grid_21d480dde29ff4ec,LA_NINA,8,12,49.89425,25.489833333333333,24.404416666666666,95.74176632513617,True
RAW,HOT_DRY,Rx5day,ACCESS-ESM1-5,grid_e450cbe008c0e055,LA_NINA,8,12,26.298250000000003,23.235583333333334,3.0626666666666686,13.180932979948148,True
RAW,HOT_DRY,Rx5day,CESM2,grid_366816579f298e84,LA_NINA,11,5,124.84745454545454,65.2282,59.61925454545454,91.40104210365232,True
RAW,HOT_DRY,Rx5day,CESM2,grid_52ecc812ca873fb0,LA_NINA,11,5,111.41654545454544,56.43220000000001,54.98434545454543,97.43434679942555,True
RAW,HOT_DRY,Rx5day,CESM2,grid_92e164725cf75def,LA_NINA,11,5,135.3359090909091,98.01820000000001,37.31770909090909,38.0722244347571,True
RAW,HOT_DRY,Rx5day,CanESM5,grid_b9e4c92f2230d843,LA_NINA,5,9,42.56699999999999,69.611,-27.04400000000001,-38.850181724152804,True
RAW,HOT_DRY,Rx5day,CanESM5,grid_ee53d9b7e1b78404,LA_NINA,5,9,36.791999999999994,38.02444444444445,-1.2324444444444538,-3.241189877856374,True
RAW,HOT_DRY,Rx5day,EC-Earth3,grid_54322c8bcd695ea9,LA_NINA,10,11,54.478115,58.14144272727272,-3.6633277272727156,-6.300716933455693,True
RAW,HOT_DRY,Rx5day,EC-Earth3,grid_aa9c230c24e29294,LA_NINA,10,11,68.52023,67.26295181818182,1.2572781818181795,1.8691986417972297,True
RAW,HOT_DRY,Rx5day,EC-Earth3,grid_b0bcd3659d8a5c3a,LA_NINA,10,11,40.533788,42.73250363636363,-2.19871563636363,-5.145300296640266,True
RAW,HOT_DRY,Rx5day,MIROC6,grid_93ab3a1ad3d3fc3b,LA_NINA,12,5,102.78766666666667,84.15979999999999,18.627866666666677,22.133924589491276,True
RAW,HOT_DRY,Rx5day,MIROC6,grid_da55f68884e350d6,LA_NINA,12,5,113.68508333333331,85.1398,28.545283333333316,33.527543326779394,True
RAW,HOT_DRY,CWD,ACCESS-ESM1-5,grid_21d480dde29ff4ec,EL_NINO,10,12,10.7,10.75,-0.05000000000000071,-0.46511627906977404,True
RAW,HOT_DRY,CWD,ACCESS-ESM1-5,grid_e450cbe008c0e055,EL_NINO,10,12,8.5,10.083333333333334,-1.583333333333334,-15.70247933884298,True
RAW,HOT_DRY,CWD,CESM2,grid_366816579f298e84,EL_NINO,14,5,13.928571428571429,16.2,-2.2714285714285705,-14.021164021164017,True
RAW,HOT_DRY,CWD,CESM2,grid_52ecc812ca873fb0,EL_NINO,14,5,10.285714285714286,14.0,-3.7142857142857135,-26.530612244897952,True
RAW,HOT_DRY,CWD,CESM2,grid_92e164725cf75def,EL_NINO,14,5,14.071428571428571,19.8,-5.7285714285714295,-28.93217893217894,True
RAW,HOT_DRY,CWD,CanESM5,grid_b9e4c92f2230d843,EL_NINO,6,9,13.666666666666666,17.88888888888889,-4.222222222222223,-23.602484472049696,True
RAW,HOT_DRY,CWD,CanESM5,grid_ee53d9b7e1b78404,EL_NINO,6,9,5.333333333333333,6.666666666666667,-1.333333333333334,-20.00000000000001,True
RAW,HOT_DRY,CWD,EC-Earth3,grid_54322c8bcd695ea9,EL_NINO,9,11,10.555555555555555,16.636363636363637,-6.080808080808081,-36.55130540376442,True
RAW,HOT_DRY,CWD,EC-Earth3,grid_aa9c230c24e29294,EL_NINO,9,11,11.88888888888889,18.454545454545453,-6.565656565656564,-35.57744937055281,True
RAW,HOT_DRY,CWD,EC-Earth3,grid_b0bcd3659d8a5c3a,EL_NINO,9,11,10.11111111111111,12.181818181818182,-2.070707070707071,-16.9983416252073,True
RAW,HOT_DRY,CWD,MIROC6,grid_93ab3a1ad3d3fc3b,EL_NINO,11,5,6.818181818181818,11.6,-4.781818181818181,-41.222570532915356,True
RAW,HOT_DRY,CWD,MIROC6,grid_da55f68884e350d6,EL_NINO,11,5,15.181818181818182,24.4,-9.218181818181817,-37.77943368107302,True
RAW,HOT_DRY,CWD,ACCESS-ESM1-5,grid_21d480dde29ff4ec,LA_NINA,8,12,12.75,10.75,2.0,18.6046511627907,True
RAW,HOT_DRY,CWD,ACCESS-ESM1-5,grid_e450cbe008c0e055,LA_NINA,8,12,12.375,10.083333333333334,2.291666666666666,22.72727272727272,True
RAW,HOT_DRY,CWD,CESM2,grid_366816579f298e84,LA_NINA,11,5,22.636363636363637,16.2,6.436363636363637,39.73063973063974,True
RAW,HOT_DRY,CWD,CESM2,grid_52ecc812ca873fb0,LA_NINA,11,5,19.09090909090909,14.0,5.09090909090909,36.36363636363636,True
RAW,HOT_DRY,CWD,CESM2,grid_92e164725cf75def,LA_NINA,11,5,28.0,19.8,8.2,41.414141414141405,True
RAW,HOT_DRY,CWD,CanESM5,grid_b9e4c92f2230d843,LA_NINA,5,9,27.0,17.88888888888889,9.11111111111111,50.931677018633536,True
RAW,HOT_DRY,CWD,CanESM5,grid_ee53d9b7e1b78404,LA_NINA,5,9,11.4,6.666666666666667,4.733333333333333,71.0,True
RAW,HOT_DRY,CWD,EC-Earth3,grid_54322c8bcd695ea9,LA_NINA,10,11,10.1,16.636363636363637,-6.536363636363637,-39.289617486338805,True
RAW,HOT_DRY,CWD,EC-Earth3,grid_aa9c230c24e29294,LA_NINA,10,11,13.2,18.454545454545453,-5.254545454545454,-28.472906403940886,True
RAW,HOT_DRY,CWD,EC-Earth3,grid_b0bcd3659d8a5c3a,LA_NINA,10,11,8.6,12.181818181818182,-3.581818181818182,-29.402985074626866,True
RAW,HOT_DRY,CWD,MIROC6,grid_93ab3a1ad3d3fc3b,LA_NINA,12,5,12.916666666666666,11.6,1.3166666666666664,11.350574712643676,True
RAW,HOT_DRY,CWD,MIROC6,grid_da55f68884e350d6,LA_NINA,12,5,21.166666666666668,24.4,-3.2333333333333307,-13.25136612021857,True
RAW,HOT_DRY,R10mm,ACCESS-ESM1-5,grid_21d480dde29ff4ec,EL_NINO,10,12,0.7,0.75,-0.050000000000000044,-6.666666666666672,True
RAW,HOT_DRY,R10mm,ACCESS-ESM1-5,grid_e450cbe008c0e055,EL_NINO,10,12,0.7,0.75,-0.050000000000000044,-6.666666666666672,True
RAW,HOT_DRY,R10mm,CESM2,grid_366816579f298e84,EL_NINO,14,5,3.2857142857142856,2.4,0.8857142857142857,36.904761904761905,True
RAW,HOT_DRY,R10mm,CESM2,grid_52ecc812ca873fb0,EL_NINO,14,5,3.0714285714285716,2.2,0.8714285714285714,39.6103896103896,True
RAW,HOT_DRY,R10mm,CESM2,grid_92e164725cf75def,EL_NINO,14,5,4.857142857142857,4.0,0.8571428571428568,21.42857142857142,True
