Period,Model,Scenario,Station,Index,Unit,Sen_slope_unit,StartYear,EndYear,N,S,Var_S,Var_S_adj_YueWang2004,Z_MK,p_MK,Trend_MK,Significant_MK,Z_MMK2004,p_MMK2004,Trend_MMK2004,Significant_MMK2004,Kendall_tau,Sen_slope,Sen_CI95_low,Sen_CI95_high,n_over_nstar,n_effective,ESS_lags_used,ESS_weighted_rho_sum,MMK_rho1,MK_status,MMK_status,MK_MMK_same_conclusion,p_MK_BH,Significant_MK_BH,Trend_MK_BH
1981-2014,Observed,Historical,465004,CDD,days,days year-1,1981,2014,34,180.0,4540.666666666667,4807.4245358552935,2.656398463511473,0.007898023108558,Increasing,True,2.5816466086278225,0.0098330216306029,Increasing,True,0.320855614973262,1.4,0.3333333333333333,2.111111111111111,1.0587486130939567,32.11338327106997,33,0.0293743065469783,0.5294199799810504,OK,OK,True,0.01914266617836939,True,Increasing
1981-2014,Observed,Historical,465005,CDD,days,days year-1,1981,2014,34,193.0,4539.0,2773.6338423882003,2.8498443273308505,0.0043740631884386,Increasing,True,3.6456642109067903,0.0002667020436157,Increasing,True,0.3440285204991087,1.1,0.3809523809523809,1.8888888888888888,0.6110671606935889,55.64036522828106,33,-0.1944664196532055,0.0694469515671993,OK,FACTOR_LT_ONE,True,0.014055774944738513,True,Increasing
1981-2014,Observed,Historical,465006,CDD,days,days year-1,1981,2014,34,75.0,4541.666666666667,1146.3564359835889,1.0980549943614857,0.2721804759893544,No significant trend,False,2.1856060437823666,0.0288444400714811,Increasing,True,0.1336898395721925,0.2962962962962963,-0.25,0.8,0.2524087565468452,134.70214134068618,33,-0.3737956217265774,-0.1491491617795417,OK,FACTOR_LT_ONE,False,0.32489307168842,False,No significant trend
1981-2014,Observed,Historical,465007,CDD,days,days year-1,1981,2014,34,161.0,4533.666666666667,3463.351830317368,2.376266742002024,0.0174888149811891,Increasing,True,2.7187650381862234,0.0065526136165022,Increasing,True,0.2869875222816399,1.0,0.125,1.6666666666666667,0.7639184979745681,44.50736575975924,33,-0.1180407510127159,0.3217054582734613,OK,FACTOR_LT_ONE,True,0.0332970910267424,True,Increasing
1981-2014,Observed,Historical,465008,CDD,days,days year-1,1981,2014,34,151.0,4539.0,1826.995427161161,2.226440880727227,0.0259846647730752,Increasing,True,3.5093164234937024,0.0004492600743363,Increasing,True,0.2691622103386809,0.85,0.0666666666666666,1.5,0.4025105589691916,84.4698337531125,33,-0.2987447205154042,0.094747971261245,OK,FACTOR_LT_ONE,True,0.04398831241881938,True,Increasing
1981-2014,Observed,Historical,465009,CDD,days,days year-1,1981,2014,34,169.0,4543.666666666667,3116.5892397417124,2.492332898675979,0.012690703008085,Increasing,True,3.009327807886044,0.0026182644794663,Increasing,True,0.3012477718360071,1.1764705882352942,0.2580645161290322,2.1052631578947367,0.6859194277180791,49.56850415086128,33,-0.1570402861409604,0.2791961054690317,OK,FACTOR_LT_ONE,True,0.02605892478290755,True,Increasing
1981-2014,Observed,Historical,465010,CDD,days,days year-1,1981,2014,34,108.0,4538.0,1219.591577682405,1.5883694736550236,0.1122028160669591,No significant trend,False,3.063913988415546,0.0021846170943831,Increasing,True,0.1925133689839572,0.5,-0.1333333333333333,1.1428571428571428,0.2687508985637736,126.5112049176346,33,-0.3656245507181132,-0.0034382852952515,OK,FACTOR_LT_ONE,False,0.14199117431482433,False,No significant trend
1981-2014,Observed,Historical,465011,CDD,days,days year-1,1981,2014,34,154.0,4540.666666666667,2006.4545370596904,2.270552876632712,0.023174058895089,Increasing,True,3.4156767921998177,0.0006362371420865,Increasing,True,0.2745098039215686,0.9230769230769232,0.1,1.5714285714285714,0.441885450828004,76.94301755418938,33,-0.279057274585998,0.0677464545721884,OK,FACTOR_LT_ONE,True,0.04142363027497159,True,Increasing
1981-2014,Observed,Historical,465012,CDD,days,days year-1,1981,2014,34,145.0,4537.0,2019.1956564567088,2.1378542941530028,0.0325285707927927,Increasing,True,3.204596030696805,0.001352521632782,Increasing,True,0.2584670231729055,0.8,-0.0,1.6296296296296295,0.4450508389809806,76.39576655522943,33,-0.2774745805095097,0.1274539200117894,OK,FACTOR_LT_ONE,True,0.05168428470410395,False,No significant trend
1981-2014,Observed,Historical,465201,CDD,days,days year-1,1981,2014,34,-86.0,4542.666666666667,914.5479374634128,-1.2611405518953347,0.207258212489077,No significant trend,False,-2.810707732137414,0.0049432666916303,Decreasing,True,-0.1532976827094474,-0.4166666666666667,-1.0,0.2857142857142857,0.2013240249772702,168.8819802000216,33,-0.3993379875113649,-0.1014679259251611,OK,FACTOR_LT_ONE,False,0.25772108161685225,False,No significant trend
1981-2014,Observed,Historical,465001,CWD,days,days year-1,1981,2014,34,-261.0,4537.0,3021.9222049769523,-3.860014697776255,0.0001133802052574,Decreasing,True,-4.729679452648964,2.248746080095924e-06,Decreasing,True,-0.46524064171123,-3.269230769230769,-4.611111111111111,-2.0,0.6660617599684708,51.04631738896022,33,-0.1669691200157645,0.4566661902761015,OK,FACTOR_LT_ONE,True,0.0032426738703616397,True,Decreasing
1981-2014,Observed,Historical,465002,CWD,days,days year-1,1981,2014,34,-192.0,4545.333333333333,2827.0346465009247,-2.833025595996985,0.0046109693693408,Decreasing,True,-3.5922603253066767,0.0003278221178428,Decreasing,True,-0.3422459893048128,-2.7777777777777777,-4.227272727272728,-0.9333333333333332,0.6219642079424152,54.66552506691495,33,-0.1890178960287923,0.3013081226007188,OK,FACTOR_LT_ONE,True,0.01405648938790966,True,Decreasing
1981-2014,Observed,Historical,465003,CWD,days,days year-1,1981,2014,34,-198.0,4549.333333333333,1633.7432291561497,-2.920736288837658,0.0034920527697307,Decreasing,True,-4.873874316994826,1.0943062411129285e-06,Decreasing,True,-0.3529411764705882,-2.129032258064516,-3.375,-0.6666666666666666,0.3591170638531982,94.6766484309938,33,-0.3204414680734009,0.1598067948947292,OK,FACTOR_LT_ONE,True,0.013871209613096947,True,Decreasing
1981-2014,Observed,Historical,465004,CWD,days,days year-1,1981,2014,34,-257.0,4541.666666666667,1983.1560752669525,-3.798676737250544,0.0001454706784508,Decreasing,True,-5.7485924207378245,8.998945247950812e-09,Decreasing,True,-0.4581105169340463,-1.1,-1.625,-0.6774193548387096,0.4366582184074024,77.86410186897703,33,-0.2816708907962988,0.1099620707338952,OK,FACTOR_LT_ONE,True,0.0034670511697440665,True,Decreasing
1981-2014,Observed,Historical,465005,CWD,days,days year-1,1981,2014,34,-238.0,4549.333333333333,3034.8500600557877,-3.513779190124492,0.0004417798841023,Decreasing,True,-4.302092326023382,1.691927791032866e-05,Decreasing,True,-0.4242424242424242,-3.0,-4.821428571428571,-1.95,0.667097756460094,50.96704294197981,33,-0.166451121769953,0.3860772690309181,OK,FACTOR_LT_ONE,True,0.005264543618885741,True,Decreasing
1981-2014,Observed,Historical,465006,CWD,days,days year-1,1981,2014,34,186.0,4538.0,813.623541379499,2.746246286225975,0.0060281491477467,Increasing,True,6.485746581489077,8.829346622177919e-11,Increasing,True,0.3315508021390374,0.6333333333333333,0.2592592592592592,1.0769230769230769,0.1792912166988759,189.6356142035884,33,-0.410354391650562,-0.099636718168406,OK,FACTOR_LT_ONE,True,0.016042065785119977,True,Increasing
1981-2014,Observed,Historical,465007,CWD,days,days year-1,1981,2014,34,-265.0,4544.333333333333,2454.173410904403,-3.916235833394786,8.99422684067643e-05,Decreasing,True,-5.32906851086078,9.871775585942137e-08,Decreasing,True,-0.4723707664884135,-2.962962962962963,-4.32258064516129,-1.4666666666666666,0.5400513630685256,62.95697469739713,33,-0.2299743184657371,0.2074674471372046,OK,FACTOR_LT_ONE,True,0.0032426738703616397,True,Decreasing
1981-2014,Observed,Historical,465008,CWD,days,days year-1,1981,2014,34,-192.0,4547.333333333333,3347.41014055324,-2.8324025193582414,0.0046199650435787,Decreasing,True,-3.301253719484026,0.0009625379720363,Decreasing,True,-0.3422459893048128,-2.703703703703704,-4.25,-1.05,0.7361259655226301,46.18774719603987,33,-0.1319370172386849,0.2743365508695304,OK,FACTOR_LT_ONE,True,0.01405648938790966,True,Decreasing
1981-2014,Observed,Historical,465009,CWD,days,days year-1,1981,2014,34,-195.0,4544.333333333333,3425.709810218007,-2.8778399684795017,0.0040040820656233,Decreasing,True,-3.31456426818889,0.000917860775793,Decreasing,True,-0.3475935828877005,-3.0,-4.5,-1.0,0.7538421059674336,45.10228299912557,33,-0.1230789470162832,0.3348520809922681,OK,FACTOR_LT_ONE,True,0.014055774944738513,True,Decreasing
1981-2014,Observed,Historical,465010,CWD,days,days year-1,1981,2014,34,-198.0,4547.333333333333,3252.7324015840886,-2.921378514730752,0.003484861550685,Decreasing,True,-3.4541568790223653,0.0005520161608165,Decreasing,True,-0.3529411764705882,-2.269230769230769,-3.2857142857142856,-1.0,0.7153054687547475,47.53214044230574,33,-0.1423472656226262,0.3678802720655549,OK,FACTOR_LT_ONE,True,0.013871209613096947,True,Decreasing
1981-2014,Observed,Historical,465011,CWD,days,days year-1,1981,2014,34,-225.0,4537.0,3225.202144273471,-3.325551124238004,0.0008824391533566,Decreasing,True,-3.9442964472463857,8.003460215219726e-05,Decreasing,True,-0.4010695187165775,-2.6875,-4.1,-1.5333333333333334,0.7108666837719795,47.8289400476475,33,-0.1445666581140102,0.3313362485581559,OK,FACTOR_LT_ONE,True,0.006654892937344351,True,Decreasing
1981-2014,Observed,Historical,465012,CWD,days,days year-1,1981,2014,34,-225.0,4543.666666666667,3307.125278584944,-3.323110531567972,0.0008901963390621,Decreasing,True,-3.8951366194243566,9.814339594076436e-05,Decreasing,True,-0.4010695187165775,-2.75,-4.1,-1.318181818181818,0.7278538504698724,46.71267449921575,33,-0.1360730747650638,0.3343887936444834,OK,FACTOR_LT_ONE,True,0.006654892937344351,True,Decreasing
1981-2014,Observed,Historical,465201,CWD,days,days year-1,1981,2014,34,46.0,4440.666666666667,440.81488552693145,0.6752870580124509,0.4994934047927293,No significant trend,False,2.1433070281129702,0.0320884528655359,Increasing,True,0.0819964349376114,0.0,-0.0625,0.1333333333333333,0.0992677268113492,342.5080949482647,33,-0.4503661365943254,-0.1268467945929398,OK,FACTOR_LT_ONE,False,0.5714204550828823,False,No significant trend
1981-2014,Observed,Historical,465001,R10mm,days,days year-1,1981,2014,34,-166.0,4534.666666666667,1911.3706017629552,-2.450254863760732,0.0142755129814464,Decreasing,True,-3.774083401921328,0.0001605970315986,Decreasing,True,-0.2959001782531194,-0.5,-0.875,-0.125,0.4215018968898019,80.66393117298121,33,-0.289249051555099,0.1147009290807713,OK,FACTOR_LT_ONE,True,0.028752089526011763,True,Decreasing
1981-2014,Observed,Historical,465002,R10mm,days,days year-1,1981,2014,34,-165.0,4541.0,2403.001443632248,-2.4337059119738886,0.0149451321983168,Decreasing,True,-3.345544663840796,0.0008212113188967,Decreasing,True,-0.2941176470588235,-0.75,-1.2,-0.2,0.5291789129337696,64.25048158382558,33,-0.2354105435331152,0.3116545197240065,OK,FACTOR_LT_ONE,True,0.029682693116101427,True,Decreasing
1981-2014,Observed,Historical,465003,R10mm,days,days year-1,1981,2014,34,-144.0,4538.666666666667,1536.2906043747505,-2.1226182477348394,0.0337858545890991,Decreasing,True,-3.6483739842703087,0.0002639052921792,Decreasing,True,-0.2566844919786096,-0.4117647058823529,-0.8,-0.0,0.3384894104820983,100.4462737891121,33,-0.3307552947589508,0.1791632597437993,OK,FACTOR_LT_ONE,True,0.05251496963305621,False,No significant trend
1981-2014,Observed,Historical,465004,R10mm,days,days year-1,1981,2014,34,-111.0,4533.0,2823.1975411258118,-1.63380351332135,0.102300114405018,No significant trend,False,-2.070246464340731,0.038429270121944,Decreasing,True,-0.1978609625668449,-0.5555555555555556,-1.1724137931034482,0.1428571428571428,0.6228099583335123,54.59129152490708,33,-0.1885950208332438,0.5457758532559287,OK,FACTOR_LT_ONE,False,0.1329901487265234,False,No significant trend
1981-2014,Observed,Historical,465005,R10mm,days,days year-1,1981,2014,34,-178.0,4532.666666666667,1677.014906656561,-2.6290350451110056,0.0085627536149795,Decreasing,True,-4.3221994612540415,1.5448143323700898e-05,Decreasing,True,-0.3172905525846702,-0.5,-0.8888888888888888,-0.1666666666666666,0.3699841682578086,91.89582397565847,33,-0.3150079158710956,0.0861905342347964,OK,FACTOR_LT_ONE,True,0.019807626978872218,True,Decreasing
1981-2014,Observed,Historical,465006,R10mm,days,days year-1,1981,2014,34,-194.0,4540.666666666667,4474.735670997279,-2.8641614718308066,0.0041811481166245,Decreasing,True,-2.885184670229036,0.0039118412313065,Decreasing,True,-0.3458110516934046,-0.8571428571428571,-1.2857142857142858,-0.3333333333333333,0.9854798864331108,34.50095782579702,33,-0.0072600567834445,0.6095497135995127,OK,FACTOR_LT_ONE,True,0.014055774944738513,True,Decreasing
1981-2014,Observed,Historical,465007,R10mm,days,days year-1,1981,2014,34,127.0,4526.333333333333,349.0119528092951,1.872825346162729,0.0610925067358943,No significant trend,False,6.744509872925252,1.535444495683952e-11,Increasing,True,0.2263814616755793,0.375,-0.0,0.7333333333333333,0.0771069930354139,440.9457386619186,33,-0.461446503482293,-0.0063872458770686,OK,FACTOR_LT_ONE,False,0.0866114813992965,False,No significant trend
1981-2014,Observed,Historical,465008,R10mm,days,days year-1,1981,2014,34,-128.0,4523.333333333333,1059.368111860581,-1.888314919465865,0.0589836855750774,No significant trend,False,-3.9019371783958015,9.542592642833014e-05,Decreasing,True,-0.2281639928698752,-0.3157894736842105,-0.6333333333333333,-0.0,0.2342007616493546,145.17459192086145,33,-0.3828996191753226,0.150050446173775,OK,FACTOR_LT_ONE,False,0.08564552076427995,False,No significant trend
1981-2014,Observed,Historical,465009,R10mm,days,days year-1,1981,2014,34,-83.0,4525.666666666667,1183.8846458453909,-1.2189126121680058,0.2228773622069531,No significant trend,False,-2.3831926913236674,0.0171632078247551,Decreasing,True,-0.1479500891265597,-0.2,-0.4583333333333333,0.1111111111111111,0.2615934254648429,129.97268543574106,33,-0.3692032872675785,0.1383781792785425,OK,FACTOR_LT_ONE,False,0.27394360317586497,False,No significant trend
1981-2014,Observed,Historical,465010,R10mm,days,days year-1,1981,2014,34,-32.0,4530.0,332.8820276912916,-0.4605879724365377,0.6450942423954895,No significant trend,False,-1.6990905315681029,0.0893021271403382,No significant trend,False,-0.0570409982174688,-0.0689655172413793,-0.3,0.2105263157894736,0.0734838913225809,462.6864390012524,33,-0.4632580543387095,-0.1319797748856981,OK,FACTOR_LT_ONE,True,0.6833220493522593,False,No significant trend
1981-2014,Observed,Historical,465011,R10mm,days,days year-1,1981,2014,34,4.0,4525.333333333333,213.4210210140616,0.0445960062265807,0.9644293260640352,No significant trend,False,0.2053537595060795,0.8372957448988261,No significant trend,False,0.0071301247771836,0.0,-0.217391304347826,0.2307692307692307,0.0471613923867254,720.9286723597669,33,-0.4764193038066373,-0.1902217689361234,OK,FACTOR_LT_ONE,True,0.9644293260640352,False,No significant trend
1981-2014,Observed,Historical,465012,R10mm,days,days year-1,1981,2014,34,52.0,4520.666666666667,590.2740668278099,0.7585233133336562,0.4481377618414564,No significant trend,False,2.099149280605653,0.0358037433998062,Increasing,True,0.0926916221033868,0.0769230769230769,-0.1666666666666666,0.25,0.1305723492466767,260.3920370289681,33,-0.4347138253766616,-0.0182313374130657,OK,FACTOR_LT_ONE,False,0.5168040318010343,False,No significant trend
1981-2014,Observed,Historical,465201,R10mm,days,days year-1,1981,2014,34,-12.0,4518.0,559.4598344910097,-0.1636513423150656,0.8700056241991116,No significant trend,False,-0.465059187904288,0.6418890713797283,No significant trend,False,-0.0213903743315508,0.0,-0.2142857142857142,0.1666666666666666,0.1238290912994709,274.5719898547399,33,-0.4380854543502645,-0.2557588950230813,OK,FACTOR_LT_ONE,True,0.8823461295069005,False,No significant trend
1981-2014,Observed,Historical,465001,R20mm,days,days year-1,1981,2014,34,194.0,4493.333333333333,2067.5304540420816,2.879207667962182,0.0039867571629589,Increasing,True,4.244547043627413,2.1903541396516228e-05,Increasing,True,0.3458110516934046,0.2352941176470588,0.0833333333333333,0.4285714285714285,0.4601328903654484,73.89169675090254,33,-0.2699335548172757,0.489360723769672,OK,FACTOR_LT_ONE,True,0.014055774944738513,True,Increasing
1981-2014,Observed,Historical,465002,R20mm,days,days year-1,1981,2014,34,30.0,4501.333333333333,2176.6781348831914,0.4322424444749581,0.6655652136475683,No significant trend,False,0.6215855223387758,0.5342144432283699,No significant trend,False,0.053475935828877,0.0,-0.1111111111111111,0.1875,0.4835629742779602,70.31142128027408,33,-0.2582185128610199,0.3612821166922278,OK,FACTOR_LT_ONE,True,0.6998222467029578,False,No significant trend
1981-2014,Observed,Historical,465003,R20mm,days,days year-1,1981,2014,34,20.0,4472.666666666667,3016.116727937188,0.2840994117889099,0.7763341977267748,No significant trend,False,0.3459628995279369,0.7293705968891657,No significant trend,False,0.035650623885918,0.0,-0.0909090909090909,0.2,0.6743441782539547,50.41935720129516,33,-0.1628279108730226,0.3458356592138947,OK,FACTOR_LT_ONE,True,0.7929699305352057,False,No significant trend
1981-2014,Observed,Historical,465004,R20mm,days,days year-1,1981,2014,34,-140.0,4525.333333333333,2018.779282106339,-2.066281621831573,0.0388018957104351,Decreasing,True,-3.093644318775609,0.0019771436463146,Decreasing,True,-0.249554367201426,-0.3793103448275862,-0.6666666666666666,-0.0,0.4461062055332216,76.21503484660226,33,-0.2769468972333891,0.4531454949590415,OK,FACTOR_LT_ONE,True,0.059663129963357195,False,No significant trend
1981-2014,Observed,Historical,465005,R20mm,days,days year-1,1981,2014,34,228.0,4472.666666666667,2370.90610650834,3.3942403408464497,0.0006881926708262,Increasing,True,4.661961466986202,3.13209842451243e-06,Increasing,True,0.4064171122994652,0.2,0.0909090909090909,0.3225806451612903,0.5300878163306766,64.14031591095899,33,-0.2349560918346616,0.3822121800838989,OK,FACTOR_LT_ONE,True,0.0062197470598316625,True,Increasing
1981-2014,Observed,Historical,465006,R20mm,days,days year-1,1981,2014,34,-239.0,4535.0,4334.086896238295,-3.534177123215246,0.0004090468618938,Decreasing,True,-3.615165217106746,0.0003001561359616,Decreasing,True,-0.4260249554367201,-0.8181818181818182,-1.15,-0.4615384615384615,0.9556972207802192,35.57612103574271,33,-0.0221513896098903,0.6197904016831183,OK,FACTOR_LT_ONE,True,0.005264543618885741,True,Decreasing
1981-2014,Observed,Historical,465007,R20mm,days,days year-1,1981,2014,34,278.0,4511.333333333333,4115.996922531056,4.124082175521443,3.722159988611164e-05,Increasing,True,4.317598442341484,1.577360642285168e-05,Increasing,True,0.4955436720142602,0.5454545454545454,0.2857142857142857,0.8571428571428571,0.912368166661236,37.26565792449909,33,-0.0438159166693819,0.1295860942702214,OK,FACTOR_LT_ONE,True,0.0032426738703616397,True,Increasing
1981-2014,Observed,Historical,465008,R20mm,days,days year-1,1981,2014,34,143.0,4465.666666666667,1299.795992769867,2.124932764832126,0.033592223532588,Increasing,True,3.938680451205088,8.193096240371888e-05,Increasing,True,0.2549019607843137,0.1052631578947368,-0.0,0.2222222222222222,0.2910642665006794,116.81269023080384,33,-0.3544678667496603,0.2328615401493633,OK,FACTOR_LT_ONE,True,0.05251496963305621,False,No significant trend
1981-2014,Observed,Historical,465009,R20mm,days,days year-1,1981,2014,34,208.0,4462.666666666667,3966.83099354068,3.098654256507874,0.0019440173907826,Increasing,True,3.2866124537466246,0.0010140027821898,Increasing,True,0.3707664884135472,0.2608695652173913,0.0769230769230769,0.4090909090909091,0.888892514238276,38.24984399732045,33,-0.055553742880862,0.5370366885538401,OK,FACTOR_LT_ONE,True,0.00992837453149685,True,Increasing
1981-2014,Observed,Historical,465010,R20mm,days,days year-1,1981,2014,34,148.0,4386.666666666667,3154.8036925184724,2.2194737731694945,0.0264545095665627,Increasing,True,2.6171653662495387,0.0088663375887013,Increasing,True,0.2638146167557932,0.1111111111111111,-0.0,0.24,0.719180173066521,47.27605302997577,33,-0.1404099134667394,0.0850206138751415,OK,FACTOR_LT_ONE,True,0.04398831241881938,True,Increasing
1981-2014,Observed,Historical,465011,R20mm,days,days year-1,1981,2014,34,186.0,4468.0,4510.024590257617,2.7676753526478555,0.0056457664315916,Increasing,True,2.754750518606543,0.0058736904169871,Increasing,True,0.3315508021390374,0.1666666666666666,0.0454545454545454,0.3333333333333333,1.0094056826897084,33.683186634537314,33,0.0047028413448542,0.2877562938268317,OK,OK,True,0.016024957611786753,True,Increasing
1981-2014,Observed,Historical,465012,R20mm,days,days year-1,1981,2014,34,173.0,4362.333333333333,6835.37471683139,2.604168150326874,0.0092097560037875,Increasing,True,2.0804020979805253,0.0374886669973521,Increasing,True,0.3083778966131907,0.1666666666666666,-0.0,0.3928571428571428,1.566907935393457,21.69878601799439,33,0.2834539676967285,0.6207317434653831,OK,OK,True,0.02090468426256528,True,Increasing
1981-2014,Observed,Historical,465201,R20mm,days,days year-1,1981,2014,34,-21.0,4490.333333333333,1292.0641407277988,-0.2984631408655824,0.7653497041419737,No significant trend,False,-0.5564010731122501,0.577936705469327,No significant trend,False,-0.0374331550802139,0.0,-0.2,0.1071428571428571,0.2877434802303761,118.1608006297087,33,-0.3561282598848119,-0.1061606160616061,OK,FACTOR_LT_ONE,True,0.7873741560597284,False,No significant trend
1981-2014,Observed,Historical,465001,R50mm,days,days year-1,1981,2014,34,182.0,3244.6666666666665,7166.060183197366,3.1775583277475694,0.001485208122823,Increasing,True,2.138150885116688,0.0325044991358794,Increasing,True,0.3244206773618538,0.0,-0.0,0.0416666666666666,2.208565908115071,15.39460510328068,33,0.6042829540575354,0.4363460712752254,OK,OK,True,0.008849365065153708,True,Increasing
1981-2014,Observed,Historical,465002,R50mm,days,days year-1,1981,2014,34,117.0,3566.333333333333,4735.538189215311,1.942437361428948,0.0520841760322183,No significant trend,False,1.685672949383089,0.0918588098541676,No significant trend,False,0.2085561497326203,0.0,-0.0,0.0588235294117647,1.3278450853019843,25.60539657551059,33,0.1639225426509922,0.4413338128526152,OK,OK,True,0.07758372054799184,False,No significant trend
1981-2014,Observed,Historical,465003,R50mm,days,days year-1,1981,2014,34,104.0,3387.333333333333,3616.571772785641,1.769735068354289,0.0767712850764171,No significant trend,False,1.7127291154025162,0.0867623861306498,No significant trend,False,0.1853832442067736,0.0,-0.0,-0.0,1.0676751936977882,31.84489084385705,33,0.0338375968488941,0.1736354585984504,OK,OK,True,0.10556051698007352,False,No significant trend
1981-2014,Observed,Historical,465004,R50mm,days,days year-1,1981,2014,34,-109.0,4448.333333333333,2244.822240531698,-1.619291714778299,0.1053845124897562,No significant trend,False,-2.279464207604302,0.0226394852953505,Decreasing,True,-0.1942959001782531,-0.1,-0.2083333333333333,-0.0,0.504643441108662,67.37430278555621,33,-0.2476782794456689,0.262170031060167,OK,FACTOR_LT_ONE,False,0.13576563320752374,False,No significant trend
1981-2014,Observed,Historical,465005,R50mm,days,days year-1,1981,2014,34,193.0,3386.333333333333,7056.378052526494,3.2994106803610963,0.0009688805475461,Increasing,True,2.285653055177284,0.0222745636770649,Increasing,True,0.3440285204991087,0.0,-0.0,0.0476190476190476,2.0837812931961297,16.316491615994103,33,0.5418906465980649,0.2526493626171095,OK,OK,True,0.006654892937344351,True,Increasing
1981-2014,Observed,Historical,465006,R50mm,days,days year-1,1981,2014,34,-181.0,4444.333333333333,3879.966711566248,-2.7000337506328256,0.0069332442118417,Decreasing,True,-2.889738242077148,0.0038556272568535,Decreasing,True,-0.3226381461675579,-0.2,-0.3125,-0.0,0.8730143354607924,38.94552313628871,33,-0.0634928322696038,0.3888430782997972,OK,FACTOR_LT_ONE,True,0.017810455822218497,True,Decreasing
1981-2014,Observed,Historical,465007,R50mm,days,days year-1,1981,2014,34,187.0,3552.333333333333,4929.394613538676,3.1207292295672056,0.0018040382921815,Increasing,True,2.649208569003391,0.0080680523077164,Increasing,True,0.3333333333333333,0.0,-0.0,0.0714285714285714,1.387649792682371,24.50185931587027,33,0.1938248963411854,0.0813095183852007,OK,OK,True,0.009804107309199379,True,Increasing
1981-2014,Observed,Historical,465008,R50mm,days,days year-1,1981,2014,34,120.0,3071.333333333333,2899.596168582376,2.1472543181959303,0.031773040471449,Increasing,True,2.209928398373924,0.0271101319733363,Increasing,True,0.213903743315508,0.0,-0.0,-0.0,0.9440838404327248,36.01375062665616,33,-0.0279580797836375,-0.139936894297949,OK,FACTOR_LT_ONE,True,0.05105106502715963,False,No significant trend
1981-2014,Observed,Historical,465009,R50mm,days,days year-1,1981,2014,34,160.0,3099.333333333333,7758.641537324469,2.8560314188908262,0.0042897268211876,Increasing,True,1.8051125295914217,0.0710570747819959,No significant trend,False,0.285204991087344,0.0,-0.0,0.0333333333333333,2.503325942350334,13.581930912311773,33,0.7516629711751671,0.6025824964131995,OK,OK,False,0.014055774944738513,True,Increasing
1981-2014,Observed,Historical,465010,R50mm,days,days year-1,1981,2014,34,151.0,3255.6666666666665,5928.981690140845,2.628883209160997,0.0085665776122015,Increasing,True,1.948054956033008,0.0514083877440413,No significant trend,False,0.2691622103386809,0.0,-0.0,0.0416666666666666,1.8211267605633803,18.669760247486465,33,0.4105633802816901,0.2547638773819387,OK,OK,False,0.019807626978872218,True,Increasing
1981-2014,Observed,Historical,465011,R50mm,days,days year-1,1981,2014,34,85.0,1983.6666666666667,2193.861804995972,1.88601411326178,0.0592930528368092,No significant trend,False,1.7933896229326742,0.0729106456959613,No significant trend,False,0.1515151515151515,0.0,-0.0,-0.0,1.1059629331184533,30.74244080145718,33,0.0529814665592266,0.3239323126510879,OK,OK,True,0.08564552076427995,False,No significant trend
1981-2014,Observed,Historical,465012,R50mm,days,days year-1,1981,2014,34,133.0,2246.333333333333,4135.230399565367,2.78507458627332,0.0053515411564326,Increasing,True,2.052693349696281,0.0401023274421851,Increasing,True,0.2370766488413547,0.0,-0.0,-0.0,1.840880130389687,18.469426356838728,33,0.4204400651948434,0.2258853163431619,OK,OK,True,0.015617762966731874,True,Increasing
1981-2014,Observed,Historical,465201,R50mm,days,days year-1,1981,2014,34,-26.0,4326.0,495.1223050789513,-0.3800990210912008,0.7038719124104091,No significant trend,False,-1.1235276448626614,0.2612134663956481,No significant trend,False,-0.0463458110516934,0.0,-0.0625,0.0384615384615384,0.1144526826349864,297.065994586017,33,-0.4427736586825068,-0.3585286639174376,OK,FACTOR_LT_ONE,True,0.7346984195232737,False,No significant trend
1981-2014,Observed,Historical,465001,R95p,mm,mm year-1,1981,2014,34,219.0,4550.333333333333,2338.5881011466336,3.231728644471798,0.0012304384116862,Increasing,True,4.5079555570958645,6.545528202911266e-06,Increasing,True,0.3903743315508021,8.739999999999998,3.095999999999999,14.275,0.5139377557277782,66.15587125303374,33,-0.2430311221361108,0.5324811954470238,OK,FACTOR_LT_ONE,True,0.007650117081353331,True,Increasing
1981-2014,Observed,Historical,465002,R95p,mm,mm year-1,1981,2014,34,35.0,4550.333333333333,1435.9385687803906,0.5040310729910144,0.614239541598542,No significant trend,False,0.8972448757520957,0.3695882639848582,No significant trend,False,0.0623885918003565,1.725,-4.207142857142856,7.772222222222222,0.3155677757190808,107.74230645865084,33,-0.3422161121404596,0.3568071535258014,OK,FACTOR_LT_ONE,True,0.6554944361835187,False,No significant trend
1981-2014,Observed,Historical,465003,R95p,mm,mm year-1,1981,2014,34,53.0,4550.333333333333,2302.0746132463205,0.7708710528097867,0.440783366600357,No significant trend,False,1.0837862725402947,0.2784595731266799,No significant trend,False,0.0944741532976827,2.2045454545454546,-3.2333333333333294,8.607142857142856,0.5059134011969059,67.2051776441615,33,-0.247043299401547,0.3002149001860864,OK,FACTOR_LT_ONE,True,0.5124554587304964,False,No significant trend
