Period,Model,Scenario,Station,Year,Annual_status,Index,Value,Unit
1981-2014,Observed,Historical,465003,2012,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465003,2012,OK,Rx1day,27.4,mm
1981-2014,Observed,Historical,465003,2012,OK,Rx5day,74.7,mm
1981-2014,Observed,Historical,465003,2012,OK,SDII,5.285507246376811,mm day-1
1981-2014,Observed,Historical,465003,2013,OK,CDD,102.0,days
1981-2014,Observed,Historical,465003,2013,OK,CWD,37.0,days
1981-2014,Observed,Historical,465003,2013,OK,PRCPTOT,1428.2,mm
1981-2014,Observed,Historical,465003,2013,OK,R10mm,36.0,days
1981-2014,Observed,Historical,465003,2013,OK,R20mm,16.0,days
1981-2014,Observed,Historical,465003,2013,OK,R50mm,5.0,days
1981-2014,Observed,Historical,465003,2013,OK,R95p,702.9000000000001,mm
1981-2014,Observed,Historical,465003,2013,OK,R99p,395.40000000000003,mm
1981-2014,Observed,Historical,465003,2013,OK,Rx1day,90.4,mm
1981-2014,Observed,Historical,465003,2013,OK,Rx5day,148.60000000000002,mm
1981-2014,Observed,Historical,465003,2013,OK,SDII,9.782191780821918,mm day-1
1981-2014,Observed,Historical,465003,2014,OK,CDD,50.0,days
1981-2014,Observed,Historical,465003,2014,OK,CWD,40.0,days
1981-2014,Observed,Historical,465003,2014,OK,PRCPTOT,981.5,mm
1981-2014,Observed,Historical,465003,2014,OK,R10mm,17.0,days
1981-2014,Observed,Historical,465003,2014,OK,R20mm,3.0,days
1981-2014,Observed,Historical,465003,2014,OK,R50mm,0.0,days
1981-2014,Observed,Historical,465003,2014,OK,R95p,110.89999999999999,mm
1981-2014,Observed,Historical,465003,2014,OK,R99p,42.8,mm
1981-2014,Observed,Historical,465003,2014,OK,Rx1day,42.8,mm
1981-2014,Observed,Historical,465003,2014,OK,Rx5day,111.5,mm
1981-2014,Observed,Historical,465003,2014,OK,SDII,4.696172248803828,mm day-1
1981-2014,Observed,Historical,465004,1981,OK,CDD,26.0,days
1981-2014,Observed,Historical,465004,1981,OK,CWD,26.0,days
1981-2014,Observed,Historical,465004,1981,OK,PRCPTOT,1919.6000000000001,mm
1981-2014,Observed,Historical,465004,1981,OK,R10mm,53.0,days
1981-2014,Observed,Historical,465004,1981,OK,R20mm,36.0,days
1981-2014,Observed,Historical,465004,1981,OK,R50mm,5.0,days
1981-2014,Observed,Historical,465004,1981,OK,R95p,531.6,mm
1981-2014,Observed,Historical,465004,1981,OK,R99p,152.39999999999998,mm
1981-2014,Observed,Historical,465004,1981,OK,Rx1day,78.1,mm
1981-2014,Observed,Historical,465004,1981,OK,Rx5day,291.1,mm
1981-2014,Observed,Historical,465004,1981,OK,SDII,8.887037037037038,mm day-1
1981-2014,Observed,Historical,465004,1982,OK,CDD,52.0,days
1981-2014,Observed,Historical,465004,1982,OK,CWD,28.0,days
1981-2014,Observed,Historical,465004,1982,OK,PRCPTOT,1707.5,mm
1981-2014,Observed,Historical,465004,1982,OK,R10mm,51.0,days
1981-2014,Observed,Historical,465004,1982,OK,R20mm,24.0,days
1981-2014,Observed,Historical,465004,1982,OK,R50mm,1.0,days
1981-2014,Observed,Historical,465004,1982,OK,R95p,288.7,mm
1981-2014,Observed,Historical,465004,1982,OK,R99p,77.8,mm
1981-2014,Observed,Historical,465004,1982,OK,Rx1day,77.8,mm
1981-2014,Observed,Historical,465004,1982,OK,Rx5day,164.5,mm
1981-2014,Observed,Historical,465004,1982,OK,SDII,7.978971962616822,mm day-1
1981-2014,Observed,Historical,465004,1983,OK,CDD,54.0,days
1981-2014,Observed,Historical,465004,1983,OK,CWD,59.0,days
1981-2014,Observed,Historical,465004,1983,OK,PRCPTOT,1820.3,mm
1981-2014,Observed,Historical,465004,1983,OK,R10mm,53.0,days
1981-2014,Observed,Historical,465004,1983,OK,R20mm,24.0,days
1981-2014,Observed,Historical,465004,1983,OK,R50mm,6.0,days
1981-2014,Observed,Historical,465004,1983,OK,R95p,474.70000000000005,mm
1981-2014,Observed,Historical,465004,1983,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465004,1983,OK,Rx1day,71.3,mm
1981-2014,Observed,Historical,465004,1983,OK,Rx5day,184.1,mm
1981-2014,Observed,Historical,465004,1983,OK,SDII,8.70956937799043,mm day-1
1981-2014,Observed,Historical,465004,1984,OK,CDD,18.0,days
1981-2014,Observed,Historical,465004,1984,OK,CWD,43.0,days
1981-2014,Observed,Historical,465004,1984,OK,PRCPTOT,2294.5,mm
1981-2014,Observed,Historical,465004,1984,OK,R10mm,59.0,days
1981-2014,Observed,Historical,465004,1984,OK,R20mm,23.0,days
1981-2014,Observed,Historical,465004,1984,OK,R50mm,6.0,days
1981-2014,Observed,Historical,465004,1984,OK,R95p,835.8,mm
1981-2014,Observed,Historical,465004,1984,OK,R99p,581.3,mm
1981-2014,Observed,Historical,465004,1984,OK,Rx1day,242.8,mm
1981-2014,Observed,Historical,465004,1984,OK,Rx5day,518.0,mm
1981-2014,Observed,Historical,465004,1984,OK,SDII,9.976086956521739,mm day-1
1981-2014,Observed,Historical,465004,1985,OK,CDD,23.0,days
1981-2014,Observed,Historical,465004,1985,OK,CWD,58.0,days
1981-2014,Observed,Historical,465004,1985,OK,PRCPTOT,2039.6,mm
1981-2014,Observed,Historical,465004,1985,OK,R10mm,67.0,days
1981-2014,Observed,Historical,465004,1985,OK,R20mm,30.0,days
1981-2014,Observed,Historical,465004,1985,OK,R50mm,3.0,days
1981-2014,Observed,Historical,465004,1985,OK,R95p,411.29999999999995,mm
1981-2014,Observed,Historical,465004,1985,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465004,1985,OK,Rx1day,73.5,mm
1981-2014,Observed,Historical,465004,1985,OK,Rx5day,183.5,mm
1981-2014,Observed,Historical,465004,1985,OK,SDII,8.945614035087718,mm day-1
1981-2014,Observed,Historical,465004,1986,OK,CDD,30.0,days
1981-2014,Observed,Historical,465004,1986,OK,CWD,44.0,days
1981-2014,Observed,Historical,465004,1986,OK,PRCPTOT,1990.2,mm
1981-2014,Observed,Historical,465004,1986,OK,R10mm,51.0,days
1981-2014,Observed,Historical,465004,1986,OK,R20mm,28.0,days
1981-2014,Observed,Historical,465004,1986,OK,R50mm,6.0,days
1981-2014,Observed,Historical,465004,1986,OK,R95p,556.3,mm
1981-2014,Observed,Historical,465004,1986,OK,R99p,142.1,mm
1981-2014,Observed,Historical,465004,1986,OK,Rx1day,142.1,mm
1981-2014,Observed,Historical,465004,1986,OK,Rx5day,240.2,mm
1981-2014,Observed,Historical,465004,1986,OK,SDII,8.964864864864865,mm day-1
1981-2014,Observed,Historical,465004,1987,OK,CDD,27.0,days
1981-2014,Observed,Historical,465004,1987,OK,CWD,31.0,days
1981-2014,Observed,Historical,465004,1987,OK,PRCPTOT,1989.0,mm
1981-2014,Observed,Historical,465004,1987,OK,R10mm,44.0,days
1981-2014,Observed,Historical,465004,1987,OK,R20mm,29.0,days
1981-2014,Observed,Historical,465004,1987,OK,R50mm,7.0,days
1981-2014,Observed,Historical,465004,1987,OK,R95p,815.0999999999999,mm
1981-2014,Observed,Historical,465004,1987,OK,R99p,287.90000000000003,mm
1981-2014,Observed,Historical,465004,1987,OK,Rx1day,108.8,mm
1981-2014,Observed,Historical,465004,1987,OK,Rx5day,308.8,mm
1981-2014,Observed,Historical,465004,1987,OK,SDII,9.208333333333334,mm day-1
1981-2014,Observed,Historical,465004,1988,OK,CDD,20.0,days
1981-2014,Observed,Historical,465004,1988,OK,CWD,45.0,days
1981-2014,Observed,Historical,465004,1988,OK,PRCPTOT,2669.2999999999997,mm
1981-2014,Observed,Historical,465004,1988,OK,R10mm,64.0,days
1981-2014,Observed,Historical,465004,1988,OK,R20mm,31.0,days
1981-2014,Observed,Historical,465004,1988,OK,R50mm,7.0,days
1981-2014,Observed,Historical,465004,1988,OK,R95p,1051.0,mm
1981-2014,Observed,Historical,465004,1988,OK,R99p,815.4,mm
1981-2014,Observed,Historical,465004,1988,OK,Rx1day,308.0,mm
1981-2014,Observed,Historical,465004,1988,OK,Rx5day,735.4,mm
1981-2014,Observed,Historical,465004,1988,OK,SDII,10.6772,mm day-1
1981-2014,Observed,Historical,465004,1989,OK,CDD,34.0,days
1981-2014,Observed,Historical,465004,1989,OK,CWD,23.0,days
1981-2014,Observed,Historical,465004,1989,OK,PRCPTOT,1491.6,mm
1981-2014,Observed,Historical,465004,1989,OK,R10mm,40.0,days
1981-2014,Observed,Historical,465004,1989,OK,R20mm,16.0,days
1981-2014,Observed,Historical,465004,1989,OK,R50mm,3.0,days
1981-2014,Observed,Historical,465004,1989,OK,R95p,363.40000000000003,mm
1981-2014,Observed,Historical,465004,1989,OK,R99p,110.6,mm
1981-2014,Observed,Historical,465004,1989,OK,Rx1day,110.6,mm
1981-2014,Observed,Historical,465004,1989,OK,Rx5day,168.60000000000002,mm
1981-2014,Observed,Historical,465004,1989,OK,SDII,7.136842105263158,mm day-1
1981-2014,Observed,Historical,465004,1990,OK,CDD,30.0,days
1981-2014,Observed,Historical,465004,1990,OK,CWD,33.0,days
1981-2014,Observed,Historical,465004,1990,OK,PRCPTOT,1798.9999999999998,mm
1981-2014,Observed,Historical,465004,1990,OK,R10mm,43.0,days
1981-2014,Observed,Historical,465004,1990,OK,R20mm,23.0,days
1981-2014,Observed,Historical,465004,1990,OK,R50mm,7.0,days
1981-2014,Observed,Historical,465004,1990,OK,R95p,760.1,mm
1981-2014,Observed,Historical,465004,1990,OK,R99p,190.8,mm
1981-2014,Observed,Historical,465004,1990,OK,Rx1day,97.4,mm
1981-2014,Observed,Historical,465004,1990,OK,Rx5day,286.0,mm
1981-2014,Observed,Historical,465004,1990,OK,SDII,9.131979695431472,mm day-1
1981-2014,Observed,Historical,465004,1991,OK,CDD,23.0,days
1981-2014,Observed,Historical,465004,1991,OK,CWD,29.0,days
1981-2014,Observed,Historical,465004,1991,OK,PRCPTOT,1864.2999999999997,mm
1981-2014,Observed,Historical,465004,1991,OK,R10mm,51.0,days
1981-2014,Observed,Historical,465004,1991,OK,R20mm,23.0,days
1981-2014,Observed,Historical,465004,1991,OK,R50mm,6.0,days
1981-2014,Observed,Historical,465004,1991,OK,R95p,587.2,mm
1981-2014,Observed,Historical,465004,1991,OK,R99p,317.3,mm
1981-2014,Observed,Historical,465004,1991,OK,Rx1day,118.4,mm
1981-2014,Observed,Historical,465004,1991,OK,Rx5day,191.0,mm
1981-2014,Observed,Historical,465004,1991,OK,SDII,9.321499999999999,mm day-1
1981-2014,Observed,Historical,465004,1992,OK,CDD,39.0,days
1981-2014,Observed,Historical,465004,1992,OK,CWD,38.0,days
1981-2014,Observed,Historical,465004,1992,OK,PRCPTOT,1680.4999999999998,mm
1981-2014,Observed,Historical,465004,1992,OK,R10mm,35.0,days
1981-2014,Observed,Historical,465004,1992,OK,R20mm,20.0,days
1981-2014,Observed,Historical,465004,1992,OK,R50mm,5.0,days
1981-2014,Observed,Historical,465004,1992,OK,R95p,527.0,mm
1981-2014,Observed,Historical,465004,1992,OK,R99p,330.5,mm
1981-2014,Observed,Historical,465004,1992,OK,Rx1day,123.3,mm
1981-2014,Observed,Historical,465004,1992,OK,Rx5day,179.7,mm
1981-2014,Observed,Historical,465004,1992,OK,SDII,8.197560975609756,mm day-1
1981-2014,Observed,Historical,465004,1993,OK,CDD,22.0,days
1981-2014,Observed,Historical,465004,1993,OK,CWD,61.0,days
1981-2014,Observed,Historical,465004,1993,OK,PRCPTOT,2363.3,mm
1981-2014,Observed,Historical,465004,1993,OK,R10mm,55.0,days
1981-2014,Observed,Historical,465004,1993,OK,R20mm,25.0,days
1981-2014,Observed,Historical,465004,1993,OK,R50mm,6.0,days
1981-2014,Observed,Historical,465004,1993,OK,R95p,1021.0,mm
1981-2014,Observed,Historical,465004,1993,OK,R99p,570.1,mm
1981-2014,Observed,Historical,465004,1993,OK,Rx1day,193.4,mm
1981-2014,Observed,Historical,465004,1993,OK,Rx5day,297.7,mm
1981-2014,Observed,Historical,465004,1993,OK,SDII,10.186637931034484,mm day-1
1981-2014,Observed,Historical,465004,1994,OK,CDD,26.0,days
1981-2014,Observed,Historical,465004,1994,OK,CWD,26.0,days
1981-2014,Observed,Historical,465004,1994,OK,PRCPTOT,2076.1000000000004,mm
1981-2014,Observed,Historical,465004,1994,OK,R10mm,54.0,days
1981-2014,Observed,Historical,465004,1994,OK,R20mm,24.0,days
1981-2014,Observed,Historical,465004,1994,OK,R50mm,6.0,days
1981-2014,Observed,Historical,465004,1994,OK,R95p,589.8,mm
1981-2014,Observed,Historical,465004,1994,OK,R99p,170.7,mm
1981-2014,Observed,Historical,465004,1994,OK,Rx1day,86.5,mm
1981-2014,Observed,Historical,465004,1994,OK,Rx5day,229.3,mm
1981-2014,Observed,Historical,465004,1994,OK,SDII,8.834468085106385,mm day-1
1981-2014,Observed,Historical,465004,1995,OK,CDD,40.0,days
1981-2014,Observed,Historical,465004,1995,OK,CWD,75.0,days
1981-2014,Observed,Historical,465004,1995,OK,PRCPTOT,2110.5,mm
1981-2014,Observed,Historical,465004,1995,OK,R10mm,48.0,days
1981-2014,Observed,Historical,465004,1995,OK,R20mm,27.0,days
1981-2014,Observed,Historical,465004,1995,OK,R50mm,8.0,days
1981-2014,Observed,Historical,465004,1995,OK,R95p,909.3,mm
1981-2014,Observed,Historical,465004,1995,OK,R99p,174.60000000000002,mm
1981-2014,Observed,Historical,465004,1995,OK,Rx1day,89.2,mm
1981-2014,Observed,Historical,465004,1995,OK,Rx5day,253.7,mm
1981-2014,Observed,Historical,465004,1995,OK,SDII,9.256578947368421,mm day-1
1981-2014,Observed,Historical,465004,1996,OK,CDD,32.0,days
1981-2014,Observed,Historical,465004,1996,OK,CWD,33.0,days
1981-2014,Observed,Historical,465004,1996,OK,PRCPTOT,2233.6000000000004,mm
1981-2014,Observed,Historical,465004,1996,OK,R10mm,66.0,days
1981-2014,Observed,Historical,465004,1996,OK,R20mm,29.0,days
1981-2014,Observed,Historical,465004,1996,OK,R50mm,5.0,days
1981-2014,Observed,Historical,465004,1996,OK,R95p,583.7,mm
1981-2014,Observed,Historical,465004,1996,OK,R99p,93.1,mm
1981-2014,Observed,Historical,465004,1996,OK,Rx1day,93.1,mm
1981-2014,Observed,Historical,465004,1996,OK,Rx5day,305.79999999999995,mm
1981-2014,Observed,Historical,465004,1996,OK,SDII,9.006451612903227,mm day-1
1981-2014,Observed,Historical,465004,1997,OK,CDD,22.0,days
1981-2014,Observed,Historical,465004,1997,OK,CWD,22.0,days
1981-2014,Observed,Historical,465004,1997,OK,PRCPTOT,1959.6999999999998,mm
1981-2014,Observed,Historical,465004,1997,OK,R10mm,59.0,days
1981-2014,Observed,Historical,465004,1997,OK,R20mm,27.0,days
1981-2014,Observed,Historical,465004,1997,OK,R50mm,3.0,days
1981-2014,Observed,Historical,465004,1997,OK,R95p,313.09999999999997,mm
1981-2014,Observed,Historical,465004,1997,OK,R99p,101.0,mm
1981-2014,Observed,Historical,465004,1997,OK,Rx1day,101.0,mm
1981-2014,Observed,Historical,465004,1997,OK,Rx5day,233.6,mm
1981-2014,Observed,Historical,465004,1997,OK,SDII,8.827477477477476,mm day-1
1981-2014,Observed,Historical,465004,1998,OK,CDD,37.0,days
1981-2014,Observed,Historical,465004,1998,OK,CWD,31.0,days
1981-2014,Observed,Historical,465004,1998,OK,PRCPTOT,2089.4,mm
1981-2014,Observed,Historical,465004,1998,OK,R10mm,61.0,days
1981-2014,Observed,Historical,465004,1998,OK,R20mm,21.0,days
1981-2014,Observed,Historical,465004,1998,OK,R50mm,5.0,days
1981-2014,Observed,Historical,465004,1998,OK,R95p,752.8,mm
1981-2014,Observed,Historical,465004,1998,OK,R99p,292.20000000000005,mm
1981-2014,Observed,Historical,465004,1998,OK,Rx1day,215.8,mm
1981-2014,Observed,Historical,465004,1998,OK,Rx5day,288.5,mm
1981-2014,Observed,Historical,465004,1998,OK,SDII,9.628571428571428,mm day-1
1981-2014,Observed,Historical,465004,1999,OK,CDD,11.0,days
1981-2014,Observed,Historical,465004,1999,OK,CWD,51.0,days
1981-2014,Observed,Historical,465004,1999,OK,PRCPTOT,2484.3999999999996,mm
1981-2014,Observed,Historical,465004,1999,OK,R10mm,64.0,days
1981-2014,Observed,Historical,465004,1999,OK,R20mm,36.0,days
1981-2014,Observed,Historical,465004,1999,OK,R50mm,6.0,days
1981-2014,Observed,Historical,465004,1999,OK,R95p,888.5999999999999,mm
1981-2014,Observed,Historical,465004,1999,OK,R99p,433.6,mm
1981-2014,Observed,Historical,465004,1999,OK,Rx1day,230.9,mm
1981-2014,Observed,Historical,465004,1999,OK,Rx5day,370.4,mm
1981-2014,Observed,Historical,465004,1999,OK,SDII,9.518773946360152,mm day-1
1981-2014,Observed,Historical,465004,2000,OK,CDD,13.0,days
1981-2014,Observed,Historical,465004,2000,OK,CWD,45.0,days
1981-2014,Observed,Historical,465004,2000,OK,PRCPTOT,2769.6000000000004,mm
1981-2014,Observed,Historical,465004,2000,OK,R10mm,67.0,days
1981-2014,Observed,Historical,465004,2000,OK,R20mm,37.0,days
1981-2014,Observed,Historical,465004,2000,OK,R50mm,10.0,days
1981-2014,Observed,Historical,465004,2000,OK,R95p,1176.9,mm
1981-2014,Observed,Historical,465004,2000,OK,R99p,603.5999999999999,mm
1981-2014,Observed,Historical,465004,2000,OK,Rx1day,214.7,mm
1981-2014,Observed,Historical,465004,2000,OK,Rx5day,440.09999999999997,mm
1981-2014,Observed,Historical,465004,2000,OK,SDII,10.734883720930235,mm day-1
1981-2014,Observed,Historical,465004,2001,OK,CDD,19.0,days
1981-2014,Observed,Historical,465004,2001,OK,CWD,49.0,days
1981-2014,Observed,Historical,465004,2001,OK,PRCPTOT,2121.8,mm
1981-2014,Observed,Historical,465004,2001,OK,R10mm,59.0,days
1981-2014,Observed,Historical,465004,2001,OK,R20mm,29.0,days
1981-2014,Observed,Historical,465004,2001,OK,R50mm,7.0,days
1981-2014,Observed,Historical,465004,2001,OK,R95p,520.7,mm
1981-2014,Observed,Historical,465004,2001,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465004,2001,OK,Rx1day,68.5,mm
1981-2014,Observed,Historical,465004,2001,OK,Rx5day,160.8,mm
1981-2014,Observed,Historical,465004,2001,OK,SDII,8.590283400809717,mm day-1
1981-2014,Observed,Historical,465004,2002,OK,CDD,39.0,days
1981-2014,Observed,Historical,465004,2002,OK,CWD,27.0,days
1981-2014,Observed,Historical,465004,2002,OK,PRCPTOT,2085.8999999999996,mm
1981-2014,Observed,Historical,465004,2002,OK,R10mm,49.0,days
1981-2014,Observed,Historical,465004,2002,OK,R20mm,22.0,days
1981-2014,Observed,Historical,465004,2002,OK,R50mm,8.0,days
1981-2014,Observed,Historical,465004,2002,OK,R95p,807.5,mm
1981-2014,Observed,Historical,465004,2002,OK,R99p,428.1,mm
1981-2014,Observed,Historical,465004,2002,OK,Rx1day,244.1,mm
1981-2014,Observed,Historical,465004,2002,OK,Rx5day,353.40000000000003,mm
1981-2014,Observed,Historical,465004,2002,OK,SDII,9.188986784140967,mm day-1
1981-2014,Observed,Historical,465004,2003,OK,CDD,22.0,days
1981-2014,Observed,Historical,465004,2003,OK,CWD,43.0,days
1981-2014,Observed,Historical,465004,2003,OK,PRCPTOT,2240.3999999999996,mm
1981-2014,Observed,Historical,465004,2003,OK,R10mm,61.0,days
1981-2014,Observed,Historical,465004,2003,OK,R20mm,29.0,days
1981-2014,Observed,Historical,465004,2003,OK,R50mm,7.0,days
1981-2014,Observed,Historical,465004,2003,OK,R95p,844.4000000000001,mm
1981-2014,Observed,Historical,465004,2003,OK,R99p,258.79999999999995,mm
1981-2014,Observed,Historical,465004,2003,OK,Rx1day,144.2,mm
1981-2014,Observed,Historical,465004,2003,OK,Rx5day,252.0,mm
1981-2014,Observed,Historical,465004,2003,OK,SDII,10.046636771300447,mm day-1
1981-2014,Observed,Historical,465004,2004,OK,CDD,21.0,days
1981-2014,Observed,Historical,465004,2004,OK,CWD,24.0,days
1981-2014,Observed,Historical,465004,2004,OK,PRCPTOT,1570.9999999999998,mm
1981-2014,Observed,Historical,465004,2004,OK,R10mm,51.0,days
1981-2014,Observed,Historical,465004,2004,OK,R20mm,15.0,days
1981-2014,Observed,Historical,465004,2004,OK,R50mm,2.0,days
1981-2014,Observed,Historical,465004,2004,OK,R95p,326.1,mm
1981-2014,Observed,Historical,465004,2004,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465004,2004,OK,Rx1day,67.3,mm
1981-2014,Observed,Historical,465004,2004,OK,Rx5day,143.4,mm
1981-2014,Observed,Historical,465004,2004,OK,SDII,7.2396313364055285,mm day-1
1981-2014,Observed,Historical,465004,2005,OK,CDD,51.0,days
1981-2014,Observed,Historical,465004,2005,OK,CWD,17.0,days
1981-2014,Observed,Historical,465004,2005,OK,PRCPTOT,2950.0,mm
1981-2014,Observed,Historical,465004,2005,OK,R10mm,70.0,days
1981-2014,Observed,Historical,465004,2005,OK,R20mm,45.0,days
1981-2014,Observed,Historical,465004,2005,OK,R50mm,18.0,days
1981-2014,Observed,Historical,465004,2005,OK,R95p,1703.8999999999999,mm
1981-2014,Observed,Historical,465004,2005,OK,R99p,938.0,mm
1981-2014,Observed,Historical,465004,2005,OK,Rx1day,205.0,mm
1981-2014,Observed,Historical,465004,2005,OK,Rx5day,410.8,mm
1981-2014,Observed,Historical,465004,2005,OK,SDII,22.519083969465647,mm day-1
1981-2014,Observed,Historical,465004,2006,OK,CDD,20.0,days
1981-2014,Observed,Historical,465004,2006,OK,CWD,14.0,days
1981-2014,Observed,Historical,465004,2006,OK,PRCPTOT,2545.3,mm
1981-2014,Observed,Historical,465004,2006,OK,R10mm,85.0,days
1981-2014,Observed,Historical,465004,2006,OK,R20mm,44.0,days
1981-2014,Observed,Historical,465004,2006,OK,R50mm,7.0,days
1981-2014,Observed,Historical,465004,2006,OK,R95p,856.0,mm
1981-2014,Observed,Historical,465004,2006,OK,R99p,169.0,mm
1981-2014,Observed,Historical,465004,2006,OK,Rx1day,85.0,mm
1981-2014,Observed,Historical,465004,2006,OK,Rx5day,253.8,mm
1981-2014,Observed,Historical,465004,2006,OK,SDII,14.97235294117647,mm day-1
1981-2014,Observed,Historical,465004,2007,OK,CDD,55.0,days
1981-2014,Observed,Historical,465004,2007,OK,CWD,4.0,days
1981-2014,Observed,Historical,465004,2007,OK,PRCPTOT,1022.9,mm
1981-2014,Observed,Historical,465004,2007,OK,R10mm,34.0,days
1981-2014,Observed,Historical,465004,2007,OK,R20mm,24.0,days
1981-2014,Observed,Historical,465004,2007,OK,R50mm,2.0,days
1981-2014,Observed,Historical,465004,2007,OK,R95p,335.0,mm
1981-2014,Observed,Historical,465004,2007,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465004,2007,OK,Rx1day,71.6,mm
1981-2014,Observed,Historical,465004,2007,OK,Rx5day,199.6,mm
1981-2014,Observed,Historical,465004,2007,OK,SDII,18.598181818181818,mm day-1
1981-2014,Observed,Historical,465004,2008,OK,CDD,95.0,days
1981-2014,Observed,Historical,465004,2008,OK,CWD,26.0,days
1981-2014,Observed,Historical,465004,2008,OK,PRCPTOT,616.1000000000001,mm
1981-2014,Observed,Historical,465004,2008,OK,R10mm,20.0,days
1981-2014,Observed,Historical,465004,2008,OK,R20mm,12.0,days
1981-2014,Observed,Historical,465004,2008,OK,R50mm,1.0,days
1981-2014,Observed,Historical,465004,2008,OK,R95p,141.0,mm
1981-2014,Observed,Historical,465004,2008,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465004,2008,OK,Rx1day,58.1,mm
1981-2014,Observed,Historical,465004,2008,OK,Rx5day,91.20000000000002,mm
1981-2014,Observed,Historical,465004,2008,OK,SDII,10.442372881355935,mm day-1
1981-2014,Observed,Historical,465004,2009,OK,CDD,59.0,days
1981-2014,Observed,Historical,465004,2009,OK,CWD,19.0,days
1981-2014,Observed,Historical,465004,2009,OK,PRCPTOT,430.3,mm
1981-2014,Observed,Historical,465004,2009,OK,R10mm,15.0,days
1981-2014,Observed,Historical,465004,2009,OK,R20mm,5.0,days
1981-2014,Observed,Historical,465004,2009,OK,R50mm,0.0,days
1981-2014,Observed,Historical,465004,2009,OK,R95p,0.0,mm
1981-2014,Observed,Historical,465004,2009,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465004,2009,OK,Rx1day,31.0,mm
1981-2014,Observed,Historical,465004,2009,OK,Rx5day,79.4,mm
1981-2014,Observed,Historical,465004,2009,OK,SDII,7.293220338983051,mm day-1
1981-2014,Observed,Historical,465004,2010,OK,CDD,68.0,days
1981-2014,Observed,Historical,465004,2010,OK,CWD,15.0,days
1981-2014,Observed,Historical,465004,2010,OK,PRCPTOT,568.9000000000001,mm
1981-2014,Observed,Historical,465004,2010,OK,R10mm,19.0,days
1981-2014,Observed,Historical,465004,2010,OK,R20mm,5.0,days
1981-2014,Observed,Historical,465004,2010,OK,R50mm,0.0,days
1981-2014,Observed,Historical,465004,2010,OK,R95p,0.0,mm
1981-2014,Observed,Historical,465004,2010,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465004,2010,OK,Rx1day,33.6,mm
1981-2014,Observed,Historical,465004,2010,OK,Rx5day,107.80000000000001,mm
1981-2014,Observed,Historical,465004,2010,OK,SDII,6.183695652173914,mm day-1
1981-2014,Observed,Historical,465004,2011,OK,CDD,68.0,days
1981-2014,Observed,Historical,465004,2011,OK,CWD,5.0,days
1981-2014,Observed,Historical,465004,2011,OK,PRCPTOT,559.2,mm
1981-2014,Observed,Historical,465004,2011,OK,R10mm,26.0,days
1981-2014,Observed,Historical,465004,2011,OK,R20mm,13.0,days
1981-2014,Observed,Historical,465004,2011,OK,R50mm,1.0,days
1981-2014,Observed,Historical,465004,2011,OK,R95p,90.7,mm
1981-2014,Observed,Historical,465004,2011,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465004,2011,OK,Rx1day,50.1,mm
1981-2014,Observed,Historical,465004,2011,OK,Rx5day,103.10000000000001,mm
1981-2014,Observed,Historical,465004,2011,OK,SDII,15.113513513513515,mm day-1
1981-2014,Observed,Historical,465004,2012,OK,CDD,97.0,days
1981-2014,Observed,Historical,465004,2012,OK,CWD,6.0,days
1981-2014,Observed,Historical,465004,2012,OK,PRCPTOT,782.9000000000001,mm
1981-2014,Observed,Historical,465004,2012,OK,R10mm,32.0,days
1981-2014,Observed,Historical,465004,2012,OK,R20mm,15.0,days
1981-2014,Observed,Historical,465004,2012,OK,R50mm,0.0,days
1981-2014,Observed,Historical,465004,2012,OK,R95p,39.0,mm
1981-2014,Observed,Historical,465004,2012,OK,R99p,0.0,mm
1981-2014,Observed,Historical,465004,2012,OK,Rx1day,39.0,mm
1981-2014,Observed,Historical,465004,2012,OK,Rx5day,79.6,mm
1981-2014,Observed,Historical,465004,2012,OK,SDII,13.980357142857144,mm day-1
1981-2014,Observed,Historical,465004,2013,OK,CDD,102.0,days
1981-2014,Observed,Historical,465004,2013,OK,CWD,7.0,days
1981-2014,Observed,Historical,465004,2013,OK,PRCPTOT,752.5,mm
1981-2014,Observed,Historical,465004,2013,OK,R10mm,34.0,days
1981-2014,Observed,Historical,465004,2013,OK,R20mm,8.0,days
1981-2014,Observed,Historical,465004,2013,OK,R50mm,1.0,days
1981-2014,Observed,Historical,465004,2013,OK,R95p,174.5,mm
1981-2014,Observed,Historical,465004,2013,OK,R99p,80.5,mm
1981-2014,Observed,Historical,465004,2013,OK,Rx1day,80.5,mm
1981-2014,Observed,Historical,465004,2013,OK,Rx5day,136.5,mm
1981-2014,Observed,Historical,465004,2013,OK,SDII,12.754237288135593,mm day-1
1981-2014,Observed,Historical,465004,2014,OK,CDD,125.0,days
1981-2014,Observed,Historical,465004,2014,OK,CWD,5.0,days
