Period,Model,Scenario,Station,Index,Unit,Sen_slope_unit,StartYear,EndYear,N,S,Var_S,Var_S_adj_YueWang2004,Z_MK,p_MK,Trend_MK,Significant_MK,Z_MMK2004,p_MMK2004,Trend_MMK2004,Significant_MMK2004,Kendall_tau,Sen_slope,Sen_CI95_low,Sen_CI95_high,n_over_nstar,n_effective,ESS_lags_used,ESS_weighted_rho_sum,MMK_rho1,MK_status,MMK_status,MK_MMK_same_conclusion,MK_p_FDR_BH,MK_significant_FDR_BH
1981-2014,Observed,Historical,351201,R50mm,days,days year-1,1981,2014,34,-30.0,4400.0,664.4608440209205,-0.4371914496377572,0.6619725101343814,No significant trend,False,-1.1250279215636927,0.2605772026049269,No significant trend,False,-0.053475935828877,0.0,-0.0769230769230769,0.0526315789473684,0.1510138281865728,225.14494472647945,33,-0.4244930859067136,-0.1679085763416207,OK,FACTOR_LT_ONE,True,0.926026584186202,False
1981-2014,Observed,Historical,351001,R95p,mm,mm year-1,1981,2014,34,-83.0,4550.333333333333,339.3186653633643,-1.215604352507741,0.2241356753257077,No significant trend,False,-4.451536895969814,8.525787998354558e-06,Decreasing,True,-0.1479500891265597,-2.273333333333331,-8.06666666666667,2.333333333333333,0.074570067840458,455.9470171428927,33,-0.462714966079771,-0.2774778918586323,OK,FACTOR_LT_ONE,False,0.58275275584684,False
1981-2014,Observed,Historical,351002,R95p,mm,mm year-1,1981,2014,34,66.0,4549.333333333333,1490.8086632591026,0.9636947145911056,0.3351990049886287,No significant trend,False,1.6834584532623793,0.0922863757391533,No significant trend,False,0.1176470588235294,2.263157894736842,-2.75,10.365000000000002,0.3276982700598848,103.75398073900942,33,-0.3361508649700576,0.1240508274930113,OK,FACTOR_LT_ONE,True,0.7489602767714673,False
1981-2014,Observed,Historical,351003,R95p,mm,mm year-1,1981,2014,34,-205.0,4533.666666666667,1993.8951804482265,-3.029740096052581,0.0024476427010192,Decreasing,True,-4.5685565563553405,4.910945611441494e-06,Decreasing,True,-0.3654188948306595,-13.400000000000093,-18.074074074074076,-6.409090909090909,0.4397974811664347,77.30830997445666,33,-0.2801012594167826,0.2624174499957331,OK,FACTOR_LT_ONE,True,0.0324093579191681,True
1981-2014,Observed,Historical,351004,R95p,mm,mm year-1,1981,2014,34,77.0,4550.333333333333,779.8806566012436,1.1266576925681495,0.2598872365092252,No significant trend,False,2.7214447257649006,0.0064997253891368,Increasing,True,0.1372549019607843,3.252631578947369,-3.8625000000000007,8.293333333333333,0.171389786081879,198.37821597931736,33,-0.4143051069590605,0.0851571890691007,OK,FACTOR_LT_ONE,False,0.6298961834037153,False
1981-2014,Observed,Historical,351005,R95p,mm,mm year-1,1981,2014,34,-90.0,4546.666666666667,564.9953988624256,-1.3199073547866689,0.1868659517140197,No significant trend,False,-3.7442733869891343,0.0001809165795449,Decreasing,True,-0.160427807486631,-5.100000000000023,-12.191666666666665,2.8272727272727294,0.124265850189683,273.6069479112837,33,-0.4378670749051584,0.026332700482327,OK,FACTOR_LT_ONE,False,0.5563435580857352,False
1981-2014,Observed,Historical,351006,R95p,mm,mm year-1,1981,2014,34,121.0,4550.333333333333,5334.221455592549,1.7789331987918156,0.0752507144724836,No significant trend,False,1.6430308770575477,0.1003765449350701,No significant trend,False,0.2156862745098039,5.000000000000004,-0.9749999999999944,12.706666666666656,1.1722704832450113,29.003545244850976,33,0.0861352416225056,0.2948561776039136,OK,OK,True,0.29891256026569873,False
1981-2014,Observed,Historical,351007,R95p,mm,mm year-1,1981,2014,34,159.0,4550.333333333333,6634.181777771345,2.3422620450758904,0.0191672520432151,Increasing,True,1.939828802400565,0.0524004990383244,No significant trend,False,0.2834224598930481,9.7,0.6333333333333321,22.575,1.457955119281667,23.320333767716917,33,0.2289775596408335,0.4525510648312749,OK,OK,False,0.12458713828089815,False
1981-2014,Observed,Historical,351008,R95p,mm,mm year-1,1981,2014,34,121.0,4550.333333333333,1015.8959108290086,1.7789331987918156,0.0752507144724836,No significant trend,False,3.7649276941361727,0.0001665972838529,Increasing,True,0.2156862745098039,5.511764705882351,-0.4599999999999994,12.15,0.2232574706971669,152.2905365443229,33,-0.3883712646514165,0.2822145947405045,OK,FACTOR_LT_ONE,False,0.29891256026569873,False
1981-2014,Observed,Historical,351009,R95p,mm,mm year-1,1981,2014,34,-1.0,4550.333333333333,440.9257652866248,0.0,1.0,No significant trend,False,0.0,1.0,No significant trend,False,-0.0017825311942959,-0.0277777777777769,-2.8529411764705883,2.583333333333332,0.0968996627250659,350.87841426722446,33,-0.451550168637467,-0.3489810607699922,OK,FACTOR_LT_ONE,True,1.0,False
1981-2014,Observed,Historical,351010,R95p,mm,mm year-1,1981,2014,34,-43.0,4550.333333333333,635.6271601649399,-0.6226266195771354,0.5335299141597474,No significant trend,False,-1.665896697700563,0.0957339914840209,No significant trend,False,-0.0766488413547237,-1.046153846153848,-4.869999999999993,2.566666666666682,0.1396880434030342,243.39950057072295,33,-0.4301559782984829,0.0759494610212758,OK,FACTOR_LT_ONE,True,0.8477197524982653,False
1981-2014,Observed,Historical,351011,R95p,mm,mm year-1,1981,2014,34,37.0,4550.333333333333,634.9972516215208,0.5336799596375447,0.5935629766221353,No significant trend,False,1.4286195138853337,0.15311362236391,No significant trend,False,0.0659536541889483,1.8833333333333355,-6.182352941176468,9.991666666666667,0.139549612106407,243.64094952893805,33,-0.4302251939467965,-0.0118692865431389,OK,FACTOR_LT_ONE,True,0.8487950565696535,False
1981-2014,Observed,Historical,351012,R95p,mm,mm year-1,1981,2014,34,-15.0,4550.333333333333,715.1059308464424,-0.2075422065257118,0.8355864341125854,No significant trend,False,-0.5235315339260089,0.6006044126355788,No significant trend,False,-0.0267379679144385,-1.063636363636373,-7.373333333333331,6.730434782608692,0.1571546254881933,216.3474342188823,33,-0.4214226872559033,-0.2179298623859736,OK,FACTOR_LT_ONE,True,0.9483242863341247,False
1981-2014,Observed,Historical,351201,R95p,mm,mm year-1,1981,2014,34,-37.0,4550.333333333333,1144.3345621327633,-0.5336799596375447,0.5935629766221353,No significant trend,False,-1.0642067108399973,0.2872350676021994,No significant trend,False,-0.0659536541889483,-1.5,-7.270000000000001,4.989473684210524,0.2514836778549769,135.19764101591824,33,-0.3742581610725115,-0.2768757414924567,OK,FACTOR_LT_ONE,True,0.8487950565696535,False
1981-2014,Observed,Historical,351001,R99p,mm,mm year-1,1981,2014,34,-44.0,4216.666666666667,514.6590878180745,-0.6621918330177555,0.5078482875902075,No significant trend,False,-1.8954338514005464,0.0580349475256722,No significant trend,False,-0.0784313725490196,0.0,-3.65625,-0.0,0.122053538612982,278.5662782609699,33,-0.4389732306935089,-0.3014203647375199,OK,FACTOR_LT_ONE,True,0.8477197524982653,False
1981-2014,Observed,Historical,351002,R99p,mm,mm year-1,1981,2014,34,80.0,3853.3333333333335,2582.981931089508,1.2726494718502388,0.2031424550548847,No significant trend,False,1.554412955216386,0.1200859449558277,No significant trend,False,0.142602495543672,0.0,-0.0,3.417391304347826,0.6703240305595608,50.72173821907906,33,-0.1648379847202196,0.0040257102251011,OK,FACTOR_LT_ONE,True,0.558641751400933,False
1981-2014,Observed,Historical,351003,R99p,mm,mm year-1,1981,2014,34,-191.0,4337.666666666667,612.7240337886401,-2.884865124054372,0.0039158138525313,Decreasing,True,-7.675755688466671,1.6444628462378823e-14,Decreasing,True,-0.3404634581105169,-4.760869565217392,-8.082352941176472,-0.0,0.1412565973538707,240.69672239679164,33,-0.4293717013230646,0.0322223277376921,OK,FACTOR_LT_ONE,True,0.03999724149371257,True
1981-2014,Observed,Historical,351004,R99p,mm,mm year-1,1981,2014,34,101.0,3961.0,1496.9828596398215,1.588903708917906,0.112082133719622,No significant trend,False,2.584589562386127,0.0097494979486164,Increasing,True,0.1800356506238859,0.0,-0.0,4.9,0.3779305376520629,89.96362191642126,33,-0.3110347311739685,0.1160674292614596,OK,FACTOR_LT_ONE,False,0.39092061272941336,False
1981-2014,Observed,Historical,351005,R99p,mm,mm year-1,1981,2014,34,-30.0,4216.666666666667,475.9904385196697,-0.4465944920352305,0.6551678732125135,No significant trend,False,-1.3292261709364026,0.1837733632813578,No significant trend,False,-0.053475935828877,0.0,-2.919999999999999,0.1115384615384612,0.1128831079493287,301.1965263683385,33,-0.4435584460253356,0.106760332773627,OK,FACTOR_LT_ONE,True,0.926026584186202,False
1981-2014,Observed,Historical,351006,R99p,mm,mm year-1,1981,2014,34,151.0,3961.0,8823.453835094708,2.383355563376859,0.0171556152116687,Increasing,True,1.5968787811993472,0.1102927304879444,No significant trend,False,0.2691622103386809,0.3095238095238095,-0.0,5.185714285714285,2.227582387047389,15.263184067937546,33,0.6137911935236946,0.3956693957613142,OK,OK,False,0.11682157025088687,False
1981-2014,Observed,Historical,351007,R99p,mm,mm year-1,1981,2014,34,229.0,3453.6666666666665,8637.028508143436,3.87966866807428,0.0001045988487747,Increasing,True,2.4533113635728507,0.0141547758074032,Increasing,True,0.4081996434937611,2.8400000000000003,-0.0,11.385714285714284,2.500828638589934,13.595493699708486,33,0.7504143192949672,0.4949669334064593,OK,OK,True,0.0049858784582607,True
1981-2014,Observed,Historical,351008,R99p,mm,mm year-1,1981,2014,34,89.0,4384.333333333333,1197.9540589629178,1.329018080964343,0.1838420047176558,No significant trend,False,2.542509535977187,0.0110059597952811,Increasing,True,0.1586452762923351,1.792857142857143,-0.0,6.274999999999999,0.2732351689263859,124.43493322472033,33,-0.363382415536807,0.1806873021908793,OK,FACTOR_LT_ONE,False,0.5563435580857352,False
1981-2014,Observed,Historical,351009,R99p,mm,mm year-1,1981,2014,34,10.0,4522.0,1138.8116174429872,0.1338373196427154,0.8935312158519928,No significant trend,False,0.2666960386584524,0.7897032041791107,No significant trend,False,0.017825311942959,0.0,-1.5125,2.0199999999999987,0.2518380401244996,135.0074038981229,33,-0.3740809799377502,-0.2616517411338839,OK,FACTOR_LT_ONE,True,0.9538843188808157,False
1981-2014,Observed,Historical,351010,R99p,mm,mm year-1,1981,2014,34,58.0,4506.0,940.5805872535676,0.8491399267374962,0.3958034357526383,No significant trend,False,1.858561130364596,0.0630893709527491,No significant trend,False,0.1033868092691622,0.5333333333333327,-1.1722222222222225,2.57,0.2087395888268015,162.88237507361853,33,-0.3956302055865992,-0.0593973548919026,OK,FACTOR_LT_ONE,True,0.7994980063807211,False
1981-2014,Observed,Historical,351011,R99p,mm,mm year-1,1981,2014,34,-11.0,3961.0,557.1138035542726,-0.1588903708917906,0.8737552472336789,No significant trend,False,-0.4236703196791209,0.6718062637255338,No significant trend,False,-0.0196078431372549,0.0,-0.0,-0.0,0.1406497863050423,241.73516997928843,33,-0.4296751068474788,0.0235002908887381,OK,FACTOR_LT_ONE,True,0.9538843188808157,False
1981-2014,Observed,Historical,351012,R99p,mm,mm year-1,1981,2014,34,16.0,4142.0,808.0325461532298,0.2330699117774614,0.8157071184783994,No significant trend,False,0.5276875310561948,0.5977162289591227,No significant trend,False,0.0285204991087344,0.0,-0.7666666666666667,1.4159999999999997,0.1950827006647102,174.28505902445957,33,-0.4024586496676449,-0.222098424513404,OK,FACTOR_LT_ONE,True,0.9473550786829261,False
1981-2014,Observed,Historical,351201,R99p,mm,mm year-1,1981,2014,34,28.0,4142.0,750.7313447835229,0.4195258411994305,0.6748318731980103,No significant trend,False,0.98542026593085,0.3244176790565665,No significant trend,False,0.0499108734402852,0.0,-0.0,3.1153846153846154,0.1812485139506332,187.5877449084112,33,-0.4093757430246834,-0.1483276745428288,OK,FACTOR_LT_ONE,True,0.9278938256472642,False
