Period,Model,Scenario,Station,Index,Unit,Sen_slope_unit,StartYear,EndYear,N,S,Var_S,Var_S_adj_YueWang2004,Z_MK,p_MK,Trend_MK,Significant_MK,Z_MMK2004,p_MMK2004,Trend_MMK2004,Significant_MMK2004,Kendall_tau,Sen_slope,Sen_CI95_low,Sen_CI95_high,n_over_nstar,n_effective,ESS_lags_used,ESS_weighted_rho_sum,MMK_rho1,MK_status,MMK_status,MK_MMK_same_conclusion,MK_p_FDR_BH,MK_significant_FDR_BH
1981-2014,Observed,Historical,351011,PRCPTOT,mm,mm year-1,1981,2014,34,43.0,4550.333333333333,647.7738968545874,0.6226266195771354,0.5335299141597474,No significant trend,False,1.6502037462336072,0.098901270885084,No significant trend,False,0.0766488413547237,3.892307692307668,-7.899999999999996,13.811111111111106,0.1423574603006199,238.8353931588926,33,-0.42882126984969,0.0541179500061783,OK,FACTOR_LT_ONE,True,0.8477197524982653,False
1981-2014,Observed,Historical,351012,PRCPTOT,mm,mm year-1,1981,2014,34,-77.0,4550.333333333333,741.4268686168961,-1.1266576925681495,0.2598872365092252,No significant trend,False,-2.7911259341921077,0.0052525031406368,Decreasing,True,-0.1372549019607843,-4.481818181818188,-13.316666666666665,3.519999999999982,0.1629390232108042,208.66701745236384,33,-0.4185304883945979,-0.3624307609158073,OK,FACTOR_LT_ONE,False,0.6298961834037153,False
1981-2014,Observed,Historical,351201,PRCPTOT,mm,mm year-1,1981,2014,34,-25.0,4550.333333333333,844.6885664123157,-0.3557866397583631,0.7220003552092338,No significant trend,False,-0.8257772878365265,0.4089304401621876,No significant trend,False,-0.0445632798573975,-0.6750000000000019,-7.340740740740743,5.686666666666634,0.185632239340484,183.15784004327872,33,-0.407183880329758,-0.1060209100309225,OK,FACTOR_LT_ONE,True,0.9418586066507527,False
1981-2014,Observed,Historical,351001,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-127.0,4550.333333333333,383.608087077899,-1.8678798587314065,0.0617788189001975,No significant trend,False,-6.433194293040086,1.2494976332763543e-10,Decreasing,True,-0.2263814616755793,-0.0545004826254829,-0.1252839752839752,0.0060699588477364,0.0843032936219835,403.30571368250696,33,-0.4578483531890082,-0.1177315295615855,OK,FACTOR_LT_ONE,False,0.2598344441978895,False
1981-2014,Observed,Historical,351002,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-49.0,4550.333333333333,450.8897729082906,-0.7115732795167262,0.4767290582884461,No significant trend,False,-2.260507982572423,0.0237897415673634,Decreasing,True,-0.0873440285204991,-0.0454030303030303,-0.219707406471183,0.1144945882650801,0.0990893940901671,343.1245120851323,33,-0.4504553029549164,0.2144502650609296,OK,FACTOR_LT_ONE,False,0.8416327819166393,False
1981-2014,Observed,Historical,351003,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-257.0,4550.333333333333,2317.0629863896297,-3.795057490755873,0.0001476092479808,Decreasing,True,-5.318278124836145,1.0475385883753953e-07,Decreasing,True,-0.4581105169340463,-0.3740150689564466,-0.4893258541145862,-0.1721028568013385,0.5092073078286492,66.77044786529491,33,-0.2453963460856753,0.3594077032372001,OK,FACTOR_LT_ONE,True,0.0052770306153136,True
1981-2014,Observed,Historical,351004,SDII,mm day-1,mm day-1 year-1,1981,2014,34,85.0,4550.333333333333,467.2023546037645,1.2452532391542708,0.2130386782884351,No significant trend,False,3.886214560639413,0.000101819521162,Increasing,True,0.1515151515151515,0.042218487394958,-0.0349358974358972,0.1168055555555553,0.1026743142488677,331.14416442644944,33,-0.4486628428755661,0.2750787002190709,OK,FACTOR_LT_ONE,False,0.5641579813934485,False
1981-2014,Observed,Historical,351005,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-147.0,4550.333333333333,1630.2575376429993,-2.164368725196709,0.030436062092645,Decreasing,True,-3.615969406025738,0.0002992257170058,Decreasing,True,-0.2620320855614973,-0.168940003903772,-0.2935819892473116,-0.0190358231707317,0.3582721128803017,94.89993437295344,33,-0.3208639435598491,0.3188067910855351,OK,FACTOR_LT_ONE,True,0.17207332692953367,False
1981-2014,Observed,Historical,351006,SDII,mm day-1,mm day-1 year-1,1981,2014,34,199.0,4550.333333333333,10806.29495415106,2.935239778006496,0.0033329003128445,Increasing,True,1.9047008763787563,0.0568189650259719,No significant trend,False,0.3547237076648841,0.0788724392891059,0.011828041633867,0.1997532861145829,2.374835899381231,14.316778691470338,33,0.6874179496906153,0.4849579726032198,OK,OK,False,0.037860876804938,True
1981-2014,Observed,Historical,351007,SDII,mm day-1,mm day-1 year-1,1981,2014,34,205.0,4550.333333333333,11943.73486900007,3.0241864379460863,0.0024930275322437,Increasing,True,1.866637946736668,0.0619521646761242,No significant trend,False,0.3654188948306595,0.0844987175197946,0.0170960931647409,0.2900896860986546,2.624804381144254,12.953346254770452,33,0.8124021905721271,0.6150581902426497,OK,OK,False,0.0324093579191681,True
1981-2014,Observed,Historical,351008,SDII,mm day-1,mm day-1 year-1,1981,2014,34,111.0,4550.333333333333,5347.027418893979,1.6306887655591642,0.1029560083082314,No significant trend,False,1.504307011034837,0.1325023346883493,No significant trend,False,0.1978609625668449,0.0335913978494624,-0.0079320660392139,0.0895319709953856,1.1750847744987136,28.9340826618269,33,0.0875423872493567,0.4604019029280428,OK,OK,True,0.36806772970192725,False
1981-2014,Observed,Historical,351009,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-55.0,4550.333333333333,157.46499424005165,-0.8005199394563169,0.4234096156862765,No significant trend,False,-4.30330124344994,1.6827180600698533e-05,Decreasing,True,-0.0980392156862745,-0.0088531395952257,-0.023416594889463,0.0098415242165242,0.0346051558655157,982.5125519484004,33,-0.4826974220672421,-0.3824121018399564,OK,FACTOR_LT_ONE,False,0.8073010005751672,False
1981-2014,Observed,Historical,351010,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-59.0,4550.333333333333,726.335420131318,-0.8598177127493775,0.3898895337647029,No significant trend,False,-2.152084808938603,0.0313906753772511,Decreasing,True,-0.1051693404634581,-0.007325179902546,-0.0243688239091418,0.0118865712668768,0.1596224643171895,213.00260051390893,33,-0.4201887678414052,-0.1521958737797521,OK,FACTOR_LT_ONE,False,0.7994980063807211,False
1981-2014,Observed,Historical,351011,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-1.0,4550.333333333333,1144.7414657549662,0.0,1.0,No significant trend,False,0.0,1.0,No significant trend,False,-0.0017825311942959,-0.0012169429385598,-0.1093149942960129,0.0955936199722608,0.2515731006713719,135.14958439222778,33,-0.374213449664314,0.0433949074185943,OK,FACTOR_LT_ONE,True,1.0,False
1981-2014,Observed,Historical,351012,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-37.0,4550.333333333333,1413.4029835556198,-0.5336799596375447,0.5935629766221353,No significant trend,False,-0.9575677233085804,0.3382807813398779,No significant trend,False,-0.0659536541889483,-0.0308009817045951,-0.1337918871252197,0.0788099574984824,0.3106152626669738,109.46017175097124,33,-0.3446923686665131,-0.2268932250638617,OK,FACTOR_LT_ONE,True,0.8487950565696535,False
1981-2014,Observed,Historical,351201,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-55.0,4550.333333333333,1227.8922921689414,-0.8005199394563169,0.4234096156862765,No significant trend,False,-1.5410389766610304,0.1233073001358687,No significant trend,False,-0.0980392156862745,-0.0200277093596059,-0.0841446923597028,0.0353028308097432,0.2698466688525986,125.99747902973816,33,-0.3650766655737006,-0.1634176031287184,OK,FACTOR_LT_ONE,True,0.8073010005751672,False
1981-2014,Observed,Historical,351001,Rx1day,mm,mm year-1,1981,2014,34,-10.0,4549.333333333333,288.62347420801746,-0.1334346527895376,0.8938496414687364,No significant trend,False,-0.529756976084177,0.5962804387342552,No significant trend,False,-0.017825311942959,-0.1300000000000011,-1.3761904761904764,1.0777777777777782,0.0634430262766744,535.9139056785584,33,-0.4682784868616628,-0.3259399254301989,OK,FACTOR_LT_ONE,True,0.9538843188808157,False
1981-2014,Observed,Historical,351002,Rx1day,mm,mm year-1,1981,2014,34,71.0,4550.333333333333,545.461562825651,1.037711032628559,0.2994046070393092,No significant trend,False,2.997201655313937,0.0027247041154134,Increasing,True,0.1265597147950089,0.4839999999999997,-0.4933333333333332,1.480000000000001,0.1198728802634937,283.6337954445098,33,-0.4400635598682531,0.0501210138918068,OK,FACTOR_LT_ONE,False,0.7018829312560855,False
1981-2014,Observed,Historical,351003,Rx1day,mm,mm year-1,1981,2014,34,-187.0,4550.333333333333,1468.823306594723,-2.757346458127314,0.005827257313377,Decreasing,True,-4.853199751310572,1.2148521445712937e-06,Decreasing,True,-0.3333333333333333,-2.226315789473684,-3.274074074074074,-0.8857142857142861,0.3227946611811713,105.3301187683436,33,-0.3386026694094143,0.1380351764426238,OK,FACTOR_LT_ONE,True,0.0555531863875274,False
1981-2014,Observed,Historical,351004,Rx1day,mm,mm year-1,1981,2014,34,141.0,4550.333333333333,646.6352905274243,2.075422065257118,0.037947434938444,Increasing,True,5.505519868467041,3.680804427330477e-08,Increasing,True,0.2513368983957219,1.3066666666666669,0.0708333333333331,2.296875,0.1421072354832813,239.25593854790063,33,-0.4289463822583593,-0.1306578698002459,OK,FACTOR_LT_ONE,True,0.19380297129276755,False
1981-2014,Observed,Historical,351005,Rx1day,mm,mm year-1,1981,2014,34,-43.0,4550.333333333333,611.4996489699013,-0.6226266195771354,0.5335299141597474,No significant trend,False,-1.6984438130633923,0.08942402882415,No significant trend,False,-0.0766488413547237,-0.3000000000000001,-1.1058823529411772,0.7625000000000002,0.1343856821412133,253.0031433279668,33,-0.4328071589293933,-0.0768614748742192,OK,FACTOR_LT_ONE,True,0.8477197524982653,False
1981-2014,Observed,Historical,351006,Rx1day,mm,mm year-1,1981,2014,34,175.0,4548.333333333333,7057.519593406953,2.5800201964321525,0.0098794537062688,Increasing,True,2.0712055540769776,0.0383395907913816,Increasing,True,0.3119429590017825,0.6700000000000003,0.1583333333333335,1.646153846153846,1.5516715852122287,21.911853206585384,33,0.2758357926061143,0.3201437943404681,OK,OK,True,0.07848677111091325,False
1981-2014,Observed,Historical,351007,Rx1day,mm,mm year-1,1981,2014,34,205.0,4550.333333333333,6562.56072695788,3.0241864379460863,0.0024930275322437,Increasing,True,2.518219020072647,0.0117949950754988,Increasing,True,0.3654188948306595,1.1111111111111112,0.2761904761904762,2.246153846153846,1.4422153820872934,23.57484216455408,33,0.2211076910436466,0.2563587925157614,OK,OK,True,0.0324093579191681,True
1981-2014,Observed,Historical,351008,Rx1day,mm,mm year-1,1981,2014,34,23.0,4548.333333333333,601.2084927441964,0.3262094501236054,0.7442658919687767,No significant trend,False,0.8972431004097402,0.3695892111124529,No significant trend,False,0.0409982174688057,0.230769230769231,-1.0454545454545452,1.25,0.1321821530401311,257.2208064251869,33,-0.4339089234799344,0.0956786603753045,OK,FACTOR_LT_ONE,True,0.9418586066507527,False
1981-2014,Observed,Historical,351009,Rx1day,mm,mm year-1,1981,2014,34,7.0,4548.333333333333,440.1516983395011,0.0889662136700742,0.9291087611981024,No significant trend,False,0.2859894808752313,0.7748861782793415,No significant trend,False,0.0124777183600713,0.0208333333333333,-0.2523809523809522,0.3400000000000002,0.0967720846477466,351.34098974679563,33,-0.4516139576761266,-0.1930586728625712,OK,FACTOR_LT_ONE,True,0.9627721221110771,False
1981-2014,Observed,Historical,351010,Rx1day,mm,mm year-1,1981,2014,34,23.0,4548.333333333333,445.7382878916665,0.3262094501236054,0.7442658919687767,No significant trend,False,1.0420359697923736,0.2973950026666642,No significant trend,False,0.0409982174688057,0.0444444444444444,-0.3115384615384616,0.3727272727272728,0.0980003564437522,346.9375136356208,33,-0.4509998217781238,-0.07348208677878,OK,FACTOR_LT_ONE,True,0.9418586066507527,False
1981-2014,Observed,Historical,351011,Rx1day,mm,mm year-1,1981,2014,34,-19.0,4550.333333333333,978.242462201524,-0.2668399798187723,0.7895923705025335,No significant trend,False,-0.5755051972956614,0.5649496766892113,No significant trend,False,-0.0338680926916221,-0.1551724137931034,-2.291666666666667,1.677777777777778,0.2149825937004301,158.1523388231964,33,-0.3925087031497849,0.0968662758838578,OK,FACTOR_LT_ONE,True,0.9460017274211586,False
1981-2014,Observed,Historical,351012,Rx1day,mm,mm year-1,1981,2014,34,-19.0,4550.333333333333,507.6673817584378,-0.2668399798187723,0.7895923705025335,No significant trend,False,-0.798882439559842,0.4243585822028338,No significant trend,False,-0.0338680926916221,-0.4375,-2.1599999999999997,1.4159999999999997,0.1115670753260064,304.7494065847809,33,-0.4442164623369968,-0.2942355753739463,OK,FACTOR_LT_ONE,True,0.9460017274211586,False
1981-2014,Observed,Historical,351201,Rx1day,mm,mm year-1,1981,2014,34,43.0,4550.333333333333,686.1711975835826,0.6226266195771354,0.5335299141597474,No significant trend,False,1.603367396445052,0.1088535647809366,No significant trend,False,0.0766488413547237,0.3074074074074073,-0.645454545454545,1.3062500000000004,0.1507958092997398,225.47045675796952,33,-0.4246020953501301,-0.1965953862357256,OK,FACTOR_LT_ONE,True,0.8477197524982653,False
1981-2014,Observed,Historical,351001,Rx5day,mm,mm year-1,1981,2014,34,-41.0,4550.333333333333,308.6939326374576,-0.5929777329306052,0.5531960543178076,No significant trend,False,-2.2766482959114254,0.0228072363807502,Decreasing,True,-0.0730837789661319,-0.7906250000000004,-3.37,1.7423076923076917,0.0678398504074699,501.180350425068,33,-0.466080074796265,-0.238847411269677,OK,FACTOR_LT_ONE,False,0.8487950565696535,False
1981-2014,Observed,Historical,351002,Rx5day,mm,mm year-1,1981,2014,34,104.0,4549.333333333333,1188.4791512178506,1.527085470813598,0.1267397593111309,No significant trend,False,2.987730640010497,0.0028105714040469,Increasing,True,0.1853832442067736,1.4095238095238103,-0.3000000000000019,3.6999999999999886,0.261242486346245,130.14728375742507,33,-0.3693787568268775,-0.0878167057332482,OK,FACTOR_LT_ONE,False,0.4119042177611755,False
1981-2014,Observed,Historical,351003,Rx5day,mm,mm year-1,1981,2014,34,-185.0,4550.333333333333,1249.2254168533582,-2.727697571480784,0.0063778051451552,Decreasing,True,-5.205919126373061,1.9303871034788466e-07,Decreasing,True,-0.3297682709447415,-2.271428571428572,-3.307142857142858,-0.610344827586207,0.2745349242224068,123.84580976828964,33,-0.3627325378887966,-0.0070862583837583,OK,FACTOR_LT_ONE,True,0.0570016334848246,False
1981-2014,Observed,Historical,351004,Rx5day,mm,mm year-1,1981,2014,34,60.0,4549.333333333333,721.9710691578533,0.8747382793980804,0.3817163268062443,No significant trend,False,2.195796630001774,0.0281065029896797,Increasing,True,0.106951871657754,0.6500000000000021,-1.0571428571428538,2.25,0.1586982127398564,214.24311851409428,33,-0.4206508936300718,0.0695580882473095,OK,FACTOR_LT_ONE,False,0.7994980063807211,False
1981-2014,Observed,Historical,351005,Rx5day,mm,mm year-1,1981,2014,34,-55.0,4550.333333333333,1243.2678371984891,-0.8005199394563169,0.4234096156862765,No significant trend,False,-1.5314802849906195,0.1256507352764959,No significant trend,False,-0.0980392156862745,-0.4846153846153844,-1.6000000000000003,0.9555555555555564,0.2732256619731498,124.43926296842945,33,-0.3633871690134251,0.1929751694781533,OK,FACTOR_LT_ONE,True,0.8073010005751672,False
1981-2014,Observed,Historical,351006,Rx5day,mm,mm year-1,1981,2014,34,117.0,4550.333333333333,5201.274108592013,1.719635425498755,0.0854987325135718,No significant trend,False,1.608433531219924,0.1077402628178959,No significant trend,False,0.2085561497326203,0.8076923076923077,-0.0833333333333333,2.491666666666667,1.1430534265457506,29.744891367629485,33,0.0715267132728752,-0.0031784159557186,OK,OK,True,0.32174523024844126,False
1981-2014,Observed,Historical,351007,Rx5day,mm,mm year-1,1981,2014,34,182.0,4549.333333333333,6756.5305146170585,2.6835191283229247,0.0072851807563705,Increasing,True,2.2019969019288737,0.0276655273098732,Increasing,True,0.3244206773618538,1.7000000000000028,0.4125000000000005,3.929411764705881,1.485169368687806,22.893011879204103,33,0.242584684343903,0.2411458070142623,OK,OK,True,0.06128122636241067,False
1981-2014,Observed,Historical,351008,Rx5day,mm,mm year-1,1981,2014,34,51.0,4550.333333333333,518.2943599094565,0.7412221661632564,0.4585587455246843,No significant trend,False,2.196249941343568,0.0280740585615327,Increasing,True,0.0909090909090909,0.764,-0.9499999999999992,2.6052631578947367,0.1139025038259738,298.50090084013385,33,-0.443048748087013,0.0010909218950726,OK,FACTOR_LT_ONE,False,0.8300493748105044,False
1981-2014,Observed,Historical,351009,Rx5day,mm,mm year-1,1981,2014,34,-23.0,4548.333333333333,820.8330138641081,-0.3262094501236054,0.7442658919687767,No significant trend,False,-0.7678833892858974,0.4425564667176729,No significant trend,False,-0.0409982174688057,-0.1166666666666665,-0.5642857142857137,0.5363636363636369,0.1804689660382795,188.39804286787017,33,-0.4097655169808602,-0.2128587610807182,OK,FACTOR_LT_ONE,True,0.9418586066507527,False
1981-2014,Observed,Historical,351010,Rx5day,mm,mm year-1,1981,2014,34,38.0,4549.333333333333,888.0988557656561,0.5485646836903216,0.5833042277380263,No significant trend,False,1.241569595784841,0.2143954054328666,No significant trend,False,0.0677361853832442,0.2199999999999988,-0.3857142857142861,0.9428571428571432,0.1952151646612667,174.16679723112742,33,-0.4023924176693666,-0.1996571810489933,OK,FACTOR_LT_ONE,True,0.8487950565696535,False
1981-2014,Observed,Historical,351011,Rx5day,mm,mm year-1,1981,2014,34,-13.0,4550.333333333333,1011.4148260336832,-0.1778933198791815,0.8588067571357121,No significant trend,False,-0.3773258753929168,0.7059314451274091,No significant trend,False,-0.0231729055258467,-0.2894736842105255,-3.75,2.611111111111111,0.2222726890411728,152.96526148429325,33,-0.3888636554794136,-0.032950948240506,OK,FACTOR_LT_ONE,True,0.9538843188808157,False
1981-2014,Observed,Historical,351012,Rx5day,mm,mm year-1,1981,2014,34,-61.0,4550.333333333333,583.4619637150266,-0.8894665993959078,0.3737523660718178,No significant trend,False,-2.483962160442024,0.0129929613527063,Decreasing,True,-0.1087344028520499,-1.364285714285715,-4.161538461538461,1.9500000000000013,0.1282240049186931,265.16095813384874,33,-0.4358879975406534,-0.4273349212533061,OK,FACTOR_LT_ONE,False,0.7977102738547752,False
1981-2014,Observed,Historical,351201,Rx5day,mm,mm year-1,1981,2014,34,5.0,4550.333333333333,640.1826844984128,0.0592977732930605,0.9527149346506576,No significant trend,False,0.1580913214669418,0.8743848390819182,No significant trend,False,0.0089126559714795,0.0473684210526311,-1.9642857142857144,2.0470588235294125,0.1406891841986109,241.66747567462036,33,-0.4296554079006945,-0.3339153740866329,OK,FACTOR_LT_ONE,True,0.9801311917629068,False
1981-2014,Observed,Historical,351001,CDD,days,days year-1,1981,2014,34,-86.0,4542.666666666667,914.5479374634128,-1.2611405518953347,0.207258212489077,No significant trend,False,-2.810707732137414,0.0049432666916303,Decreasing,True,-0.1532976827094474,-0.4166666666666667,-1.0,0.2857142857142857,0.2013240249772702,168.8819802000216,33,-0.3993379875113649,-0.1014679259251611,OK,FACTOR_LT_ONE,False,0.5592061204893964,False
1981-2014,Observed,Historical,351002,CDD,days,days year-1,1981,2014,34,-220.0,4547.333333333333,1418.6026876498763,-3.2476238310966226,0.001163730126675,Decreasing,True,-5.81451808540768,6.080881157681871e-09,Decreasing,True,-0.392156862745098,-1.5,-2.272727272727273,-0.625,0.311963646309165,108.98705795451887,33,-0.3440181768454174,-0.1634883387662604,OK,FACTOR_LT_ONE,True,0.023773344016360717,True
1981-2014,Observed,Historical,351003,CDD,days,days year-1,1981,2014,34,-270.0,4547.333333333333,510.8070334170968,-3.989090459200874,6.632712626782775e-05,Decreasing,True,-11.902106876154765,1.1539645433200867e-32,Decreasing,True,-0.481283422459893,-1.6666666666666667,-2.333333333333333,-1.0,0.1123311171566698,302.6765945234898,33,-0.443834441421665,-0.3510225416498408,OK,FACTOR_LT_ONE,True,0.004742389528149684,True
1981-2014,Observed,Historical,351004,CDD,days,days year-1,1981,2014,34,-105.0,4539.666666666667,317.58706315163425,-1.5435523266650517,0.1226968217573681,No significant trend,False,-5.835820667051022,5.352644385845037e-09,Decreasing,True,-0.1871657754010695,-0.5,-1.2222222222222223,0.1428571428571428,0.0699582340447098,486.0042633190376,33,-0.4650208829776451,-0.2051058177382153,OK,FACTOR_LT_ONE,False,0.4080382677047357,False
1981-2014,Observed,Historical,351005,CDD,days,days year-1,1981,2014,34,-198.0,4535.333333333333,746.8717250693679,-2.9252407869472687,0.003441897891358,Decreasing,True,-7.208472019073715,5.658319531750212e-13,Decreasing,True,-0.3529411764705882,-1.1666666666666667,-1.8235294117647056,-0.3636363636363636,0.1646784635607896,206.46294157006872,33,-0.4176607682196052,0.0035688143514061,OK,FACTOR_LT_ONE,True,0.037860876804938,True
1981-2014,Observed,Historical,351006,CDD,days,days year-1,1981,2014,34,137.0,4541.666666666667,1290.1054494768189,2.0180470166643514,0.0435863649206844,Increasing,True,3.786398361354242,0.0001528465724836,Increasing,True,0.2442067736185383,0.5333333333333333,-0.0,1.0,0.2840599154811344,119.69305821418538,33,-0.3579700422594328,-0.0835322355323696,OK,FACTOR_LT_ONE,True,0.20776167278859564,False
1981-2014,Observed,Historical,351007,CDD,days,days year-1,1981,2014,34,66.0,4535.333333333333,802.3212157835297,0.9651809703125506,0.3344541766584541,No significant trend,False,2.294770289630571,0.0217462921564386,Increasing,True,0.1176470588235294,0.1875,-0.25,0.6666666666666666,0.1769045749926936,192.19401194912135,33,-0.4115477125036532,-0.0986099891284054,OK,FACTOR_LT_ONE,False,0.7489602767714673,False
1981-2014,Observed,Historical,351008,CDD,days,days year-1,1981,2014,34,52.0,4529.333333333333,491.35823221484014,0.7577972664807282,0.4485723590626562,No significant trend,False,2.3007586198084704,0.0214052786171234,Increasing,True,0.0926916221033868,0.1428571428571428,-0.2692307692307692,0.5555555555555556,0.1084835661351575,313.41152592310686,33,-0.4457582169324212,-0.1704465255886634,OK,FACTOR_LT_ONE,False,0.8300493748105044,False
1981-2014,Observed,Historical,351009,CDD,days,days year-1,1981,2014,34,-20.0,4541.333333333333,463.89537916589,-0.2819433858289346,0.7779869213485003,No significant trend,False,-0.8821523140068032,0.3776944453081651,No significant trend,False,-0.035650623885918,-0.0666666666666666,-0.5555555555555556,0.4285714285714285,0.1021495990529705,332.8451635171767,33,-0.4489252004735147,-0.2466664908210489,OK,FACTOR_LT_ONE,True,0.9460017274211586,False
1981-2014,Observed,Historical,351010,CDD,days,days year-1,1981,2014,34,28.0,4540.666666666667,457.8575995519652,0.4006858017587138,0.6886514654753221,No significant trend,False,1.261823323540736,0.2070123676055306,No significant trend,False,0.0499108734402852,0.0869565217391304,-0.375,0.5454545454545454,0.1008348846465934,337.18489508034213,33,-0.4495825576767033,-0.1291427791772839,OK,FACTOR_LT_ONE,True,0.9378777101235338,False
1981-2014,Observed,Historical,351011,CDD,days,days year-1,1981,2014,34,23.0,4524.333333333333,689.9660657679281,0.3270735190498098,0.7436122800158824,No significant trend,False,0.8375462819253321,0.4022855732794501,No significant trend,False,0.0409982174688057,0.05,-0.3636363636363636,0.4666666666666667,0.1525011565095251,222.9491288997299,33,-0.4237494217452374,-0.0068375669204179,OK,FACTOR_LT_ONE,True,0.9418586066507527,False
1981-2014,Observed,Historical,351012,CDD,days,days year-1,1981,2014,34,30.0,4542.666666666667,656.5314232426513,0.4302714824113495,0.6669981690292224,No significant trend,False,1.1318014323621652,0.2577179254137817,No significant trend,False,0.053475935828877,0.1666666666666666,-0.4782608695652174,0.7777777777777778,0.1445255554540617,235.2525122161325,33,-0.4277372222729691,-0.1133237778159002,OK,FACTOR_LT_ONE,True,0.926026584186202,False
1981-2014,Observed,Historical,351201,CDD,days,days year-1,1981,2014,34,-58.0,4528.0,586.2357748176223,-0.8470745750458137,0.3969535556156028,No significant trend,False,-2.3541747477078263,0.0185638817589171,Decreasing,True,-0.1033868092691622,-0.2,-0.7222222222222222,0.25,0.1294690315409943,262.61106301111425,33,-0.4352654842295028,-0.0681643591173448,OK,FACTOR_LT_ONE,False,0.7994980063807211,False
1981-2014,Observed,Historical,351001,CWD,days,days year-1,1981,2014,34,46.0,4440.666666666667,440.81488552693145,0.6752870580124509,0.4994934047927293,No significant trend,False,2.1433070281129702,0.0320884528655359,Increasing,True,0.0819964349376114,0.0,-0.0625,0.1333333333333333,0.0992677268113492,342.5080949482647,33,-0.4503661365943254,-0.1268467945929398,OK,FACTOR_LT_ONE,False,0.8477197524982653,False
1981-2014,Observed,Historical,351002,CWD,days,days year-1,1981,2014,34,10.0,4444.0,940.5868905154788,0.1350067505062922,0.8926065370670344,No significant trend,False,0.2934560372937814,0.7691735981360044,No significant trend,False,0.017825311942959,0.0,-0.1428571428571428,0.1111111111111111,0.2116532156875514,160.6401296080083,33,-0.3941733921562242,0.3193999324417947,OK,FACTOR_LT_ONE,True,0.9538843188808157,False
1981-2014,Observed,Historical,351003,CWD,days,days year-1,1981,2014,34,239.0,4501.666666666667,13483.0948589165,3.547237689243718,0.0003892931994332,Increasing,True,2.0496615872723662,0.0403974659486403,Increasing,True,0.4260249554367201,0.625,0.2,2.909090909090909,2.995133993095113,11.351745891296524,33,0.9975669965475564,0.6404703447450437,OK,OK,True,0.010124982054913917,True
1981-2014,Observed,Historical,351004,CWD,days,days year-1,1981,2014,34,-47.0,4441.0,1441.1407386893884,-0.6902675305121568,0.4900259627534157,No significant trend,False,-1.21172657884663,0.2256170614244378,No significant trend,False,-0.0837789661319073,0.0,-0.1052631578947368,0.05,0.3245081600291349,104.77394465811712,33,-0.3377459199854325,0.0393434040712892,OK,FACTOR_LT_ONE,True,0.8477197524982653,False
1981-2014,Observed,Historical,351005,CWD,days,days year-1,1981,2014,34,145.0,4471.666666666667,6678.574281757151,2.15341523337929,0.0312860594417334,Increasing,True,1.7620596722395687,0.0780592159919359,No significant trend,False,0.2584670231729055,0.1428571428571428,-0.0,0.4,1.4935313339747631,22.76483875936848,33,0.2467656669873817,0.4402235156606364,OK,OK,False,0.17207332692953367,False
1981-2014,Observed,Historical,351006,CWD,days,days year-1,1981,2014,34,-155.0,4533.0,2161.320419194319,-2.28732491864989,0.0221768650671061,Decreasing,True,-3.3125400866479846,0.0009245287563923,Decreasing,True,-0.2762923351158645,-1.4444444444444444,-2.0588235294117645,-0.1666666666666666,0.4767969157719653,71.30918610274938,33,-0.2616015421140173,0.3769802628921736,OK,FACTOR_LT_ONE,True,0.13213715435817383,False
1981-2014,Observed,Historical,351007,CWD,days,days year-1,1981,2014,34,-142.0,4532.0,2642.9162103299795,-2.0944700863536303,0.0362181250988289,Decreasing,True,-2.742694371710213,0.0060937373230457,Decreasing,True,-0.2531194295900178,-1.5,-2.28,-0.0,0.5831677427912576,58.302264520433454,33,-0.2084161286043712,0.4204213799426584,OK,FACTOR_LT_ONE,True,0.19182192181972343,False
1981-2014,Observed,Historical,351008,CWD,days,days year-1,1981,2014,34,-43.0,4531.0,1727.1316921967236,-0.6239535490240119,0.5326580913500003,No significant trend,False,-1.010616916921115,0.3121998158724163,No significant trend,False,-0.0766488413547237,-0.1739130434782608,-0.9047619047619048,0.3157894736842105,0.3811811282711815,89.19644095237467,33,-0.3094094358644092,-0.0328262586944941,OK,FACTOR_LT_ONE,True,0.8477197524982653,False
