Period,Model,Scenario,Station,Index,Unit,Sen_slope_unit,StartYear,EndYear,N,S,Var_S,Var_S_adj_YueWang2004,Z_MK,p_MK,Trend_MK,Significant_MK,Z_MMK2004,p_MMK2004,Trend_MMK2004,Significant_MMK2004,Kendall_tau,Sen_slope,Sen_CI95_low,Sen_CI95_high,n_over_nstar,n_effective,ESS_lags_used,ESS_weighted_rho_sum,MMK_rho1,MK_status,MMK_status,MK_MMK_same_conclusion
1981-2014,Observed,Historical,465012,Rx5day,mm,mm year-1,1981,2014,34,66.0,4549.333333333333,2135.2870383379627,0.9636947145911055,0.33519900498862876,No significant trend,False,1.406647325287239,0.15953199241860982,No significant trend,False,0.11764705882352941,0.46315789473684194,-0.3250000000000002,1.8133333333333335,0.46936262566045495,72.43866073093811,33,-0.2653186871697725,0.019740571541622894,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465201,Rx5day,mm,mm year-1,1981,2014,34,-41.0,4550.333333333333,308.6939326374576,-0.5929777329306052,0.5531960543178076,No significant trend,False,-2.2766482959114254,0.02280723638075029,Decreasing,True,-0.07308377896613191,-0.7906250000000004,-3.3699999999999997,1.7423076923076917,0.06783985040746998,501.180350425068,33,-0.466080074796265,-0.23884741126967704,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,465001,CDD,days,days year-1,1981,2014,34,160.0,4544.666666666667,2145.5859506187635,2.3585555359013197,0.0183462144291641,Increasing,True,3.4326076493691047,0.0005978065094071608,Increasing,True,0.28520499108734404,0.7916666666666666,0.13333333333333333,1.4285714285714286,0.47211074166468314,72.01700151984365,33,-0.26394462916765843,0.05352430551549468,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465002,CDD,days,days year-1,1981,2014,34,186.0,4543.333333333333,2634.746988279467,2.7446339295414286,0.006057843023751602,Increasing,True,3.6041451250591527,0.0003131820365155327,Increasing,True,0.3315508021390374,1.0,0.2857142857142857,1.8636363636363635,0.5799149644048718,58.62928547617657,33,-0.21004251779756414,0.09042894563595005,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465003,CDD,days,days year-1,1981,2014,34,163.0,4543.666666666667,3831.9046676493494,2.4033210094375512,0.01624691843612865,Increasing,True,2.6170237658039723,0.008870016533591344,Increasing,True,0.2905525846702317,0.9523809523809523,0.25,1.9666666666666666,0.8433507448424948,40.315373180052006,33,-0.07832462757875258,0.06708383692864031,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465004,CDD,days,days year-1,1981,2014,34,180.0,4540.666666666667,4807.4245358552935,2.6563984635114735,0.007898023108558036,Increasing,True,2.5816466086278225,0.009833021630602911,Increasing,True,0.32085561497326204,1.4,0.3333333333333333,2.111111111111111,1.0587486130939567,32.11338327106997,33,0.029374306546978323,0.5294199799810504,OK,OK,True
1981-2014,Observed,Historical,465005,CDD,days,days year-1,1981,2014,34,193.0,4539.0,2773.6338423882003,2.8498443273308505,0.004374063188438678,Increasing,True,3.6456642109067903,0.00026670204361576455,Increasing,True,0.34402852049910876,1.1,0.38095238095238093,1.8888888888888888,0.6110671606935889,55.64036522828106,33,-0.19446641965320552,0.06944695156719931,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465006,CDD,days,days year-1,1981,2014,34,75.0,4541.666666666667,1146.3564359835889,1.0980549943614855,0.27218047598935446,No significant trend,False,2.1856060437823666,0.0288444400714811,Increasing,True,0.13368983957219252,0.2962962962962963,-0.25,0.8,0.25240875654684525,134.70214134068618,33,-0.3737956217265774,-0.14914916177954177,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,465007,CDD,days,days year-1,1981,2014,34,161.0,4533.666666666667,3463.3518303173673,2.376266742002024,0.017488814981189177,Increasing,True,2.7187650381862234,0.006552613616502296,Increasing,True,0.28698752228163993,1.0,0.125,1.6666666666666667,0.7639184979745681,44.50736575975924,33,-0.11804075101271592,0.3217054582734613,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465008,CDD,days,days year-1,1981,2014,34,151.0,4539.0,1826.995427161161,2.226440880727227,0.025984664773075206,Increasing,True,3.5093164234937024,0.0004492600743363798,Increasing,True,0.26916221033868093,0.85,0.06666666666666667,1.5,0.40251055896919163,84.4698337531125,33,-0.2987447205154042,0.09474797126124503,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465009,CDD,days,days year-1,1981,2014,34,169.0,4543.666666666667,3116.5892397417124,2.492332898675979,0.012690703008085056,Increasing,True,3.009327807886044,0.002618264479466383,Increasing,True,0.30124777183600715,1.1764705882352942,0.25806451612903225,2.1052631578947367,0.6859194277180791,49.56850415086128,33,-0.15704028614096044,0.2791961054690317,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465010,CDD,days,days year-1,1981,2014,34,108.0,4538.0,1219.591577682405,1.5883694736550236,0.11220281606695919,No significant trend,False,3.0639139884155466,0.0021846170943831704,Increasing,True,0.1925133689839572,0.5,-0.13333333333333333,1.1428571428571428,0.26875089856377365,126.5112049176346,33,-0.3656245507181132,-0.0034382852952515447,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,465011,CDD,days,days year-1,1981,2014,34,154.0,4540.666666666667,2006.4545370596904,2.2705528766327117,0.02317405889508909,Increasing,True,3.4156767921998177,0.000636237142086524,Increasing,True,0.27450980392156865,0.9230769230769231,0.1,1.5714285714285714,0.441885450828004,76.94301755418938,33,-0.279057274585998,0.06774645457218847,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465012,CDD,days,days year-1,1981,2014,34,145.0,4537.0,2019.1956564567092,2.1378542941530028,0.03252857079279278,Increasing,True,3.204596030696805,0.001352521632782081,Increasing,True,0.25846702317290554,0.8,-0.0,1.6296296296296295,0.44505083898098063,76.39576655522943,33,-0.2774745805095097,0.1274539200117894,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465201,CDD,days,days year-1,1981,2014,34,-86.0,4542.666666666667,914.5479374634128,-1.2611405518953347,0.20725821248907705,No significant trend,False,-2.810707732137414,0.004943266691630372,Decreasing,True,-0.1532976827094474,-0.4166666666666667,-1.0,0.2857142857142857,0.2013240249772702,168.8819802000216,33,-0.3993379875113649,-0.10146792592516116,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,465001,CWD,days,days year-1,1981,2014,34,-261.0,4537.0,3021.9222049769523,-3.8600146977762546,0.00011338020525745853,Decreasing,True,-4.729679452648964,2.2487460800959236e-06,Decreasing,True,-0.46524064171123,-3.269230769230769,-4.611111111111111,-2.0,0.6660617599684708,51.04631738896022,33,-0.16696912001576458,0.45666619027610156,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,465002,CWD,days,days year-1,1981,2014,34,-192.0,4545.333333333333,2827.0346465009247,-2.833025595996985,0.0046109693693408395,Decreasing,True,-3.5922603253066767,0.00032782211784285176,Decreasing,True,-0.3422459893048128,-2.7777777777777777,-4.2272727272727275,-0.9333333333333333,0.6219642079424152,54.665525066914945,33,-0.18901789602879235,0.3013081226007188,OK,FACTOR_LT_ONE,True
