Period,Model,Scenario,Station,Year,Annual_status,Index,Value,Unit
2021-2050,FGOALS-g3,SSP2-4.5,465011,2036,OK,CWD,15.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2036,OK,PRCPTOT,1115.73,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2036,OK,R10mm,25.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2036,OK,R20mm,2.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2036,OK,R50mm,0.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2036,OK,R95p,147.32,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2036,OK,R99p,29.14,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2036,OK,Rx1day,29.14,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2036,OK,Rx5day,79.33000000000001,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2036,OK,SDII,5.39,mm day-1
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,CDD,15.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,CWD,29.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,PRCPTOT,1286.04,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,R10mm,29.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,R20mm,8.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,R50mm,0.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,R95p,368.12,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,R99p,137.42000000000002,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,Rx1day,37.92,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,Rx5day,130.07,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2037,OK,SDII,5.926451612903225,mm day-1
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,CDD,33.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,CWD,25.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,PRCPTOT,1304.4099999999999,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,R10mm,36.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,R20mm,8.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,R50mm,0.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,R95p,343.3,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,R99p,32.16,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,Rx1day,32.16,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,Rx5day,86.97,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2038,OK,SDII,6.271201923076922,mm day-1
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,CDD,15.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,CWD,28.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,PRCPTOT,1116.7600000000002,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,R10mm,24.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,R20mm,6.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,R50mm,0.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,R95p,276.43999999999994,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,R99p,29.41,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,Rx1day,29.41,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,Rx5day,93.64,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2039,OK,SDII,5.556019900497514,mm day-1
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,CDD,16.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,CWD,17.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,PRCPTOT,1054.6599999999999,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,R10mm,26.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,R20mm,2.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,R50mm,0.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,R95p,190.62,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,R99p,49.01,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,Rx1day,49.01,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,Rx5day,82.85,mm
2021-2050,FGOALS-g3,SSP2-4.5,465011,2040,OK,SDII,5.326565656565656,mm day-1
2021-2050,FGOALS-g3,SSP2-4.5,465011,2041,OK,CDD,18.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2041,OK,CWD,22.0,days
2021-2050,FGOALS-g3,SSP2-4.5,465011,2041,OK,PRCPTOT,1227.66,mm
