model,station,method,period,scenario,y0,y1,n_days,wet_day_pct,PRCPTOT,SDII,mean_daily,sd_daily,sd_wet,q50,q90,q95,q99,Rx1day,Rx5day,R10mm,R20mm,R50mm,CDD,CWD,R95p,R99p,n_days_obs,wet_day_pct_obs,PRCPTOT_obs,SDII_obs,mean_daily_obs,sd_daily_obs,sd_wet_obs,q50_obs,q90_obs,q95_obs,q99_obs,Rx1day_obs,Rx5day_obs,R10mm_obs,R20mm_obs,R50mm_obs,CDD_obs,CWD_obs,R95p_obs,R99p_obs,wet_day_pct_bias_pct,PRCPTOT_bias_pct,SDII_bias_pct,mean_daily_bias_pct,sd_daily_bias_pct,sd_wet_bias_pct,q50_bias_pct,q90_bias_pct,q95_bias_pct,q99_bias_pct,Rx1day_bias_pct,Rx5day_bias_pct,R10mm_bias_pct,R20mm_bias_pct,R50mm_bias_pct,CDD_bias_pct,CWD_bias_pct,R95p_bias_pct,R99p_bias_pct,homogeneous_gauge
ACCESS-ESM1-5,351001,raw,validation,historical,2003,2014,4383,45.493953912845086,603.6341666666667,3.632703109327984,1.855997262149213,3.970765353832957,5.36366692199429,2.127,6.8942000000000005,10.39359999999999,25.492169999999973,35.85075,94.519,9.166666666666666,2.833333333333333,0.3333333333333333,15.5,13.583333333333334,32.417750000000005,19.572166666666664,4383,22.86105407255305,981.1,11.749700598802397,2.718046999771845,9.121942570414795,16.072904114176634,5.5,28.8,41.374999999999964,74.37000000000003,93.41666666666669,162.36666666666665,28.75,15.0,3.083333333333333,53.833333333333336,8.0,263.3916666666667,90.1,99.00199600798403,-38.473736961913495,-69.0825899878823,-31.71577745693852,-56.47017810974448,-66.62913631604742,-61.32727272727273,-76.06180555555555,-74.87951661631419,-65.72250907624047,-61.62274754683319,-41.786696776842525,-68.11594202898551,-81.1111111111111,-89.18918918918918,-71.20743034055728,69.79166666666667,-87.69218843926978,-78.27728449870514,True
ACCESS-ESM1-5,351001,qm,validation,historical,2003,2014,4383,24.412502851927904,1138.1863724214804,12.764706980427816,3.1161844556371814,9.236623939178054,15.048083197951112,6.9,31.001815397425368,40.74373240066151,74.08962667835173,67.6801708710122,207.72787720078327,35.416666666666664,20.0,3.1666666666666665,38.66666666666666,8.833333333333334,239.76684398745772,79.38485076400356,4383,22.86105407255305,981.1,11.749700598802397,2.718046999771845,9.121942570414795,16.072904114176634,5.5,28.8,41.374999999999964,74.37000000000003,93.41666666666669,162.36666666666665,28.75,15.0,3.083333333333333,53.833333333333336,8.0,263.3916666666667,90.1,6.786427145708588,16.01124986458877,8.638572303100867,14.647923891630857,1.2572033629679216,-6.376078081132886,25.45454545454546,7.645192352171413,-1.5257222944736142,-0.3769978777037758,-27.55021851452754,27.937514186481195,23.18840579710144,33.333333333333336,2.702702702702693,-28.173374613003105,10.416666666666677,-8.969464743585519,-11.892507476133684,True
ACCESS-ESM1-5,351001,detqm,validation,historical,2003,2014,4383,24.412502851927904,1150.3623391275248,12.9012598780657,3.149520435667419,9.202111959237875,14.872277521277384,7.342667553689998,30.985151143603588,40.75560502582195,73.50254302438182,67.62519716374332,205.7876921998073,35.916666666666664,20.166666666666668,3.1666666666666665,38.66666666666666,8.833333333333334,244.622928970497,79.3527004977593,4383,22.86105407255305,981.1,11.749700598802397,2.718046999771845,9.121942570414795,16.072904114176634,5.5,28.8,41.374999999999964,74.37000000000003,93.41666666666669,162.36666666666665,28.75,15.0,3.083333333333333,53.833333333333336,8.0,263.3916666666667,90.1,6.786427145708588,17.25230242865404,9.800754236926489,15.874392014994278,0.8788631171949443,-7.469879645709288,33.503046430727245,7.587330359734677,-1.497027127922695,-1.1664071206376367,-27.609066372442477,26.74257372190969,24.927536231884048,34.44444444444445,2.702702702702693,-28.173374613003105,10.416666666666677,-7.125790247541262,-11.928190346549064,True
ACCESS-ESM1-5,351001,qdm,validation,historical,2003,2014,4383,24.412502851927904,1114.586644373933,12.500037133165604,3.0515719216261,9.326868622436988,15.43927051961458,6.586180010669294,31.168733477978627,40.17073620718601,70.52954471203611,73.32638123047082,207.63285717497675,33.833333333333336,19.25,3.1666666666666665,38.66666666666666,8.833333333333334,242.0222616830281,54.76843591809834,4383,22.86105407255305,981.1,11.749700598802397,2.718046999771845,9.121942570414795,16.072904114176634,5.5,28.8,41.374999999999964,74.37000000000003,93.41666666666669,162.36666666666665,28.75,15.0,3.083333333333333,53.833333333333336,8.0,263.3916666666667,90.1,6.786427145708588,13.605814328196209,6.3860055671519484,12.270756240868929,2.246517673623888,-3.9422470890196792,19.74872746671443,8.224769020759117,-2.9106073542331243,-5.163984520591527,-21.50610394597237,27.8789923064936,17.681159420289863,28.33333333333333,2.702702702702693,-28.173374613003105,10.416666666666677,-8.113166697366513,-39.21372262142249,True
ACCESS-ESM1-5,351002,raw,validation,historical,2003,2014,4383,45.493953912845086,603.6341666666667,3.632703109327984,1.855997262149213,3.970765353832957,5.36366692199429,2.127,6.8942000000000005,10.39359999999999,25.492169999999973,35.85075,94.519,9.166666666666666,2.833333333333333,0.3333333333333333,15.5,13.583333333333334,39.32633333333333,19.572166666666664,4260,22.558685446009388,953.3833333333332,11.904890738813735,2.704319248826291,8.907471195086408,15.573592332506047,6.4,27.3,40.5,76.75999999999995,83.525,155.54166666666666,28.916666666666668,14.083333333333334,2.583333333333333,55.5,11.583333333333334,241.15833333333333,104.84166666666664,101.66934825048916,-36.68505148331381,-69.48562411006247,-31.369150925700097,-55.42208033158351,-65.55921840332911,-66.765625,-74.74652014652014,-74.33679012345681,-66.78977331943722,-57.07782101167316,-39.23236003214572,-68.29971181556196,-79.88165680473372,-87.09677419354838,-72.07207207207207,17.26618705035971,-83.69273299008259,-81.33169064462284,True
ACCESS-ESM1-5,351002,qm,validation,historical,2003,2014,4383,26.465890942276975,1214.6430939770305,12.56527338596928,3.3255115509295843,9.126417903439204,14.09652459599848,7.3,31.59594961344358,40.0,70.71442582074116,61.80708561945482,201.7085968085392,38.75,20.166666666666668,3.1666666666666665,37.66666666666666,9.333333333333334,249.2246470332062,70.51764308617912,4260,22.558685446009388,953.3833333333332,11.904890738813735,2.704319248826291,8.907471195086408,15.573592332506047,6.4,27.3,40.5,76.75999999999995,83.525,155.54166666666666,28.916666666666668,14.083333333333334,2.583333333333333,55.5,11.583333333333334,241.15833333333333,104.84166666666664,17.320182532882345,27.403432754613974,5.547154204468988,22.97037608902494,2.4580119717206887,-9.484438175670965,14.062499999999991,15.736079170123,-1.2345679012345678,-7.875943433114639,-26.001693361921795,29.681390929679623,34.0057636887608,43.19526627218935,22.58064516129031,-32.132132132132135,-19.42446043165468,3.3448206364585635,-32.73891447149276,True
ACCESS-ESM1-5,351002,detqm,validation,historical,2003,2014,4383,26.465890942276975,1224.373166130849,12.665929304801889,3.352151036634768,9.060711886469848,13.86811976105152,7.315468848444345,31.582387249437925,39.41625044764051,69.92398800908525,60.87428255931144,199.3961576249998,38.75,20.0,3.083333333333333,37.66666666666666,9.333333333333334,246.2861177043492,50.745093997115966,4260,22.558685446009388,953.3833333333332,11.904890738813735,2.704319248826291,8.907471195086408,15.573592332506047,6.4,27.3,40.5,76.75999999999995,83.525,155.54166666666666,28.916666666666668,14.083333333333334,2.583333333333333,55.5,11.583333333333334,241.15833333333333,104.84166666666664,17.320182532882345,28.42401616672368,6.392654772604703,23.955447866950045,1.720361346416379,-10.951054419825626,14.304200756942883,15.6864001810913,-2.6759248206407222,-8.905695662994663,-27.118488405493643,28.19469014197684,34.0057636887608,42.01183431952662,19.35483870967742,-32.132132132132135,-19.42446043165468,2.1263144010570576,-51.59835243896418,True
ACCESS-ESM1-5,351002,qdm,validation,historical,2003,2014,4383,26.14647501711157,1170.843788134977,12.260144378376722,3.2087848990911785,8.756874974318904,13.506668272209208,6.83875252151579,31.656204864313374,39.52382854353527,66.31430689615203,59.352916711147365,187.120923090282,37.75,19.08333333333333,3.0,38.25,9.333333333333334,223.17142187406543,6.151959097416765,4260,22.558685446009388,953.3833333333332,11.904890738813735,2.704319248826291,8.907471195086408,15.573592332506047,6.4,27.3,40.5,76.75999999999995,83.525,155.54166666666666,28.916666666666668,14.083333333333334,2.583333333333333,55.5,11.583333333333334,241.15833333333333,104.84166666666664,15.904249295416523,22.809340922851295,2.984098278237421,18.65407164793254,-1.690673115514275,-13.271980004142302,6.855508148684214,15.956794374774258,-2.4102998925055146,-13.60825052611767,-28.939938089018423,20.302763304762053,30.54755043227665,35.50295857988164,16.12903225806451,-31.08108108108108,-19.42446043165468,-7.45854858534208,-94.1321429799697,True
ACCESS-ESM1-5,351003,raw,validation,historical,2003,2014,4383,31.94159251654118,431.4455833333333,3.698105,1.3863798767967146,3.997896064108271,6.482900353818858,2.0065,6.675200000000004,11.105199999999996,31.69672,42.72608333333333,91.52783333333332,7.0,2.0,0.3333333333333333,23.666666666666668,10.5,28.38475,18.27433333333333,4323,54.61485079805691,1439.4833333333331,7.316306649724693,4.049201943095073,8.192055563250843,9.96630897017431,4.6,14.3,20.5,56.700000000000045,61.36666666666667,124.44166666666663,38.583333333333336,10.75,2.333333333333333,36.5,77.66666666666667,164.33333333333334,41.266666666666666,-41.51482234264823,-70.02774722411976,-49.45393656867626,-65.76165139995432,-51.19788881751932,-34.95184252043641,-56.380434782608695,-53.32027972027969,-45.82829268292686,-44.09749559082897,-30.375746876697452,-26.44920645550124,-81.8574514038877,-81.3953488372093,-85.71428571428571,-35.15981735159817,-86.48068669527896,-82.72733265720082,-55.716478190630056,False
ACCESS-ESM1-5,351003,qm,validation,historical,2003,2014,4383,26.694045174537987,1657.702373486732,17.002075625504943,4.538541748081402,12.351585989526187,18.96814920594305,10.25,39.12625653472743,55.1148017243947,87.84720456737014,97.20011542864964,277.624812670107,49.833333333333336,28.75,6.166666666666667,29.166666666666668,9.916666666666666,418.4678298230196,147.4184562489462,4323,54.61485079805691,1439.4833333333331,7.316306649724693,4.049201943095073,8.192055563250843,9.96630897017431,4.6,14.3,20.5,56.700000000000045,61.36666666666667,124.44166666666663,38.583333333333336,10.75,2.333333333333333,36.5,77.66666666666667,164.33333333333334,41.266666666666666,-51.123101529213166,15.15953919717018,132.38604448249473,12.084845652629854,50.775173509989294,90.32270886551991,122.82608695652176,173.6101855575344,168.85269133851074,54.93334138865973,58.39236626070014,123.0963471533707,29.15766738660907,167.4418604651163,164.28571428571428,-20.09132420091324,-87.23175965665236,154.64573822901798,257.2337388908228,False
