method,model,station,family,grouping,group,period,usable,note,wet_threshold_obs_mm,wet_threshold_model_mm,n_obs_wet_cal,n_mod_wet_cal,n_input,n_wet_target,n_delta_clipped_low,n_delta_clipped_high,n_output_capped,output_cap_mm,max_output_mm,obs_dist,obs_aic,obs_ks_d,obs_ks_p,mod_dist,mod_aic,mod_ks_d,mod_ks_p
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,03,validation,True,,1.0,2.4683580645161287,37,37,434,36,0,0,0,,85.43678567076887,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,04,calibration,True,,1.0,1.5748466666666667,127,127,600,127,0,0,0,,93.5,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,04,validation,True,,1.0,1.5748466666666667,127,127,420,123,0,0,0,,25.257212673938263,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,05,calibration,True,,1.0,1.619838709677419,220,220,620,220,0,0,0,,89.3,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,05,validation,True,,1.0,1.619838709677419,220,220,434,145,0,0,0,,64.75218973229195,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,06,calibration,True,,1.0,10.799,180,180,600,180,0,0,0,,49.4,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,06,validation,True,,1.0,10.799,180,180,420,128,0,0,0,,149.52852737548753,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,07,calibration,True,,1.0,7.4395354838709675,262,262,620,262,0,0,0,,98.5,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,07,validation,True,,1.0,7.4395354838709675,262,262,434,207,0,0,0,,97.56189893494502,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,08,calibration,True,,1.0,5.59515,279,279,620,279,0,0,0,,105.2,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,08,validation,True,,1.0,5.59515,279,279,434,171,0,0,0,,117.90841613493455,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,09,calibration,True,,1.0,6.493693333333329,256,256,600,256,0,0,0,,107.2,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,09,validation,True,,1.0,6.493693333333329,256,256,420,161,0,0,0,,95.0316772018758,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,10,calibration,True,,1.0,6.04875,155,155,620,155,0,0,0,,79.3,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,10,validation,True,,1.0,6.04875,155,155,434,190,0,0,0,,78.57336417594634,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,11,calibration,True,,1.0,4.639615,57,57,600,57,0,0,0,,94.4,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,11,validation,True,,1.0,4.639615,57,57,420,47,0,0,0,,80.28413479180138,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,12,calibration,False,"insufficient wet days obs=9, model=9",1.0,2.9516096774193543,9,9,620,0,0,0,0,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,12,validation,False,"insufficient wet days obs=9, model=9",1.0,2.9516096774193543,9,9,434,0,0,0,0,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,01,calibration,True,,1.0,2.1220322580645146,36,36,620,36,0,0,0,,9.5,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,01,validation,True,,1.0,2.1220322580645146,36,36,434,32,0,0,0,,27.69696721894332,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,02,calibration,True,,1.0,2.148375221238937,61,61,565,61,0,0,0,,10.4,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,02,validation,True,,1.0,2.148375221238937,61,61,395,42,0,0,0,,8.857897418016261,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,03,calibration,True,,1.0,1.5206387096774194,132,132,620,132,0,0,0,,32.3,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,03,validation,True,,1.0,1.5206387096774194,132,132,434,113,0,0,0,,46.81285608856089,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,04,calibration,True,,1.0,0.9512833333333333,274,274,600,274,0,0,0,,39.0,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,04,validation,True,,1.0,0.9512833333333333,274,274,420,234,0,0,0,,13.27264054796505,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,05,calibration,True,,1.0,0.3127193548387097,533,533,620,533,0,0,0,,42.0,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,05,validation,True,,1.0,0.3127193548387097,533,533,434,371,0,0,0,,27.87098895118237,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,06,calibration,True,,1.0,0.8140400000000001,536,536,600,536,0,0,0,,24.1,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,06,validation,True,,1.0,0.8140400000000001,536,536,420,389,0,0,0,,73.41922892530454,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,07,calibration,True,,1.0,0.7136935483870968,582,582,620,582,0,0,0,,38.6,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,07,validation,True,,1.0,0.7136935483870968,582,582,434,396,0,0,0,,39.21645749743029,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,08,calibration,True,,1.0,0.3496016129032257,601,601,620,601,0,0,0,,48.3,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,08,validation,True,,1.0,0.3496016129032257,601,601,434,425,0,0,0,,54.32829577695076,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,09,calibration,True,,1.0,0.5289583333333333,575,575,600,575,0,0,0,,47.1,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,09,validation,True,,1.0,0.5289583333333333,575,575,420,400,0,0,0,,41.41339898585804,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,10,calibration,True,,1.0,0.6008274193548387,513,513,620,513,0,0,0,,35.1,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,10,validation,True,,1.0,0.6008274193548387,513,513,434,396,0,0,0,,42.96782329527054,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,11,calibration,True,,1.0,1.1966933333333327,256,256,600,256,0,0,0,,40.1,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,11,validation,True,,1.0,1.1966933333333327,256,256,420,206,0,0,0,,33.93259027749782,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,12,calibration,True,,1.0,1.6578467741935485,75,75,620,75,0,0,0,,33.6,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,12,validation,True,,1.0,1.6578467741935485,75,75,434,74,0,0,0,,41.29983133754577,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500006,nonparametric,monthly,01,calibration,True,,1.0,2.081161290322582,40,40,620,40,0,0,0,,9.0,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500006,nonparametric,monthly,01,validation,True,,1.0,2.081161290322582,40,40,434,35,0,0,0,,26.446027809399904,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500006,nonparametric,monthly,02,calibration,True,,1.0,2.1451097345132744,62,62,565,62,0,0,0,,9.6,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500006,nonparametric,monthly,02,validation,True,,1.0,2.1451097345132744,62,62,395,43,0,0,0,,8.29371639950678,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500006,nonparametric,monthly,03,calibration,True,,1.0,1.5104354838709677,135,135,620,135,0,0,0,,30.1,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500006,nonparametric,monthly,03,validation,True,,1.0,1.5104354838709677,135,135,434,114,0,0,0,,43.60074159639599,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500006,nonparametric,monthly,04,calibration,True,,1.0,0.9109466666666667,284,284,600,284,0,0,0,,34.2,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500006,nonparametric,monthly,04,validation,True,,1.0,0.9109466666666667,284,284,420,241,0,0,0,,12.893844611108914,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500006,nonparametric,monthly,05,calibration,True,,1.0,0.306,536,537,620,537,0,0,0,,46.1,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500006,nonparametric,monthly,05,validation,True,,1.0,0.306,536,537,434,371,0,0,0,,25.58130342008085,,,,,,,,
