Dataset,Model,Scenario,Station,Year,n_expected_days,n_observed_records,n_valid,completeness_pct,missing_days,status
Historical,ACCESS-ESM1-5,Historical,351005,2002,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2003,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2004,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2005,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2006,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2007,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2008,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2009,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2010,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2011,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2012,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2013,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351005,2014,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1981,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1982,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1983,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1984,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1985,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1986,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1987,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1988,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1989,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1990,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1991,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1992,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1993,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1994,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1995,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1996,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1997,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1998,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,1999,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2000,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2001,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2002,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2003,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2004,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2005,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2006,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2007,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2008,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2009,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2010,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2011,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2012,366,366,366,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2013,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351006,2014,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1981,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1982,365,365,365,100.0,0,OK
Historical,ACCESS-ESM1-5,Historical,351007,1983,365,365,365,100.0,0,OK
