period,method,metric,group,raw_mean,corrected_mean,delta_mean,n_improved,n_total,pct_improved
calibration,QDM_NP_annual,PBIAS,B1_systematic_bias,21.648401798425837,0.6586856012853823,-20.989716197140453,60,60,100.0
calibration,QDM_NP_annual,KS_D,B2_distributional_fidelity,0.24187922296603034,0.0008991456715804448,-0.24098007729444987,60,60,100.0
calibration,QDM_NP_annual,q95_relbias_pct,B2_distributional_fidelity,45.651382978019434,0.004740323565554245,-45.64664265445388,60,60,100.0
calibration,QDM_NP_annual,q99_relbias_pct,B2_distributional_fidelity,50.756622959678865,0.0021529876591501406,-50.754469972019706,60,60,100.0
calibration,QDM_NP_annual,mRMSE,B3_error_based,99.84883405331173,103.3053185773932,3.456484524081479,25,60,41.66666666666667
calibration,QDM_NP_annual,mMAE,B3_error_based,70.40009211170278,70.22792108688381,-0.17217102481896435,30,60,50.0
calibration,QDM_NP_annual,mNSE,B3_error_based,-0.3292069868808846,-0.3985698302719614,-0.06936284339107673,25,60,41.66666666666667
calibration,QDM_NP_annual,mKGE,B3_error_based,0.34864744810826576,0.4035990409394397,0.05495159283117394,35,60,58.333333333333336
calibration,QDM_NP_annual,mr,B4_temporal_correspondence,0.4720775763499391,0.4555632396527802,-0.016514336697158925,18,60,30.0
calibration,QDM_NP_annual,clim_r,B4_temporal_correspondence,0.6936591381691478,0.6874668160401396,-0.006192322129008167,26,60,43.333333333333336
calibration,QDM_NP_annual,annual_r,B4_temporal_correspondence,0.11579390740877353,0.12892048953862748,0.013126582129853955,33,60,55.00000000000001
calibration,QDM_NP_annual,Rx1day_relbias_pct,B2_distributional_fidelity,54.28981837313661,3.5803387523006296,-50.70947962083598,60,60,100.0
calibration,QDM_NP_monthly,PBIAS,B1_systematic_bias,21.648401798425837,1.0824255246327825,-20.56597627379305,59,60,98.33333333333333
calibration,QDM_NP_monthly,KS_D,B2_distributional_fidelity,0.24187922296603034,0.00664473997749739,-0.23523448298853292,60,60,100.0
calibration,QDM_NP_monthly,q95_relbias_pct,B2_distributional_fidelity,45.651382978019434,0.7171466140879595,-44.93423636393147,60,60,100.0
calibration,QDM_NP_monthly,q99_relbias_pct,B2_distributional_fidelity,50.756622959678865,0.7222468491729701,-50.03437611050588,60,60,100.0
calibration,QDM_NP_monthly,mRMSE,B3_error_based,99.84883405331173,81.76333427903059,-18.08549977428114,50,60,83.33333333333334
calibration,QDM_NP_monthly,mMAE,B3_error_based,70.40009211170278,53.60903595398119,-16.7910561577216,53,60,88.33333333333333
calibration,QDM_NP_monthly,mNSE,B3_error_based,-0.3292069868808846,0.10697103214355438,0.43617801902443903,50,60,83.33333333333334
calibration,QDM_NP_monthly,mKGE,B3_error_based,0.34864744810826576,0.5964028593871455,0.24775541127887982,60,60,100.0
calibration,QDM_NP_monthly,mr,B4_temporal_correspondence,0.4720775763499391,0.6200815075079343,0.14800393115799523,59,60,98.33333333333333
calibration,QDM_NP_monthly,clim_r,B4_temporal_correspondence,0.6936591381691478,0.9990854571649148,0.3054263189957667,60,60,100.0
calibration,QDM_NP_monthly,annual_r,B4_temporal_correspondence,0.11579390740877353,0.14052435153657467,0.02473044412780113,35,60,58.333333333333336
calibration,QDM_NP_monthly,Rx1day_relbias_pct,B2_distributional_fidelity,54.28981837313661,4.771798729277335,-49.51801964385928,58,60,96.66666666666667
calibration,QDM_P_annual,PBIAS,B1_systematic_bias,21.648401798425837,15.720886427068628,-5.9275153713572015,34,60,56.666666666666664
calibration,QDM_P_annual,KS_D,B2_distributional_fidelity,0.24187922296603034,0.08692381548824588,-0.15495540747778444,56,60,93.33333333333333
calibration,QDM_P_annual,q95_relbias_pct,B2_distributional_fidelity,45.651382978019434,19.78997510087522,-25.861407877144202,53,60,88.33333333333333
calibration,QDM_P_annual,q99_relbias_pct,B2_distributional_fidelity,50.756622959678865,30.177620203104553,-20.579002756574308,46,60,76.66666666666667
calibration,QDM_P_annual,mRMSE,B3_error_based,99.84883405331173,97.88281603893846,-1.9660180143732617,34,60,56.666666666666664
calibration,QDM_P_annual,mMAE,B3_error_based,70.40009211170278,66.28337729116487,-4.11671482053791,43,60,71.66666666666667
calibration,QDM_P_annual,mNSE,B3_error_based,-0.3292069868808846,-0.297210837185518,0.031996149695366634,34,60,56.666666666666664
calibration,QDM_P_annual,mKGE,B3_error_based,0.34864744810826576,0.3705988425455167,0.021951394437250957,39,60,65.0
