method,model,station,family,grouping,group,period,usable,note,fallback_used,applied_grouping,applied_group,wet_threshold_obs_mm,wet_threshold_model_mm,n_obs_wet_cal,n_mod_wet_cal,n_input,n_wet_target,n_delta_clipped_low,n_delta_clipped_high,n_output_capped,output_cap_mm,max_output_mm,obs_dist,obs_aic,obs_ks_d,obs_ks_p,obs_n_params,mod_dist,mod_aic,mod_ks_d,mod_ks_p,mod_n_params
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,05,calibration,True,,False,monthly,05,0.5,1.6523467741935483,215,215,620,215,0,0,0,,134.2,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,05,validation,True,,False,monthly,05,0.5,1.6523467741935483,215,215,434,145,0,0,0,,72.7703384404528,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,06,calibration,True,,False,monthly,06,0.5,9.60271,201,201,600,201,0,0,0,,115.4,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,06,validation,True,,False,monthly,06,0.5,9.60271,201,201,420,139,0,0,0,,295.8649643335806,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,07,calibration,True,,False,monthly,07,0.5,6.549877419354837,288,288,620,288,0,0,0,,118.5,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,07,validation,True,,False,monthly,07,0.5,6.549877419354837,288,288,434,220,0,0,0,,118.2143133386127,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,08,calibration,True,,False,monthly,08,0.5,3.3917870967741934,352,352,620,352,0,0,0,,147.0,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,08,validation,True,,False,monthly,08,0.5,3.3917870967741934,352,352,434,219,0,0,0,,170.7630314825881,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,09,calibration,True,,False,monthly,09,0.5,6.127506666666666,268,268,600,268,0,0,0,,97.1,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,09,validation,True,,False,monthly,09,0.5,6.127506666666666,268,268,420,166,0,0,0,,83.26404657477005,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,10,calibration,True,,False,monthly,10,0.5,6.579819354838704,144,144,620,144,0,0,0,,80.4,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,10,validation,True,,False,monthly,10,0.5,6.579819354838704,144,144,434,176,0,0,0,,79.66328473828608,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,11,calibration,True,,False,monthly,11,0.5,4.988300000000002,54,54,600,54,0,0,0,,72.8,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,11,validation,True,,False,monthly,11,0.5,4.988300000000002,54,54,420,44,0,0,0,,65.84949163444176,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,12,calibration,False,"insufficient wet days obs=15, model=15",True,annual,all,0.5,2.636669354838708,15,15,620,5,1,0,0,,7.276,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500002,nonparametric,monthly,12,validation,False,"insufficient wet days obs=15, model=15",True,annual,all,0.5,2.636669354838708,15,15,434,2,0,0,0,,6.376620377053441,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,01,calibration,False,"insufficient wet days obs=12, model=12",True,annual,all,0.5,3.0690193548387095,12,12,620,74,4,0,0,,18.001621621621574,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,01,validation,False,"insufficient wet days obs=12, model=12",True,annual,all,0.5,3.0690193548387095,12,12,434,75,0,0,0,,21.56102070448246,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,02,calibration,False,"insufficient wet days obs=22, model=22",True,annual,all,0.5,2.9707787610619474,22,22,565,105,7,0,0,,18.58495238095239,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,02,validation,False,"insufficient wet days obs=22, model=22",True,annual,all,0.5,2.9707787610619474,22,22,395,73,3,0,0,,17.940821917808133,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,03,calibration,True,,False,monthly,03,0.5,2.2309564516129052,47,47,620,47,0,0,0,,67.2,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,03,validation,True,,False,monthly,03,0.5,2.2309564516129052,47,47,434,48,0,0,0,,111.98778625954199,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,04,calibration,True,,False,monthly,04,0.5,1.3011599999999999,162,162,600,162,0,0,0,,76.3,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,04,validation,True,,False,monthly,04,0.5,1.3011599999999999,162,162,420,141,0,0,0,,55.155945521004575,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,05,calibration,True,,False,monthly,05,0.5,1.0626129032258063,270,270,620,270,0,0,0,,123.0,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,05,validation,True,,False,monthly,05,0.5,1.0626129032258063,270,270,434,175,0,0,0,,85.95041665465256,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,06,calibration,True,,False,monthly,06,0.5,2.68476,238,238,600,238,0,0,0,,62.8,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,06,validation,True,,False,monthly,06,0.5,2.68476,238,238,420,180,0,0,0,,159.63833620621875,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,07,calibration,True,,False,monthly,07,0.5,1.889,292,291,620,291,0,0,0,,156.97044673539497,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,07,validation,True,,False,monthly,07,0.5,1.889,292,291,434,214,0,0,0,,148.0146250393584,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,08,calibration,True,,False,monthly,08,0.5,1.136008064516129,345,345,620,345,0,0,0,,181.3,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,08,validation,True,,False,monthly,08,0.5,1.136008064516129,345,345,434,244,0,0,0,,146.60671349828843,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,09,calibration,True,,False,monthly,09,0.5,1.74901,301,301,600,301,0,0,0,,129.0,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,09,validation,True,,False,monthly,09,0.5,1.74901,301,301,420,233,0,0,0,,100.77134090717065,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,10,calibration,True,,False,monthly,10,0.5,1.805353225806454,203,203,620,203,0,0,0,,98.2,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,10,validation,True,,False,monthly,10,0.5,1.805353225806454,203,203,434,236,0,0,0,,53.627172553986824,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,11,calibration,True,,False,monthly,11,0.5,2.737798333333334,71,71,600,71,0,0,0,,92.4,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,11,validation,True,,False,monthly,11,0.5,2.737798333333334,71,71,420,53,0,0,0,,59.11220715166463,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,12,calibration,False,"insufficient wet days obs=13, model=13",True,annual,all,0.5,3.0558032258064496,13,13,620,70,5,0,0,,17.61600000000002,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500003,nonparametric,monthly,12,validation,False,"insufficient wet days obs=13, model=13",True,annual,all,0.5,3.0558032258064496,13,13,434,65,1,0,0,,18.520974660814055,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,01,calibration,False,"insufficient wet days obs=10, model=10",True,annual,all,0.5,2.8846612903225792,10,10,620,3,0,0,0,,5.9948869342910225,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,01,validation,False,"insufficient wet days obs=10, model=10",True,annual,all,0.5,2.8846612903225792,10,10,434,7,0,0,0,,19.581579248976507,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,02,calibration,False,"insufficient wet days obs=22, model=22",True,annual,all,0.5,2.8349345132743364,22,22,565,4,0,0,0,,9.780018606884548,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,02,validation,False,"insufficient wet days obs=22, model=22",True,annual,all,0.5,2.8349345132743364,22,22,395,4,0,0,0,,7.998559467002792,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,03,calibration,True,,False,monthly,03,0.5,2.4683580645161287,37,37,620,37,0,0,0,,59.0,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,03,validation,True,,False,monthly,03,0.5,2.4683580645161287,37,37,434,36,0,0,0,,85.43678567076887,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,04,calibration,True,,False,monthly,04,0.5,1.568645,129,129,600,129,0,0,0,,93.5,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,04,validation,True,,False,monthly,04,0.5,1.568645,129,129,420,124,0,0,0,,25.213409313464382,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,05,calibration,True,,False,monthly,05,0.5,1.5951677419354835,224,224,620,224,0,0,0,,89.3,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,05,validation,True,,False,monthly,05,0.5,1.5951677419354835,224,224,434,146,0,0,0,,65.11194630534503,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,06,calibration,True,,False,monthly,06,0.5,10.59868,184,184,600,184,0,0,0,,49.4,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,06,validation,True,,False,monthly,06,0.5,10.59868,184,184,420,131,0,0,0,,149.51052348507844,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,07,calibration,True,,False,monthly,07,0.5,7.287880645161294,266,266,620,266,0,0,0,,98.5,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,07,validation,True,,False,monthly,07,0.5,7.287880645161294,266,266,434,207,0,0,0,,97.62928743470121,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,08,calibration,True,,False,monthly,08,0.5,5.43311612903226,284,284,620,284,0,0,0,,105.2,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,08,validation,True,,False,monthly,08,0.5,5.43311612903226,284,284,434,176,0,0,0,,118.00505068334989,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,09,calibration,True,,False,monthly,09,0.5,6.364433333333333,260,260,600,260,0,0,0,,107.2,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,09,validation,True,,False,monthly,09,0.5,6.364433333333333,260,260,420,161,0,0,0,,95.27687869627427,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,10,calibration,True,,False,monthly,10,0.5,6.033264516129032,156,156,620,156,0,0,0,,79.3,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,10,validation,True,,False,monthly,10,0.5,6.033264516129032,156,156,434,191,0,0,0,,78.57336417594634,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,11,calibration,True,,False,monthly,11,0.5,4.558506666666669,58,58,600,58,0,0,0,,94.4,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,11,validation,True,,False,monthly,11,0.5,4.558506666666669,58,58,420,47,0,0,0,,80.21853068422347,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,12,calibration,False,"insufficient wet days obs=9, model=9",True,annual,all,0.5,2.9516096774193543,9,9,620,0,0,0,0,,,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500004,nonparametric,monthly,12,validation,False,"insufficient wet days obs=9, model=9",True,annual,all,0.5,2.9516096774193543,9,9,434,2,0,0,0,,5.200474317122848,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,01,calibration,True,,False,monthly,01,0.5,1.6713532258064516,73,73,620,73,0,0,0,,9.5,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,01,validation,True,,False,monthly,01,0.5,1.6713532258064516,73,73,434,58,0,0,0,,27.481157956952185,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,02,calibration,True,,False,monthly,02,0.5,1.6808548672566361,121,121,565,121,0,0,0,,10.4,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,02,validation,True,,False,monthly,02,0.5,1.6808548672566361,121,121,395,71,0,0,0,,9.661505652968644,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,03,calibration,True,,False,monthly,03,0.5,1.1706677419354838,207,207,620,207,0,0,0,,32.3,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,03,validation,True,,False,monthly,03,0.5,1.1706677419354838,207,207,434,148,0,0,0,,46.860266587501854,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,04,calibration,True,,False,monthly,04,0.5,0.5209400000000002,388,388,600,388,0,0,0,,39.0,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,04,validation,True,,False,monthly,04,0.5,0.5209400000000002,388,388,420,290,0,0,0,,13.618489038011228,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,05,calibration,True,,False,monthly,05,0.5,0.12470967741935468,590,590,620,590,0,0,0,,42.0,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,05,validation,True,,False,monthly,05,0.5,0.12470967741935468,590,590,434,408,0,0,0,,27.9525397879727,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,06,calibration,True,,False,monthly,06,0.5,0.29985000000000006,582,582,600,582,0,0,0,,24.1,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,06,validation,True,,False,monthly,06,0.5,0.29985000000000006,582,582,420,408,0,0,0,,73.64072326338737,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,07,calibration,True,,False,monthly,07,0.5,0.13785806451612928,616,616,620,616,0,0,0,,38.6,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,07,validation,True,,False,monthly,07,0.5,0.13785806451612928,616,616,434,431,0,0,0,,39.09656677198947,,,,,,,,,,
QDM_NP_monthly,ACCESS-ESM1-5,500005,nonparametric,monthly,08,calibration,True,,False,monthly,08,0.5,0.08780645161290421,617,617,620,617,0,0,0,,48.3,,,,,,,,,,
