model,season_type,ENSO_phase,station,index,mag_err_raw,mag_err_qdm,delta_mag_err
FGOALS-g3,RAINY,LA_NINA,351002,wet_day_freq,2.35,2.08,-0.27
MIROC6,RAINY,LA_NINA,351002,wet_day_freq,0.74,12.12,11.38
MRI-ESM2-0,RAINY,LA_NINA,351002,wet_day_freq,8.66,16.78,8.12
ACCESS-ESM1-5,RAINY,LA_NINA,351003,CDD,35.82,36.47,0.65
CanESM5,RAINY,LA_NINA,351003,CDD,54.47,54.63,0.16
CESM2,RAINY,LA_NINA,351003,CDD,61.66,56.8,-4.86
EC-Earth3,RAINY,LA_NINA,351003,CDD,54.21,46.95,-7.26
FGOALS-g3,RAINY,LA_NINA,351003,CDD,56.67,55.67,-1.0
MIROC6,RAINY,LA_NINA,351003,CDD,23.8,52.96,29.16
MRI-ESM2-0,RAINY,LA_NINA,351003,CDD,36.19,14.91,-21.28
ACCESS-ESM1-5,RAINY,LA_NINA,351003,CWD,35.64,27.15,-8.49
CanESM5,RAINY,LA_NINA,351003,CWD,0.98,4.81,3.83
CESM2,RAINY,LA_NINA,351003,CWD,4.74,30.01,25.27
EC-Earth3,RAINY,LA_NINA,351003,CWD,3.19,0.47,-2.72
FGOALS-g3,RAINY,LA_NINA,351003,CWD,11.18,5.08,-6.1
MIROC6,RAINY,LA_NINA,351003,CWD,15.51,24.45,8.94
MRI-ESM2-0,RAINY,LA_NINA,351003,CWD,8.49,21.76,13.27
ACCESS-ESM1-5,RAINY,LA_NINA,351003,PRCPTOT,0.92,10.54,9.62
CanESM5,RAINY,LA_NINA,351003,PRCPTOT,4.57,4.06,-0.51
CESM2,RAINY,LA_NINA,351003,PRCPTOT,28.05,36.14,8.09
EC-Earth3,RAINY,LA_NINA,351003,PRCPTOT,13.41,39.02,25.61
FGOALS-g3,RAINY,LA_NINA,351003,PRCPTOT,20.79,13.56,-7.23
MIROC6,RAINY,LA_NINA,351003,PRCPTOT,11.11,13.06,1.95
MRI-ESM2-0,RAINY,LA_NINA,351003,PRCPTOT,8.38,23.27,14.89
ACCESS-ESM1-5,RAINY,LA_NINA,351003,R20mm,106.18,20.41,-85.77
CanESM5,RAINY,LA_NINA,351003,R20mm,41.18,9.17,-32.01
CESM2,RAINY,LA_NINA,351003,R20mm,31.18,23.77,-7.41
EC-Earth3,RAINY,LA_NINA,351003,R20mm,31.82,46.18,14.36
FGOALS-g3,RAINY,LA_NINA,351003,R20mm,16.18,6.22,-9.96
MIROC6,RAINY,LA_NINA,351003,R20mm,2.64,6.71,4.07
MRI-ESM2-0,RAINY,LA_NINA,351003,R20mm,61.24,33.15,-28.09
ACCESS-ESM1-5,RAINY,LA_NINA,351003,R50mm,24.0,37.33,13.33
CanESM5,RAINY,LA_NINA,351003,R50mm,24.0,36.0,12.0
CESM2,RAINY,LA_NINA,351003,R50mm,264.0,45.82,-218.18
EC-Earth3,RAINY,LA_NINA,351003,R50mm,4.0,60.0,56.0
FGOALS-g3,RAINY,LA_NINA,351003,R50mm,16.0,54.0,38.0
MIROC6,RAINY,LA_NINA,351003,R50mm,51.0,36.0,-15.0
MRI-ESM2-0,RAINY,LA_NINA,351003,R50mm,56.0,66.0,10.0
ACCESS-ESM1-5,RAINY,LA_NINA,351003,R95p,22.89,1.43,-21.46
CanESM5,RAINY,LA_NINA,351003,R95p,19.95,21.25,1.3
CESM2,RAINY,LA_NINA,351003,R95p,104.95,61.83,-43.12
EC-Earth3,RAINY,LA_NINA,351003,R95p,4.63,55.58,50.95
FGOALS-g3,RAINY,LA_NINA,351003,R95p,36.89,39.68,2.79
MIROC6,RAINY,LA_NINA,351003,R95p,59.05,28.05,-31.0
MRI-ESM2-0,RAINY,LA_NINA,351003,R95p,70.39,58.98,-11.41
ACCESS-ESM1-5,RAINY,LA_NINA,351003,R99p,101.87,5.34,-96.53
CanESM5,RAINY,LA_NINA,351003,R99p,4.58,67.3,62.72
CESM2,RAINY,LA_NINA,351003,R99p,1.87,77.28,75.41
EC-Earth3,RAINY,LA_NINA,351003,R99p,1.87,189.59,187.72
FGOALS-g3,RAINY,LA_NINA,351003,R99p,101.87,53.52,-48.35
MIROC6,RAINY,LA_NINA,351003,R99p,75.02,101.87,26.85
MRI-ESM2-0,RAINY,LA_NINA,351003,R99p,101.87,74.42,-27.45
ACCESS-ESM1-5,RAINY,LA_NINA,351003,Rx1day,28.57,4.02,-24.55
CanESM5,RAINY,LA_NINA,351003,Rx1day,16.96,38.34,21.38
CESM2,RAINY,LA_NINA,351003,Rx1day,77.82,55.44,-22.38
EC-Earth3,RAINY,LA_NINA,351003,Rx1day,5.8,19.98,14.18
FGOALS-g3,RAINY,LA_NINA,351003,Rx1day,10.75,1.81,-8.94
MIROC6,RAINY,LA_NINA,351003,Rx1day,20.11,37.45,17.34
MRI-ESM2-0,RAINY,LA_NINA,351003,Rx1day,26.86,44.45,17.59
ACCESS-ESM1-5,RAINY,LA_NINA,351003,Rx5day,31.14,10.46,-20.68
CanESM5,RAINY,LA_NINA,351003,Rx5day,14.72,38.35,23.63
CESM2,RAINY,LA_NINA,351003,Rx5day,55.82,38.4,-17.42
EC-Earth3,RAINY,LA_NINA,351003,Rx5day,13.99,5.17,-8.82
FGOALS-g3,RAINY,LA_NINA,351003,Rx5day,1.67,8.57,6.9
MIROC6,RAINY,LA_NINA,351003,Rx5day,39.33,42.01,2.68
MRI-ESM2-0,RAINY,LA_NINA,351003,Rx5day,51.73,52.9,1.17
ACCESS-ESM1-5,RAINY,LA_NINA,351003,SDII,9.72,14.84,5.12
CanESM5,RAINY,LA_NINA,351003,SDII,7.18,15.55,8.37
CESM2,RAINY,LA_NINA,351003,SDII,8.34,5.43,-2.91
EC-Earth3,RAINY,LA_NINA,351003,SDII,9.56,17.18,7.62
FGOALS-g3,RAINY,LA_NINA,351003,SDII,8.26,6.55,-1.71
MIROC6,RAINY,LA_NINA,351003,SDII,3.3,10.39,7.09
MRI-ESM2-0,RAINY,LA_NINA,351003,SDII,14.15,21.71,7.56
ACCESS-ESM1-5,RAINY,LA_NINA,351003,wet_day_freq,9.16,4.4,-4.76
CanESM5,RAINY,LA_NINA,351003,wet_day_freq,14.01,11.56,-2.45
CESM2,RAINY,LA_NINA,351003,wet_day_freq,23.68,36.68,13.0
EC-Earth3,RAINY,LA_NINA,351003,wet_day_freq,30.65,24.69,-5.96
FGOALS-g3,RAINY,LA_NINA,351003,wet_day_freq,19.27,24.62,5.35
MIROC6,RAINY,LA_NINA,351003,wet_day_freq,18.1,31.22,13.12
MRI-ESM2-0,RAINY,LA_NINA,351003,wet_day_freq,12.96,3.42,-9.54
ACCESS-ESM1-5,RAINY,LA_NINA,351004,CDD,5.64,17.47,11.83
CanESM5,RAINY,LA_NINA,351004,CDD,13.01,3.55,-9.46
CESM2,RAINY,LA_NINA,351004,CDD,9.82,4.29,-5.53
EC-Earth3,RAINY,LA_NINA,351004,CDD,12.75,4.77,-7.98
FGOALS-g3,RAINY,LA_NINA,351004,CDD,15.21,3.04,-12.17
MIROC6,RAINY,LA_NINA,351004,CDD,36.21,31.48,-4.73
MRI-ESM2-0,RAINY,LA_NINA,351004,CDD,5.27,15.62,10.35
ACCESS-ESM1-5,RAINY,LA_NINA,351004,CWD,36.25,26.09,-10.16
CanESM5,RAINY,LA_NINA,351004,CWD,1.59,13.04,11.45
CESM2,RAINY,LA_NINA,351004,CWD,34.09,13.04,-21.05
EC-Earth3,RAINY,LA_NINA,351004,CWD,3.8,9.94,6.14
FGOALS-g3,RAINY,LA_NINA,351004,CWD,11.79,6.55,-5.24
MIROC6,RAINY,LA_NINA,351004,CWD,2.28,14.46,12.18
MRI-ESM2-0,RAINY,LA_NINA,351004,CWD,9.1,21.58,12.48
ACCESS-ESM1-5,RAINY,LA_NINA,351004,PRCPTOT,13.66,25.95,12.29
CanESM5,RAINY,LA_NINA,351004,PRCPTOT,8.17,16.65,8.48
CESM2,RAINY,LA_NINA,351004,PRCPTOT,8.16,14.46,6.3
EC-Earth3,RAINY,LA_NINA,351004,PRCPTOT,0.67,28.1,27.43
FGOALS-g3,RAINY,LA_NINA,351004,PRCPTOT,8.05,2.77,-5.28
MIROC6,RAINY,LA_NINA,351004,PRCPTOT,1.97,5.61,3.64
MRI-ESM2-0,RAINY,LA_NINA,351004,PRCPTOT,21.12,33.58,12.46
ACCESS-ESM1-5,RAINY,LA_NINA,351004,R20mm,97.79,33.35,-64.44
CanESM5,RAINY,LA_NINA,351004,R20mm,32.79,18.88,-13.91
CESM2,RAINY,LA_NINA,351004,R20mm,4.04,21.58,17.54
EC-Earth3,RAINY,LA_NINA,351004,R20mm,40.21,33.12,-7.09
FGOALS-g3,RAINY,LA_NINA,351004,R20mm,7.79,9.53,1.74
MIROC6,RAINY,LA_NINA,351004,R20mm,4.46,0.38,-4.08
MRI-ESM2-0,RAINY,LA_NINA,351004,R20mm,69.63,35.74,-33.89
ACCESS-ESM1-5,RAINY,LA_NINA,351004,R50mm,0.0,36.0,36.0
CanESM5,RAINY,LA_NINA,351004,R50mm,0.0,10.0,10.0
CESM2,RAINY,LA_NINA,351004,R50mm,480.0,17.14,-462.86
EC-Earth3,RAINY,LA_NINA,351004,R50mm,20.0,16.0,-4.0
FGOALS-g3,RAINY,LA_NINA,351004,R50mm,40.0,32.73,-7.27
MIROC6,RAINY,LA_NINA,351004,R50mm,80.0,10.0,-70.0
MRI-ESM2-0,RAINY,LA_NINA,351004,R50mm,80.0,85.71,5.71
ACCESS-ESM1-5,RAINY,LA_NINA,351004,R95p,20.46,19.05,-1.41
CanESM5,RAINY,LA_NINA,351004,R95p,0.09,10.92,10.83
CESM2,RAINY,LA_NINA,351004,R95p,61.29,0.23,-61.06
EC-Earth3,RAINY,LA_NINA,351004,R95p,15.41,14.17,-1.24
FGOALS-g3,RAINY,LA_NINA,351004,R95p,16.85,14.11,-2.74
MIROC6,RAINY,LA_NINA,351004,R95p,74.59,15.13,-59.46
MRI-ESM2-0,RAINY,LA_NINA,351004,R95p,90.43,74.65,-15.78
ACCESS-ESM1-5,RAINY,LA_NINA,351004,R99p,279.97,227.6,-52.37
CanESM5,RAINY,LA_NINA,351004,R99p,190.72,241.05,50.33
CESM2,RAINY,LA_NINA,351004,R99p,279.97,137.82,-142.15
EC-Earth3,RAINY,LA_NINA,351004,R99p,179.97,170.96,-9.01
FGOALS-g3,RAINY,LA_NINA,351004,R99p,179.97,195.85,15.88
MIROC6,RAINY,LA_NINA,351004,R99p,279.97,279.97,0.0
MRI-ESM2-0,RAINY,LA_NINA,351004,R99p,279.97,235.23,-44.74
ACCESS-ESM1-5,RAINY,LA_NINA,351004,Rx1day,41.26,25.28,-15.98
CanESM5,RAINY,LA_NINA,351004,Rx1day,29.65,46.68,17.03
CESM2,RAINY,LA_NINA,351004,Rx1day,23.95,15.83,-8.12
EC-Earth3,RAINY,LA_NINA,351004,Rx1day,6.89,9.56,2.67
FGOALS-g3,RAINY,LA_NINA,351004,Rx1day,23.44,9.54,-13.9
MIROC6,RAINY,LA_NINA,351004,Rx1day,32.44,28.9,-3.54
MRI-ESM2-0,RAINY,LA_NINA,351004,Rx1day,39.55,47.89,8.34
ACCESS-ESM1-5,RAINY,LA_NINA,351004,Rx5day,72.16,58.05,-14.11
CanESM5,RAINY,LA_NINA,351004,Rx5day,55.74,77.77,22.03
CESM2,RAINY,LA_NINA,351004,Rx5day,15.71,34.47,18.76
EC-Earth3,RAINY,LA_NINA,351004,Rx5day,55.01,42.42,-12.59
FGOALS-g3,RAINY,LA_NINA,351004,Rx5day,42.69,43.4,0.71
MIROC6,RAINY,LA_NINA,351004,Rx5day,76.21,71.38,-4.83
MRI-ESM2-0,RAINY,LA_NINA,351004,Rx5day,92.75,84.84,-7.91
ACCESS-ESM1-5,RAINY,LA_NINA,351004,SDII,19.38,24.13,4.75
CanESM5,RAINY,LA_NINA,351004,SDII,16.84,19.71,2.87
CESM2,RAINY,LA_NINA,351004,SDII,3.7,4.0,0.3
EC-Earth3,RAINY,LA_NINA,351004,SDII,19.22,7.65,-11.57
FGOALS-g3,RAINY,LA_NINA,351004,SDII,17.92,13.53,-4.39
MIROC6,RAINY,LA_NINA,351004,SDII,15.99,15.26,-0.73
MRI-ESM2-0,RAINY,LA_NINA,351004,SDII,23.81,29.59,5.78
ACCESS-ESM1-5,RAINY,LA_NINA,351004,wet_day_freq,1.4,7.13,5.73
CanESM5,RAINY,LA_NINA,351004,wet_day_freq,6.25,2.33,-3.92
CESM2,RAINY,LA_NINA,351004,wet_day_freq,11.99,21.73,9.74
EC-Earth3,RAINY,LA_NINA,351004,wet_day_freq,22.89,20.49,-2.4
FGOALS-g3,RAINY,LA_NINA,351004,wet_day_freq,11.51,15.69,4.18
MIROC6,RAINY,LA_NINA,351004,wet_day_freq,13.12,23.25,10.13
MRI-ESM2-0,RAINY,LA_NINA,351004,wet_day_freq,5.2,3.53,-1.67
ACCESS-ESM1-5,RAINY,LA_NINA,351005,CDD,30.1,56.75,26.65
CanESM5,RAINY,LA_NINA,351005,CDD,77.25,80.55,3.3
CESM2,RAINY,LA_NINA,351005,CDD,74.06,68.47,-5.59
EC-Earth3,RAINY,LA_NINA,351005,CDD,76.84,55.84,-21.0
FGOALS-g3,RAINY,LA_NINA,351005,CDD,79.45,70.31,-9.14
MIROC6,RAINY,LA_NINA,351005,CDD,28.03,49.79,21.76
MRI-ESM2-0,RAINY,LA_NINA,351005,CDD,58.97,41.99,-16.98
ACCESS-ESM1-5,RAINY,LA_NINA,351005,CWD,45.56,46.8,1.24
CanESM5,RAINY,LA_NINA,351005,CWD,75.37,74.21,-1.16
CESM2,RAINY,LA_NINA,351005,CWD,111.05,113.41,2.36
EC-Earth3,RAINY,LA_NINA,351005,CWD,102.35,85.71,-16.64
FGOALS-g3,RAINY,LA_NINA,351005,CWD,65.17,86.92,21.75
MIROC6,RAINY,LA_NINA,351005,CWD,74.68,70.41,-4.27
MRI-ESM2-0,RAINY,LA_NINA,351005,CWD,67.86,62.14,-5.72
ACCESS-ESM1-5,RAINY,LA_NINA,351005,PRCPTOT,20.08,29.64,9.56
CanESM5,RAINY,LA_NINA,351005,PRCPTOT,4.01,4.85,0.84
CESM2,RAINY,LA_NINA,351005,PRCPTOT,20.34,28.73,8.39
EC-Earth3,RAINY,LA_NINA,351005,PRCPTOT,6.69,23.83,17.14
FGOALS-g3,RAINY,LA_NINA,351005,PRCPTOT,20.23,14.18,-6.05
MIROC6,RAINY,LA_NINA,351005,PRCPTOT,10.21,13.1,2.89
MRI-ESM2-0,RAINY,LA_NINA,351005,PRCPTOT,8.94,21.41,12.47
ACCESS-ESM1-5,RAINY,LA_NINA,351005,R20mm,59.3,41.54,-17.76
CanESM5,RAINY,LA_NINA,351005,R20mm,39.55,5.98,-33.57
CESM2,RAINY,LA_NINA,351005,R20mm,10.8,27.26,16.46
EC-Earth3,RAINY,LA_NINA,351005,R20mm,68.53,26.16,-42.37
FGOALS-g3,RAINY,LA_NINA,351005,R20mm,14.55,2.19,-12.36
MIROC6,RAINY,LA_NINA,351005,R20mm,11.22,0.64,-10.58
MRI-ESM2-0,RAINY,LA_NINA,351005,R20mm,62.87,29.53,-33.34
ACCESS-ESM1-5,RAINY,LA_NINA,351005,R50mm,100.0,55.79,-44.21
CanESM5,RAINY,LA_NINA,351005,R50mm,20.0,12.73,-7.27
CESM2,RAINY,LA_NINA,351005,R50mm,500.0,20.0,-480.0
EC-Earth3,RAINY,LA_NINA,351005,R50mm,0.0,13.33,13.33
FGOALS-g3,RAINY,LA_NINA,351005,R50mm,20.0,56.0,36.0
MIROC6,RAINY,LA_NINA,351005,R50mm,60.0,10.0,-50.0
MRI-ESM2-0,RAINY,LA_NINA,351005,R50mm,60.0,62.11,2.11
ACCESS-ESM1-5,RAINY,LA_NINA,351005,R95p,110.19,62.43,-47.76
CanESM5,RAINY,LA_NINA,351005,R95p,5.13,29.19,24.06
CESM2,RAINY,LA_NINA,351005,R95p,66.51,5.1,-61.41
EC-Earth3,RAINY,LA_NINA,351005,R95p,10.19,1.73,-8.46
FGOALS-g3,RAINY,LA_NINA,351005,R95p,22.07,8.16,-13.91
MIROC6,RAINY,LA_NINA,351005,R95p,75.71,33.4,-42.31
MRI-ESM2-0,RAINY,LA_NINA,351005,R95p,85.21,61.85,-23.36
ACCESS-ESM1-5,RAINY,LA_NINA,351005,R99p,117.14,117.14,0.0
CanESM5,RAINY,LA_NINA,351005,R99p,19.85,84.92,65.07
CESM2,RAINY,LA_NINA,351005,R99p,117.14,36.94,-80.2
EC-Earth3,RAINY,LA_NINA,351005,R99p,17.14,5.38,-11.76
FGOALS-g3,RAINY,LA_NINA,351005,R99p,17.14,46.28,29.14
MIROC6,RAINY,LA_NINA,351005,R99p,117.14,117.14,0.0
MRI-ESM2-0,RAINY,LA_NINA,351005,R99p,117.14,80.01,-37.13
ACCESS-ESM1-5,RAINY,LA_NINA,351005,Rx1day,74.2,65.05,-9.15
CanESM5,RAINY,LA_NINA,351005,Rx1day,36.03,60.19,24.16
CESM2,RAINY,LA_NINA,351005,Rx1day,17.57,2.36,-15.21
EC-Earth3,RAINY,LA_NINA,351005,Rx1day,26.29,13.07,-13.22
FGOALS-g3,RAINY,LA_NINA,351005,Rx1day,29.82,17.4,-12.42
MIROC6,RAINY,LA_NINA,351005,Rx1day,38.82,37.79,-1.03
MRI-ESM2-0,RAINY,LA_NINA,351005,Rx1day,45.93,55.12,9.19
ACCESS-ESM1-5,RAINY,LA_NINA,351005,Rx5day,62.54,66.3,3.76
CanESM5,RAINY,LA_NINA,351005,Rx5day,17.18,43.95,26.77
CESM2,RAINY,LA_NINA,351005,Rx5day,22.85,17.13,-5.72
EC-Earth3,RAINY,LA_NINA,351005,Rx5day,41.85,27.95,-13.9
FGOALS-g3,RAINY,LA_NINA,351005,Rx5day,4.13,2.17,-1.96
MIROC6,RAINY,LA_NINA,351005,Rx5day,37.65,39.14,1.49
MRI-ESM2-0,RAINY,LA_NINA,351005,Rx5day,54.19,45.78,-8.41
ACCESS-ESM1-5,RAINY,LA_NINA,351005,SDII,35.47,39.64,4.17
CanESM5,RAINY,LA_NINA,351005,SDII,22.35,30.67,8.32
CESM2,RAINY,LA_NINA,351005,SDII,9.21,8.38,-0.83
EC-Earth3,RAINY,LA_NINA,351005,SDII,31.75,5.38,-26.37
FGOALS-g3,RAINY,LA_NINA,351005,SDII,23.43,20.91,-2.52
MIROC6,RAINY,LA_NINA,351005,SDII,21.5,29.2,7.7
MRI-ESM2-0,RAINY,LA_NINA,351005,SDII,29.32,31.46,2.14
ACCESS-ESM1-5,RAINY,LA_NINA,351005,wet_day_freq,21.58,11.28,-10.3
CanESM5,RAINY,LA_NINA,351005,wet_day_freq,31.2,27.33,-3.87
CESM2,RAINY,LA_NINA,351005,wet_day_freq,36.94,46.67,9.73
EC-Earth3,RAINY,LA_NINA,351005,wet_day_freq,46.7,34.73,-11.97
FGOALS-g3,RAINY,LA_NINA,351005,wet_day_freq,36.46,42.3,5.84
MIROC6,RAINY,LA_NINA,351005,wet_day_freq,38.07,54.45,16.38
MRI-ESM2-0,RAINY,LA_NINA,351005,wet_day_freq,30.15,18.1,-12.05
ACCESS-ESM1-5,RAINY,LA_NINA,351006,CDD,77.76,76.17,-1.59
CanESM5,RAINY,LA_NINA,351006,CDD,96.41,99.17,2.76
CESM2,RAINY,LA_NINA,351006,CDD,114.87,78.14,-36.73
EC-Earth3,RAINY,LA_NINA,351006,CDD,96.15,84.79,-11.36
FGOALS-g3,RAINY,LA_NINA,351006,CDD,98.61,102.0,3.39
MIROC6,RAINY,LA_NINA,351006,CDD,65.74,86.23,20.49
MRI-ESM2-0,RAINY,LA_NINA,351006,CDD,49.67,71.0,21.33
ACCESS-ESM1-5,RAINY,LA_NINA,351006,CWD,26.41,17.92,-8.49
CanESM5,RAINY,LA_NINA,351006,CWD,8.25,7.88,-0.37
CESM2,RAINY,LA_NINA,351006,CWD,68.16,2.88,-65.28
EC-Earth3,RAINY,LA_NINA,351006,CWD,6.04,18.17,12.13
FGOALS-g3,RAINY,LA_NINA,351006,CWD,1.95,6.88,4.93
MIROC6,RAINY,LA_NINA,351006,CWD,6.28,15.22,8.94
MRI-ESM2-0,RAINY,LA_NINA,351006,CWD,22.12,10.56,-11.56
ACCESS-ESM1-5,RAINY,LA_NINA,351006,PRCPTOT,16.7,24.74,8.04
CanESM5,RAINY,LA_NINA,351006,PRCPTOT,11.21,20.99,9.78
CESM2,RAINY,LA_NINA,351006,PRCPTOT,0.25,0.34,0.09
EC-Earth3,RAINY,LA_NINA,351006,PRCPTOT,2.37,24.88,22.51
FGOALS-g3,RAINY,LA_NINA,351006,PRCPTOT,5.01,4.39,-0.62
MIROC6,RAINY,LA_NINA,351006,PRCPTOT,4.67,2.07,-2.6
MRI-ESM2-0,RAINY,LA_NINA,351006,PRCPTOT,23.54,33.45,9.91
ACCESS-ESM1-5,RAINY,LA_NINA,351006,R20mm,70.54,64.77,-5.77
CanESM5,RAINY,LA_NINA,351006,R20mm,5.54,49.46,43.92
CESM2,RAINY,LA_NINA,351006,R20mm,28.35,18.05,-10.3
EC-Earth3,RAINY,LA_NINA,351006,R20mm,67.46,2.72,-64.74
FGOALS-g3,RAINY,LA_NINA,351006,R20mm,19.46,42.38,22.92
MIROC6,RAINY,LA_NINA,351006,R20mm,38.28,23.85,-14.43
MRI-ESM2-0,RAINY,LA_NINA,351006,R20mm,97.92,65.23,-32.69
ACCESS-ESM1-5,RAINY,LA_NINA,351006,R50mm,360.0,360.0,0.0
CanESM5,RAINY,LA_NINA,351006,R50mm,360.0,436.36,76.36
CESM2,RAINY,LA_NINA,351006,R50mm,380.0,404.21,24.21
EC-Earth3,RAINY,LA_NINA,351006,R50mm,380.0,320.0,-60.0
FGOALS-g3,RAINY,LA_NINA,351006,R50mm,400.0,384.0,-16.0
MIROC6,RAINY,LA_NINA,351006,R50mm,435.0,424.0,-11.0
MRI-ESM2-0,RAINY,LA_NINA,351006,R50mm,420.0,435.79,15.79
ACCESS-ESM1-5,RAINY,LA_NINA,351006,R95p,41.35,82.98,41.63
CanESM5,RAINY,LA_NINA,351006,R95p,33.06,79.59,46.53
CESM2,RAINY,LA_NINA,351006,R95p,42.97,51.0,8.03
EC-Earth3,RAINY,LA_NINA,351006,R95p,86.02,12.81,-73.21
FGOALS-g3,RAINY,LA_NINA,351006,R95p,48.21,68.67,20.46
MIROC6,RAINY,LA_NINA,351006,R95p,83.54,68.26,-15.28
MRI-ESM2-0,RAINY,LA_NINA,351006,R95p,119.46,97.99,-21.47
ACCESS-ESM1-5,RAINY,LA_NINA,351006,R99p,122.34,123.6,1.26
CanESM5,RAINY,LA_NINA,351006,R99p,118.79,145.88,27.09
CESM2,RAINY,LA_NINA,351006,R99p,9.1,123.74,114.64
EC-Earth3,RAINY,LA_NINA,351006,R99p,121.31,38.05,-83.26
FGOALS-g3,RAINY,LA_NINA,351006,R99p,89.05,124.42,35.37
MIROC6,RAINY,LA_NINA,351006,R99p,171.85,138.87,-32.98
MRI-ESM2-0,RAINY,LA_NINA,351006,R99p,183.75,172.18,-11.57
ACCESS-ESM1-5,RAINY,LA_NINA,351006,Rx1day,22.94,22.01,-0.93
CanESM5,RAINY,LA_NINA,351006,Rx1day,11.33,37.65,26.32
CESM2,RAINY,LA_NINA,351006,Rx1day,44.25,11.85,-32.4
EC-Earth3,RAINY,LA_NINA,351006,Rx1day,11.43,38.74,27.31
FGOALS-g3,RAINY,LA_NINA,351006,Rx1day,5.12,8.25,3.13
MIROC6,RAINY,LA_NINA,351006,Rx1day,14.48,24.52,10.04
MRI-ESM2-0,RAINY,LA_NINA,351006,Rx1day,5.55,26.43,20.88
ACCESS-ESM1-5,RAINY,LA_NINA,351006,Rx5day,103.84,72.75,-31.09
CanESM5,RAINY,LA_NINA,351006,Rx5day,87.42,118.01,30.59
CESM2,RAINY,LA_NINA,351006,Rx5day,59.99,83.67,23.68
EC-Earth3,RAINY,LA_NINA,351006,Rx5day,86.69,64.91,-21.78
FGOALS-g3,RAINY,LA_NINA,351006,Rx5day,74.37,91.52,17.15
MIROC6,RAINY,LA_NINA,351006,Rx5day,112.03,113.21,1.18
MRI-ESM2-0,RAINY,LA_NINA,351006,Rx5day,107.06,116.06,9.0
ACCESS-ESM1-5,RAINY,LA_NINA,351006,SDII,36.76,42.64,5.88
CanESM5,RAINY,LA_NINA,351006,SDII,34.22,43.92,9.7
CESM2,RAINY,LA_NINA,351006,SDII,29.28,27.11,-2.17
EC-Earth3,RAINY,LA_NINA,351006,SDII,36.6,6.77,-29.83
FGOALS-g3,RAINY,LA_NINA,351006,SDII,35.3,32.31,-2.99
MIROC6,RAINY,LA_NINA,351006,SDII,30.34,34.35,4.01
MRI-ESM2-0,RAINY,LA_NINA,351006,SDII,43.37,48.85,5.48
ACCESS-ESM1-5,RAINY,LA_NINA,351006,wet_day_freq,2.38,0.97,-1.41
CanESM5,RAINY,LA_NINA,351006,wet_day_freq,7.23,5.04,-2.19
CESM2,RAINY,LA_NINA,351006,wet_day_freq,15.86,13.51,-2.35
EC-Earth3,RAINY,LA_NINA,351006,wet_day_freq,23.87,16.53,-7.34
FGOALS-g3,RAINY,LA_NINA,351006,wet_day_freq,12.49,14.06,1.57
MIROC6,RAINY,LA_NINA,351006,wet_day_freq,11.32,20.8,9.48
MRI-ESM2-0,RAINY,LA_NINA,351006,wet_day_freq,8.33,1.03,-7.3
ACCESS-ESM1-5,RAINY,LA_NINA,351007,CDD,44.41,54.01,9.6
CanESM5,RAINY,LA_NINA,351007,CDD,63.06,54.28,-8.78
CESM2,RAINY,LA_NINA,351007,CDD,81.52,50.69,-30.83
EC-Earth3,RAINY,LA_NINA,351007,CDD,66.22,49.55,-16.67
FGOALS-g3,RAINY,LA_NINA,351007,CDD,34.15,60.98,26.83
MIROC6,RAINY,LA_NINA,351007,CDD,32.39,52.71,20.32
MRI-ESM2-0,RAINY,LA_NINA,351007,CDD,24.32,34.79,10.47
ACCESS-ESM1-5,RAINY,LA_NINA,351007,CWD,23.03,17.68,-5.35
CanESM5,RAINY,LA_NINA,351007,CWD,11.63,33.46,21.83
CESM2,RAINY,LA_NINA,351007,CWD,71.54,10.04,-61.5
EC-Earth3,RAINY,LA_NINA,351007,CWD,0.17,13.14,12.97
FGOALS-g3,RAINY,LA_NINA,351007,CWD,3.03,9.58,6.55
MIROC6,RAINY,LA_NINA,351007,CWD,2.9,23.1,20.2
MRI-ESM2-0,RAINY,LA_NINA,351007,CWD,0.2,26.26,26.06
ACCESS-ESM1-5,RAINY,LA_NINA,351007,PRCPTOT,12.65,17.87,5.22
CanESM5,RAINY,LA_NINA,351007,PRCPTOT,7.16,13.67,6.51
CESM2,RAINY,LA_NINA,351007,PRCPTOT,3.8,4.63,0.83
EC-Earth3,RAINY,LA_NINA,351007,PRCPTOT,6.1,17.45,11.35
FGOALS-g3,RAINY,LA_NINA,351007,PRCPTOT,4.17,13.83,9.66
MIROC6,RAINY,LA_NINA,351007,PRCPTOT,0.62,1.78,1.16
MRI-ESM2-0,RAINY,LA_NINA,351007,PRCPTOT,18.41,26.79,8.38
ACCESS-ESM1-5,RAINY,LA_NINA,351007,R20mm,86.67,45.15,-41.52
CanESM5,RAINY,LA_NINA,351007,R20mm,21.67,24.1,2.43
CESM2,RAINY,LA_NINA,351007,R20mm,12.22,12.41,0.19
EC-Earth3,RAINY,LA_NINA,351007,R20mm,56.67,9.59,-47.08
FGOALS-g3,RAINY,LA_NINA,351007,R20mm,16.67,46.53,29.86
MIROC6,RAINY,LA_NINA,351007,R20mm,22.15,34.3,12.15
MRI-ESM2-0,RAINY,LA_NINA,351007,R20mm,67.62,62.57,-5.05
