source_type,model,season_type,station,index,A_LaNina_pct,A_ElNino_pct,ASYM_pct,A_LaNina_abs,A_ElNino_abs,ASYM_abs
QDM,CanESM5,RAINY,351006,SDII,-13.61,-8.62,-4.99,-1.933,-1.225,-0.708
QDM,CanESM5,RAINY,351006,wet_day_freq,-0.12,9.41,-9.53,-0.037,2.898,-2.935
QDM,CanESM5,RAINY,351007,CDD,-16.63,-11.58,-5.05,-2.633,-1.833,-0.8
QDM,CanESM5,RAINY,351007,CWD,27.2,32.0,-4.8,2.267,2.667,-0.4
QDM,CanESM5,RAINY,351007,PRCPTOT,-6.97,2.75,-9.72,-53.629,21.15,-74.779
QDM,CanESM5,RAINY,351007,R20mm,-0.77,15.38,-16.15,-0.067,1.333,-1.4
QDM,CanESM5,RAINY,351007,R50mm,-60.0,-100.0,40.0,-0.6,-1.0,0.4
QDM,CanESM5,RAINY,351007,R95p,-13.92,-2.89,-11.03,-42.109,-8.757,-33.352
QDM,CanESM5,RAINY,351007,R99p,-64.31,-36.76,-27.55,-83.214,-47.57,-35.644
QDM,CanESM5,RAINY,351007,Rx1day,-39.97,-31.9,-8.07,-26.197,-20.907,-5.29
QDM,CanESM5,RAINY,351007,Rx5day,-22.72,-2.94,-19.78,-31.339,-4.05,-27.289
QDM,CanESM5,RAINY,351007,SDII,-11.19,0.52,-11.71,-1.078,0.05,-1.128
QDM,CanESM5,RAINY,351007,wet_day_freq,2.51,1.25,1.26,1.089,0.543,0.546
QDM,CanESM5,RAINY,351008,CDD,-28.65,-24.32,-4.33,-5.3,-4.5,-0.8
QDM,CanESM5,RAINY,351008,CWD,17.5,37.5,-20.0,1.4,3.0,-1.6
QDM,CanESM5,RAINY,351008,PRCPTOT,-6.62,2.14,-8.76,-48.162,15.523,-63.685
QDM,CanESM5,RAINY,351008,R20mm,4.35,17.39,-13.04,0.333,1.333,-1.0
QDM,CanESM5,RAINY,351008,R50mm,-76.0,-100.0,24.0,-0.633,-0.833,0.2
QDM,CanESM5,RAINY,351008,R95p,-13.34,-8.65,-4.69,-39.228,-25.433,-13.795
QDM,CanESM5,RAINY,351008,R99p,-65.61,-50.72,-14.89,-56.765,-43.883,-12.882
QDM,CanESM5,RAINY,351008,Rx1day,-39.75,-33.76,-5.99,-25.584,-21.728,-3.856
QDM,CanESM5,RAINY,351008,Rx5day,-22.11,-4.52,-17.59,-29.475,-6.032,-23.443
QDM,CanESM5,RAINY,351008,SDII,-11.73,-1.2,-10.53,-1.093,-0.112,-0.981
QDM,CanESM5,RAINY,351008,wet_day_freq,3.59,2.57,1.02,1.52,1.088,0.432
QDM,CanESM5,RAINY,351009,CDD,-33.05,-11.58,-21.47,-5.233,-1.833,-3.4
QDM,CanESM5,RAINY,351009,CWD,26.92,26.92,0.0,2.333,2.333,0.0
QDM,CanESM5,RAINY,351009,PRCPTOT,-7.05,1.33,-8.38,-54.747,10.328,-65.075
QDM,CanESM5,RAINY,351009,R20mm,-0.77,15.38,-16.15,-0.067,1.333,-1.4
QDM,CanESM5,RAINY,351009,R50mm,-100.0,-100.0,0.0,-1.0,-1.0,0.0
QDM,CanESM5,RAINY,351009,R95p,-15.58,5.07,-20.65,-68.796,22.392,-91.188
QDM,CanESM5,RAINY,351009,R99p,-16.83,-4.48,-12.35,-49.178,-13.09,-36.088
QDM,CanESM5,RAINY,351009,Rx1day,-41.35,-34.97,-6.38,-25.979,-21.968,-4.011
QDM,CanESM5,RAINY,351009,Rx5day,-26.82,-7.36,-19.46,-35.879,-9.85,-26.029
QDM,CanESM5,RAINY,351009,SDII,-11.01,-0.5,-10.51,-1.021,-0.047,-0.974
QDM,CanESM5,RAINY,351009,wet_day_freq,1.67,0.6,1.07,0.762,0.273,0.489
QDM,CanESM5,RAINY,351010,CDD,-25.41,-18.92,-6.49,-4.7,-3.5,-1.2
QDM,CanESM5,RAINY,351010,CWD,7.5,31.25,-23.75,0.6,2.5,-1.9
QDM,CanESM5,RAINY,351010,PRCPTOT,-6.03,2.6,-8.63,-43.216,18.638,-61.854
QDM,CanESM5,RAINY,351010,R20mm,-2.64,1.89,-4.53,-0.233,0.167,-0.4
QDM,CanESM5,RAINY,351010,R50mm,-28.0,-100.0,72.0,-0.233,-0.833,0.6
QDM,CanESM5,RAINY,351010,R95p,-11.06,10.42,-21.48,-43.978,41.45,-85.428
QDM,CanESM5,RAINY,351010,R99p,-7.31,-0.77,-6.54,-18.214,-1.93,-16.284
QDM,CanESM5,RAINY,351010,Rx1day,-36.25,-36.21,-0.04,-24.388,-24.365,-0.023
QDM,CanESM5,RAINY,351010,Rx5day,-19.32,-4.72,-14.6,-26.637,-6.503,-20.134
QDM,CanESM5,RAINY,351010,SDII,-8.73,-1.85,-6.88,-0.863,-0.183,-0.68
QDM,CanESM5,RAINY,351010,wet_day_freq,0.93,3.68,-2.75,0.366,1.448,-1.082
QDM,CanESM5,RAINY,351011,CDD,-1.18,32.35,-33.53,-0.067,1.833,-1.9
QDM,CanESM5,RAINY,351011,CWD,0.14,100.69,-100.55,0.033,24.333,-24.3
QDM,CanESM5,RAINY,351011,PRCPTOT,-3.15,3.67,-6.82,-30.214,35.2,-65.414
QDM,CanESM5,RAINY,351011,R20mm,-23.08,7.69,-30.77,-1.5,0.5,-2.0
QDM,CanESM5,RAINY,351011,R50mm,-100.0,-100.0,0.0,-0.5,-0.5,0.0
QDM,CanESM5,RAINY,351011,R95p,-78.04,-100.0,21.96,-30.832,-39.508,8.676
QDM,CanESM5,RAINY,351011,R99p,0.0,0.0,0.0,0.0,0.0,0.0
QDM,CanESM5,RAINY,351011,Rx1day,-36.56,-31.57,-4.99,-16.755,-14.467,-2.288
QDM,CanESM5,RAINY,351011,Rx5day,-25.99,0.35,-26.34,-28.873,0.383,-29.256
QDM,CanESM5,RAINY,351011,SDII,-6.95,2.4,-9.35,-0.478,0.165,-0.643
QDM,CanESM5,RAINY,351011,wet_day_freq,2.47,0.6,1.87,1.865,0.455,1.41
QDM,CanESM5,RAINY,351012,CDD,-25.41,-24.32,-1.09,-4.7,-4.5,-0.2
QDM,CanESM5,RAINY,351012,CWD,25.11,34.04,-8.93,1.967,2.667,-0.7
QDM,CanESM5,RAINY,351012,PRCPTOT,-8.54,3.74,-12.28,-93.031,40.728,-133.759
QDM,CanESM5,RAINY,351012,R20mm,-6.4,26.0,-32.4,-1.067,4.333,-5.4
QDM,CanESM5,RAINY,351012,R50mm,-2.5,-6.25,3.75,-0.067,-0.167,0.1
QDM,CanESM5,RAINY,351012,R95p,-32.9,-27.06,-5.84,-98.928,-81.352,-17.576
QDM,CanESM5,RAINY,351012,R99p,-100.0,-100.0,0.0,-104.485,-104.485,0.0
QDM,CanESM5,RAINY,351012,Rx1day,-41.67,-39.43,-2.24,-41.791,-39.543,-2.248
QDM,CanESM5,RAINY,351012,Rx5day,-34.02,-11.44,-22.58,-70.653,-23.755,-46.898
QDM,CanESM5,RAINY,351012,SDII,-15.23,-4.37,-10.86,-2.266,-0.65,-1.616
QDM,CanESM5,RAINY,351012,wet_day_freq,3.13,6.13,-3.0,1.251,2.45,-1.199
QDM,CanESM5,RAINY,351201,CDD,-27.6,-30.58,2.98,-5.567,-6.167,0.6
QDM,CanESM5,RAINY,351201,CWD,12.17,-2.17,14.34,0.933,-0.167,1.1
QDM,CanESM5,RAINY,351201,PRCPTOT,-12.08,7.15,-19.23,-132.342,78.348,-210.69
QDM,CanESM5,RAINY,351201,R20mm,-12.08,21.78,-33.86,-2.033,3.667,-5.7
QDM,CanESM5,RAINY,351201,R50mm,-6.67,50.0,-56.67,-0.2,1.5,-1.7
QDM,CanESM5,RAINY,351201,R95p,-34.82,-9.44,-25.38,-134.913,-36.593,-98.32
QDM,CanESM5,RAINY,351201,R99p,-60.4,-74.6,14.2,-102.232,-126.268,24.036
QDM,CanESM5,RAINY,351201,Rx1day,-42.69,-37.76,-4.93,-50.933,-45.055,-5.878
QDM,CanESM5,RAINY,351201,Rx5day,-40.31,-3.2,-37.11,-97.615,-7.748,-89.867
QDM,CanESM5,RAINY,351201,SDII,-23.29,-7.3,-15.99,-3.782,-1.185,-2.597
QDM,CanESM5,RAINY,351201,wet_day_freq,8.74,12.59,-3.85,3.207,4.62,-1.413
QDM,EC-Earth3,HOT_DRY,351001,CDD,3.4,-28.24,31.64,2.889,-24.0,26.889
QDM,EC-Earth3,HOT_DRY,351001,CWD,-13.89,-6.25,-7.64,-0.556,-0.25,-0.306
QDM,EC-Earth3,HOT_DRY,351001,PRCPTOT,-34.25,58.36,-92.61,-62.638,106.748,-169.386
QDM,EC-Earth3,HOT_DRY,351001,R20mm,-48.72,92.31,-141.03,-1.267,2.4,-3.667
QDM,EC-Earth3,HOT_DRY,351001,R50mm,-58.33,25.0,-83.33,-0.467,0.2,-0.667
QDM,EC-Earth3,HOT_DRY,351001,R95p,-53.66,-2.56,-51.1,-45.495,-2.171,-43.324
QDM,EC-Earth3,HOT_DRY,351001,R99p,-31.47,-0.39,-31.08,-6.956,-0.086,-6.87
QDM,EC-Earth3,HOT_DRY,351001,Rx1day,-2.66,11.66,-14.32,-1.225,5.378,-6.603
QDM,EC-Earth3,HOT_DRY,351001,Rx5day,-37.2,-22.42,-14.78,-41.845,-25.217,-16.628
QDM,EC-Earth3,HOT_DRY,351001,SDII,-30.17,0.85,-31.02,-4.564,0.129,-4.693
QDM,EC-Earth3,HOT_DRY,351001,wet_day_freq,-12.08,46.03,-58.11,-0.8,3.048,-3.848
QDM,EC-Earth3,HOT_DRY,351002,CDD,16.52,-21.07,37.59,15.956,-20.35,36.306
QDM,EC-Earth3,HOT_DRY,351002,CWD,-9.36,-14.47,5.11,-0.356,-0.55,0.194
QDM,EC-Earth3,HOT_DRY,351002,PRCPTOT,-32.96,60.07,-93.03,-33.083,60.299,-93.382
QDM,EC-Earth3,HOT_DRY,351002,R20mm,-65.28,40.62,-105.9,-1.044,0.65,-1.694
QDM,EC-Earth3,HOT_DRY,351002,R50mm,-44.44,-100.0,55.56,-0.089,-0.2,0.111
QDM,EC-Earth3,HOT_DRY,351002,R95p,-49.19,-58.99,9.8,-13.457,-16.138,2.681
QDM,EC-Earth3,HOT_DRY,351002,R99p,0.0,0.0,0.0,8.404,0.0,8.404
QDM,EC-Earth3,HOT_DRY,351002,Rx1day,-21.17,-1.55,-19.62,-6.394,-0.468,-5.926
QDM,EC-Earth3,HOT_DRY,351002,Rx5day,-41.18,-25.03,-16.15,-27.578,-16.765,-10.813
QDM,EC-Earth3,HOT_DRY,351002,SDII,-27.32,4.45,-31.77,-2.794,0.455,-3.249
QDM,EC-Earth3,HOT_DRY,351002,wet_day_freq,-5.4,51.92,-57.32,-0.28,2.69,-2.97
QDM,EC-Earth3,HOT_DRY,351003,CDD,-22.04,-34.94,12.9,-23.711,-37.6,13.889
QDM,EC-Earth3,HOT_DRY,351003,CWD,-15.2,5.26,-20.46,-0.578,0.2,-0.778
QDM,EC-Earth3,HOT_DRY,351003,PRCPTOT,-42.91,68.83,-111.74,-86.897,139.407,-226.304
QDM,EC-Earth3,HOT_DRY,351003,R20mm,-44.44,96.43,-140.87,-1.244,2.7,-3.944
QDM,EC-Earth3,HOT_DRY,351003,R50mm,-55.56,50.0,-105.56,-0.556,0.5,-1.056
QDM,EC-Earth3,HOT_DRY,351003,R95p,-56.78,70.97,-127.75,-55.211,69.006,-124.217
QDM,EC-Earth3,HOT_DRY,351003,R99p,-85.39,60.58,-145.97,-45.518,32.294,-77.812
QDM,EC-Earth3,HOT_DRY,351003,Rx1day,-45.75,1.58,-47.33,-30.529,1.056,-31.585
QDM,EC-Earth3,HOT_DRY,351003,Rx5day,-45.3,0.4,-45.7,-56.004,0.499,-56.503
QDM,EC-Earth3,HOT_DRY,351003,SDII,-36.62,25.53,-62.15,-6.275,4.374,-10.649
QDM,EC-Earth3,HOT_DRY,351003,wet_day_freq,-15.24,33.94,-49.18,-0.959,2.135,-3.094
QDM,EC-Earth3,HOT_DRY,351004,CDD,-10.29,-40.3,30.01,-14.689,-57.55,42.861
QDM,EC-Earth3,HOT_DRY,351004,CWD,-14.14,47.73,-61.87,-0.311,1.05,-1.361
QDM,EC-Earth3,HOT_DRY,351004,PRCPTOT,-35.23,134.36,-169.59,-42.881,163.56,-206.441
QDM,EC-Earth3,HOT_DRY,351004,R20mm,-33.33,162.5,-195.83,-0.667,3.25,-3.917
QDM,EC-Earth3,HOT_DRY,351004,R50mm,-58.33,56.25,-114.58,-0.467,0.45,-0.917
QDM,EC-Earth3,HOT_DRY,351004,R95p,-51.91,95.1,-147.01,-30.821,56.462,-87.283
QDM,EC-Earth3,HOT_DRY,351004,R99p,-63.03,107.15,-170.18,-16.846,28.636,-45.482
QDM,EC-Earth3,HOT_DRY,351004,Rx1day,-31.58,38.07,-69.65,-15.527,18.716,-34.243
QDM,EC-Earth3,HOT_DRY,351004,Rx5day,-34.51,26.02,-60.53,-29.845,22.507,-52.352
QDM,EC-Earth3,HOT_DRY,351004,SDII,-27.33,40.41,-67.74,-5.13,7.584,-12.714
QDM,EC-Earth3,HOT_DRY,351004,wet_day_freq,-22.65,83.25,-105.9,-0.7,2.572,-3.272
QDM,EC-Earth3,HOT_DRY,351005,CDD,7.9,-35.2,43.1,9.022,-40.2,49.222
QDM,EC-Earth3,HOT_DRY,351005,CWD,-8.5,-4.41,-4.09,-0.289,-0.15,-0.139
QDM,EC-Earth3,HOT_DRY,351005,PRCPTOT,-36.6,61.09,-97.69,-44.788,74.761,-119.549
QDM,EC-Earth3,HOT_DRY,351005,R20mm,-49.49,36.36,-85.85,-1.089,0.8,-1.889
QDM,EC-Earth3,HOT_DRY,351005,R50mm,-44.44,87.5,-131.94,-0.178,0.35,-0.528
QDM,EC-Earth3,HOT_DRY,351005,R95p,-24.25,118.46,-142.71,-7.742,37.825,-45.567
QDM,EC-Earth3,HOT_DRY,351005,R99p,0.0,0.0,0.0,0.0,56.505,-56.505
QDM,EC-Earth3,HOT_DRY,351005,Rx1day,-6.85,67.4,-74.25,-2.358,23.212,-25.57
QDM,EC-Earth3,HOT_DRY,351005,Rx5day,-35.17,7.04,-42.21,-27.139,5.43,-32.569
QDM,EC-Earth3,HOT_DRY,351005,SDII,-24.27,14.62,-38.89,-3.232,1.947,-5.179
QDM,EC-Earth3,HOT_DRY,351005,wet_day_freq,-13.81,40.93,-54.74,-0.609,1.805,-2.414
QDM,EC-Earth3,HOT_DRY,351006,CDD,-0.41,-31.71,31.3,-0.444,-34.25,33.806
QDM,EC-Earth3,HOT_DRY,351006,CWD,-10.49,4.17,-14.66,-0.378,0.15,-0.528
QDM,EC-Earth3,HOT_DRY,351006,PRCPTOT,-30.26,99.01,-129.27,-42.868,140.268,-183.136
QDM,EC-Earth3,HOT_DRY,351006,R20mm,-33.33,100.0,-133.33,-0.667,2.0,-2.667
QDM,EC-Earth3,HOT_DRY,351006,R50mm,-44.44,66.67,-111.11,-0.267,0.4,-0.667
QDM,EC-Earth3,HOT_DRY,351006,R95p,-30.81,123.91,-154.72,-27.093,108.948,-136.041
QDM,EC-Earth3,HOT_DRY,351006,R99p,-23.42,137.0,-160.42,-13.721,80.261,-93.982
QDM,EC-Earth3,HOT_DRY,351006,Rx1day,-15.44,75.77,-91.21,-7.421,36.423,-43.844
QDM,EC-Earth3,HOT_DRY,351006,Rx5day,-26.39,40.42,-66.81,-23.483,35.962,-59.445
QDM,EC-Earth3,HOT_DRY,351006,SDII,-27.02,51.45,-78.47,-3.514,6.691,-10.205
QDM,EC-Earth3,HOT_DRY,351006,wet_day_freq,-16.72,30.01,-46.73,-0.959,1.722,-2.681
QDM,EC-Earth3,HOT_DRY,351007,CDD,6.08,-6.64,12.72,3.889,-4.25,8.139
QDM,EC-Earth3,HOT_DRY,351007,CWD,-45.95,-35.81,-10.14,-3.4,-2.65,-0.75
QDM,EC-Earth3,HOT_DRY,351007,PRCPTOT,-46.79,49.78,-96.57,-83.237,88.559,-171.796
QDM,EC-Earth3,HOT_DRY,351007,R20mm,-72.22,165.62,-237.84,-1.156,2.65,-3.806
QDM,EC-Earth3,HOT_DRY,351007,R50mm,0.0,0.0,0.0,0.0,0.5,-0.5
QDM,EC-Earth3,HOT_DRY,351007,R95p,-64.91,137.68,-202.59,-35.977,76.309,-112.286
QDM,EC-Earth3,HOT_DRY,351007,R99p,-100.0,178.41,-278.41,-18.232,32.528,-50.76
QDM,EC-Earth3,HOT_DRY,351007,Rx1day,-33.94,62.04,-95.98,-10.632,19.434,-30.066
QDM,EC-Earth3,HOT_DRY,351007,Rx5day,-46.71,27.52,-74.23,-36.609,21.568,-58.177
QDM,EC-Earth3,HOT_DRY,351007,SDII,-28.93,23.59,-52.52,-2.359,1.924,-4.283
QDM,EC-Earth3,HOT_DRY,351007,wet_day_freq,-27.48,16.12,-43.6,-3.367,1.975,-5.342
QDM,EC-Earth3,HOT_DRY,351008,CDD,21.79,0.16,21.63,13.6,0.1,13.5
QDM,EC-Earth3,HOT_DRY,351008,CWD,-24.6,-15.18,-9.42,-1.378,-0.85,-0.528
QDM,EC-Earth3,HOT_DRY,351008,PRCPTOT,-36.85,49.59,-86.44,-50.388,67.808,-118.196
QDM,EC-Earth3,HOT_DRY,351008,R20mm,-65.28,-6.25,-59.03,-1.044,-0.1,-0.944
QDM,EC-Earth3,HOT_DRY,351008,R50mm,0.0,0.0,0.0,0.111,0.0,0.111
QDM,EC-Earth3,HOT_DRY,351008,R95p,-67.16,-6.84,-60.32,-36.687,-3.734,-32.953
QDM,EC-Earth3,HOT_DRY,351008,R99p,-28.12,-100.0,71.88,-2.524,-8.976,6.452
QDM,EC-Earth3,HOT_DRY,351008,Rx1day,-21.03,7.3,-28.33,-5.683,1.973,-7.656
QDM,EC-Earth3,HOT_DRY,351008,Rx5day,-41.92,-16.81,-25.11,-26.191,-10.5,-15.691
QDM,EC-Earth3,HOT_DRY,351008,SDII,-26.61,12.64,-39.25,-1.906,0.905,-2.811
QDM,EC-Earth3,HOT_DRY,351008,wet_day_freq,-21.0,29.06,-50.06,-2.248,3.111,-5.359
QDM,EC-Earth3,HOT_DRY,351009,CDD,9.28,-13.55,22.83,6.2,-9.05,15.25
QDM,EC-Earth3,HOT_DRY,351009,CWD,-12.7,-19.64,6.94,-0.711,-1.1,0.389
QDM,EC-Earth3,HOT_DRY,351009,PRCPTOT,-30.04,48.43,-78.47,-43.971,70.874,-114.845
QDM,EC-Earth3,HOT_DRY,351009,R20mm,-44.44,150.0,-194.44,-0.533,1.8,-2.333
QDM,EC-Earth3,HOT_DRY,351009,R50mm,-100.0,25.0,-125.0,-0.2,0.05,-0.25
QDM,EC-Earth3,HOT_DRY,351009,R95p,-50.44,83.99,-134.43,-33.665,56.061,-89.726
QDM,EC-Earth3,HOT_DRY,351009,R99p,-56.19,119.05,-175.24,-24.341,51.572,-75.913
QDM,EC-Earth3,HOT_DRY,351009,Rx1day,-38.33,29.01,-67.34,-11.582,8.767,-20.349
QDM,EC-Earth3,HOT_DRY,351009,Rx5day,-37.84,-1.56,-36.28,-25.47,-1.05,-24.42
QDM,EC-Earth3,HOT_DRY,351009,SDII,-12.53,22.56,-35.09,-0.872,1.569,-2.441
QDM,EC-Earth3,HOT_DRY,351009,wet_day_freq,-22.39,19.08,-41.47,-2.545,2.169,-4.714
QDM,EC-Earth3,HOT_DRY,351010,CDD,9.29,1.12,8.17,6.222,0.75,5.472
QDM,EC-Earth3,HOT_DRY,351010,CWD,-12.39,-13.46,1.07,-0.644,-0.7,0.056
QDM,EC-Earth3,HOT_DRY,351010,PRCPTOT,-30.75,60.63,-91.38,-44.401,87.558,-131.959
QDM,EC-Earth3,HOT_DRY,351010,R20mm,-25.93,170.83,-196.76,-0.311,2.05,-2.361
QDM,EC-Earth3,HOT_DRY,351010,R50mm,-100.0,25.0,-125.0,-0.2,0.05,-0.25
QDM,EC-Earth3,HOT_DRY,351010,R95p,-50.58,117.33,-167.91,-34.418,79.839,-114.257
QDM,EC-Earth3,HOT_DRY,351010,R99p,-55.49,98.55,-154.04,-26.755,47.517,-74.272
QDM,EC-Earth3,HOT_DRY,351010,Rx1day,-39.32,27.8,-67.12,-13.237,9.358,-22.595
QDM,EC-Earth3,HOT_DRY,351010,Rx5day,-38.52,1.72,-40.24,-27.625,1.236,-28.861
QDM,EC-Earth3,HOT_DRY,351010,SDII,-13.79,34.72,-48.51,-1.06,2.67,-3.73
QDM,EC-Earth3,HOT_DRY,351010,wet_day_freq,-21.9,19.67,-41.57,-2.199,1.975,-4.174
QDM,EC-Earth3,HOT_DRY,351011,CDD,-0.92,-4.53,3.61,-0.467,-2.3,1.833
QDM,EC-Earth3,HOT_DRY,351011,CWD,-44.44,-48.28,3.84,-5.156,-5.6,0.444
QDM,EC-Earth3,HOT_DRY,351011,PRCPTOT,-20.07,20.49,-40.56,-29.737,30.36,-60.097
QDM,EC-Earth3,HOT_DRY,351011,R20mm,-100.0,150.0,-250.0,-0.2,0.3,-0.5
QDM,EC-Earth3,HOT_DRY,351011,R50mm,0.0,0.0,0.0,0.0,0.0,0.0
QDM,EC-Earth3,HOT_DRY,351011,R95p,0.0,0.0,0.0,0.0,0.0,0.0
QDM,EC-Earth3,HOT_DRY,351011,R99p,0.0,0.0,0.0,0.0,0.0,0.0
QDM,EC-Earth3,HOT_DRY,351011,Rx1day,-19.27,37.28,-56.55,-2.522,4.879,-7.401
QDM,EC-Earth3,HOT_DRY,351011,Rx5day,-31.05,-11.17,-19.88,-12.253,-4.406,-7.847
QDM,EC-Earth3,HOT_DRY,351011,SDII,-4.01,8.08,-12.09,-0.158,0.317,-0.475
QDM,EC-Earth3,HOT_DRY,351011,wet_day_freq,-19.22,10.1,-29.32,-4.052,2.129,-6.181
QDM,EC-Earth3,HOT_DRY,351012,CDD,27.88,-16.11,43.99,20.689,-11.95,32.639
QDM,EC-Earth3,HOT_DRY,351012,CWD,-39.07,-31.45,-7.62,-2.422,-1.95,-0.472
QDM,EC-Earth3,HOT_DRY,351012,PRCPTOT,-43.24,69.98,-113.22,-103.75,167.921,-271.671
QDM,EC-Earth3,HOT_DRY,351012,R20mm,-58.33,81.25,-139.58,-2.333,3.25,-5.583
QDM,EC-Earth3,HOT_DRY,351012,R50mm,-44.44,233.33,-277.77,-0.267,1.4,-1.667
QDM,EC-Earth3,HOT_DRY,351012,R95p,-43.9,207.22,-251.12,-20.312,95.885,-116.197
QDM,EC-Earth3,HOT_DRY,351012,R99p,0.0,0.0,0.0,0.0,26.413,-26.413
QDM,EC-Earth3,HOT_DRY,351012,Rx1day,-12.08,69.67,-81.75,-5.378,31.029,-36.407
QDM,EC-Earth3,HOT_DRY,351012,Rx5day,-42.1,19.88,-61.98,-48.098,22.709,-70.807
QDM,EC-Earth3,HOT_DRY,351012,SDII,-20.34,36.55,-56.89,-2.806,5.04,-7.846
QDM,EC-Earth3,HOT_DRY,351012,wet_day_freq,-27.25,22.27,-49.52,-2.616,2.138,-4.754
QDM,EC-Earth3,HOT_DRY,351201,CDD,4.4,-23.9,28.3,4.0,-21.75,25.75
QDM,EC-Earth3,HOT_DRY,351201,CWD,-14.14,-14.77,0.63,-0.622,-0.65,0.028
QDM,EC-Earth3,HOT_DRY,351201,PRCPTOT,-30.25,68.67,-98.92,-49.274,111.873,-161.147
QDM,EC-Earth3,HOT_DRY,351201,R20mm,-51.85,25.0,-76.85,-1.556,0.75,-2.306
QDM,EC-Earth3,HOT_DRY,351201,R50mm,66.67,400.0,-333.33,0.133,0.8,-0.667
QDM,EC-Earth3,HOT_DRY,351201,R95p,-36.44,162.04,-198.48,-15.747,70.023,-85.77
QDM,EC-Earth3,HOT_DRY,351201,R99p,0.0,0.0,0.0,9.994,61.053,-51.059
QDM,EC-Earth3,HOT_DRY,351201,Rx1day,-5.35,84.56,-89.91,-2.06,32.558,-34.618
QDM,EC-Earth3,HOT_DRY,351201,Rx5day,-32.23,19.07,-51.3,-28.918,17.11,-46.028
QDM,EC-Earth3,HOT_DRY,351201,SDII,-19.7,31.73,-51.43,-2.408,3.879,-6.287
QDM,EC-Earth3,HOT_DRY,351201,wet_day_freq,-14.45,27.19,-41.64,-1.004,1.89,-2.894
QDM,EC-Earth3,RAINY,351001,CDD,23.79,-21.05,44.84,3.767,-3.333,7.1
QDM,EC-Earth3,RAINY,351001,CWD,5.6,-4.0,9.6,0.467,-0.333,0.8
QDM,EC-Earth3,RAINY,351001,PRCPTOT,7.36,16.74,-9.38,72.575,165.105,-92.53
QDM,EC-Earth3,RAINY,351001,R20mm,13.88,7.14,6.74,2.267,1.167,1.1
QDM,EC-Earth3,RAINY,351001,R50mm,-25.0,31.25,-56.25,-0.667,0.833,-1.5
QDM,EC-Earth3,RAINY,351001,R95p,-17.6,36.86,-54.46,-44.542,93.282,-137.824
QDM,EC-Earth3,RAINY,351001,R99p,0.66,-1.35,2.01,0.536,-1.102,1.638
QDM,EC-Earth3,RAINY,351001,Rx1day,2.99,-8.96,11.95,2.427,-7.287,9.714
QDM,EC-Earth3,RAINY,351001,Rx5day,-11.17,2.01,-13.18,-21.366,3.838,-25.204
QDM,EC-Earth3,RAINY,351001,SDII,-0.76,6.03,-6.79,-0.111,0.883,-0.994
QDM,EC-Earth3,RAINY,351001,wet_day_freq,6.12,14.15,-8.03,2.155,4.985,-2.83
QDM,EC-Earth3,RAINY,351002,CDD,25.11,-32.98,58.09,3.933,-5.167,9.1
QDM,EC-Earth3,RAINY,351002,CWD,7.76,-14.29,22.05,0.633,-1.167,1.8
QDM,EC-Earth3,RAINY,351002,PRCPTOT,8.95,15.44,-6.49,68.804,118.698,-49.894
QDM,EC-Earth3,RAINY,351002,R20mm,5.0,4.17,0.83,0.6,0.5,0.1
QDM,EC-Earth3,RAINY,351002,R50mm,2.86,28.57,-25.71,0.033,0.333,-0.3
QDM,EC-Earth3,RAINY,351002,R95p,-19.46,10.52,-29.98,-22.325,12.065,-34.39
QDM,EC-Earth3,RAINY,351002,R99p,2.23,-100.0,102.23,0.355,-15.923,16.278
QDM,EC-Earth3,RAINY,351002,Rx1day,-5.51,-6.39,0.88,-3.277,-3.803,0.526
QDM,EC-Earth3,RAINY,351002,Rx5day,-8.35,9.3,-17.65,-11.427,12.732,-24.159
QDM,EC-Earth3,RAINY,351002,SDII,2.22,6.01,-3.79,0.254,0.688,-0.434
QDM,EC-Earth3,RAINY,351002,wet_day_freq,5.08,13.46,-8.38,1.777,4.707,-2.93
QDM,EC-Earth3,RAINY,351003,CDD,-17.89,2.63,-20.52,-3.4,0.5,-3.9
QDM,EC-Earth3,RAINY,351003,CWD,5.88,47.06,-41.18,0.5,4.0,-3.5
QDM,EC-Earth3,RAINY,351003,PRCPTOT,33.99,36.69,-2.7,272.515,294.205,-21.69
QDM,EC-Earth3,RAINY,351003,R20mm,50.0,29.17,20.83,6.0,3.5,2.5
QDM,EC-Earth3,RAINY,351003,R50mm,56.0,80.0,-24.0,0.933,1.333,-0.4
QDM,EC-Earth3,RAINY,351003,R95p,50.95,109.18,-58.23,95.167,203.943,-108.776
QDM,EC-Earth3,RAINY,351003,R99p,191.46,897.96,-706.5,53.612,251.443,-197.831
QDM,EC-Earth3,RAINY,351003,Rx1day,22.74,169.77,-147.03,13.904,103.812,-89.908
QDM,EC-Earth3,RAINY,351003,Rx5day,14.02,111.7,-97.68,20.309,161.772,-141.463
QDM,EC-Earth3,RAINY,351003,SDII,20.45,27.51,-7.06,2.566,3.453,-0.887
QDM,EC-Earth3,RAINY,351003,wet_day_freq,12.75,12.9,-0.15,4.204,4.253,-0.049
QDM,EC-Earth3,RAINY,351004,CDD,-7.63,-7.19,-0.44,-1.767,-1.667,-0.1
QDM,EC-Earth3,RAINY,351004,CWD,-2.98,27.66,-30.64,-0.233,2.167,-2.4
