season_type,ENSO_phase,station,index,observed_pct_response,raw_dir_agreement,qdm_dir_agreement
RAINY,EL_NINO,351010,Rx5day,-4.5,0.43,0.71
RAINY,EL_NINO,351010,SDII,-4.85,0.57,0.71
RAINY,EL_NINO,351010,wet_day_freq,-0.77,0.57,0.57
RAINY,EL_NINO,351011,CDD,32.14,0.43,0.43
RAINY,EL_NINO,351011,CWD,78.72,0.43,0.57
RAINY,EL_NINO,351011,PRCPTOT,-39.75,0.57,0.57
RAINY,EL_NINO,351011,R20mm,-54.55,0.57,0.57
RAINY,EL_NINO,351011,R50mm,-100.0,0.57,1.0
RAINY,EL_NINO,351011,R95p,-92.47,0.57,0.86
RAINY,EL_NINO,351011,R99p,-100.0,0.29,0.0
RAINY,EL_NINO,351011,Rx1day,-63.49,0.71,0.71
RAINY,EL_NINO,351011,Rx5day,-60.52,0.43,0.71
RAINY,EL_NINO,351011,SDII,-38.97,0.57,0.57
RAINY,EL_NINO,351011,wet_day_freq,-2.7,0.57,0.43
RAINY,EL_NINO,351012,CDD,16.0,0.14,0.29
RAINY,EL_NINO,351012,CWD,-23.4,0.71,0.71
RAINY,EL_NINO,351012,PRCPTOT,-35.24,0.57,0.57
RAINY,EL_NINO,351012,R20mm,-46.27,0.57,0.57
RAINY,EL_NINO,351012,R50mm,-50.0,0.43,0.57
RAINY,EL_NINO,351012,R95p,-57.23,0.43,0.71
RAINY,EL_NINO,351012,R99p,-29.99,0.29,0.57
RAINY,EL_NINO,351012,Rx1day,-30.21,0.57,0.57
RAINY,EL_NINO,351012,Rx5day,-57.79,0.43,0.57
RAINY,EL_NINO,351012,SDII,-18.95,0.57,0.71
RAINY,EL_NINO,351012,wet_day_freq,-20.6,0.57,0.57
RAINY,EL_NINO,351201,CDD,50.0,0.43,0.43
RAINY,EL_NINO,351201,CWD,10.87,0.43,0.29
RAINY,EL_NINO,351201,PRCPTOT,-30.65,0.57,0.57
RAINY,EL_NINO,351201,R20mm,-17.11,0.57,0.57
RAINY,EL_NINO,351201,R50mm,-29.41,0.57,0.71
RAINY,EL_NINO,351201,R95p,-48.01,0.57,0.71
RAINY,EL_NINO,351201,R99p,-100.0,0.71,1.0
RAINY,EL_NINO,351201,Rx1day,-39.96,0.71,0.71
RAINY,EL_NINO,351201,Rx5day,-24.4,0.43,0.57
RAINY,EL_NINO,351201,SDII,-13.77,0.57,0.71
RAINY,EL_NINO,351201,wet_day_freq,-18.78,0.57,0.57
RAINY,LA_NINA,351001,CDD,-1.54,0.57,0.57
RAINY,LA_NINA,351001,CWD,64.65,0.43,0.43
RAINY,LA_NINA,351001,PRCPTOT,12.68,0.43,0.57
RAINY,LA_NINA,351001,R20mm,4.1,0.57,0.43
RAINY,LA_NINA,351001,R50mm,90.0,0.29,0.43
RAINY,LA_NINA,351001,R95p,80.49,0.43,0.43
RAINY,LA_NINA,351001,R99p,109.96,0.0,0.29
RAINY,LA_NINA,351001,Rx1day,37.34,0.14,0.43
RAINY,LA_NINA,351001,Rx5day,46.1,0.43,0.29
RAINY,LA_NINA,351001,SDII,19.79,0.14,0.14
RAINY,LA_NINA,351001,wet_day_freq,-5.61,0.14,0.43
RAINY,LA_NINA,351002,CDD,-28.22,0.57,0.57
RAINY,LA_NINA,351002,CWD,-22.67,0.57,0.29
RAINY,LA_NINA,351002,PRCPTOT,-5.01,0.57,0.43
RAINY,LA_NINA,351002,R20mm,-3.48,0.43,0.43
RAINY,LA_NINA,351002,R50mm,-37.14,0.57,0.71
RAINY,LA_NINA,351002,R95p,-39.98,0.43,0.86
RAINY,LA_NINA,351002,R99p,-48.45,0.71,0.71
RAINY,LA_NINA,351002,Rx1day,-22.16,0.86,0.86
RAINY,LA_NINA,351002,Rx5day,-0.87,0.57,0.71
RAINY,LA_NINA,351002,SDII,-16.32,0.86,0.71
RAINY,LA_NINA,351002,wet_day_freq,9.68,0.86,0.57
RAINY,LA_NINA,351003,CDD,29.06,0.14,0.14
RAINY,LA_NINA,351003,CWD,6.35,0.43,0.57
RAINY,LA_NINA,351003,PRCPTOT,-5.03,0.43,0.43
RAINY,LA_NINA,351003,R20mm,3.82,0.71,0.43
RAINY,LA_NINA,351003,R50mm,-4.0,0.43,0.43
RAINY,LA_NINA,351003,R95p,-4.63,0.43,0.57
RAINY,LA_NINA,351003,R99p,1.87,0.0,0.29
RAINY,LA_NINA,351003,Rx1day,2.76,0.29,0.43
RAINY,LA_NINA,351003,Rx5day,19.19,0.57,0.57
RAINY,LA_NINA,351003,SDII,3.27,0.14,0.29
RAINY,LA_NINA,351003,wet_day_freq,-11.94,0.14,0.43
RAINY,LA_NINA,351004,CDD,-12.4,0.86,0.57
RAINY,LA_NINA,351004,CWD,6.96,0.57,0.43
RAINY,LA_NINA,351004,PRCPTOT,7.71,0.57,0.57
RAINY,LA_NINA,351004,R20mm,12.21,0.71,0.57
RAINY,LA_NINA,351004,R50mm,20.0,0.43,0.86
RAINY,LA_NINA,351004,R95p,15.41,0.43,0.71
RAINY,LA_NINA,351004,R99p,179.97,0.0,0.29
RAINY,LA_NINA,351004,Rx1day,15.45,0.29,0.29
RAINY,LA_NINA,351004,Rx5day,60.21,0.57,0.57
RAINY,LA_NINA,351004,SDII,12.93,0.14,0.29
RAINY,LA_NINA,351004,wet_day_freq,-4.18,0.14,0.43
RAINY,LA_NINA,351005,CDD,51.84,0.29,0.29
RAINY,LA_NINA,351005,CWD,-70.0,0.43,0.29
RAINY,LA_NINA,351005,PRCPTOT,-4.47,0.43,0.43
RAINY,LA_NINA,351005,R20mm,5.45,0.57,0.57
RAINY,LA_NINA,351005,R50mm,0.0,0.14,0.0
RAINY,LA_NINA,351005,R95p,10.19,0.43,0.43
RAINY,LA_NINA,351005,R99p,17.14,0.0,0.29
RAINY,LA_NINA,351005,Rx1day,21.83,0.14,0.43
RAINY,LA_NINA,351005,Rx5day,21.65,0.43,0.29
RAINY,LA_NINA,351005,SDII,18.44,0.14,0.29
RAINY,LA_NINA,351005,wet_day_freq,-29.13,0.14,0.43
RAINY,LA_NINA,351006,CDD,71.0,0.29,0.0
RAINY,LA_NINA,351006,CWD,-2.88,0.57,0.43
RAINY,LA_NINA,351006,PRCPTOT,10.75,0.57,0.57
RAINY,LA_NINA,351006,R20mm,39.46,0.71,0.43
RAINY,LA_NINA,351006,R50mm,380.0,0.29,0.29
RAINY,LA_NINA,351006,R95p,64.0,0.57,0.29
RAINY,LA_NINA,351006,R99p,121.31,0.43,0.14
RAINY,LA_NINA,351006,Rx1day,-2.87,0.71,0.57
RAINY,LA_NINA,351006,Rx5day,91.89,0.57,0.57
RAINY,LA_NINA,351006,SDII,30.31,0.14,0.29
RAINY,LA_NINA,351006,wet_day_freq,-5.16,0.14,0.43
RAINY,LA_NINA,351007,CDD,37.65,0.43,0.14
RAINY,LA_NINA,351007,CWD,-6.26,0.71,0.29
RAINY,LA_NINA,351007,PRCPTOT,6.7,0.57,0.43
RAINY,LA_NINA,351007,R20mm,23.33,0.86,0.29
RAINY,LA_NINA,351007,R50mm,200.0,0.29,0.43
RAINY,LA_NINA,351007,R95p,44.42,0.71,0.29
RAINY,LA_NINA,351007,R99p,136.8,0.29,0.29
RAINY,LA_NINA,351007,Rx1day,50.99,0.43,0.43
RAINY,LA_NINA,351007,Rx5day,48.31,0.57,0.43
RAINY,LA_NINA,351007,SDII,21.09,0.14,0.29
RAINY,LA_NINA,351007,wet_day_freq,-5.39,0.14,0.57
RAINY,LA_NINA,351008,CDD,-14.0,0.86,0.57
RAINY,LA_NINA,351008,CWD,8.13,0.43,0.57
RAINY,LA_NINA,351008,PRCPTOT,-3.84,0.43,0.43
RAINY,LA_NINA,351008,R20mm,-7.0,0.14,0.43
RAINY,LA_NINA,351008,R50mm,-73.33,0.43,0.57
RAINY,LA_NINA,351008,R95p,-23.81,0.43,0.71
RAINY,LA_NINA,351008,R99p,-68.6,0.43,0.71
RAINY,LA_NINA,351008,Rx1day,-26.27,0.71,0.71
RAINY,LA_NINA,351008,Rx5day,-22.49,0.57,0.57
RAINY,LA_NINA,351008,SDII,-19.51,0.86,0.43
RAINY,LA_NINA,351008,wet_day_freq,11.02,0.86,0.71
RAINY,LA_NINA,351009,CDD,-25.0,0.71,0.71
RAINY,LA_NINA,351009,CWD,23.01,0.57,0.71
RAINY,LA_NINA,351009,PRCPTOT,4.86,0.57,0.57
RAINY,LA_NINA,351009,R20mm,52.73,0.57,0.43
RAINY,LA_NINA,351009,R50mm,-100.0,0.57,0.71
RAINY,LA_NINA,351009,R95p,14.54,0.29,0.57
RAINY,LA_NINA,351009,R99p,35.95,0.43,0.29
RAINY,LA_NINA,351009,Rx1day,-7.36,0.71,0.71
RAINY,LA_NINA,351009,Rx5day,7.03,0.57,0.43
RAINY,LA_NINA,351009,SDII,2.61,0.14,0.43
RAINY,LA_NINA,351009,wet_day_freq,2.17,0.86,0.86
RAINY,LA_NINA,351010,CDD,-8.24,0.71,0.71
RAINY,LA_NINA,351010,CWD,11.91,0.43,0.57
RAINY,LA_NINA,351010,PRCPTOT,4.06,0.57,0.57
RAINY,LA_NINA,351010,R20mm,-4.0,0.29,0.57
RAINY,LA_NINA,351010,R50mm,140.0,0.43,0.43
RAINY,LA_NINA,351010,R95p,27.33,0.43,0.57
RAINY,LA_NINA,351010,R99p,6.57,0.57,0.43
RAINY,LA_NINA,351010,Rx1day,3.83,0.29,0.43
RAINY,LA_NINA,351010,Rx5day,15.47,0.57,0.57
RAINY,LA_NINA,351010,SDII,2.3,0.14,0.43
RAINY,LA_NINA,351010,wet_day_freq,1.73,0.86,0.86
RAINY,LA_NINA,351011,CDD,-1.43,0.71,0.71
RAINY,LA_NINA,351011,CWD,60.85,0.57,0.71
RAINY,LA_NINA,351011,PRCPTOT,-6.88,0.43,0.43
RAINY,LA_NINA,351011,R20mm,-1.82,0.43,0.57
RAINY,LA_NINA,351011,R50mm,11.43,0.29,0.29
RAINY,LA_NINA,351011,R95p,-17.21,0.43,0.71
RAINY,LA_NINA,351011,R99p,-64.22,0.29,0.0
RAINY,LA_NINA,351011,Rx1day,-14.61,0.86,0.71
RAINY,LA_NINA,351011,Rx5day,-3.89,0.57,0.57
RAINY,LA_NINA,351011,SDII,-4.41,0.86,0.43
RAINY,LA_NINA,351011,wet_day_freq,-4.59,0.14,0.43
RAINY,LA_NINA,351012,CDD,-12.0,0.71,0.86
RAINY,LA_NINA,351012,CWD,35.32,0.29,0.57
RAINY,LA_NINA,351012,PRCPTOT,-0.26,0.43,0.43
RAINY,LA_NINA,351012,R20mm,-14.03,0.14,0.43
RAINY,LA_NINA,351012,R50mm,-33.33,0.43,0.43
RAINY,LA_NINA,351012,R95p,-14.66,0.43,0.71
RAINY,LA_NINA,351012,R99p,104.09,0.0,0.29
RAINY,LA_NINA,351012,Rx1day,11.77,0.29,0.43
RAINY,LA_NINA,351012,Rx5day,5.94,0.57,0.57
RAINY,LA_NINA,351012,SDII,1.45,0.14,0.57
RAINY,LA_NINA,351012,wet_day_freq,-1.18,0.14,0.29
RAINY,LA_NINA,351201,CDD,42.22,0.29,0.57
RAINY,LA_NINA,351201,CWD,48.7,0.57,0.71
RAINY,LA_NINA,351201,PRCPTOT,-0.73,0.43,0.43
RAINY,LA_NINA,351201,R20mm,8.95,0.57,0.57
RAINY,LA_NINA,351201,R50mm,-15.29,0.57,0.57
RAINY,LA_NINA,351201,R95p,-20.53,0.43,0.71
RAINY,LA_NINA,351201,R99p,-47.46,0.71,0.71
RAINY,LA_NINA,351201,Rx1day,-26.51,0.86,0.71
RAINY,LA_NINA,351201,Rx5day,-15.2,0.57,0.71
RAINY,LA_NINA,351201,SDII,-7.21,0.86,0.57
RAINY,LA_NINA,351201,wet_day_freq,7.68,0.86,0.86
