source_type,model,season_type,station,ENSO_phase,index,neutral_value,phase_value,abs_response,pct_response
QDM,ACCESS-ESM1-5,HOT_DRY,351011,LA_NINA,R50mm,0.0,0.0,0.0,0.0
QDM,ACCESS-ESM1-5,HOT_DRY,351011,LA_NINA,R95p,0.0,0.0,0.0,0.0
QDM,ACCESS-ESM1-5,HOT_DRY,351011,LA_NINA,R99p,0.0,0.0,0.0,0.0
QDM,ACCESS-ESM1-5,HOT_DRY,351011,LA_NINA,CDD,51.2,60.333,9.133,17.84
QDM,ACCESS-ESM1-5,HOT_DRY,351011,LA_NINA,CWD,8.0,5.778,-2.222,-27.78
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,PRCPTOT,274.296,139.042,-135.254,-49.31
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,wet_day_freq,10.366,6.734,-3.632,-35.04
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,SDII,13.088,11.566,-1.522,-11.63
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,Rx1day,44.708,40.278,-4.43,-9.91
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,Rx5day,113.884,52.036,-61.848,-54.31
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,R20mm,3.8,2.2,-1.6,-42.11
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,R50mm,0.8,0.4,-0.4,-50.0
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,R95p,59.574,33.412,-26.162,-43.92
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,R99p,21.112,0.0,-21.112,-100.0
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,CDD,82.2,63.4,-18.8,-22.87
QDM,ACCESS-ESM1-5,HOT_DRY,351012,EL_NINO,CWD,5.6,2.8,-2.8,-50.0
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,PRCPTOT,274.296,128.403,-145.893,-53.19
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,wet_day_freq,10.366,6.428,-3.938,-37.99
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,SDII,13.088,10.491,-2.597,-19.84
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,Rx1day,44.708,36.268,-8.44,-18.88
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,Rx5day,113.884,66.522,-47.362,-41.59
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,R20mm,3.8,1.889,-1.911,-50.29
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,R50mm,0.8,0.222,-0.578,-72.22
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,R95p,59.574,20.039,-39.535,-66.36
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,R99p,21.112,0.0,-21.112,-100.0
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,CDD,82.2,82.222,0.022,0.03
QDM,ACCESS-ESM1-5,HOT_DRY,351012,LA_NINA,CWD,5.6,3.667,-1.933,-34.52
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,PRCPTOT,198.828,78.348,-120.48,-60.6
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,wet_day_freq,8.936,4.524,-4.412,-49.37
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,SDII,11.322,9.438,-1.884,-16.64
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,Rx1day,53.304,29.224,-24.08,-45.17
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,Rx5day,111.59,42.804,-68.786,-61.64
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,R20mm,2.6,0.8,-1.8,-69.23
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,R50mm,0.6,0.2,-0.4,-66.67
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,R95p,61.754,19.248,-42.506,-68.83
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,R99p,40.586,0.0,-40.586,-100.0
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,CDD,76.0,63.6,-12.4,-16.32
QDM,ACCESS-ESM1-5,HOT_DRY,351201,EL_NINO,CWD,4.2,2.2,-2.0,-47.62
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,PRCPTOT,198.828,109.857,-88.971,-44.75
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,wet_day_freq,8.936,4.649,-4.287,-47.98
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,SDII,11.322,10.918,-0.404,-3.57
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,Rx1day,53.304,31.95,-21.354,-40.06
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,Rx5day,111.59,58.663,-52.927,-47.43
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,R20mm,2.6,1.556,-1.044,-40.17
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,R50mm,0.6,0.444,-0.156,-25.93
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,R95p,61.754,32.89,-28.864,-46.74
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,R99p,40.586,8.79,-31.796,-78.34
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,CDD,76.0,83.222,7.222,9.5
QDM,ACCESS-ESM1-5,HOT_DRY,351201,LA_NINA,CWD,4.2,3.0,-1.2,-28.57
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,PRCPTOT,1029.358,419.12,-610.238,-59.28
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,wet_day_freq,33.698,24.185,-9.513,-28.23
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,SDII,15.923,9.32,-6.603,-41.47
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,Rx1day,101.215,33.8,-67.415,-66.61
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,Rx5day,239.12,93.79,-145.33,-60.78
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,R20mm,17.0,4.5,-12.5,-73.53
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,R50mm,3.0,0.0,-3.0,-100.0
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,R95p,278.393,0.0,-278.393,-100.0
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,R99p,133.183,0.0,-133.183,-100.0
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,CDD,22.667,17.5,-5.167,-22.79
QDM,ACCESS-ESM1-5,RAINY,351001,EL_NINO,CWD,9.167,6.5,-2.667,-29.09
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,PRCPTOT,1029.358,700.008,-329.35,-32.0
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,wet_day_freq,33.698,28.588,-5.11,-15.16
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,SDII,15.923,12.546,-3.377,-21.21
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,Rx1day,101.215,53.016,-48.199,-47.62
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,Rx5day,239.12,135.906,-103.214,-43.16
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,R20mm,17.0,10.2,-6.8,-40.0
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,R50mm,3.0,1.4,-1.6,-53.33
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,R95p,278.393,139.798,-138.595,-49.78
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,R99p,133.183,15.096,-118.087,-88.67
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,CDD,22.667,22.8,0.133,0.59
QDM,ACCESS-ESM1-5,RAINY,351001,LA_NINA,CWD,9.167,6.6,-2.567,-28.0
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,PRCPTOT,798.547,342.32,-456.227,-57.13
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,wet_day_freq,33.06,23.64,-9.42,-28.49
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,SDII,12.598,7.79,-4.808,-38.17
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,Rx1day,64.608,28.2,-36.408,-56.35
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,Rx5day,166.648,74.145,-92.503,-55.51
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,R20mm,11.5,3.0,-8.5,-73.91
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,R50mm,1.5,0.0,-1.5,-100.0
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,R95p,158.367,0.0,-158.367,-100.0
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,R99p,66.34,0.0,-66.34,-100.0
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,CDD,24.167,21.5,-2.667,-11.03
QDM,ACCESS-ESM1-5,RAINY,351002,EL_NINO,CWD,9.0,6.5,-2.5,-27.78
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,PRCPTOT,798.547,559.666,-238.881,-29.91
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,wet_day_freq,33.06,29.238,-3.822,-11.56
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,SDII,12.598,9.866,-2.732,-21.69
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,Rx1day,64.608,41.75,-22.858,-35.38
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,Rx5day,166.648,104.058,-62.59,-37.56
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,R20mm,11.5,7.4,-4.1,-35.65
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,R50mm,1.5,0.4,-1.1,-73.33
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,R95p,158.367,56.424,-101.943,-64.37
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,R99p,66.34,0.0,-66.34,-100.0
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,CDD,24.167,22.8,-1.367,-5.66
QDM,ACCESS-ESM1-5,RAINY,351002,LA_NINA,CWD,9.0,6.6,-2.4,-26.67
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,PRCPTOT,835.78,428.975,-406.805,-48.67
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,wet_day_freq,30.798,19.835,-10.963,-35.6
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,SDII,14.292,11.69,-2.602,-18.2
QDM,ACCESS-ESM1-5,RAINY,351003,EL_NINO,Rx1day,68.763,37.64,-31.123,-45.26
