model,season_type,ENSO_phase,station,index,R_RAW_pct,R_QDM_pct,PE_ENSO_pct
MIROC6,HOT_DRY,LA_NINA,351012,CDD,-16.67,-28.76,72.53
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,CDD,-9.0,-2.59,-71.22
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351012,CWD,-15.2,-34.52,127.11
CanESM5,HOT_DRY,LA_NINA,351012,CWD,-15.23,49.31,-423.77
CESM2,HOT_DRY,LA_NINA,351012,CWD,27.65,-24.24,-187.67
EC-Earth3,HOT_DRY,LA_NINA,351012,CWD,-51.95,-39.07,-24.79
FGOALS-g3,HOT_DRY,LA_NINA,351012,CWD,50.79,24.18,-52.39
MIROC6,HOT_DRY,LA_NINA,351012,CWD,31.31,-9.72,-131.04
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,CWD,19.21,-25.93,-234.98
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351012,PRCPTOT,-23.86,-53.19,122.93
CanESM5,HOT_DRY,LA_NINA,351012,PRCPTOT,-9.04,-9.36,3.54
CESM2,HOT_DRY,LA_NINA,351012,PRCPTOT,18.54,18.17,-2.0
EC-Earth3,HOT_DRY,LA_NINA,351012,PRCPTOT,-35.81,-43.24,20.75
FGOALS-g3,HOT_DRY,LA_NINA,351012,PRCPTOT,16.45,22.68,37.87
MIROC6,HOT_DRY,LA_NINA,351012,PRCPTOT,69.22,23.36,-66.25
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,PRCPTOT,13.18,30.12,128.53
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351012,R20mm,0.0,-50.29,0.0
CanESM5,HOT_DRY,LA_NINA,351012,R20mm,-44.44,20.37,-145.84
CESM2,HOT_DRY,LA_NINA,351012,R20mm,288.89,-31.37,-110.86
EC-Earth3,HOT_DRY,LA_NINA,351012,R20mm,-100.0,-58.33,-41.67
FGOALS-g3,HOT_DRY,LA_NINA,351012,R20mm,-44.44,62.39,-240.39
MIROC6,HOT_DRY,LA_NINA,351012,R20mm,233.33,41.03,-82.42
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,R20mm,177.78,48.15,-72.92
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351012,R50mm,0.0,-72.22,0.0
CanESM5,HOT_DRY,LA_NINA,351012,R50mm,0.0,-88.89,0.0
CESM2,HOT_DRY,LA_NINA,351012,R50mm,0.0,0.0,0.0
EC-Earth3,HOT_DRY,LA_NINA,351012,R50mm,0.0,-44.44,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351012,R50mm,11.11,-30.56,-375.07
MIROC6,HOT_DRY,LA_NINA,351012,R50mm,0.0,11.11,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,R50mm,0.0,11.11,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351012,R95p,0.0,-66.36,0.0
CanESM5,HOT_DRY,LA_NINA,351012,R95p,0.0,-88.69,0.0
CESM2,HOT_DRY,LA_NINA,351012,R95p,0.0,450.05,0.0
EC-Earth3,HOT_DRY,LA_NINA,351012,R95p,0.0,-43.9,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351012,R95p,-20.15,3.81,-118.91
MIROC6,HOT_DRY,LA_NINA,351012,R95p,0.0,-22.95,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,R95p,0.0,101.59,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351012,R99p,0.0,-100.0,0.0
CanESM5,HOT_DRY,LA_NINA,351012,R99p,0.0,0.0,0.0
CESM2,HOT_DRY,LA_NINA,351012,R99p,0.0,0.0,0.0
EC-Earth3,HOT_DRY,LA_NINA,351012,R99p,0.0,0.0,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351012,R99p,0.0,0.0,0.0
MIROC6,HOT_DRY,LA_NINA,351012,R99p,0.0,0.0,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,R99p,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351012,Rx1day,-14.63,-18.88,29.05
CanESM5,HOT_DRY,LA_NINA,351012,Rx1day,-10.04,-17.54,74.7
CESM2,HOT_DRY,LA_NINA,351012,Rx1day,55.46,73.08,31.77
EC-Earth3,HOT_DRY,LA_NINA,351012,Rx1day,-41.74,-12.08,-71.06
FGOALS-g3,HOT_DRY,LA_NINA,351012,Rx1day,6.43,-16.67,-359.25
MIROC6,HOT_DRY,LA_NINA,351012,Rx1day,63.02,-13.65,-121.66
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,Rx1day,14.74,17.59,19.34
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351012,Rx5day,-12.32,-41.59,237.58
CanESM5,HOT_DRY,LA_NINA,351012,Rx5day,-15.53,-10.8,-30.46
CESM2,HOT_DRY,LA_NINA,351012,Rx5day,44.73,0.41,-99.08
EC-Earth3,HOT_DRY,LA_NINA,351012,Rx5day,-47.4,-42.1,-11.18
FGOALS-g3,HOT_DRY,LA_NINA,351012,Rx5day,9.25,24.59,165.84
MIROC6,HOT_DRY,LA_NINA,351012,Rx5day,90.72,-11.06,-112.19
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,Rx5day,18.1,7.34,-59.45
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351012,SDII,-6.66,-19.84,197.9
CanESM5,HOT_DRY,LA_NINA,351012,SDII,-13.96,-11.22,-19.63
CESM2,HOT_DRY,LA_NINA,351012,SDII,12.18,1.43,-88.26
EC-Earth3,HOT_DRY,LA_NINA,351012,SDII,-2.13,-20.34,854.93
FGOALS-g3,HOT_DRY,LA_NINA,351012,SDII,-28.96,19.34,-166.78
MIROC6,HOT_DRY,LA_NINA,351012,SDII,52.87,-3.88,-107.34
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,SDII,9.79,15.76,60.98
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351012,wet_day_freq,-18.03,-37.99,110.7
CanESM5,HOT_DRY,LA_NINA,351012,wet_day_freq,4.4,25.81,486.59
CESM2,HOT_DRY,LA_NINA,351012,wet_day_freq,5.17,11.92,130.56
EC-Earth3,HOT_DRY,LA_NINA,351012,wet_day_freq,-34.11,-27.25,-20.11
FGOALS-g3,HOT_DRY,LA_NINA,351012,wet_day_freq,46.09,2.97,-93.56
MIROC6,HOT_DRY,LA_NINA,351012,wet_day_freq,8.98,18.26,103.34
MRI-ESM2-0,HOT_DRY,LA_NINA,351012,wet_day_freq,3.45,9.4,172.46
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,CDD,11.79,9.5,-19.42
CanESM5,HOT_DRY,LA_NINA,351201,CDD,9.88,9.72,-1.62
CESM2,HOT_DRY,LA_NINA,351201,CDD,22.22,-31.33,-241.0
EC-Earth3,HOT_DRY,LA_NINA,351201,CDD,38.33,4.4,-88.52
FGOALS-g3,HOT_DRY,LA_NINA,351201,CDD,16.93,-10.63,-162.79
MIROC6,HOT_DRY,LA_NINA,351201,CDD,-19.85,-28.26,42.37
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,CDD,-0.86,5.35,-722.09
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,CWD,-17.78,-28.57,60.69
CanESM5,HOT_DRY,LA_NINA,351201,CWD,-15.23,41.03,-369.4
CESM2,HOT_DRY,LA_NINA,351201,CWD,12.71,7.41,-41.7
EC-Earth3,HOT_DRY,LA_NINA,351201,CWD,-13.58,-14.14,4.12
FGOALS-g3,HOT_DRY,LA_NINA,351201,CWD,50.79,25.93,-48.95
MIROC6,HOT_DRY,LA_NINA,351201,CWD,76.95,34.26,-55.48
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,CWD,18.18,-5.23,-128.77
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,PRCPTOT,-19.3,-44.75,131.87
CanESM5,HOT_DRY,LA_NINA,351201,PRCPTOT,-9.04,-14.58,61.28
CESM2,HOT_DRY,LA_NINA,351201,PRCPTOT,21.77,43.31,98.94
EC-Earth3,HOT_DRY,LA_NINA,351201,PRCPTOT,-21.34,-30.25,41.75
FGOALS-g3,HOT_DRY,LA_NINA,351201,PRCPTOT,16.45,34.96,112.52
MIROC6,HOT_DRY,LA_NINA,351201,PRCPTOT,78.12,32.84,-57.96
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,PRCPTOT,9.11,14.37,57.74
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,R20mm,-58.33,-40.17,-31.13
CanESM5,HOT_DRY,LA_NINA,351201,R20mm,-44.44,11.11,-125.0
CESM2,HOT_DRY,LA_NINA,351201,R20mm,316.67,-13.58,-104.29
EC-Earth3,HOT_DRY,LA_NINA,351201,R20mm,-44.44,-51.85,16.67
FGOALS-g3,HOT_DRY,LA_NINA,351201,R20mm,-44.44,41.41,-193.18
MIROC6,HOT_DRY,LA_NINA,351201,R20mm,538.89,26.26,-95.13
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,R20mm,25.0,34.92,39.68
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,R50mm,0.0,-25.93,0.0
CanESM5,HOT_DRY,LA_NINA,351201,R50mm,0.0,-86.11,0.0
CESM2,HOT_DRY,LA_NINA,351201,R50mm,0.0,0.0,0.0
EC-Earth3,HOT_DRY,LA_NINA,351201,R50mm,0.0,66.67,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351201,R50mm,11.11,-16.67,-250.05
MIROC6,HOT_DRY,LA_NINA,351201,R50mm,0.0,-25.93,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,R50mm,0.0,-100.0,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,R95p,0.0,-46.74,0.0
CanESM5,HOT_DRY,LA_NINA,351201,R95p,0.0,-67.09,0.0
CESM2,HOT_DRY,LA_NINA,351201,R95p,102.0,0.0,-100.0
EC-Earth3,HOT_DRY,LA_NINA,351201,R95p,0.0,-36.44,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351201,R95p,19.52,16.57,-15.11
MIROC6,HOT_DRY,LA_NINA,351201,R95p,0.0,1.04,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,R95p,0.0,-58.66,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,R99p,0.0,-78.34,0.0
CanESM5,HOT_DRY,LA_NINA,351201,R99p,0.0,-46.58,0.0
CESM2,HOT_DRY,LA_NINA,351201,R99p,0.0,0.0,0.0
EC-Earth3,HOT_DRY,LA_NINA,351201,R99p,0.0,0.0,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351201,R99p,0.0,-36.74,0.0
MIROC6,HOT_DRY,LA_NINA,351201,R99p,0.0,126.97,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,R99p,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,Rx1day,-42.31,-40.06,-5.32
CanESM5,HOT_DRY,LA_NINA,351201,Rx1day,-10.04,-18.85,87.75
CESM2,HOT_DRY,LA_NINA,351201,Rx1day,59.76,62.64,4.82
EC-Earth3,HOT_DRY,LA_NINA,351201,Rx1day,-12.45,-5.35,-57.03
FGOALS-g3,HOT_DRY,LA_NINA,351201,Rx1day,6.43,-9.24,-243.7
MIROC6,HOT_DRY,LA_NINA,351201,Rx1day,122.69,1.8,-98.53
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,Rx1day,13.47,-12.66,-193.99
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,Rx5day,-29.42,-47.43,61.22
CanESM5,HOT_DRY,LA_NINA,351201,Rx5day,-15.53,-16.47,6.05
CESM2,HOT_DRY,LA_NINA,351201,Rx5day,56.79,4.31,-92.41
EC-Earth3,HOT_DRY,LA_NINA,351201,Rx5day,-26.55,-32.23,21.39
FGOALS-g3,HOT_DRY,LA_NINA,351201,Rx5day,9.25,18.13,96.0
MIROC6,HOT_DRY,LA_NINA,351201,Rx5day,123.28,-1.97,-101.6
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,Rx5day,11.69,-22.26,-290.42
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,SDII,-4.87,-3.57,-26.69
CanESM5,HOT_DRY,LA_NINA,351201,SDII,-13.96,-0.6,-95.7
CESM2,HOT_DRY,LA_NINA,351201,SDII,14.63,6.8,-53.52
EC-Earth3,HOT_DRY,LA_NINA,351201,SDII,-10.62,-19.7,85.5
FGOALS-g3,HOT_DRY,LA_NINA,351201,SDII,-28.96,2.94,-110.15
MIROC6,HOT_DRY,LA_NINA,351201,SDII,50.23,-11.4,-122.7
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,SDII,7.09,-0.53,-107.48
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351201,wet_day_freq,-15.81,-47.98,203.48
CanESM5,HOT_DRY,LA_NINA,351201,wet_day_freq,4.4,8.2,86.36
CESM2,HOT_DRY,LA_NINA,351201,wet_day_freq,4.81,15.21,216.22
EC-Earth3,HOT_DRY,LA_NINA,351201,wet_day_freq,-9.96,-14.45,45.08
FGOALS-g3,HOT_DRY,LA_NINA,351201,wet_day_freq,46.09,23.25,-49.56
MIROC6,HOT_DRY,LA_NINA,351201,wet_day_freq,17.57,43.22,145.99
MRI-ESM2-0,HOT_DRY,LA_NINA,351201,wet_day_freq,-0.95,9.92,-1144.21
ACCESS-ESM1-5,RAINY,EL_NINO,351001,CDD,30.43,-22.79,-174.89
CanESM5,RAINY,EL_NINO,351001,CDD,-35.14,-17.81,-49.32
CESM2,RAINY,EL_NINO,351001,CDD,-27.78,18.68,-167.24
EC-Earth3,RAINY,EL_NINO,351001,CDD,-31.58,-21.05,-33.34
FGOALS-g3,RAINY,EL_NINO,351001,CDD,-11.34,-40.0,252.73
MIROC6,RAINY,EL_NINO,351001,CDD,9.52,-24.35,-355.78
MRI-ESM2-0,RAINY,EL_NINO,351001,CDD,40.87,80.56,97.11
ACCESS-ESM1-5,RAINY,EL_NINO,351001,CWD,-25.93,-29.09,12.19
CanESM5,RAINY,EL_NINO,351001,CWD,7.32,7.14,-2.46
CESM2,RAINY,EL_NINO,351001,CWD,-13.16,-12.5,-5.02
EC-Earth3,RAINY,EL_NINO,351001,CWD,54.29,-4.0,-107.37
FGOALS-g3,RAINY,EL_NINO,351001,CWD,-37.93,-4.55,-88.0
MIROC6,RAINY,EL_NINO,351001,CWD,-4.26,9.09,-313.38
MRI-ESM2-0,RAINY,EL_NINO,351001,CWD,4.85,-28.57,-689.07
ACCESS-ESM1-5,RAINY,EL_NINO,351001,PRCPTOT,-48.35,-59.28,22.61
CanESM5,RAINY,EL_NINO,351001,PRCPTOT,-2.46,-0.91,-63.01
CESM2,RAINY,EL_NINO,351001,PRCPTOT,-15.16,-26.74,76.39
EC-Earth3,RAINY,EL_NINO,351001,PRCPTOT,15.4,16.74,8.7
FGOALS-g3,RAINY,EL_NINO,351001,PRCPTOT,1.96,-12.67,-746.43
MIROC6,RAINY,EL_NINO,351001,PRCPTOT,9.92,16.86,69.96
MRI-ESM2-0,RAINY,EL_NINO,351001,PRCPTOT,-33.89,-48.71,43.73
ACCESS-ESM1-5,RAINY,EL_NINO,351001,R20mm,-100.0,-73.53,-26.47
CanESM5,RAINY,EL_NINO,351001,R20mm,12.5,12.5,0.0
CESM2,RAINY,EL_NINO,351001,R20mm,-34.37,-25.84,-24.82
EC-Earth3,RAINY,EL_NINO,351001,R20mm,80.0,7.14,-91.08
FGOALS-g3,RAINY,EL_NINO,351001,R20mm,-14.29,-23.47,64.24
MIROC6,RAINY,EL_NINO,351001,R20mm,25.0,22.89,-8.44
MRI-ESM2-0,RAINY,EL_NINO,351001,R20mm,-61.29,-50.96,-16.85
ACCESS-ESM1-5,RAINY,EL_NINO,351001,R50mm,-100.0,-100.0,-0.0
CanESM5,RAINY,EL_NINO,351001,R50mm,-100.0,-20.0,-80.0
CESM2,RAINY,EL_NINO,351001,R50mm,-100.0,-43.75,-56.25
EC-Earth3,RAINY,EL_NINO,351001,R50mm,0.0,31.25,0.0
FGOALS-g3,RAINY,EL_NINO,351001,R50mm,100.0,-45.45,-145.45
MIROC6,RAINY,EL_NINO,351001,R50mm,50.0,38.46,-23.08
MRI-ESM2-0,RAINY,EL_NINO,351001,R50mm,-100.0,-100.0,-0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351001,R95p,-100.0,-100.0,-0.0
CanESM5,RAINY,EL_NINO,351001,R95p,-100.0,-32.44,-67.56
CESM2,RAINY,EL_NINO,351001,R95p,65.7,-53.99,-182.18
EC-Earth3,RAINY,EL_NINO,351001,R95p,0.0,36.86,0.0
FGOALS-g3,RAINY,EL_NINO,351001,R95p,71.69,-22.58,-131.5
MIROC6,RAINY,EL_NINO,351001,R95p,-24.13,45.14,-287.07
MRI-ESM2-0,RAINY,EL_NINO,351001,R95p,-100.0,-92.8,-7.2
ACCESS-ESM1-5,RAINY,EL_NINO,351001,R99p,-100.0,-100.0,-0.0
CanESM5,RAINY,EL_NINO,351001,R99p,-100.0,-100.0,-0.0
CESM2,RAINY,EL_NINO,351001,R99p,-100.0,-100.0,-0.0
EC-Earth3,RAINY,EL_NINO,351001,R99p,0.0,-1.35,0.0
FGOALS-g3,RAINY,EL_NINO,351001,R99p,0.0,-100.0,0.0
MIROC6,RAINY,EL_NINO,351001,R99p,-100.0,-56.03,-43.97
MRI-ESM2-0,RAINY,EL_NINO,351001,R99p,-100.0,-100.0,-0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351001,Rx1day,-80.97,-66.61,-17.73
CanESM5,RAINY,EL_NINO,351001,Rx1day,-34.5,-39.76,15.25
CESM2,RAINY,EL_NINO,351001,Rx1day,27.5,-16.31,-159.31
EC-Earth3,RAINY,EL_NINO,351001,Rx1day,0.17,-8.96,-5370.59
FGOALS-g3,RAINY,EL_NINO,351001,Rx1day,-20.57,-37.62,82.89
MIROC6,RAINY,EL_NINO,351001,Rx1day,-3.74,-6.86,83.42
MRI-ESM2-0,RAINY,EL_NINO,351001,Rx1day,-39.6,-55.16,39.29
ACCESS-ESM1-5,RAINY,EL_NINO,351001,Rx5day,-72.68,-60.78,-16.37
CanESM5,RAINY,EL_NINO,351001,Rx5day,-12.1,-9.63,-20.41
CESM2,RAINY,EL_NINO,351001,Rx5day,8.46,-16.98,-300.71
EC-Earth3,RAINY,EL_NINO,351001,Rx5day,7.22,2.01,-72.16
FGOALS-g3,RAINY,EL_NINO,351001,Rx5day,33.93,-20.79,-161.27
MIROC6,RAINY,EL_NINO,351001,Rx5day,11.05,9.23,-16.47
MRI-ESM2-0,RAINY,EL_NINO,351001,Rx5day,-44.27,-48.08,8.61
ACCESS-ESM1-5,RAINY,EL_NINO,351001,SDII,-29.95,-41.47,38.46
CanESM5,RAINY,EL_NINO,351001,SDII,-6.27,-7.19,14.67
CESM2,RAINY,EL_NINO,351001,SDII,-9.39,-8.33,-11.29
EC-Earth3,RAINY,EL_NINO,351001,SDII,4.04,6.03,49.26
FGOALS-g3,RAINY,EL_NINO,351001,SDII,2.88,-10.2,-454.17
MIROC6,RAINY,EL_NINO,351001,SDII,6.54,7.96,21.71
MRI-ESM2-0,RAINY,EL_NINO,351001,SDII,-22.37,-18.86,-15.69
ACCESS-ESM1-5,RAINY,EL_NINO,351001,wet_day_freq,-22.37,-28.23,26.2
CanESM5,RAINY,EL_NINO,351001,wet_day_freq,4.34,6.51,50.0
CESM2,RAINY,EL_NINO,351001,wet_day_freq,-5.22,-17.55,236.21
EC-Earth3,RAINY,EL_NINO,351001,wet_day_freq,11.6,14.15,21.98
FGOALS-g3,RAINY,EL_NINO,351001,wet_day_freq,-15.49,-1.09,-92.96
MIROC6,RAINY,EL_NINO,351001,wet_day_freq,3.82,11.75,207.59
MRI-ESM2-0,RAINY,EL_NINO,351001,wet_day_freq,-10.86,-32.79,201.93
ACCESS-ESM1-5,RAINY,EL_NINO,351002,CDD,30.43,-11.03,-136.25
CanESM5,RAINY,EL_NINO,351002,CDD,-35.14,-24.52,-30.22
CESM2,RAINY,EL_NINO,351002,CDD,-27.78,64.84,-333.41
EC-Earth3,RAINY,EL_NINO,351002,CDD,-31.58,-32.98,4.43
FGOALS-g3,RAINY,EL_NINO,351002,CDD,-11.34,-37.93,234.48
MIROC6,RAINY,EL_NINO,351002,CDD,9.52,17.86,87.61
MRI-ESM2-0,RAINY,EL_NINO,351002,CDD,40.87,78.9,93.05
ACCESS-ESM1-5,RAINY,EL_NINO,351002,CWD,-25.93,-27.78,7.13
CanESM5,RAINY,EL_NINO,351002,CWD,7.32,12.5,70.77
CESM2,RAINY,EL_NINO,351002,CWD,-13.16,2.13,-116.19
EC-Earth3,RAINY,EL_NINO,351002,CWD,54.29,-14.29,-126.32
FGOALS-g3,RAINY,EL_NINO,351002,CWD,-37.93,-8.7,-77.06
MIROC6,RAINY,EL_NINO,351002,CWD,-4.26,-4.0,-6.1
MRI-ESM2-0,RAINY,EL_NINO,351002,CWD,4.85,-16.39,-437.94
ACCESS-ESM1-5,RAINY,EL_NINO,351002,PRCPTOT,-48.35,-57.13,18.16
CanESM5,RAINY,EL_NINO,351002,PRCPTOT,-2.46,2.04,-182.93
CESM2,RAINY,EL_NINO,351002,PRCPTOT,-15.16,-23.07,52.18
EC-Earth3,RAINY,EL_NINO,351002,PRCPTOT,15.4,15.44,0.26
FGOALS-g3,RAINY,EL_NINO,351002,PRCPTOT,1.96,-11.58,-690.82
MIROC6,RAINY,EL_NINO,351002,PRCPTOT,9.92,14.79,49.09
MRI-ESM2-0,RAINY,EL_NINO,351002,PRCPTOT,-33.89,-47.71,40.78
ACCESS-ESM1-5,RAINY,EL_NINO,351002,R20mm,-100.0,-73.91,-26.09
CanESM5,RAINY,EL_NINO,351002,R20mm,12.5,9.09,-27.28
CESM2,RAINY,EL_NINO,351002,R20mm,-34.37,-14.29,-58.42
EC-Earth3,RAINY,EL_NINO,351002,R20mm,80.0,4.17,-94.79
FGOALS-g3,RAINY,EL_NINO,351002,R20mm,-14.29,-6.56,-54.09
MIROC6,RAINY,EL_NINO,351002,R20mm,25.0,37.29,49.16
MRI-ESM2-0,RAINY,EL_NINO,351002,R20mm,-61.29,-57.69,-5.87
ACCESS-ESM1-5,RAINY,EL_NINO,351002,R50mm,-100.0,-100.0,-0.0
CanESM5,RAINY,EL_NINO,351002,R50mm,-100.0,-100.0,-0.0
CESM2,RAINY,EL_NINO,351002,R50mm,-100.0,-40.0,-60.0
EC-Earth3,RAINY,EL_NINO,351002,R50mm,0.0,28.57,0.0
FGOALS-g3,RAINY,EL_NINO,351002,R50mm,100.0,-57.14,-157.14
MIROC6,RAINY,EL_NINO,351002,R50mm,50.0,-14.29,-128.58
MRI-ESM2-0,RAINY,EL_NINO,351002,R50mm,-100.0,-100.0,-0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351002,R95p,-100.0,-100.0,-0.0
CanESM5,RAINY,EL_NINO,351002,R95p,-100.0,-41.22,-58.78
CESM2,RAINY,EL_NINO,351002,R95p,33.27,-34.14,-202.61
EC-Earth3,RAINY,EL_NINO,351002,R95p,0.0,10.52,0.0
FGOALS-g3,RAINY,EL_NINO,351002,R95p,71.69,-58.46,-181.55
MIROC6,RAINY,EL_NINO,351002,R95p,-20.47,6.93,-133.85
MRI-ESM2-0,RAINY,EL_NINO,351002,R95p,-100.0,-100.0,-0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351002,R99p,-100.0,-100.0,-0.0
CanESM5,RAINY,EL_NINO,351002,R99p,-100.0,-100.0,-0.0
CESM2,RAINY,EL_NINO,351002,R99p,-100.0,-100.0,-0.0
EC-Earth3,RAINY,EL_NINO,351002,R99p,0.0,-100.0,0.0
FGOALS-g3,RAINY,EL_NINO,351002,R99p,0.0,-100.0,0.0
MIROC6,RAINY,EL_NINO,351002,R99p,-100.0,-100.0,-0.0
MRI-ESM2-0,RAINY,EL_NINO,351002,R99p,-100.0,-100.0,-0.0
ACCESS-ESM1-5,RAINY,EL_NINO,351002,Rx1day,-80.97,-56.35,-30.41
CanESM5,RAINY,EL_NINO,351002,Rx1day,-34.5,-39.07,13.25
CESM2,RAINY,EL_NINO,351002,Rx1day,27.5,-5.23,-119.02
EC-Earth3,RAINY,EL_NINO,351002,Rx1day,0.17,-6.39,-3858.82
FGOALS-g3,RAINY,EL_NINO,351002,Rx1day,-20.57,-35.54,72.78
MIROC6,RAINY,EL_NINO,351002,Rx1day,-3.74,-2.18,-41.71
MRI-ESM2-0,RAINY,EL_NINO,351002,Rx1day,-39.6,-52.61,32.85
ACCESS-ESM1-5,RAINY,EL_NINO,351002,Rx5day,-72.68,-55.51,-23.62
CanESM5,RAINY,EL_NINO,351002,Rx5day,-12.1,-3.52,-70.91
CESM2,RAINY,EL_NINO,351002,Rx5day,8.46,-7.73,-191.37
EC-Earth3,RAINY,EL_NINO,351002,Rx5day,7.22,9.3,28.81
FGOALS-g3,RAINY,EL_NINO,351002,Rx5day,33.93,-16.58,-148.87
MIROC6,RAINY,EL_NINO,351002,Rx5day,11.05,-1.24,-111.22
MRI-ESM2-0,RAINY,EL_NINO,351002,Rx5day,-44.27,-41.79,-5.6
ACCESS-ESM1-5,RAINY,EL_NINO,351002,SDII,-29.95,-38.17,27.45
CanESM5,RAINY,EL_NINO,351002,SDII,-6.27,-8.64,37.8
CESM2,RAINY,EL_NINO,351002,SDII,-9.39,-1.95,-79.23
EC-Earth3,RAINY,EL_NINO,351002,SDII,4.04,6.01,48.76
FGOALS-g3,RAINY,EL_NINO,351002,SDII,2.88,-8.88,-408.33
MIROC6,RAINY,EL_NINO,351002,SDII,6.54,10.11,54.59
MRI-ESM2-0,RAINY,EL_NINO,351002,SDII,-22.37,-21.91,-2.06
ACCESS-ESM1-5,RAINY,EL_NINO,351002,wet_day_freq,-22.37,-28.49,27.36
CanESM5,RAINY,EL_NINO,351002,wet_day_freq,4.34,10.25,136.18
CESM2,RAINY,EL_NINO,351002,wet_day_freq,-5.22,-19.24,268.58
EC-Earth3,RAINY,EL_NINO,351002,wet_day_freq,11.6,13.46,16.03
FGOALS-g3,RAINY,EL_NINO,351002,wet_day_freq,-15.49,-1.1,-92.9
MIROC6,RAINY,EL_NINO,351002,wet_day_freq,3.82,7.21,88.74
MRI-ESM2-0,RAINY,EL_NINO,351002,wet_day_freq,-10.86,-28.1,158.75
ACCESS-ESM1-5,RAINY,EL_NINO,351003,CDD,-5.04,-20.37,304.17
CanESM5,RAINY,EL_NINO,351003,CDD,-35.14,-24.05,-31.56
CESM2,RAINY,EL_NINO,351003,CDD,-17.81,0.0,-100.0
EC-Earth3,RAINY,EL_NINO,351003,CDD,-14.95,2.63,-117.59
FGOALS-g3,RAINY,EL_NINO,351003,CDD,-11.34,-40.5,257.14
MIROC6,RAINY,EL_NINO,351003,CDD,-10.53,21.95,-308.45
MRI-ESM2-0,RAINY,EL_NINO,351003,CDD,40.87,58.54,43.23
ACCESS-ESM1-5,RAINY,EL_NINO,351003,CWD,-41.07,-40.0,-2.61
CanESM5,RAINY,EL_NINO,351003,CWD,7.32,15.38,110.11
CESM2,RAINY,EL_NINO,351003,CWD,-34.31,-4.55,-86.74
EC-Earth3,RAINY,EL_NINO,351003,CWD,31.58,47.06,49.02
FGOALS-g3,RAINY,EL_NINO,351003,CWD,-37.93,0.0,-100.0
MIROC6,RAINY,EL_NINO,351003,CWD,-21.5,-14.29,-33.53
MRI-ESM2-0,RAINY,EL_NINO,351003,CWD,4.85,-26.23,-640.82
ACCESS-ESM1-5,RAINY,EL_NINO,351003,PRCPTOT,-41.48,-48.67,17.33
CanESM5,RAINY,EL_NINO,351003,PRCPTOT,-2.46,-0.42,-82.93
CESM2,RAINY,EL_NINO,351003,PRCPTOT,-17.63,-29.23,65.8
