model,season_type,ENSO_phase,station,index,R_RAW_pct,R_QDM_pct,PE_ENSO_pct
MRI-ESM2-0,HOT_DRY,EL_NINO,351011,R50mm,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351011,R95p,0.0,0.0,0.0
CanESM5,HOT_DRY,EL_NINO,351011,R95p,0.0,0.0,0.0
CESM2,HOT_DRY,EL_NINO,351011,R95p,0.0,0.0,0.0
EC-Earth3,HOT_DRY,EL_NINO,351011,R95p,0.0,0.0,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351011,R95p,-4.92,0.0,-100.0
MIROC6,HOT_DRY,EL_NINO,351011,R95p,0.0,0.0,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351011,R95p,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351011,R99p,0.0,0.0,0.0
CanESM5,HOT_DRY,EL_NINO,351011,R99p,0.0,0.0,0.0
CESM2,HOT_DRY,EL_NINO,351011,R99p,0.0,0.0,0.0
EC-Earth3,HOT_DRY,EL_NINO,351011,R99p,0.0,0.0,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351011,R99p,0.0,0.0,0.0
MIROC6,HOT_DRY,EL_NINO,351011,R99p,0.0,0.0,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351011,R99p,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351011,Rx1day,-57.71,-18.57,-67.82
CanESM5,HOT_DRY,EL_NINO,351011,Rx1day,-26.75,19.1,-171.4
CESM2,HOT_DRY,EL_NINO,351011,Rx1day,11.75,106.59,807.15
EC-Earth3,HOT_DRY,EL_NINO,351011,Rx1day,5.39,37.28,591.65
FGOALS-g3,HOT_DRY,EL_NINO,351011,Rx1day,-9.9,99.78,-1107.88
MIROC6,HOT_DRY,EL_NINO,351011,Rx1day,111.83,-21.7,-119.4
MRI-ESM2-0,HOT_DRY,EL_NINO,351011,Rx1day,-24.18,63.53,-362.74
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351011,Rx5day,-61.03,-37.71,-38.21
CanESM5,HOT_DRY,EL_NINO,351011,Rx5day,-31.47,42.19,-234.06
CESM2,HOT_DRY,EL_NINO,351011,Rx5day,20.58,102.41,397.62
EC-Earth3,HOT_DRY,EL_NINO,351011,Rx5day,6.43,-11.17,-273.72
FGOALS-g3,HOT_DRY,EL_NINO,351011,Rx5day,-11.92,59.76,-601.34
MIROC6,HOT_DRY,EL_NINO,351011,Rx5day,107.18,-9.81,-109.15
MRI-ESM2-0,HOT_DRY,EL_NINO,351011,Rx5day,-27.27,30.33,-211.22
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351011,SDII,-13.13,-7.64,-41.81
CanESM5,HOT_DRY,EL_NINO,351011,SDII,-25.39,33.19,-230.72
CESM2,HOT_DRY,EL_NINO,351011,SDII,11.69,17.78,52.1
EC-Earth3,HOT_DRY,EL_NINO,351011,SDII,2.82,8.08,186.52
FGOALS-g3,HOT_DRY,EL_NINO,351011,SDII,-25.56,3.31,-112.95
MIROC6,HOT_DRY,EL_NINO,351011,SDII,54.99,-3.9,-107.09
MRI-ESM2-0,HOT_DRY,EL_NINO,351011,SDII,-15.35,9.63,-162.74
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351011,wet_day_freq,-19.98,-24.65,23.37
CanESM5,HOT_DRY,EL_NINO,351011,wet_day_freq,0.51,-10.92,-2241.18
CESM2,HOT_DRY,EL_NINO,351011,wet_day_freq,12.78,54.12,323.47
EC-Earth3,HOT_DRY,EL_NINO,351011,wet_day_freq,8.17,10.1,23.62
FGOALS-g3,HOT_DRY,EL_NINO,351011,wet_day_freq,14.33,7.56,-47.24
MIROC6,HOT_DRY,EL_NINO,351011,wet_day_freq,17.1,11.55,-32.46
MRI-ESM2-0,HOT_DRY,EL_NINO,351011,wet_day_freq,8.72,-6.86,-178.67
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,CDD,-20.99,-12.41,-40.88
CanESM5,HOT_DRY,EL_NINO,351012,CDD,-4.17,2.16,-151.8
CESM2,HOT_DRY,EL_NINO,351012,CDD,-11.46,-35.73,211.78
EC-Earth3,HOT_DRY,EL_NINO,351012,CDD,-1.96,-16.11,721.94
FGOALS-g3,HOT_DRY,EL_NINO,351012,CDD,12.4,8.68,-30.0
MIROC6,HOT_DRY,EL_NINO,351012,CDD,-20.7,-24.3,17.39
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,CDD,-6.44,-11.0,70.81
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,CWD,-34.21,-41.96,22.65
CanESM5,HOT_DRY,EL_NINO,351012,CWD,-26.55,32.81,-223.58
CESM2,HOT_DRY,EL_NINO,351012,CWD,19.05,59.09,210.18
EC-Earth3,HOT_DRY,EL_NINO,351012,CWD,-25.68,-31.45,22.47
FGOALS-g3,HOT_DRY,EL_NINO,351012,CWD,16.07,-4.41,-127.44
MIROC6,HOT_DRY,EL_NINO,351012,CWD,28.79,-6.25,-121.71
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,CWD,-14.06,-16.67,18.56
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,PRCPTOT,-22.57,-38.2,69.25
CanESM5,HOT_DRY,EL_NINO,351012,PRCPTOT,-22.41,58.39,-360.55
CESM2,HOT_DRY,EL_NINO,351012,PRCPTOT,28.22,176.27,524.63
EC-Earth3,HOT_DRY,EL_NINO,351012,PRCPTOT,22.88,69.98,205.86
FGOALS-g3,HOT_DRY,EL_NINO,351012,PRCPTOT,-3.19,19.87,-722.88
MIROC6,HOT_DRY,EL_NINO,351012,PRCPTOT,57.72,5.01,-91.32
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,PRCPTOT,-4.29,32.35,-854.08
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,R20mm,0.0,-27.63,0.0
CanESM5,HOT_DRY,EL_NINO,351012,R20mm,25.0,150.0,500.0
CESM2,HOT_DRY,EL_NINO,351012,R20mm,212.5,150.0,-29.41
EC-Earth3,HOT_DRY,EL_NINO,351012,R20mm,212.5,81.25,-61.76
FGOALS-g3,HOT_DRY,EL_NINO,351012,R20mm,-37.5,34.62,-192.32
MIROC6,HOT_DRY,EL_NINO,351012,R20mm,96.43,34.62,-64.1
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,R20mm,150.0,52.78,-64.81
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,R50mm,0.0,-37.5,0.0
CanESM5,HOT_DRY,EL_NINO,351012,R50mm,0.0,25.0,0.0
CESM2,HOT_DRY,EL_NINO,351012,R50mm,0.0,0.0,0.0
EC-Earth3,HOT_DRY,EL_NINO,351012,R50mm,0.0,233.33,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351012,R50mm,-100.0,56.25,-156.25
MIROC6,HOT_DRY,EL_NINO,351012,R50mm,0.0,150.0,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,R50mm,0.0,25.0,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,R95p,0.0,-29.89,0.0
CanESM5,HOT_DRY,EL_NINO,351012,R95p,0.0,94.36,0.0
CESM2,HOT_DRY,EL_NINO,351012,R95p,0.0,1467.97,0.0
EC-Earth3,HOT_DRY,EL_NINO,351012,R95p,0.0,207.22,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351012,R95p,-50.56,80.84,-259.89
MIROC6,HOT_DRY,EL_NINO,351012,R95p,0.0,4.59,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,R95p,0.0,232.87,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,R99p,0.0,-100.0,0.0
CanESM5,HOT_DRY,EL_NINO,351012,R99p,0.0,0.0,0.0
CESM2,HOT_DRY,EL_NINO,351012,R99p,0.0,0.0,0.0
EC-Earth3,HOT_DRY,EL_NINO,351012,R99p,0.0,0.0,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351012,R99p,0.0,0.0,0.0
MIROC6,HOT_DRY,EL_NINO,351012,R99p,0.0,0.0,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,R99p,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,Rx1day,-23.07,7.37,-131.95
CanESM5,HOT_DRY,EL_NINO,351012,Rx1day,-26.75,24.11,-190.13
CESM2,HOT_DRY,EL_NINO,351012,Rx1day,33.54,137.55,310.11
EC-Earth3,HOT_DRY,EL_NINO,351012,Rx1day,57.07,69.67,22.08
FGOALS-g3,HOT_DRY,EL_NINO,351012,Rx1day,-9.9,53.17,-637.07
MIROC6,HOT_DRY,EL_NINO,351012,Rx1day,62.84,-10.53,-116.76
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,Rx1day,0.62,14.04,2164.52
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,Rx5day,-18.92,-44.94,137.53
CanESM5,HOT_DRY,EL_NINO,351012,Rx5day,-31.47,60.94,-293.64
CESM2,HOT_DRY,EL_NINO,351012,Rx5day,43.34,173.04,299.26
EC-Earth3,HOT_DRY,EL_NINO,351012,Rx5day,38.22,19.88,-47.99
FGOALS-g3,HOT_DRY,EL_NINO,351012,Rx5day,-11.92,60.3,-605.87
MIROC6,HOT_DRY,EL_NINO,351012,Rx5day,73.05,-5.29,-107.24
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,Rx5day,-8.68,28.19,-424.77
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,SDII,-9.06,-5.93,-34.55
CanESM5,HOT_DRY,EL_NINO,351012,SDII,-25.39,24.68,-197.2
CESM2,HOT_DRY,EL_NINO,351012,SDII,15.24,71.55,369.49
EC-Earth3,HOT_DRY,EL_NINO,351012,SDII,15.29,36.55,139.05
FGOALS-g3,HOT_DRY,EL_NINO,351012,SDII,-25.56,54.36,-312.68
MIROC6,HOT_DRY,EL_NINO,351012,SDII,35.45,2.17,-93.88
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,SDII,-12.17,14.4,-218.32
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351012,wet_day_freq,-14.41,-26.71,85.36
CanESM5,HOT_DRY,EL_NINO,351012,wet_day_freq,0.51,25.0,4801.96
CESM2,HOT_DRY,EL_NINO,351012,wet_day_freq,10.69,59.77,459.12
EC-Earth3,HOT_DRY,EL_NINO,351012,wet_day_freq,4.45,22.27,400.45
FGOALS-g3,HOT_DRY,EL_NINO,351012,wet_day_freq,14.33,-11.59,-180.88
MIROC6,HOT_DRY,EL_NINO,351012,wet_day_freq,13.5,-4.12,-130.52
MRI-ESM2-0,HOT_DRY,EL_NINO,351012,wet_day_freq,8.65,14.48,67.4
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,CDD,2.13,-4.93,-331.46
CanESM5,HOT_DRY,EL_NINO,351201,CDD,-4.17,22.18,-631.89
CESM2,HOT_DRY,EL_NINO,351201,CDD,-20.0,-35.7,78.5
EC-Earth3,HOT_DRY,EL_NINO,351201,CDD,-11.25,-23.9,112.44
FGOALS-g3,HOT_DRY,EL_NINO,351201,CDD,12.4,4.12,-66.77
MIROC6,HOT_DRY,EL_NINO,351201,CDD,13.39,-20.2,-250.86
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,CDD,1.29,14.76,1044.19
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,CWD,-32.5,-40.48,24.55
CanESM5,HOT_DRY,EL_NINO,351201,CWD,-26.55,53.85,-302.82
CESM2,HOT_DRY,EL_NINO,351201,CWD,21.39,75.0,250.63
EC-Earth3,HOT_DRY,EL_NINO,351201,CWD,-5.56,-14.77,165.65
FGOALS-g3,HOT_DRY,EL_NINO,351201,CWD,16.07,-8.33,-151.84
MIROC6,HOT_DRY,EL_NINO,351201,CWD,57.41,35.42,-38.3
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,CWD,15.91,39.71,149.59
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,PRCPTOT,-30.2,-51.67,71.09
CanESM5,HOT_DRY,EL_NINO,351201,PRCPTOT,-22.41,77.94,-447.79
CESM2,HOT_DRY,EL_NINO,351201,PRCPTOT,27.57,284.93,933.48
EC-Earth3,HOT_DRY,EL_NINO,351201,PRCPTOT,10.78,68.67,537.01
FGOALS-g3,HOT_DRY,EL_NINO,351201,PRCPTOT,-3.19,48.16,-1609.72
MIROC6,HOT_DRY,EL_NINO,351201,PRCPTOT,81.63,1.81,-97.78
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,PRCPTOT,-7.01,26.6,-479.46
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,R20mm,-100.0,-61.54,-38.46
CanESM5,HOT_DRY,EL_NINO,351201,R20mm,25.0,163.89,555.56
CESM2,HOT_DRY,EL_NINO,351201,R20mm,212.5,233.33,9.8
EC-Earth3,HOT_DRY,EL_NINO,351201,R20mm,114.29,25.0,-78.13
FGOALS-g3,HOT_DRY,EL_NINO,351201,R20mm,-37.5,36.36,-196.96
MIROC6,HOT_DRY,EL_NINO,351201,R20mm,493.75,-31.82,-106.44
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,R20mm,-100.0,42.86,-142.86
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,R50mm,0.0,-58.33,0.0
CanESM5,HOT_DRY,EL_NINO,351201,R50mm,0.0,56.25,0.0
CESM2,HOT_DRY,EL_NINO,351201,R50mm,0.0,0.0,0.0
EC-Earth3,HOT_DRY,EL_NINO,351201,R50mm,0.0,400.0,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351201,R50mm,-100.0,212.5,-312.5
MIROC6,HOT_DRY,EL_NINO,351201,R50mm,0.0,-16.67,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,R50mm,0.0,87.5,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,R95p,0.0,-61.04,0.0
CanESM5,HOT_DRY,EL_NINO,351201,R95p,0.0,119.92,0.0
CESM2,HOT_DRY,EL_NINO,351201,R95p,-100.0,0.0,-100.0
EC-Earth3,HOT_DRY,EL_NINO,351201,R95p,0.0,162.04,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351201,R95p,-4.92,179.94,-3757.32
MIROC6,HOT_DRY,EL_NINO,351201,R95p,0.0,-16.08,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,R95p,0.0,127.18,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,R99p,0.0,-100.0,0.0
CanESM5,HOT_DRY,EL_NINO,351201,R99p,0.0,81.66,0.0
CESM2,HOT_DRY,EL_NINO,351201,R99p,0.0,0.0,0.0
EC-Earth3,HOT_DRY,EL_NINO,351201,R99p,0.0,0.0,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351201,R99p,0.0,266.27,0.0
MIROC6,HOT_DRY,EL_NINO,351201,R99p,0.0,-100.0,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,R99p,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,Rx1day,-57.71,-33.34,-42.23
CanESM5,HOT_DRY,EL_NINO,351201,Rx1day,-26.75,42.93,-260.49
CESM2,HOT_DRY,EL_NINO,351201,Rx1day,11.75,210.44,1690.98
EC-Earth3,HOT_DRY,EL_NINO,351201,Rx1day,5.39,84.56,1468.83
FGOALS-g3,HOT_DRY,EL_NINO,351201,Rx1day,-9.9,93.61,-1045.56
MIROC6,HOT_DRY,EL_NINO,351201,Rx1day,111.83,-31.2,-127.9
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,Rx1day,-24.18,53.72,-322.17
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,Rx5day,-61.03,-52.95,-13.24
CanESM5,HOT_DRY,EL_NINO,351201,Rx5day,-31.47,80.01,-354.24
CESM2,HOT_DRY,EL_NINO,351201,Rx5day,20.58,187.84,812.73
EC-Earth3,HOT_DRY,EL_NINO,351201,Rx5day,6.43,19.07,196.58
FGOALS-g3,HOT_DRY,EL_NINO,351201,Rx5day,-11.92,82.0,-787.92
MIROC6,HOT_DRY,EL_NINO,351201,Rx5day,107.18,-17.9,-116.7
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,Rx5day,-27.27,28.4,-204.14
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,SDII,-13.13,-3.95,-69.92
CanESM5,HOT_DRY,EL_NINO,351201,SDII,-25.39,80.68,-417.76
CESM2,HOT_DRY,EL_NINO,351201,SDII,11.69,91.2,680.15
EC-Earth3,HOT_DRY,EL_NINO,351201,SDII,2.82,31.73,1025.18
FGOALS-g3,HOT_DRY,EL_NINO,351201,SDII,-25.56,44.54,-274.26
MIROC6,HOT_DRY,EL_NINO,351201,SDII,54.99,-26.28,-147.79
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,SDII,-15.35,38.45,-350.49
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351201,wet_day_freq,-19.98,-45.89,129.68
CanESM5,HOT_DRY,EL_NINO,351201,wet_day_freq,0.51,14.04,2652.94
CESM2,HOT_DRY,EL_NINO,351201,wet_day_freq,12.78,85.11,565.96
EC-Earth3,HOT_DRY,EL_NINO,351201,wet_day_freq,8.17,27.19,232.8
FGOALS-g3,HOT_DRY,EL_NINO,351201,wet_day_freq,14.33,6.81,-52.48
MIROC6,HOT_DRY,EL_NINO,351201,wet_day_freq,17.1,40.08,134.39
MRI-ESM2-0,HOT_DRY,EL_NINO,351201,wet_day_freq,8.72,2.39,-72.59
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,CDD,11.79,3.85,-67.35
CanESM5,HOT_DRY,LA_NINA,351001,CDD,9.88,13.64,38.06
CESM2,HOT_DRY,LA_NINA,351001,CDD,22.22,-43.88,-297.48
EC-Earth3,HOT_DRY,LA_NINA,351001,CDD,16.12,3.4,-78.91
FGOALS-g3,HOT_DRY,LA_NINA,351001,CDD,16.93,-7.22,-142.65
MIROC6,HOT_DRY,LA_NINA,351001,CDD,-19.85,-29.03,46.25
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,CDD,-0.86,1.69,-296.51
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,CWD,-17.78,-23.28,30.93
CanESM5,HOT_DRY,LA_NINA,351001,CWD,-15.23,-1.71,-88.77
CESM2,HOT_DRY,LA_NINA,351001,CWD,12.71,7.84,-38.32
EC-Earth3,HOT_DRY,LA_NINA,351001,CWD,-20.94,-13.89,-33.67
FGOALS-g3,HOT_DRY,LA_NINA,351001,CWD,50.79,36.36,-28.41
MIROC6,HOT_DRY,LA_NINA,351001,CWD,76.95,38.89,-49.46
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,CWD,18.18,3.7,-79.65
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,PRCPTOT,-19.3,-54.5,182.38
CanESM5,HOT_DRY,LA_NINA,351001,PRCPTOT,-9.04,-31.15,244.58
CESM2,HOT_DRY,LA_NINA,351001,PRCPTOT,21.77,58.03,166.56
EC-Earth3,HOT_DRY,LA_NINA,351001,PRCPTOT,-20.82,-34.25,64.51
FGOALS-g3,HOT_DRY,LA_NINA,351001,PRCPTOT,16.45,34.78,111.43
MIROC6,HOT_DRY,LA_NINA,351001,PRCPTOT,78.12,51.99,-33.45
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,PRCPTOT,9.11,62.39,584.85
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,R20mm,-58.33,-40.17,-31.13
CanESM5,HOT_DRY,LA_NINA,351001,R20mm,-44.44,-27.78,-37.49
CESM2,HOT_DRY,LA_NINA,351001,R20mm,316.67,88.89,-71.93
EC-Earth3,HOT_DRY,LA_NINA,351001,R20mm,-62.96,-48.72,-22.62
FGOALS-g3,HOT_DRY,LA_NINA,351001,R20mm,-44.44,21.21,-147.73
MIROC6,HOT_DRY,LA_NINA,351001,R20mm,538.89,66.67,-87.63
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,R20mm,25.0,191.67,666.68
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,R50mm,0.0,-72.22,0.0
CanESM5,HOT_DRY,LA_NINA,351001,R50mm,0.0,-62.96,0.0
CESM2,HOT_DRY,LA_NINA,351001,R50mm,0.0,11.11,0.0
EC-Earth3,HOT_DRY,LA_NINA,351001,R50mm,0.0,-58.33,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351001,R50mm,11.11,-7.41,-166.7
MIROC6,HOT_DRY,LA_NINA,351001,R50mm,0.0,-25.93,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,R50mm,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,R95p,0.0,-62.63,0.0
CanESM5,HOT_DRY,LA_NINA,351001,R95p,0.0,-78.91,0.0
CESM2,HOT_DRY,LA_NINA,351001,R95p,0.0,110.68,0.0
EC-Earth3,HOT_DRY,LA_NINA,351001,R95p,0.0,-53.66,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351001,R95p,-20.15,5.52,-127.39
MIROC6,HOT_DRY,LA_NINA,351001,R95p,0.0,31.37,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,R95p,0.0,79.22,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,R99p,0.0,-100.0,0.0
CanESM5,HOT_DRY,LA_NINA,351001,R99p,0.0,-100.0,0.0
CESM2,HOT_DRY,LA_NINA,351001,R99p,0.0,0.0,0.0
EC-Earth3,HOT_DRY,LA_NINA,351001,R99p,0.0,-31.47,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351001,R99p,0.0,-100.0,0.0
MIROC6,HOT_DRY,LA_NINA,351001,R99p,0.0,127.33,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,R99p,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,Rx1day,-42.31,-52.0,22.9
CanESM5,HOT_DRY,LA_NINA,351001,Rx1day,-10.04,-9.96,-0.8
CESM2,HOT_DRY,LA_NINA,351001,Rx1day,59.76,62.93,5.3
EC-Earth3,HOT_DRY,LA_NINA,351001,Rx1day,-13.77,-2.66,-80.68
FGOALS-g3,HOT_DRY,LA_NINA,351001,Rx1day,6.43,-14.44,-324.57
MIROC6,HOT_DRY,LA_NINA,351001,Rx1day,122.69,4.28,-96.51
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,Rx1day,13.47,26.74,98.52
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,Rx5day,-29.42,-58.97,100.44
CanESM5,HOT_DRY,LA_NINA,351001,Rx5day,-15.53,-17.53,12.88
CESM2,HOT_DRY,LA_NINA,351001,Rx5day,56.79,17.73,-68.78
EC-Earth3,HOT_DRY,LA_NINA,351001,Rx5day,-33.8,-37.2,10.06
FGOALS-g3,HOT_DRY,LA_NINA,351001,Rx5day,9.25,10.27,11.03
MIROC6,HOT_DRY,LA_NINA,351001,Rx5day,123.28,16.11,-86.93
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,Rx5day,11.69,19.28,64.93
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,SDII,-4.87,-22.32,358.32
CanESM5,HOT_DRY,LA_NINA,351001,SDII,-13.96,-12.78,-8.45
CESM2,HOT_DRY,LA_NINA,351001,SDII,14.63,-9.43,-164.46
EC-Earth3,HOT_DRY,LA_NINA,351001,SDII,-9.34,-30.17,223.02
FGOALS-g3,HOT_DRY,LA_NINA,351001,SDII,-28.96,-8.24,-71.55
MIROC6,HOT_DRY,LA_NINA,351001,SDII,50.23,-16.04,-131.93
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,SDII,7.09,33.53,372.92
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351001,wet_day_freq,-15.81,-43.02,172.11
CanESM5,HOT_DRY,LA_NINA,351001,wet_day_freq,4.4,3.77,-14.32
CESM2,HOT_DRY,LA_NINA,351001,wet_day_freq,4.81,35.27,633.26
EC-Earth3,HOT_DRY,LA_NINA,351001,wet_day_freq,-10.08,-12.08,19.84
FGOALS-g3,HOT_DRY,LA_NINA,351001,wet_day_freq,46.09,37.83,-17.92
MIROC6,HOT_DRY,LA_NINA,351001,wet_day_freq,17.57,57.85,229.25
MRI-ESM2-0,HOT_DRY,LA_NINA,351001,wet_day_freq,-0.95,21.77,-2391.58
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,CDD,11.79,-14.53,-223.24
CanESM5,HOT_DRY,LA_NINA,351002,CDD,9.88,11.5,16.4
CESM2,HOT_DRY,LA_NINA,351002,CDD,22.22,-17.24,-177.59
EC-Earth3,HOT_DRY,LA_NINA,351002,CDD,16.12,16.52,2.48
FGOALS-g3,HOT_DRY,LA_NINA,351002,CDD,16.93,-5.26,-131.07
MIROC6,HOT_DRY,LA_NINA,351002,CDD,-19.85,-16.72,-15.77
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,CDD,-0.86,21.11,-2554.65
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,CWD,-17.78,-31.22,75.59
CanESM5,HOT_DRY,LA_NINA,351002,CWD,-15.23,16.67,-209.46
CESM2,HOT_DRY,LA_NINA,351002,CWD,12.71,11.11,-12.59
EC-Earth3,HOT_DRY,LA_NINA,351002,CWD,-20.94,-9.36,-55.3
FGOALS-g3,HOT_DRY,LA_NINA,351002,CWD,50.79,44.44,-12.5
MIROC6,HOT_DRY,LA_NINA,351002,CWD,76.95,34.26,-55.48
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,CWD,18.18,15.38,-15.4
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,PRCPTOT,-19.3,-47.72,147.25
CanESM5,HOT_DRY,LA_NINA,351002,PRCPTOT,-9.04,-31.87,252.54
CESM2,HOT_DRY,LA_NINA,351002,PRCPTOT,21.77,41.26,89.53
EC-Earth3,HOT_DRY,LA_NINA,351002,PRCPTOT,-20.82,-32.96,58.31
FGOALS-g3,HOT_DRY,LA_NINA,351002,PRCPTOT,16.45,34.29,108.45
MIROC6,HOT_DRY,LA_NINA,351002,PRCPTOT,78.12,24.77,-68.29
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,PRCPTOT,9.11,54.92,502.85
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,R20mm,-58.33,11.11,-119.05
CanESM5,HOT_DRY,LA_NINA,351002,R20mm,-44.44,-72.22,62.51
CESM2,HOT_DRY,LA_NINA,351002,R20mm,316.67,288.89,-8.77
EC-Earth3,HOT_DRY,LA_NINA,351002,R20mm,-62.96,-65.28,3.68
FGOALS-g3,HOT_DRY,LA_NINA,351002,R20mm,-44.44,66.67,-250.02
MIROC6,HOT_DRY,LA_NINA,351002,R20mm,538.89,-44.44,-108.25
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,R20mm,25.0,344.44,1277.76
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,R50mm,0.0,-72.22,0.0
CanESM5,HOT_DRY,LA_NINA,351002,R50mm,0.0,-100.0,0.0
CESM2,HOT_DRY,LA_NINA,351002,R50mm,0.0,0.0,0.0
EC-Earth3,HOT_DRY,LA_NINA,351002,R50mm,0.0,-44.44,0.0
FGOALS-g3,HOT_DRY,LA_NINA,351002,R50mm,11.11,-100.0,-1000.09
MIROC6,HOT_DRY,LA_NINA,351002,R50mm,0.0,66.67,0.0
MRI-ESM2-0,HOT_DRY,LA_NINA,351002,R50mm,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,LA_NINA,351002,R95p,0.0,-83.55,0.0
CanESM5,HOT_DRY,LA_NINA,351002,R95p,0.0,-100.0,0.0
