model,scenario,window,index,future_regional,obs_baseline_regional,model_baseline_regional,delta_obs_abs,delta_model_abs,delta_obs_pct,delta_model_pct,mean_station_delta_obs_pct,mean_station_delta_model_pct
MRI-ESM2-0,ssp245,Near-term,Rx5day,169.60788461538462,143.93307692307692,157.9785,25.674807692307695,11.629384615384623,17.838017668467717,7.361371715381919,22.26885793528201,6.664784462174708
MRI-ESM2-0,ssp245,Near-term,SDII,12.081140933341306,10.353471721306391,11.907857104355212,1.7276692120349146,0.17328382898609362,16.68685884831797,1.4552058146777418,22.112996957966963,1.5627268082943426
MRI-ESM2-0,ssp585,Near-term,CDD,61.55,47.615384615384606,61.73076923076924,13.934615384615391,-0.18076923076924345,29.26494345718903,-0.2928348909657526,31.177157873105806,0.41697947067599994
MRI-ESM2-0,ssp585,Near-term,CWD,12.284615384615385,32.13461538461539,12.015384615384615,-19.85,0.26923076923077005,-61.77139437462598,2.2407170294494305,-23.415319426336413,3.116777990555043
MRI-ESM2-0,ssp585,Near-term,PRCPTOT,932.8903846153846,1119.6969230769232,986.4539999999998,-186.8065384615386,-53.56361538461522,-16.68366989418841,-5.429915169345477,-15.379272656071768,-5.468871028842629
MRI-ESM2-0,ssp585,Near-term,R10mm,29.84999999999999,30.700000000000003,31.680769230769233,-0.8500000000000121,-1.830769230769242,-2.76872964169385,-5.778802962243571,-0.7014681463070869,-6.0096934823071155
MRI-ESM2-0,ssp585,Near-term,R20mm,11.907692307692308,12.01923076923077,14.246153846153847,-0.11153846153846203,-2.338461538461539,-0.928000000000004,-16.414686825053998,29.56142519648269,-18.08591948534883
MRI-ESM2-0,ssp585,Near-term,R50mm,1.7115384615384615,2.15,1.973076923076923,-0.43846153846153846,-0.2615384615384615,-20.39355992844365,-13.255360623781675,100.01262022989509,-11.174479661745089
MRI-ESM2-0,ssp585,Near-term,R95p,283.62680769230764,297.47653846153844,331.45842307692305,-13.849730769230803,-47.83161538461542,-4.655738849476182,-14.430653154201158,1.2261646971857927,-17.07200441010843
MRI-ESM2-0,ssp585,Near-term,R99p,116.009,117.43846153846152,135.6455,-1.4294615384615241,-19.636499999999998,-1.2172004978057127,-14.47633721723168,16.689633733822287,-14.2459970766838
MRI-ESM2-0,ssp585,Near-term,Rx1day,62.79261538461539,77.04499999999999,67.30788461538462,-14.2523846153846,-4.515269230769235,-18.49877943459615,-6.708380833197625,-6.303424535001229,-6.851602768527079
MRI-ESM2-0,ssp585,Near-term,Rx5day,152.71911538461538,143.93307692307692,157.9785,8.786038461538453,-5.259384615384619,6.104252510515031,-3.3291774611004783,11.136325596032059,-3.399826485943997
MRI-ESM2-0,ssp585,Near-term,SDII,10.776376852223642,10.353471721306391,11.907857104355212,0.42290513091725046,-1.1314802521315706,4.084669783247244,-9.50196363809018,9.37699565939367,-9.213476242408934
ACCESS-ESM1-5,ssp245,Mid-term,CDD,58.426923076923075,47.615384615384606,62.688461538461524,10.811538461538468,-4.26153846153845,22.705977382875627,-6.797963065218708,24.461584944399473,-6.007212630890139
ACCESS-ESM1-5,ssp245,Mid-term,CWD,11.849999999999998,32.13461538461539,11.088461538461539,-20.28461538461539,0.7615384615384588,-63.12387791741473,6.867845993756478,-23.233911383340974,6.567316292786338
ACCESS-ESM1-5,ssp245,Mid-term,PRCPTOT,1113.8868461538461,1119.6969230769232,1059.8553846153845,-5.810076923077077,54.0314615384616,-0.5188972840178042,5.098003210887994,1.1242869452278557,5.106529769915292
ACCESS-ESM1-5,ssp245,Mid-term,R10mm,34.449999999999996,30.700000000000003,34.42307692307692,3.749999999999993,0.02692307692307594,12.214983713355025,0.07821229050279045,14.644068279991982,-0.042235155379363745
ACCESS-ESM1-5,ssp245,Mid-term,R20mm,15.25769230769231,12.01923076923077,15.600000000000001,3.2384615384615394,-0.342307692307692,26.944000000000006,-2.1942800788954613,68.95464321110998,-1.3652944209226265
ACCESS-ESM1-5,ssp245,Mid-term,R50mm,2.7461538461538457,2.15,2.1,0.5961538461538458,0.6461538461538456,27.728085867620738,30.769230769230738,269.994944070603,45.55159094299366
ACCESS-ESM1-5,ssp245,Mid-term,R95p,399.2285769230769,297.47653846153844,363.1528846153846,101.75203846153846,36.07569230769229,34.20506335987712,9.934023337278479,43.340119668648036,24.593652285830157
ACCESS-ESM1-5,ssp245,Mid-term,R99p,179.4101153846154,117.43846153846152,141.77880769230768,61.971653846153885,37.63130769230773,52.769470098906176,26.54226559301884,85.05350841096538,46.70226261452071
ACCESS-ESM1-5,ssp245,Mid-term,Rx1day,75.45665384615384,77.04499999999999,64.46476923076924,-1.588346153846146,10.991884615384606,-2.0615823919088148,17.050995057526933,11.742440346792277,16.960766837985037
ACCESS-ESM1-5,ssp245,Mid-term,Rx5day,196.8885,143.93307692307692,177.9120384615385,52.95542307692307,18.976461538461507,36.79169806480576,10.666204323528051,42.66872962792891,10.765913504787836
ACCESS-ESM1-5,ssp245,Mid-term,SDII,12.274783154694664,10.353471721306391,12.112299273668722,1.9213114333882721,0.1624838810259419,18.557170822560018,1.3414784208574695,23.885576234456476,1.3766702175755698
ACCESS-ESM1-5,ssp585,Mid-term,CDD,57.94999999999998,47.615384615384606,62.688461538461524,10.334615384615375,-4.738461538461543,21.704361873990294,-7.558745935333464,22.656512805025862,-7.74021839575634
ACCESS-ESM1-5,ssp585,Mid-term,CWD,11.792307692307691,32.13461538461539,11.088461538461539,-20.342307692307696,0.7038461538461522,-63.30341113105925,6.347554630593117,-22.696877622826133,8.532982783305828
ACCESS-ESM1-5,ssp585,Mid-term,PRCPTOT,940.2035384615386,1119.6969230769232,1059.8553846153845,-179.49338461538457,-119.6518461538459,-16.030532987635382,-11.289450229784592,-14.628242391742718,-11.33206232343492
ACCESS-ESM1-5,ssp585,Mid-term,R10mm,29.907692307692304,30.700000000000003,34.42307692307692,-0.7923076923076984,-4.515384615384615,-2.580806815334522,-13.117318435754191,-0.6088370862028931,-13.327262859184152
ACCESS-ESM1-5,ssp585,Mid-term,R20mm,11.488461538461538,12.01923076923077,15.600000000000001,-0.5307692307692324,-4.111538461538464,-4.416000000000014,-26.35601577909271,23.385639902576013,-27.794426262952275
ACCESS-ESM1-5,ssp585,Mid-term,R50mm,1.3115384615384613,2.15,2.1,-0.8384615384615386,-0.7884615384615388,-38.99821109123435,-37.54578754578756,40.86153486897638,-37.374180118524016
ACCESS-ESM1-5,ssp585,Mid-term,R95p,243.31676923076927,297.47653846153844,363.1528846153846,-54.15976923076917,-119.83611538461534,-18.206400246173242,-32.998805864239195,-11.57820815957934,-30.20075873278875
ACCESS-ESM1-5,ssp585,Mid-term,R99p,92.568,117.43846153846152,141.77880769230768,-24.870461538461527,-49.21080769230768,-21.17744154057771,-34.709565197576175,-0.6271460460158218,-31.993746424010713
ACCESS-ESM1-5,ssp585,Mid-term,Rx1day,62.72465384615384,77.04499999999999,64.46476923076924,-14.320346153846145,-1.7401153846153932,-18.58698962144999,-2.699327718658505,-7.8728771169254514,-3.8444079851898385
ACCESS-ESM1-5,ssp585,Mid-term,Rx5day,146.90403846153848,143.93307692307692,177.9120384615385,2.9709615384615518,-31.00800000000001,2.064127024845958,-17.428837457057973,5.41072031885763,-17.699435905471248
ACCESS-ESM1-5,ssp585,Mid-term,SDII,10.167426239591101,10.353471721306391,12.112299273668722,-0.1860454817152899,-1.9448730340776201,-1.7969381355669058,-16.05700940948211,2.5110040093836408,-15.923659806639701
CESM2,ssp245,Mid-term,CDD,57.965384615384615,47.615384615384606,59.06923076923077,10.350000000000009,-1.1038461538461561,21.736672051696306,-1.868732907930724,24.582719504998913,-0.4249436062462729
CESM2,ssp245,Mid-term,CWD,11.134615384615385,32.13461538461539,11.530769230769229,-21.0,-0.39615384615384386,-65.35008976660681,-3.4356237491660915,-27.263539311664584,-1.4441679109702033
CESM2,ssp245,Mid-term,PRCPTOT,1178.5226538461538,1119.6969230769232,1138.776615384615,58.82573076923063,39.746038461538774,5.253719069583377,3.490240133541448,6.926520190266337,3.620611811334577
CESM2,ssp245,Mid-term,R10mm,34.934615384615384,30.700000000000003,37.10384615384615,4.234615384615381,-2.169230769230765,13.793535454773227,-5.846377112055551,16.222564604677476,-5.731329421432689
CESM2,ssp245,Mid-term,R20mm,16.68846153846154,12.01923076923077,16.1,4.669230769230769,0.5884615384615373,38.84799999999999,3.655040611562343,90.21020444120661,6.423184866335398
CESM2,ssp245,Mid-term,R50mm,3.45,2.15,2.338461538461538,1.3000000000000003,1.111538461538462,60.46511627906978,47.53289473684213,381.8069050312481,72.40711229299603
CESM2,ssp245,Mid-term,R95p,503.8486923076923,297.47653846153844,385.9436153846154,206.37215384615388,117.90507692307693,69.37426222365308,30.549819254187593,79.8244081953848,50.34612630238784
CESM2,ssp245,Mid-term,R99p,256.6211153846154,117.43846153846152,160.9365,139.18265384615387,95.6846153846154,118.51539267701581,59.45488772566534,159.19960678769533,88.35959492151333
CESM2,ssp245,Mid-term,Rx1day,96.76088461538461,77.04499999999999,78.78607692307693,19.715884615384624,17.974807692307678,25.59008970781313,22.814700762239305,42.809038916717746,22.39911839207462
CESM2,ssp245,Mid-term,Rx5day,218.22130769230768,143.93307692307692,178.61292307692307,74.28823076923075,39.60838461538461,51.61303597291475,22.175542470869534,58.31465220117754,22.134312594603294
CESM2,ssp245,Mid-term,SDII,13.729535746921956,10.353471721306391,12.439641461925769,3.3760640256155643,1.289894284996187,32.608038313061385,10.369223975981859,38.6772000911351,10.277444126641761
CESM2,ssp585,Mid-term,CDD,58.06923076923077,47.615384615384606,59.06923076923077,10.453846153846165,-1.0,21.954765751211657,-1.692928766766506,24.03212754328234,-1.1561999509346192
CESM2,ssp585,Mid-term,CWD,12.08076923076923,32.13461538461539,11.530769230769229,-20.05384615384616,0.5500000000000007,-62.40574506283664,4.769846564376258,-23.347180558645878,5.6991723066357505
CESM2,ssp585,Mid-term,PRCPTOT,1003.2026153846152,1119.6969230769232,1138.776615384615,-116.49430769230798,-135.57399999999984,-10.404092865789258,-11.905232173582219,-9.050143575187219,-11.74010766818166
CESM2,ssp585,Mid-term,R10mm,30.484615384615385,30.700000000000003,37.10384615384615,-0.21538461538461817,-6.619230769230764,-0.7015785517414272,-17.839742925261728,1.4298565000486723,-17.847214867781865
CESM2,ssp585,Mid-term,R20mm,13.350000000000001,12.01923076923077,16.1,1.3307692307692314,-2.75,11.072000000000006,-17.080745341614904,49.70677687416525,-16.095727257897213
CESM2,ssp585,Mid-term,R50mm,2.1884615384615387,2.15,2.338461538461538,0.03846153846153877,-0.14999999999999947,1.788908765652966,-6.414473684210504,163.30508015966365,-1.8440868044065146
CESM2,ssp585,Mid-term,R95p,357.74242307692305,297.47653846153844,385.9436153846154,60.26588461538461,-28.201192307692338,20.259037881461882,-7.307075744623525,27.947931020056675,-2.106132301899703
CESM2,ssp585,Mid-term,R99p,163.8368846153846,117.43846153846152,160.9365,46.39842307692308,2.90038461538461,39.50871160018341,1.802191929975245,67.36566676693613,10.38012967610238
CESM2,ssp585,Mid-term,Rx1day,84.47053846153848,77.04499999999999,78.78607692307693,7.425538461538494,5.684461538461548,9.63792389063339,7.215058498231347,26.111958278092786,6.777621397193264
CESM2,ssp585,Mid-term,Rx5day,186.1882307692307,143.93307692307692,178.61292307692307,42.255153846153775,7.575307692307632,29.35750054779727,4.241186786381174,35.5115601854087,4.1691280071810715
CESM2,ssp585,Mid-term,SDII,11.78184039313143,10.353471721306391,12.439641461925769,1.428368671825039,-0.6578010687943383,13.7960358638504,-5.2879423479179986,19.233340845555276,-5.1399924675290585
CanESM5,ssp245,Mid-term,CDD,61.64230769230768,47.615384615384606,64.26923076923076,14.026923076923076,-2.6269230769230774,29.458804523424885,-4.087372830640336,31.80698473638462,-3.5449642825747145
CanESM5,ssp245,Mid-term,CWD,10.623076923076923,32.13461538461539,9.569230769230769,-21.511538461538464,1.0538461538461537,-66.94195092758828,11.012861736334402,-31.543347961564926,15.656096921270988
CanESM5,ssp245,Mid-term,PRCPTOT,907.9874615384615,1119.6969230769232,925.9381923076924,-211.7094615384617,-17.95073076923086,-18.90774701395846,-1.9386532403953125,-17.67926460312615,-1.6538213252349008
CanESM5,ssp245,Mid-term,R10mm,28.342307692307692,30.700000000000003,29.65,-2.357692307692311,-1.3076923076923066,-7.679779503883748,-4.410429368270849,-5.658413621263015,-4.445076086445489
CanESM5,ssp245,Mid-term,R20mm,12.376923076923077,12.01923076923077,12.738461538461538,0.3576923076923073,-0.36153846153846025,2.9759999999999964,-2.8381642512077194,38.53998519440656,-2.223370049345127
CanESM5,ssp245,Mid-term,R50mm,1.7923076923076924,2.15,1.6807692307692308,-0.35769230769230753,0.11153846153846159,-16.636851520572442,6.636155606407326,106.73035023467841,15.953530264170844
CanESM5,ssp245,Mid-term,R95p,299.9608846153846,297.47653846153844,298.4729615384615,2.484346153846161,1.4879230769230958,0.8351401985159811,0.49851184819344535,7.996741751700186,3.9159304940734287
CanESM5,ssp245,Mid-term,R99p,125.96888461538464,117.43846153846152,115.94376923076922,8.530423076923114,10.025115384615418,7.263738782996037,8.646532238107495,32.65559279972173,15.308674100627988
CanESM5,ssp245,Mid-term,Rx1day,69.61846153846155,77.04499999999999,67.29165384615385,-7.426538461538442,2.326807692307696,-9.639221833394046,3.45779537181146,4.551818536849388,4.030568809642737
CanESM5,ssp245,Mid-term,Rx5day,155.45042307692304,143.93307692307692,149.03107692307694,11.51734615384612,6.4193461538461065,8.00187587179937,4.307387617657411,13.623762504088328,4.6774396528777595
CanESM5,ssp245,Mid-term,SDII,11.346019578511443,10.353471721306391,11.614997636167177,0.9925478572050519,-0.26897805765573324,9.586618710345144,-2.3157822849501075,14.941449783305949,-2.1150781261543155
CanESM5,ssp585,Mid-term,CDD,61.588461538461544,47.615384615384606,64.26923076923076,13.973076923076938,-2.680769230769215,29.345718901453992,-4.171154997007756,30.75428786457472,-4.413353213279799
CanESM5,ssp585,Mid-term,CWD,10.311538461538463,32.13461538461539,9.569230769230769,-21.823076923076925,0.7423076923076941,-67.9114302812687,7.757234726688122,-33.45979722519442,11.374279058995633
CanESM5,ssp585,Mid-term,PRCPTOT,908.7749615384618,1119.6969230769232,925.9381923076924,-210.92196153846146,-17.16323076923061,-18.837415481936723,-1.85360436709659,-17.570855647549227,-1.5956560349571598
CanESM5,ssp585,Mid-term,R10mm,29.02307692307692,30.700000000000003,29.65,-1.6769230769230816,-0.6269230769230774,-5.462290152843914,-2.1144117265533806,-3.3688933223774056,-2.2317420585730545
CanESM5,ssp585,Mid-term,R20mm,11.538461538461538,12.01923076923077,12.738461538461538,-0.4807692307692317,-1.1999999999999993,-4.000000000000008,-9.42028985507246,26.656174157744303,-10.308662003293819
CanESM5,ssp585,Mid-term,R50mm,1.4961538461538464,2.15,1.6807692307692308,-0.6538461538461535,-0.1846153846153844,-30.411449016100168,-10.98398169336383,82.25378271130384,-4.003231845633348
CanESM5,ssp585,Mid-term,R95p,265.51523076923075,297.47653846153844,298.4729615384615,-31.961307692307685,-32.95773076923075,-10.744144011357067,-11.042116042723617,-4.249924912505554,-12.193744317643993
CanESM5,ssp585,Mid-term,R99p,108.31334615384615,117.43846153846152,115.94376923076922,-9.12511538461537,-7.630423076923066,-7.770125106438712,-6.581141123449091,13.956513468938367,-2.631235916300442
CanESM5,ssp585,Mid-term,Rx1day,68.63253846153847,77.04499999999999,67.29165384615385,-8.412461538461514,1.3408846153846241,-10.918893553717329,1.9926462477058948,2.464448081883921,2.0243113396691297
CanESM5,ssp585,Mid-term,Rx5day,143.44665384615385,143.93307692307692,149.03107692307694,-0.4864230769230744,-5.584423076923088,-0.3379508639164551,-3.7471534073430286,4.46653766349009,-3.7910523265423888
CanESM5,ssp585,Mid-term,SDII,10.556053000543189,10.353471721306391,11.614997636167177,0.20258127923679758,-1.0589446356239876,1.956650722480904,-9.117045640427937,7.177141115501377,-8.577144334627995
EC-Earth3,ssp245,Mid-term,CDD,58.28461538461538,47.615384615384606,62.16923076923078,10.669230769230772,-3.884615384615401,22.407108239095322,-6.248453353130438,23.259094072238447,-5.898090905762074
EC-Earth3,ssp245,Mid-term,CWD,12.092307692307694,32.13461538461539,12.376923076923077,-20.042307692307695,-0.2846153846153836,-62.369838420107726,-2.2995649471721484,-22.071175050151265,-1.0969284780372968
EC-Earth3,ssp245,Mid-term,PRCPTOT,1131.7855384615384,1119.6969230769232,1149.9064230769231,12.088615384615196,-18.12088461538474,1.0796328127254045,-1.575857326450688,2.6301829557473675,-1.636438554569905
EC-Earth3,ssp245,Mid-term,R10mm,35.48461538461539,30.700000000000003,37.26538461538462,4.784615384615385,-1.7807692307692307,15.585066399398649,-4.778614924140777,17.992530649644443,-4.759424796558935
EC-Earth3,ssp245,Mid-term,R20mm,16.23076923076923,12.01923076923077,16.773076923076925,4.21153846153846,-0.5423076923076948,35.039999999999985,-3.233203393717052,83.15945811357773,-3.025178190209042
EC-Earth3,ssp245,Mid-term,R50mm,2.603846153846154,2.15,2.3615384615384616,0.453846153846154,0.24230769230769234,21.109123434704838,10.260586319218241,224.04023710049898,9.77715208761302
EC-Earth3,ssp245,Mid-term,R95p,408.2193461538461,297.47653846153844,398.3703461538462,110.74280769230768,9.848999999999933,37.22740901350979,2.4723225749831186,46.56290628547423,4.977995661142917
EC-Earth3,ssp245,Mid-term,R99p,174.67823076923074,117.43846153846152,161.5119230769231,57.23976923076921,13.16630769230764,48.740224012576135,8.151910671038781,81.68408566576477,10.386988627496796
EC-Earth3,ssp245,Mid-term,Rx1day,76.20096153846154,77.04499999999999,77.00080769230769,-0.844038461538446,-0.799846153846147,-1.0955136109266612,-1.0387503427786133,12.617036597452163,-1.254007263950681
EC-Earth3,ssp245,Mid-term,Rx5day,188.81846153846152,143.93307692307692,167.81169230769228,44.885384615384595,21.006769230769237,31.184898964796655,12.518060536718819,36.858262193324244,11.991929268477755
EC-Earth3,ssp245,Mid-term,SDII,12.64213441197437,10.353471721306391,12.53983076538154,2.2886626906679783,0.10230364659282998,22.105268187077222,0.8158295634679346,27.731232935189414,0.5350880700156116
EC-Earth3,ssp585,Mid-term,CDD,57.9423076923077,47.615384615384606,62.16923076923078,10.326923076923094,-4.226923076923079,21.68820678513736,-6.799059638703293,23.43769736134686,-5.910500917065061
EC-Earth3,ssp585,Mid-term,CWD,11.903846153846153,32.13461538461539,12.376923076923077,-20.230769230769234,-0.47307692307692406,-62.95631358467983,-3.822249844623998,-22.230094940002637,-3.708207121840988
EC-Earth3,ssp585,Mid-term,PRCPTOT,1137.6056153846152,1119.6969230769232,1149.9064230769231,17.908692307692036,-12.300807692307899,1.599423195562511,-1.069722496148283,3.039605922882712,-1.201293432410261
EC-Earth3,ssp585,Mid-term,R10mm,35.588461538461544,30.700000000000003,37.26538461538462,4.8884615384615415,-1.6769230769230745,15.92332748684541,-4.4999483950872055,18.19984251024074,-4.578947659813604
EC-Earth3,ssp585,Mid-term,R20mm,15.642307692307693,12.01923076923077,16.773076923076925,3.6230769230769226,-1.130769230769232,30.143999999999995,-6.741573033707872,74.00526224922186,-6.5525029544439315
EC-Earth3,ssp585,Mid-term,R50mm,2.5499999999999994,2.15,2.3615384615384616,0.39999999999999947,0.1884615384615378,18.60465116279067,7.9804560260586035,244.7320398774287,12.348295418468306
EC-Earth3,ssp585,Mid-term,R95p,403.4649615384615,297.47653846153844,398.3703461538462,105.98842307692308,5.094615384615338,35.629170496962274,1.2788641106955922,44.76914236249885,7.2101852751119155
EC-Earth3,ssp585,Mid-term,R99p,178.84484615384616,117.43846153846152,161.5119230769231,61.40638461538464,17.332923076923066,52.28813781358488,10.731667821618306,83.08575260337722,15.784133494849248
EC-Earth3,ssp585,Mid-term,Rx1day,78.52623076923076,77.04499999999999,77.00080769230769,1.481230769230777,1.5254230769230759,1.9225527538851024,1.9810481508435713,16.452465216612946,1.2423895193627115
EC-Earth3,ssp585,Mid-term,Rx5day,177.2549230769231,143.93307692307692,167.81169230769228,33.32184615384617,9.443230769230809,23.15093018657176,5.627278194606433,29.02763526930001,5.173500727663759
EC-Earth3,ssp585,Mid-term,SDII,11.85286804587843,10.353471721306391,12.53983076538154,1.4993963245720394,-0.6869627195031089,14.482063262764648,-5.47824553900355,19.89357891734341,-5.511750387466197
FGOALS-g3,ssp245,Mid-term,CDD,62.54230769230769,47.615384615384606,60.86538461538461,14.926923076923082,1.6769230769230745,31.34894991922457,2.755134281200628,33.33407684161893,2.8188038071255974
FGOALS-g3,ssp245,Mid-term,CWD,11.430769230769227,32.13461538461539,10.065384615384618,-20.703846153846158,1.3653846153846096,-64.42848593656494,13.565150936186415,-25.197090958829556,12.354660467819134
FGOALS-g3,ssp245,Mid-term,PRCPTOT,1262.0208076923077,1119.6969230769232,1026.0997307692307,142.3238846153845,235.92107692307695,12.71092933115141,22.992022105513588,14.451826830262927,23.083478718658267
FGOALS-g3,ssp245,Mid-term,R10mm,34.611538461538466,30.700000000000003,33.11153846153846,3.9115384615384627,1.500000000000007,12.741167627161117,4.530142873736809,15.182474647640937,4.521749909796363
FGOALS-g3,ssp245,Mid-term,R20mm,16.419230769230772,12.01923076923077,14.30769230769231,4.400000000000002,2.111538461538462,36.60800000000002,14.758064516129032,89.72046812967571,20.6304569226426
FGOALS-g3,ssp245,Mid-term,R50mm,4.1461538461538465,2.15,1.9576923076923074,1.9961538461538466,2.188461538461539,92.84436493738822,111.78781925343817,593.7736299417372,197.24133258926247
FGOALS-g3,ssp245,Mid-term,R95p,580.9185769230769,297.47653846153844,339.33146153846155,283.44203846153846,241.58711538461534,95.28214894775155,71.19502397134274,104.44029581679601,114.61667177011304
FGOALS-g3,ssp245,Mid-term,R99p,349.1076153846154,117.43846153846152,132.8261923076923,231.6691538461539,216.28142307692312,197.2685530883606,162.83040213627933,237.04379856249008,221.99975137433555
FGOALS-g3,ssp245,Mid-term,Rx1day,113.81730769230768,77.04499999999999,74.46665384615385,36.77230769230769,39.35065384615383,47.7283505643555,52.84332223044593,68.87042961453224,53.64435573582656
FGOALS-g3,ssp245,Mid-term,Rx5day,257.9071153846154,143.93307692307692,165.11015384615382,113.97403846153847,92.79696153846157,79.18543874557086,56.20306163903635,86.5165176028995,57.0549783220099
FGOALS-g3,ssp245,Mid-term,SDII,13.970656955811922,10.353471721306391,12.22214036860616,3.6171852345055306,1.7485165872057618,34.93693064387022,14.306140614265965,41.15362379813966,15.024090216679939
FGOALS-g3,ssp585,Mid-term,CDD,60.926923076923075,47.615384615384606,60.86538461538461,13.311538461538468,0.06153846153846132,27.95638126009695,0.1011058451816742,30.49426452894427,0.39479522405043627
FGOALS-g3,ssp585,Mid-term,CWD,13.884615384615385,32.13461538461539,10.065384615384618,-18.25,3.819230769230767,-56.79233991621783,37.94421092854411,-8.623795770770498,35.42729140582622
FGOALS-g3,ssp585,Mid-term,PRCPTOT,1224.8149999999998,1119.6969230769232,1026.0997307692307,105.11807692307661,198.71526923076908,9.388083038954194,19.36607751390786,11.296710910028937,19.319164009941616
FGOALS-g3,ssp585,Mid-term,R10mm,35.78846153846154,30.700000000000003,33.11153846153846,5.088461538461537,2.6769230769230816,16.574793284890998,8.084562666976435,19.195414678769218,8.045487296864891
FGOALS-g3,ssp585,Mid-term,R20mm,16.146153846153847,12.01923076923077,14.30769230769231,4.126923076923077,1.8384615384615373,34.336,12.849462365591387,83.32953703529584,15.621551201772606
FGOALS-g3,ssp585,Mid-term,R50mm,3.1846153846153844,2.15,1.9576923076923074,1.0346153846153845,1.226923076923077,48.1216457960644,62.67190569744599,376.83269448496844,97.34500375588344
FGOALS-g3,ssp585,Mid-term,R95p,481.4651923076923,297.47653846153844,339.33146153846155,183.98865384615385,142.13373076923074,61.84980328118961,41.886399252466774,71.55701612724762,64.57298601872958
FGOALS-g3,ssp585,Mid-term,R99p,254.09811538461537,117.43846153846152,132.8261923076923,136.65965384615384,121.27192307692306,116.36703347088493,91.30121173389979,155.33975303046853,125.70191653652536
FGOALS-g3,ssp585,Mid-term,Rx1day,102.67907692307692,77.04499999999999,74.46665384615385,25.634076923076933,28.212423076923073,33.27156457015632,37.88598200640141,51.15550053212121,37.06066771499961
FGOALS-g3,ssp585,Mid-term,Rx5day,234.81746153846154,143.93307692307692,165.11015384615382,90.88438461538462,69.70730769230772,63.143501520471595,42.21866800345879,69.26034811671524,41.13192194125661
FGOALS-g3,ssp585,Mid-term,SDII,12.911141058769228,10.353471721306391,12.22214036860616,2.557669337462837,0.6890006901630681,24.703494695401677,5.637316127810462,30.236389962241034,5.6208414160124205
MIROC6,ssp245,Mid-term,CDD,62.611538461538466,47.615384615384606,60.084615384615375,14.99615384615386,2.52692307692309,31.49434571890149,4.205607476635537,33.34242998643007,4.889462493773297
MIROC6,ssp245,Mid-term,CWD,11.592307692307694,32.13461538461539,11.826923076923077,-20.542307692307695,-0.2346153846153829,-63.92579293836027,-1.9837398373983595,-25.240091686710784,-1.3456209368135106
MIROC6,ssp245,Mid-term,PRCPTOT,1196.4851153846153,1119.6969230769232,1119.2274615384617,76.78819230769204,77.25765384615352,6.857944388797494,6.902766104394642,8.558091543659414,7.055875237765347
MIROC6,ssp245,Mid-term,R10mm,36.58461538461539,30.700000000000003,36.09615384615385,5.884615384615387,0.48846153846154294,19.168128288649466,1.3532232285562191,21.658674825669415,1.4780078886073074
MIROC6,ssp245,Mid-term,R20mm,17.634615384615387,12.01923076923077,16.349999999999998,5.615384615384617,1.284615384615389,46.720000000000006,7.856974829451922,99.97458829115523,9.709780433574526
MIROC6,ssp245,Mid-term,R50mm,3.3230769230769233,2.15,2.323076923076923,1.1730769230769234,1.0000000000000004,54.561717352415045,43.04635761589406,389.71143809312167,73.18644920752007
MIROC6,ssp245,Mid-term,R95p,485.26650000000006,297.47653846153844,389.33788461538467,187.78996153846163,95.9286153846154,63.127654540306374,24.638911129694055,73.4629027270997,36.60466441985866
MIROC6,ssp245,Mid-term,R99p,233.56842307692307,117.43846153846152,154.42892307692307,116.12996153846154,79.1395,98.88579943669353,51.24655305702001,138.69257921124816,75.30769187787774
MIROC6,ssp245,Mid-term,Rx1day,83.03342307692309,77.04499999999999,70.7266923076923,5.988423076923098,12.306730769230782,7.772630380846387,17.400404808542547,24.14159560655808,18.246807503546776
MIROC6,ssp245,Mid-term,Rx5day,216.44726923076922,143.93307692307692,163.21642307692306,72.5141923076923,53.23084615384616,50.380492002159116,32.61365808069372,57.45237752177972,33.47498434418627
MIROC6,ssp245,Mid-term,SDII,13.605815528663218,10.353471721306391,12.62704541894697,3.2523438073568265,0.9787701097162476,31.41307471448281,7.751378705327187,37.459891635714406,7.7718010971077645
MIROC6,ssp585,Mid-term,CDD,57.46538461538462,47.615384615384606,60.084615384615375,9.850000000000016,-2.6192307692307537,20.686591276252056,-4.359236973498887,22.322242467382758,-3.978391543472007
MIROC6,ssp585,Mid-term,CWD,12.400000000000002,32.13461538461539,11.826923076923077,-19.734615384615385,0.5730769230769255,-61.41232794733693,4.845528455284573,-21.61885361274904,6.718522723302011
MIROC6,ssp585,Mid-term,PRCPTOT,1114.2841923076924,1119.6969230769232,1119.2274615384617,-5.412730769230848,-4.943269230769374,-0.48341034593152965,-0.4416679719397236,1.09941987676935,-0.39931051315724986
MIROC6,ssp585,Mid-term,R10mm,34.92307692307692,30.700000000000003,36.09615384615385,4.223076923076917,-1.173076923076927,13.755950889501356,-3.2498668087373574,16.185364939057123,-3.219206016773912
MIROC6,ssp585,Mid-term,R20mm,15.780769230769234,12.01923076923077,16.349999999999998,3.761538461538464,-0.5692307692307637,31.29600000000002,-3.481533756763081,77.0812115817308,-3.2093355487830446
MIROC6,ssp585,Mid-term,R50mm,2.588461538461538,2.15,2.323076923076923,0.43846153846153824,0.26538461538461533,20.39355992844364,11.423841059602648,236.5932866093757,15.016739073629772
