scenario,window,index,model_count,obs_median_abs,obs_q25_abs,obs_q75_abs,obs_median_pct,obs_q25_pct,obs_q75_pct,obs_agreement,obs_direction,obs_robust,obs_classification,model_median_abs,model_q25_abs,model_q75_abs,model_median_pct,model_q25_pct,model_q75_pct,model_agreement,model_direction,model_robust,model_classification,sign_reversal,classification_changed,baseline_sensitivity_pp
ssp245,Near,CDD,7,11.194570135746602,9.633031674208134,11.320211161387629,22.28728435656051,19.17841538669427,22.537423239193423,1.0,increase,True,robust increase,0.09230769230770619,-0.23235294117647243,1.4107088989442005,0.14805675508947322,-0.3862997496020944,2.3468200194798468,0.5714285714285714,increase,False,ambiguous,False,True,22.139227601471035
ssp245,Near,CWD,7,-19.203770739064858,-19.36659125188537,-18.5973604826546,-63.301265319312904,-63.83796952295722,-61.30235911203917,1.0,decrease,True,robust decrease,-0.39547511312217054,-0.6226244343891407,0.25339366515837103,-3.1845509200218505,-5.314914494976323,2.3045734390403707,0.5714285714285714,decrease,False,ambiguous,False,True,-60.116714399291055
ssp245,Near,PRCPTOT,7,-7.431535444947258,-77.69620211161407,24.29707993966815,-0.6762852999428433,-7.070517222009375,2.2110851945011927,0.7142857142857143,decrease,False,ambiguous,17.81389441930628,-52.75552337858244,49.17236274509821,1.6592204402893402,-4.912454824101189,4.57895204890102,0.5714285714285714,increase,False,ambiguous,True,False,-2.3355057402321835
ssp245,Near,R10mm,7,3.8671191553544553,2.0119909502262487,4.332503770739066,12.831369016340135,6.675925230838541,14.375547381327735,1.0,increase,True,robust increase,-0.45188536953242675,-2.314932126696828,-0.006862745098036527,-1.311446706062591,-6.716533098345327,-0.019882920364044987,0.7142857142857143,decrease,False,ambiguous,True,True,14.142815722402727
ssp245,Near,R20mm,7,3.312368024132729,1.9405731523378575,3.8995475113122167,27.924216415538165,16.359590565198033,32.874308601945444,1.0,increase,True,robust increase,-0.11070889894419267,-1.479110105580693,0.47081447963801004,-0.7242944543122137,-9.67891560600544,3.07667493145721,0.7142857142857143,decrease,False,ambiguous,True,True,28.64851086985038
ssp245,Near,R50mm,7,0.36606334841629007,0.22631975867270038,0.7301659125188538,17.997775305895463,11.127178346310743,35.89914720059326,0.8571428571428571,increase,True,robust increase,0.18733031674208167,0.034012066365007865,0.5536953242835596,8.466257668711666,1.5576138338888281,25.056726116642643,0.7142857142857143,increase,False,ambiguous,False,True,9.531517637183796
ssp245,Near,R95p,7,99.88171794871795,69.20652564102565,144.7762692307692,35.50815831692554,24.60306369868009,51.46826460293151,1.0,increase,True,robust increase,14.57280392156855,-16.87461689291095,59.45856561085972,3.975110571977428,-4.5902306205013845,16.21542543792304,0.5714285714285714,increase,False,ambiguous,False,True,31.53304774494811
ssp245,Near,R99p,7,64.98219306184015,54.51138536953242,93.8060007541478,65.91983561044391,55.29794229993901,95.15954844894077,1.0,increase,True,robust increase,15.334184012066402,3.7303107088989265,44.39424736048265,10.345164997550741,2.5499010345841535,29.998650788301386,0.7142857142857143,increase,False,ambiguous,False,True,55.57467061289317
ssp245,Near,Rx1day,7,2.56641176470589,-1.0917036199094952,7.549411764705887,3.450128655113063,-1.467620275802488,10.148972279841606,0.7142857142857143,increase,False,ambiguous,5.440354449472096,2.66482277526395,9.917837104072397,7.245244959927189,3.710241831290937,14.150573014804976,0.8571428571428571,increase,True,robust increase,False,True,-3.7951163048141257
ssp245,Near,Rx5day,7,44.237496229260984,26.955175716440422,57.86534238310712,32.18162047811383,19.609184713613416,42.09552181159637,1.0,increase,True,robust increase,7.5845505279034455,-2.1280452488687445,24.572853695324312,4.572478763697943,-1.233172712649694,14.396495923213347,0.5714285714285714,increase,False,ambiguous,False,True,27.609141714415884
ssp245,Near,SDII,7,2.11610026237385,1.5355866049366025,2.7806705523834774,20.599502297143573,14.94840313491062,27.068863630859113,1.0,increase,True,robust increase,0.19105215498991868,-0.30461132755933384,0.7083106707569602,1.5663058440918924,-2.514173228293741,5.741250895258635,0.5714285714285714,increase,False,ambiguous,False,True,19.03319645305168
ssp585,Near,CDD,7,10.297134238310711,9.11892911010558,11.835595776772248,20.500578052039703,18.154887917961652,23.563503145503958,1.0,increase,True,robust increase,0.1196078431372527,-0.7464555052790267,2.021644042232282,0.19462749573561716,-1.2455398052346514,3.2591835245723857,0.5714285714285714,increase,False,ambiguous,False,True,20.305950556304087
ssp585,Near,CWD,7,-18.575565610859726,-18.77812971342383,-18.251206636500754,-61.230516817063155,-61.898227558604916,-60.16133442712606,1.0,decrease,True,robust decrease,0.5648567119155352,-0.3285822021116136,0.7708898944193052,4.9341238471673226,-2.6334488329382264,6.795216429638532,0.7142857142857143,increase,False,ambiguous,True,True,-66.16464066423048
ssp585,Near,PRCPTOT,7,-40.193125188537124,-114.97676621417799,52.12231070889891,-3.6576586258834682,-10.463126685142974,4.743239508525541,0.5714285714285714,decrease,False,ambiguous,-15.55093061840148,-90.36865535444934,76.77485595776784,-1.4476302600946067,-8.410370409794366,7.145966274513613,0.5714285714285714,decrease,False,ambiguous,False,False,-2.2100283657888617
ssp585,Near,R10mm,7,3.790196078431375,0.896606334841632,4.792760180995476,12.576132922953741,2.975001876735991,15.902710006756253,0.7142857142857143,increase,False,ambiguous,-0.5423831070889875,-3.420135746606338,0.4635746606334834,-1.5734663516233427,-9.926658268456766,1.3450727324295553,0.5714285714285714,decrease,False,ambiguous,True,False,14.149599274577085
ssp585,Near,R20mm,7,2.5046757164404223,1.3354449472096546,4.170060331825037,21.115137643842584,11.258185517197544,35.15480958738635,0.8571428571428571,increase,True,robust increase,-0.9161387631975852,-2.085369532428353,0.7413273001508305,-5.994571922033053,-13.644536033263226,4.847318842664283,0.5714285714285714,decrease,False,ambiguous,True,True,27.109709565875637
ssp585,Near,R50mm,7,0.1173453996983409,-0.06342383107088989,0.9417043740573154,5.769373377827217,-3.1182795698924726,46.29959213941418,0.7142857142857143,increase,False,ambiguous,-0.061387631975867496,-0.2557315233785824,0.7574660633484165,-2.774369461486036,-11.456456844148427,34.069507254569444,0.5714285714285714,decrease,False,ambiguous,True,False,8.543742839313254
ssp585,Near,R95p,7,62.40151282051278,42.082179487179474,165.9171282051282,22.183867497994587,14.960302267920945,58.983883905782825,0.8571428571428571,increase,True,robust increase,-22.723736048265437,-43.998963046757126,79.68043137254898,-6.201595868258331,-11.972567758308312,21.66386139935959,0.5714285714285714,decrease,False,ambiguous,True,True,28.385463366252917
ssp585,Near,R99p,7,46.039628959276,36.20693665158372,112.77778280542985,46.70394502803448,36.72937461126935,114.40507857236298,1.0,increase,True,robust increase,-3.385348416289588,-14.698447963800902,63.37882352941175,-2.287357716953077,-9.80447738923219,42.83027657599764,0.5714285714285714,decrease,False,ambiguous,True,True,48.99130274498756
ssp585,Near,Rx1day,7,2.19407843137256,-1.7214600301659004,9.58359125188538,2.9495862557002783,-2.3142266803736415,12.883600072184759,0.7142857142857143,increase,False,ambiguous,7.776408748114633,0.8596372549019691,11.773251885369532,11.302321304106835,1.2840112280508942,16.242251917605763,0.7142857142857143,increase,False,ambiguous,False,False,-8.352735048406556
ssp585,Near,Rx5day,7,43.95049622926095,19.31130392156865,63.01689366515835,31.97283549106679,14.048468080577344,45.843140514366766,1.0,increase,True,robust increase,10.462283559577685,-13.71405806938158,32.262538461538426,6.1200766878520465,-7.681098037481134,19.229444716270248,0.5714285714285714,increase,False,ambiguous,False,True,25.85275880321474
ssp585,Near,SDII,7,1.6031543097630596,1.1591927361039724,2.635054429760765,15.606151312316884,11.284339336274453,25.651341169469347,1.0,increase,True,robust increase,-0.4893432895235872,-0.6834759356385769,0.4549530264828583,-3.9958288059458327,-5.621473979593587,3.643737135605217,0.5714285714285714,decrease,False,ambiguous,True,True,19.601980118262716
ssp245,Mid,CDD,7,10.809954751131222,8.492006033182502,12.818929110105575,21.52155308319445,16.906745942374965,25.521222767743183,1.0,increase,True,robust increase,0.7601809954751246,-1.7972096530920076,3.2517345399698314,1.2611192433284732,-2.9741235801908177,5.497111786904776,0.5714285714285714,increase,False,ambiguous,False,True,20.26043383986598
ssp245,Mid,CWD,7,-18.57300150829563,-19.29864253393665,-18.462745098039214,-61.222064782360114,-63.61399060332613,-60.858627290128524,1.0,decrease,True,robust decrease,0.22926093514328727,-0.3619909502262457,0.553921568627449,1.9562419562419495,-3.183161474430009,4.968352161459098,0.5714285714285714,increase,False,ambiguous,True,True,-63.17830673860206
ssp245,Mid,PRCPTOT,7,22.77284917043744,-70.50357390648566,41.885951734539844,2.0723770001330744,-6.415972981573858,3.811709389268178,0.5714285714285714,increase,False,ambiguous,47.41504374057308,-46.17994268476599,67.04571417797888,4.413848520508581,-4.295829970132082,6.244394222270104,0.7142857142857143,increase,False,ambiguous,False,False,-2.3414715203755065
ssp245,Mid,R10mm,7,4.341478129713426,1.9632730015082984,4.7773755656108605,14.405324925556148,6.51427570502716,15.851662788078977,0.8571428571428571,increase,True,robust increase,0.004374057315239099,-2.3602564102564116,0.4595022624434364,0.012687579297386023,-6.850338206307677,1.3335992668489984,0.5714285714285714,increase,False,ambiguous,False,True,14.392637346258761
ssp245,Mid,R20mm,7,3.563650075414781,2.3559577677224723,4.631598793363498,30.04259647784347,19.861402504927195,39.045711742640975,0.8571428571428571,increase,True,robust increase,0.1405731523378595,-1.0659879336349922,1.2130467571644044,0.919676337083095,-6.974061783792225,7.9385055769420605,0.5714285714285714,increase,False,ambiguous,False,True,29.122920140760375
ssp245,Mid,R50mm,7,0.8173453996983406,0.13914027149321284,1.0147812971342385,40.18539117538004,6.840934371523924,49.89247311827958,0.7142857142857143,increase,False,ambiguous,0.6431372549019607,-0.05203619909502266,0.8349170437405731,29.125683060109292,-2.2965435054860466,37.718130501958996,0.7142857142857143,increase,False,ambiguous,False,False,11.059708115270748
ssp245,Mid,R95p,7,145.3386666666666,70.41701282051278,169.85511538461532,51.668198060234786,25.033394406767286,60.3838465324874,0.8571428571428571,increase,True,robust increase,59.598960784313704,-15.448733785822071,84.53741176470584,16.23808239609874,-4.197694644978954,23.062473180582394,0.7142857142857143,increase,False,ambiguous,False,True,35.430115664136046
ssp245,Mid,R99p,7,95.29447511312216,48.1536161387632,122.69751357466063,96.66950033623047,48.84843539975473,124.46794334802954,0.8571428571428571,increase,True,robust increase,45.89594570135745,-2.6274585218702953,73.16102036199096,31.015776208251744,-1.7066287890990606,49.401057845285685,0.7142857142857143,increase,False,ambiguous,False,True,65.65372412797873
ssp245,Mid,Rx1day,7,1.1893348416289626,-1.4386010558069344,12.701283559577682,1.5988697815600468,-1.9339681941039615,17.074836925335436,0.5714285714285714,increase,False,ambiguous,4.480036199095011,1.8968740573152303,15.282380844645552,6.301454520112087,2.7407391994370505,21.35619331328867,0.8571428571428571,increase,True,robust increase,False,True,-4.702584738552041
