model,scenario,window,index,delta_abs_Bias-corrected,delta_abs_Raw,delta_pct_Bias-corrected,delta_pct_Raw,sign_preserved,abs_pct_difference
ACCESS-ESM1-5,ssp585,Long-term,SDII,-5.619535800242239,-0.8434497089267197,-46.39528526560362,-25.726236829030608,True,20.66904843657301
ACCESS-ESM1-5,ssp585,Mid-term,CDD,-4.738461538461543,0.5846153846153861,-7.558745935333464,2.588996763754052,False,10.147742699087516
ACCESS-ESM1-5,ssp585,Mid-term,CWD,0.7038461538461522,0.011538461538462386,6.347554630593117,0.10463899546565122,True,6.242915635127466
ACCESS-ESM1-5,ssp585,Mid-term,PRCPTOT,-119.6518461538459,-10.700466153846264,-11.289450229784592,-2.436363205190265,True,8.853087024594327
ACCESS-ESM1-5,ssp585,Mid-term,R10mm,-4.515384615384615,-1.1153846153846159,-13.117318435754191,-16.92936368943375,True,3.8120452536795586
ACCESS-ESM1-5,ssp585,Mid-term,R20mm,-4.111538461538464,-0.35769230769230753,-26.35601577909271,-21.040723981900445,True,5.315291797192266
ACCESS-ESM1-5,ssp585,Mid-term,R50mm,-0.7884615384615388,0.038461538461538436,-37.54578754578756,19.230769230769216,False,56.776556776556774
ACCESS-ESM1-5,ssp585,Mid-term,R95p,-119.83611538461534,-8.633680769230764,-32.998805864239195,-20.58251617094414,True,12.416289693295056
ACCESS-ESM1-5,ssp585,Mid-term,R99p,-49.21080769230768,-7.437846153846147,-34.709565197576175,-33.643374386053274,True,1.066190811522901
ACCESS-ESM1-5,ssp585,Mid-term,Rx1day,-1.7401153846153932,1.2013961538461615,-2.699327718658505,3.9775088778734924,False,6.676836596531997
ACCESS-ESM1-5,ssp585,Mid-term,Rx5day,-31.00800000000001,-5.045912145000003,-17.428837457057973,-6.7997612179536215,True,10.629076239104352
ACCESS-ESM1-5,ssp585,Mid-term,SDII,-1.9448730340776201,-0.10125075670591954,-16.05700940948211,-3.088270608866088,True,12.968738800616022
ACCESS-ESM1-5,ssp585,Near-term,CDD,-7.826923076923059,-0.4653846153846146,-12.485428553898986,-2.0609776869357828,True,10.424450866963204
ACCESS-ESM1-5,ssp585,Near-term,CWD,1.1307692307692303,1.934615384615384,10.197710718002076,17.544471573072894,True,7.346760855070817
ACCESS-ESM1-5,ssp585,Near-term,PRCPTOT,32.422423076922996,55.631642307692346,3.059136514996233,12.666633809597952,True,9.60749729460172
ACCESS-ESM1-5,ssp585,Near-term,R10mm,0.6000000000000014,1.0115384615384606,1.7430167597765407,15.353181552831275,True,13.610164793054734
ACCESS-ESM1-5,ssp585,Near-term,R20mm,-0.3807692307692303,0.2576923076923079,-2.4408284023668605,15.158371040723996,False,17.599199443090857
ACCESS-ESM1-5,ssp585,Near-term,R50mm,0.2153846153846155,0.0461538461538461,10.256410256410263,23.076923076923045,True,12.820512820512782
ACCESS-ESM1-5,ssp585,Near-term,R95p,2.2524999999999977,2.8549384615384668,0.620262180317147,6.806114173352901,True,6.185851993035754
ACCESS-ESM1-5,ssp585,Near-term,R99p,6.645923076923083,-1.9669999999999952,4.68752924721038,-8.897268920135762,False,13.584798167346142
ACCESS-ESM1-5,ssp585,Near-term,Rx1day,4.316307692307703,-1.9983603846153812,6.695607141408203,-6.616049290279457,False,13.311656431687659
ACCESS-ESM1-5,ssp585,Near-term,Rx5day,-13.497653846153867,-5.932325880769241,-7.586700688088528,-7.994273046606369,True,0.40757235851784124
ACCESS-ESM1-5,ssp585,Near-term,SDII,-0.11532997410245827,0.1868730692169911,-0.9521724281794905,5.699854756914535,False,6.652027185094026
CESM2,ssp245,Long-term,CDD,3.538461538461526,8.376923076923077,5.990363328558384,63.185378590078344,True,57.195015261519956
CESM2,ssp245,Long-term,CWD,0.7230769230769276,-4.8692307692307715,6.270847231487699,-16.902536715620833,False,23.173383947108533
CESM2,ssp245,Long-term,PRCPTOT,-38.65096153846116,-19.51057230769186,-3.394077557994728,-1.9392364583069395,True,1.4548410996877885
CESM2,ssp245,Long-term,R10mm,-3.8192307692307637,-0.3000000000000007,-10.293355447289299,-1.609574907139913,True,8.683780540149385
CESM2,ssp245,Long-term,R20mm,-0.0384615384615401,0.942307692307689,-0.2388915432393795,14.688249400479561,False,14.92714094371894
CESM2,ssp245,Long-term,R50mm,0.8538461538461544,0.5653846153846154,36.51315789473687,97.35099337748346,True,60.83783548274659
CESM2,ssp245,Long-term,R95p,67.15703846153838,49.872503846153904,17.400738290387952,38.53152578869451,True,21.130787498306557
CESM2,ssp245,Long-term,R99p,53.33596153846153,24.195453846153853,33.14099756019395,51.14565184340248,True,18.00465428320853
CESM2,ssp245,Long-term,Rx1day,4.877692307692314,1.6547884615384518,6.191058748177887,3.4023713677138088,True,2.788687380464078
CESM2,ssp245,Long-term,Rx5day,21.84334615384614,13.061237692307671,12.229432102423456,11.260738319550088,True,0.9686937828733679
CESM2,ssp245,Long-term,SDII,1.025801442168417,0.2889883970282341,8.246229968187633,6.738454828547646,True,1.5077751396399863
CESM2,ssp245,Mid-term,CDD,-1.1038461538461561,2.3999999999999986,-1.868732907930724,18.102697998259348,False,19.971430906190072
CESM2,ssp245,Mid-term,CWD,-0.39615384615384386,-4.4346153846153875,-3.4356237491660915,-15.393858477970634,True,11.958234728804541
CESM2,ssp245,Mid-term,PRCPTOT,39.746038461538774,14.20944307692298,3.490240133541448,1.4123353037749025,True,2.0779048297665454
CESM2,ssp245,Mid-term,R10mm,-2.169230769230765,-0.4730769230769276,-5.846377112055551,-2.538175815105266,True,3.308201296950285
CESM2,ssp245,Mid-term,R20mm,0.5884615384615373,1.6923076923076907,3.655040611562343,26.378896882493976,True,22.723856270931634
CESM2,ssp245,Mid-term,R50mm,1.111538461538462,0.4769230769230772,47.53289473684213,82.1192052980133,True,34.58631056117117
CESM2,ssp245,Mid-term,R95p,117.90507692307693,65.38433076923081,30.549819254187593,50.51597238796821,True,19.96615313378062
CESM2,ssp245,Mid-term,R99p,95.6846153846154,44.651426923076926,59.45488772566534,94.38658808550701,True,34.93170035984168
CESM2,ssp245,Mid-term,Rx1day,17.974807692307678,7.3758653846153805,22.814700762239305,15.165342144938347,True,7.649358617300958
CESM2,ssp245,Mid-term,Rx5day,39.60838461538461,28.78962823076928,22.175542470869534,24.820960881429762,True,2.6454184105602288
CESM2,ssp245,Mid-term,SDII,1.289894284996187,0.326930419757649,10.369223975981859,7.6231637265346865,True,2.746060249447172
