model,station,variant,scale,n,r,rmse,mae,pbias_pct,nse,kge
CESM2,351007,Bias-corrected,Daily,12410,0.08324744963470926,9.409374768251702,4.33346091861402,-15.441290814754664,-0.8277507927158636,0.07031431040540537
CESM2,351007,Bias-corrected,Monthly,408,0.5229807980368698,85.99983310659822,58.845563725490194,-15.453074156742991,-0.077979345050047,0.4913261116197828
CESM2,351008,Raw,Daily,12410,0.0508064189092352,8.01408797334296,3.9651950040290087,-5.635277719376129,-0.47654703699227086,0.014882728930919353
CESM2,351008,Raw,Monthly,408,0.33301583341654845,80.12060225446166,61.60922058823529,-5.671514305507612,-0.09613467217905569,0.29619334327694413
CESM2,351008,Bias-corrected,Daily,12410,0.07545374640281292,8.928629270649523,4.088464947622885,-16.999841666601785,-0.8327729102470216,0.05987325928336473
CESM2,351008,Bias-corrected,Monthly,408,0.4801227950398595,83.91600382986853,56.65002450980392,-17.03171419601412,-0.20244464659600614,0.4432059013804487
CESM2,351009,Raw,Daily,12410,0.08819808637724744,6.106804222274212,3.6224833199033033,-11.345991026141247,-1.2326846283957562,0.06003771859716733
CESM2,351009,Raw,Monthly,408,0.41947116523107286,74.59617838165074,60.56009803921568,-11.360257079186423,0.00826355692233649,0.3754160748864378
CESM2,351009,Bias-corrected,Daily,12410,0.16815394672998493,7.254216544830386,3.923953263497179,-16.614709325009756,-2.1505067831035323,-0.06148116075281296
CESM2,351009,Bias-corrected,Monthly,408,0.7093601563925829,64.94793766443046,46.78235294117646,-16.6281275448255,0.24821467286504495,0.6278826379964741
CESM2,351010,Raw,Daily,12410,0.07840214036587806,6.111641865339396,3.525300644641418,-17.00990423324082,-1.1086812384675562,0.054378083519962095
CESM2,351010,Raw,Monthly,408,0.3952621255736282,76.3927183476067,61.634776960784315,-17.028576071196426,-0.04785797734857855,0.33685717326025544
CESM2,351010,Bias-corrected,Daily,12410,0.13658762352458245,7.688146804089059,4.019610797743755,-18.525316930462836,-2.3368637552179576,-0.10532521651935145
CESM2,351010,Bias-corrected,Monthly,408,0.671456366192978,67.75836900592529,49.227965686274516,-18.543647817609127,0.17562581602510574,0.5989442432880898
CESM2,351011,Raw,Daily,12410,0.03358320840966964,11.658899772321895,4.771221917808219,-3.4676643335846973,-0.1771505267816058,-0.10969659970052792
CESM2,351011,Raw,Monthly,408,0.24104902125923333,104.75569879547103,69.36202450980392,-3.516340146814488,-0.06461174297583505,0.13661742797873844
CESM2,351011,Bias-corrected,Daily,12410,0.048280411517158436,11.807162139313796,4.843056406124093,7.853042388452845,-0.20727975486468142,-0.07535700169520121
CESM2,351011,Bias-corrected,Monthly,408,0.24346376443705345,119.23335191576486,78.28149509803922,7.798658181219853,-0.3792133174489867,0.23314607769670492
CESM2,351012,Raw,Daily,12410,0.03747399347918882,10.884060211753246,4.259702578565673,3.4195489330940276,-0.19018769180379658,-0.0968816570028519
CESM2,351012,Raw,Monthly,408,0.3519436986999318,93.28334689907747,62.49304656862745,3.3937752330160342,0.055161193528552754,0.24420481703165653
CESM2,351012,Bias-corrected,Daily,12410,0.020588703634215538,14.743396407030055,5.699389202256246,57.79495712433942,-1.183879484890825,-0.14147775511691774
CESM2,351012,Bias-corrected,Monthly,408,0.2385471771352454,150.07843458652272,101.18382352941175,57.75563225838611,-1.4456036008293403,-0.024532074878820698
CESM2,351201,Raw,Daily,12410,0.03610033400926347,10.56774857119437,4.62874407735697,0.4157913199115034,-0.22625721538397237,-0.07988920175183956
CESM2,351201,Raw,Monthly,408,0.3407245371278113,93.62756981331438,67.3925931372549,0.4155139649991203,0.03295406461009742,0.24351149629553193
CESM2,351201,Bias-corrected,Daily,12410,0.030391366686184924,14.607645767441197,5.751282030620468,33.3445933815223,-1.343025900399625,-0.04193196803367627
CESM2,351201,Bias-corrected,Monthly,408,0.3219875019448151,141.58063498478907,92.53708333333334,33.34422507512813,-1.2112982050905643,0.13271296509154284
EC-Earth3,351001,Raw,Daily,12418,0.052385162032072295,10.116775520980877,3.5480797421629897,-46.13219570637611,-0.0761075686425654,-0.2642450436989927
EC-Earth3,351001,Raw,Monthly,408,0.3670023690665883,99.59102019099366,66.62591532573529,-46.13219570637611,-0.01907165701951019,0.02620224423135198
EC-Earth3,351001,Bias-corrected,Daily,12418,0.052575382664436524,13.44824271953468,4.918086648413594,12.132763526036802,-0.9015271749778511,0.04483390002026044
EC-Earth3,351001,Bias-corrected,Monthly,408,0.408304214540743,124.81194028122752,74.41485294117646,12.132763526036802,-0.6005772132450213,0.33497044997814385
EC-Earth3,351002,Raw,Daily,12418,0.008978690170616914,9.196863359754326,3.609266305657916,-45.42591594621506,-0.12954771701292112,-0.2743409954160354
EC-Earth3,351002,Raw,Monthly,408,0.09397450617907102,99.01371705697983,73.51408557754903,-45.42591594621505,-0.33217977121037,-0.1370372278395251
EC-Earth3,351002,Bias-corrected,Daily,12418,0.07174828303156783,10.837442688197756,4.157510066033177,-14.454540833565074,-0.5684791196491561,0.04490838534654651
EC-Earth3,351002,Bias-corrected,Monthly,408,0.5582876223454576,86.50182808620234,56.16186274509804,-14.454540833565046,-0.01676989042757926,0.5213407443542405
