model,station,index,bc_hist_mean,obs_mean,bias_abs,bias_pct
CanESM5,351004,R50mm,2.7,2.65,0.050000000000000266,1.8867924528301987
CanESM5,351004,R95p,259.06399999999996,289.88,-30.81600000000003,-10.63060576790397
CanESM5,351004,R99p,66.43449999999999,119.07000000000001,-52.63550000000002,-44.20550936423954
CanESM5,351004,Rx1day,81.465,98.32000000000001,-16.855000000000004,-17.143002441008953
CanESM5,351004,Rx5day,171.8315,158.125,13.706500000000005,8.668142292490122
CanESM5,351004,SDII,17.578564338728498,13.454353710188059,4.124210628540439,30.653353682960315
CanESM5,351005,CDD,74.3,54.25,20.049999999999997,36.958525345622114
CanESM5,351005,CWD,6.55,18.4,-11.849999999999998,-64.40217391304347
CanESM5,351005,PRCPTOT,846.0799999999999,1107.915,-261.83500000000004,-23.633130700459876
CanESM5,351005,R10mm,27.2,33.55,-6.349999999999998,-18.926974664679577
CanESM5,351005,R20mm,14.15,14.8,-0.6500000000000004,-4.391891891891894
CanESM5,351005,R50mm,2.2,2.45,-0.25,-10.204081632653061
CanESM5,351005,R95p,247.805,250.195,-2.3899999999999864,-0.9552549011770765
CanESM5,351005,R99p,67.248,87.85499999999999,-20.606999999999985,-23.455694041318065
CanESM5,351005,Rx1day,78.65700000000001,76.25,2.4070000000000107,3.156721311475424
CanESM5,351005,Rx5day,165.346,138.75,26.596000000000004,19.16828828828829
CanESM5,351005,SDII,14.490064722549542,11.970070850572295,2.5199938719772472,21.052455774367996
CanESM5,351006,CDD,72.45,44.45,28.0,62.99212598425196
CanESM5,351006,CWD,7.15,46.55,-39.4,-84.64017185821697
CanESM5,351006,PRCPTOT,899.2695,1099.6,-200.33049999999992,-18.218488541287734
CanESM5,351006,R10mm,29.25,28.85,0.3999999999999986,1.3864818024263381
CanESM5,351006,R20mm,14.3,9.25,5.050000000000001,54.594594594594604
CanESM5,351006,R50mm,2.0,1.4,0.6000000000000001,42.85714285714287
CanESM5,351006,R95p,525.2520000000001,351.10499999999996,174.1470000000001,49.599692399709525
CanESM5,351006,R99p,272.5915,174.83,97.76149999999998,55.91803466224331
CanESM5,351006,Rx1day,78.163,57.404999999999994,20.758000000000003,36.16061318700462
CanESM5,351006,Rx5day,163.80800000000002,129.66500000000002,34.143,26.331700921605673
CanESM5,351006,SDII,13.306840593648314,9.307368680142666,3.999471913505648,42.97102705342003
CanESM5,351007,CDD,52.25,39.2,13.049999999999997,33.2908163265306
CanESM5,351007,CWD,10.2,49.1,-38.900000000000006,-79.22606924643586
CanESM5,351007,PRCPTOT,876.5720000000001,1196.15,-319.578,-26.717217740249964
CanESM5,351007,R10mm,29.1,30.95,-1.8499999999999979,-5.977382875605809
CanESM5,351007,R20mm,9.85,9.7,0.15000000000000036,1.5463917525773234
CanESM5,351007,R50mm,0.65,1.5,-0.85,-56.666666666666664
CanESM5,351007,R95p,324.7275,389.235,-64.5075,-16.572892982388527
CanESM5,351007,R99p,101.60900000000001,200.07,-98.46099999999998,-49.21327535362622
CanESM5,351007,Rx1day,52.5665,64.30499999999999,-11.738499999999995,-18.254412565119345
CanESM5,351007,Rx5day,124.4825,134.305,-9.822500000000005,-7.313577305386995
CanESM5,351007,SDII,8.56596401064646,9.249164907588192,-0.6832008969417309,-7.386622508819362
CanESM5,351008,CDD,56.0,40.8,15.200000000000003,37.25490196078432
CanESM5,351008,CWD,9.65,34.6,-24.950000000000003,-72.10982658959539
CanESM5,351008,PRCPTOT,806.3855000000001,1110.105,-303.7194999999999,-27.359529053557992
CanESM5,351008,R10mm,26.45,29.5,-3.0500000000000007,-10.33898305084746
CanESM5,351008,R20mm,8.4,8.75,-0.34999999999999964,-3.999999999999996
CanESM5,351008,R50mm,0.5,1.3,-0.8,-61.53846153846153
CanESM5,351008,R95p,298.432,331.855,-33.423,-10.071567401425321
CanESM5,351008,R99p,70.6415,137.325,-66.6835,-48.55889313671946
CanESM5,351008,Rx1day,50.132999999999996,63.19,-13.057000000000002,-20.66307960120273
CanESM5,351008,Rx5day,119.50549999999998,122.14500000000001,-2.6395000000000266,-2.1609562405338134
CanESM5,351008,SDII,8.183013308644885,7.644398250904906,0.5386150577399782,7.045879087686458
CanESM5,351009,CDD,53.8,33.25,20.549999999999997,61.80451127819548
CanESM5,351009,CWD,10.35,89.65,-79.30000000000001,-88.45510317902956
CanESM5,351009,PRCPTOT,864.425,1184.405,-319.98,-27.016096689899147
CanESM5,351009,R10mm,28.4,24.9,3.5,14.056224899598394
CanESM5,351009,R20mm,9.35,2.25,7.1,315.55555555555554
CanESM5,351009,R50mm,0.55,0.05,0.5,1000.0
CanESM5,351009,R95p,471.062,203.46,267.602,131.52560699891868
CanESM5,351009,R99p,290.577,64.595,225.982,349.84441520241506
CanESM5,351009,Rx1day,50.283,28.880000000000003,21.403,74.11011080332409
CanESM5,351009,Rx5day,117.94449999999999,79.56,38.38449999999999,48.245977878330805
CanESM5,351009,SDII,8.18405946985008,5.081984642051293,3.102074827798787,61.04061791392318
CanESM5,351010,CDD,57.3,35.1,22.199999999999996,63.24786324786323
CanESM5,351010,CWD,9.2,73.75,-64.55,-87.52542372881356
CanESM5,351010,PRCPTOT,815.5699999999999,1163.26,-347.69000000000005,-29.88927668792876
CanESM5,351010,R10mm,27.15,27.55,-0.40000000000000213,-1.451905626134309
CanESM5,351010,R20mm,9.65,3.2,6.45,201.5625
CanESM5,351010,R50mm,0.65,0.15,0.5,333.33333333333337
CanESM5,351010,R95p,449.758,202.725,247.033,121.85620915032679
CanESM5,351010,R99p,273.67199999999997,68.795,204.87699999999995,297.8079802311214
CanESM5,351010,Rx1day,53.658500000000004,28.964999999999996,24.693500000000007,85.25289142068017
CanESM5,351010,Rx5day,125.4435,83.66499999999999,41.77850000000001,49.935456881611195
CanESM5,351010,SDII,8.960823014489772,5.173072086955942,3.78775092753383,73.22053247788213
CanESM5,351011,CDD,38.75,42.25,-3.5,-8.284023668639053
CanESM5,351011,CWD,26.9,11.1,15.799999999999999,142.34234234234233
CanESM5,351011,PRCPTOT,1056.78,1145.975,-89.19499999999994,-7.783328606644991
CanESM5,351011,R10mm,29.9,34.1,-4.200000000000003,-12.316715542522003
CanESM5,351011,R20mm,6.1,15.75,-9.65,-61.26984126984127
CanESM5,351011,R50mm,0.2,3.1,-2.9,-93.54838709677419
CanESM5,351011,R95p,18.782999999999998,352.71500000000003,-333.932,-94.67473739421347
CanESM5,351011,R99p,0.0,136.48499999999999,-136.48499999999999,-100.0
CanESM5,351011,Rx1day,36.5535,111.39000000000001,-74.83650000000002,-67.18421761378939
CanESM5,351011,Rx5day,99.4275,183.615,-84.18750000000001,-45.850012253900836
CanESM5,351011,SDII,5.989167055177175,12.145212615611134,-6.1560455604339595,-50.687013519393986
CanESM5,351012,CDD,60.5,56.05,4.450000000000003,7.939339875111513
CanESM5,351012,CWD,9.4,8.4,1.0,11.904761904761905
CanESM5,351012,PRCPTOT,1267.258,933.915,333.3430000000001,35.69307699308825
CanESM5,351012,R10mm,40.55,25.55,14.999999999999996,58.708414872798414
CanESM5,351012,R20mm,20.35,12.7,7.650000000000002,60.23622047244097
CanESM5,351012,R50mm,3.25,3.15,0.10000000000000009,3.1746031746031775
CanESM5,351012,R95p,308.486,302.75,5.73599999999999,1.8946325350949595
CanESM5,351012,R99p,58.05,129.48,-71.42999999999999,-55.16682113067655
CanESM5,351012,Rx1day,82.00750000000001,113.89000000000001,-31.882500000000007,-27.994117130564586
CanESM5,351012,Rx5day,180.065,198.625,-18.560000000000002,-9.344241661422279
CanESM5,351012,SDII,13.554050259730364,11.876607222495185,1.6774430372351787,14.12392449973403
CanESM5,351201,CDD,65.6,50.8,14.799999999999997,29.133858267716533
CanESM5,351201,CWD,8.55,9.6,-1.049999999999999,-10.93749999999999
CanESM5,351201,PRCPTOT,1222.179,1090.825,131.35400000000004,12.041711548598542
CanESM5,351201,R10mm,37.0,31.15,5.850000000000001,18.7800963081862
CanESM5,351201,R20mm,19.15,15.45,3.6999999999999993,23.948220064724918
CanESM5,351201,R50mm,3.75,3.2,0.5499999999999998,17.187499999999993
CanESM5,351201,R95p,394.836,323.06,71.77600000000001,22.217544728533404
CanESM5,351201,R99p,136.184,124.1,12.084000000000003,9.737308622078972
CanESM5,351201,Rx1day,92.909,98.265,-5.3559999999999945,-5.450567343408125
CanESM5,351201,Rx5day,203.1585,180.43,22.728499999999997,12.596851964750869
CanESM5,351201,SDII,14.180846408992059,11.589308549365157,2.591537859626902,22.36145365004422
EC-Earth3,351001,CDD,64.6,57.05,7.549999999999997,13.234005258545132
EC-Earth3,351001,CWD,8.9,8.6,0.3000000000000007,3.4883720930232642
EC-Earth3,351001,PRCPTOT,1195.4879999999998,984.85,210.6379999999998,21.38782555719143
EC-Earth3,351001,R10mm,38.05,28.45,9.599999999999998,33.74340949033391
EC-Earth3,351001,R20mm,19.45,15.15,4.299999999999999,28.382838283828374
EC-Earth3,351001,R50mm,3.3,2.95,0.34999999999999964,11.864406779661005
EC-Earth3,351001,R95p,327.2645,267.175,60.08949999999999,22.49068962290633
EC-Earth3,351001,R99p,114.02449999999999,96.975,17.049499999999995,17.58133539572054
EC-Earth3,351001,Rx1day,95.94500000000001,102.19500000000001,-6.25,-6.115759088018004
EC-Earth3,351001,Rx5day,202.5075,170.39000000000001,32.11749999999998,18.849404307764527
EC-Earth3,351001,SDII,14.809036646676486,12.152706418698024,2.6563302279784615,21.857931364913583
EC-Earth3,351002,CDD,75.5,59.8,15.700000000000003,26.254180602006695
EC-Earth3,351002,CWD,8.8,9.75,-0.9499999999999993,-9.743589743589736
EC-Earth3,351002,PRCPTOT,892.2270000000001,1046.465,-154.23799999999983,-14.738954480082931
EC-Earth3,351002,R10mm,30.95,32.1,-1.1500000000000021,-3.582554517133963
EC-Earth3,351002,R20mm,13.35,16.1,-2.7500000000000018,-17.080745341614914
EC-Earth3,351002,R50mm,1.35,3.1,-1.75,-56.45161290322581
EC-Earth3,351002,R95p,141.6045,292.915,-151.31050000000002,-51.65679463325538
EC-Earth3,351002,R99p,29.178000000000004,96.6,-67.422,-69.79503105590062
EC-Earth3,351002,Rx1day,64.16749999999999,81.535,-17.367500000000007,-21.30066842460294
EC-Earth3,351002,Rx5day,144.794,157.66500000000002,-12.87100000000001,-8.163511242190724
EC-Earth3,351002,SDII,11.430151412385069,13.168351679857171,-1.7382002674721022,-13.199831761259246
EC-Earth3,351003,CDD,65.45,44.7,20.75,46.42058165548098
EC-Earth3,351003,CWD,9.85,50.6,-40.75,-80.53359683794466
EC-Earth3,351003,PRCPTOT,1098.386,1411.8899999999999,-313.5039999999999,-22.20456267839562
EC-Earth3,351003,R10mm,34.9,40.6,-5.700000000000003,-14.039408866995078
EC-Earth3,351003,R20mm,17.6,16.45,1.1500000000000021,6.990881458966578
EC-Earth3,351003,R50mm,3.05,2.95,0.09999999999999964,3.389830508474564
EC-Earth3,351003,R95p,317.3275,310.125,7.202499999999986,2.322450624748081
EC-Earth3,351003,R99p,119.548,90.52000000000001,29.02799999999999,32.06805125939018
EC-Earth3,351003,Rx1day,89.4745,76.995,12.479500000000002,16.208195337359573
EC-Earth3,351003,Rx5day,180.954,134.19,46.76400000000001,34.849094567404435
EC-Earth3,351003,SDII,14.284735953230182,11.782532762553084,2.5022031906770987,21.236547702456054
EC-Earth3,351004,CDD,87.6,61.3,26.299999999999997,42.903752039151705
EC-Earth3,351004,CWD,8.4,7.65,0.75,9.80392156862745
EC-Earth3,351004,PRCPTOT,1115.375,1080.7050000000002,34.669999999999845,3.2080910146617105
EC-Earth3,351004,R10mm,35.5,31.85,3.6499999999999986,11.459968602825741
EC-Earth3,351004,R20mm,19.85,16.7,3.150000000000002,18.862275449101812
EC-Earth3,351004,R50mm,3.45,2.65,0.8000000000000003,30.18867924528303
EC-Earth3,351004,R95p,342.646,289.88,52.76600000000002,18.20270456740721
EC-Earth3,351004,R99p,128.45250000000001,119.07000000000001,9.382500000000007,7.8798185941043135
EC-Earth3,351004,Rx1day,104.17750000000001,98.32000000000001,5.857500000000002,5.95758746948739
EC-Earth3,351004,Rx5day,209.20999999999998,158.125,51.08499999999998,32.30671936758892
EC-Earth3,351004,SDII,18.96710253004929,13.454353710188059,5.51274881986123,40.97371704808685
EC-Earth3,351005,CDD,80.35,54.25,26.099999999999994,48.110599078341004
EC-Earth3,351005,CWD,10.05,18.4,-8.349999999999998,-45.38043478260869
EC-Earth3,351005,PRCPTOT,1086.074,1107.915,-21.840999999999894,-1.9713606188200263
EC-Earth3,351005,R10mm,34.25,33.55,0.7000000000000028,2.0864381520119313
EC-Earth3,351005,R20mm,18.55,14.8,3.75,25.337837837837835
EC-Earth3,351005,R50mm,3.25,2.45,0.7999999999999998,32.65306122448979
EC-Earth3,351005,R95p,341.0065,250.195,90.81150000000002,36.29628889466217
EC-Earth3,351005,R99p,97.038,87.85499999999999,9.183000000000007,10.452450059757563
EC-Earth3,351005,Rx1day,89.837,76.25,13.587000000000003,17.819016393442627
EC-Earth3,351005,Rx5day,187.58800000000002,138.75,48.83800000000002,35.198558558558574
EC-Earth3,351005,SDII,15.581547986811719,11.970070850572295,3.611477136239424,30.170891896322885
EC-Earth3,351006,CDD,72.5,44.45,28.049999999999997,63.104611923509545
EC-Earth3,351006,CWD,10.25,46.55,-36.3,-77.98066595059076
EC-Earth3,351006,PRCPTOT,1133.0905,1099.6,33.49050000000011,3.045698435794845
EC-Earth3,351006,R10mm,36.65,28.85,7.799999999999997,27.036395147313684
EC-Earth3,351006,R20mm,18.4,9.25,9.149999999999999,98.9189189189189
EC-Earth3,351006,R50mm,2.9,1.4,1.5,107.14285714285715
EC-Earth3,351006,R95p,689.6725,351.10499999999996,338.56750000000005,96.4291308867718
EC-Earth3,351006,R99p,360.26599999999996,174.83,185.43599999999995,106.06646456557796
EC-Earth3,351006,Rx1day,91.955,57.404999999999994,34.550000000000004,60.18639491333509
EC-Earth3,351006,Rx5day,179.0795,129.66500000000002,49.414499999999975,38.10935873211735
EC-Earth3,351006,SDII,14.095404899591088,9.307368680142666,4.788036219448422,51.44350013407903
EC-Earth3,351007,CDD,48.8,39.2,9.599999999999994,24.48979591836733
EC-Earth3,351007,CWD,12.0,49.1,-37.1,-75.5600814663951
EC-Earth3,351007,PRCPTOT,1071.0945,1196.15,-125.05550000000017,-10.454834259917249
EC-Earth3,351007,R10mm,36.45,30.95,5.5000000000000036,17.770597738287574
EC-Earth3,351007,R20mm,13.7,9.7,4.0,41.23711340206186
EC-Earth3,351007,R50mm,0.9,1.5,-0.6,-40.0
EC-Earth3,351007,R95p,452.375,389.235,63.139999999999986,16.221562809099897
EC-Earth3,351007,R99p,144.6155,200.07,-55.454499999999996,-27.717548857899736
EC-Earth3,351007,Rx1day,59.338,64.30499999999999,-4.966999999999992,-7.724127206282547
EC-Earth3,351007,Rx5day,139.24849999999998,134.305,4.943499999999972,3.6808011615352902
EC-Earth3,351007,SDII,9.338978506706859,9.249164907588192,0.08981359911866704,0.9710454945503485
EC-Earth3,351008,CDD,50.75,40.8,9.950000000000003,24.38725490196079
EC-Earth3,351008,CWD,12.7,34.6,-21.900000000000002,-63.29479768786127
EC-Earth3,351008,PRCPTOT,975.5165000000001,1110.105,-134.58849999999995,-12.1239432305953
EC-Earth3,351008,R10mm,32.95,29.5,3.450000000000003,11.694915254237298
EC-Earth3,351008,R20mm,11.15,8.75,2.4000000000000004,27.42857142857143
EC-Earth3,351008,R50mm,0.8,1.3,-0.5,-38.46153846153846
EC-Earth3,351008,R95p,389.89,331.855,58.03499999999997,17.488059544077974
EC-Earth3,351008,R99p,89.6965,137.325,-47.62849999999999,-34.68305115601674
EC-Earth3,351008,Rx1day,55.98049999999999,63.19,-7.209500000000006,-11.409241968665937
EC-Earth3,351008,Rx5day,129.9975,122.14500000000001,7.852499999999992,6.428834581849435
EC-Earth3,351008,SDII,8.711444241969934,7.644398250904906,1.0670459910650276,13.958534812582743
EC-Earth3,351009,CDD,49.95,33.25,16.700000000000003,50.22556390977444
EC-Earth3,351009,CWD,13.6,89.65,-76.05000000000001,-84.82989403234802
EC-Earth3,351009,PRCPTOT,1054.8735000000001,1184.405,-129.53149999999982,-10.936419552433486
EC-Earth3,351009,R10mm,35.95,24.9,11.050000000000004,44.377510040160665
EC-Earth3,351009,R20mm,12.85,2.25,10.6,471.1111111111111
EC-Earth3,351009,R50mm,0.85,0.05,0.7999999999999999,1600.0
EC-Earth3,351009,R95p,613.258,203.46,409.798,201.41452865428096
EC-Earth3,351009,R99p,400.2015,64.595,335.6065,519.5549191113863
EC-Earth3,351009,Rx1day,59.31,28.880000000000003,30.43,105.36703601108033
EC-Earth3,351009,Rx5day,132.678,79.56,53.117999999999995,66.76470588235293
EC-Earth3,351009,SDII,8.953643485591739,5.081984642051293,3.8716588435404455,76.18399338526314
EC-Earth3,351010,CDD,51.95,35.1,16.85,48.00569800569801
EC-Earth3,351010,CWD,11.95,73.75,-61.8,-83.79661016949153
EC-Earth3,351010,PRCPTOT,1013.8399999999999,1163.26,-149.42000000000007,-12.844935783917617
EC-Earth3,351010,R10mm,34.35,27.55,6.800000000000001,24.682395644283126
EC-Earth3,351010,R20mm,13.05,3.2,9.850000000000001,307.8125
EC-Earth3,351010,R50mm,1.05,0.15,0.9,600.0
EC-Earth3,351010,R95p,596.8775,202.725,394.15250000000003,194.4271796769022
EC-Earth3,351010,R99p,386.4945,68.795,317.6995,461.8060905589069
EC-Earth3,351010,Rx1day,66.6885,28.964999999999996,37.72350000000001,130.2382185396168
EC-Earth3,351010,Rx5day,141.79749999999999,83.66499999999999,58.13249999999999,69.48245980995637
EC-Earth3,351010,SDII,9.785611983621042,5.173072086955942,4.6125398966650994,89.16442336645102
EC-Earth3,351011,CDD,36.7,42.25,-5.549999999999997,-13.136094674556208
EC-Earth3,351011,CWD,31.5,11.1,20.4,183.78378378378378
EC-Earth3,351011,PRCPTOT,1216.178,1145.975,70.2030000000002,6.1260498701978845
EC-Earth3,351011,R10mm,37.95,34.1,3.8500000000000014,11.290322580645164
EC-Earth3,351011,R20mm,8.25,15.75,-7.5,-47.61904761904762
EC-Earth3,351011,R50mm,0.2,3.1,-2.9,-93.54838709677419
EC-Earth3,351011,R95p,20.6445,352.71500000000003,-332.07050000000004,-94.1469741859575
EC-Earth3,351011,R99p,0.0,136.48499999999999,-136.48499999999999,-100.0
EC-Earth3,351011,Rx1day,39.31,111.39000000000001,-72.08000000000001,-64.70957895681839
EC-Earth3,351011,Rx5day,107.172,183.615,-76.44300000000001,-41.63221958990279
EC-Earth3,351011,SDII,6.62779368949999,12.145212615611134,-5.517418926111144,-45.42875535187585
EC-Earth3,351012,CDD,57.7,56.05,1.6500000000000057,2.9438001784121424
EC-Earth3,351012,CWD,10.55,8.4,2.1500000000000004,25.5952380952381
EC-Earth3,351012,PRCPTOT,1582.363,933.915,648.4480000000001,69.43329960435373
EC-Earth3,351012,R10mm,50.35,25.55,24.8,97.06457925636008
EC-Earth3,351012,R20mm,26.8,12.7,14.100000000000001,111.02362204724412
EC-Earth3,351012,R50mm,4.6,3.15,1.4499999999999997,46.031746031746025
EC-Earth3,351012,R95p,426.65200000000004,302.75,123.90200000000004,40.92551610239473
EC-Earth3,351012,R99p,63.89149999999999,129.48,-65.5885,-50.65531356194007
EC-Earth3,351012,Rx1day,87.06949999999999,113.89000000000001,-26.820500000000024,-23.549477566072543
EC-Earth3,351012,Rx5day,202.3475,198.625,3.7224999999999966,1.8741346758967887
EC-Earth3,351012,SDII,15.136856042481662,11.876607222495185,3.2602488199864776,27.451011546557854
EC-Earth3,351201,CDD,66.35,50.8,15.549999999999997,30.610236220472437
EC-Earth3,351201,CWD,12.35,9.6,2.75,28.645833333333336
EC-Earth3,351201,PRCPTOT,1514.2775000000001,1090.825,423.4525000000001,38.8194715009282
EC-Earth3,351201,R10mm,46.15,31.15,15.0,48.154093097913325
EC-Earth3,351201,R20mm,25.05,15.45,9.600000000000001,62.135922330097095
EC-Earth3,351201,R50mm,5.0,3.2,1.7999999999999998,56.249999999999986
EC-Earth3,351201,R95p,519.596,323.06,196.536,60.83575806351761
EC-Earth3,351201,R99p,166.24849999999998,124.1,42.148499999999984,33.96333601933923
EC-Earth3,351201,Rx1day,97.75750000000001,98.265,-0.5074999999999932,-0.5164605912583251
EC-Earth3,351201,Rx5day,224.17799999999997,180.43,43.74799999999996,24.246522196973874
EC-Earth3,351201,SDII,15.295492571344962,11.589308549365157,3.706184021979805,31.979336870643795
FGOALS-g3,351001,CDD,63.4,57.05,6.350000000000001,11.130587204206838
FGOALS-g3,351001,CWD,7.45,8.6,-1.1499999999999995,-13.372093023255808
FGOALS-g3,351001,PRCPTOT,1046.865,984.85,62.014999999999986,6.296898004772299
FGOALS-g3,351001,R10mm,33.9,28.45,5.449999999999999,19.156414762741647
FGOALS-g3,351001,R20mm,16.8,15.15,1.6500000000000004,10.891089108910892
FGOALS-g3,351001,R50mm,2.6,2.95,-0.3500000000000001,-11.864406779661019
FGOALS-g3,351001,R95p,273.4855,267.175,6.3104999999999905,2.3619350612894134
FGOALS-g3,351001,R99p,80.5025,96.975,-16.472499999999997,-16.98633668471255
FGOALS-g3,351001,Rx1day,88.965,102.19500000000001,-13.230000000000004,-12.945838837516517
FGOALS-g3,351001,Rx5day,186.9305,170.39000000000001,16.54049999999998,9.70743588238745
FGOALS-g3,351001,SDII,14.421246555082337,12.152706418698024,2.2685401363843134,18.66695416005411
FGOALS-g3,351002,CDD,71.55,59.8,11.75,19.648829431438127
FGOALS-g3,351002,CWD,7.7,9.75,-2.05,-21.025641025641022
FGOALS-g3,351002,PRCPTOT,790.856,1046.465,-255.60899999999992,-24.425948311696995
FGOALS-g3,351002,R10mm,27.55,32.1,-4.550000000000001,-14.174454828660437
FGOALS-g3,351002,R20mm,10.95,16.1,-5.150000000000002,-31.987577639751564
FGOALS-g3,351002,R50mm,1.0,3.1,-2.1,-67.74193548387096
FGOALS-g3,351002,R95p,122.31700000000001,292.915,-170.598,-58.24146936824677
FGOALS-g3,351002,R99p,34.925,96.6,-61.675,-63.845755693581786
FGOALS-g3,351002,Rx1day,64.6725,81.535,-16.862499999999997,-20.68130250812534
FGOALS-g3,351002,Rx5day,144.64600000000002,157.66500000000002,-13.019000000000005,-8.25738115624901
FGOALS-g3,351002,SDII,11.341117655842734,13.168351679857171,-1.8272340240144374,-13.875950980329955
FGOALS-g3,351003,CDD,63.95,44.7,19.25,43.064876957494405
FGOALS-g3,351003,CWD,7.35,50.6,-43.25,-85.47430830039525
FGOALS-g3,351003,PRCPTOT,964.018,1411.8899999999999,-447.87199999999984,-31.721451387855986
FGOALS-g3,351003,R10mm,31.1,40.6,-9.5,-23.39901477832512
FGOALS-g3,351003,R20mm,14.75,16.45,-1.6999999999999993,-10.334346504559267
FGOALS-g3,351003,R50mm,2.55,2.95,-0.40000000000000036,-13.559322033898317
FGOALS-g3,351003,R95p,283.65749999999997,310.125,-26.46750000000003,-8.53446191051996
FGOALS-g3,351003,R99p,99.44500000000001,90.52000000000001,8.924999999999997,9.859699513919573
FGOALS-g3,351003,Rx1day,90.6785,76.995,13.683499999999995,17.77193324241833
FGOALS-g3,351003,Rx5day,178.13150000000002,134.19,43.94150000000002,32.74573366122663
FGOALS-g3,351003,SDII,14.179404283034373,11.782532762553084,2.396871520481289,20.342583116755332
FGOALS-g3,351004,CDD,80.75,61.3,19.450000000000003,31.729200652528554
FGOALS-g3,351004,CWD,6.5,7.65,-1.1500000000000004,-15.032679738562095
FGOALS-g3,351004,PRCPTOT,947.0649999999999,1080.7050000000002,-133.6400000000002,-12.366001822884154
FGOALS-g3,351004,R10mm,31.3,31.85,-0.5500000000000007,-1.7268445839874433
FGOALS-g3,351004,R20mm,17.55,16.7,0.8500000000000014,5.089820359281446
FGOALS-g3,351004,R50mm,2.85,2.65,0.20000000000000018,7.547169811320762
FGOALS-g3,351004,R95p,278.407,289.88,-11.473000000000013,-3.9578446253622235
FGOALS-g3,351004,R99p,74.73049999999999,119.07000000000001,-44.339500000000015,-37.238179222306215
FGOALS-g3,351004,Rx1day,88.17949999999999,98.32000000000001,-10.140500000000017,-10.313771358828333
FGOALS-g3,351004,Rx5day,185.4595,158.125,27.33449999999999,17.286640316205528
FGOALS-g3,351004,SDII,18.442282731933936,13.454353710188059,4.987929021745877,37.072973768846744
FGOALS-g3,351005,CDD,71.35,54.25,17.099999999999994,31.520737327188932
FGOALS-g3,351005,CWD,6.95,18.4,-11.45,-62.228260869565226
FGOALS-g3,351005,PRCPTOT,944.4085000000001,1107.915,-163.50649999999985,-14.758036491969136
FGOALS-g3,351005,R10mm,30.55,33.55,-2.9999999999999964,-8.9418777943368
FGOALS-g3,351005,R20mm,15.75,14.8,0.9499999999999993,6.418918918918914
FGOALS-g3,351005,R50mm,2.65,2.45,0.19999999999999973,8.163265306122437
FGOALS-g3,351005,R95p,288.928,250.195,38.733000000000004,15.481124722716283
FGOALS-g3,351005,R99p,73.642,87.85499999999999,-14.212999999999994,-16.177792954299694
FGOALS-g3,351005,Rx1day,88.3705,76.25,12.120500000000007,15.89573770491804
FGOALS-g3,351005,Rx5day,186.3105,138.75,47.56049999999999,34.27783783783783
FGOALS-g3,351005,SDII,15.455341860742601,11.970070850572295,3.4852710101703064,29.11654453577168
FGOALS-g3,351006,CDD,69.65,44.45,25.200000000000003,56.69291338582678
FGOALS-g3,351006,CWD,7.5,46.55,-39.05,-83.88829215896885
FGOALS-g3,351006,PRCPTOT,997.2325000000001,1099.6,-102.36749999999984,-9.309521644234254
FGOALS-g3,351006,R10mm,32.7,28.85,3.8500000000000014,13.344887348353556
FGOALS-g3,351006,R20mm,15.75,9.25,6.5,70.27027027027027
FGOALS-g3,351006,R50mm,2.3,1.4,0.8999999999999999,64.28571428571428
FGOALS-g3,351006,R95p,582.4415,351.10499999999996,231.33650000000006,65.8881246350807
FGOALS-g3,351006,R99p,302.4345,174.83,127.6045,72.98775953783675
FGOALS-g3,351006,Rx1day,85.307,57.404999999999994,27.902000000000008,48.60552216705864
FGOALS-g3,351006,Rx5day,179.4655,129.66500000000002,49.80049999999997,38.4070489337909
FGOALS-g3,351006,SDII,13.877925775707277,9.307368680142666,4.570557095564611,49.10686631889769
FGOALS-g3,351007,CDD,50.85,39.2,11.649999999999999,29.719387755102034
FGOALS-g3,351007,CWD,11.45,49.1,-37.650000000000006,-76.68024439918534
FGOALS-g3,351007,PRCPTOT,984.6385,1196.15,-211.51150000000007,-17.68269029803955
FGOALS-g3,351007,R10mm,32.95,30.95,2.0000000000000036,6.462035541195488
FGOALS-g3,351007,R20mm,11.55,9.7,1.8500000000000014,19.072164948453626
FGOALS-g3,351007,R50mm,0.75,1.5,-0.75,-50.0
FGOALS-g3,351007,R95p,381.3,389.235,-7.935000000000002,-2.0386142047863123
FGOALS-g3,351007,R99p,122.05349999999999,200.07,-78.01650000000001,-38.99460188933874
FGOALS-g3,351007,Rx1day,54.887,64.30499999999999,-9.417999999999992,-14.645828473680108
FGOALS-g3,351007,Rx5day,125.39349999999999,134.305,-8.911500000000018,-6.635270466475572
FGOALS-g3,351007,SDII,8.954418873401703,9.249164907588192,-0.29474603418648826,-3.1867313117606217
FGOALS-g3,351008,CDD,53.0,40.8,12.200000000000003,29.901960784313733
FGOALS-g3,351008,CWD,11.05,34.6,-23.55,-68.06358381502889
FGOALS-g3,351008,PRCPTOT,886.8684999999999,1110.105,-223.2365000000001,-20.10949414695007
FGOALS-g3,351008,R10mm,28.75,29.5,-0.75,-2.542372881355932
FGOALS-g3,351008,R20mm,9.4,8.75,0.6500000000000004,7.4285714285714315
FGOALS-g3,351008,R50mm,0.7,1.3,-0.6000000000000001,-46.15384615384616
FGOALS-g3,351008,R95p,337.6875,331.855,5.832499999999982,1.7575447107923585
