scenario,window,index,model_count,obs_median_abs,obs_q25_abs,obs_q75_abs,obs_median_pct,obs_q25_pct,obs_q75_pct,obs_agreement,obs_direction,obs_robust,obs_classification,model_median_abs,model_q25_abs,model_q75_abs,model_median_pct,model_q25_pct,model_q75_pct,model_agreement,model_direction,model_robust,model_classification,sign_reversal,classification_changed,baseline_sensitivity_pp
ssp245,Near-term,CDD,7,13.369230769230775,12.011538461538475,15.473076923076931,28.077544426494367,25.22617124394187,32.49596122778678,1.0,increase,True,robust increase,-0.5615384615384613,-1.1596153846153818,0.22500000000000497,-0.9225908372827801,-1.8969157544717232,0.3599740619172121,0.7142857142857143,decrease,False,ambiguous,True,True,29.000135263777146
ssp245,Near-term,CWD,7,-20.80384615384616,-21.378846153846155,-20.20961538461539,-64.73967684021545,-66.52902453620587,-62.89048473967684,1.0,decrease,True,robust decrease,0.33846153846153726,-0.24038461538461497,0.5538461538461545,2.8617886178861687,-2.042811753100746,5.149532094643282,0.7142857142857143,increase,False,ambiguous,True,True,-67.60146545810161
ssp245,Near-term,PRCPTOT,7,-47.1128076923078,-65.19738461538475,-34.1719807692308,-4.207639292500864,-5.822770722297117,-3.0518955678940616,0.8571428571428571,decrease,True,robust decrease,6.490807692307726,-60.520442307692406,92.37019230769238,0.6124239010837506,-5.318668342057468,9.614477859174517,0.5714285714285714,increase,False,ambiguous,True,True,-4.820063193584614
ssp245,Near-term,R10mm,7,2.634615384615387,2.5230769230769177,3.284615384615382,8.581809070408426,8.218491606113737,10.699072914056618,1.0,increase,True,robust increase,-1.2384615384615358,-2.907692307692308,1.4576923076923105,-3.5977653631284845,-7.922683138742215,4.802419150026285,0.5714285714285714,decrease,False,ambiguous,True,True,12.17957443353691
ssp245,Near-term,R20mm,7,2.7346153846153847,2.4326923076923066,3.278846153846154,22.752,20.239999999999988,27.28,1.0,increase,True,robust increase,-1.0576923076923084,-1.4480769230769237,1.0134615384615389,-6.7800788954635145,-8.939292325810081,7.475010694796592,0.5714285714285714,decrease,False,ambiguous,True,True,29.532078895463513
ssp245,Near-term,R50mm,7,0.13076923076923075,0.05384615384615388,0.25576923076923075,6.082289803220035,2.5044722719141337,11.896243291592128,0.8571428571428571,increase,True,robust increase,0.13846153846153864,0.007692307692307887,0.39423076923076905,7.017543859649132,0.3392950505402661,21.582384053779922,0.7142857142857143,increase,False,ambiguous,False,True,-0.9352540564290974
ssp245,Near-term,R95p,7,69.2201923076924,62.972711538461596,86.32203846153845,23.269126589168668,21.16896742988137,29.018099682069305,1.0,increase,True,robust increase,19.00088461538462,-16.836653846153894,35.34094230769233,5.232199831073479,-4.358066034101278,11.285856187272543,0.5714285714285714,increase,False,ambiguous,False,True,18.036926758095188
ssp245,Near-term,R99p,7,37.037269230769255,32.59598076923079,48.827615384615385,31.537597432370493,27.755796816663416,41.57719263771534,1.0,increase,True,robust increase,11.393730769230785,1.6232115384615469,26.771923076923073,8.39963785693649,1.1356903255457969,20.998814829879024,0.7142857142857143,increase,False,ambiguous,False,True,23.137959575434003
ssp245,Near-term,Rx1day,7,-2.06861538461537,-5.061538461538454,4.373576923076939,-2.6849443631843344,-6.569587204281206,5.676652505778363,0.5714285714285714,decrease,False,ambiguous,7.6684999999999945,-1.6142884615384645,11.61223076923077,11.393167448092996,-2.2017825118382195,16.03246383458886,0.5714285714285714,increase,False,ambiguous,True,False,-14.07811181127733
ssp245,Near-term,Rx5day,7,25.674807692307695,18.961942307692283,43.15419230769231,17.838017668467717,13.17413808767962,29.982123102082703,1.0,increase,True,robust increase,4.904692307692301,-5.641500000000008,19.885384615384623,2.7568074370372697,-3.5137354255445366,12.301566062289528,0.5714285714285714,increase,False,ambiguous,False,True,15.081210231430447
ssp245,Near-term,SDII,7,1.840979273215222,1.7264039428932598,2.077151189490997,17.781274945936,16.674638124915106,20.06236405916318,1.0,increase,True,robust increase,-0.036699905042976155,-0.15217800613096788,0.12771777491949265,-0.2906452287556334,-1.262031638433414,1.0667281179893529,0.5714285714285714,decrease,False,ambiguous,True,True,18.071920174691634
ssp585,Near-term,CDD,7,13.876923076923092,11.115384615384627,14.086538461538467,29.143780290791636,23.34410339256869,29.584006462035557,1.0,increase,True,robust increase,-0.18076923076924345,-2.2538461538461547,1.4846153846153989,-0.2928348909657526,-3.6913391293741533,2.3285411074210742,0.5714285714285714,decrease,False,ambiguous,True,True,29.43661518175739
ssp585,Near-term,CWD,7,-20.176923076923078,-21.11538461538462,-19.88269230769231,-62.78874925194494,-65.70915619389586,-61.87312986235787,1.0,decrease,True,robust decrease,0.26923076923077005,0.09230769230769376,0.5192307692307674,2.2407170294494305,0.834196010770411,4.78391275859684,0.8571428571428571,increase,True,robust increase,True,True,-65.02946628139438
ssp585,Near-term,PRCPTOT,7,-27.41911538461568,-131.52596153846162,11.907788461538303,-2.448797957689126,-11.746568096036983,1.0634831815752197,0.7142857142857143,decrease,False,ambiguous,32.422423076922996,-10.941499999999962,58.09474999999992,3.059136514996233,-1.2996681786628144,5.468308225944753,0.7142857142857143,increase,False,ambiguous,True,False,-5.507934472685359
ssp585,Near-term,R10mm,7,2.0961538461538467,0.7384615384615376,4.81730769230769,6.827862691054874,2.4054121773991453,15.691556001002247,0.7142857142857143,increase,False,ambiguous,-0.08461538461538254,-1.0903846153846182,0.313461538461544,-0.23441662226957335,-3.417918149724402,1.0015376242388936,0.5714285714285714,decrease,False,ambiguous,True,False,7.0622793133244475
ssp585,Near-term,R20mm,7,3.200000000000001,1.332692307692307,3.890384615384617,26.624000000000006,11.087999999999994,32.36800000000001,0.8571428571428571,increase,True,robust increase,0.0653846153846196,-1.3480769230769232,0.6384615384615389,0.3999059044930863,-8.411049652688448,4.540186224092257,0.5714285714285714,increase,False,ambiguous,False,True,26.22409409550692
ssp585,Near-term,R50mm,7,0.16538461538461569,-0.1826923076923076,0.7346153846153849,7.692307692307707,-8.497316636851515,34.168157423971394,0.5714285714285714,increase,False,ambiguous,0.27692307692307705,-0.023076923076922995,0.698076923076923,16.475972540045774,-1.499475183685707,29.708566128092844,0.7142857142857143,increase,False,ambiguous,False,False,-8.783664847738066
ssp585,Near-term,R95p,7,67.92884615384617,26.019403846153892,141.54315384615393,22.83502642095887,8.746707885172604,47.58128307468336,0.8571428571428571,increase,True,robust increase,23.37188461538466,-22.78955769230771,70.72449999999998,7.830486384735034,-6.905195486942005,17.87263642262317,0.7142857142857143,increase,False,ambiguous,False,True,15.004540036223835
ssp585,Near-term,R99p,7,30.98626923076924,20.9720576923077,91.27409615384617,26.385111678784316,17.857912490993655,77.72078666404667,0.8571428571428571,increase,True,robust increase,27.973307692307714,-6.495288461538458,58.53505769230769,24.126615753392414,-4.8944039850106495,36.897188654908966,0.7142857142857143,increase,False,ambiguous,False,True,2.2584959253919017
ssp585,Near-term,Rx1day,7,2.5237692307692328,-6.02244230769228,8.22371153846155,3.2757080028155405,-7.816785395148655,10.673906857630673,0.5714285714285714,increase,False,ambiguous,8.842076923076917,-0.09948076923076599,11.96963461538462,12.501753771560505,-0.006386845894710724,15.845867537946567,0.7142857142857143,increase,False,ambiguous,False,False,-9.226045768744964
ssp585,Near-term,Rx5day,7,38.78903846153844,17.57557692307691,63.82542307692307,26.949356805780447,12.210936706695945,44.34381897569918,1.0,increase,True,robust increase,9.57184615384611,-0.575096153846161,42.244442307692324,6.422718235329308,-0.5142821802446393,25.52678960397594,0.7142857142857143,increase,False,ambiguous,False,True,20.52663857045114
ssp585,Near-term,SDII,7,1.643497578259872,1.320671063812994,2.492283118211015,15.873879047524909,12.755828183653481,24.071955623176617,1.0,increase,True,robust increase,-0.09463508754578775,-0.36352420720542256,0.42116194574084087,-0.8147663091304451,-2.9348324817401608,3.41738023220164,0.5714285714285714,decrease,False,ambiguous,True,True,16.688645356655353
ssp245,Mid-term,CDD,7,14.026923076923076,10.74038461538462,14.96153846153847,29.458804523424885,22.556542810985476,31.42164781906303,1.0,increase,True,robust increase,-1.1038461538461561,-3.255769230769239,1.3769230769230703,-1.868732907930724,-5.167913091885387,2.2498412839024855,0.5714285714285714,decrease,False,ambiguous,True,True,31.32753743135561
ssp245,Mid-term,CWD,7,-20.703846153846158,-21.255769230769232,-20.41346153846154,-64.42848593656494,-66.14602034709755,-63.524835427887496,1.0,decrease,True,robust decrease,-0.2346153846153829,-0.34038461538461373,0.9076923076923062,-1.9837398373983595,-2.8675943481691197,8.94035386504544,0.5714285714285714,decrease,False,ambiguous,False,True,-62.44474609916658
ssp245,Mid-term,PRCPTOT,7,12.088615384615196,-108.7597692307694,67.80696153846134,1.0796328127254045,-9.713322148988132,6.0558317291904356,0.5714285714285714,increase,False,ambiguous,39.746038461538774,-18.0358076923078,65.64455769230756,3.490240133541448,-1.7572552834230004,6.000384657641318,0.5714285714285714,increase,False,ambiguous,False,False,-2.4106073208160437
ssp245,Mid-term,R10mm,7,3.9115384615384627,0.696153846153841,4.509615384615383,12.741167627161117,2.267602104735639,14.689300927085938,0.7142857142857143,increase,False,ambiguous,-1.3076923076923066,-1.9749999999999979,0.25769230769230944,-4.410429368270849,-5.312496018098164,0.7157177595295048,0.5714285714285714,decrease,False,ambiguous,True,False,17.151596995431966
ssp245,Mid-term,R20mm,7,4.21153846153846,1.7980769230769234,4.534615384615385,35.039999999999985,14.96,37.72800000000001,0.8571428571428571,increase,True,robust increase,-0.342307692307692,-0.45192307692307754,0.9365384615384631,-2.1942800788954613,-3.035683822462386,5.7560077205071325,0.5714285714285714,decrease,False,ambiguous,True,True,37.234280078895445
ssp245,Mid-term,R50mm,7,0.5961538461538458,0.04807692307692324,1.2365384615384618,27.728085867620738,2.2361359570661996,57.51341681574242,0.7142857142857143,increase,False,ambiguous,0.6461538461538456,0.17692307692307696,1.0557692307692312,30.769230769230738,8.448370962812783,45.289626176368095,0.8571428571428571,increase,True,robust increase,False,True,-3.04114490161
ssp245,Mid-term,R95p,7,110.74280769230768,52.11819230769231,197.08105769230775,37.22740901350979,17.52010177919655,66.25095838197973,0.8571428571428571,increase,True,robust increase,36.07569230769229,5.668461538461514,106.91684615384617,9.934023337278479,1.485417211588282,27.594365191940824,0.8571428571428571,increase,True,robust increase,False,False,27.293385676231313
ssp245,Mid-term,R99p,7,61.971653846153885,32.88509615384616,127.6563076923077,52.769470098906176,28.001981397786086,108.70059605685466,0.8571428571428571,increase,True,robust increase,37.63130769230773,11.59571153846153,87.4120576923077,26.54226559301884,8.399221454573137,55.350720391342676,0.8571428571428571,increase,True,robust increase,False,False,26.227204505887336
ssp245,Mid-term,Rx1day,7,-0.844038461538446,-4.507442307692294,12.852153846153861,-1.0955136109266612,-5.85040211265143,16.681360044329757,0.5714285714285714,decrease,False,ambiguous,10.991884615384606,0.7634807692307746,15.14076923076923,17.050995057526933,1.209522514516423,20.107552785390926,0.7142857142857143,increase,False,ambiguous,True,False,-18.146508668453595
ssp245,Mid-term,Rx5day,7,52.95542307692307,28.201365384615357,73.40121153846152,36.79169806480576,19.593387418298015,50.99676398753694,0.8571428571428571,increase,True,robust increase,21.006769230769237,12.697903846153807,46.41961538461538,12.518060536718819,7.4867959705927305,27.394600275781627,0.8571428571428571,increase,True,robust increase,False,False,24.273637528086937
ssp245,Mid-term,SDII,7,2.2886626906679783,1.456929645296662,3.3142039164861954,22.105268187077222,14.07189476645258,32.0105565137721,0.8571428571428571,increase,True,robust increase,0.1624838810259419,-0.08333720553145163,1.1343321973562173,1.3414784208574695,-0.7499763607410864,9.060301340654522,0.7142857142857143,increase,False,ambiguous,False,True,20.76378976621975
ssp585,Mid-term,CDD,7,10.453846153846165,10.330769230769235,13.642307692307703,21.954765751211657,21.696284329563827,28.65105008077547,1.0,increase,True,robust increase,-2.6192307692307537,-3.453846153846147,-0.46923076923076934,-4.171154997007756,-5.579148306101089,-0.7959114607924159,0.7142857142857143,decrease,False,ambiguous,True,True,26.125920748219414
ssp585,Mid-term,CWD,7,-20.230769230769234,-20.95192307692308,-19.894230769230774,-62.95631358467983,-65.20047875523639,-61.90903650508678,1.0,decrease,True,robust decrease,0.5730769230769255,0.038461538461538325,0.7230769230769232,4.845528455284573,0.47379835987613017,7.052394678640619,0.7142857142857143,increase,False,ambiguous,True,True,-67.80184203996441
ssp585,Mid-term,PRCPTOT,7,-116.49430769230798,-195.20767307692302,6.247980769230594,-10.404092865789258,-17.433974234786053,0.5580064248154906,0.7142857142857143,decrease,False,ambiguous,-17.16323076923061,-127.61292307692287,-8.622038461538637,-1.85360436709659,-11.597341201683406,-0.7556952340440033,0.8571428571428571,decrease,True,robust decrease,False,True,-8.550488498692667
ssp585,Mid-term,R10mm,7,-0.21538461538461817,-1.23461538461539,4.555769230769229,-0.7015785517414272,-4.021548484089218,14.839639188173383,0.5714285714285714,decrease,False,ambiguous,-1.6769230769230745,-5.036538461538461,-0.9000000000000021,-4.4999483950872055,-15.330056571282459,-2.6821392676453693,0.8571428571428571,decrease,True,robust decrease,False,True,3.798369843345778
ssp585,Mid-term,R20mm,7,1.3307692307692314,-0.5057692307692321,3.6923076923076934,11.072000000000006,-4.208000000000011,30.720000000000006,0.5714285714285714,increase,False,ambiguous,-1.1999999999999993,-3.325,-0.8499999999999979,-9.42028985507246,-21.718380560353808,-5.111553395235476,0.8571428571428571,decrease,True,robust decrease,True,True,20.492289855072464
ssp585,Mid-term,R50mm,7,0.03846153846153877,-0.7461538461538461,0.41923076923076885,1.788908765652966,-34.70483005366726,19.499105545617155,0.5714285714285714,increase,False,ambiguous,-0.14999999999999947,-0.4326923076923075,0.22692307692307656,-6.414473684210504,-22.743452834986005,9.702148542830626,0.5714285714285714,decrease,False,ambiguous,True,False,8.20338244986347
ssp585,Mid-term,R95p,7,60.26588461538461,-43.06053846153843,107.75367307692312,20.259037881461882,-14.475272128765155,36.222578639039426,0.5714285714285714,increase,False,ambiguous,-28.201192307692338,-68.03863461538458,11.376096153846134,-7.307075744623525,-21.07648387300882,2.9070738159897545,0.5714285714285714,decrease,False,ambiguous,True,False,27.566113626085407
ssp585,Mid-term,R99p,7,46.39842307692308,-16.99778846153845,60.15238461538463,39.50871160018341,-14.473783323508211,51.22034453396216,0.5714285714285714,increase,False,ambiguous,2.90038461538461,-26.656461538461535,19.620423076923075,1.802191929975245,-20.12949997700187,12.459039846723911,0.5714285714285714,increase,False,ambiguous,False,False,37.706519670208166
ssp585,Mid-term,Rx1day,7,1.1416153846153918,-11.36640384615383,4.4533846153846355,1.4817514239929808,-14.75294158758366,5.780238322259246,0.5714285714285714,increase,False,ambiguous,1.5254230769230759,-0.19961538461538453,6.572192307692312,1.9926462477058948,-0.3591397839074668,8.881297068250436,0.7142857142857143,increase,False,ambiguous,False,False,-0.5108948237129141
ssp585,Mid-term,Rx5day,7,33.32184615384617,1.2422692307692387,38.52440384615382,23.15093018657176,0.8630880804647514,26.765497319801383,0.7142857142857143,increase,False,ambiguous,7.575307692307632,-11.469750000000005,12.476769230769264,4.241186786381174,-7.366437100205511,7.565093454625393,0.5714285714285714,increase,False,ambiguous,False,False,18.909743400190585
ssp585,Mid-term,SDII,7,1.428368671825039,0.008267898760753845,1.7505094875028195,13.7960358638504,0.07985629345699907,16.907463840370077,0.7142857142857143,increase,False,ambiguous,-0.6869627195031089,-1.5019088348508038,-0.4648760580006588,-5.47824553900355,-12.587027524955023,-3.7208305586528834,0.8571428571428571,decrease,True,robust decrease,True,True,19.27428140285395
