model,scenario,station,index,future_mean,window,obs_baseline,model_baseline,delta_obs_abs,delta_obs_pct,delta_model_abs,delta_model_pct
MIROC6,ssp245,351010,Rx5day,159.6285,Near-term,83.66499999999999,134.2935,75.96350000000001,90.79483655052891,25.335000000000008,18.86539557015046
MIROC6,ssp245,351010,SDII,9.62071523155402,Near-term,5.173072086955942,9.85793428689897,4.447643144598077,85.97682517923815,-0.23721905534495136,-2.406376918744645
MIROC6,ssp245,351011,CDD,38.7,Near-term,42.25,34.3,-3.549999999999997,-8.40236686390532,4.400000000000006,12.827988338192437
MIROC6,ssp245,351011,CWD,27.8,Near-term,11.1,27.55,16.700000000000003,150.4504504504505,0.25,0.9074410163339383
MIROC6,ssp245,351011,PRCPTOT,1160.1895,Near-term,1145.975,1176.35,14.214500000000044,1.2403848251488947,-16.160499999999956,-1.3737833127895573
MIROC6,ssp245,351011,R10mm,33.45,Near-term,34.1,35.55,-0.6499999999999986,-1.9061583577712566,-2.0999999999999943,-5.907172995780575
MIROC6,ssp245,351011,R20mm,8.2,Near-term,15.75,8.1,-7.550000000000001,-47.936507936507944,0.09999999999999964,1.2345679012345636
MIROC6,ssp245,351011,R50mm,0.15,Near-term,3.1,0.2,-2.95,-95.16129032258064,-0.05000000000000002,-25.000000000000007
MIROC6,ssp245,351011,R95p,26.035000000000004,Near-term,352.71500000000003,25.579,-326.68,-92.618686474916,0.45600000000000307,1.7827123812502563
MIROC6,ssp245,351011,R99p,0.0,Near-term,136.48499999999999,0.0,-136.48499999999999,-100.0,0.0,
MIROC6,ssp245,351011,Rx1day,42.503,Near-term,111.39000000000001,37.775,-68.88700000000001,-61.84307388454979,4.7280000000000015,12.516214427531441
MIROC6,ssp245,351011,Rx5day,120.878,Near-term,183.615,107.2195,-62.73700000000001,-34.16768782506876,13.658500000000004,12.738820830166159
MIROC6,ssp245,351011,SDII,6.446692071195102,Near-term,12.145212615611134,6.510609711340372,-5.6985205444160325,-46.91989119310522,-0.06391764014527013,-0.9817458422355819
MIROC6,ssp245,351012,CDD,57.0,Near-term,56.05,56.5,0.9500000000000028,1.6949152542372934,0.5,0.8849557522123894
MIROC6,ssp245,351012,CWD,12.15,Near-term,8.4,12.25,3.75,44.64285714285714,-0.09999999999999964,-0.816326530612242
MIROC6,ssp245,351012,PRCPTOT,1496.3915000000002,Near-term,933.915,1547.8485,562.4765000000002,60.22780445757914,-51.45699999999988,-3.3244209623874608
MIROC6,ssp245,351012,R10mm,46.1,Near-term,25.55,48.6,20.55,80.43052837573386,-2.5,-5.144032921810699
MIROC6,ssp245,351012,R20mm,24.3,Near-term,12.7,25.35,11.600000000000001,91.33858267716538,-1.0500000000000007,-4.142011834319529
MIROC6,ssp245,351012,R50mm,4.65,Near-term,3.15,5.0,1.5000000000000004,47.61904761904764,-0.34999999999999964,-6.999999999999993
MIROC6,ssp245,351012,R95p,434.026,Near-term,302.75,433.4375,131.276,43.361189099917425,0.5885000000000105,0.13577505407354243
MIROC6,ssp245,351012,R99p,78.917,Near-term,129.48,75.24,-50.56299999999999,-39.05081865925239,3.6770000000000067,4.88702817650187
MIROC6,ssp245,351012,Rx1day,95.8225,Near-term,113.89000000000001,95.288,-18.06750000000001,-15.86399157081395,0.5345000000000084,0.5609310721182189
MIROC6,ssp245,351012,Rx5day,247.421,Near-term,198.625,215.25650000000002,48.79599999999999,24.566897419760853,32.164499999999975,14.942405920378699
MIROC6,ssp245,351012,SDII,14.963257005423694,Near-term,11.876607222495185,15.220102388338367,3.086649782928509,25.989322751047645,-0.2568453829146726,-1.6875404406705399
MIROC6,ssp245,351201,CDD,57.85,Near-term,50.8,59.4,7.050000000000004,13.877952755905522,-1.5499999999999972,-2.6094276094276045
MIROC6,ssp245,351201,CWD,11.95,Near-term,9.6,11.9,2.3499999999999996,24.479166666666664,0.049999999999998934,0.42016806722688177
MIROC6,ssp245,351201,PRCPTOT,1432.148,Near-term,1090.825,1468.7625,341.32299999999987,31.290353631425745,-36.614500000000135,-2.4928809116518247
MIROC6,ssp245,351201,R10mm,41.1,Near-term,31.15,44.9,9.950000000000003,31.942215088282513,-3.799999999999997,-8.463251670378613
MIROC6,ssp245,351201,R20mm,22.25,Near-term,15.45,24.35,6.800000000000001,44.01294498381878,-2.1000000000000014,-8.624229979466124
MIROC6,ssp245,351201,R50mm,5.35,Near-term,3.2,4.7,2.1499999999999995,67.18749999999997,0.6499999999999995,13.829787234042541
MIROC6,ssp245,351201,R95p,526.5485,Near-term,323.06,496.87250000000006,203.4885,62.98783507707546,29.67599999999993,5.972558352494841
MIROC6,ssp245,351201,R99p,192.9245,Near-term,124.1,164.908,68.8245,55.45890410958904,28.016500000000008,16.98916971887356
MIROC6,ssp245,351201,Rx1day,116.58099999999999,Near-term,98.265,99.723,18.31599999999999,18.639393476822864,16.85799999999999,16.904826369042237
MIROC6,ssp245,351201,Rx5day,276.029,Near-term,180.43,233.283,95.59899999999999,52.983982707975386,42.74600000000001,18.32366696244476
MIROC6,ssp245,351201,SDII,15.5052042909165,Near-term,11.589308549365157,15.698120902642353,3.915895741551344,33.7888643215548,-0.1929166117258525,-1.2289153136371898
MIROC6,ssp585,351001,CDD,60.6,Near-term,57.05,61.75,3.5500000000000043,6.222611744084145,-1.1499999999999986,-1.8623481781376494
MIROC6,ssp585,351001,CWD,9.0,Near-term,8.6,8.75,0.40000000000000036,4.651162790697679,0.25,2.857142857142857
MIROC6,ssp585,351001,PRCPTOT,1215.7545,Near-term,984.85,1165.1035,230.90449999999998,23.445651622074426,50.65100000000007,4.347339099058588
MIROC6,ssp585,351001,R10mm,36.7,Near-term,28.45,37.65,8.250000000000004,28.998242530755725,-0.9499999999999957,-2.5232403718459384
MIROC6,ssp585,351001,R20mm,19.45,Near-term,15.15,18.8,4.299999999999999,28.382838283828374,0.6499999999999986,3.4574468085106305
MIROC6,ssp585,351001,R50mm,4.0,Near-term,2.95,3.35,1.0499999999999998,35.593220338983045,0.6499999999999999,19.402985074626862
MIROC6,ssp585,351001,R95p,388.0415,Near-term,267.175,309.84450000000004,120.86649999999997,45.23870122578833,78.19699999999995,25.2374981644018
MIROC6,ssp585,351001,R99p,147.56300000000002,Near-term,96.975,87.795,50.58800000000002,52.166022170662565,59.768000000000015,68.07676974770774
MIROC6,ssp585,351001,Rx1day,94.429,Near-term,102.19500000000001,79.25399999999999,-7.766000000000005,-7.599197612407657,15.175000000000011,19.14729855906328
MIROC6,ssp585,351001,Rx5day,248.7805,Near-term,170.39000000000001,186.05599999999998,78.39049999999997,46.00651446681142,62.724500000000006,33.712699402330486
MIROC6,ssp585,351001,SDII,15.26456537608625,Near-term,12.152706418698024,14.778200733148472,3.1118589573882254,25.606304062446142,0.4863646429377777,3.291095118547348
MIROC6,ssp585,351002,CDD,71.6,Near-term,59.8,73.0,11.799999999999997,19.732441471571903,-1.4000000000000057,-1.91780821917809
MIROC6,ssp585,351002,CWD,8.75,Near-term,9.75,8.45,-1.0,-10.256410256410257,0.3000000000000007,3.5502958579881745
MIROC6,ssp585,351002,PRCPTOT,883.95,Near-term,1046.465,873.3059999999999,-162.51499999999987,-15.52990305456942,10.64400000000012,1.2188167721279963
MIROC6,ssp585,351002,R10mm,30.1,Near-term,32.1,30.0,-2.0,-6.230529595015576,0.10000000000000142,0.3333333333333381
MIROC6,ssp585,351002,R20mm,12.65,Near-term,16.1,13.05,-3.450000000000001,-21.428571428571434,-0.40000000000000036,-3.065134099616861
MIROC6,ssp585,351002,R50mm,1.45,Near-term,3.1,1.15,-1.6500000000000001,-53.225806451612904,0.30000000000000004,26.086956521739136
MIROC6,ssp585,351002,R95p,157.5155,Near-term,292.915,140.70499999999998,-135.39950000000002,-46.22484338459963,16.81050000000002,11.947336626274845
MIROC6,ssp585,351002,R99p,44.135000000000005,Near-term,96.6,32.7285,-52.46499999999999,-54.31159420289855,11.406500000000008,34.851887498663274
MIROC6,ssp585,351002,Rx1day,61.1235,Near-term,81.535,59.830499999999994,-20.411499999999997,-25.03403446372723,1.2930000000000064,2.161105121969575
MIROC6,ssp585,351002,Rx5day,164.255,Near-term,157.66500000000002,138.173,6.589999999999975,4.179748200298084,26.081999999999994,18.876336187243524
MIROC6,ssp585,351002,SDII,11.567115027913115,Near-term,13.168351679857171,11.661754203902596,-1.6012366519440562,-12.159734877018593,-0.09463917598948157,-0.8115346485163497
MIROC6,ssp585,351003,CDD,65.95,Near-term,44.7,65.95,21.25,47.53914988814317,0.0,0.0
MIROC6,ssp585,351003,CWD,8.85,Near-term,50.6,9.15,-41.75,-82.5098814229249,-0.3000000000000007,-3.2786885245901716
MIROC6,ssp585,351003,PRCPTOT,1175.147,Near-term,1411.8899999999999,1082.78,-236.74299999999994,-16.767807690400808,92.36699999999996,8.53054175363416
MIROC6,ssp585,351003,R10mm,33.75,Near-term,40.6,34.2,-6.850000000000001,-16.87192118226601,-0.45000000000000284,-1.3157894736842188
MIROC6,ssp585,351003,R20mm,18.15,Near-term,16.45,17.75,1.6999999999999993,10.334346504559267,0.3999999999999986,2.2535211267605555
MIROC6,ssp585,351003,R50mm,4.35,Near-term,2.95,2.95,1.3999999999999995,47.45762711864405,1.3999999999999995,47.45762711864405
MIROC6,ssp585,351003,R95p,447.58900000000006,Near-term,310.125,323.56100000000004,137.46400000000006,44.325352680370834,124.02800000000002,38.33218465760707
MIROC6,ssp585,351003,R99p,228.419,Near-term,90.52000000000001,108.39000000000001,137.899,152.34091913389304,120.029,110.7380754682166
MIROC6,ssp585,351003,Rx1day,110.90899999999999,Near-term,76.995,85.19300000000001,33.91399999999999,44.04701604000258,25.71599999999998,30.185578627351987
MIROC6,ssp585,351003,Rx5day,261.9705,Near-term,134.19,179.0595,127.78050000000002,95.2235636038453,82.911,46.30360299230144
MIROC6,ssp585,351003,SDII,15.744751306605135,Near-term,11.782532762553084,14.521472677231577,3.9622185440520514,33.62790177545412,1.2232786293735582,8.423929559786
MIROC6,ssp585,351004,CDD,80.75,Near-term,61.3,83.85,19.450000000000003,31.729200652528554,-3.0999999999999943,-3.69707811568276
MIROC6,ssp585,351004,CWD,8.0,Near-term,7.65,7.25,0.34999999999999964,4.575163398692806,0.75,10.344827586206897
MIROC6,ssp585,351004,PRCPTOT,1111.987,Near-term,1080.7050000000002,1064.2495000000001,31.281999999999925,2.8945919561767477,47.737499999999955,4.485555313862017
MIROC6,ssp585,351004,R10mm,34.6,Near-term,31.85,34.35,2.75,8.634222919937205,0.25,0.727802037845706
MIROC6,ssp585,351004,R20mm,19.0,Near-term,16.7,19.25,2.3000000000000007,13.772455089820363,-0.25,-1.2987012987012987
MIROC6,ssp585,351004,R50mm,3.75,Near-term,2.65,3.35,1.1,41.509433962264154,0.3999999999999999,11.940298507462684
MIROC6,ssp585,351004,R95p,377.4605,Near-term,289.88,328.7075,87.58050000000003,30.212674210017948,48.75300000000004,14.831727295543926
MIROC6,ssp585,351004,R99p,153.6935,Near-term,119.07000000000001,86.9915,34.62349999999999,29.078273284622483,66.702,76.6764568952139
MIROC6,ssp585,351004,Rx1day,101.497,Near-term,98.32000000000001,79.38250000000001,3.1769999999999925,3.231285598047185,22.114499999999992,27.858155134947868
MIROC6,ssp585,351004,Rx5day,250.05949999999999,Near-term,158.125,182.09300000000002,91.93449999999999,58.14039525691699,67.96649999999997,37.325158023647234
MIROC6,ssp585,351004,SDII,19.042045274284174,Near-term,13.454353710188059,18.614049199309882,5.587691564096115,41.530731869082196,0.42799607497429193,2.2993174155259024
MIROC6,ssp585,351005,CDD,71.85,Near-term,54.25,71.8,17.599999999999994,32.44239631336405,0.04999999999999716,0.0696378830083526
MIROC6,ssp585,351005,CWD,8.4,Near-term,18.4,7.85,-9.999999999999998,-54.347826086956516,0.5500000000000007,7.0063694267516015
MIROC6,ssp585,351005,PRCPTOT,1072.1425,Near-term,1107.915,1052.8865,-35.772500000000036,-3.228812679673083,19.255999999999858,1.8288770916903063
MIROC6,ssp585,351005,R10mm,33.25,Near-term,33.55,33.45,-0.29999999999999716,-0.8941877794336727,-0.20000000000000284,-0.5979073243647319
MIROC6,ssp585,351005,R20mm,17.8,Near-term,14.8,17.65,3.0,20.27027027027027,0.15000000000000213,0.849858356940522
MIROC6,ssp585,351005,R50mm,3.3,Near-term,2.45,3.05,0.8499999999999996,34.69387755102039,0.25,8.196721311475411
MIROC6,ssp585,351005,R95p,349.2745,Near-term,250.195,322.32550000000003,99.0795,39.60091128919443,26.948999999999955,8.360802977114734
MIROC6,ssp585,351005,R99p,118.07750000000001,Near-term,87.85499999999999,90.601,30.222500000000025,34.400432530874774,27.476500000000016,30.32692795885257
MIROC6,ssp585,351005,Rx1day,85.7765,Near-term,76.25,81.9555,9.526499999999999,12.493770491803277,3.820999999999998,4.662286240703794
MIROC6,ssp585,351005,Rx5day,222.1325,Near-term,138.75,177.4625,83.3825,60.0954954954955,44.66999999999999,25.1715151088258
MIROC6,ssp585,351005,SDII,15.681027904901033,Near-term,11.970070850572295,15.688571382521094,3.7109570543287376,31.00196398713308,-0.007543477620060912,-0.048082629298326234
MIROC6,ssp585,351006,CDD,70.45,Near-term,44.45,74.55,26.0,58.49268841394825,-4.099999999999994,-5.499664654594224
MIROC6,ssp585,351006,CWD,8.95,Near-term,46.55,9.5,-37.599999999999994,-80.77336197636949,-0.5500000000000007,-5.789473684210534
MIROC6,ssp585,351006,PRCPTOT,1171.536,Near-term,1099.6,1104.722,71.93600000000015,6.542015278283026,66.81400000000008,6.048037424800093
MIROC6,ssp585,351006,R10mm,36.1,Near-term,28.85,35.3,7.25,25.12998266897747,0.8000000000000043,2.2662889518413722
MIROC6,ssp585,351006,R20mm,18.35,Near-term,9.25,18.3,9.100000000000001,98.37837837837839,0.05000000000000071,0.27322404371585085
MIROC6,ssp585,351006,R50mm,3.7,Near-term,1.4,2.95,2.3000000000000003,164.2857142857143,0.75,25.423728813559322
MIROC6,ssp585,351006,R95p,746.0585,Near-term,351.10499999999996,676.7864999999999,394.9535,112.48871420230417,69.27200000000005,10.235428750425733
MIROC6,ssp585,351006,R99p,441.03000000000003,Near-term,174.83,354.3755,266.20000000000005,152.26219756334726,86.65450000000004,24.452734458223
MIROC6,ssp585,351006,Rx1day,100.464,Near-term,57.404999999999994,82.6885,43.059000000000005,75.0091455448132,17.775499999999994,21.496943347623905
MIROC6,ssp585,351006,Rx5day,239.01799999999997,Near-term,129.66500000000002,177.361,109.35299999999995,84.33501715960355,61.65699999999998,34.76356132407913
MIROC6,ssp585,351006,SDII,15.197971774333237,Near-term,9.307368680142666,14.314810553011487,5.8906030941905705,63.289671835587775,0.8831612213217497,6.169562761946256
MIROC6,ssp585,351007,CDD,52.25,Near-term,39.2,47.5,13.049999999999997,33.2908163265306,4.75,10.0
MIROC6,ssp585,351007,CWD,13.25,Near-term,49.1,12.7,-35.85,-73.0142566191446,0.5500000000000007,4.3307086614173285
MIROC6,ssp585,351007,PRCPTOT,1106.4485,Near-term,1196.15,1048.26,-89.70150000000012,-7.499184884838868,58.188499999999976,5.550960639535991
MIROC6,ssp585,351007,R10mm,35.4,Near-term,30.95,34.95,4.449999999999999,14.378029079159933,0.44999999999999574,1.2875536480686571
MIROC6,ssp585,351007,R20mm,14.25,Near-term,9.7,13.2,4.550000000000001,46.90721649484537,1.0500000000000007,7.95454545454546
MIROC6,ssp585,351007,R50mm,1.95,Near-term,1.5,0.95,0.44999999999999996,29.999999999999996,1.0,105.26315789473685
MIROC6,ssp585,351007,R95p,512.845,Near-term,389.235,435.3625,123.61000000000001,31.757164694850157,77.48250000000002,17.797237933905656
MIROC6,ssp585,351007,R99p,224.05349999999999,Near-term,200.07,147.106,23.983499999999992,11.987554355975407,76.94749999999999,52.30751974766495
MIROC6,ssp585,351007,Rx1day,68.567,Near-term,64.30499999999999,57.581500000000005,4.2620000000000005,6.627789440945495,10.985499999999988,19.078176150326037
MIROC6,ssp585,351007,Rx5day,186.9905,Near-term,134.305,137.95850000000002,52.68549999999999,39.228249134432815,49.03199999999998,35.54112287390772
MIROC6,ssp585,351007,SDII,9.815030164088615,Near-term,9.249164907588192,9.412243236804702,0.5658652565004232,6.118014568387428,0.40278692728391263,4.279393521290382
MIROC6,ssp585,351008,CDD,51.3,Near-term,40.8,52.1,10.5,25.73529411764706,-0.8000000000000043,-1.5355086372360927
MIROC6,ssp585,351008,CWD,12.7,Near-term,34.6,13.3,-21.900000000000002,-63.29479768786127,-0.6000000000000014,-4.511278195488733
MIROC6,ssp585,351008,PRCPTOT,985.7210000000001,Near-term,1110.105,956.0725,-124.3839999999999,-11.204705861157269,29.648500000000126,3.1010723559144444
MIROC6,ssp585,351008,R10mm,32.05,Near-term,29.5,32.25,2.549999999999997,8.64406779661016,-0.20000000000000284,-0.6201550387596987
MIROC6,ssp585,351008,R20mm,11.5,Near-term,8.75,11.3,2.75,31.428571428571427,0.1999999999999993,1.7699115044247724
MIROC6,ssp585,351008,R50mm,1.2,Near-term,1.3,0.8,-0.10000000000000009,-7.692307692307699,0.3999999999999999,49.999999999999986
MIROC6,ssp585,351008,R95p,427.95050000000003,Near-term,331.855,394.677,96.09550000000002,28.95707462596616,33.27350000000001,8.430564740281296
MIROC6,ssp585,351008,R99p,134.144,Near-term,137.325,91.092,-3.180999999999983,-2.3164026943382368,43.05200000000001,47.26210863742152
MIROC6,ssp585,351008,Rx1day,57.092999999999996,Near-term,63.19,49.8995,-6.097000000000001,-9.648678588384241,7.193499999999993,14.415976111985076
MIROC6,ssp585,351008,Rx5day,161.6545,Near-term,122.14500000000001,126.78400000000002,39.5095,32.34639158377338,34.87049999999999,27.50386484098939
MIROC6,ssp585,351008,SDII,9.001519244436242,Near-term,7.644398250904906,8.872998970820044,1.3571209935313355,17.75314353056745,0.1285202736161981,1.4484423365634658
MIROC6,ssp585,351009,CDD,49.55,Near-term,33.25,47.85,16.299999999999997,49.022556390977435,1.6999999999999957,3.55276907001044
MIROC6,ssp585,351009,CWD,13.95,Near-term,89.65,13.6,-75.7,-84.43948689347462,0.34999999999999964,2.5735294117647034
MIROC6,ssp585,351009,PRCPTOT,1040.464,Near-term,1184.405,1020.4209999999999,-143.94100000000003,-12.153021981501261,20.043000000000006,1.9641892904987264
MIROC6,ssp585,351009,R10mm,34.6,Near-term,24.9,34.7,9.700000000000003,38.9558232931727,-0.10000000000000142,-0.2881844380403499
MIROC6,ssp585,351009,R20mm,12.15,Near-term,2.25,12.35,9.9,440.0,-0.1999999999999993,-1.619433198380561
MIROC6,ssp585,351009,R50mm,1.0,Near-term,0.05,0.8,0.95,1900.0,0.19999999999999996,24.999999999999993
MIROC6,ssp585,351009,R95p,614.3085,Near-term,203.46,593.4925000000001,410.84849999999994,201.93084635800645,20.815999999999917,3.5073737241835263
MIROC6,ssp585,351009,R99p,404.489,Near-term,64.595,385.49,339.894,526.192429754625,18.998999999999967,4.9285325170562055
MIROC6,ssp585,351009,Rx1day,56.867,Near-term,28.880000000000003,52.832499999999996,27.986999999999995,96.90789473684208,4.034500000000001,7.636398050442439
MIROC6,ssp585,351009,Rx5day,156.178,Near-term,79.56,126.8135,76.618,96.30216189039717,29.364499999999992,23.15565771782972
MIROC6,ssp585,351009,SDII,9.01590002922574,Near-term,5.081984642051293,9.00072220034069,3.933915387174447,77.40903730056453,0.015177828885050815,0.1686290116194933
MIROC6,ssp585,351010,CDD,56.85,Near-term,35.1,52.55,21.75,61.965811965811966,4.300000000000004,8.182683158896298
MIROC6,ssp585,351010,CWD,10.45,Near-term,73.75,11.5,-63.3,-85.83050847457628,-1.0500000000000007,-9.130434782608702
MIROC6,ssp585,351010,PRCPTOT,1041.984,Near-term,1163.26,989.1949999999999,-121.27600000000007,-10.425528256795562,52.78899999999999,5.336561547520963
MIROC6,ssp585,351010,R10mm,33.4,Near-term,27.55,33.35,5.849999999999998,21.234119782214147,0.04999999999999716,0.14992503748125083
MIROC6,ssp585,351010,R20mm,13.5,Near-term,3.2,13.1,10.3,321.875,0.40000000000000036,3.0534351145038197
MIROC6,ssp585,351010,R50mm,1.9,Near-term,0.15,0.95,1.75,1166.6666666666667,0.95,100.0
MIROC6,ssp585,351010,R95p,642.38,Near-term,202.725,580.0415,439.655,216.87261067949194,62.338499999999954,10.747248257236757
MIROC6,ssp585,351010,R99p,447.26599999999996,Near-term,68.795,382.8585,378.47099999999995,550.1431790101024,64.40749999999997,16.822794844570506
MIROC6,ssp585,351010,Rx1day,71.827,Near-term,28.964999999999996,58.043499999999995,42.862,147.97859485586054,13.783500000000004,23.746845038634824
MIROC6,ssp585,351010,Rx5day,187.4465,Near-term,83.66499999999999,134.2935,103.7815,124.04410446423236,53.15299999999999,39.579726494580896
MIROC6,ssp585,351010,SDII,10.428639682126022,Near-term,5.173072086955942,9.85793428689897,5.2555675951700795,101.59471019980859,0.5707053952270513,5.789300056356728
MIROC6,ssp585,351011,CDD,34.95,Near-term,42.25,34.3,-7.299999999999997,-17.278106508875734,0.6500000000000057,1.8950437317784423
MIROC6,ssp585,351011,CWD,30.3,Near-term,11.1,27.55,19.200000000000003,172.972972972973,2.75,9.98185117967332
MIROC6,ssp585,351011,PRCPTOT,1167.666,Near-term,1145.975,1176.35,21.69100000000003,1.8927987085233127,-8.683999999999969,-0.7382156671058758
MIROC6,ssp585,351011,R10mm,34.8,Near-term,34.1,35.55,0.6999999999999957,2.052785923753653,-0.75,-2.109704641350211
MIROC6,ssp585,351011,R20mm,7.85,Near-term,15.75,8.1,-7.9,-50.15873015873016,-0.25,-3.0864197530864197
MIROC6,ssp585,351011,R50mm,0.2,Near-term,3.1,0.2,-2.9,-93.54838709677419,0.0,0.0
MIROC6,ssp585,351011,R95p,23.889499999999998,Near-term,352.71500000000003,25.579,-328.82550000000003,-93.22696794862708,-1.6895000000000024,-6.605027561671693
MIROC6,ssp585,351011,R99p,0.0,Near-term,136.48499999999999,0.0,-136.48499999999999,-100.0,0.0,
MIROC6,ssp585,351011,Rx1day,36.791,Near-term,111.39000000000001,37.775,-74.59900000000002,-66.97100278301464,-0.9840000000000018,-2.6048974189278673
MIROC6,ssp585,351011,Rx5day,115.3105,Near-term,183.615,107.2195,-68.3045,-37.19984750701196,8.091000000000008,7.546201950204961
MIROC6,ssp585,351011,SDII,6.384811249039052,Near-term,12.145212615611134,6.510609711340372,-5.760401366572083,-47.429399129397005,-0.1257984623013204,-1.9322070877970299
MIROC6,ssp585,351012,CDD,58.75,Near-term,56.05,56.5,2.700000000000003,4.817127564674403,2.25,3.982300884955752
MIROC6,ssp585,351012,CWD,11.7,Near-term,8.4,12.25,3.299999999999999,39.28571428571427,-0.5500000000000007,-4.489795918367353
MIROC6,ssp585,351012,PRCPTOT,1563.674,Near-term,933.915,1547.8485,629.759,67.43215388980796,15.82549999999992,1.0224191837896228
MIROC6,ssp585,351012,R10mm,48.85,Near-term,25.55,48.6,23.3,91.19373776908023,0.25,0.51440329218107
MIROC6,ssp585,351012,R20mm,25.45,Near-term,12.7,25.35,12.75,100.39370078740158,0.09999999999999787,0.3944773175542322
MIROC6,ssp585,351012,R50mm,4.75,Near-term,3.15,5.0,1.6,50.7936507936508,-0.25,-5.0
MIROC6,ssp585,351012,R95p,463.463,Near-term,302.75,433.4375,160.71300000000002,53.084393063583825,30.025500000000022,6.927296322999283
MIROC6,ssp585,351012,R99p,122.03299999999999,Near-term,129.48,75.24,-7.447000000000003,-5.751467408093917,46.79299999999999,62.19165337586389
MIROC6,ssp585,351012,Rx1day,99.275,Near-term,113.89000000000001,95.288,-14.615000000000009,-12.832557731144092,3.987000000000009,4.184157501469239
MIROC6,ssp585,351012,Rx5day,247.06900000000002,Near-term,198.625,215.25650000000002,48.44400000000002,24.389679043423545,31.8125,14.77888008027632
MIROC6,ssp585,351012,SDII,15.200775728031676,Near-term,11.876607222495185,15.220102388338367,3.324168505536491,27.989209740305856,-0.019326660306690613,-0.12698114515641293
MIROC6,ssp585,351201,CDD,60.7,Near-term,50.8,59.4,9.900000000000006,19.488188976377966,1.3000000000000043,2.1885521885521957
MIROC6,ssp585,351201,CWD,11.15,Near-term,9.6,11.9,1.5500000000000007,16.14583333333334,-0.75,-6.302521008403361
MIROC6,ssp585,351201,PRCPTOT,1425.3305,Near-term,1090.825,1468.7625,334.5055,30.66536795544656,-43.432000000000016,-2.957047174066605
MIROC6,ssp585,351201,R10mm,44.55,Near-term,31.15,44.9,13.399999999999999,43.017656500802566,-0.3500000000000014,-0.7795100222717181
MIROC6,ssp585,351201,R20mm,23.3,Near-term,15.45,24.35,7.850000000000001,50.80906148867315,-1.0500000000000007,-4.312114989733062
MIROC6,ssp585,351201,R50mm,4.15,Near-term,3.2,4.7,0.9500000000000002,29.687500000000004,-0.5499999999999998,-11.702127659574465
MIROC6,ssp585,351201,R95p,442.712,Near-term,323.06,496.87250000000006,119.65199999999999,37.0370828948183,-54.16050000000007,-10.900281259276788
MIROC6,ssp585,351201,R99p,142.5935,Near-term,124.1,164.908,18.49350000000001,14.902095084609197,-22.31449999999998,-13.531484221505313
MIROC6,ssp585,351201,Rx1day,89.775,Near-term,98.265,99.723,-8.489999999999995,-8.6399023049916,-9.947999999999993,-9.975632502030617
MIROC6,ssp585,351201,Rx5day,228.1045,Near-term,180.43,233.283,47.674499999999995,26.422712409244582,-5.1784999999999854,-2.2198359931928113
MIROC6,ssp585,351201,SDII,14.633077538939537,Near-term,11.589308549365157,15.698120902642353,3.04376898957438,26.263594386233788,-1.0650433637028165,-6.784527717094759
MRI-ESM2-0,ssp245,351001,CDD,62.0,Near-term,57.05,65.95,4.950000000000003,8.676599474145492,-3.950000000000003,-5.989385898407889
MRI-ESM2-0,ssp245,351001,CWD,9.65,Near-term,8.6,10.05,1.0500000000000007,12.209302325581405,-0.40000000000000036,-3.9800995024875654
MRI-ESM2-0,ssp245,351001,PRCPTOT,1128.0895,Near-term,984.85,1012.35,143.23950000000002,14.544296085698331,115.73950000000002,11.432755469946168
MRI-ESM2-0,ssp245,351001,R10mm,36.3,Near-term,28.45,32.45,7.849999999999998,27.592267135325123,3.8499999999999943,11.864406779660998
MRI-ESM2-0,ssp245,351001,R20mm,17.9,Near-term,15.15,16.75,2.7499999999999982,18.151815181518142,1.1499999999999986,6.865671641791036
MRI-ESM2-0,ssp245,351001,R50mm,3.0,Near-term,2.95,2.8,0.04999999999999982,1.694915254237282,0.20000000000000018,7.1428571428571495
MRI-ESM2-0,ssp245,351001,R95p,283.5875,Near-term,267.175,254.2,16.412499999999966,6.142977449237378,29.38749999999999,11.560778914240752
MRI-ESM2-0,ssp245,351001,R99p,92.35350000000001,Near-term,96.975,75.226,-4.621499999999983,-4.765661252900215,17.127500000000012,22.768058915800403
MRI-ESM2-0,ssp245,351001,Rx1day,90.392,Near-term,102.19500000000001,79.115,-11.803000000000011,-11.549488722540252,11.277000000000001,14.25393414649561
MRI-ESM2-0,ssp245,351001,Rx5day,194.89000000000001,Near-term,170.39000000000001,185.602,24.5,14.378778097306178,9.288000000000011,5.004256419650656
MRI-ESM2-0,ssp245,351001,SDII,14.03799679493836,Near-term,12.152706418698024,14.128465068361285,1.8852903762403361,15.51333761621731,-0.09046827342292474,-0.6403262703003438
MRI-ESM2-0,ssp245,351002,CDD,73.0,Near-term,59.8,70.95,13.200000000000003,22.07357859531773,2.049999999999997,2.8893587033121877
MRI-ESM2-0,ssp245,351002,CWD,9.4,Near-term,9.75,9.95,-0.34999999999999964,-3.5897435897435863,-0.5499999999999989,-5.527638190954764
MRI-ESM2-0,ssp245,351002,PRCPTOT,851.3534999999999,Near-term,1046.465,757.983,-195.11149999999998,-18.644818508024635,93.37049999999999,12.318284183154503
MRI-ESM2-0,ssp245,351002,R10mm,29.3,Near-term,32.1,26.2,-2.8000000000000007,-8.722741433021808,3.1000000000000014,11.832061068702295
