model,scenario,station,index,future_mean,window,obs_baseline,model_baseline,delta_obs_abs,delta_obs_pct,delta_model_abs,delta_model_pct
ACCESS-ESM1-5,ssp245,351004,R10mm,30.7,Near-term,31.85,33.0,-1.1500000000000021,-3.610675039246474,-2.3000000000000007,-6.9696969696969715
ACCESS-ESM1-5,ssp245,351004,R20mm,16.75,Near-term,16.7,19.2,0.05000000000000071,0.29940119760479467,-2.4499999999999993,-12.760416666666664
ACCESS-ESM1-5,ssp245,351004,R50mm,3.75,Near-term,2.65,3.3,1.1,41.509433962264154,0.4500000000000002,13.636363636363642
ACCESS-ESM1-5,ssp245,351004,R95p,378.162,Near-term,289.88,313.062,88.28199999999998,30.454670898302744,65.09999999999997,20.794602985989982
ACCESS-ESM1-5,ssp245,351004,R99p,124.87349999999999,Near-term,119.07000000000001,75.0935,5.8034999999999854,4.87402368354748,49.77999999999999,66.29069093862982
ACCESS-ESM1-5,ssp245,351004,Rx1day,104.904,Near-term,98.32000000000001,82.1315,6.583999999999989,6.696501220504464,22.772499999999994,27.72687702038803
ACCESS-ESM1-5,ssp245,351004,Rx5day,224.036,Near-term,158.125,214.007,65.911,41.682845849802376,10.028999999999996,4.686295308097397
ACCESS-ESM1-5,ssp245,351004,SDII,18.50236214385765,Near-term,13.454353710188059,18.44014118869063,5.04800843366959,37.51951630234814,0.06222095516701742,0.337421251444526
ACCESS-ESM1-5,ssp245,351005,CDD,73.15,Near-term,54.25,78.65,18.900000000000006,34.83870967741937,-5.5,-6.9930069930069925
ACCESS-ESM1-5,ssp245,351005,CWD,8.0,Near-term,18.4,7.95,-10.399999999999999,-56.521739130434774,0.04999999999999982,0.6289308176100606
ACCESS-ESM1-5,ssp245,351005,PRCPTOT,1014.4995000000001,Near-term,1107.915,972.193,-93.41549999999984,-8.431648637305194,42.30650000000014,4.351656512647195
ACCESS-ESM1-5,ssp245,351005,R10mm,31.15,Near-term,33.55,31.45,-2.3999999999999986,-7.153502235469445,-0.3000000000000007,-0.9538950715421326
ACCESS-ESM1-5,ssp245,351005,R20mm,16.25,Near-term,14.8,16.45,1.4499999999999993,9.797297297297293,-0.1999999999999993,-1.2158054711246158
ACCESS-ESM1-5,ssp245,351005,R50mm,3.35,Near-term,2.45,2.5,0.8999999999999999,36.73469387755101,0.8500000000000001,34.00000000000001
ACCESS-ESM1-5,ssp245,351005,R95p,343.404,Near-term,250.195,280.991,93.209,37.254541457663024,62.41300000000001,22.21174343662253
ACCESS-ESM1-5,ssp245,351005,R99p,134.397,Near-term,87.85499999999999,70.24300000000001,46.542,52.97592624210347,64.15399999999998,91.33152057856294
ACCESS-ESM1-5,ssp245,351005,Rx1day,99.94399999999999,Near-term,76.25,72.422,23.69399999999999,31.07409836065572,27.52199999999999,38.00226450526082
ACCESS-ESM1-5,ssp245,351005,Rx5day,216.692,Near-term,138.75,187.1545,77.94200000000001,56.17441441441442,29.537499999999994,15.78241506349032
ACCESS-ESM1-5,ssp245,351005,SDII,15.814906997829246,Near-term,11.970070850572295,14.615038341746267,3.8448361472569506,32.12041261287211,1.1998686560829785,8.209822157330127
ACCESS-ESM1-5,ssp245,351006,CDD,71.45,Near-term,44.45,75.75,27.0,60.74240719910011,-4.299999999999997,-5.676567656765672
