period,method,metric,group,raw_mean,corrected_mean,delta_mean,n_improved,n_total,pct_improved
calibration,QDM_NP_annual,PBIAS,B1_systematic_bias,21.648401798425837,0.020348189547180585,-21.628053608878652,60,60,100.0
calibration,QDM_NP_annual,KS_D,B2_distributional_fidelity,0.2584861904765532,0.0008280550395807736,-0.2576581354369724,60,60,100.0
calibration,QDM_NP_annual,q95_relbias_pct,B2_distributional_fidelity,46.7043441174682,0.02896857573301419,-46.675375541735185,60,60,100.0
calibration,QDM_NP_annual,q99_relbias_pct,B2_distributional_fidelity,50.73717144888342,0.003498916311863338,-50.73367253257157,60,60,100.0
calibration,QDM_NP_annual,mRMSE,B3_error_based,99.84883405331173,103.17670072484903,3.327866671537287,26,60,43.333333333333336
calibration,QDM_NP_annual,mMAE,B3_error_based,70.40009211170278,70.17427380072357,-0.2258183109792134,30,60,50.0
calibration,QDM_NP_annual,mNSE,B3_error_based,-0.3292069868808846,-0.3953610423159187,-0.06615405543503397,26,60,43.333333333333336
calibration,QDM_NP_annual,mKGE,B3_error_based,0.34864744810826576,0.4042952898931703,0.05564784178490468,35,60,58.333333333333336
calibration,QDM_NP_annual,mr,B4_temporal_correspondence,0.4720775763499391,0.4556313093703463,-0.016446266979592873,18,60,30.0
calibration,QDM_NP_annual,clim_r,B4_temporal_correspondence,0.6936591381691478,0.6877049001639739,-0.005954238005174007,26,60,43.333333333333336
calibration,QDM_NP_annual,annual_r,B4_temporal_correspondence,0.11579390740877353,0.12933548937209763,0.013541581963324112,33,60,55.00000000000001
calibration,QDM_NP_annual,Rx1day_relbias_pct,B2_distributional_fidelity,54.28981837313661,3.579622870955899,-50.71019550218071,60,60,100.0
calibration,QDM_NP_monthly,PBIAS,B1_systematic_bias,21.648401798425837,0.7962093203960209,-20.85219247802981,59,60,98.33333333333333
calibration,QDM_NP_monthly,KS_D,B2_distributional_fidelity,0.2584861904765532,0.00616782421573381,-0.2523183662608193,60,60,100.0
calibration,QDM_NP_monthly,q95_relbias_pct,B2_distributional_fidelity,46.7043441174682,0.7924921556698723,-45.91185196179833,60,60,100.0
calibration,QDM_NP_monthly,q99_relbias_pct,B2_distributional_fidelity,50.73717144888342,0.7189535525614138,-50.018217896322014,60,60,100.0
calibration,QDM_NP_monthly,mRMSE,B3_error_based,99.84883405331173,81.7683143446866,-18.0805197086251,50,60,83.33333333333334
calibration,QDM_NP_monthly,mMAE,B3_error_based,70.40009211170278,53.701657299948984,-16.698434811753796,53,60,88.33333333333333
calibration,QDM_NP_monthly,mNSE,B3_error_based,-0.3292069868808846,0.10651228118010408,0.43571926806098876,50,60,83.33333333333334
calibration,QDM_NP_monthly,mKGE,B3_error_based,0.34864744810826576,0.5962209817400698,0.24757353363180407,60,60,100.0
calibration,QDM_NP_monthly,mr,B4_temporal_correspondence,0.4720775763499391,0.6181479267077266,0.14607035035778745,59,60,98.33333333333333
