source_type,model,season_type,variable,n_el_nino,n_la_nina,n_neutral,mean_el_nino,mean_la_nina,mean_neutral,anom_el_nino,anom_la_nina,pct_change_el_nino,pct_change_la_nina,mwu_stat_el_vs_la,p_val_el_vs_la,diagnostic_only
RAW_CMIP6,ACCESS-ESM1-5,RAINY,Rx5day,6,7,8,59.92982051282052,54.279373626373626,60.49301923076923,-0.5631987179487083,-6.213645604395602,-0.9310143965541108,-10.271673795437025,20.0,0.9452214452214452,False
RAW_CMIP6,ACCESS-ESM1-5,RAINY,SDII,6,7,8,3.22493881864461,3.218505093129365,3.334496606322165,-0.1095577876775553,-0.1159915131927999,-3.2855870199368344,-3.4785314512805763,18.0,0.7307692307692307,False
RAW_CMIP6,ACCESS-ESM1-5,RAINY,R95p,6,7,8,52.38576923076923,61.80775824175824,62.86925961538461,-10.483490384615386,-1.0615013736263776,-16.675065761471114,-1.6884267130237045,20.0,0.9427417336673176,False
RAW_CMIP6,ACCESS-ESM1-5,RAINY,R99p,6,7,8,23.746397435897435,17.224560439560438,25.797153846153847,-2.050756410256412,-8.572593406593409,-7.949545219160536,-33.230772114310255,23.0,0.7935317043066312,False
RAW_CMIP6,ACCESS-ESM1-5,RAINY,CWD,6,7,8,10.384615384615383,8.010989010989011,9.0,1.384615384615385,-0.989010989010989,15.384615384615389,-10.989010989010987,32.0,0.1375291375291375,False
RAW_CMIP6,ACCESS-ESM1-5,RAINY,CDD,6,7,8,19.37179487179488,16.36263736263736,16.634615384615387,2.737179487179489,-0.2719780219780254,16.454720616570338,-1.6350123864574937,26.0,0.5337995337995338,False
RAW_CMIP6,ACCESS-ESM1-5,HOT_DRY,PRCPTOT,8,12,8,195.18271153846155,188.55876923076923,203.6842307692308,-8.501519230769219,-15.125461538461536,-4.173872075743179,-7.425936451407626,49.0,0.9699293482575216,False
RAW_CMIP6,ACCESS-ESM1-5,HOT_DRY,Rx1day,8,12,8,16.218221153846155,11.27473717948718,13.493423076923078,2.724798076923077,-2.218685897435897,20.193527330978917,-16.44272090771667,53.0,0.7344923394458999,False
RAW_CMIP6,ACCESS-ESM1-5,HOT_DRY,Rx5day,8,12,8,35.78591346153846,29.19522435897436,31.678875,4.107038461538465,-2.4836506410256405,12.964596948403203,-7.840084728468548,43.0,0.7344923394458999,False
RAW_CMIP6,ACCESS-ESM1-5,HOT_DRY,SDII,8,12,8,2.6932658277010786,2.576074815746104,2.729051662249668,-0.0357858345485895,-0.1529768465035639,-1.3112919423111913,-5.605494707911058,48.0,1.0,False
RAW_CMIP6,ACCESS-ESM1-5,HOT_DRY,R95p,8,12,8,23.34616346153846,15.754717948717948,21.760365384615383,1.5857980769230764,-6.005647435897435,7.287552616392362,-27.59901927080433,48.0,1.0,False
RAW_CMIP6,ACCESS-ESM1-5,HOT_DRY,R99p,8,12,8,12.780778846153847,2.019884615384615,1.4938269230769232,11.286951923076924,0.5260576923076918,755.572934770015,35.215437891836885,57.0,0.2914741136837093,False
RAW_CMIP6,ACCESS-ESM1-5,HOT_DRY,CWD,8,12,8,6.673076923076923,7.698717948717949,7.576923076923077,-0.9038461538461542,0.1217948717948713,-11.928934010152288,1.6074450084602312,39.0,0.5103655506712139,False
RAW_CMIP6,ACCESS-ESM1-5,HOT_DRY,CDD,8,12,8,18.5,21.58333333333333,20.692307692307693,-2.1923076923076934,0.8910256410256352,-10.594795539033464,4.306071871127605,36.0,0.374588026577107,False
QDM_CMIP6,ACCESS-ESM1-5,RAINY,PRCPTOT,6,7,8,675.4614102564102,783.5996703296704,775.0352884615384,-99.57387820512815,8.564381868132045,-12.847657350258778,1.1050312154344,15.0,0.4452214452214452,False
QDM_CMIP6,ACCESS-ESM1-5,RAINY,Rx1day,6,7,8,50.390641025641024,56.96296703296703,64.63346153846155,-14.242820512820522,-7.670494505494517,-22.036295401484917,-11.867683275682245,17.0,0.6282051282051282,False
