model,season_type,variable,obs_anom_el,raw_anom_el,qdm_anom_el,abs_err_raw_el,abs_err_qdm_el,qdm_movement_el_nino,obs_anom_la,raw_anom_la,qdm_anom_la,abs_err_raw_la,abs_err_qdm_la,qdm_movement_la_nina
ACCESS-ESM1-5,RAINY,PRCPTOT,-77.3249999999997,32.16319444444446,48.73020833333328,109.48819444444416,126.05520833333298,AWAY_FROM_OBSERVATION,19.076785714285847,19.567309523809513,73.545744047619,0.4905238095236655,54.46895833333315,AWAY_FROM_OBSERVATION
ACCESS-ESM1-5,RAINY,Rx1day,-13.091666666666676,2.425052083333327,11.388819444444458,15.516718750000003,24.480486111111134,AWAY_FROM_OBSERVATION,0.7279761904761841,2.959706845238088,10.975029761904764,2.231730654761904,10.24705357142858,AWAY_FROM_OBSERVATION
ACCESS-ESM1-5,RAINY,Rx5day,-17.45069444444445,9.634982638888914,21.2131597222222,27.085677083333366,38.66385416666665,AWAY_FROM_OBSERVATION,17.78839285714284,11.180165178571457,22.005342261904758,6.608227678571382,4.21694940476192,TOWARD_OBSERVATION
ACCESS-ESM1-5,RAINY,SDII,-0.747409652979746,-0.04221928773028161,0.08819708877793353,0.7051903652494644,0.8356067417576796,AWAY_FROM_OBSERVATION,0.49894702452098727,-0.16712067245293483,0.716699227063943,0.6660676969739221,0.2177522025429557,TOWARD_OBSERVATION
ACCESS-ESM1-5,RAINY,R95p,-60.97534722222221,30.406503472222226,43.3214236111111,91.38185069444444,104.29677083333331,AWAY_FROM_OBSERVATION,2.0813988095238187,45.0140907738095,78.37638392857143,42.93269196428568,76.29498511904761,AWAY_FROM_OBSERVATION
ACCESS-ESM1-5,RAINY,R99p,-36.02638888888889,22.870781249999993,19.878020833333338,58.89717013888888,55.904409722222226,TOWARD_OBSERVATION,7.388690476190476,30.015691964285722,16.444270833333327,22.627001488095246,9.055580357142851,TOWARD_OBSERVATION
ACCESS-ESM1-5,RAINY,CWD,-1.7743055555555571,3.6701388888888893,1.7916666666666643,5.444444444444446,3.5659722222222214,TOWARD_OBSERVATION,0.828869047619051,-2.2604166666666643,2.214285714285708,3.0892857142857153,1.3854166666666572,TOWARD_OBSERVATION
ACCESS-ESM1-5,RAINY,CDD,1.322916666666666,-1.7361111111111125,1.9652777777777768,3.0590277777777786,0.6423611111111107,TOWARD_OBSERVATION,0.20982142857142883,-2.81547619047619,0.1934523809523796,3.0252976190476186,0.016369047619049226,TOWARD_OBSERVATION
ACCESS-ESM1-5,HOT_DRY,PRCPTOT,-75.15104166666666,-38.58000000000001,-71.61385416666667,36.571041666666645,3.5371874999999875,TOWARD_OBSERVATION,22.9652777777778,-14.706743055555563,-29.52100694444445,37.67202083333336,52.48628472222225,AWAY_FROM_OBSERVATION
ACCESS-ESM1-5,HOT_DRY,Rx1day,-9.634374999999999,0.08454166666666652,6.576041666666665,9.718916666666665,16.210416666666664,AWAY_FROM_OBSERVATION,-5.852083333333326,2.1766875000000017,8.638819444444447,8.028770833333327,14.490902777777773,AWAY_FROM_OBSERVATION
ACCESS-ESM1-5,HOT_DRY,Rx5day,-27.990624999999994,-5.510677083333334,2.414270833333319,22.47994791666666,30.404895833333313,AWAY_FROM_OBSERVATION,-4.98159722222222,-3.4986944444444497,6.9081250000000125,1.4829027777777704,11.889722222222233,AWAY_FROM_OBSERVATION
ACCESS-ESM1-5,HOT_DRY,SDII,-2.057851545611433,-0.1882392865686373,0.8118277777165961,1.8696122590427955,2.869679323328029,AWAY_FROM_OBSERVATION,-1.355815445997715,-0.11194070968889624,0.477184999569392,1.2438747363088187,1.833000445567107,AWAY_FROM_OBSERVATION
ACCESS-ESM1-5,HOT_DRY,R95p,-42.014583333333334,-1.8679062500000003,-17.5003125,40.14667708333334,24.514270833333335,TOWARD_OBSERVATION,-11.894097222222229,1.4871631944444443,6.652256944444446,13.381260416666674,18.546354166666674,AWAY_FROM_OBSERVATION
ACCESS-ESM1-5,HOT_DRY,R99p,-18.86458333333334,0.0,-0.38052083333333364,18.86458333333334,18.484062500000007,TOWARD_OBSERVATION,-10.1732638888889,0.9413402777777778,11.753680555555551,11.114604166666679,21.92694444444445,AWAY_FROM_OBSERVATION
ACCESS-ESM1-5,HOT_DRY,CWD,-1.802083333333333,-2.2395833333333357,-1.6874999999999991,0.43750000000000266,0.11458333333333393,TOWARD_OBSERVATION,1.2673611111111125,-2.4861111111111125,-2.0138888888888893,3.753472222222225,3.2812500000000018,TOWARD_OBSERVATION
ACCESS-ESM1-5,HOT_DRY,CDD,-4.020833333333336,3.822916666666668,3.4270833333333286,7.8437500000000036,7.447916666666664,TOWARD_OBSERVATION,-7.406249999999993,0.49652777777777857,-2.8854166666666785,7.9027777777777715,4.520833333333314,TOWARD_OBSERVATION
CESM2,RAINY,PRCPTOT,-77.3249999999997,-78.1302465277779,-81.5740625000002,0.8052465277781948,4.249062500000491,AWAY_FROM_OBSERVATION,19.076785714285847,48.73525744047606,99.84599702380945,29.658471726190214,80.7692113095236,AWAY_FROM_OBSERVATION
CESM2,RAINY,Rx1day,-13.091666666666676,-5.49403472222221,-6.058263888888895,7.5976319444444655,7.033402777777781,TOWARD_OBSERVATION,0.7279761904761841,-1.4683065476190365,3.2247321428571354,2.1962827380952206,2.4967559523809513,AWAY_FROM_OBSERVATION
CESM2,RAINY,Rx5day,-17.45069444444445,-43.89761458333332,-28.65013888888889,26.44692013888887,11.199444444444438,TOWARD_OBSERVATION,17.78839285714284,-26.2286919642857,4.050238095238086,44.01708482142854,13.738154761904752,TOWARD_OBSERVATION
CESM2,RAINY,SDII,-0.747409652979746,-0.77634250426373,-1.0507901153833163,0.02893285128398393,0.3033804624035703,AWAY_FROM_OBSERVATION,0.49894702452098727,-0.3045180527439406,0.2912658324868236,0.8034650772649279,0.2076811920341637,TOWARD_OBSERVATION
CESM2,RAINY,R95p,-60.97534722222221,-37.36804861111111,-16.940451388888874,23.607298611111105,44.03489583333334,AWAY_FROM_OBSERVATION,2.0813988095238187,-14.938479166666696,21.42058035714288,17.019877976190514,19.339181547619063,AWAY_FROM_OBSERVATION
CESM2,RAINY,R99p,-36.02638888888889,-18.146670138888894,2.0143402777777766,17.879718749999995,38.040729166666665,AWAY_FROM_OBSERVATION,7.388690476190476,-9.271721726190478,-0.5360565476190473,16.660412202380954,7.924747023809523,TOWARD_OBSERVATION
CESM2,RAINY,CWD,-1.7743055555555571,1.2395833333333357,-0.6215277777777786,3.013888888888893,1.1527777777777786,TOWARD_OBSERVATION,0.828869047619051,6.822916666666668,4.025297619047624,5.994047619047617,3.196428571428573,TOWARD_OBSERVATION
CESM2,RAINY,CDD,1.322916666666666,3.7916666666666714,0.6145833333333339,2.4687500000000053,0.7083333333333321,TOWARD_OBSERVATION,0.20982142857142883,-1.5892857142857117,-2.1235119047619033,1.7991071428571406,2.333333333333332,AWAY_FROM_OBSERVATION
