source_type,model,season_type,variable,anom_el_nino,anom_la_nina,asymmetry_sum_anom,asymmetry_pct,p_val_el_vs_la,significant_asymmetry_p05,low_n_flag
QDM_CMIP6,CESM2,HOT_DRY,CDD,-4.635416666666671,-5.7013888888889,-10.336805555555571,-16.899409627611288,0.8469967641740412,False,False
RAW_CMIP6,CanESM5,RAINY,PRCPTOT,-61.359125000000176,-55.85412500000007,-117.21325000000024,-12.007617111293417,1.0,False,False
RAW_CMIP6,CanESM5,RAINY,Rx1day,5.5747638888888815,-0.39336309523809376,5.181400793650788,8.736164211756694,0.8356643356643356,False,False
RAW_CMIP6,CanESM5,RAINY,Rx5day,14.894958333333307,-5.249636904761886,9.645321428571421,8.384158795547654,0.5337995337995338,False,False
RAW_CMIP6,CanESM5,RAINY,SDII,-0.45912218976971886,-0.6182767631436139,-1.0773989529133328,-12.28624467144155,0.8356643356643356,False,False
RAW_CMIP6,CanESM5,RAINY,R95p,-2.114829861111076,25.111376488095203,22.996546626984127,13.597617227555967,0.9452214452214451,False,False
RAW_CMIP6,CanESM5,RAINY,R99p,22.61887847222222,18.35601934523808,40.9748978174603,61.22398453514947,1.0,False,False
RAW_CMIP6,CanESM5,RAINY,CWD,-2.8749999999999964,-3.7083333333333357,-6.583333333333332,-28.163992869875216,0.6678058142504256,False,False
RAW_CMIP6,CanESM5,RAINY,CDD,1.3611111111111125,3.2976190476190492,4.658730158730162,39.6487673083418,0.7741896501187719,False,False
RAW_CMIP6,CanESM5,HOT_DRY,PRCPTOT,-77.61179166666665,-28.781000000000034,-106.39279166666668,-38.22653450950968,0.1568627450980392,False,False
RAW_CMIP6,CanESM5,HOT_DRY,Rx1day,-6.781666666666668,-3.884986111111111,-10.666652777777779,-51.31313009833025,0.9699293482575216,False,False
RAW_CMIP6,CanESM5,HOT_DRY,Rx5day,-19.47933333333333,-6.223194444444445,-25.702527777777775,-49.11178094435872,0.5208065412399778,False,False
RAW_CMIP6,CanESM5,HOT_DRY,SDII,-0.6227076873906876,-0.22687748281060305,-0.8495851702012907,-25.441032144617914,0.6238787012780821,False,False
RAW_CMIP6,CanESM5,HOT_DRY,R95p,-8.310250000000002,0.6314062499999977,-7.678843750000004,-57.8540669462175,0.8145487507042003,False,False
RAW_CMIP6,CanESM5,HOT_DRY,R99p,-3.372760416666667,0.5980555555555558,-2.774704861111111,-62.89144091180253,0.9242203280316527,False,False
RAW_CMIP6,CanESM5,HOT_DRY,CWD,-10.791666666666664,-6.166666666666666,-16.95833333333333,-86.59574468085106,0.033664459553397474,True,False
RAW_CMIP6,CanESM5,HOT_DRY,CDD,4.25,4.9722222222222285,9.222222222222229,26.99186991869921,0.8506311026434865,False,False
QDM_CMIP6,CanESM5,RAINY,PRCPTOT,-57.26885416666664,-56.48284226190469,-113.75169642857134,-13.378707782068572,0.9452214452214451,False,False
QDM_CMIP6,CanESM5,RAINY,Rx1day,7.559826388888894,4.773497023809533,12.333323412698427,26.642462981101588,0.6282051282051282,False,False
QDM_CMIP6,CanESM5,RAINY,Rx5day,5.124097222222247,-2.8270535714285643,2.2970436507936824,2.0635874258257347,0.5337995337995338,False,False
QDM_CMIP6,CanESM5,RAINY,SDII,-0.19262823273097673,0.2183315139774198,0.025703281246443055,0.2872303503476195,0.5337995337995338,False,False
QDM_CMIP6,CanESM5,RAINY,R95p,-17.915868055555535,0.7040922619047763,-17.21177579365076,-12.77514198052778,1.0,False,False
QDM_CMIP6,CanESM5,RAINY,R99p,20.07142361111112,10.24322916666667,30.314652777777788,169.7576701490768,0.8293986370624102,False,False
QDM_CMIP6,CanESM5,RAINY,CWD,1.0416666666666714,-1.6607142857142847,-0.6190476190476133,-2.6769626769626518,0.6282051282051282,False,False
QDM_CMIP6,CanESM5,RAINY,CDD,1.7083333333333357,5.190476190476193,6.898809523809529,59.98964803312634,0.8356643356643356,False,False
QDM_CMIP6,CanESM5,HOT_DRY,PRCPTOT,-45.3228125,-50.40194444444447,-95.72475694444447,-36.664357915942865,1.0,False,False
QDM_CMIP6,CanESM5,HOT_DRY,Rx1day,-2.7064583333333374,-11.280659722222229,-13.987118055555566,-32.981274567356635,0.1568627450980392,False,False
QDM_CMIP6,CanESM5,HOT_DRY,Rx5day,2.4437499999999943,-15.381250000000001,-12.937500000000007,-16.406912567800717,0.3053901722632373,False,False
QDM_CMIP6,CanESM5,HOT_DRY,SDII,1.3083304795429296,-1.1785012063578,0.1298292731851296,1.4222766381221328,0.06909581646423751,False,False
QDM_CMIP6,CanESM5,HOT_DRY,R95p,2.102812500000006,-18.819513888888885,-16.71670138888888,-32.31451277301221,0.18799380078444472,False,False
QDM_CMIP6,CanESM5,HOT_DRY,R99p,-1.3258333333333319,-7.256805555555557,-8.582638888888889,-46.631576961533376,0.3314499666551759,False,False
QDM_CMIP6,CanESM5,HOT_DRY,CWD,-1.416666666666666,-1.2361111111111098,-2.652777777777776,-38.35341365461845,0.9077302642387601,False,False
