source_type,model,season_type,variable,n_el_nino,n_la_nina,n_neutral,mean_el_nino,mean_la_nina,mean_neutral,anom_el_nino,anom_la_nina,pct_change_el_nino,pct_change_la_nina,mwu_stat_el_vs_neu,p_val_el_vs_neu,mwu_stat_la_vs_neu,p_val_la_vs_neu,mwu_stat_el_vs_la,p_val_el_vs_la,low_n_flag
RAW_CMIP6,CanESM5,RAINY,SDII,6,7,8,8.310025598876111,8.150871025502216,8.76914778864583,-0.45912218976971886,-0.6182767631436139,-5.23565346183564,-7.050591209605909,17.0,0.4135864135864136,25.0,0.778865578865579,19.0,0.8356643356643356,False
RAW_CMIP6,CanESM5,RAINY,R95p,6,7,8,167.00705555555558,194.23326190476186,169.12188541666666,-2.114829861111076,25.111376488095203,-1.2504767528464789,14.848093980402446,20.0,0.662004662004662,24.0,0.6943278943278944,20.0,0.9452214452214451,False
RAW_CMIP6,CanESM5,RAINY,R99p,6,7,8,89.54509722222222,85.28223809523809,66.92621875,22.61887847222222,18.35601934523808,33.796737503898235,27.427247031251234,23.0,0.9497169497169498,28.0,1.0,21.0,1.0,False
RAW_CMIP6,CanESM5,RAINY,CWD,6,7,8,20.500000000000004,19.666666666666664,23.375,-2.8749999999999964,-3.7083333333333357,-12.299465240641696,-15.864527629233521,20.0,0.662004662004662,21.0,0.46340326340326343,24.5,0.6678058142504256,False
RAW_CMIP6,CanESM5,RAINY,CDD,6,7,8,13.111111111111112,15.04761904761905,11.75,1.3611111111111125,3.2976190476190492,11.583924349881809,28.064842958459995,32.0,0.33132238473772146,38.5,0.24419041319919899,18.5,0.7741896501187719,False
RAW_CMIP6,CanESM5,HOT_DRY,PRCPTOT,8,12,8,200.71004166666665,249.54083333333327,278.3218333333333,-77.61179166666665,-28.781000000000034,-27.885628208590653,-10.340906300919034,6.0,0.004662004662004662,34.0,0.3053901722632373,29.0,0.1568627450980392,False
RAW_CMIP6,CanESM5,HOT_DRY,Rx1day,8,12,8,14.005708333333333,16.90238888888889,20.787375,-6.781666666666668,-3.884986111111111,-32.62396847445465,-18.689161623875602,27.0,0.6453768453768453,43.0,0.7344923394458999,47.0,0.9699293482575216,False
RAW_CMIP6,CanESM5,HOT_DRY,Rx5day,8,12,8,32.85541666666667,46.111555555555555,52.33475,-19.47933333333333,-6.223194444444445,-37.22064848563016,-11.891132458728562,17.0,0.13038073038073036,36.0,0.3837421608319441,39.0,0.5208065412399778,False
RAW_CMIP6,CanESM5,HOT_DRY,SDII,8,12,8,2.716721174504059,3.1125513790841435,3.3394288618947465,-0.6227076873906876,-0.22687748281060305,-18.64713138513667,-6.793900759481245,15.0,0.08298368298368297,37.0,0.42686353893784235,41.0,0.6238787012780821,False
RAW_CMIP6,CanESM5,HOT_DRY,R95p,8,12,8,4.96253125,13.904187499999999,13.272781250000001,-8.310250000000002,0.6314062499999977,-62.61121797663923,4.757151030421734,23.5,0.39732141903557106,39.5,0.5355561233584674,44.5,0.8145487507042003,False
