season_type,climate_year,enso_phase,station,PRCPTOT,Rx1day,Rx5day,SDII,R95p,R99p,CWD,CDD,source_type,model
RAINY,1981,NEUTRAL,500001,425.0,82.2,111.4,10.028571428571427,127.5,82.2,13,32,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500002,1097.5,108.2,169.3,24.388888888888893,346.4,195.0,6,19,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500003,1068.5,157.0,193.5,15.150000000000004,355.4,157.0,5,9,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500004,1047.8000000000002,87.5,123.0,21.379591836734694,473.0,164.9,4,12,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500005,1026.1999999999998,38.6,78.5,5.864942528735633,223.39999999999998,38.6,150,4,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500006,1020.1000000000001,36.3,75.0,5.799999999999999,202.0,0.0,151,4,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500007,876.0999999999999,30.2,60.3,5.188023952095809,104.0,0.0,55,4,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500008,1006.9,17.6,56.7,5.7477011494252865,154.29999999999998,0.0,92,4,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500009,917.5999999999999,43.4,68.3,5.2379310344827585,107.39999999999999,65.0,92,4,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500201,705.0999999999999,48.1,92.39999999999999,9.232,90.2,0.0,13,14,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500202,668.4000000000001,76.6,106.1,8.630263157894735,139.1,0.0,6,12,OBSERVED,OBSERVED
RAINY,1981,NEUTRAL,500301,1023.8,62.0,130.8,12.079761904761906,274.4,0.0,10,9,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500001,220.39999999999998,61.1,114.4,16.953846153846154,112.9,0.0,7,157,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500002,302.5,141.4,141.4,50.416666666666664,260.6,141.4,2,115,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500003,346.4,91.2,134.9,18.057894736842105,91.2,91.2,4,68,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500004,307.69999999999993,74.5,106.5,17.044444444444448,74.5,74.5,3,68,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500005,314.19999999999993,30.3,64.30000000000001,5.412962962962963,70.5,0.0,14,35,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500006,315.3,26.5,61.199999999999996,5.255357142857143,46.7,0.0,14,35,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500007,403.69999999999993,44.7,109.10000000000001,8.157446808510638,157.70000000000002,44.7,13,73,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500008,335.0,28.0,70.6,4.689705882352942,91.9,73.7,18,61,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500009,305.80000000000007,18.6,55.900000000000006,4.910344827586208,117.10000000000001,0.0,14,66,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500201,511.40000000000003,78.8,190.9,22.113043478260867,242.9,0.0,3,85,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500202,575.2,176.0,196.7,24.88695652173913,403.4,275.3,6,80,OBSERVED,OBSERVED
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500301,512.5999999999999,82.7,213.1,15.965625000000001,252.4,82.7,6,80,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500001,495.1,33.5,58.1,10.53404255319149,0.0,0.0,4,20,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500002,802.5999999999999,97.1,156.6,17.83555555555556,295.70000000000005,250.0,9,25,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500003,749.8,42.0,134.2,10.477464788732394,0.0,0.0,7,9,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500004,658.9,49.8,110.9,14.965909090909088,49.8,0.0,4,20,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500005,854.6,26.9,70.1,5.083734939759037,46.7,0.0,41,4,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500006,869.1999999999998,24.8,69.5,5.092307692307692,24.8,0.0,41,4,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500007,813.0000000000001,22.9,52.1,5.078343949044587,22.9,0.0,31,5,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500008,916.8999999999999,20.2,67.69999999999999,5.260693641618497,111.4,20.2,74,3,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500009,844.2,18.2,65.8,4.967261904761905,110.2,0.0,42,3,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500201,707.7,44.1,72.80000000000001,8.277380952380954,44.1,0.0,8,8,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500202,419.20000000000005,33.0,46.3,6.0552238805970156,0.0,0.0,7,8,OBSERVED,OBSERVED
RAINY,1982,EL_NINO,500301,741.9000000000001,59.8,114.3,10.01232876712329,201.8,0.0,8,10,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500001,65.1,39.7,39.7,32.55,0.0,0.0,1,167,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500002,54.099999999999994,22.8,28.3,9.016666666666666,0.0,0.0,2,125,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500003,15.3,9.3,10.100000000000001,5.5,0.0,0.0,1,87,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500004,18.4,13.8,18.4,9.2,0.0,0.0,2,169,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500005,75.8,6.3,10.2,2.134782608695652,0.0,0.0,5,86,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500006,80.0,5.6,11.4,2.115384615384616,0.0,0.0,8,59,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500007,108.1,15.0,35.0,3.8045454545454547,0.0,0.0,5,43,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500008,113.7,10.7,23.5,2.454054054054054,0.0,0.0,10,43,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500009,91.4,8.2,12.1,2.313793103448276,0.0,0.0,8,43,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500201,138.6,29.4,65.2,8.366666666666667,0.0,0.0,3,85,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500202,118.9,26.8,62.1,8.23076923076923,0.0,0.0,5,93,OBSERVED,OBSERVED
HOT_DRY,1982,EL_NINO,500301,132.5,50.2,88.4,10.98181818181818,50.2,0.0,3,105,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500001,684.6,64.6,78.19999999999999,16.697560975609758,119.69999999999999,0.0,6,16,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500002,1091.9,118.5,145.9,18.798275862068966,474.5999999999999,198.9,5,15,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500003,986.7999999999998,45.2,110.5,11.52470588235294,88.7,0.0,10,13,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500004,912.9,89.3,168.1,14.687096774193547,192.5,89.3,3,10,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500005,1074.1,33.6,87.1,6.507361963190184,191.60000000000002,0.0,55,5,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500006,1082.9,28.7,85.7,6.45421686746988,160.29999999999998,0.0,55,4,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500007,872.0000000000001,31.1,62.30000000000001,5.36,76.80000000000001,0.0,55,5,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500008,1157.0,26.9,87.70000000000002,6.509039548022599,259.7,90.6,122,3,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500009,1074.8,23.6,81.3,6.333333333333333,205.4,23.6,63,4,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500201,563.3,52.2,78.70000000000002,7.785714285714286,52.2,0.0,9,15,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500202,740.0,45.8,89.9,9.772972972972974,90.8,0.0,9,9,OBSERVED,OBSERVED
RAINY,1983,TRANSITION_UNCLASSIFIED,500301,943.1,72.7,178.2,11.163855421686748,164.4,0.0,9,12,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500001,41.900000000000006,17.5,21.6,5.985714285714287,0.0,0.0,3,86,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500002,151.89999999999998,21.5,33.0,10.799999999999999,0.0,0.0,2,99,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500003,228.39999999999998,76.3,100.8,12.611111111111109,76.3,0.0,3,52,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500004,136.0,30.9,50.4,10.461538461538462,0.0,0.0,2,85,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500005,232.7,14.8,43.60000000000001,3.825925925925926,0.0,0.0,15,23,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500006,241.90000000000003,14.9,45.9,3.858928571428571,0.0,0.0,15,23,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500007,347.8,25.1,77.2,6.768750000000001,90.0,0.0,15,38,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500008,288.7,16.8,56.9,4.291666666666666,58.8,0.0,15,23,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500009,241.4,14.0,47.599999999999994,3.8249999999999997,27.8,0.0,15,23,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500201,455.0,48.5,126.89999999999999,16.142857142857142,90.6,0.0,14,40,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500202,482.6,88.5,226.39999999999998,20.9,300.1,0.0,14,47,OBSERVED,OBSERVED
HOT_DRY,1983,LA_NINA,500301,335.5,66.9,131.7,15.181818181818182,66.9,0.0,6,47,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500001,644.7,45.0,100.5,14.993023255813954,173.1,0.0,4,22,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500002,1266.8,71.9,135.0,15.639506172839509,412.5,71.9,13,13,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500003,901.3999999999999,52.3,116.5,10.76144578313253,101.6,0.0,9,11,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500004,856.3,56.8,122.6,12.780597014925375,106.8,0.0,17,16,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500005,914.4000000000001,22.9,72.5,5.453012048192772,44.599999999999994,0.0,50,5,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500006,914.5999999999999,19.9,67.6,5.422155688622754,39.099999999999994,0.0,50,5,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500007,744.2,18.0,43.300000000000004,4.726623376623376,0.0,0.0,26,11,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500008,925.8,21.7,68.1,5.215819209039547,111.60000000000001,21.7,97,4,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500009,876.5,16.7,51.8,5.085380116959064,61.3,0.0,75,5,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500201,526.0,32.6,59.50000000000001,8.824137931034482,0.0,0.0,5,14,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500202,572.6000000000001,47.6,74.8,8.901587301587302,47.6,0.0,11,13,OBSERVED,OBSERVED
RAINY,1984,TRANSITION_UNCLASSIFIED,500301,832.0999999999999,60.7,131.10000000000002,11.888405797101449,60.7,0.0,6,10,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500001,39.300000000000004,35.7,35.7,19.650000000000002,0.0,0.0,1,167,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500002,205.3,50.9,72.6,12.041176470588237,50.9,0.0,3,64,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500003,176.8,60.7,73.6,17.139999999999997,106.2,0.0,1,130,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500004,173.89999999999998,93.5,97.3,21.737499999999997,93.5,93.5,2,85,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500005,182.40000000000003,39.0,50.699999999999996,4.1194444444444445,39.0,39.0,10,33,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500006,181.9,34.2,46.5,3.8947368421052633,34.2,0.0,10,33,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500007,165.39999999999998,16.4,26.199999999999996,4.1454545454545455,0.0,0.0,11,27,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500008,189.1,13.4,28.099999999999998,3.2893617021276595,13.4,0.0,10,31,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500009,162.89999999999998,13.2,30.7,3.2525000000000004,0.0,0.0,11,33,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500201,146.40000000000003,32.7,46.5,9.024999999999999,0.0,0.0,2,30,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500202,98.10000000000001,30.5,34.1,9.65,0.0,0.0,2,65,OBSERVED,OBSERVED
HOT_DRY,1984,LA_NINA,500301,111.5,32.9,35.9,7.871428571428572,0.0,0.0,3,69,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500001,566.8,66.5,69.69999999999999,11.088235294117647,121.5,0.0,5,19,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500002,1223.5,115.4,146.5,14.473809523809523,407.90000000000003,115.4,10,15,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500003,864.3,50.3,94.80000000000001,10.965384615384615,225.8,0.0,6,9,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500004,964.5,58.6,94.7,12.208860759493671,339.8,0.0,8,13,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500005,1017.1000000000001,28.9,61.7,5.808620689655172,159.59999999999997,0.0,74,3,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500006,1019.6,26.4,58.599999999999994,5.793142857142856,89.60000000000001,0.0,74,3,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500007,966.3000000000001,53.5,76.89999999999999,5.785454545454545,186.0,94.5,51,3,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500008,983.4000000000001,26.0,76.4,5.528248587570621,170.6,46.6,74,2,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500009,929.9000000000001,18.7,64.8,5.256818181818182,154.10000000000002,0.0,74,3,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500201,937.9,98.4,119.2,11.016666666666666,238.5,98.4,9,8,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500202,928.2,70.4,128.7,12.047368421052632,234.8,0.0,8,8,OBSERVED,OBSERVED
RAINY,1985,TRANSITION_UNCLASSIFIED,500301,750.5,47.9,91.39999999999999,8.99390243902439,47.9,0.0,8,11,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500001,254.89999999999998,53.7,101.6,14.994117647058824,53.7,0.0,6,135,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500002,337.79999999999995,68.9,123.9,22.35333333333333,176.4,68.9,4,138,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500003,260.4,47.8,116.0,15.270588235294115,47.8,0.0,5,136,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500004,296.8,74.2,119.39999999999999,13.490909090909092,74.2,0.0,6,136,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500005,246.59999999999997,30.4,70.5,5.2372093023255815,30.4,0.0,9,72,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500006,242.2,26.4,66.69999999999999,5.011363636363637,26.4,0.0,9,72,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500007,262.20000000000005,26.4,69.3,7.082352941176471,98.10000000000001,0.0,8,87,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500008,204.20000000000002,19.8,45.800000000000004,3.473584905660377,19.8,19.8,16,92,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500009,219.20000000000002,16.6,56.5,4.368888888888889,32.5,0.0,13,63,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500201,312.3,50.7,135.8,20.63333333333334,144.4,0.0,4,87,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500202,213.79999999999998,46.6,85.1,17.8,46.6,0.0,4,127,OBSERVED,OBSERVED
HOT_DRY,1985,NEUTRAL,500301,160.8,45.2,65.8,10.0,45.2,0.0,5,127,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500001,862.2,41.7,104.30000000000001,9.542696629213484,41.7,0.0,16,27,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500002,946.1,109.5,171.5,15.918644067796611,291.2,109.5,8,10,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500003,827.6,51.8,83.00000000000001,12.683076923076925,101.6,0.0,7,16,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500004,1022.3,65.8,139.5,15.727692307692307,400.79999999999995,0.0,7,13,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500005,1061.3,42.0,106.0,6.266071428571429,231.29999999999998,42.0,37,5,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500006,1063.8,46.1,110.0,6.276190476190477,187.90000000000003,46.1,37,5,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500007,1036.5,115.6,165.8,6.580000000000001,353.3,193.8,28,5,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500008,1010.1,68.0,134.0,5.713068181818182,209.39999999999998,140.4,109,2,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500009,990.1,48.8,104.8,5.774117647058825,222.29999999999998,75.19999999999999,45,3,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500201,1062.7,197.3,243.29999999999998,15.433823529411768,458.5,353.9,8,10,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500202,730.0999999999999,225.3,272.1,12.764285714285714,225.3,225.3,5,13,OBSERVED,OBSERVED
RAINY,1986,TRANSITION_UNCLASSIFIED,500301,763.0999999999999,188.0,256.4,13.170175438596493,416.0,271.7,7,19,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500001,93.5,18.6,30.700000000000003,10.38888888888889,0.0,0.0,1,103,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500002,158.70000000000005,70.0,70.0,19.5125,70.0,70.0,3,61,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500003,152.10000000000002,39.1,51.4,8.752941176470587,0.0,0.0,4,43,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500004,184.5,46.9,68.4,10.85294117647059,46.9,0.0,3,61,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500005,176.1,19.9,38.3,3.6975000000000002,19.9,0.0,6,24,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500006,175.2,17.5,35.599999999999994,3.6449999999999996,0.0,0.0,6,24,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500007,185.70000000000005,29.2,60.9,5.103125,56.8,0.0,5,38,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500008,166.8,6.8,19.299999999999997,2.86734693877551,0.0,0.0,6,33,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500009,155.0,9.9,21.6,3.045238095238095,0.0,0.0,6,24,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500201,213.59999999999997,58.3,118.1,16.323076923076922,114.1,0.0,4,86,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500202,198.1,40.8,56.6,12.34375,0.0,0.0,3,86,OBSERVED,OBSERVED
HOT_DRY,1986,EL_NINO,500301,122.5,24.6,32.3,6.738888888888889,0.0,0.0,5,86,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500001,886.5,72.6,108.0,22.1625,244.7,0.0,5,24,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500002,986.4,113.7,184.5,13.840845070422535,322.5,113.7,5,19,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500003,1083.0,64.5,126.69999999999999,16.284848484848485,512.1,0.0,4,10,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500004,1022.5999999999999,61.9,118.6,17.04333333333333,412.2,0.0,6,12,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500005,948.3,32.1,80.4,5.9557692307692305,227.4,0.0,25,3,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500006,938.4000000000001,29.8,77.0,5.73167701863354,210.20000000000002,0.0,47,3,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500007,787.2,41.9,73.6,5.5379562043795625,111.69999999999999,41.9,21,4,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500008,837.5,30.2,70.8,4.801734104046243,112.90000000000002,50.099999999999994,56,4,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500009,901.6999999999999,28.1,78.0,5.337125748502993,303.9,80.2,47,4,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500201,597.8,84.1,137.1,11.298076923076923,84.1,0.0,5,24,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500202,469.9,52.5,67.3,8.788461538461537,52.5,0.0,3,21,OBSERVED,OBSERVED
RAINY,1987,EL_NINO,500301,411.4,37.1,55.800000000000004,7.052631578947368,0.0,0.0,6,20,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500001,172.39999999999998,40.0,60.1,19.15555555555555,0.0,0.0,3,101,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500002,275.7,65.3,78.3,18.306666666666665,113.0,0.0,4,100,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500003,341.59999999999997,41.4,82.8,14.852173913043476,0.0,0.0,5,95,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500004,255.7,71.2,104.0,17.046666666666667,135.60000000000002,0.0,3,101,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500005,338.30000000000007,29.5,82.8,5.8415094339622655,85.1,0.0,15,57,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500006,350.1,31.3,83.8,5.829090909090909,80.30000000000001,0.0,15,57,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500007,641.3,118.3,209.8,12.309999999999997,427.30000000000007,199.3,15,64,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500008,358.5,31.1,65.2,5.021538461538461,80.50000000000001,53.7,16,40,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500009,323.8,16.8,54.300000000000004,4.857377049180329,45.900000000000006,0.0,15,40,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500201,1002.5,240.1,399.8,28.437142857142856,626.5,240.1,12,70,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500202,686.9,119.8,282.6,21.225,380.0999999999999,119.8,10,71,OBSERVED,OBSERVED
HOT_DRY,1987,TRANSITION_UNCLASSIFIED,500301,546.1,137.1,208.4,17.338709677419356,305.3,245.8,7,58,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500001,931.2,130.0,151.0,20.243478260869562,227.2,130.0,4,21,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500002,1225.0,114.3,209.7,17.16901408450704,506.59999999999997,196.5,7,15,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500003,975.1999999999999,108.0,181.5,12.442307692307692,293.7,108.0,8,8,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500004,722.5,74.7,126.10000000000001,11.2890625,121.80000000000001,74.7,8,10,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500005,992.9000000000001,37.5,82.2,5.830177514792899,80.6,37.5,68,4,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500006,1012.0,34.4,78.4,5.910588235294117,96.9,0.0,68,4,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500007,873.3,37.0,87.1,5.2339393939393934,125.80000000000001,0.0,33,3,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500008,1154.9,29.2,96.0,6.638728323699422,262.29999999999995,78.2,116,3,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500009,1097.6,44.4,85.1,6.380116959064328,261.2,66.7,70,4,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500201,597.5,57.5,112.7,9.043076923076924,103.1,0.0,5,12,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500202,992.6,103.5,166.9,14.454411764705881,389.1,103.5,5,9,OBSERVED,OBSERVED
RAINY,1988,LA_NINA,500301,1093.4,83.4,135.39999999999998,13.544999999999998,330.5,163.7,6,13,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500001,72.2,30.2,52.2,14.440000000000001,0.0,0.0,2,156,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500002,79.9,22.6,44.0,11.299999999999999,0.0,0.0,3,129,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500003,153.4,34.0,53.8,13.809090909090912,0.0,0.0,4,129,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500004,45.3,19.9,35.0,7.550000000000001,0.0,0.0,3,96,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500005,150.1,19.7,35.6,3.141025641025641,19.7,0.0,7,59,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500006,161.1,22.3,39.7,3.358974358974359,22.3,0.0,7,59,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500007,302.6,90.6,110.5,7.591891891891891,133.2,133.2,6,51,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500008,184.0,14.4,51.300000000000004,3.1244897959183673,14.4,0.0,7,20,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500009,164.5,10.8,37.6,3.238095238095238,0.0,0.0,6,57,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500201,454.0,181.9,201.8,32.24285714285714,269.1,269.1,3,51,OBSERVED,OBSERVED
HOT_DRY,1988,LA_NINA,500202,115.7,52.8,54.9,11.399999999999999,52.8,0.0,2,58,OBSERVED,OBSERVED
