season_type,climate_year,enso_phase,station,PRCPTOT,Rx1day,Rx5day,SDII,R95p,R99p,CWD,CDD,source_type,model
HOT_DRY,2008,LA_NINA,500002,246.86,18.68,52.480000000000004,5.946585365853658,0.0,0.0,7,30,QDM_CMIP6,CanESM5
HOT_DRY,2008,LA_NINA,500003,360.01,86.36,151.67000000000002,14.91125,86.36,86.36,3,37,QDM_CMIP6,CanESM5
HOT_DRY,2008,LA_NINA,500004,223.83999999999997,20.68,49.8,6.507058823529412,0.0,0.0,7,31,QDM_CMIP6,CanESM5
HOT_DRY,2008,LA_NINA,500005,264.28000000000003,15.8,50.910000000000004,4.497454545454545,0.0,0.0,7,27,QDM_CMIP6,CanESM5
HOT_DRY,2008,LA_NINA,500006,291.88000000000005,17.07,54.52,4.982727272727273,0.0,0.0,7,27,QDM_CMIP6,CanESM5
HOT_DRY,2008,LA_NINA,500007,316.15999999999997,23.96,75.36,5.425999999999999,44.269999999999996,0.0,7,18,QDM_CMIP6,CanESM5
HOT_DRY,2008,LA_NINA,500008,235.05,10.09,35.53,3.0786956521739133,0.0,0.0,11,18,QDM_CMIP6,CanESM5
HOT_DRY,2008,LA_NINA,500009,268.84000000000003,11.56,34.49,3.4657746478873235,0.0,0.0,10,33,QDM_CMIP6,CanESM5
HOT_DRY,2008,LA_NINA,500201,410.53,57.77,142.18,15.06777777777778,102.88,0.0,5,35,QDM_CMIP6,CanESM5
HOT_DRY,2008,LA_NINA,500202,358.01000000000005,57.54,144.72,14.2356,112.66,0.0,5,37,QDM_CMIP6,CanESM5
HOT_DRY,2008,LA_NINA,500301,216.68,32.66,80.44999999999999,8.230384615384615,0.0,0.0,5,48,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500001,400.56,69.38,205.2,12.4365625,130.35999999999999,0.0,10,22,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500002,618.97,53.87,101.46000000000001,9.90290322580645,53.87,0.0,9,16,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500003,417.83,65.15,197.18,12.597878787878786,122.64000000000001,0.0,10,22,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500004,448.56999999999994,44.26,91.17,10.155454545454546,44.26,0.0,9,22,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500005,602.48,24.02,65.93,4.614645669291338,45.29,0.0,18,5,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500006,639.0799999999999,21.16,63.800000000000004,4.698880597014925,40.980000000000004,0.0,18,5,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500007,573.18,19.68,51.43000000000001,4.060218978102189,19.68,0.0,18,5,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500008,773.5799999999999,15.52,50.11,4.323988764044945,29.73,0.0,100,1,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500009,654.22,22.92,82.01,4.06031847133758,58.57,22.92,45,4,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500201,338.81,35.24,63.19,7.210869565217393,0.0,0.0,6,21,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500202,315.88,47.39,139.32999999999998,9.156176470588235,47.39,0.0,10,30,QDM_CMIP6,CanESM5
RAINY,2009,EL_NINO,500301,387.6600000000001,34.69,72.05,7.3059615384615375,0.0,0.0,9,20,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500001,372.49,109.63,253.28,28.58846153846154,253.28000000000003,189.17000000000002,4,130,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500002,428.35,124.67,302.3,32.824615384615385,347.47,201.21,5,140,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500003,410.84000000000003,95.55,243.81,29.303571428571427,243.81,174.72,4,130,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500004,412.36,131.93,308.17,34.28416666666667,351.69,209.63,5,144,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500005,213.08999999999997,38.32,103.56,6.4548387096774205,65.43,38.32,6,112,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500006,239.70000000000002,45.0,121.33999999999999,7.574,141.38,45.0,5,112,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500007,221.96,37.21,100.39,6.49375,82.19,0.0,6,95,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500008,194.48,23.74,68.52999999999999,4.0269767441860465,67.96,23.74,8,94,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500009,222.45000000000002,27.39,72.02,4.596666666666667,66.24000000000001,27.39,5,69,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500201,365.86999999999995,106.65,269.3,33.21545454545455,269.3,106.65,4,140,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500202,386.44000000000005,117.22,255.84,25.756000000000004,255.83999999999997,117.22,3,99,QDM_CMIP6,CanESM5
HOT_DRY,2009,EL_NINO,500301,310.25,97.31,230.46,25.8075,157.19,97.31,4,140,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500001,88.09000000000002,37.3,59.129999999999995,8.723,0.0,0.0,2,84,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500002,278.87,137.03,191.01,14.30684210526316,137.03,137.03,3,41,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500003,93.61999999999999,36.14,58.65,8.33090909090909,0.0,0.0,2,84,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500004,238.58,143.32,193.08999999999997,23.713,143.32,143.32,3,76,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500005,357.4,63.97,101.8,3.51304347826087,84.85,63.97,12,18,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500006,386.33,56.03,92.89,3.6171428571428574,75.52,56.03,12,18,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500007,352.48,45.81,75.68,2.9350909090909085,45.81,45.81,29,18,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500008,580.2099999999999,33.96,64.72000000000001,3.2220111731843577,47.980000000000004,33.96,121,2,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500009,544.56,15.7,36.529999999999994,3.2440243902439025,15.7,0.0,59,6,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500201,190.24000000000004,119.48,155.54000000000002,20.547777777777778,119.48,119.48,3,76,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500202,94.49000000000001,25.19,40.160000000000004,6.793846153846156,0.0,0.0,4,84,QDM_CMIP6,CanESM5
RAINY,2010,LA_NINA,500301,208.86,121.22,161.38,16.78666666666667,121.22,121.22,3,76,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500001,45.22,14.9,14.9,8.968,0.0,0.0,2,95,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500002,170.67,34.57,61.6,7.636363636363637,0.0,0.0,6,44,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500003,63.64999999999999,20.87,21.44,10.513333333333334,0.0,0.0,2,95,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500004,134.94,32.33,52.66,8.236875000000001,0.0,0.0,5,44,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500005,134.4,13.93,33.24,3.6241176470588234,0.0,0.0,7,25,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500006,158.56,16.23,38.410000000000004,4.149444444444445,0.0,0.0,7,25,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500007,138.09,13.47,32.06,3.6897058823529414,0.0,0.0,7,25,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500008,135.86,10.06,27.599999999999998,2.958108108108108,0.0,0.0,7,21,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500009,109.86000000000001,8.17,18.04,2.4451515151515153,0.0,0.0,6,23,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500201,116.8,27.41,42.540000000000006,11.299,0.0,0.0,2,47,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500202,60.23,26.75,29.69,9.878333333333332,0.0,0.0,2,95,QDM_CMIP6,CanESM5
HOT_DRY,2010,LA_NINA,500301,87.39999999999998,23.61,37.83,8.545,0.0,0.0,2,72,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500001,527.51,45.94,91.17,11.875909090909088,45.94,0.0,6,25,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500002,860.8399999999999,38.29,84.60000000000001,10.30277108433735,0.0,0.0,12,10,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500003,535.89,50.89,99.45,11.545869565217389,94.42,0.0,5,20,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500004,663.0699999999999,40.93,81.25999999999999,11.016833333333333,81.24000000000001,0.0,6,20,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500005,781.5699999999999,23.9,61.67999999999999,5.838257575757575,112.62,0.0,17,7,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500006,812.64,21.95,60.519999999999996,5.914338235294117,104.13,0.0,17,6,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500007,709.3899999999999,18.52,48.43,5.059130434782609,18.52,0.0,17,7,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500008,897.52,18.53,57.21,5.275416666666667,142.37000000000003,0.0,62,3,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500009,762.47,22.7,61.67,4.823246753246753,104.42999999999999,22.7,37,4,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500201,479.69,29.98,48.25,7.018507462686567,0.0,0.0,6,20,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500202,482.40999999999997,84.26,160.57,11.014651162790697,156.84,0.0,6,25,QDM_CMIP6,CanESM5
RAINY,2011,LA_NINA,500301,602.0,36.48,72.52000000000001,8.668382352941176,0.0,0.0,6,20,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500001,112.50000000000001,22.95,34.87,8.53,0.0,0.0,4,66,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500002,132.60999999999999,16.58,29.1,5.515217391304348,0.0,0.0,5,36,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500003,154.89999999999998,38.28,44.14,12.85,0.0,0.0,4,73,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500004,96.69,17.75,26.8,5.514705882352941,0.0,0.0,5,41,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500005,183.84,14.36,34.86,3.805,0.0,0.0,5,22,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500006,217.35,15.48,43.53,4.513720930232558,0.0,0.0,5,21,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500007,232.85000000000002,21.66,50.06999999999999,4.670888888888889,21.66,0.0,5,21,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500008,183.78999999999996,9.35,26.89,2.5764912280701755,0.0,0.0,7,19,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500009,198.15999999999997,10.54,33.03,2.8086666666666673,0.0,0.0,7,16,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500201,230.94,49.74,72.6,11.438,49.74,0.0,5,39,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500202,202.19,46.89,90.15,11.15611111111111,46.89,0.0,7,58,QDM_CMIP6,CanESM5
HOT_DRY,2011,LA_NINA,500301,121.98,28.14,41.11,7.444999999999999,0.0,0.0,5,50,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500001,497.99,63.34,80.60000000000001,10.24625,63.34,0.0,6,21,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500002,1117.6599999999999,45.77,149.87,10.802621359223302,89.46000000000001,0.0,10,8,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500003,543.46,59.64,95.16000000000001,10.382500000000002,106.91,0.0,6,21,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500004,808.3599999999999,44.67,116.21000000000001,11.114444444444445,44.67,0.0,7,12,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500005,888.3000000000001,25.23,72.97,6.21581560283688,87.13,0.0,19,3,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500006,913.38,23.22,67.99000000000001,6.237793103448276,62.05,0.0,19,3,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500007,800.78,18.87,61.15,5.367891156462584,18.87,0.0,19,3,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500008,965.8799999999999,16.95,52.76,5.504367816091954,102.65,0.0,52,2,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500009,800.47,21.6,49.12,4.6567058823529415,67.36,21.6,73,4,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500201,588.03,34.27,86.75,8.079154929577465,0.0,0.0,7,9,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500202,354.84,43.11,58.09,6.666923076923077,0.0,0.0,7,21,QDM_CMIP6,CanESM5
RAINY,2012,NEUTRAL,500301,672.09,36.58,84.43,8.109506172839506,0.0,0.0,7,8,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500001,309.4,101.98,166.5,21.915,221.81,101.98,2,109,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500002,425.82,76.39,101.45,13.162812500000001,118.41,76.39,4,59,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500003,452.73,174.4,268.41,25.070555555555558,320.93,268.41,4,109,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500004,440.15,103.52,133.22,16.811923076923076,196.16,103.52,3,87,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500005,325.25,51.62,74.47,5.593272727272728,71.78999999999999,51.62,8,47,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500006,358.08000000000004,56.96,81.27,6.110714285714286,78.84,56.96,8,45,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500007,396.09000000000003,82.19,116.5,6.749821428571429,113.21,82.19,8,47,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500008,278.62,27.19,43.45,3.6278571428571422,27.19,27.19,10,36,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500009,253.40999999999997,25.82,47.830000000000005,3.698032786885246,44.82,25.82,7,50,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500201,685.9099999999999,272.9,355.53,28.473749999999995,442.69,272.9,3,87,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500202,570.6400000000001,215.03,334.6,35.57625,501.54,432.42,2,76,QDM_CMIP6,CanESM5
HOT_DRY,2012,NEUTRAL,500301,470.30999999999995,174.79,221.44,18.7696,221.44,174.79,3,87,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500001,513.9200000000001,51.07,112.9,11.352,51.07,0.0,6,26,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500002,792.12,47.75,108.0,12.481587301587302,47.75,0.0,10,27,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500003,551.7,49.47,110.67999999999999,12.209333333333332,49.47,0.0,6,26,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500004,586.5899999999999,37.65,82.6,11.227115384615384,0.0,0.0,8,34,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500005,649.5600000000001,21.34,61.47999999999999,5.338487394957985,41.33,0.0,15,7,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500006,673.02,19.18,61.040000000000006,5.459504132231405,19.18,0.0,15,7,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500007,590.49,17.57,48.620000000000005,4.545634920634922,0.0,0.0,15,7,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500008,782.5500000000001,15.27,57.9,4.679575757575758,56.61,0.0,72,5,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500009,797.68,21.15,66.44,4.622982456140351,83.25,0.0,75,5,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500201,395.65,30.04,61.31999999999999,8.08625,0.0,0.0,8,27,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500202,355.59,34.48,74.77999999999999,7.42191489361702,0.0,0.0,6,16,QDM_CMIP6,CanESM5
RAINY,2013,NEUTRAL,500301,454.0,29.52,67.86,8.28814814814815,0.0,0.0,8,27,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500001,86.25999999999999,27.76,47.16,8.418999999999999,0.0,0.0,2,78,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500002,289.14,26.0,101.16,7.873333333333333,0.0,0.0,5,24,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500003,114.43,29.21,52.95,8.673076923076922,0.0,0.0,3,100,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500004,257.69000000000005,23.42,88.34,8.423666666666668,0.0,0.0,5,24,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500005,250.78999999999996,12.79,46.49,3.8989999999999996,0.0,0.0,9,19,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500006,291.92,13.76,53.959999999999994,4.35953125,0.0,0.0,9,19,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500007,274.78000000000003,19.16,44.83,4.0649999999999995,19.16,0.0,9,17,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500008,224.50000000000003,8.53,36.04,2.8991044776119406,0.0,0.0,12,17,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500009,197.2,8.76,25.130000000000003,2.7025,0.0,0.0,7,24,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500201,280.69,41.14,65.04,9.280000000000001,0.0,0.0,4,24,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500202,149.19000000000003,50.54,89.09,13.335454545454548,50.54,0.0,3,78,QDM_CMIP6,CanESM5
HOT_DRY,2013,NEUTRAL,500301,182.07999999999998,23.29,61.5,7.486250000000001,0.0,0.0,5,42,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500001,963.07,44.15,76.11000000000001,9.68060606060606,44.15,0.0,16,15,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500002,1283.3400000000001,63.62,125.22,11.652272727272727,107.38,0.0,12,10,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500003,1060.57,42.56,95.74,10.66131313131313,42.56,0.0,16,15,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500004,993.8900000000001,50.38,127.62,11.492325581395347,97.7,0.0,11,10,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500005,997.3299999999999,27.69,83.84000000000002,6.993120567375885,96.19000000000001,0.0,45,8,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500006,1020.1099999999999,24.31,79.86000000000001,6.9768275862068965,68.78,0.0,45,8,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500007,914.55,22.59,69.28,6.078456375838926,83.05,0.0,45,8,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500008,1046.6399999999999,20.2,71.37,6.069649122807017,158.63,20.2,56,5,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500009,1106.8899999999999,19.44,56.339999999999996,6.362890173410406,65.28,0.0,72,4,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500201,790.4300000000001,42.08,101.13000000000001,9.053372093023254,42.08,0.0,11,10,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500202,724.76,36.27,77.52000000000001,7.221616161616162,0.0,0.0,11,8,QDM_CMIP6,CanESM5
RAINY,2014,TRANSITION_UNCLASSIFIED,500301,900.8400000000001,42.62,111.78,10.692048192771082,83.8,0.0,11,10,QDM_CMIP6,CanESM5
RAINY,1981,NEUTRAL,500001,433.399789,25.665,57.0857,4.1970172043010745,0.0,0.0,11,32,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500002,1163.176438,34.208,98.319,8.172977857142856,0.0,0.0,80,23,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500003,433.399789,25.665,57.0857,4.1970172043010745,0.0,0.0,11,32,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500004,731.753154,27.157,82.602,5.936122033898304,0.0,0.0,25,31,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500005,731.753154,27.157,82.602,5.936122033898304,98.958,0.0,25,31,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500006,731.753154,27.157,82.602,5.936122033898304,98.958,0.0,25,31,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500007,731.753154,27.157,82.602,5.936122033898304,117.515,0.0,25,31,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500008,433.399789,25.665,57.0857,4.1970172043010745,69.36500000000001,25.665,11,32,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500009,433.399789,25.665,57.0857,4.1970172043010745,43.108000000000004,25.665,11,32,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500201,731.753154,27.157,82.602,5.936122033898304,0.0,0.0,25,31,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500202,433.399789,25.665,57.0857,4.1970172043010745,0.0,0.0,11,32,RAW_CMIP6,EC-Earth3
RAINY,1981,NEUTRAL,500301,433.399789,25.665,57.0857,4.1970172043010745,0.0,0.0,11,32,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500001,139.727774,8.678,13.6127,2.1322249999999996,0.0,0.0,7,63,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500002,194.369532,12.279,26.056,2.5771553571428574,0.0,0.0,11,40,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500003,139.727774,8.678,13.6127,2.1322249999999996,0.0,0.0,7,63,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500004,150.031677,10.699,20.75358,2.0908061224489796,0.0,0.0,10,40,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500005,150.031677,10.699,20.75358,2.0908061224489796,0.0,0.0,10,40,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500006,150.031677,10.699,20.75358,2.0908061224489796,0.0,0.0,10,40,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500007,150.031677,10.699,20.75358,2.0908061224489796,0.0,0.0,10,40,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500008,139.727774,8.678,13.6127,2.1322249999999996,0.0,0.0,7,63,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500009,139.727774,8.678,13.6127,2.1322249999999996,0.0,0.0,7,63,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500201,150.031677,10.699,20.75358,2.0908061224489796,0.0,0.0,10,40,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500202,139.727774,8.678,13.6127,2.1322249999999996,0.0,0.0,7,63,RAW_CMIP6,EC-Earth3
HOT_DRY,1981,TRANSITION_UNCLASSIFIED,500301,139.727774,8.678,13.6127,2.1322249999999996,0.0,0.0,7,63,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500001,527.899584,20.824,46.187900000000006,4.430841964285714,0.0,0.0,21,25,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500002,1380.113132,24.424,96.495,9.733842142857142,0.0,0.0,39,16,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500003,527.899584,20.824,46.187900000000006,4.430841964285714,0.0,0.0,21,25,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500004,931.845457,29.409,85.138,6.8493556390977455,0.0,0.0,36,22,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500005,931.845457,29.409,85.138,6.8493556390977455,89.91099999999999,0.0,36,22,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500006,931.845457,29.409,85.138,6.8493556390977455,89.91099999999999,0.0,36,22,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500007,931.845457,29.409,85.138,6.8493556390977455,108.40299999999999,0.0,36,22,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500008,527.899584,20.824,46.187900000000006,4.430841964285714,79.921,20.824,21,25,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500009,527.899584,20.824,46.187900000000006,4.430841964285714,53.077,0.0,21,25,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500201,931.845457,29.409,85.138,6.8493556390977455,0.0,0.0,36,22,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500202,527.899584,20.824,46.187900000000006,4.430841964285714,0.0,0.0,21,25,RAW_CMIP6,EC-Earth3
RAINY,1982,EL_NINO,500301,527.899584,20.824,46.187900000000006,4.430841964285714,0.0,0.0,21,25,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500001,194.59042910000002,14.409,54.2355,3.5567954545454543,0.0,0.0,10,25,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500002,285.55079290000003,24.352,60.5624,4.595365384615385,0.0,0.0,15,51,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500003,194.59042910000002,14.409,54.2355,3.5567954545454543,0.0,0.0,10,25,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500004,237.8094923,17.902,61.827,4.307380434782609,0.0,0.0,14,30,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500005,237.8094923,17.902,61.827,4.307380434782609,0.0,0.0,14,30,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500006,237.8094923,17.902,61.827,4.307380434782609,0.0,0.0,14,30,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500007,237.8094923,17.902,61.827,4.307380434782609,0.0,0.0,14,30,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500008,194.59042910000002,14.409,54.2355,3.5567954545454543,40.632000000000005,0.0,10,25,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500009,194.59042910000002,14.409,54.2355,3.5567954545454543,14.409,0.0,10,25,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500201,237.8094923,17.902,61.827,4.307380434782609,0.0,0.0,14,30,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500202,194.59042910000002,14.409,54.2355,3.5567954545454543,0.0,0.0,10,25,RAW_CMIP6,EC-Earth3
HOT_DRY,1982,EL_NINO,500301,194.59042910000002,14.409,54.2355,3.5567954545454543,0.0,0.0,10,25,RAW_CMIP6,EC-Earth3
