season_type,climate_year,enso_phase,station,PRCPTOT,Rx1day,Rx5day,SDII,R95p,R99p,CWD,CDD
RAINY,2001,NEUTRAL,500202,810.9000000000001,57.0,133.0,10.696,262.5,0.0,8,8
RAINY,2001,NEUTRAL,500301,810.8,73.1,125.69999999999999,11.25492957746479,232.0,0.0,9,12
HOT_DRY,2001,NEUTRAL,500001,89.1,16.2,21.1,8.063636363636364,0.0,0.0,1,37
HOT_DRY,2001,NEUTRAL,500002,118.49999999999997,24.7,67.0,7.820000000000001,0.0,0.0,3,31
HOT_DRY,2001,NEUTRAL,500003,123.2,33.1,38.1,11.081818181818184,0.0,0.0,3,54
HOT_DRY,2001,NEUTRAL,500004,102.5,32.6,33.800000000000004,11.233333333333333,0.0,0.0,2,45
HOT_DRY,2001,NEUTRAL,500005,156.2,16.5,21.7,3.367567567567567,0.0,0.0,9,32
HOT_DRY,2001,NEUTRAL,500006,161.4,18.8,22.8,3.384210526315789,0.0,0.0,9,32
HOT_DRY,2001,NEUTRAL,500007,253.49999999999997,83.6,87.39999999999999,8.039285714285713,102.89999999999999,83.6,6,52
HOT_DRY,2001,NEUTRAL,500008,155.60000000000002,6.9,21.2,2.529166666666667,0.0,0.0,9,42
HOT_DRY,2001,NEUTRAL,500009,146.2,9.5,20.3,2.8175,0.0,0.0,9,32
HOT_DRY,2001,NEUTRAL,500201,371.3,169.6,172.9,21.799999999999997,169.6,169.6,3,45
HOT_DRY,2001,NEUTRAL,500202,68.80000000000001,32.4,32.8,9.485714285714284,0.0,0.0,2,83
HOT_DRY,2001,NEUTRAL,500301,111.6,17.5,35.3,6.94375,0.0,0.0,4,82
RAINY,2002,EL_NINO,500001,927.5,82.4,163.5,16.2719298245614,196.70000000000002,82.4,7,17
RAINY,2002,EL_NINO,500002,1347.0,152.8,191.5,15.441379310344828,528.0,152.8,7,15
RAINY,2002,EL_NINO,500003,1228.1,54.4,154.5,14.211627906976743,384.8,0.0,9,17
RAINY,2002,EL_NINO,500004,1074.0,82.4,157.5,15.06619718309859,251.40000000000003,160.3,6,16
RAINY,2002,EL_NINO,500005,1033.3999999999999,36.1,84.10000000000001,6.122754491017964,153.20000000000002,0.0,48,8
RAINY,2002,EL_NINO,500006,1026.3,32.0,77.6,6.015384615384616,82.80000000000001,0.0,63,8
RAINY,2002,EL_NINO,500007,874.9,26.5,70.3,5.464331210191084,49.6,0.0,33,11
RAINY,2002,EL_NINO,500008,955.6999999999999,19.7,60.7,5.32290502793296,98.20000000000002,0.0,130,4
RAINY,2002,EL_NINO,500009,995.7,22.8,79.0,5.6565714285714295,166.4,44.6,76,4
RAINY,2002,EL_NINO,500201,661.9,38.7,82.89999999999999,7.856626506024097,0.0,0.0,12,12
RAINY,2002,EL_NINO,500202,577.7,108.3,117.1,10.125,228.2,108.3,5,13
RAINY,2002,EL_NINO,500301,736.1,70.5,107.9,10.462318840579712,209.3,0.0,7,9
HOT_DRY,2002,EL_NINO,500001,320.29999999999995,79.9,85.7,17.77777777777778,169.3,79.9,4,63
HOT_DRY,2002,EL_NINO,500002,336.3,59.6,74.5,11.596551724137932,163.2,0.0,4,38
HOT_DRY,2002,EL_NINO,500003,282.2,41.3,54.0,10.853846153846153,0.0,0.0,3,38
HOT_DRY,2002,EL_NINO,500004,153.0,29.0,41.9,10.814285714285715,0.0,0.0,4,62
HOT_DRY,2002,EL_NINO,500005,269.2,13.9,29.1,3.4898550724637682,0.0,0.0,13,38
HOT_DRY,2002,EL_NINO,500006,280.5,14.4,31.300000000000004,3.556338028169014,0.0,0.0,13,38
HOT_DRY,2002,EL_NINO,500007,443.09999999999997,59.5,84.0,6.829508196721312,155.79999999999998,59.5,13,38
HOT_DRY,2002,EL_NINO,500008,314.70000000000005,16.1,30.5,3.6740259740259735,29.0,0.0,13,41
HOT_DRY,2002,EL_NINO,500009,304.79999999999995,17.7,35.4,3.7739726027397262,31.9,0.0,13,37
HOT_DRY,2002,EL_NINO,500201,617.5999999999999,118.4,155.2,19.228125,304.09999999999997,118.4,5,43
HOT_DRY,2002,EL_NINO,500202,307.6,73.4,94.4,16.11052631578947,138.0,0.0,4,90
HOT_DRY,2002,EL_NINO,500301,389.2,88.3,97.3,17.41363636363636,162.89999999999998,162.89999999999998,3,43
RAINY,2003,NEUTRAL,500001,857.0,115.6,257.8,13.988524590163937,299.79999999999995,193.8,13,18
RAINY,2003,NEUTRAL,500002,1005.0,72.8,146.2,15.92063492063492,344.40000000000003,72.8,12,16
RAINY,2003,NEUTRAL,500003,941.2,73.2,156.3,12.184415584415586,193.5,0.0,15,22
RAINY,2003,NEUTRAL,500004,836.2,82.0,165.60000000000002,14.633333333333333,312.79999999999995,82.0,11,9
RAINY,2003,NEUTRAL,500005,943.9,33.2,96.2,5.783850931677019,151.9,0.0,41,4
RAINY,2003,NEUTRAL,500006,951.9999999999999,30.6,89.8,5.797530864197531,137.6,0.0,41,4
RAINY,2003,NEUTRAL,500007,1006.0,67.1,144.79999999999998,6.357051282051281,242.2,168.79999999999998,42,4
RAINY,2003,NEUTRAL,500008,1026.1000000000001,40.5,78.7,5.955555555555556,216.9,78.0,50,3
RAINY,2003,NEUTRAL,500009,962.7,28.1,95.1,5.6797619047619055,179.60000000000002,95.1,42,3
RAINY,2003,NEUTRAL,500201,1047.3999999999999,131.6,268.3,12.99375,448.20000000000005,327.5,8,16
RAINY,2003,NEUTRAL,500202,1079.9,188.0,355.6,16.447692307692307,548.5999999999999,188.0,10,15
RAINY,2003,NEUTRAL,500301,1375.4,226.0,350.8,17.946052631578947,699.1,492.29999999999995,7,8
HOT_DRY,2003,NEUTRAL,500001,130.6,59.2,67.5,9.976923076923079,59.2,0.0,2,68
HOT_DRY,2003,NEUTRAL,500002,207.20000000000002,77.6,77.6,14.742857142857142,77.6,77.6,5,72
HOT_DRY,2003,NEUTRAL,500003,118.2,33.3,81.0,13.133333333333333,0.0,0.0,4,81
HOT_DRY,2003,NEUTRAL,500004,76.9,32.0,32.0,12.683333333333332,0.0,0.0,2,81
HOT_DRY,2003,NEUTRAL,500005,132.89999999999998,17.0,24.299999999999997,3.3931034482758617,0.0,0.0,5,35
HOT_DRY,2003,NEUTRAL,500006,136.5,15.6,23.5,3.4448275862068964,0.0,0.0,5,35
HOT_DRY,2003,NEUTRAL,500007,136.60000000000002,17.6,27.499999999999996,5.128571428571429,0.0,0.0,3,30
HOT_DRY,2003,NEUTRAL,500008,170.09999999999997,17.1,26.3,3.1255813953488367,17.1,0.0,5,28
HOT_DRY,2003,NEUTRAL,500009,151.89999999999998,15.7,26.1,3.432352941176471,15.7,0.0,5,42
HOT_DRY,2003,NEUTRAL,500201,125.0,35.4,36.5,10.416666666666666,0.0,0.0,3,45
HOT_DRY,2003,NEUTRAL,500202,96.2,52.4,57.199999999999996,18.9,52.4,0.0,2,80
HOT_DRY,2003,NEUTRAL,500301,151.2,80.0,82.2,14.930000000000001,80.0,80.0,2,61
RAINY,2004,TRANSITION_UNCLASSIFIED,500001,831.5999999999999,75.8,136.7,15.065454545454546,186.8,75.8,6,35
RAINY,2004,TRANSITION_UNCLASSIFIED,500002,1252.2,70.5,171.5,16.457894736842103,624.1,70.5,11,12
RAINY,2004,TRANSITION_UNCLASSIFIED,500003,1056.7,89.5,114.7,14.24864864864865,268.5,89.5,6,29
RAINY,2004,TRANSITION_UNCLASSIFIED,500004,776.9000000000001,51.4,103.0,13.33448275862069,184.4,0.0,6,19
RAINY,2004,TRANSITION_UNCLASSIFIED,500005,893.9,25.3,70.9,5.779605263157895,177.0,0.0,51,18
RAINY,2004,TRANSITION_UNCLASSIFIED,500006,900.7,23.0,67.69999999999999,5.784313725490196,126.9,0.0,54,18
RAINY,2004,TRANSITION_UNCLASSIFIED,500007,862.8,30.8,77.8,6.092753623188406,124.49999999999999,0.0,36,18
RAINY,2004,TRANSITION_UNCLASSIFIED,500008,883.8999999999999,21.6,56.4,5.329268292682927,127.80000000000001,21.6,70,15
RAINY,2004,TRANSITION_UNCLASSIFIED,500009,912.5,29.2,64.5,5.731210191082802,130.9,51.4,54,17
RAINY,2004,TRANSITION_UNCLASSIFIED,500201,751.0,48.4,105.7,11.774603174603174,48.4,0.0,7,28
RAINY,2004,TRANSITION_UNCLASSIFIED,500202,614.0999999999999,56.4,101.39999999999999,10.999999999999998,56.4,0.0,9,18
RAINY,2004,TRANSITION_UNCLASSIFIED,500301,637.4000000000001,68.4,126.30000000000001,10.434999999999997,181.3,0.0,8,16
HOT_DRY,2004,EL_NINO,500001,137.2,40.5,50.9,15.233333333333333,0.0,0.0,2,53
HOT_DRY,2004,EL_NINO,500002,135.7,30.1,46.1,9.692857142857141,0.0,0.0,2,51
HOT_DRY,2004,EL_NINO,500003,198.6,53.5,68.3,15.276923076923076,97.0,0.0,2,68
HOT_DRY,2004,EL_NINO,500004,178.89999999999998,36.2,36.2,12.707142857142856,0.0,0.0,2,94
HOT_DRY,2004,EL_NINO,500005,172.5,17.4,36.5,4.756666666666664,0.0,0.0,4,48
HOT_DRY,2004,EL_NINO,500006,173.10000000000002,19.5,38.400000000000006,4.577419354838711,19.5,0.0,4,48
HOT_DRY,2004,EL_NINO,500007,255.2,84.7,126.4,9.495833333333332,168.29999999999998,124.1,4,42
HOT_DRY,2004,EL_NINO,500008,144.49999999999997,13.0,27.5,2.459574468085106,13.0,0.0,10,48
HOT_DRY,2004,EL_NINO,500009,153.2,15.5,33.6,3.462857142857143,15.5,0.0,4,48
HOT_DRY,2004,EL_NINO,500201,365.3,173.4,251.5,24.266666666666666,293.9,173.4,3,44
HOT_DRY,2004,EL_NINO,500202,111.29999999999998,67.1,67.1,18.466666666666665,67.1,0.0,2,58
HOT_DRY,2004,EL_NINO,500301,111.9,49.9,49.9,11.059999999999999,49.9,0.0,2,49
RAINY,2005,TRANSITION_UNCLASSIFIED,500001,804.5,65.2,130.10000000000002,22.347222222222225,228.5,0.0,6,36
RAINY,2005,TRANSITION_UNCLASSIFIED,500002,1356.2,139.2,151.2,17.827631578947365,518.8,219.6,5,10
RAINY,2005,TRANSITION_UNCLASSIFIED,500003,1063.3000000000002,139.6,144.29999999999998,16.6125,298.1,139.6,4,12
RAINY,2005,TRANSITION_UNCLASSIFIED,500004,1043.0,97.0,129.4,16.496825396825397,365.9,97.0,4,11
RAINY,2005,TRANSITION_UNCLASSIFIED,500005,990.4,47.2,73.9,5.656896551724138,172.29999999999998,47.2,91,2
RAINY,2005,TRANSITION_UNCLASSIFIED,500006,983.5,42.6,75.0,5.587428571428571,156.9,42.6,91,2
RAINY,2005,TRANSITION_UNCLASSIFIED,500007,878.1999999999999,55.7,117.4,5.446202531645571,173.9,95.5,37,4
RAINY,2005,TRANSITION_UNCLASSIFIED,500008,924.4,26.8,78.30000000000001,5.122777777777778,121.89999999999999,76.9,158,3
RAINY,2005,TRANSITION_UNCLASSIFIED,500009,932.8,29.8,79.6,5.26875,129.4,80.69999999999999,92,4
RAINY,2005,TRANSITION_UNCLASSIFIED,500201,761.9,109.3,218.89999999999998,13.421428571428569,233.39999999999998,109.3,8,15
RAINY,2005,TRANSITION_UNCLASSIFIED,500202,853.7,122.7,246.29999999999998,13.19375,311.6,122.7,5,8
RAINY,2005,TRANSITION_UNCLASSIFIED,500301,794.4000000000001,94.9,149.0,11.524999999999999,287.8,94.9,5,11
HOT_DRY,2005,LA_NINA,500001,194.9,46.9,82.8,12.006250000000001,46.9,0.0,3,61
HOT_DRY,2005,LA_NINA,500002,184.2,45.5,54.2,15.233333333333334,90.8,0.0,3,94
HOT_DRY,2005,LA_NINA,500003,194.4,40.1,108.5,14.953846153846154,0.0,0.0,5,86
HOT_DRY,2005,LA_NINA,500004,120.3,34.7,66.0,8.535714285714286,0.0,0.0,3,108
HOT_DRY,2005,LA_NINA,500005,246.79999999999998,17.1,41.10000000000001,3.4916666666666663,0.0,0.0,9,46
HOT_DRY,2005,LA_NINA,500006,258.4,15.5,38.599999999999994,3.46875,0.0,0.0,17,46
HOT_DRY,2005,LA_NINA,500007,331.90000000000003,56.8,63.5,5.732692307692308,83.19999999999999,56.8,7,46
HOT_DRY,2005,LA_NINA,500008,356.0,13.2,38.6,3.572043010752689,13.2,0.0,24,17
HOT_DRY,2005,LA_NINA,500009,298.09999999999997,16.7,44.199999999999996,3.464935064935065,30.9,0.0,18,36
HOT_DRY,2005,LA_NINA,500201,388.8,116.3,117.89999999999999,16.799999999999997,169.7,116.3,3,68
HOT_DRY,2005,LA_NINA,500202,520.4000000000001,134.7,134.7,19.988461538461536,251.89999999999998,134.7,7,37
HOT_DRY,2005,LA_NINA,500301,367.0,50.6,101.5,15.208333333333334,50.6,0.0,6,37
RAINY,2006,TRANSITION_UNCLASSIFIED,500001,1126.2999999999997,37.6,92.3,7.194193548387098,0.0,0.0,57,18
RAINY,2006,TRANSITION_UNCLASSIFIED,500002,1148.8999999999999,47.5,84.9,7.708783783783784,47.5,0.0,58,6
RAINY,2006,TRANSITION_UNCLASSIFIED,500003,902.4000000000001,67.7,123.90000000000002,15.831578947368422,170.9,0.0,5,22
RAINY,2006,TRANSITION_UNCLASSIFIED,500004,1101.3999999999999,38.5,91.2,7.6454545454545455,0.0,0.0,52,18
RAINY,2006,TRANSITION_UNCLASSIFIED,500005,1090.6000000000001,26.9,68.3,6.371764705882353,26.9,0.0,94,4
RAINY,2006,TRANSITION_UNCLASSIFIED,500006,1088.1999999999998,25.8,66.1,6.3228070175438615,25.8,0.0,94,4
RAINY,2006,TRANSITION_UNCLASSIFIED,500007,1029.1,48.1,82.60000000000001,6.456687898089171,240.4,48.1,51,5
RAINY,2006,TRANSITION_UNCLASSIFIED,500008,1035.1,19.3,64.9,5.942774566473988,227.79999999999998,0.0,58,6
RAINY,2006,TRANSITION_UNCLASSIFIED,500009,1044.6,25.7,64.6,6.031395348837209,159.39999999999998,47.4,58,7
RAINY,2006,TRANSITION_UNCLASSIFIED,500201,1016.1,89.9,134.3,12.56375,283.1,89.9,10,14
RAINY,2006,TRANSITION_UNCLASSIFIED,500202,594.3,45.9,59.00000000000001,8.431884057971015,90.3,0.0,7,12
RAINY,2006,TRANSITION_UNCLASSIFIED,500301,894.9,69.9,206.5,10.919753086419753,158.3,0.0,9,17
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500001,127.30000000000001,85.3,98.8,13.333333333333334,85.3,85.3,2,70
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500002,252.60000000000002,83.0,95.0,20.233333333333334,163.0,163.0,3,67
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500003,50.8,12.9,30.0,6.35,0.0,0.0,3,140
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500004,313.0,133.7,208.7,27.618181818181814,235.29999999999998,133.7,2,82
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500005,39.8,4.9,6.699999999999999,1.9300000000000002,0.0,0.0,2,105
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500006,293.90000000000003,116.2,198.6,17.16875,228.10000000000002,198.60000000000002,3,85
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500007,152.2,80.0,80.0,15.255555555555556,98.4,80.0,2,46
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500008,181.7,38.1,65.6,3.2043478260869565,38.1,38.1,10,54
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500009,168.2,41.8,69.3,3.5594594594594593,41.8,41.8,9,54
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500201,162.20000000000002,45.5,78.2,13.433333333333332,45.5,0.0,2,61
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500202,226.09999999999997,98.1,143.89999999999998,22.46,143.6,98.1,2,101
HOT_DRY,2006,TRANSITION_UNCLASSIFIED,500301,105.9,49.5,53.6,8.076923076923077,49.5,0.0,3,55
RAINY,2007,LA_NINA,500001,947.6,115.8,263.8,12.854794520547944,325.6,229.3,4,10
RAINY,2007,LA_NINA,500002,1376.4,155.0,314.5,18.597297297297295,572.8,353.0,9,13
RAINY,2007,LA_NINA,500003,827.0,109.2,265.0,16.54,242.7,198.7,9,25
RAINY,2007,LA_NINA,500004,1049.7,152.0,279.5,16.93064516129032,294.0,252.0,9,13
RAINY,2007,LA_NINA,500005,1293.1999999999998,113.2,489.3,20.065624999999997,912.1,683.4,16,20
RAINY,2007,LA_NINA,500006,1130.4,201.1,310.5,17.6421875,766.7,535.6,7,21
RAINY,2007,LA_NINA,500007,685.0,81.0,143.20000000000002,12.892452830188681,345.4,81.0,5,25
RAINY,2007,LA_NINA,500008,1044.1,46.2,136.8,5.83876404494382,309.50000000000006,142.00000000000003,80,1
RAINY,2007,LA_NINA,500009,1019.5,51.8,163.4,5.757386363636363,301.5,155.10000000000002,69,3
RAINY,2007,LA_NINA,500201,1146.1000000000001,199.8,351.3,14.965789473684211,493.09999999999997,199.8,8,11
RAINY,2007,LA_NINA,500202,906.0,162.0,280.1,13.559090909090909,404.9,260.4,5,11
RAINY,2007,LA_NINA,500301,1037.1,98.2,196.89999999999998,13.00632911392405,390.90000000000003,98.2,8,11
HOT_DRY,2007,LA_NINA,500001,239.4,72.6,98.5,17.02857142857143,72.6,0.0,3,75
HOT_DRY,2007,LA_NINA,500002,365.3,62.5,95.2,17.395238095238096,103.8,0.0,5,42
HOT_DRY,2007,LA_NINA,500003,387.6,142.4,208.10000000000002,27.685714285714287,246.50000000000003,142.4,2,76
HOT_DRY,2007,LA_NINA,500004,798.9000000000001,140.4,258.8,36.31363636363636,600.3,337.0,3,67
HOT_DRY,2007,LA_NINA,500005,476.19999999999993,76.5,86.9,22.57142857142857,374.3,178.8,4,67
HOT_DRY,2007,LA_NINA,500006,560.0,98.8,151.1,23.333333333333332,443.70000000000005,343.40000000000003,3,50
HOT_DRY,2007,LA_NINA,500007,331.29999999999995,32.6,60.0,12.270370370370372,213.00000000000003,0.0,3,61
HOT_DRY,2007,LA_NINA,500008,238.09999999999997,22.2,52.699999999999996,3.903846153846153,43.5,43.5,9,45
HOT_DRY,2007,LA_NINA,500009,271.70000000000005,29.0,51.99999999999999,4.8187500000000005,59.9,29.0,9,70
HOT_DRY,2007,LA_NINA,500201,454.9,74.4,97.10000000000001,18.048,201.9,0.0,4,68
HOT_DRY,2007,LA_NINA,500202,245.3,103.0,114.2,17.335714285714285,148.1,103.0,3,75
HOT_DRY,2007,LA_NINA,500301,252.4,73.2,100.10000000000001,16.720000000000002,126.5,0.0,6,50
RAINY,2008,TRANSITION_UNCLASSIFIED,500001,481.30000000000007,63.7,97.5,8.956603773584906,113.80000000000001,0.0,7,19
RAINY,2008,TRANSITION_UNCLASSIFIED,500002,1022.2,65.0,104.7,6.104790419161676,65.0,0.0,72,4
RAINY,2008,TRANSITION_UNCLASSIFIED,500003,564.8,82.9,113.60000000000001,11.277999999999999,138.7,82.9,4,20
RAINY,2008,TRANSITION_UNCLASSIFIED,500004,677.2,39.5,72.19999999999999,14.108333333333334,0.0,0.0,8,14
RAINY,2008,TRANSITION_UNCLASSIFIED,500005,230.70000000000002,35.9,77.5,5.125000000000001,64.1,0.0,7,38
RAINY,2008,TRANSITION_UNCLASSIFIED,500006,638.2,67.9,101.9,9.66969696969697,221.9,67.9,9,14
RAINY,2008,TRANSITION_UNCLASSIFIED,500007,568.5,29.6,70.1,5.439805825242719,113.6,0.0,26,11
RAINY,2008,TRANSITION_UNCLASSIFIED,500008,908.4,19.9,64.7,5.1284090909090905,158.4,19.9,72,5
RAINY,2008,TRANSITION_UNCLASSIFIED,500009,845.5,25.2,63.00000000000001,4.818965517241379,78.30000000000001,25.2,51,5
RAINY,2008,TRANSITION_UNCLASSIFIED,500201,576.7,46.1,80.4,8.002816901408448,88.4,0.0,11,15
RAINY,2008,TRANSITION_UNCLASSIFIED,500202,441.6000000000001,50.9,68.6,7.9981481481481485,50.9,0.0,5,19
RAINY,2008,TRANSITION_UNCLASSIFIED,500301,663.4,47.6,82.5,10.293650793650794,90.7,0.0,8,10
HOT_DRY,2008,LA_NINA,500001,99.1,26.0,44.0,10.955555555555556,0.0,0.0,2,135
HOT_DRY,2008,LA_NINA,500002,400.2,24.6,80.0,4.20888888888889,0.0,0.0,15,54
HOT_DRY,2008,LA_NINA,500003,190.10000000000002,44.5,52.7,15.841666666666667,88.5,0.0,3,127
HOT_DRY,2008,LA_NINA,500004,299.20000000000005,44.2,93.2,13.638095238095238,44.2,0.0,5,57
HOT_DRY,2008,LA_NINA,500005,208.5,44.0,126.0,15.915384615384616,129.5,44.0,5,140
HOT_DRY,2008,LA_NINA,500006,333.5,51.1,152.4,22.19333333333334,281.1,261.90000000000003,5,95
HOT_DRY,2008,LA_NINA,500007,232.10000000000002,18.7,61.5,4.750000000000001,18.7,0.0,11,95
HOT_DRY,2008,LA_NINA,500008,234.09999999999997,16.9,38.0,3.2609375,29.799999999999997,0.0,14,56
HOT_DRY,2008,LA_NINA,500009,230.9,12.4,36.1,3.2078124999999997,0.0,0.0,14,56
HOT_DRY,2008,LA_NINA,500201,193.70000000000005,32.4,74.1,11.13529411764706,0.0,0.0,5,106
HOT_DRY,2008,LA_NINA,500202,94.1,27.8,28.099999999999998,10.31111111111111,0.0,0.0,3,101
HOT_DRY,2008,LA_NINA,500301,212.19999999999996,51.2,75.4,13.986666666666668,51.2,0.0,4,115
RAINY,2009,EL_NINO,500001,646.5,73.6,145.2,9.887692307692308,115.1,0.0,5,12
RAINY,2009,EL_NINO,500002,951.9000000000001,23.5,64.0,5.348587570621469,0.0,0.0,125,2
RAINY,2009,EL_NINO,500003,633.8,62.4,80.1,9.870312499999999,108.9,0.0,7,12
RAINY,2009,EL_NINO,500004,495.2,32.8,74.4,11.254545454545454,0.0,0.0,6,25
RAINY,2009,EL_NINO,500005,219.4,16.4,30.900000000000002,4.890909090909091,0.0,0.0,6,13
RAINY,2009,EL_NINO,500006,562.3,42.5,66.0,8.376119402985076,197.8,80.8,7,15
RAINY,2009,EL_NINO,500007,742.0999999999999,23.6,62.4,4.646153846153846,45.5,0.0,29,5
RAINY,2009,EL_NINO,500008,901.4000000000001,20.4,60.4,5.194186046511628,139.20000000000002,20.4,78,4
RAINY,2009,EL_NINO,500009,870.6,15.5,58.1,4.971264367816092,88.60000000000001,0.0,78,4
RAINY,2009,EL_NINO,500201,637.6999999999999,43.4,91.5,8.357333333333333,86.69999999999999,0.0,11,16
RAINY,2009,EL_NINO,500202,664.9000000000001,52.3,95.9,10.727868852459018,149.5,0.0,6,13
RAINY,2009,EL_NINO,500301,686.2,80.5,105.8,9.873529411764705,169.5,80.5,7,10
HOT_DRY,2009,EL_NINO,500001,109.0,78.6,78.6,21.66,78.6,78.6,2,79
HOT_DRY,2009,EL_NINO,500002,253.5,17.1,33.599999999999994,3.3833333333333333,0.0,0.0,9,21
HOT_DRY,2009,EL_NINO,500003,147.70000000000002,100.4,100.4,13.42727272727273,100.4,100.4,4,61
HOT_DRY,2009,EL_NINO,500004,179.1,45.1,58.6,5.784615384615384,45.1,0.0,5,33
HOT_DRY,2009,EL_NINO,500005,136.60000000000002,38.5,53.8,12.381818181818181,38.5,38.5,2,59
HOT_DRY,2009,EL_NINO,500006,265.2,108.6,123.69999999999999,20.4,174.7,108.6,2,37
HOT_DRY,2009,EL_NINO,500007,164.2,50.2,66.00000000000001,4.92962962962963,50.2,50.2,6,44
HOT_DRY,2009,EL_NINO,500008,130.79999999999998,9.3,14.5,2.5615384615384613,0.0,0.0,7,45
HOT_DRY,2009,EL_NINO,500009,144.1,19.3,33.0,2.9210526315789473,19.3,0.0,8,44
HOT_DRY,2009,EL_NINO,500201,154.9,84.9,84.9,13.781818181818181,84.9,0.0,2,44
HOT_DRY,2009,EL_NINO,500202,90.4,41.9,41.9,11.1,0.0,0.0,2,59
HOT_DRY,2009,EL_NINO,500301,120.89999999999999,30.3,30.3,10.016666666666666,0.0,0.0,3,58
RAINY,2010,LA_NINA,500001,704.7,41.5,101.10000000000001,12.070689655172416,41.5,0.0,5,11
RAINY,2010,LA_NINA,500002,1026.2,19.9,71.69999999999999,5.740449438202247,0.0,0.0,156,4
RAINY,2010,LA_NINA,500003,654.3,54.3,116.8,12.075925925925924,106.9,0.0,8,16
RAINY,2010,LA_NINA,500004,642.5,62.0,110.0,6.1398058252427195,106.0,0.0,23,10
RAINY,2010,LA_NINA,500005,712.1999999999999,100.7,233.9,18.197435897435895,496.09999999999997,281.9,5,30
RAINY,2010,LA_NINA,500006,659.6,94.4,120.4,11.571929824561403,345.0,137.9,4,11
RAINY,2010,LA_NINA,500007,774.7,33.5,86.5,4.887096774193548,155.10000000000002,0.0,47,7
RAINY,2010,LA_NINA,500008,1046.2,27.9,81.6,5.9468571428571435,194.1,97.79999999999998,114,3
RAINY,2010,LA_NINA,500009,981.1,25.4,83.7,5.631791907514451,141.89999999999998,25.4,107,3
RAINY,2010,LA_NINA,500201,592.8,56.1,86.5,8.82878787878788,155.60000000000002,0.0,8,10
RAINY,2010,LA_NINA,500202,793.9000000000001,126.2,191.8,14.525925925925923,238.7,126.2,6,14
RAINY,2010,LA_NINA,500301,851.2,81.0,137.9,10.794871794871792,81.0,81.0,6,8
HOT_DRY,2010,LA_NINA,500001,99.6,28.5,48.8,8.972727272727273,0.0,0.0,3,116
HOT_DRY,2010,LA_NINA,500002,597.0,22.4,96.29999999999998,4.700826446280992,0.0,0.0,33,15
HOT_DRY,2010,LA_NINA,500003,107.5,22.7,40.3,13.4375,0.0,0.0,2,117
HOT_DRY,2010,LA_NINA,500004,279.70000000000005,40.0,42.8,5.545833333333334,0.0,0.0,8,53
HOT_DRY,2010,LA_NINA,500005,97.20000000000002,9.5,43.0,7.246153846153846,0.0,0.0,9,77
HOT_DRY,2010,LA_NINA,500006,556.3000000000001,101.3,256.0,17.945161290322584,404.2,260.4,5,27
HOT_DRY,2010,LA_NINA,500007,250.0,24.5,39.3,4.353191489361702,24.5,0.0,10,25
HOT_DRY,2010,LA_NINA,500008,258.6,15.1,39.7,3.152238805970149,28.299999999999997,0.0,11,38
HOT_DRY,2010,LA_NINA,500009,266.50000000000006,14.0,39.5,3.2132352941176476,14.0,0.0,11,38
HOT_DRY,2010,LA_NINA,500201,190.0,41.6,45.6,10.947058823529412,0.0,0.0,3,66
HOT_DRY,2010,LA_NINA,500202,110.8,29.3,55.5,9.075000000000001,0.0,0.0,3,67
HOT_DRY,2010,LA_NINA,500301,69.3,16.6,43.1,6.1000000000000005,0.0,0.0,3,81
RAINY,2011,LA_NINA,500001,586.3,43.0,73.30000000000001,9.581967213114755,43.0,0.0,5,12
RAINY,2011,LA_NINA,500002,1061.2,22.5,66.10000000000001,5.854696132596684,0.0,0.0,115,3
RAINY,2011,LA_NINA,500003,524.4000000000001,52.8,94.6,10.444,52.8,0.0,5,22
RAINY,2011,LA_NINA,500004,589.8,33.4,77.8,11.556862745098039,0.0,0.0,4,18
RAINY,2011,LA_NINA,500005,518.5,30.3,59.8,11.986046511627906,234.5,0.0,3,17
RAINY,2011,LA_NINA,500006,751.4,64.5,113.4,10.57042253521127,358.7,64.5,6,11
RAINY,2011,LA_NINA,500007,762.6,27.3,66.9,4.5295180722891555,94.99999999999999,0.0,49,4
RAINY,2011,LA_NINA,500008,1023.0,25.6,75.2,5.809714285714286,227.1,50.400000000000006,60,3
RAINY,2011,LA_NINA,500009,952.6,21.7,61.699999999999996,5.382954545454546,129.5,21.7,68,3
RAINY,2011,LA_NINA,500201,620.1,48.1,88.1,8.792753623188405,48.1,0.0,8,11
RAINY,2011,LA_NINA,500202,575.0,52.0,64.0,8.96190476190476,52.0,0.0,4,8
RAINY,2011,LA_NINA,500301,849.6,96.2,147.8,12.540298507462685,256.09999999999997,96.2,4,10
HOT_DRY,2011,LA_NINA,500001,165.7,40.0,60.5,11.742857142857144,0.0,0.0,3,76
