,Station,Year,Month,Monthly_mm
970,500003,1993,11,0.0
971,500003,1993,12,0.0
972,500003,1994,1,0.0
973,500003,1994,2,1.6
974,500003,1994,3,147.9
975,500003,1994,4,20.6
976,500003,1994,5,192.6
977,500003,1994,6,78.6
978,500003,1994,7,246.2
979,500003,1994,8,522.9
980,500003,1994,9,198.8
981,500003,1994,10,43.7
982,500003,1994,11,10.6
983,500003,1994,12,61.0
984,500003,1995,1,0.0
985,500003,1995,2,0.0
986,500003,1995,3,35.9
987,500003,1995,4,79.2
988,500003,1995,5,226.4
989,500003,1995,6,88.39999999999999
990,500003,1995,7,321.9
991,500003,1995,8,468.4
992,500003,1995,9,138.5
993,500003,1995,10,116.4
994,500003,1995,11,120.4
995,500003,1995,12,0.0
996,500003,1996,1,0.0
997,500003,1996,2,10.5
998,500003,1996,3,13.5
999,500003,1996,4,79.7
1000,500003,1996,5,127.4
1001,500003,1996,6,149.5
1002,500003,1996,7,146.5
1003,500003,1996,8,259.4
1004,500003,1996,9,126.9
1005,500003,1996,10,59.1
1006,500003,1996,11,22.4
1007,500003,1996,12,0.0
1008,500003,1997,1,0.0
1009,500003,1997,2,0.0
1010,500003,1997,3,34.4
1011,500003,1997,4,64.9
1012,500003,1997,5,84.1
1013,500003,1997,6,42.5
1014,500003,1997,7,208.20000000000002
1015,500003,1997,8,213.6
1016,500003,1997,9,212.3
1017,500003,1997,10,31.9
1018,500003,1997,11,1.8
1019,500003,1997,12,0.0
1020,500003,1998,1,27.6
1021,500003,1998,2,0.0
1022,500003,1998,3,16.0
1023,500003,1998,4,70.0
1024,500003,1998,5,172.4
1025,500003,1998,6,159.79999999999998
1026,500003,1998,7,83.0
1027,500003,1998,8,167.5
1028,500003,1998,9,325.90000000000003
1029,500003,1998,10,29.6
1030,500003,1998,11,22.1
1031,500003,1998,12,0.0
1032,500003,1999,1,3.4
1033,500003,1999,2,3.8
1034,500003,1999,3,37.5
1035,500003,1999,4,119.0
1036,500003,1999,5,98.6
1037,500003,1999,6,235.1
1038,500003,1999,7,92.4
1039,500003,1999,8,179.0
1040,500003,1999,9,283.8
1041,500003,1999,10,124.7
1042,500003,1999,11,21.6
1043,500003,1999,12,18.5
1044,500003,2000,1,0.3
1045,500003,2000,2,45.900000000000006
1046,500003,2000,3,12.3
1047,500003,2000,4,153.1
1048,500003,2000,5,237.70000000000002
1049,500003,2000,6,130.3
1050,500003,2000,7,390.0
1051,500003,2000,8,161.3
1052,500003,2000,9,103.3
1053,500003,2000,10,185.1
1054,500003,2000,11,7.5
1055,500003,2000,12,0.0
1056,500003,2001,1,11.299999999999999
1057,500003,2001,2,0.0
1058,500003,2001,3,130.1
1059,500003,2001,4,23.7
1060,500003,2001,5,183.3
1061,500003,2001,6,183.5
1062,500003,2001,7,274.1
1063,500003,2001,8,180.0
1064,500003,2001,9,125.1
1065,500003,2001,10,96.9
1066,500003,2001,11,24.0
1067,500003,2001,12,8.7
1068,500003,2002,1,16.6
1069,500003,2002,2,1.0
1070,500003,2002,3,0.8
1071,500003,2002,4,72.10000000000001
1072,500003,2002,5,301.3
1073,500003,2002,6,154.2
1074,500003,2002,7,103.0
1075,500003,2002,8,203.5
1076,500003,2002,9,363.3
1077,500003,2002,10,102.8
1078,500003,2002,11,83.0
1079,500003,2002,12,41.9
1080,500003,2003,1,4.9
1081,500003,2003,2,5.6
1082,500003,2003,3,75.8
1083,500003,2003,4,71.0
1084,500003,2003,5,107.3
1085,500003,2003,6,75.7
1086,500003,2003,7,167.9
1087,500003,2003,8,325.9
1088,500003,2003,9,216.0
1089,500003,2003,10,48.4
1090,500003,2003,11,0.0
1091,500003,2003,12,0.0
1092,500003,2004,1,6.7
1093,500003,2004,2,0.0
1094,500003,2004,3,0.0
1095,500003,2004,4,111.5
1096,500003,2004,5,233.3
1097,500003,2004,6,105.6
1098,500003,2004,7,231.1
1099,500003,2004,8,169.70000000000002
1100,500003,2004,9,313.7
1101,500003,2004,10,3.3
1102,500003,2004,11,13.1
1103,500003,2004,12,0.0
1104,500003,2005,1,0.0
1105,500003,2005,2,4.5
1106,500003,2005,3,87.7
1107,500003,2005,4,93.30000000000001
1108,500003,2005,5,138.0
1109,500003,2005,6,148.5
1110,500003,2005,7,211.0
1111,500003,2005,8,292.6
1112,500003,2005,9,180.0
1113,500003,2005,10,93.2
1114,500003,2005,11,16.3
1115,500003,2005,12,0.0
1116,500003,2006,1,0.0
1117,500003,2006,2,2.4
1118,500003,2006,3,11.9
1119,500003,2006,4,163.8
1120,500003,2006,5,143.5
1121,500003,2006,6,66.9
1122,500003,2006,7,128.7
1123,500003,2006,8,317.7
1124,500003,2006,9,116.4
1125,500003,2006,10,129.2
1126,500003,2006,11,0.0
1127,500003,2006,12,0.0
1128,500003,2007,1,0.0
1129,500003,2007,2,0.0
1130,500003,2007,3,2.9
1131,500003,2007,4,47.900000000000006
1132,500003,2007,5,414.5
1133,500003,2007,6,81.2
1134,500003,2007,7,43.400000000000006
1135,500003,2007,8,93.7
1136,500003,2007,9,91.3
1137,500003,2007,10,102.9
1138,500003,2007,11,234.0
1139,500003,2007,12,0.0
1140,500003,2008,1,0.0
1141,500003,2008,2,46.6
1142,500003,2008,3,45.4
1143,500003,2008,4,61.6
1144,500003,2008,5,82.2
1145,500003,2008,6,76.8
1146,500003,2008,7,79.39999999999999
1147,500003,2008,8,62.2
1148,500003,2008,9,102.2
1149,500003,2008,10,162.0
1150,500003,2008,11,79.1
1151,500003,2008,12,0.0
1152,500003,2009,1,0.0
1153,500003,2009,2,0.0
1154,500003,2009,3,8.5
1155,500003,2009,4,102.5
1156,500003,2009,5,137.3
1157,500003,2009,6,88.1
1158,500003,2009,7,99.6
1159,500003,2009,8,41.1
1160,500003,2009,9,107.5
1161,500003,2009,10,160.20000000000002
1162,500003,2009,11,1.3
1163,500003,2009,12,0.0
1164,500003,2010,1,24.1
1165,500003,2010,2,3.7
1166,500003,2010,3,100.4
1167,500003,2010,4,18.2
1168,500003,2010,5,55.7
1169,500003,2010,6,18.599999999999998
1170,500003,2010,7,127.1
1171,500003,2010,8,77.3
1172,500003,2010,9,81.7
1173,500003,2010,10,293.9
1174,500003,2010,11,0.0
1175,500003,2010,12,0.0
1176,500003,2011,1,0.0
1177,500003,2011,2,10.4
1178,500003,2011,3,97.1
1179,500003,2011,4,0.0
1180,500003,2011,5,79.8
1181,500003,2011,6,64.4
1182,500003,2011,7,121.5
1183,500003,2011,8,62.7
1184,500003,2011,9,18.9
1185,500003,2011,10,177.1
1186,500003,2011,11,45.7
1187,500003,2011,12,61.4
1188,500003,2012,1,44.099999999999994
1189,500003,2012,2,20.200000000000003
1190,500003,2012,3,30.6
1191,500003,2012,4,24.7
1192,500003,2012,5,84.3
1193,500003,2012,6,15.8
1194,500003,2012,7,90.8
1195,500003,2012,8,45.5
1196,500003,2012,9,153.7
1197,500003,2012,10,164.6
1198,500003,2012,11,285.9
1199,500003,2012,12,12.2
1200,500003,2013,1,41.9
1201,500003,2013,2,1.2
1202,500003,2013,3,0.0
1203,500003,2013,4,38.6
1204,500003,2013,5,13.6
1205,500003,2013,6,56.099999999999994
1206,500003,2013,7,136.2
1207,500003,2013,8,116.3
1208,500003,2013,9,139.0
1209,500003,2013,10,238.0
1210,500003,2013,11,362.8
1211,500003,2013,12,0.0
1212,500003,2014,1,0.0
1213,500003,2014,2,24.9
1214,500003,2014,3,16.9
1215,500003,2014,4,33.3
1216,500003,2014,5,72.5
1217,500003,2014,6,133.4
1218,500003,2014,7,25.8
1219,500003,2014,8,63.699999999999996
1220,500003,2014,9,48.4
1221,500003,2014,10,354.3
1222,500003,2014,11,66.5
1223,500003,2014,12,34.9
1224,500004,1981,1,0.0
1225,500004,1981,2,0.0
1226,500004,1981,3,14.0
1227,500004,1981,4,43.5
1228,500004,1981,5,273.0
1229,500004,1981,6,58.8
1230,500004,1981,7,326.0
1231,500004,1981,8,225.10000000000002
1232,500004,1981,9,47.5
1233,500004,1981,10,117.39999999999999
1234,500004,1981,11,120.0
1235,500004,1981,12,15.5
1236,500004,1982,1,4.9
1237,500004,1982,2,0.0
1238,500004,1982,3,3.8
1239,500004,1982,4,163.5
1240,500004,1982,5,165.2
1241,500004,1982,6,78.2
1242,500004,1982,7,146.0
1243,500004,1982,8,110.2
1244,500004,1982,9,129.8
1245,500004,1982,10,29.5
1246,500004,1982,11,0.0
1247,500004,1982,12,0.0
1248,500004,1983,1,0.0
1249,500004,1983,2,0.0
1250,500004,1983,3,0.0
1251,500004,1983,4,18.4
1252,500004,1983,5,254.2
1253,500004,1983,6,107.7
1254,500004,1983,7,157.89999999999998
1255,500004,1983,8,156.1
1256,500004,1983,9,134.1
1257,500004,1983,10,102.9
1258,500004,1983,11,27.8
1259,500004,1983,12,0.0
1260,500004,1984,1,0.0
1261,500004,1984,2,30.0
1262,500004,1984,3,1.0
1263,500004,1984,4,77.2
1264,500004,1984,5,203.79999999999998
1265,500004,1984,6,18.3
1266,500004,1984,7,188.6
1267,500004,1984,8,172.6
1268,500004,1984,9,184.9
1269,500004,1984,10,88.1
1270,500004,1984,11,4.7
1271,500004,1984,12,0.0
1272,500004,1985,1,1.4
1273,500004,1985,2,0.0
1274,500004,1985,3,0.0
1275,500004,1985,4,167.8
1276,500004,1985,5,201.1
1277,500004,1985,6,162.2
1278,500004,1985,7,118.1
1279,500004,1985,8,191.7
1280,500004,1985,9,156.6
1281,500004,1985,10,134.79999999999998
1282,500004,1985,11,143.79999999999998
1283,500004,1985,12,0.0
1284,500004,1986,1,0.0
1285,500004,1986,2,0.0
1286,500004,1986,3,0.0
1287,500004,1986,4,153.0
1288,500004,1986,5,181.89999999999998
1289,500004,1986,6,83.6
1290,500004,1986,7,214.3
1291,500004,1986,8,211.9
1292,500004,1986,9,208.0
1293,500004,1986,10,122.60000000000001
1294,500004,1986,11,15.100000000000001
1295,500004,1986,12,24.6
1296,500004,1987,1,0.0
1297,500004,1987,2,9.0
1298,500004,1987,3,0.0
1299,500004,1987,4,135.8
1300,500004,1987,5,152.9
1301,500004,1987,6,83.5
1302,500004,1987,7,149.4
1303,500004,1987,8,292.9
1304,500004,1987,9,308.0
1305,500004,1987,10,35.900000000000006
1306,500004,1987,11,106.2
1307,500004,1987,12,0.0
1308,500004,1988,1,0.0
1309,500004,1988,2,6.7
1310,500004,1988,3,0.0
1311,500004,1988,4,142.79999999999998
1312,500004,1988,5,189.4
1313,500004,1988,6,145.6
1314,500004,1988,7,87.6
1315,500004,1988,8,137.3
1316,500004,1988,9,104.1
1317,500004,1988,10,58.5
1318,500004,1988,11,35.0
1319,500004,1988,12,0.0
1320,500004,1989,1,0.0
1321,500004,1989,2,1.7
1322,500004,1989,3,2.4
1323,500004,1989,4,6.2
1324,500004,1989,5,279.4
1325,500004,1989,6,50.7
1326,500004,1989,7,168.1
1327,500004,1989,8,160.8
1328,500004,1989,9,176.0
1329,500004,1989,10,226.0
1330,500004,1989,11,9.2
1331,500004,1989,12,0.0
1332,500004,1990,1,4.0
1333,500004,1990,2,19.4
1334,500004,1990,3,22.7
1335,500004,1990,4,90.3
1336,500004,1990,5,135.6
1337,500004,1990,6,74.2
1338,500004,1990,7,255.9
1339,500004,1990,8,142.79999999999998
1340,500004,1990,9,196.60000000000002
1341,500004,1990,10,98.4
1342,500004,1990,11,38.599999999999994
1343,500004,1990,12,0.0
1344,500004,1991,1,1.4
1345,500004,1991,2,0.0
1346,500004,1991,3,21.0
1347,500004,1991,4,73.2
1348,500004,1991,5,126.7
1349,500004,1991,6,90.3
1350,500004,1991,7,81.3
1351,500004,1991,8,246.5
1352,500004,1991,9,267.4
1353,500004,1991,10,95.19999999999999
1354,500004,1991,11,25.9
1355,500004,1991,12,1.0
1356,500004,1992,1,1.0
1357,500004,1992,2,20.4
1358,500004,1992,3,0.0
1359,500004,1992,4,29.6
1360,500004,1992,5,9.2
1361,500004,1992,6,43.8
1362,500004,1992,7,105.7
1363,500004,1992,8,112.0
1364,500004,1992,9,309.8
1365,500004,1992,10,145.8
1366,500004,1992,11,8.3
1367,500004,1992,12,123.9
1368,500004,1993,1,0.0
1369,500004,1993,2,0.0
1370,500004,1993,3,13.6
1371,500004,1993,4,70.2
1372,500004,1993,5,167.3
1373,500004,1993,6,76.6
1374,500004,1993,7,117.60000000000001
1375,500004,1993,8,156.7
1376,500004,1993,9,210.5
1377,500004,1993,10,118.5
1378,500004,1993,11,0.0
1379,500004,1993,12,0.0
1380,500004,1994,1,0.0
1381,500004,1994,2,0.0
1382,500004,1994,3,186.4
1383,500004,1994,4,33.8
1384,500004,1994,5,300.9
1385,500004,1994,6,89.6
1386,500004,1994,7,197.1
1387,500004,1994,8,343.2
1388,500004,1994,9,246.4
1389,500004,1994,10,60.7
1390,500004,1994,11,5.0
1391,500004,1994,12,18.2
1392,500004,1995,1,0.0
1393,500004,1995,2,0.0
1394,500004,1995,3,2.0
1395,500004,1995,4,67.5
1396,500004,1995,5,296.7
1397,500004,1995,6,79.9
1398,500004,1995,7,225.1
1399,500004,1995,8,343.90000000000003
1400,500004,1995,9,122.7
1401,500004,1995,10,124.10000000000001
1402,500004,1995,11,109.80000000000001
1403,500004,1995,12,0.0
1404,500004,1996,1,0.0
1405,500004,1996,2,16.4
1406,500004,1996,3,3.2
1407,500004,1996,4,70.0
1408,500004,1996,5,68.0
1409,500004,1996,6,158.2
1410,500004,1996,7,163.5
1411,500004,1996,8,140.1
1412,500004,1996,9,115.1
1413,500004,1996,10,85.6
1414,500004,1996,11,56.0
1415,500004,1996,12,0.0
1416,500004,1997,1,0.0
1417,500004,1997,2,0.0
1418,500004,1997,3,31.2
1419,500004,1997,4,74.7
1420,500004,1997,5,154.2
1421,500004,1997,6,44.1
1422,500004,1997,7,112.9
1423,500004,1997,8,215.1
1424,500004,1997,9,272.1
1425,500004,1997,10,30.5
1426,500004,1997,11,0.0
1427,500004,1997,12,0.0
1428,500004,1998,1,23.7
1429,500004,1998,2,0.0
1430,500004,1998,3,7.800000000000001
1431,500004,1998,4,35.1
1432,500004,1998,5,177.8
1433,500004,1998,6,167.4
1434,500004,1998,7,126.0
1435,500004,1998,8,61.8
1436,500004,1998,9,262.7
1437,500004,1998,10,22.900000000000002
1438,500004,1998,11,23.0
1439,500004,1998,12,0.0
1440,500004,1999,1,18.3
1441,500004,1999,2,0.0
1442,500004,1999,3,49.1
1443,500004,1999,4,132.7
1444,500004,1999,5,182.1
1445,500004,1999,6,99.5
1446,500004,1999,7,116.2
1447,500004,1999,8,168.20000000000002
1448,500004,1999,9,223.8
1449,500004,1999,10,174.0
1450,500004,1999,11,20.6
1451,500004,1999,12,0.0
1452,500004,2000,1,0.0
1453,500004,2000,2,36.0
1454,500004,2000,3,17.5
1455,500004,2000,4,125.1
1456,500004,2000,5,213.70000000000002
1457,500004,2000,6,106.0
1458,500004,2000,7,139.3
1459,500004,2000,8,118.2
1460,500004,2000,9,138.1
1461,500004,2000,10,129.0
1462,500004,2000,11,0.0
1463,500004,2000,12,0.0
1464,500004,2001,1,6.1000000000000005
1465,500004,2001,2,0.0
1466,500004,2001,3,138.6
1467,500004,2001,4,3.7
1468,500004,2001,5,234.7
1469,500004,2001,6,108.30000000000001
1470,500004,2001,7,238.8
1471,500004,2001,8,236.0
1472,500004,2001,9,120.3
1473,500004,2001,10,92.9
1474,500004,2001,11,20.0
1475,500004,2001,12,7.8
1476,500004,2002,1,11.5
1477,500004,2002,2,11.2
1478,500004,2002,3,2.7
1479,500004,2002,4,49.300000000000004
1480,500004,2002,5,320.0
1481,500004,2002,6,147.3
1482,500004,2002,7,109.9
1483,500004,2002,8,196.5
1484,500004,2002,9,244.2
1485,500004,2002,10,56.1
1486,500004,2002,11,72.9
1487,500004,2002,12,61.9
1488,500004,2003,1,6.3
1489,500004,2003,2,3.1
1490,500004,2003,3,0.0
1491,500004,2003,4,8.8
1492,500004,2003,5,69.10000000000001
1493,500004,2003,6,72.8
1494,500004,2003,7,121.20000000000002
1495,500004,2003,8,190.5
1496,500004,2003,9,321.0
1497,500004,2003,10,61.6
1498,500004,2003,11,1.2
1499,500004,2003,12,0.0
1500,500004,2004,1,4.7
1501,500004,2004,2,0.8
1502,500004,2004,3,0.0
1503,500004,2004,4,70.2
1504,500004,2004,5,208.0
1505,500004,2004,6,152.9
1506,500004,2004,7,94.89999999999999
1507,500004,2004,8,60.3
1508,500004,2004,9,222.5
1509,500004,2004,10,38.3
1510,500004,2004,11,32.7
1511,500004,2004,12,0.0
1512,500004,2005,1,0.0
1513,500004,2005,2,0.5
1514,500004,2005,3,74.1
1515,500004,2005,4,71.6
1516,500004,2005,5,169.4
1517,500004,2005,6,61.3
1518,500004,2005,7,95.9
1519,500004,2005,8,233.8
1520,500004,2005,9,314.8
1521,500004,2005,10,167.8
1522,500004,2005,11,17.0
1523,500004,2005,12,14.3
1524,500004,2006,1,0.0
1525,500004,2006,2,0.0
1526,500004,2006,3,0.0
1527,500004,2006,4,89.0
1528,500004,2006,5,163.5
1529,500004,2006,6,128.4
1530,500004,2006,7,189.1
1531,500004,2006,8,290.1
1532,500004,2006,9,210.0
1533,500004,2006,10,120.3
1534,500004,2006,11,7.9
1535,500004,2006,12,1.3
1536,500004,2007,1,45.2
1537,500004,2007,2,11.5
1538,500004,2007,3,27.9
1539,500004,2007,4,219.2
1540,500004,2007,5,419.7
1541,500004,2007,6,57.0
1542,500004,2007,7,234.1
1543,500004,2007,8,101.3
1544,500004,2007,9,94.0
1545,500004,2007,10,143.6
1546,500004,2007,11,120.3
1547,500004,2007,12,0.0
1548,500004,2008,1,22.7
1549,500004,2008,2,384.3
1550,500004,2008,3,116.10000000000001
1551,500004,2008,4,155.5
1552,500004,2008,5,182.0
1553,500004,2008,6,86.6
1554,500004,2008,7,152.2
1555,500004,2008,8,28.0
1556,500004,2008,9,101.7
1557,500004,2008,10,126.7
1558,500004,2008,11,126.3
1559,500004,2008,12,10.4
1560,500004,2009,1,4.7
1561,500004,2009,2,2.5
1562,500004,2009,3,22.1
1563,500004,2009,4,133.2
1564,500004,2009,5,43.5
1565,500004,2009,6,60.7
1566,500004,2009,7,155.29999999999998
1567,500004,2009,8,29.4
1568,500004,2009,9,91.9
1569,500004,2009,10,114.4
1570,500004,2009,11,22.8
1571,500004,2009,12,15.4
1572,500004,2010,1,39.1
1573,500004,2010,2,6.5
1574,500004,2010,3,76.9
1575,500004,2010,4,18.4
1576,500004,2010,5,61.4
1577,500004,2010,6,74.0
1578,500004,2010,7,67.4
1579,500004,2010,8,76.80000000000001
1580,500004,2010,9,91.0
1581,500004,2010,10,271.9
1582,500004,2010,11,48.2
1583,500004,2010,12,31.4
1584,500004,2011,1,0.0
1585,500004,2011,2,56.0
1586,500004,2011,3,121.5
1587,500004,2011,4,22.6
1588,500004,2011,5,73.1
1589,500004,2011,6,116.6
1590,500004,2011,7,101.4
1591,500004,2011,8,69.2
1592,500004,2011,9,71.8
1593,500004,2011,10,157.7
1594,500004,2011,11,54.0
1595,500004,2011,12,55.5
1596,500004,2012,1,73.9
1597,500004,2012,2,94.8
1598,500004,2012,3,66.9
1599,500004,2012,4,42.3
1600,500004,2012,5,99.6
1601,500004,2012,6,103.1
1602,500004,2012,7,209.3
1603,500004,2012,8,75.89999999999999
1604,500004,2012,9,156.5
1605,500004,2012,10,146.1
1606,500004,2012,11,215.6
1607,500004,2012,12,55.1
1608,500004,2013,1,134.39999999999998
1609,500004,2013,2,19.2
1610,500004,2013,3,12.9
1611,500004,2013,4,70.3
1612,500004,2013,5,83.6
1613,500004,2013,6,164.6
1614,500004,2013,7,152.3
1615,500004,2013,8,105.3
1616,500004,2013,9,228.0
1617,500004,2013,10,260.09999999999997
1618,500004,2013,11,265.5
1619,500004,2013,12,15.5
1620,500004,2014,1,3.3000000000000003
1621,500004,2014,2,12.4
1622,500004,2014,3,33.9
1623,500004,2014,4,33.5
1624,500004,2014,5,74.7
1625,500004,2014,6,126.8
1626,500004,2014,7,117.4
1627,500004,2014,8,152.9
1628,500004,2014,9,137.7
1629,500004,2014,10,329.7
1630,500004,2014,11,164.2
1631,500004,2014,12,8.3
1632,500005,1981,1,1.0
1633,500005,1981,2,15.9
1634,500005,1981,3,19.1
1635,500005,1981,4,64.3
1636,500005,1981,5,214.6
1637,500005,1981,6,112.89999999999999
1638,500005,1981,7,246.1
1639,500005,1981,8,192.0
1640,500005,1981,9,137.8
1641,500005,1981,10,122.8
1642,500005,1981,11,139.3
1643,500005,1981,12,15.700000000000001
1644,500005,1982,1,2.1
1645,500005,1982,2,8.8
1646,500005,1982,3,24.9
1647,500005,1982,4,123.39999999999999
1648,500005,1982,5,147.4
1649,500005,1982,6,119.6
1650,500005,1982,7,149.1
1651,500005,1982,8,151.8
1652,500005,1982,9,198.79999999999998
1653,500005,1982,10,87.9
1654,500005,1982,11,39.2
1655,500005,1982,12,10.200000000000001
1656,500005,1983,1,4.8
1657,500005,1983,2,1.8
1658,500005,1983,3,5.4
1659,500005,1983,4,14.399999999999999
1660,500005,1983,5,182.5
1661,500005,1983,6,135.4
1662,500005,1983,7,160.3
1663,500005,1983,8,224.5
1664,500005,1983,9,188.6
1665,500005,1983,10,182.8
1666,500005,1983,11,89.6
1667,500005,1983,12,17.9
1668,500005,1984,1,5.9
1669,500005,1984,2,28.4
1670,500005,1984,3,18.0
1671,500005,1984,4,72.9
1672,500005,1984,5,157.6
1673,500005,1984,6,106.8
1674,500005,1984,7,168.9
1675,500005,1984,8,173.8
1676,500005,1984,9,191.4
1677,500005,1984,10,115.9
1678,500005,1984,11,23.7
1679,500005,1984,12,11.8
1680,500005,1985,1,10.1
1681,500005,1985,2,11.1
1682,500005,1985,3,12.7
1683,500005,1985,4,113.0
1684,500005,1985,5,188.2
1685,500005,1985,6,146.6
1686,500005,1985,7,139.2
1687,500005,1985,8,174.8
1688,500005,1985,9,201.2
1689,500005,1985,10,167.1
1690,500005,1985,11,121.5
1691,500005,1985,12,10.0
1692,500005,1986,1,1.6
1693,500005,1986,2,2.8
1694,500005,1986,3,4.1
1695,500005,1986,4,106.6
1696,500005,1986,5,209.6
1697,500005,1986,6,105.0
1698,500005,1986,7,176.3
1699,500005,1986,8,191.0
1700,500005,1986,9,205.9
1701,500005,1986,10,173.5
1702,500005,1986,11,40.1
1703,500005,1986,12,19.8
1704,500005,1987,1,2.7
1705,500005,1987,2,7.7
1706,500005,1987,3,21.5
1707,500005,1987,4,84.3
1708,500005,1987,5,118.5
1709,500005,1987,6,130.0
1710,500005,1987,7,112.2
1711,500005,1987,8,223.3
1712,500005,1987,9,263.5
1713,500005,1987,10,100.8
1714,500005,1987,11,168.5
1715,500005,1987,12,12.5
1716,500005,1988,1,3.6
1717,500005,1988,2,19.1
1718,500005,1988,3,10.3
1719,500005,1988,4,124.3
1720,500005,1988,5,190.20000000000002
1721,500005,1988,6,163.6
1722,500005,1988,7,144.8
1723,500005,1988,8,180.7
1724,500005,1988,9,164.1
1725,500005,1988,10,149.5
1726,500005,1988,11,68.1
1727,500005,1988,12,2.7
1728,500005,1989,1,19.6
1729,500005,1989,2,5.6
1730,500005,1989,3,26.8
1731,500005,1989,4,27.3
1732,500005,1989,5,199.4
1733,500005,1989,6,95.5
1734,500005,1989,7,157.3
1735,500005,1989,8,167.6
1736,500005,1989,9,181.4
1737,500005,1989,10,209.1
1738,500005,1989,11,44.6
1739,500005,1989,12,1.4
1740,500005,1990,1,6.8
1741,500005,1990,2,17.0
1742,500005,1990,3,38.2
1743,500005,1990,4,66.9
1744,500005,1990,5,164.3
1745,500005,1990,6,95.0
1746,500005,1990,7,179.6
1747,500005,1990,8,142.4
1748,500005,1990,9,191.29999999999998
1749,500005,1990,10,189.0
1750,500005,1990,11,55.1
1751,500005,1990,12,5.0
1752,500005,1991,1,3.3
1753,500005,1991,2,7.8
1754,500005,1991,3,24.6
1755,500005,1991,4,66.5
1756,500005,1991,5,147.4
1757,500005,1991,6,103.9
1758,500005,1991,7,121.1
1759,500005,1991,8,232.10000000000002
1760,500005,1991,9,218.3
1761,500005,1991,10,152.6
1762,500005,1991,11,28.9
1763,500005,1991,12,15.4
1764,500005,1992,1,11.0
1765,500005,1992,2,19.0
1766,500005,1992,3,0.8
1767,500005,1992,4,19.0
1768,500005,1992,5,49.3
1769,500005,1992,6,99.7
1770,500005,1992,7,168.3
1771,500005,1992,8,149.2
1772,500005,1992,9,215.4
1773,500005,1992,10,180.5
1774,500005,1992,11,19.4
1775,500005,1992,12,66.0
1776,500005,1993,1,16.0
1777,500005,1993,2,1.4
1778,500005,1993,3,36.2
1779,500005,1993,4,64.1
1780,500005,1993,5,149.6
1781,500005,1993,6,100.2
1782,500005,1993,7,117.8
1783,500005,1993,8,162.2
1784,500005,1993,9,197.79999999999998
1785,500005,1993,10,138.1
1786,500005,1993,11,15.6
1787,500005,1993,12,13.0
1788,500005,1994,1,1.4000000000000001
1789,500005,1994,2,7.5
1790,500005,1994,3,145.2
1791,500005,1994,4,42.199999999999996
1792,500005,1994,5,231.9
1793,500005,1994,6,163.4
1794,500005,1994,7,172.6
1795,500005,1994,8,282.6
1796,500005,1994,9,210.5
1797,500005,1994,10,75.3
1798,500005,1994,11,19.6
1799,500005,1994,12,17.2
1800,500005,1995,1,14.2
1801,500005,1995,2,3.0
1802,500005,1995,3,18.0
1803,500005,1995,4,57.6
1804,500005,1995,5,194.1
1805,500005,1995,6,120.4
1806,500005,1995,7,225.4
1807,500005,1995,8,305.3
1808,500005,1995,9,203.6
1809,500005,1995,10,135.3
1810,500005,1995,11,89.30000000000001
1811,500005,1995,12,6.6
1812,500005,1996,1,3.5
1813,500005,1996,2,24.3
1814,500005,1996,3,16.5
1815,500005,1996,4,99.4
1816,500005,1996,5,126.2
1817,500005,1996,6,158.3
1818,500005,1996,7,157.0
1819,500005,1996,8,162.2
1820,500005,1996,9,206.5
1821,500005,1996,10,156.9
1822,500005,1996,11,89.6
1823,500005,1996,12,21.8
1824,500005,1997,1,2.4
1825,500005,1997,2,7.5
1826,500005,1997,3,34.8
1827,500005,1997,4,64.7
1828,500005,1997,5,114.8
1829,500005,1997,6,68.3
1830,500005,1997,7,145.7
1831,500005,1997,8,199.5
1832,500005,1997,9,234.0
1833,500005,1997,10,90.7
1834,500005,1997,11,46.800000000000004
1835,500005,1997,12,9.2
1836,500005,1998,1,13.8
1837,500005,1998,2,6.6
1838,500005,1998,3,11.4
1839,500005,1998,4,42.5
1840,500005,1998,5,167.1
1841,500005,1998,6,152.1
1842,500005,1998,7,146.8
1843,500005,1998,8,147.6
1844,500005,1998,9,229.5
1845,500005,1998,10,109.9
1846,500005,1998,11,55.1
1847,500005,1998,12,13.1
1848,500005,1999,1,23.0
1849,500005,1999,2,21.0
1850,500005,1999,3,45.5
1851,500005,1999,4,145.4
1852,500005,1999,5,211.1
1853,500005,1999,6,127.8
1854,500005,1999,7,133.1
1855,500005,1999,8,167.4
1856,500005,1999,9,223.5
1857,500005,1999,10,212.2
1858,500005,1999,11,47.5
1859,500005,1999,12,18.8
1860,500005,2000,1,7.0
1861,500005,2000,2,36.400000000000006
1862,500005,2000,3,37.9
1863,500005,2000,4,150.6
1864,500005,2000,5,188.9
1865,500005,2000,6,147.4
1866,500005,2000,7,151.9
1867,500005,2000,8,163.3
1868,500005,2000,9,159.0
1869,500005,2000,10,150.7
1870,500005,2000,11,30.7
1871,500005,2000,12,13.5
1872,500005,2001,1,18.900000000000002
1873,500005,2001,2,5.5
1874,500005,2001,3,160.4
1875,500005,2001,4,29.6
1876,500005,2001,5,216.0
1877,500005,2001,6,127.8
1878,500005,2001,7,181.5
1879,500005,2001,8,219.3
1880,500005,2001,9,165.6
1881,500005,2001,10,159.3
1882,500005,2001,11,34.9
1883,500005,2001,12,16.0
1884,500005,2002,1,8.4
