,Station,Year,Month,Monthly_mm
1885,500005,2002,2,8.0
1886,500005,2002,3,34.0
1887,500005,2002,4,54.9
1888,500005,2002,5,240.3
1889,500005,2002,6,137.7
1890,500005,2002,7,116.89999999999999
1891,500005,2002,8,215.2
1892,500005,2002,9,238.4
1893,500005,2002,10,84.9
1894,500005,2002,11,95.2
1895,500005,2002,12,63.3
1896,500005,2003,1,8.3
1897,500005,2003,2,11.5
1898,500005,2003,3,58.0
1899,500005,2003,4,32.9
1900,500005,2003,5,96.4
1901,500005,2003,6,120.5
1902,500005,2003,7,156.1
1903,500005,2003,8,190.1
1904,500005,2003,9,250.0
1905,500005,2003,10,130.8
1906,500005,2003,11,13.8
1907,500005,2003,12,12.0
1908,500005,2004,1,17.0
1909,500005,2004,2,21.900000000000002
1910,500005,2004,3,10.3
1911,500005,2004,4,57.9
1912,500005,2004,5,189.4
1913,500005,2004,6,165.6
1914,500005,2004,7,140.1
1915,500005,2004,8,127.8
1916,500005,2004,9,215.0
1917,500005,2004,10,56.0
1918,500005,2004,11,48.3
1919,500005,2004,12,4.0
1920,500005,2005,1,7.2
1921,500005,2005,2,1.0
1922,500005,2005,3,48.5
1923,500005,2005,4,63.5
1924,500005,2005,5,128.6
1925,500005,2005,6,110.9
1926,500005,2005,7,140.3
1927,500005,2005,8,182.0
1928,500005,2005,9,276.4
1929,500005,2005,10,152.2
1930,500005,2005,11,72.1
1931,500005,2005,12,31.6
1932,500005,2006,1,4.3
1933,500005,2006,2,15.5
1934,500005,2006,3,33.8
1935,500005,2006,4,89.5
1936,500005,2006,5,172.8
1937,500005,2006,6,136.7
1938,500005,2006,7,182.8
1939,500005,2006,8,232.0
1940,500005,2006,9,224.7
1941,500005,2006,10,141.6
1942,500005,2006,11,19.6
1943,500005,2006,12,13.200000000000001
1944,500005,2007,1,0.0
1945,500005,2007,2,0.0
1946,500005,2007,3,0.0
1947,500005,2007,4,7.0
1948,500005,2007,5,669.3
1949,500005,2007,6,116.69999999999999
1950,500005,2007,7,141.9
1951,500005,2007,8,47.3
1952,500005,2007,9,178.2
1953,500005,2007,10,139.8
1954,500005,2007,11,156.8
1955,500005,2007,12,0.0
1956,500005,2008,1,2.5
1957,500005,2008,2,116.1
1958,500005,2008,3,116.2
1959,500005,2008,4,84.60000000000001
1960,500005,2008,5,140.1
1961,500005,2008,6,25.2
1962,500005,2008,7,6.3
1963,500005,2008,8,0.0
1964,500005,2008,9,41.2
1965,500005,2008,10,17.9
1966,500005,2008,11,65.2
1967,500005,2008,12,0.0
1968,500005,2009,1,0.0
1969,500005,2009,2,0.0
1970,500005,2009,3,0.0
1971,500005,2009,4,143.3
1972,500005,2009,5,51.7
1973,500005,2009,6,18.5
1974,500005,2009,7,23.1
1975,500005,2009,8,34.5
1976,500005,2009,9,30.6
1977,500005,2009,10,61.0
1978,500005,2009,11,38.3
1979,500005,2009,12,0.0
1980,500005,2010,1,30.0
1981,500005,2010,2,0.0
1982,500005,2010,3,66.4
1983,500005,2010,4,1.9
1984,500005,2010,5,12.9
1985,500005,2010,6,2.2
1986,500005,2010,7,102.89999999999999
1987,500005,2010,8,187.4
1988,500005,2010,9,78.5
1989,500005,2010,10,328.3
1990,500005,2010,11,0.0
1991,500005,2010,12,2.4
1992,500005,2011,1,0.0
1993,500005,2011,2,6.1
1994,500005,2011,3,87.1
1995,500005,2011,4,1.5999999999999999
1996,500005,2011,5,93.8
1997,500005,2011,6,93.7
1998,500005,2011,7,138.0
1999,500005,2011,8,39.0
2000,500005,2011,9,89.1
2001,500005,2011,10,64.9
2002,500005,2011,11,60.0
2003,500005,2011,12,50.8
2004,500005,2012,1,21.0
2005,500005,2012,2,194.4
2006,500005,2012,3,102.4
2007,500005,2012,4,34.6
2008,500005,2012,5,41.9
2009,500005,2012,6,120.0
2010,500005,2012,7,297.3
2011,500005,2012,8,13.899999999999999
2012,500005,2012,9,17.599999999999998
2013,500005,2012,10,131.20000000000002
2014,500005,2012,11,318.2
2015,500005,2012,12,67.7
2016,500005,2013,1,282.5
2017,500005,2013,2,13.5
2018,500005,2013,3,0.5
2019,500005,2013,4,62.300000000000004
2020,500005,2013,5,62.8
2021,500005,2013,6,126.2
2022,500005,2013,7,99.6
2023,500005,2013,8,40.9
2024,500005,2013,9,198.4
2025,500005,2013,10,291.0
2026,500005,2013,11,349.8
2027,500005,2013,12,0.5
2028,500005,2014,1,0.0
2029,500005,2014,2,18.0
2030,500005,2014,3,44.7
2031,500005,2014,4,5.800000000000001
2032,500005,2014,5,29.5
2033,500005,2014,6,77.3
2034,500005,2014,7,74.2
2035,500005,2014,8,119.8
2036,500005,2014,9,81.1
2037,500005,2014,10,413.8
2038,500005,2014,11,226.60000000000002
2039,500005,2014,12,33.5
2040,500006,1981,1,1.1
2041,500006,1981,2,17.6
2042,500006,1981,3,19.5
2043,500006,1981,4,65.8
2044,500006,1981,5,209.0
2045,500006,1981,6,117.0
2046,500006,1981,7,237.5
2047,500006,1981,8,188.3
2048,500006,1981,9,145.0
2049,500006,1981,10,123.3
2050,500006,1981,11,142.1
2051,500006,1981,12,15.6
2052,500006,1982,1,1.8
2053,500006,1982,2,9.5
2054,500006,1982,3,26.8
2055,500006,1982,4,119.5
2056,500006,1982,5,145.6
2057,500006,1982,6,123.10000000000001
2058,500006,1982,7,149.3
2059,500006,1982,8,154.9
2060,500006,1982,9,203.2
2061,500006,1982,10,93.1
2062,500006,1982,11,42.9
2063,500006,1982,12,10.7
2064,500006,1983,1,5.0
2065,500006,1983,2,1.8
2066,500006,1983,3,5.7
2067,500006,1983,4,13.899999999999999
2068,500006,1983,5,175.70000000000002
2069,500006,1983,6,137.1
2070,500006,1983,7,159.5
2071,500006,1983,8,229.0
2072,500006,1983,9,192.6
2073,500006,1983,10,189.0
2074,500006,1983,11,95.8
2075,500006,1983,12,19.7
2076,500006,1984,1,6.3
2077,500006,1984,2,28.6
2078,500006,1984,3,19.6
2079,500006,1984,4,71.9
2080,500006,1984,5,152.6
2081,500006,1984,6,113.8
2082,500006,1984,7,166.0
2083,500006,1984,8,172.79999999999998
2084,500006,1984,9,191.1
2085,500006,1984,10,118.3
2086,500006,1984,11,25.0
2087,500006,1984,12,12.7
2088,500006,1985,1,10.8
2089,500006,1985,2,12.0
2090,500006,1985,3,13.7
2091,500006,1985,4,107.7
2092,500006,1985,5,186.9
2093,500006,1985,6,144.7
2094,500006,1985,7,140.2
2095,500006,1985,8,172.3
2096,500006,1985,9,204.7
2097,500006,1985,10,170.8
2098,500006,1985,11,120.5
2099,500006,1985,12,10.6
2100,500006,1986,1,1.7
2101,500006,1986,2,3.2
2102,500006,1986,3,4.4
2103,500006,1986,4,101.8
2104,500006,1986,5,212.9
2105,500006,1986,6,106.3
2106,500006,1986,7,172.4
2107,500006,1986,8,188.2
2108,500006,1986,9,204.5
2109,500006,1986,10,179.5
2110,500006,1986,11,42.5
2111,500006,1986,12,19.0
2112,500006,1987,1,2.8
2113,500006,1987,2,7.7
2114,500006,1987,3,23.7
2115,500006,1987,4,79.5
2116,500006,1987,5,114.9
2117,500006,1987,6,134.0
2118,500006,1987,7,108.2
2119,500006,1987,8,216.1
2120,500006,1987,9,258.4
2121,500006,1987,10,106.8
2122,500006,1987,11,178.5
2123,500006,1987,12,13.3
2124,500006,1988,1,3.9000000000000004
2125,500006,1988,2,20.2
2126,500006,1988,3,11.2
2127,500006,1988,4,123.0
2128,500006,1988,5,189.7
2129,500006,1988,6,164.5
2130,500006,1988,7,149.5
2131,500006,1988,8,183.0
2132,500006,1988,9,168.4
2133,500006,1988,10,156.9
2134,500006,1988,11,71.5
2135,500006,1988,12,3.1
2136,500006,1989,1,21.8
2137,500006,1989,2,6.0
2138,500006,1989,3,29.2
2139,500006,1989,4,29.5
2140,500006,1989,5,191.6
2141,500006,1989,6,99.1
2142,500006,1989,7,155.79999999999998
2143,500006,1989,8,167.4
2144,500006,1989,9,181.20000000000002
2145,500006,1989,10,209.9
2146,500006,1989,11,48.7
2147,500006,1989,12,1.5
2148,500006,1990,1,7.0
2149,500006,1990,2,17.0
2150,500006,1990,3,39.5
2151,500006,1990,4,65.10000000000001
2152,500006,1990,5,166.0
2153,500006,1990,6,96.2
2154,500006,1990,7,171.4
2155,500006,1990,8,141.3
2156,500006,1990,9,189.70000000000002
2157,500006,1990,10,196.6
2158,500006,1990,11,56.6
2159,500006,1990,12,5.3
2160,500006,1991,1,3.5
2161,500006,1991,2,8.7
2162,500006,1991,3,24.5
2163,500006,1991,4,66.2
2164,500006,1991,5,149.1
2165,500006,1991,6,104.2
2166,500006,1991,7,123.7
2167,500006,1991,8,230.1
2168,500006,1991,9,213.5
2169,500006,1991,10,160.20000000000002
2170,500006,1991,11,29.2
2171,500006,1991,12,16.7
2172,500006,1992,1,12.0
2173,500006,1992,2,19.200000000000003
2174,500006,1992,3,0.9
2175,500006,1992,4,17.7
2176,500006,1992,5,52.2
2177,500006,1992,6,104.3
2178,500006,1992,7,173.4
2179,500006,1992,8,152.2
2180,500006,1992,9,206.4
2181,500006,1992,10,183.8
2182,500006,1992,11,20.099999999999998
2183,500006,1992,12,60.900000000000006
2184,500006,1993,1,18.1
2185,500006,1993,2,1.7000000000000002
2186,500006,1993,3,38.6
2187,500006,1993,4,63.1
2188,500006,1993,5,147.6
2189,500006,1993,6,102.3
2190,500006,1993,7,116.60000000000001
2191,500006,1993,8,161.3
2192,500006,1993,9,195.6
2193,500006,1993,10,140.2
2194,500006,1993,11,16.9
2195,500006,1993,12,14.0
2196,500006,1994,1,1.4000000000000001
2197,500006,1994,2,8.4
2198,500006,1994,3,142.4
2199,500006,1994,4,42.6
2200,500006,1994,5,224.3
2201,500006,1994,6,168.8
2202,500006,1994,7,170.0
2203,500006,1994,8,275.9
2204,500006,1994,9,206.4
2205,500006,1994,10,76.5
2206,500006,1994,11,20.8
2207,500006,1994,12,17.4
2208,500006,1995,1,16.1
2209,500006,1995,2,3.1
2210,500006,1995,3,19.099999999999998
2211,500006,1995,4,55.9
2212,500006,1995,5,184.8
2213,500006,1995,6,123.0
2214,500006,1995,7,224.9
2215,500006,1995,8,300.2
2216,500006,1995,9,210.0
2217,500006,1995,10,136.3
2218,500006,1995,11,87.69999999999999
2219,500006,1995,12,7.5
2220,500006,1996,1,3.7
2221,500006,1996,2,24.9
2222,500006,1996,3,17.6
2223,500006,1996,4,101.6
2224,500006,1996,5,130.7
2225,500006,1996,6,157.6
2226,500006,1996,7,156.7
2227,500006,1996,8,163.6
2228,500006,1996,9,213.7
2229,500006,1996,10,165.6
2230,500006,1996,11,92.7
2231,500006,1996,12,23.9
2232,500006,1997,1,2.8
2233,500006,1997,2,7.9
2234,500006,1997,3,35.2
2235,500006,1997,4,63.6
2236,500006,1997,5,110.5
2237,500006,1997,6,69.6
2238,500006,1997,7,148.6
2239,500006,1997,8,197.1
2240,500006,1997,9,229.2
2241,500006,1997,10,95.7
2242,500006,1997,11,52.4
2243,500006,1997,12,9.9
2244,500006,1998,1,12.700000000000001
2245,500006,1998,2,7.2
2246,500006,1998,3,11.9
2247,500006,1998,4,42.7
2248,500006,1998,5,166.0
2249,500006,1998,6,150.3
2250,500006,1998,7,147.8
2251,500006,1998,8,153.8
2252,500006,1998,9,225.8
2253,500006,1998,10,118.2
2254,500006,1998,11,58.0
2255,500006,1998,12,14.4
2256,500006,1999,1,23.4
2257,500006,1999,2,22.6
2258,500006,1999,3,45.0
2259,500006,1999,4,146.0
2260,500006,1999,5,213.5
2261,500006,1999,6,130.4
2262,500006,1999,7,134.3
2263,500006,1999,8,166.6
2264,500006,1999,9,223.29999999999998
2265,500006,1999,10,217.1
2266,500006,1999,11,49.8
2267,500006,1999,12,20.3
2268,500006,2000,1,7.7
2269,500006,2000,2,36.8
2270,500006,2000,3,40.1
2271,500006,2000,4,153.0
2272,500006,2000,5,186.2
2273,500006,2000,6,150.3
2274,500006,2000,7,152.6
2275,500006,2000,8,166.3
2276,500006,2000,9,160.2
2277,500006,2000,10,152.5
2278,500006,2000,11,33.4
2279,500006,2000,12,14.5
2280,500006,2001,1,20.0
2281,500006,2001,2,6.300000000000001
2282,500006,2001,3,163.8
2283,500006,2001,4,32.0
2284,500006,2001,5,213.7
2285,500006,2001,6,128.5
2286,500006,2001,7,176.0
2287,500006,2001,8,216.9
2288,500006,2001,9,169.4
2289,500006,2001,10,165.4
2290,500006,2001,11,36.5
2291,500006,2001,12,16.5
2292,500006,2002,1,8.0
2293,500006,2002,2,7.8
2294,500006,2002,3,37.6
2295,500006,2002,4,55.0
2296,500006,2002,5,232.7
2297,500006,2002,6,136.5
2298,500006,2002,7,116.8
2299,500006,2002,8,216.4
2300,500006,2002,9,236.7
2301,500006,2002,10,87.2
2302,500006,2002,11,98.2
2303,500006,2002,12,63.9
2304,500006,2003,1,8.5
2305,500006,2003,2,12.1
2306,500006,2003,3,63.2
2307,500006,2003,4,34.6
2308,500006,2003,5,98.6
2309,500006,2003,6,123.6
2310,500006,2003,7,158.1
2311,500006,2003,8,189.8
2312,500006,2003,9,242.4
2313,500006,2003,10,139.5
2314,500006,2003,11,14.4
2315,500006,2003,12,12.9
2316,500006,2004,1,18.4
2317,500006,2004,2,23.8
2318,500006,2004,3,10.6
2319,500006,2004,4,56.4
2320,500006,2004,5,187.4
2321,500006,2004,6,166.0
2322,500006,2004,7,142.5
2323,500006,2004,8,132.4
2324,500006,2004,9,214.2
2325,500006,2004,10,58.2
2326,500006,2004,11,50.6
2327,500006,2004,12,4.5
2328,500006,2005,1,7.7
2329,500006,2005,2,1.1
2330,500006,2005,3,46.5
2331,500006,2005,4,62.7
2332,500006,2005,5,124.7
2333,500006,2005,6,115.1
2334,500006,2005,7,143.4
2335,500006,2005,8,176.9
2336,500006,2005,9,271.4
2337,500006,2005,10,152.0
2338,500006,2005,11,77.4
2339,500006,2005,12,32.9
2340,500006,2006,1,4.7
2341,500006,2006,2,16.9
2342,500006,2006,3,37.0
2343,500006,2006,4,89.5
2344,500006,2006,5,173.8
2345,500006,2006,6,136.8
2346,500006,2006,7,182.2
2347,500006,2006,8,226.5
2348,500006,2006,9,225.6
2349,500006,2006,10,143.3
2350,500006,2006,11,20.5
2351,500006,2006,12,14.1
2352,500006,2007,1,0.0
2353,500006,2007,2,0.0
2354,500006,2007,3,17.8
2355,500006,2007,4,241.5
2356,500006,2007,5,545.6
2357,500006,2007,6,80.7
2358,500006,2007,7,152.20000000000002
2359,500006,2007,8,82.7
2360,500006,2007,9,101.1
2361,500006,2007,10,168.1
2362,500006,2007,11,176.3
2363,500006,2007,12,4.4
2364,500006,2008,1,0.0
2365,500006,2008,2,178.5
2366,500006,2008,3,84.6
2367,500006,2008,4,116.2
2368,500006,2008,5,202.1
2369,500006,2008,6,64.1
2370,500006,2008,7,75.1
2371,500006,2008,8,38.1
2372,500006,2008,9,145.6
2373,500006,2008,10,113.2
2374,500006,2008,11,109.7
2375,500006,2008,12,0.0
2376,500006,2009,1,0.0
2377,500006,2009,2,0.0
2378,500006,2009,3,6.3
2379,500006,2009,4,217.5
2380,500006,2009,5,132.89999999999998
2381,500006,2009,6,90.3
2382,500006,2009,7,105.0
2383,500006,2009,8,58.599999999999994
2384,500006,2009,9,72.7
2385,500006,2009,10,102.8
2386,500006,2009,11,20.9
2387,500006,2009,12,25.2
2388,500006,2010,1,51.2
2389,500006,2010,2,9.4
2390,500006,2010,3,154.0
2391,500006,2010,4,4.5
2392,500006,2010,5,48.2
2393,500006,2010,6,60.9
2394,500006,2010,7,77.2
2395,500006,2010,8,112.10000000000001
2396,500006,2010,9,143.5
2397,500006,2010,10,217.70000000000002
2398,500006,2010,11,8.2
2399,500006,2010,12,10.1
2400,500006,2011,1,308.7
2401,500006,2011,2,55.2
2402,500006,2011,3,169.7
2403,500006,2011,4,4.4
2404,500006,2011,5,56.0
2405,500006,2011,6,214.89999999999998
2406,500006,2011,7,193.7
2407,500006,2011,8,59.699999999999996
2408,500006,2011,9,35.3
2409,500006,2011,10,191.8
2410,500006,2011,11,30.0
2411,500006,2011,12,65.39999999999999
2412,500006,2012,1,98.8
2413,500006,2012,2,92.3
2414,500006,2012,3,56.6
2415,500006,2012,4,25.2
2416,500006,2012,5,69.9
2417,500006,2012,6,48.1
2418,500006,2012,7,184.5
2419,500006,2012,8,42.0
2420,500006,2012,9,113.9
2421,500006,2012,10,145.1
2422,500006,2012,11,325.5
2423,500006,2012,12,69.7
2424,500006,2013,1,293.9
2425,500006,2013,2,13.5
2426,500006,2013,3,0.0
2427,500006,2013,4,61.9
2428,500006,2013,5,61.5
2429,500006,2013,6,123.5
2430,500006,2013,7,96.3
2431,500006,2013,8,36.6
2432,500006,2013,9,196.2
2433,500006,2013,10,293.2
2434,500006,2013,11,355.7
2435,500006,2013,12,0.0
2436,500006,2014,1,0.0
2437,500006,2014,2,18.4
2438,500006,2014,3,45.5
2439,500006,2014,4,4.5
2440,500006,2014,5,26.6
2441,500006,2014,6,73.9
2442,500006,2014,7,71.9
2443,500006,2014,8,118.3
2444,500006,2014,9,78.1
2445,500006,2014,10,417.6
2446,500006,2014,11,233.2
2447,500006,2014,12,32.3
2448,500007,1981,1,1.0
2449,500007,1981,2,49.8
2450,500007,1981,3,19.9
2451,500007,1981,4,62.5
2452,500007,1981,5,166.6
2453,500007,1981,6,113.1
2454,500007,1981,7,147.6
2455,500007,1981,8,151.4
2456,500007,1981,9,157.5
2457,500007,1981,10,139.9
2458,500007,1981,11,227.0
2459,500007,1981,12,7.4
2460,500007,1982,1,0.5
2461,500007,1982,2,19.2
2462,500007,1982,3,42.699999999999996
2463,500007,1982,4,106.9
2464,500007,1982,5,140.4
2465,500007,1982,6,134.4
2466,500007,1982,7,145.0
2467,500007,1982,8,143.4
2468,500007,1982,9,150.1
2469,500007,1982,10,99.7
2470,500007,1982,11,72.9
2471,500007,1982,12,12.5
2472,500007,1983,1,5.7
2473,500007,1983,2,1.7000000000000002
2474,500007,1983,3,6.8
2475,500007,1983,4,8.5
2476,500007,1983,5,148.1
2477,500007,1983,6,109.9
2478,500007,1983,7,128.7
2479,500007,1983,8,172.0
2480,500007,1983,9,156.1
2481,500007,1983,10,157.2
2482,500007,1983,11,178.3
2483,500007,1983,12,26.6
2484,500007,1984,1,7.5
2485,500007,1984,2,44.2
2486,500007,1984,3,28.9
2487,500007,1984,4,62.300000000000004
2488,500007,1984,5,107.3
2489,500007,1984,6,131.1
2490,500007,1984,7,117.9
2491,500007,1984,8,131.2
2492,500007,1984,9,150.7
2493,500007,1984,10,106.0
2494,500007,1984,11,21.4
2495,500007,1984,12,14.0
2496,500007,1985,1,21.7
2497,500007,1985,2,27.3
2498,500007,1985,3,14.6
2499,500007,1985,4,66.4
2500,500007,1985,5,200.8
2501,500007,1985,6,120.8
2502,500007,1985,7,111.89999999999999
2503,500007,1985,8,141.1
2504,500007,1985,9,183.7
2505,500007,1985,10,208.0
2506,500007,1985,11,184.0
2507,500007,1985,12,6.6000000000000005
2508,500007,1986,1,1.3
2509,500007,1986,2,5.800000000000001
2510,500007,1986,3,8.0
2511,500007,1986,4,56.5
2512,500007,1986,5,253.0
2513,500007,1986,6,86.0
2514,500007,1986,7,126.60000000000001
2515,500007,1986,8,123.8
2516,500007,1986,9,152.8
2517,500007,1986,10,294.3
2518,500007,1986,11,78.9
2519,500007,1986,12,11.8
2520,500007,1987,1,1.7000000000000002
2521,500007,1987,2,5.0
2522,500007,1987,3,41.6
2523,500007,1987,4,46.7
2524,500007,1987,5,83.0
2525,500007,1987,6,160.5
2526,500007,1987,7,70.7
2527,500007,1987,8,152.9
2528,500007,1987,9,168.0
2529,500007,1987,10,152.1
2530,500007,1987,11,452.8
2531,500007,1987,12,8.9
2532,500007,1988,1,2.4
2533,500007,1988,2,27.2
2534,500007,1988,3,16.700000000000003
2535,500007,1988,4,133.3
2536,500007,1988,5,166.4
2537,500007,1988,6,141.9
2538,500007,1988,7,136.6
2539,500007,1988,8,136.4
2540,500007,1988,9,156.5
2541,500007,1988,10,135.5
2542,500007,1988,11,132.0
2543,500007,1988,12,2.1
2544,500007,1989,1,61.00000000000001
2545,500007,1989,2,11.2
2546,500007,1989,3,51.800000000000004
2547,500007,1989,4,44.5
2548,500007,1989,5,119.2
2549,500007,1989,6,88.9
2550,500007,1989,7,139.4
2551,500007,1989,8,120.7
2552,500007,1989,9,129.7
2553,500007,1989,10,296.9
2554,500007,1989,11,143.0
2555,500007,1989,12,1.0
2556,500007,1990,1,10.3
2557,500007,1990,2,19.3
2558,500007,1990,3,31.7
2559,500007,1990,4,75.3
2560,500007,1990,5,131.3
2561,500007,1990,6,69.6
2562,500007,1990,7,98.4
2563,500007,1990,8,107.1
2564,500007,1990,9,127.7
2565,500007,1990,10,192.1
2566,500007,1990,11,89.0
2567,500007,1990,12,4.3
2568,500007,1991,1,2.4
2569,500007,1991,2,26.3
2570,500007,1991,3,14.399999999999999
2571,500007,1991,4,85.4
2572,500007,1991,5,163.7
2573,500007,1991,6,77.7
2574,500007,1991,7,116.6
2575,500007,1991,8,177.4
2576,500007,1991,9,131.0
2577,500007,1991,10,325.9
2578,500007,1991,11,50.0
2579,500007,1991,12,10.9
2580,500007,1992,1,16.9
2581,500007,1992,2,21.7
2582,500007,1992,3,0.30000000000000004
2583,500007,1992,4,7.6
2584,500007,1992,5,47.2
2585,500007,1992,6,97.9
2586,500007,1992,7,193.0
2587,500007,1992,8,118.8
2588,500007,1992,9,116.4
2589,500007,1992,10,212.1
2590,500007,1992,11,19.8
2591,500007,1992,12,29.400000000000002
2592,500007,1993,1,52.2
2593,500007,1993,2,1.0
2594,500007,1993,3,59.0
2595,500007,1993,4,45.3
2596,500007,1993,5,125.3
2597,500007,1993,6,82.1
2598,500007,1993,7,77.1
2599,500007,1993,8,116.5
2600,500007,1993,9,116.3
2601,500007,1993,10,191.7
2602,500007,1993,11,15.2
2603,500007,1993,12,9.4
2604,500007,1994,1,0.8
2605,500007,1994,2,9.2
2606,500007,1994,3,184.5
2607,500007,1994,4,31.4
2608,500007,1994,5,143.9
2609,500007,1994,6,138.5
2610,500007,1994,7,166.5
2611,500007,1994,8,233.6
2612,500007,1994,9,136.8
2613,500007,1994,10,79.60000000000001
2614,500007,1994,11,14.0
2615,500007,1994,12,14.7
2616,500007,1995,1,62.00000000000001
2617,500007,1995,2,1.9000000000000001
2618,500007,1995,3,18.4
2619,500007,1995,4,34.4
2620,500007,1995,5,112.6
2621,500007,1995,6,107.9
2622,500007,1995,7,217.2
2623,500007,1995,8,222.9
2624,500007,1995,9,184.8
2625,500007,1995,10,159.6
2626,500007,1995,11,99.5
2627,500007,1995,12,12.1
2628,500007,1996,1,2.5
2629,500007,1996,2,25.8
2630,500007,1996,3,14.2
2631,500007,1996,4,95.3
2632,500007,1996,5,130.6
2633,500007,1996,6,136.5
2634,500007,1996,7,168.0
2635,500007,1996,8,135.3
2636,500007,1996,9,183.3
2637,500007,1996,10,350.9
2638,500007,1996,11,141.0
2639,500007,1996,12,36.6
2640,500007,1997,1,5.2
2641,500007,1997,2,7.2
2642,500007,1997,3,35.8
2643,500007,1997,4,39.5
2644,500007,1997,5,60.0
2645,500007,1997,6,51.2
2646,500007,1997,7,153.7
2647,500007,1997,8,155.4
2648,500007,1997,9,151.6
2649,500007,1997,10,84.4
2650,500007,1997,11,165.7
2651,500007,1997,12,6.7
2652,500007,1998,1,8.1
2653,500007,1998,2,5.7
2654,500007,1998,3,15.3
2655,500007,1998,4,44.4
2656,500007,1998,5,155.7
2657,500007,1998,6,113.5
2658,500007,1998,7,105.6
2659,500007,1998,8,142.1
2660,500007,1998,9,184.3
2661,500007,1998,10,207.2
2662,500007,1998,11,104.3
2663,500007,1998,12,9.0
2664,500007,1999,1,32.0
2665,500007,1999,2,23.6
2666,500007,1999,3,37.7
2667,500007,1999,4,129.0
2668,500007,1999,5,177.7
2669,500007,1999,6,142.9
2670,500007,1999,7,118.7
2671,500007,1999,8,142.2
2672,500007,1999,9,222.6
2673,500007,1999,10,312.59999999999997
2674,500007,1999,11,57.7
2675,500007,1999,12,33.699999999999996
2676,500007,2000,1,5.3
2677,500007,2000,2,56.7
2678,500007,2000,3,78.2
2679,500007,2000,4,171.6
2680,500007,2000,5,144.4
2681,500007,2000,6,125.1
2682,500007,2000,7,139.9
2683,500007,2000,8,131.7
2684,500007,2000,9,126.2
2685,500007,2000,10,151.8
2686,500007,2000,11,44.5
2687,500007,2000,12,18.5
2688,500007,2001,1,35.0
2689,500007,2001,2,11.2
2690,500007,2001,3,301.3
2691,500007,2001,4,63.0
2692,500007,2001,5,177.9
2693,500007,2001,6,112.3
2694,500007,2001,7,140.4
2695,500007,2001,8,172.9
2696,500007,2001,9,169.5
2697,500007,2001,10,211.6
2698,500007,2001,11,57.2
2699,500007,2001,12,20.7
2700,500007,2002,1,5.3
2701,500007,2002,2,2.9
2702,500007,2002,3,113.8
2703,500007,2002,4,53.6
2704,500007,2002,5,186.0
2705,500007,2002,6,123.5
2706,500007,2002,7,98.1
2707,500007,2002,8,210.8
2708,500007,2002,9,170.0
2709,500007,2002,10,86.5
2710,500007,2002,11,160.2
2711,500007,2002,12,100.0
2712,500007,2003,1,14.3
2713,500007,2003,2,8.8
2714,500007,2003,3,109.2
2715,500007,2003,4,50.6
2716,500007,2003,5,98.0
2717,500007,2003,6,92.0
2718,500007,2003,7,138.0
2719,500007,2003,8,190.1
2720,500007,2003,9,153.6
2721,500007,2003,10,334.3
2722,500007,2003,11,13.799999999999999
2723,500007,2003,12,8.9
2724,500007,2004,1,42.300000000000004
2725,500007,2004,2,29.3
2726,500007,2004,3,6.6
2727,500007,2004,4,35.7
2728,500007,2004,5,188.7
2729,500007,2004,6,147.2
2730,500007,2004,7,101.8
2731,500007,2004,8,133.4
2732,500007,2004,9,201.2
2733,500007,2004,10,90.5
2734,500007,2004,11,140.0
2735,500007,2004,12,2.9
2736,500007,2005,1,16.7
2737,500007,2005,2,0.8
2738,500007,2005,3,46.199999999999996
2739,500007,2005,4,48.6
2740,500007,2005,5,96.0
2741,500007,2005,6,130.0
2742,500007,2005,7,140.5
2743,500007,2005,8,131.20000000000002
2744,500007,2005,9,183.0
2745,500007,2005,10,197.5
2746,500007,2005,11,136.1
2747,500007,2005,12,25.7
2748,500007,2006,1,3.2
2749,500007,2006,2,15.4
2750,500007,2006,3,64.0
2751,500007,2006,4,87.5
2752,500007,2006,5,178.1
2753,500007,2006,6,113.2
2754,500007,2006,7,193.3
2755,500007,2006,8,216.79999999999998
2756,500007,2006,9,202.4
2757,500007,2006,10,125.3
2758,500007,2006,11,17.2
2759,500007,2006,12,24.099999999999998
2760,500007,2007,1,16.8
2761,500007,2007,2,1.3
2762,500007,2007,3,4.0
2763,500007,2007,4,88.8
2764,500007,2007,5,261.3
2765,500007,2007,6,55.5
2766,500007,2007,7,63.6
2767,500007,2007,8,121.1
2768,500007,2007,9,72.1
2769,500007,2007,10,111.4
2770,500007,2007,11,107.7
2771,500007,2007,12,0.0
2772,500007,2008,1,3.1
2773,500007,2008,2,68.0
2774,500007,2008,3,68.7
2775,500007,2008,4,83.8
2776,500007,2008,5,91.0
2777,500007,2008,6,59.7
2778,500007,2008,7,64.0
2779,500007,2008,8,62.1
2780,500007,2008,9,149.6
2781,500007,2008,10,142.1
2782,500007,2008,11,72.5
2783,500007,2008,12,5.5
2784,500007,2009,1,2.3000000000000003
2785,500007,2009,2,1.6
2786,500007,2009,3,35.4
2787,500007,2009,4,114.8
2788,500007,2009,5,121.2
2789,500007,2009,6,109.7
2790,500007,2009,7,168.70000000000002
2791,500007,2009,8,77.2
2792,500007,2009,9,135.3
2793,500007,2009,10,130.0
2794,500007,2009,11,26.4
2795,500007,2009,12,6.4
2796,500007,2010,1,26.7
2797,500007,2010,2,4.0
