model,station,method,period,n_values,n_wet_after_occurrence,n_dry_after_occurrence,n_extrapolated,pct_extrapolated,extrapolation_rule
EC-Earth3,351001,qdm,validation,4314,939,3375,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351002,qm,calibration,7920,1850,6070,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351002,detqm,calibration,7920,1850,6070,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351002,qdm,calibration,7920,1850,6070,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351002,qm,validation,4314,1021,3293,3,0.294,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351002,detqm,validation,4314,1021,3293,24,2.351,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351002,qdm,validation,4314,1021,3293,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351003,qm,calibration,7727,1784,5943,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351003,detqm,calibration,7727,1784,5943,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351003,qdm,calibration,7727,1784,5943,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351003,qm,validation,4193,999,3194,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351003,detqm,validation,4193,999,3194,51,5.105,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351003,qdm,validation,4193,999,3194,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351004,qm,calibration,7727,1912,5815,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351004,detqm,calibration,7727,1912,5815,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351004,qdm,calibration,7727,1912,5815,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351004,qm,validation,4193,1079,3114,2,0.185,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351004,detqm,validation,4193,1079,3114,45,4.171,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351004,qdm,validation,4193,1079,3114,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351005,qm,calibration,7871,1796,6075,2,0.111,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351005,detqm,calibration,7871,1796,6075,2,0.111,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351005,qdm,calibration,7871,1796,6075,2,0.111,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351005,qm,validation,4297,974,3323,1,0.103,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351005,detqm,validation,4297,974,3323,55,5.647,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351005,qdm,validation,4297,974,3323,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351006,qm,calibration,7727,4444,3283,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351006,detqm,calibration,7727,4444,3283,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351006,qdm,calibration,7727,4444,3283,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351006,qm,validation,4193,2374,1819,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351006,detqm,validation,4193,2374,1819,71,2.991,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351006,qdm,validation,4193,2374,1819,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351007,qm,calibration,7337,4286,3051,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351007,detqm,calibration,7337,4286,3051,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351007,qdm,calibration,7337,4286,3051,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351007,qm,validation,3972,2304,1668,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351007,detqm,validation,3972,2304,1668,93,4.036,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351007,qdm,validation,3972,2304,1668,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351008,qm,calibration,7892,4209,3683,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351008,detqm,calibration,7892,4209,3683,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351008,qdm,calibration,7892,4209,3683,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351008,qm,validation,4288,2223,2065,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351008,detqm,validation,4288,2223,2065,69,3.104,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351008,qdm,validation,4288,2223,2065,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351009,qm,calibration,7727,4842,2885,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351009,detqm,calibration,7727,4842,2885,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351009,qdm,calibration,7727,4842,2885,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351009,qm,validation,4193,2593,1600,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351009,detqm,validation,4193,2593,1600,71,2.738,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351009,qdm,validation,4193,2593,1600,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351010,qm,calibration,7727,4610,3117,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351010,detqm,calibration,7727,4610,3117,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351010,qdm,calibration,7727,4610,3117,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351010,qm,validation,4193,2449,1744,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351010,detqm,validation,4193,2449,1744,78,3.185,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351010,qdm,validation,4193,2449,1744,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351011,qm,calibration,7871,1902,5969,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351011,detqm,calibration,7871,1902,5969,1,0.053,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351011,qdm,calibration,7871,1902,5969,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351011,qm,validation,4297,1022,3275,1,0.098,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351011,detqm,validation,4297,1022,3275,59,5.773,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351011,qdm,validation,4297,1022,3275,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351012,qm,calibration,7337,1581,5756,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351012,detqm,calibration,7337,1581,5756,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351012,qdm,calibration,7337,1581,5756,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351012,qm,validation,3972,909,3063,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351012,detqm,validation,3972,909,3063,96,10.561,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351012,qdm,validation,3972,909,3063,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351201,qm,calibration,7871,1986,5885,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351201,detqm,calibration,7871,1986,5885,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351201,qdm,calibration,7871,1986,5885,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351201,qm,validation,4297,1080,3217,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351201,detqm,validation,4297,1080,3217,56,5.185,constant correction ratio at the nearest calibration quantile; no clipping
EC-Earth3,351201,qdm,validation,4297,1080,3217,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351001,qm,calibration,8030,1720,6310,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351001,detqm,calibration,8030,1720,6310,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351001,qdm,calibration,8030,1720,6310,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351001,qm,validation,4380,766,3614,3,0.392,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351001,detqm,validation,4380,766,3614,32,4.178,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351001,qdm,validation,4380,766,3614,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351002,qm,calibration,8030,1877,6153,1,0.053,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351002,detqm,calibration,8030,1877,6153,3,0.16,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351002,qdm,calibration,8030,1877,6153,1,0.053,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351002,qm,validation,4380,842,3538,2,0.238,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351002,detqm,validation,4380,842,3538,31,3.682,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351002,qdm,validation,4380,842,3538,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351003,qm,calibration,8030,1854,6176,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351003,detqm,calibration,8030,1854,6176,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351003,qdm,calibration,8030,1854,6176,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351003,qm,validation,4380,827,3553,2,0.242,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351003,detqm,validation,4380,827,3553,36,4.353,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351003,qdm,validation,4380,827,3553,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351004,qm,calibration,8030,1988,6042,2,0.101,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351004,detqm,calibration,8030,1988,6042,2,0.101,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351004,qdm,calibration,8030,1988,6042,2,0.101,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351004,qm,validation,4380,915,3465,2,0.219,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351004,detqm,validation,4380,915,3465,23,2.514,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351004,qdm,validation,4380,915,3465,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351005,qm,calibration,8030,1832,6198,2,0.109,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351005,detqm,calibration,8030,1832,6198,2,0.109,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351005,qdm,calibration,8030,1832,6198,2,0.109,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351005,qm,validation,4380,813,3567,2,0.246,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351005,detqm,validation,4380,813,3567,31,3.813,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351005,qdm,validation,4380,813,3567,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351006,qm,calibration,8030,4620,3410,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351006,detqm,calibration,8030,4620,3410,1,0.022,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351006,qdm,calibration,8030,4620,3410,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351006,qm,validation,4380,2405,1975,3,0.125,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351006,detqm,validation,4380,2405,1975,4,0.166,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351006,qdm,validation,4380,2405,1975,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351007,qm,calibration,8030,4693,3337,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351007,detqm,calibration,8030,4693,3337,1,0.021,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351007,qdm,calibration,8030,4693,3337,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351007,qm,validation,4380,2433,1947,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351007,detqm,validation,4380,2433,1947,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351007,qdm,validation,4380,2433,1947,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351008,qm,calibration,8030,4283,3747,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351008,detqm,calibration,8030,4283,3747,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351008,qdm,calibration,8030,4283,3747,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351008,qm,validation,4380,2236,2144,2,0.089,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351008,detqm,validation,4380,2236,2144,4,0.179,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351008,qdm,validation,4380,2236,2144,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351009,qm,calibration,8030,5032,2998,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351009,detqm,calibration,8030,5032,2998,1,0.02,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351009,qdm,calibration,8030,5032,2998,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351009,qm,validation,4380,2632,1748,2,0.076,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351009,detqm,validation,4380,2632,1748,4,0.152,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351009,qdm,validation,4380,2632,1748,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351010,qm,calibration,8030,4791,3239,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351010,detqm,calibration,8030,4791,3239,1,0.021,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351010,qdm,calibration,8030,4791,3239,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351010,qm,validation,4380,2518,1862,2,0.079,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351010,detqm,validation,4380,2518,1862,4,0.159,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351010,qdm,validation,4380,2518,1862,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351011,qm,calibration,8030,1942,6088,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351011,detqm,calibration,8030,1942,6088,1,0.051,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351011,qdm,calibration,8030,1942,6088,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351011,qm,validation,4380,880,3500,2,0.227,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351011,detqm,validation,4380,880,3500,23,2.614,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351011,qdm,validation,4380,880,3500,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351012,qm,calibration,8030,1730,6300,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351012,detqm,calibration,8030,1730,6300,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351012,qdm,calibration,8030,1730,6300,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351012,qm,validation,4380,767,3613,2,0.261,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351012,detqm,validation,4380,767,3613,33,4.302,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351012,qdm,validation,4380,767,3613,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351201,qm,calibration,8030,2026,6004,2,0.099,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351201,detqm,calibration,8030,2026,6004,2,0.099,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351201,qdm,calibration,8030,2026,6004,2,0.099,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351201,qm,validation,4380,934,3446,2,0.214,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351201,detqm,validation,4380,934,3446,14,1.499,constant correction ratio at the nearest calibration quantile; no clipping
FGOALS-g3,351201,qdm,validation,4380,934,3446,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351001,qm,calibration,8035,1721,6314,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351001,detqm,calibration,8035,1721,6314,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351001,qdm,calibration,8035,1721,6314,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351001,qm,validation,4383,987,3396,4,0.405,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351001,detqm,validation,4383,987,3396,77,7.801,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351001,qdm,validation,4383,987,3396,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351002,qm,calibration,8035,1878,6157,2,0.106,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351002,detqm,calibration,8035,1878,6157,2,0.106,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351002,qdm,calibration,8035,1878,6157,2,0.106,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351002,qm,validation,4383,1066,3317,3,0.281,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351002,detqm,validation,4383,1066,3317,72,6.754,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351002,qdm,validation,4383,1066,3317,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351003,qm,calibration,8035,1855,6180,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351003,detqm,calibration,8035,1855,6180,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351003,qdm,calibration,8035,1855,6180,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351003,qm,validation,4383,1039,3344,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351003,detqm,validation,4383,1039,3344,70,6.737,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351003,qdm,validation,4383,1039,3344,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351004,qm,calibration,8035,1989,6046,2,0.101,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351004,detqm,calibration,8035,1989,6046,2,0.101,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351004,qdm,calibration,8035,1989,6046,2,0.101,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351004,qm,validation,4383,1126,3257,4,0.355,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351004,detqm,validation,4383,1126,3257,77,6.838,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351004,qdm,validation,4383,1126,3257,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351005,qm,calibration,8035,1833,6202,2,0.109,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351005,detqm,calibration,8035,1833,6202,2,0.109,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351005,qdm,calibration,8035,1833,6202,2,0.109,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351005,qm,validation,4383,1045,3338,3,0.287,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351005,detqm,validation,4383,1045,3338,73,6.986,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351005,qdm,validation,4383,1045,3338,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351006,qm,calibration,8035,4622,3413,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351006,detqm,calibration,8035,4622,3413,1,0.022,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351006,qdm,calibration,8035,4622,3413,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351006,qm,validation,4383,2579,1804,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351006,detqm,validation,4383,2579,1804,57,2.21,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351006,qdm,validation,4383,2579,1804,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351007,qm,calibration,8035,4695,3340,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351007,detqm,calibration,8035,4695,3340,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351007,qdm,calibration,8035,4695,3340,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351007,qm,validation,4383,2623,1760,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351007,detqm,validation,4383,2623,1760,64,2.44,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351007,qdm,validation,4383,2623,1760,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351008,qm,calibration,8035,4286,3749,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351008,detqm,calibration,8035,4286,3749,1,0.023,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351008,qdm,calibration,8035,4286,3749,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351008,qm,validation,4383,2390,1993,3,0.126,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351008,detqm,validation,4383,2390,1993,76,3.18,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351008,qdm,validation,4383,2390,1993,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351009,qm,calibration,8035,5034,3001,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351009,detqm,calibration,8035,5034,3001,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351009,qdm,calibration,8035,5034,3001,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351009,qm,validation,4383,2791,1592,3,0.107,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351009,detqm,validation,4383,2791,1592,79,2.831,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351009,qdm,validation,4383,2791,1592,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351010,qm,calibration,8035,4794,3241,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351010,detqm,calibration,8035,4794,3241,1,0.021,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351010,qdm,calibration,8035,4794,3241,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351010,qm,validation,4383,2671,1712,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351010,detqm,validation,4383,2671,1712,48,1.797,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351010,qdm,validation,4383,2671,1712,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351011,qm,calibration,8035,1943,6092,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351011,detqm,calibration,8035,1943,6092,1,0.051,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351011,qdm,calibration,8035,1943,6092,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351011,qm,validation,4383,1090,3293,3,0.275,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351011,detqm,validation,4383,1090,3293,69,6.33,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351011,qdm,validation,4383,1090,3293,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351012,qm,calibration,8035,1731,6304,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351012,detqm,calibration,8035,1731,6304,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351012,qdm,calibration,8035,1731,6304,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351012,qm,validation,4383,969,3414,1,0.103,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351012,detqm,validation,4383,969,3414,57,5.882,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351012,qdm,validation,4383,969,3414,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351201,qm,calibration,8035,2026,6009,2,0.099,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351201,detqm,calibration,8035,2026,6009,2,0.099,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351201,qdm,calibration,8035,2026,6009,2,0.099,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351201,qm,validation,4383,1156,3227,4,0.346,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351201,detqm,validation,4383,1156,3227,80,6.92,constant correction ratio at the nearest calibration quantile; no clipping
MIROC6,351201,qdm,validation,4383,1156,3227,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351001,qm,calibration,8035,1721,6314,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351001,detqm,calibration,8035,1721,6314,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351001,qdm,calibration,8035,1721,6314,2,0.116,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351001,qm,validation,4383,742,3641,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351001,detqm,validation,4383,742,3641,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351001,qdm,validation,4383,742,3641,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351002,qm,calibration,8035,1878,6157,2,0.106,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351002,detqm,calibration,8035,1878,6157,2,0.106,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351002,qdm,calibration,8035,1878,6157,2,0.106,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351002,qm,validation,4383,831,3552,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351002,detqm,validation,4383,831,3552,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351002,qdm,validation,4383,831,3552,0,0.0,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351003,qm,calibration,8035,1855,6180,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351003,detqm,calibration,8035,1855,6180,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351003,qdm,calibration,8035,1855,6180,2,0.108,constant correction ratio at the nearest calibration quantile; no clipping
MRI-ESM2-0,351003,qm,validation,4383,815,3568,1,0.123,constant correction ratio at the nearest calibration quantile; no clipping
