year,model,scenario,scale,regional_mean
1981.0,Observed,observed,annual,1514.3928571428569
1982.0,Observed,observed,annual,1379.45
1983.0,Observed,observed,annual,1579.3071428571427
1984.0,Observed,observed,annual,1519.2500000000002
1985.0,Observed,observed,annual,1524.5214285714285
1986.0,Observed,observed,annual,1520.742857142857
1987.0,Observed,observed,annual,1453.257142857143
1988.0,Observed,observed,annual,1818.935714285714
1989.0,Observed,observed,annual,1267.55
1990.0,Observed,observed,annual,1417.7142857142858
1991.0,Observed,observed,annual,1379.3928571428573
1992.0,Observed,observed,annual,1317.7285714285715
1993.0,Observed,observed,annual,1517.4499999999996
1994.0,Observed,observed,annual,1560.1142857142859
1995.0,Observed,observed,annual,1662.7928571428572
1996.0,Observed,observed,annual,1683.6714285714286
1997.0,Observed,observed,annual,1337.814285714286
1998.0,Observed,observed,annual,1495.6285714285711
1999.0,Observed,observed,annual,1819.4428571428568
2000.0,Observed,observed,annual,1773.0285714285712
2001.0,Observed,observed,annual,1587.6571428571428
2002.0,Observed,observed,annual,1410.6142857142856
2003.0,Observed,observed,annual,1533.2999999999997
2004.0,Observed,observed,annual,1218.8714285714284
2005.0,Observed,observed,annual,1445.1000000000001
2006.0,Observed,observed,annual,1648.9142857142858
2007.0,Observed,observed,annual,1247.0857142857144
2008.0,Observed,observed,annual,860.3857142857141
2009.0,Observed,observed,annual,694.8642857142858
2010.0,Observed,observed,annual,852.657142857143
2011.0,Observed,observed,annual,791.5857142857143
2012.0,Observed,observed,annual,922.4071428571427
2013.0,Observed,observed,annual,1120.6357142857141
2014.0,Observed,observed,annual,813.2428571428571
1981.0,Observed,observed,wet,1041.814285714286
1982.0,Observed,observed,wet,992.6142857142855
1983.0,Observed,observed,wet,1225.1214285714284
1984.0,Observed,observed,wet,999.1357142857142
1985.0,Observed,observed,wet,1058.65
1986.0,Observed,observed,wet,1192.7357142857143
1987.0,Observed,observed,wet,966.7642857142856
1988.0,Observed,observed,wet,1196.4928571428572
1989.0,Observed,observed,wet,996.9428571428571
1990.0,Observed,observed,wet,1082.8999999999999
1991.0,Observed,observed,wet,1007.3571428571429
1992.0,Observed,observed,wet,1051.3999999999999
1993.0,Observed,observed,wet,962.9714285714286
1994.0,Observed,observed,wet,1081.3
1995.0,Observed,observed,wet,1209.2285714285715
1996.0,Observed,observed,wet,1071.8214285714287
1997.0,Observed,observed,wet,960.5285714285716
1998.0,Observed,observed,wet,1143.4
1999.0,Observed,observed,wet,1131.9571428571428
2000.0,Observed,observed,wet,984.3285714285714
2001.0,Observed,observed,wet,1012.1071428571428
2002.0,Observed,observed,wet,913.0357142857141
2003.0,Observed,observed,wet,1071.4857142857143
2004.0,Observed,observed,wet,920.8571428571429
2005.0,Observed,observed,wet,858.1071428571429
2006.0,Observed,observed,wet,1139.0214285714287
2007.0,Observed,observed,wet,1088.1714285714286
2008.0,Observed,observed,wet,721.3928571428571
2009.0,Observed,observed,wet,592.3714285714286
2010.0,Observed,observed,wet,797.6214285714285
2011.0,Observed,observed,wet,682.1928571428572
2012.0,Observed,observed,wet,732.1214285714286
2013.0,Observed,observed,wet,891.4071428571427
2014.0,Observed,observed,wet,699.342857142857
1981.0,Observed,observed,dry,517.8285714285714
1982.0,Observed,observed,dry,252.51428571428573
1983.0,Observed,observed,dry,496.76428571428585
1984.0,Observed,observed,dry,488.15714285714284
1985.0,Observed,observed,dry,389.7428571428572
1986.0,Observed,observed,dry,349.97857142857146
1987.0,Observed,observed,dry,571.3785714285714
1988.0,Observed,observed,dry,559.0928571428572
1989.0,Observed,observed,dry,249.92857142857142
1990.0,Observed,observed,dry,367.8571428571427
1991.0,Observed,observed,dry,280.9714285714286
1992.0,Observed,observed,dry,433.1071428571428
1993.0,Observed,observed,dry,572.2357142857143
1994.0,Observed,observed,dry,373.5142857142858
1995.0,Observed,observed,dry,555.5071428571429
1996.0,Observed,observed,dry,524.4285714285714
1997.0,Observed,observed,dry,280.37142857142857
1998.0,Observed,observed,dry,741.6714285714286
1999.0,Observed,observed,dry,608.6285714285714
2000.0,Observed,observed,dry,757.0357142857141
2001.0,Observed,observed,dry,355.22142857142853
2002.0,Observed,observed,dry,564.7642857142856
2003.0,Observed,observed,dry,419.9357142857143
2004.0,Observed,observed,dry,262.56428571428563
2005.0,Observed,observed,dry,798.4642857142857
2006.0,Observed,observed,dry,282.3285714285714
2007.0,Observed,observed,dry,168.9214285714286
2008.0,Observed,observed,dry,122.5357142857143
2009.0,Observed,observed,dry,55.0
2010.0,Observed,observed,dry,123.2
2011.0,Observed,observed,dry,85.37857142857142
2012.0,Observed,observed,dry,162.7642857142857
2013.0,Observed,observed,dry,200.21428571428572
1981.0,ACCESS-ESM1-5,ssp245,annual,1234.2814285714285
1982.0,ACCESS-ESM1-5,ssp245,annual,1087.6464285714287
1983.0,ACCESS-ESM1-5,ssp245,annual,1575.9614285714288
1984.0,ACCESS-ESM1-5,ssp245,annual,1285.439285714286
1985.0,ACCESS-ESM1-5,ssp245,annual,1561.928571428571
1986.0,ACCESS-ESM1-5,ssp245,annual,961.1314285714286
1987.0,ACCESS-ESM1-5,ssp245,annual,1113.7328571428573
1988.0,ACCESS-ESM1-5,ssp245,annual,1156.5042857142857
1989.0,ACCESS-ESM1-5,ssp245,annual,1345.8542857142857
1990.0,ACCESS-ESM1-5,ssp245,annual,993.5107142857142
1991.0,ACCESS-ESM1-5,ssp245,annual,1221.2685714285715
1992.0,ACCESS-ESM1-5,ssp245,annual,1352.1542857142856
1993.0,ACCESS-ESM1-5,ssp245,annual,1362.1457142857143
1994.0,ACCESS-ESM1-5,ssp245,annual,1658.9285714285713
1995.0,ACCESS-ESM1-5,ssp245,annual,1852.2092857142857
1996.0,ACCESS-ESM1-5,ssp245,annual,1605.1414285714284
1997.0,ACCESS-ESM1-5,ssp245,annual,941.0042857142859
1998.0,ACCESS-ESM1-5,ssp245,annual,1388.6492857142857
1999.0,ACCESS-ESM1-5,ssp245,annual,1178.955
2000.0,ACCESS-ESM1-5,ssp245,annual,837.1085714285713
2001.0,ACCESS-ESM1-5,ssp245,annual,882.5771428571428
2002.0,ACCESS-ESM1-5,ssp245,annual,987.3935714285715
2003.0,ACCESS-ESM1-5,ssp245,annual,1469.697142857143
2004.0,ACCESS-ESM1-5,ssp245,annual,1744.9214285714284
2005.0,ACCESS-ESM1-5,ssp245,annual,1936.087857142857
2006.0,ACCESS-ESM1-5,ssp245,annual,1914.6628571428569
2007.0,ACCESS-ESM1-5,ssp245,annual,1538.142857142857
2008.0,ACCESS-ESM1-5,ssp245,annual,1677.5828571428572
2009.0,ACCESS-ESM1-5,ssp245,annual,904.9685714285714
2010.0,ACCESS-ESM1-5,ssp245,annual,1319.9778571428571
2011.0,ACCESS-ESM1-5,ssp245,annual,1217.6992857142857
2012.0,ACCESS-ESM1-5,ssp245,annual,1046.077857142857
2013.0,ACCESS-ESM1-5,ssp245,annual,1053.327142857143
2014.0,ACCESS-ESM1-5,ssp245,annual,1325.3864285714285
2015.0,ACCESS-ESM1-5,ssp245,annual,1468.0221428571429
2016.0,ACCESS-ESM1-5,ssp245,annual,1646.4957142857143
2017.0,ACCESS-ESM1-5,ssp245,annual,1354.442142857143
2018.0,ACCESS-ESM1-5,ssp245,annual,1544.0292857142856
2019.0,ACCESS-ESM1-5,ssp245,annual,1007.8185714285717
2020.0,ACCESS-ESM1-5,ssp245,annual,1357.5935714285713
2021.0,ACCESS-ESM1-5,ssp245,annual,1149.685714285714
2022.0,ACCESS-ESM1-5,ssp245,annual,1691.2235714285714
2023.0,ACCESS-ESM1-5,ssp245,annual,1084.2928571428572
2024.0,ACCESS-ESM1-5,ssp245,annual,1818.8714285714286
2025.0,ACCESS-ESM1-5,ssp245,annual,1275.9414285714286
2026.0,ACCESS-ESM1-5,ssp245,annual,1296.7285714285715
2027.0,ACCESS-ESM1-5,ssp245,annual,1872.9785714285713
2028.0,ACCESS-ESM1-5,ssp245,annual,885.1621428571428
2029.0,ACCESS-ESM1-5,ssp245,annual,1325.5185714285712
2030.0,ACCESS-ESM1-5,ssp245,annual,1571.570714285714
2031.0,ACCESS-ESM1-5,ssp245,annual,1127.5907142857143
2032.0,ACCESS-ESM1-5,ssp245,annual,1453.24
2033.0,ACCESS-ESM1-5,ssp245,annual,1654.794285714286
2034.0,ACCESS-ESM1-5,ssp245,annual,716.3257142857141
2035.0,ACCESS-ESM1-5,ssp245,annual,1212.855
2036.0,ACCESS-ESM1-5,ssp245,annual,942.6521428571428
2037.0,ACCESS-ESM1-5,ssp245,annual,1096.232142857143
2038.0,ACCESS-ESM1-5,ssp245,annual,1195.0957142857144
2039.0,ACCESS-ESM1-5,ssp245,annual,1103.6285714285714
2040.0,ACCESS-ESM1-5,ssp245,annual,1942.0757142857142
2041.0,ACCESS-ESM1-5,ssp245,annual,1392.2157142857143
2042.0,ACCESS-ESM1-5,ssp245,annual,1702.8564285714288
2043.0,ACCESS-ESM1-5,ssp245,annual,1194.9235714285714
2044.0,ACCESS-ESM1-5,ssp245,annual,1191.8092857142858
2045.0,ACCESS-ESM1-5,ssp245,annual,1434.3757142857144
2046.0,ACCESS-ESM1-5,ssp245,annual,689.53
2047.0,ACCESS-ESM1-5,ssp245,annual,1315.2135714285716
2048.0,ACCESS-ESM1-5,ssp245,annual,1101.4150000000002
2049.0,ACCESS-ESM1-5,ssp245,annual,842.4792857142858
2050.0,ACCESS-ESM1-5,ssp245,annual,890.1285714285713
2051.0,ACCESS-ESM1-5,ssp245,annual,1567.4985714285715
2052.0,ACCESS-ESM1-5,ssp245,annual,1747.609285714286
2053.0,ACCESS-ESM1-5,ssp245,annual,1225.5692857142858
2054.0,ACCESS-ESM1-5,ssp245,annual,1352.5342857142857
2055.0,ACCESS-ESM1-5,ssp245,annual,998.055
2056.0,ACCESS-ESM1-5,ssp245,annual,658.6800000000001
2057.0,ACCESS-ESM1-5,ssp245,annual,1348.3485714285712
2058.0,ACCESS-ESM1-5,ssp245,annual,1705.3971428571429
2059.0,ACCESS-ESM1-5,ssp245,annual,2179.000714285714
2060.0,ACCESS-ESM1-5,ssp245,annual,1992.6357142857144
2061.0,ACCESS-ESM1-5,ssp245,annual,1517.7914285714285
2062.0,ACCESS-ESM1-5,ssp245,annual,1338.1764285714287
2063.0,ACCESS-ESM1-5,ssp245,annual,1735.5614285714285
2064.0,ACCESS-ESM1-5,ssp245,annual,1585.4235714285712
2065.0,ACCESS-ESM1-5,ssp245,annual,1403.7492857142859
2066.0,ACCESS-ESM1-5,ssp245,annual,1287.3442857142857
2067.0,ACCESS-ESM1-5,ssp245,annual,938.737142857143
2068.0,ACCESS-ESM1-5,ssp245,annual,824.7485714285715
2069.0,ACCESS-ESM1-5,ssp245,annual,844.2692857142857
2070.0,ACCESS-ESM1-5,ssp245,annual,1459.9457142857143
2071.0,ACCESS-ESM1-5,ssp245,annual,1252.5235714285714
2072.0,ACCESS-ESM1-5,ssp245,annual,1537.9157142857143
2073.0,ACCESS-ESM1-5,ssp245,annual,863.3378571428572
2074.0,ACCESS-ESM1-5,ssp245,annual,1250.9035714285715
2075.0,ACCESS-ESM1-5,ssp245,annual,1109.5685714285714
2076.0,ACCESS-ESM1-5,ssp245,annual,1206.275
2077.0,ACCESS-ESM1-5,ssp245,annual,818.7899999999998
2078.0,ACCESS-ESM1-5,ssp245,annual,962.6842857142858
2079.0,ACCESS-ESM1-5,ssp245,annual,1538.650714285714
2080.0,ACCESS-ESM1-5,ssp245,annual,1558.669285714286
2081.0,ACCESS-ESM1-5,ssp245,annual,1114.8021428571428
2082.0,ACCESS-ESM1-5,ssp245,annual,1416.2535714285716
2083.0,ACCESS-ESM1-5,ssp245,annual,844.7878571428572
2084.0,ACCESS-ESM1-5,ssp245,annual,1040.8857142857144
2085.0,ACCESS-ESM1-5,ssp245,annual,832.8335714285713
2086.0,ACCESS-ESM1-5,ssp245,annual,997.7514285714286
2087.0,ACCESS-ESM1-5,ssp245,annual,1271.9578571428572
2088.0,ACCESS-ESM1-5,ssp245,annual,1048.2921428571426
2089.0,ACCESS-ESM1-5,ssp245,annual,1474.2942857142857
2090.0,ACCESS-ESM1-5,ssp245,annual,647.2664285714285
2091.0,ACCESS-ESM1-5,ssp245,annual,1188.3607142857145
2092.0,ACCESS-ESM1-5,ssp245,annual,1197.0928571428574
2093.0,ACCESS-ESM1-5,ssp245,annual,1451.1785714285713
2094.0,ACCESS-ESM1-5,ssp245,annual,902.2642857142857
2095.0,ACCESS-ESM1-5,ssp245,annual,1262.8799999999999
2096.0,ACCESS-ESM1-5,ssp245,annual,910.732142857143
2097.0,ACCESS-ESM1-5,ssp245,annual,884.005
2098.0,ACCESS-ESM1-5,ssp245,annual,1229.9742857142858
2099.0,ACCESS-ESM1-5,ssp245,annual,702.8735714285714
2100.0,ACCESS-ESM1-5,ssp245,annual,1097.587142857143
1981.0,ACCESS-ESM1-5,ssp245,wet,1125.1178571428572
1982.0,ACCESS-ESM1-5,ssp245,wet,934.1821428571428
1983.0,ACCESS-ESM1-5,ssp245,wet,1440.5357142857142
1984.0,ACCESS-ESM1-5,ssp245,wet,1142.6399999999999
1985.0,ACCESS-ESM1-5,ssp245,wet,1314.9657142857143
1986.0,ACCESS-ESM1-5,ssp245,wet,695.6499999999999
1987.0,ACCESS-ESM1-5,ssp245,wet,832.0949999999999
1988.0,ACCESS-ESM1-5,ssp245,wet,1012.5735714285712
1989.0,ACCESS-ESM1-5,ssp245,wet,1024.0942857142857
1990.0,ACCESS-ESM1-5,ssp245,wet,907.7107142857142
1991.0,ACCESS-ESM1-5,ssp245,wet,1131.92
1992.0,ACCESS-ESM1-5,ssp245,wet,1212.3314285714284
1993.0,ACCESS-ESM1-5,ssp245,wet,1206.747857142857
1994.0,ACCESS-ESM1-5,ssp245,wet,1520.3778571428572
1995.0,ACCESS-ESM1-5,ssp245,wet,1566.9235714285714
1996.0,ACCESS-ESM1-5,ssp245,wet,1327.5435714285716
1997.0,ACCESS-ESM1-5,ssp245,wet,837.2814285714286
1998.0,ACCESS-ESM1-5,ssp245,wet,1203.6521428571427
1999.0,ACCESS-ESM1-5,ssp245,wet,1018.4992857142854
2000.0,ACCESS-ESM1-5,ssp245,wet,722.4864285714284
2001.0,ACCESS-ESM1-5,ssp245,wet,750.1835714285714
2002.0,ACCESS-ESM1-5,ssp245,wet,710.9935714285714
2003.0,ACCESS-ESM1-5,ssp245,wet,1332.8478571428573
2004.0,ACCESS-ESM1-5,ssp245,wet,1372.7635714285716
2005.0,ACCESS-ESM1-5,ssp245,wet,1855.9442857142858
2006.0,ACCESS-ESM1-5,ssp245,wet,1738.4614285714285
2007.0,ACCESS-ESM1-5,ssp245,wet,1323.7450000000003
2008.0,ACCESS-ESM1-5,ssp245,wet,1579.3471428571427
2009.0,ACCESS-ESM1-5,ssp245,wet,873.1164285714285
2010.0,ACCESS-ESM1-5,ssp245,wet,1241.1135714285715
2011.0,ACCESS-ESM1-5,ssp245,wet,1100.3457142857142
2012.0,ACCESS-ESM1-5,ssp245,wet,920.757857142857
2013.0,ACCESS-ESM1-5,ssp245,wet,912.0021428571428
2014.0,ACCESS-ESM1-5,ssp245,wet,1242.3985714285716
2015.0,ACCESS-ESM1-5,ssp245,wet,1304.277857142857
2016.0,ACCESS-ESM1-5,ssp245,wet,1312.7742857142855
2017.0,ACCESS-ESM1-5,ssp245,wet,1149.9828571428573
2018.0,ACCESS-ESM1-5,ssp245,wet,1369.3235714285713
2019.0,ACCESS-ESM1-5,ssp245,wet,927.3721428571428
2020.0,ACCESS-ESM1-5,ssp245,wet,1160.7364285714284
2021.0,ACCESS-ESM1-5,ssp245,wet,1044.3521428571428
2022.0,ACCESS-ESM1-5,ssp245,wet,1581.4892857142859
2023.0,ACCESS-ESM1-5,ssp245,wet,1024.1778571428572
2024.0,ACCESS-ESM1-5,ssp245,wet,1580.7114285714285
2025.0,ACCESS-ESM1-5,ssp245,wet,1126.9414285714286
2026.0,ACCESS-ESM1-5,ssp245,wet,1128.4450000000002
2027.0,ACCESS-ESM1-5,ssp245,wet,1621.1421428571427
2028.0,ACCESS-ESM1-5,ssp245,wet,819.0735714285713
2029.0,ACCESS-ESM1-5,ssp245,wet,1160.8042857142857
2030.0,ACCESS-ESM1-5,ssp245,wet,1455.465
2031.0,ACCESS-ESM1-5,ssp245,wet,1071.8542857142859
2032.0,ACCESS-ESM1-5,ssp245,wet,1156.3600000000001
2033.0,ACCESS-ESM1-5,ssp245,wet,1540.605
2034.0,ACCESS-ESM1-5,ssp245,wet,532.5928571428573
2035.0,ACCESS-ESM1-5,ssp245,wet,1029.812857142857
2036.0,ACCESS-ESM1-5,ssp245,wet,899.9171428571428
2037.0,ACCESS-ESM1-5,ssp245,wet,863.1842857142857
2038.0,ACCESS-ESM1-5,ssp245,wet,1000.2557142857144
2039.0,ACCESS-ESM1-5,ssp245,wet,1022.6771428571429
2040.0,ACCESS-ESM1-5,ssp245,wet,1693.105
2041.0,ACCESS-ESM1-5,ssp245,wet,1284.775
2042.0,ACCESS-ESM1-5,ssp245,wet,1608.8321428571433
2043.0,ACCESS-ESM1-5,ssp245,wet,813.3014285714287
2044.0,ACCESS-ESM1-5,ssp245,wet,877.0442857142858
2045.0,ACCESS-ESM1-5,ssp245,wet,1315.0107142857141
2046.0,ACCESS-ESM1-5,ssp245,wet,535.2885714285713
2047.0,ACCESS-ESM1-5,ssp245,wet,1261.03
2048.0,ACCESS-ESM1-5,ssp245,wet,983.9735714285715
2049.0,ACCESS-ESM1-5,ssp245,wet,725.3757142857143
2050.0,ACCESS-ESM1-5,ssp245,wet,692.0778571428573
2051.0,ACCESS-ESM1-5,ssp245,wet,1449.4035714285715
2052.0,ACCESS-ESM1-5,ssp245,wet,1497.3857142857141
2053.0,ACCESS-ESM1-5,ssp245,wet,1144.5628571428572
2054.0,ACCESS-ESM1-5,ssp245,wet,1233.697857142857
2055.0,ACCESS-ESM1-5,ssp245,wet,764.0964285714286
2056.0,ACCESS-ESM1-5,ssp245,wet,570.0271428571428
2057.0,ACCESS-ESM1-5,ssp245,wet,1238.8700000000001
2058.0,ACCESS-ESM1-5,ssp245,wet,1161.1014285714284
2059.0,ACCESS-ESM1-5,ssp245,wet,1892.4785714285715
2060.0,ACCESS-ESM1-5,ssp245,wet,1777.7899999999997
2061.0,ACCESS-ESM1-5,ssp245,wet,1368.757142857143
2062.0,ACCESS-ESM1-5,ssp245,wet,1178.3685714285714
2063.0,ACCESS-ESM1-5,ssp245,wet,1401.4435714285717
2064.0,ACCESS-ESM1-5,ssp245,wet,1447.7035714285714
2065.0,ACCESS-ESM1-5,ssp245,wet,1230.0928571428572
2066.0,ACCESS-ESM1-5,ssp245,wet,1111.0214285714287
2067.0,ACCESS-ESM1-5,ssp245,wet,877.2278571428571
2068.0,ACCESS-ESM1-5,ssp245,wet,703.4385714285714
2069.0,ACCESS-ESM1-5,ssp245,wet,737.9221428571428
2070.0,ACCESS-ESM1-5,ssp245,wet,1407.1385714285714
2071.0,ACCESS-ESM1-5,ssp245,wet,1108.2314285714285
2072.0,ACCESS-ESM1-5,ssp245,wet,1340.662142857143
2073.0,ACCESS-ESM1-5,ssp245,wet,740.3435714285714
2074.0,ACCESS-ESM1-5,ssp245,wet,1146.492857142857
2075.0,ACCESS-ESM1-5,ssp245,wet,1076.5885714285714
2076.0,ACCESS-ESM1-5,ssp245,wet,937.7107142857143
2077.0,ACCESS-ESM1-5,ssp245,wet,678.3692857142858
2078.0,ACCESS-ESM1-5,ssp245,wet,896.3285714285712
2079.0,ACCESS-ESM1-5,ssp245,wet,1422.9414285714286
2080.0,ACCESS-ESM1-5,ssp245,wet,1329.55
2081.0,ACCESS-ESM1-5,ssp245,wet,827.9464285714283
2082.0,ACCESS-ESM1-5,ssp245,wet,1250.51
2083.0,ACCESS-ESM1-5,ssp245,wet,540.9800000000001
2084.0,ACCESS-ESM1-5,ssp245,wet,885.7435714285715
2085.0,ACCESS-ESM1-5,ssp245,wet,640.1364285714286
2086.0,ACCESS-ESM1-5,ssp245,wet,880.37
2087.0,ACCESS-ESM1-5,ssp245,wet,1098.4857142857143
2088.0,ACCESS-ESM1-5,ssp245,wet,952.2007142857143
2089.0,ACCESS-ESM1-5,ssp245,wet,1208.592142857143
2090.0,ACCESS-ESM1-5,ssp245,wet,480.7621428571428
2091.0,ACCESS-ESM1-5,ssp245,wet,1070.012857142857
2092.0,ACCESS-ESM1-5,ssp245,wet,854.7521428571429
2093.0,ACCESS-ESM1-5,ssp245,wet,1288.9600000000003
2094.0,ACCESS-ESM1-5,ssp245,wet,815.9664285714285
2095.0,ACCESS-ESM1-5,ssp245,wet,793.3985714285715
2096.0,ACCESS-ESM1-5,ssp245,wet,741.7557142857142
2097.0,ACCESS-ESM1-5,ssp245,wet,700.8185714285713
2098.0,ACCESS-ESM1-5,ssp245,wet,1008.1242857142859
2099.0,ACCESS-ESM1-5,ssp245,wet,644.0435714285715
2100.0,ACCESS-ESM1-5,ssp245,wet,932.2892857142859
1981.0,ACCESS-ESM1-5,ssp245,dry,156.55357142857142
1982.0,ACCESS-ESM1-5,ssp245,dry,89.88642857142857
1983.0,ACCESS-ESM1-5,ssp245,dry,188.13000000000005
1984.0,ACCESS-ESM1-5,ssp245,dry,244.6864285714286
1985.0,ACCESS-ESM1-5,ssp245,dry,118.89785714285712
1986.0,ACCESS-ESM1-5,ssp245,dry,289.09214285714285
1987.0,ACCESS-ESM1-5,ssp245,dry,293.38357142857143
1988.0,ACCESS-ESM1-5,ssp245,dry,296.66357142857134
1989.0,ACCESS-ESM1-5,ssp245,dry,115.29071428571429
1990.0,ACCESS-ESM1-5,ssp245,dry,94.62857142857142
1991.0,ACCESS-ESM1-5,ssp245,dry,129.42857142857144
1992.0,ACCESS-ESM1-5,ssp245,dry,146.95142857142858
1993.0,ACCESS-ESM1-5,ssp245,dry,80.21785714285714
1994.0,ACCESS-ESM1-5,ssp245,dry,245.70857142857147
1995.0,ACCESS-ESM1-5,ssp245,dry,369.95714285714286
1996.0,ACCESS-ESM1-5,ssp245,dry,116.9042857142857
1997.0,ACCESS-ESM1-5,ssp245,dry,171.55285714285714
1998.0,ACCESS-ESM1-5,ssp245,dry,154.3014285714286
1999.0,ACCESS-ESM1-5,ssp245,dry,141.8007142857143
2000.0,ACCESS-ESM1-5,ssp245,dry,110.38857142857141
2001.0,ACCESS-ESM1-5,ssp245,dry,298.695
2002.0,ACCESS-ESM1-5,ssp245,dry,130.31857142857143
2003.0,ACCESS-ESM1-5,ssp245,dry,321.2342857142857
2004.0,ACCESS-ESM1-5,ssp245,dry,105.99999999999999
2005.0,ACCESS-ESM1-5,ssp245,dry,151.24499999999998
2006.0,ACCESS-ESM1-5,ssp245,dry,235.10928571428573
2007.0,ACCESS-ESM1-5,ssp245,dry,124.57642857142856
2008.0,ACCESS-ESM1-5,ssp245,dry,37.98285714285714
2009.0,ACCESS-ESM1-5,ssp245,dry,81.47571428571429
2010.0,ACCESS-ESM1-5,ssp245,dry,109.29857142857144
2011.0,ACCESS-ESM1-5,ssp245,dry,69.22999999999999
2012.0,ACCESS-ESM1-5,ssp245,dry,158.14357142857145
2013.0,ACCESS-ESM1-5,ssp245,dry,85.01785714285714
2014.0,ACCESS-ESM1-5,ssp245,dry,199.95000000000002
2015.0,ACCESS-ESM1-5,ssp245,dry,235.24285714285716
2016.0,ACCESS-ESM1-5,ssp245,dry,308.80499999999995
2017.0,ACCESS-ESM1-5,ssp245,dry,172.2242857142857
2018.0,ACCESS-ESM1-5,ssp245,dry,78.01142857142858
2019.0,ACCESS-ESM1-5,ssp245,dry,196.56285714285715
2020.0,ACCESS-ESM1-5,ssp245,dry,74.73642857142856
2021.0,ACCESS-ESM1-5,ssp245,dry,106.28357142857142
2022.0,ACCESS-ESM1-5,ssp245,dry,83.13428571428572
2023.0,ACCESS-ESM1-5,ssp245,dry,195.11357142857145
2024.0,ACCESS-ESM1-5,ssp245,dry,205.45714285714286
2025.0,ACCESS-ESM1-5,ssp245,dry,133.13071428571428
2026.0,ACCESS-ESM1-5,ssp245,dry,278.5042857142857
2027.0,ACCESS-ESM1-5,ssp245,dry,75.72500000000001
2028.0,ACCESS-ESM1-5,ssp245,dry,170.16785714285717
2029.0,ACCESS-ESM1-5,ssp245,dry,77.97285714285715
2030.0,ACCESS-ESM1-5,ssp245,dry,80.92928571428573
2031.0,ACCESS-ESM1-5,ssp245,dry,250.6714285714286
2032.0,ACCESS-ESM1-5,ssp245,dry,133.76857142857142
2033.0,ACCESS-ESM1-5,ssp245,dry,157.14357142857145
2034.0,ACCESS-ESM1-5,ssp245,dry,159.76285714285714
2035.0,ACCESS-ESM1-5,ssp245,dry,118.89928571428574
2036.0,ACCESS-ESM1-5,ssp245,dry,129.93571428571428
2037.0,ACCESS-ESM1-5,ssp245,dry,285.4585714285714
2038.0,ACCESS-ESM1-5,ssp245,dry,94.20642857142856
2039.0,ACCESS-ESM1-5,ssp245,dry,156.43428571428572
2040.0,ACCESS-ESM1-5,ssp245,dry,189.71214285714288
2041.0,ACCESS-ESM1-5,ssp245,dry,97.57499999999997
2042.0,ACCESS-ESM1-5,ssp245,dry,228.90857142857143
2043.0,ACCESS-ESM1-5,ssp245,dry,463.38999999999993
2044.0,ACCESS-ESM1-5,ssp245,dry,98.68357142857144
2045.0,ACCESS-ESM1-5,ssp245,dry,180.445
2046.0,ACCESS-ESM1-5,ssp245,dry,63.391428571428584
2047.0,ACCESS-ESM1-5,ssp245,dry,120.75285714285714
2048.0,ACCESS-ESM1-5,ssp245,dry,80.02642857142857
2049.0,ACCESS-ESM1-5,ssp245,dry,172.1257142857143
2050.0,ACCESS-ESM1-5,ssp245,dry,141.75785714285715
2051.0,ACCESS-ESM1-5,ssp245,dry,234.58714285714285
2052.0,ACCESS-ESM1-5,ssp245,dry,141.96
2053.0,ACCESS-ESM1-5,ssp245,dry,121.2942857142857
2054.0,ACCESS-ESM1-5,ssp245,dry,87.53500000000001
2055.0,ACCESS-ESM1-5,ssp245,dry,196.61285714285717
2056.0,ACCESS-ESM1-5,ssp245,dry,137.98285714285714
2057.0,ACCESS-ESM1-5,ssp245,dry,529.76
2058.0,ACCESS-ESM1-5,ssp245,dry,276.5285714285714
2059.0,ACCESS-ESM1-5,ssp245,dry,104.16785714285713
2060.0,ACCESS-ESM1-5,ssp245,dry,230.4992857142857
2061.0,ACCESS-ESM1-5,ssp245,dry,142.70357142857145
2062.0,ACCESS-ESM1-5,ssp245,dry,376.5799999999999
2063.0,ACCESS-ESM1-5,ssp245,dry,167.57285714285717
2064.0,ACCESS-ESM1-5,ssp245,dry,177.1535714285714
2065.0,ACCESS-ESM1-5,ssp245,dry,103.98857142857143
2066.0,ACCESS-ESM1-5,ssp245,dry,139.64142857142855
2067.0,ACCESS-ESM1-5,ssp245,dry,81.94571428571427
2068.0,ACCESS-ESM1-5,ssp245,dry,143.21142857142857
2069.0,ACCESS-ESM1-5,ssp245,dry,48.48357142857143
2070.0,ACCESS-ESM1-5,ssp245,dry,57.17285714285714
2071.0,ACCESS-ESM1-5,ssp245,dry,249.85928571428576
2072.0,ACCESS-ESM1-5,ssp245,dry,161.47642857142858
2073.0,ACCESS-ESM1-5,ssp245,dry,87.5692857142857
2074.0,ACCESS-ESM1-5,ssp245,dry,48.40285714285714
2075.0,ACCESS-ESM1-5,ssp245,dry,215.8657142857143
2076.0,ACCESS-ESM1-5,ssp245,dry,162.47214285714287
2077.0,ACCESS-ESM1-5,ssp245,dry,75.15714285714286
2078.0,ACCESS-ESM1-5,ssp245,dry,64.43928571428572
2079.0,ACCESS-ESM1-5,ssp245,dry,298.96714285714285
2080.0,ACCESS-ESM1-5,ssp245,dry,275.2542857142857
