year,model,scenario,scale,regional_mean
2008.0,EC-Earth3,ssp585,annual,969.0585714285713
2009.0,EC-Earth3,ssp585,annual,1352.4857142857145
2010.0,EC-Earth3,ssp585,annual,1344.5700000000002
2011.0,EC-Earth3,ssp585,annual,1804.7
2012.0,EC-Earth3,ssp585,annual,1052.3342857142857
2013.0,EC-Earth3,ssp585,annual,1212.9971428571428
2014.0,EC-Earth3,ssp585,annual,1040.5135714285714
2015.0,EC-Earth3,ssp585,annual,791.3971428571429
2016.0,EC-Earth3,ssp585,annual,1066.9935714285714
2017.0,EC-Earth3,ssp585,annual,1054.2685714285715
2018.0,EC-Earth3,ssp585,annual,1415.3678571428572
2019.0,EC-Earth3,ssp585,annual,1497.8742857142856
2020.0,EC-Earth3,ssp585,annual,1227.9378571428572
2021.0,EC-Earth3,ssp585,annual,1228.6542857142856
2022.0,EC-Earth3,ssp585,annual,1823.75
2023.0,EC-Earth3,ssp585,annual,1679.765714285714
2024.0,EC-Earth3,ssp585,annual,1246.325
2025.0,EC-Earth3,ssp585,annual,1608.487142857143
2026.0,EC-Earth3,ssp585,annual,1243.0435714285716
2027.0,EC-Earth3,ssp585,annual,1760.7935714285716
2028.0,EC-Earth3,ssp585,annual,1808.0500000000004
2029.0,EC-Earth3,ssp585,annual,1052.5457142857142
2030.0,EC-Earth3,ssp585,annual,1127.5949999999998
2031.0,EC-Earth3,ssp585,annual,1333.485
2032.0,EC-Earth3,ssp585,annual,993.3864285714286
2033.0,EC-Earth3,ssp585,annual,1130.815
2034.0,EC-Earth3,ssp585,annual,1074.8071428571427
2035.0,EC-Earth3,ssp585,annual,1187.0992857142858
2036.0,EC-Earth3,ssp585,annual,1832.7621428571426
2037.0,EC-Earth3,ssp585,annual,1491.6385714285714
2038.0,EC-Earth3,ssp585,annual,1406.8814285714286
2039.0,EC-Earth3,ssp585,annual,1277.6664285714287
2040.0,EC-Earth3,ssp585,annual,1782.3592857142855
2041.0,EC-Earth3,ssp585,annual,2395.52
2042.0,EC-Earth3,ssp585,annual,1524.2392857142859
2043.0,EC-Earth3,ssp585,annual,1274.6585714285716
2044.0,EC-Earth3,ssp585,annual,1733.4214285714286
2045.0,EC-Earth3,ssp585,annual,827.9857142857143
2046.0,EC-Earth3,ssp585,annual,888.6057142857143
2047.0,EC-Earth3,ssp585,annual,1930.7714285714287
2048.0,EC-Earth3,ssp585,annual,1487.3342857142857
2049.0,EC-Earth3,ssp585,annual,1222.43
2050.0,EC-Earth3,ssp585,annual,1881.657857142857
2051.0,EC-Earth3,ssp585,annual,1067.8814285714286
2052.0,EC-Earth3,ssp585,annual,1699.3121428571428
2053.0,EC-Earth3,ssp585,annual,1937.14
2054.0,EC-Earth3,ssp585,annual,1571.1057142857142
2055.0,EC-Earth3,ssp585,annual,959.2035714285714
2056.0,EC-Earth3,ssp585,annual,1486.757142857143
2057.0,EC-Earth3,ssp585,annual,1155.8578571428573
2058.0,EC-Earth3,ssp585,annual,1048.6364285714285
2059.0,EC-Earth3,ssp585,annual,949.4928571428571
2060.0,EC-Earth3,ssp585,annual,1269.6835714285717
2061.0,EC-Earth3,ssp585,annual,1139.1985714285713
2062.0,EC-Earth3,ssp585,annual,1078.8778571428572
2063.0,EC-Earth3,ssp585,annual,1362.0042857142855
2064.0,EC-Earth3,ssp585,annual,1270.0485714285714
2065.0,EC-Earth3,ssp585,annual,1564.0907142857145
2066.0,EC-Earth3,ssp585,annual,1044.577142857143
2067.0,EC-Earth3,ssp585,annual,1261.9964285714286
2068.0,EC-Earth3,ssp585,annual,1175.2099999999998
2069.0,EC-Earth3,ssp585,annual,1275.6135714285715
2070.0,EC-Earth3,ssp585,annual,857.6142857142859
2071.0,EC-Earth3,ssp585,annual,1170.9957142857143
2072.0,EC-Earth3,ssp585,annual,1113.0242857142855
2073.0,EC-Earth3,ssp585,annual,1151.4885714285715
2074.0,EC-Earth3,ssp585,annual,1032.3985714285716
2075.0,EC-Earth3,ssp585,annual,1320.7707142857143
2076.0,EC-Earth3,ssp585,annual,1470.577857142857
2077.0,EC-Earth3,ssp585,annual,1360.4750000000001
2078.0,EC-Earth3,ssp585,annual,1046.2728571428572
2079.0,EC-Earth3,ssp585,annual,1838.5557142857142
2080.0,EC-Earth3,ssp585,annual,2867.430714285714
2081.0,EC-Earth3,ssp585,annual,1400.8235714285713
2082.0,EC-Earth3,ssp585,annual,1518.1335714285717
2083.0,EC-Earth3,ssp585,annual,1683.8242857142857
2084.0,EC-Earth3,ssp585,annual,1580.067142857143
2085.0,EC-Earth3,ssp585,annual,1274.4785714285715
2086.0,EC-Earth3,ssp585,annual,902.97
2087.0,EC-Earth3,ssp585,annual,1961.383571428571
2088.0,EC-Earth3,ssp585,annual,1918.7907142857143
2089.0,EC-Earth3,ssp585,annual,1163.1957142857143
2090.0,EC-Earth3,ssp585,annual,977.4121428571426
2091.0,EC-Earth3,ssp585,annual,1430.9214285714286
2092.0,EC-Earth3,ssp585,annual,1459.2592857142859
2093.0,EC-Earth3,ssp585,annual,1035.45
2094.0,EC-Earth3,ssp585,annual,1100.3157142857142
2095.0,EC-Earth3,ssp585,annual,1474.0092857142856
2096.0,EC-Earth3,ssp585,annual,1178.5335714285713
2097.0,EC-Earth3,ssp585,annual,1372.4735714285719
2098.0,EC-Earth3,ssp585,annual,1244.825
2099.0,EC-Earth3,ssp585,annual,1276.4942857142855
2100.0,EC-Earth3,ssp585,annual,1300.037857142857
1981.0,EC-Earth3,ssp585,wet,936.9135714285713
1982.0,EC-Earth3,ssp585,wet,1293.214285714286
1983.0,EC-Earth3,ssp585,wet,1312.9314285714286
1984.0,EC-Earth3,ssp585,wet,1114.2385714285713
1985.0,EC-Earth3,ssp585,wet,768.4585714285714
1986.0,EC-Earth3,ssp585,wet,687.3878571428571
1987.0,EC-Earth3,ssp585,wet,1355.8857142857144
1988.0,EC-Earth3,ssp585,wet,1408.5985714285714
1989.0,EC-Earth3,ssp585,wet,1264.0628571428572
1990.0,EC-Earth3,ssp585,wet,600.2471428571429
1991.0,EC-Earth3,ssp585,wet,1170.3657142857141
1992.0,EC-Earth3,ssp585,wet,782.0764285714286
1993.0,EC-Earth3,ssp585,wet,1217.741428571429
1994.0,EC-Earth3,ssp585,wet,1148.7078571428572
1995.0,EC-Earth3,ssp585,wet,1272.9257142857143
1996.0,EC-Earth3,ssp585,wet,813.4814285714285
1997.0,EC-Earth3,ssp585,wet,1321.045
1998.0,EC-Earth3,ssp585,wet,2022.804285714286
1999.0,EC-Earth3,ssp585,wet,1582.5557142857142
2000.0,EC-Earth3,ssp585,wet,1076.3735714285715
2001.0,EC-Earth3,ssp585,wet,1331.9364285714287
2002.0,EC-Earth3,ssp585,wet,1106.0092857142856
2003.0,EC-Earth3,ssp585,wet,972.7621428571427
2004.0,EC-Earth3,ssp585,wet,1315.0692857142858
2005.0,EC-Earth3,ssp585,wet,1388.0378571428573
2006.0,EC-Earth3,ssp585,wet,974.4392857142857
2007.0,EC-Earth3,ssp585,wet,1015.4171428571428
2008.0,EC-Earth3,ssp585,wet,909.5085714285714
2009.0,EC-Earth3,ssp585,wet,1187.23
2010.0,EC-Earth3,ssp585,wet,1171.8642857142856
2011.0,EC-Earth3,ssp585,wet,1613.0992857142858
2012.0,EC-Earth3,ssp585,wet,915.0514285714286
2013.0,EC-Earth3,ssp585,wet,1098.4378571428572
2014.0,EC-Earth3,ssp585,wet,975.2214285714284
2015.0,EC-Earth3,ssp585,wet,650.7364285714286
2016.0,EC-Earth3,ssp585,wet,968.4749999999998
2017.0,EC-Earth3,ssp585,wet,925.8914285714287
2018.0,EC-Earth3,ssp585,wet,1168.7400000000002
2019.0,EC-Earth3,ssp585,wet,1277.4421428571427
2020.0,EC-Earth3,ssp585,wet,1122.777857142857
2021.0,EC-Earth3,ssp585,wet,1020.6885714285714
2022.0,EC-Earth3,ssp585,wet,1602.31
2023.0,EC-Earth3,ssp585,wet,1553.564285714286
2024.0,EC-Earth3,ssp585,wet,1066.077142857143
2025.0,EC-Earth3,ssp585,wet,1391.0349999999999
2026.0,EC-Earth3,ssp585,wet,1132.530714285714
2027.0,EC-Earth3,ssp585,wet,1629.597142857143
2028.0,EC-Earth3,ssp585,wet,1730.8621428571428
2029.0,EC-Earth3,ssp585,wet,929.3842857142856
2030.0,EC-Earth3,ssp585,wet,940.1957142857143
2031.0,EC-Earth3,ssp585,wet,997.9628571428573
2032.0,EC-Earth3,ssp585,wet,779.3007142857142
2033.0,EC-Earth3,ssp585,wet,967.0064285714286
2034.0,EC-Earth3,ssp585,wet,846.8957142857143
2035.0,EC-Earth3,ssp585,wet,1161.2164285714284
2036.0,EC-Earth3,ssp585,wet,1577.422857142857
2037.0,EC-Earth3,ssp585,wet,1344.282857142857
2038.0,EC-Earth3,ssp585,wet,1151.632142857143
2039.0,EC-Earth3,ssp585,wet,981.6814285714285
2040.0,EC-Earth3,ssp585,wet,1739.2064285714284
2041.0,EC-Earth3,ssp585,wet,2176.7678571428573
2042.0,EC-Earth3,ssp585,wet,1205.0307142857143
2043.0,EC-Earth3,ssp585,wet,1092.9414285714286
2044.0,EC-Earth3,ssp585,wet,1462.412142857143
2045.0,EC-Earth3,ssp585,wet,728.7328571428571
2046.0,EC-Earth3,ssp585,wet,748.3664285714285
2047.0,EC-Earth3,ssp585,wet,1483.9878571428574
2048.0,EC-Earth3,ssp585,wet,1102.1157142857144
2049.0,EC-Earth3,ssp585,wet,1012.8578571428571
2050.0,EC-Earth3,ssp585,wet,1388.2050000000002
2051.0,EC-Earth3,ssp585,wet,716.6257142857143
2052.0,EC-Earth3,ssp585,wet,1368.5142857142857
2053.0,EC-Earth3,ssp585,wet,1828.16
2054.0,EC-Earth3,ssp585,wet,1309.5392857142858
2055.0,EC-Earth3,ssp585,wet,823.7721428571429
2056.0,EC-Earth3,ssp585,wet,1404.9314285714286
2057.0,EC-Earth3,ssp585,wet,953.6392857142857
2058.0,EC-Earth3,ssp585,wet,921.1985714285714
2059.0,EC-Earth3,ssp585,wet,869.3028571428571
2060.0,EC-Earth3,ssp585,wet,1083.3542857142857
2061.0,EC-Earth3,ssp585,wet,982.8299999999999
2062.0,EC-Earth3,ssp585,wet,760.8599999999999
2063.0,EC-Earth3,ssp585,wet,1224.3342857142854
2064.0,EC-Earth3,ssp585,wet,1081.3185714285717
2065.0,EC-Earth3,ssp585,wet,1359.1021428571428
2066.0,EC-Earth3,ssp585,wet,932.9785714285714
2067.0,EC-Earth3,ssp585,wet,1118.5671428571427
2068.0,EC-Earth3,ssp585,wet,1112.5021428571429
2069.0,EC-Earth3,ssp585,wet,1009.4085714285715
2070.0,EC-Earth3,ssp585,wet,692.8021428571429
2071.0,EC-Earth3,ssp585,wet,964.885
2072.0,EC-Earth3,ssp585,wet,982.4264285714287
2073.0,EC-Earth3,ssp585,wet,941.2664285714285
2074.0,EC-Earth3,ssp585,wet,963.0635714285715
2075.0,EC-Earth3,ssp585,wet,807.4799999999998
2076.0,EC-Earth3,ssp585,wet,1199.537857142857
2077.0,EC-Earth3,ssp585,wet,1060.872142857143
2078.0,EC-Earth3,ssp585,wet,869.1157142857144
2079.0,EC-Earth3,ssp585,wet,1510.1200000000003
2080.0,EC-Earth3,ssp585,wet,2387.465714285714
2081.0,EC-Earth3,ssp585,wet,1181.0728571428572
2082.0,EC-Earth3,ssp585,wet,1393.7471428571428
2083.0,EC-Earth3,ssp585,wet,1484.8757142857144
2084.0,EC-Earth3,ssp585,wet,955.0785714285714
2085.0,EC-Earth3,ssp585,wet,922.7614285714286
2086.0,EC-Earth3,ssp585,wet,733.8650000000001
2087.0,EC-Earth3,ssp585,wet,1740.7607142857141
2088.0,EC-Earth3,ssp585,wet,1387.4857142857143
2089.0,EC-Earth3,ssp585,wet,841.5335714285715
2090.0,EC-Earth3,ssp585,wet,844.5492857142857
2091.0,EC-Earth3,ssp585,wet,1162.6385714285714
2092.0,EC-Earth3,ssp585,wet,1332.9757142857143
2093.0,EC-Earth3,ssp585,wet,850.0771428571428
2094.0,EC-Earth3,ssp585,wet,885.3235714285714
2095.0,EC-Earth3,ssp585,wet,1221.3014285714287
2096.0,EC-Earth3,ssp585,wet,995.6242857142857
2097.0,EC-Earth3,ssp585,wet,830.6771428571428
2098.0,EC-Earth3,ssp585,wet,1026.4150000000002
2099.0,EC-Earth3,ssp585,wet,1041.2907142857143
2100.0,EC-Earth3,ssp585,wet,1134.7621428571429
1981.0,EC-Earth3,ssp585,dry,191.5635714285714
1982.0,EC-Earth3,ssp585,dry,225.62642857142856
1983.0,EC-Earth3,ssp585,dry,242.28785714285712
1984.0,EC-Earth3,ssp585,dry,173.89357142857142
1985.0,EC-Earth3,ssp585,dry,280.315
1986.0,EC-Earth3,ssp585,dry,223.5292857142857
1987.0,EC-Earth3,ssp585,dry,326.3728571428572
1988.0,EC-Earth3,ssp585,dry,140.71642857142857
1989.0,EC-Earth3,ssp585,dry,131.16857142857143
1990.0,EC-Earth3,ssp585,dry,162.15357142857144
1991.0,EC-Earth3,ssp585,dry,108.62857142857142
1992.0,EC-Earth3,ssp585,dry,135.06785714285715
1993.0,EC-Earth3,ssp585,dry,97.90214285714286
1994.0,EC-Earth3,ssp585,dry,128.15571428571428
1995.0,EC-Earth3,ssp585,dry,108.65285714285714
1996.0,EC-Earth3,ssp585,dry,242.94357142857143
1997.0,EC-Earth3,ssp585,dry,147.54071428571427
1998.0,EC-Earth3,ssp585,dry,115.705
1999.0,EC-Earth3,ssp585,dry,89.73285714285713
2000.0,EC-Earth3,ssp585,dry,110.44857142857144
2001.0,EC-Earth3,ssp585,dry,115.29285714285716
2002.0,EC-Earth3,ssp585,dry,157.5635714285714
2003.0,EC-Earth3,ssp585,dry,191.3842857142857
2004.0,EC-Earth3,ssp585,dry,380.5957142857143
2005.0,EC-Earth3,ssp585,dry,132.68
2006.0,EC-Earth3,ssp585,dry,127.78285714285714
2007.0,EC-Earth3,ssp585,dry,76.82071428571429
2008.0,EC-Earth3,ssp585,dry,118.70142857142856
2009.0,EC-Earth3,ssp585,dry,198.95071428571427
2010.0,EC-Earth3,ssp585,dry,155.72785714285715
2011.0,EC-Earth3,ssp585,dry,150.6621428571429
2012.0,EC-Earth3,ssp585,dry,142.47785714285715
2013.0,EC-Earth3,ssp585,dry,78.95428571428572
2014.0,EC-Earth3,ssp585,dry,141.5964285714286
2015.0,EC-Earth3,ssp585,dry,76.21285714285715
2016.0,EC-Earth3,ssp585,dry,144.1535714285714
2017.0,EC-Earth3,ssp585,dry,221.8392857142857
2018.0,EC-Earth3,ssp585,dry,251.41357142857143
2019.0,EC-Earth3,ssp585,dry,71.04642857142859
2020.0,EC-Earth3,ssp585,dry,218.89000000000001
2021.0,EC-Earth3,ssp585,dry,235.24999999999997
2022.0,EC-Earth3,ssp585,dry,129.91642857142855
2023.0,EC-Earth3,ssp585,dry,149.47357142857143
2024.0,EC-Earth3,ssp585,dry,220.3614285714286
2025.0,EC-Earth3,ssp585,dry,136.90928571428572
2026.0,EC-Earth3,ssp585,dry,129.25857142857143
2027.0,EC-Earth3,ssp585,dry,52.73642857142857
2028.0,EC-Earth3,ssp585,dry,127.5457142857143
2029.0,EC-Earth3,ssp585,dry,203.76000000000002
2030.0,EC-Earth3,ssp585,dry,332.79499999999996
2031.0,EC-Earth3,ssp585,dry,201.47
2032.0,EC-Earth3,ssp585,dry,140.09857142857143
2033.0,EC-Earth3,ssp585,dry,224.65285714285716
2034.0,EC-Earth3,ssp585,dry,76.88642857142858
2035.0,EC-Earth3,ssp585,dry,162.63428571428568
2036.0,EC-Earth3,ssp585,dry,221.4307142857143
2037.0,EC-Earth3,ssp585,dry,154.03285714285715
2038.0,EC-Earth3,ssp585,dry,232.81285714285718
2039.0,EC-Earth3,ssp585,dry,215.4542857142857
2040.0,EC-Earth3,ssp585,dry,85.86857142857141
2041.0,EC-Earth3,ssp585,dry,450.1478571428571
2042.0,EC-Earth3,ssp585,dry,195.63642857142858
2043.0,EC-Earth3,ssp585,dry,177.55357142857147
2044.0,EC-Earth3,ssp585,dry,173.35285714285712
2045.0,EC-Earth3,ssp585,dry,158.49714285714285
2046.0,EC-Earth3,ssp585,dry,80.84785714285714
2047.0,EC-Earth3,ssp585,dry,693.862857142857
2048.0,EC-Earth3,ssp585,dry,250.37428571428572
2049.0,EC-Earth3,ssp585,dry,392.00857142857143
2050.0,EC-Earth3,ssp585,dry,378.02285714285716
2051.0,EC-Earth3,ssp585,dry,274.555
2052.0,EC-Earth3,ssp585,dry,242.1442857142857
2053.0,EC-Earth3,ssp585,dry,164.23
2054.0,EC-Earth3,ssp585,dry,217.62285714285713
2055.0,EC-Earth3,ssp585,dry,97.97357142857143
2056.0,EC-Earth3,ssp585,dry,209.3085714285714
2057.0,EC-Earth3,ssp585,dry,127.25
2058.0,EC-Earth3,ssp585,dry,87.03357142857143
2059.0,EC-Earth3,ssp585,dry,71.0957142857143
2060.0,EC-Earth3,ssp585,dry,191.36357142857145
2061.0,EC-Earth3,ssp585,dry,239.06285714285715
2062.0,EC-Earth3,ssp585,dry,260.13142857142856
2063.0,EC-Earth3,ssp585,dry,180.49642857142857
2064.0,EC-Earth3,ssp585,dry,245.9492857142857
2065.0,EC-Earth3,ssp585,dry,118.38642857142858
2066.0,EC-Earth3,ssp585,dry,101.265
2067.0,EC-Earth3,ssp585,dry,103.13571428571429
2068.0,EC-Earth3,ssp585,dry,259.5892857142857
2069.0,EC-Earth3,ssp585,dry,86.18928571428572
2070.0,EC-Earth3,ssp585,dry,161.9257142857143
2071.0,EC-Earth3,ssp585,dry,253.78857142857143
2072.0,EC-Earth3,ssp585,dry,184.27357142857142
2073.0,EC-Earth3,ssp585,dry,99.16785714285712
2074.0,EC-Earth3,ssp585,dry,326.2471428571429
2075.0,EC-Earth3,ssp585,dry,452.09071428571434
2076.0,EC-Earth3,ssp585,dry,290.1121428571429
2077.0,EC-Earth3,ssp585,dry,149.45
2078.0,EC-Earth3,ssp585,dry,349.19428571428574
2079.0,EC-Earth3,ssp585,dry,486.29285714285714
2080.0,EC-Earth3,ssp585,dry,228.66642857142864
2081.0,EC-Earth3,ssp585,dry,125.43714285714286
2082.0,EC-Earth3,ssp585,dry,90.87357142857145
2083.0,EC-Earth3,ssp585,dry,595.8628571428571
2084.0,EC-Earth3,ssp585,dry,456.70928571428567
2085.0,EC-Earth3,ssp585,dry,161.98642857142858
2086.0,EC-Earth3,ssp585,dry,138.97
2087.0,EC-Earth3,ssp585,dry,461.0
2088.0,EC-Earth3,ssp585,dry,508.30642857142857
2089.0,EC-Earth3,ssp585,dry,139.13
2090.0,EC-Earth3,ssp585,dry,174.74285714285716
2091.0,EC-Earth3,ssp585,dry,184.2535714285714
2092.0,EC-Earth3,ssp585,dry,198.65499999999997
2093.0,EC-Earth3,ssp585,dry,193.595
2094.0,EC-Earth3,ssp585,dry,156.49571428571429
2095.0,EC-Earth3,ssp585,dry,284.6371428571428
2096.0,EC-Earth3,ssp585,dry,274.14500000000004
2097.0,EC-Earth3,ssp585,dry,532.7164285714285
2098.0,EC-Earth3,ssp585,dry,97.99785714285714
2099.0,EC-Earth3,ssp585,dry,188.85642857142858
1981.0,FGOALS-g3,ssp245,annual,1261.0592857142856
1982.0,FGOALS-g3,ssp245,annual,1352.735714285714
1983.0,FGOALS-g3,ssp245,annual,1066.9671428571428
1984.0,FGOALS-g3,ssp245,annual,1182.4678571428574
1985.0,FGOALS-g3,ssp245,annual,1121.4242857142858
1986.0,FGOALS-g3,ssp245,annual,1426.55
1987.0,FGOALS-g3,ssp245,annual,884.1492857142857
1988.0,FGOALS-g3,ssp245,annual,1312.77
1989.0,FGOALS-g3,ssp245,annual,1189.422857142857
1990.0,FGOALS-g3,ssp245,annual,1542.9957142857145
1991.0,FGOALS-g3,ssp245,annual,1442.9578571428572
1992.0,FGOALS-g3,ssp245,annual,1288.2928571428572
1993.0,FGOALS-g3,ssp245,annual,1221.8300000000002
1994.0,FGOALS-g3,ssp245,annual,1374.2964285714286
1995.0,FGOALS-g3,ssp245,annual,1057.337857142857
1996.0,FGOALS-g3,ssp245,annual,1374.2371428571428
1997.0,FGOALS-g3,ssp245,annual,1457.0864285714288
1998.0,FGOALS-g3,ssp245,annual,1650.8235714285715
1999.0,FGOALS-g3,ssp245,annual,1429.962142857143
2000.0,FGOALS-g3,ssp245,annual,1647.8392857142858
2001.0,FGOALS-g3,ssp245,annual,1307.5678571428573
2002.0,FGOALS-g3,ssp245,annual,1507.7364285714286
2003.0,FGOALS-g3,ssp245,annual,1613.4942857142858
2004.0,FGOALS-g3,ssp245,annual,1533.3128571428574
2005.0,FGOALS-g3,ssp245,annual,1595.4321428571432
2006.0,FGOALS-g3,ssp245,annual,1269.742142857143
2007.0,FGOALS-g3,ssp245,annual,1542.6171428571429
2008.0,FGOALS-g3,ssp245,annual,1019.542142857143
2009.0,FGOALS-g3,ssp245,annual,1159.8392857142856
2010.0,FGOALS-g3,ssp245,annual,1082.7442857142858
2011.0,FGOALS-g3,ssp245,annual,933.4035714285712
2012.0,FGOALS-g3,ssp245,annual,1257.280714285714
2013.0,FGOALS-g3,ssp245,annual,1249.1714285714286
2014.0,FGOALS-g3,ssp245,annual,1332.8221428571428
2015.0,FGOALS-g3,ssp245,annual,1426.9107142857144
2016.0,FGOALS-g3,ssp245,annual,1171.7614285714283
2017.0,FGOALS-g3,ssp245,annual,1029.0850000000003
2018.0,FGOALS-g3,ssp245,annual,1573.7171428571432
2019.0,FGOALS-g3,ssp245,annual,1836.0171428571432
2020.0,FGOALS-g3,ssp245,annual,1582.922857142857
2021.0,FGOALS-g3,ssp245,annual,1350.2192857142857
2022.0,FGOALS-g3,ssp245,annual,1447.2885714285715
2023.0,FGOALS-g3,ssp245,annual,1474.2021428571427
2024.0,FGOALS-g3,ssp245,annual,1566.867142857143
2025.0,FGOALS-g3,ssp245,annual,1358.6299999999999
2026.0,FGOALS-g3,ssp245,annual,1143.2028571428575
2027.0,FGOALS-g3,ssp245,annual,1594.6921428571427
2028.0,FGOALS-g3,ssp245,annual,1178.8885714285714
2029.0,FGOALS-g3,ssp245,annual,1104.557857142857
2030.0,FGOALS-g3,ssp245,annual,1378.7657142857145
2031.0,FGOALS-g3,ssp245,annual,1511.2714285714285
2032.0,FGOALS-g3,ssp245,annual,1717.2864285714284
2033.0,FGOALS-g3,ssp245,annual,1412.7857142857142
2034.0,FGOALS-g3,ssp245,annual,1746.6164285714287
2035.0,FGOALS-g3,ssp245,annual,1228.814285714286
2036.0,FGOALS-g3,ssp245,annual,1282.8528571428574
2037.0,FGOALS-g3,ssp245,annual,1501.075
2038.0,FGOALS-g3,ssp245,annual,1305.5957142857144
2039.0,FGOALS-g3,ssp245,annual,1388.5385714285715
2040.0,FGOALS-g3,ssp245,annual,1293.202857142857
2041.0,FGOALS-g3,ssp245,annual,1082.8678571428572
2042.0,FGOALS-g3,ssp245,annual,1289.487857142857
2043.0,FGOALS-g3,ssp245,annual,1465.8671428571427
2044.0,FGOALS-g3,ssp245,annual,1151.3092857142856
2045.0,FGOALS-g3,ssp245,annual,1583.8642857142856
2046.0,FGOALS-g3,ssp245,annual,1530.737857142857
2047.0,FGOALS-g3,ssp245,annual,1387.9314285714281
2048.0,FGOALS-g3,ssp245,annual,1432.2735714285714
2049.0,FGOALS-g3,ssp245,annual,1516.1264285714283
2050.0,FGOALS-g3,ssp245,annual,1257.3935714285715
2051.0,FGOALS-g3,ssp245,annual,1445.0885714285712
2052.0,FGOALS-g3,ssp245,annual,1464.1378571428572
2053.0,FGOALS-g3,ssp245,annual,1561.0807142857143
2054.0,FGOALS-g3,ssp245,annual,1433.2278571428567
2055.0,FGOALS-g3,ssp245,annual,1167.4035714285715
2056.0,FGOALS-g3,ssp245,annual,1447.987142857143
2057.0,FGOALS-g3,ssp245,annual,1392.5407142857143
2058.0,FGOALS-g3,ssp245,annual,1599.7821428571428
2059.0,FGOALS-g3,ssp245,annual,1113.1200000000001
2060.0,FGOALS-g3,ssp245,annual,1155.575
2061.0,FGOALS-g3,ssp245,annual,1500.2085714285715
2062.0,FGOALS-g3,ssp245,annual,1456.8857142857144
2063.0,FGOALS-g3,ssp245,annual,1370.285
2064.0,FGOALS-g3,ssp245,annual,1365.892857142857
2065.0,FGOALS-g3,ssp245,annual,1625.407142857143
2066.0,FGOALS-g3,ssp245,annual,1628.8792857142857
2067.0,FGOALS-g3,ssp245,annual,1393.592857142857
2068.0,FGOALS-g3,ssp245,annual,1451.7492857142859
2069.0,FGOALS-g3,ssp245,annual,1437.5635714285713
2070.0,FGOALS-g3,ssp245,annual,1383.0357142857142
2071.0,FGOALS-g3,ssp245,annual,1362.45
2072.0,FGOALS-g3,ssp245,annual,1546.1742857142858
2073.0,FGOALS-g3,ssp245,annual,1576.1085714285712
2074.0,FGOALS-g3,ssp245,annual,1574.8535714285715
2075.0,FGOALS-g3,ssp245,annual,1283.7664285714288
2076.0,FGOALS-g3,ssp245,annual,1482.3864285714287
2077.0,FGOALS-g3,ssp245,annual,1405.4964285714286
2078.0,FGOALS-g3,ssp245,annual,1206.0535714285713
2079.0,FGOALS-g3,ssp245,annual,1446.2257142857145
2080.0,FGOALS-g3,ssp245,annual,1523.332142857143
2081.0,FGOALS-g3,ssp245,annual,1293.2664285714286
2082.0,FGOALS-g3,ssp245,annual,2101.449285714286
2083.0,FGOALS-g3,ssp245,annual,1444.9035714285715
2084.0,FGOALS-g3,ssp245,annual,1263.3064285714286
2085.0,FGOALS-g3,ssp245,annual,1393.865714285714
2086.0,FGOALS-g3,ssp245,annual,1196.1442857142858
2087.0,FGOALS-g3,ssp245,annual,1782.5557142857142
2088.0,FGOALS-g3,ssp245,annual,1353.607857142857
2089.0,FGOALS-g3,ssp245,annual,1396.7892857142856
2090.0,FGOALS-g3,ssp245,annual,1361.6550000000002
2091.0,FGOALS-g3,ssp245,annual,1637.7278571428567
2092.0,FGOALS-g3,ssp245,annual,1355.5392857142856
2093.0,FGOALS-g3,ssp245,annual,1603.3728571428571
2094.0,FGOALS-g3,ssp245,annual,1438.157142857143
2095.0,FGOALS-g3,ssp245,annual,1810.9821428571427
2096.0,FGOALS-g3,ssp245,annual,1764.5528571428572
2097.0,FGOALS-g3,ssp245,annual,1287.0700000000002
2098.0,FGOALS-g3,ssp245,annual,1204.5121428571426
2099.0,FGOALS-g3,ssp245,annual,1384.3864285714285
2100.0,FGOALS-g3,ssp245,annual,2172.827857142857
1981.0,FGOALS-g3,ssp245,wet,1109.1964285714287
1982.0,FGOALS-g3,ssp245,wet,1237.0042857142855
1983.0,FGOALS-g3,ssp245,wet,986.2257142857144
1984.0,FGOALS-g3,ssp245,wet,1071.0214285714285
1985.0,FGOALS-g3,ssp245,wet,1013.1114285714286
1986.0,FGOALS-g3,ssp245,wet,1220.365
1987.0,FGOALS-g3,ssp245,wet,797.0428571428571
1988.0,FGOALS-g3,ssp245,wet,1143.8607142857143
1989.0,FGOALS-g3,ssp245,wet,1103.827857142857
1990.0,FGOALS-g3,ssp245,wet,1315.3542857142857
1991.0,FGOALS-g3,ssp245,wet,1235.287142857143
1992.0,FGOALS-g3,ssp245,wet,1046.802857142857
1993.0,FGOALS-g3,ssp245,wet,1117.3007142857143
1994.0,FGOALS-g3,ssp245,wet,1267.8614285714286
1995.0,FGOALS-g3,ssp245,wet,869.1607142857143
1996.0,FGOALS-g3,ssp245,wet,1209.7257142857143
1997.0,FGOALS-g3,ssp245,wet,1252.305
1998.0,FGOALS-g3,ssp245,wet,1409.7078571428572
1999.0,FGOALS-g3,ssp245,wet,1305.4442857142858
2000.0,FGOALS-g3,ssp245,wet,1481.804285714286
2001.0,FGOALS-g3,ssp245,wet,1119.3657142857141
2002.0,FGOALS-g3,ssp245,wet,1324.4564285714284
