year,mme_mean,mme_median,q25,q75,mme_min,mme_max,mme_std,scenario,scale
2001,1462.0432653061227,1458.855,1370.8557142857144,1487.4,882.5771428571428,2176.359285714286,381.22416987861044,ssp245,annual
2002,1149.0235714285714,1033.5135714285714,987.3257142857142,1349.7085714285713,805.3864285714284,1530.1964285714287,276.739571320572,ssp245,annual
2003,1196.7276530612246,1101.0721428571428,1021.7085714285714,1325.7628571428572,967.5842857142856,1613.4942857142858,249.7885674461948,ssp245,annual
2004,1382.945714285714,1468.77,1243.8217857142856,1528.0096428571428,923.2657142857142,1744.9214285714284,267.9151630180718,ssp245,annual
2005,1553.45,1595.4321428571432,1446.9732142857142,1669.7307142857142,1109.2221428571427,1936.087857142857,268.3928137337988,ssp245,annual
2006,1419.5235714285716,1269.742142857143,1182.745357142857,1639.7014285714286,1107.3664285714287,1914.6628571428573,312.159718011709,ssp245,annual
2007,1288.4062244897957,1415.9171428571428,1082.245,1490.6992857142855,914.4207142857142,1542.6171428571429,257.9063517079639,ssp245,annual
2008,1235.6121428571428,1158.8692857142858,994.3003571428571,1460.6871428571428,900.4914285714285,1679.9492857142857,323.7213102167284,ssp245,annual
2009,1293.7929591836732,1233.8857142857144,1191.3089285714284,1394.9642857142858,904.9685714285714,1745.1499999999999,259.988212357212,ssp245,annual
2010,1224.6924489795917,1319.9778571428571,1172.3228571428572,1382.144285714286,624.9192857142856,1519.015714285714,297.0333723605718,ssp245,annual
2011,1268.745306122449,1217.6992857142857,1026.4967857142856,1436.2103571428572,933.4035714285712,1804.6999999999996,321.03345738042435,ssp245,annual
2012,1220.4688775510203,1121.7035714285716,1074.784642857143,1253.5492857142854,1046.077857142857,1718.8328571428572,236.01051294462258,ssp245,annual
2013,1270.8023469387756,1212.9971428571428,1131.7732142857144,1236.6267857142857,1053.327142857143,1892.4921428571429,285.8178948829579,ssp245,annual
2014,1288.8833673469387,1325.3864285714285,1128.6550000000002,1425.08,1040.5135714285714,1548.8135714285713,200.88530851160252,ssp245,annual
2015,1319.7302040816326,1426.9107142857144,1180.9160714285713,1452.547857142857,913.0107142857144,1631.262142857143,244.46368429878868,ssp245,annual
2016,1466.8652040816326,1348.7935714285716,1259.2135714285714,1641.008214285714,1162.0192857142858,1956.7999999999997,291.30568298041504,ssp245,annual
2017,1330.065,1354.442142857143,967.3285714285716,1450.4885714285715,872.0742857142857,2248.3042857142855,474.924644362976,ssp245,annual
2018,1370.277142857143,1433.6299999999999,1206.9128571428573,1558.8732142857143,918.6114285714284,1708.1264285714285,277.2766221271301,ssp245,annual
2019,1452.993469387755,1364.195714285714,1179.5185714285715,1711.6100000000001,959.9685714285714,2064.532857142857,407.8801147236499,ssp245,annual
2020,1338.8898979591836,1357.5935714285715,1134.3067857142858,1515.6653571428574,1013.2114285714287,1701.4799999999998,263.8376721486164,ssp245,annual
2021,1329.9016326530614,1350.2192857142857,1219.7410714285716,1412.6771428571428,1149.6857142857143,1544.57,147.33443285156696,ssp245,annual
2022,1292.3646938775512,1300.3657142857144,1117.8314285714287,1418.0535714285716,983.1935714285713,1691.2235714285719,250.41815045273023,ssp245,annual
2023,1121.5032653061223,1119.9750000000001,1061.122142857143,1348.775,394.1621428571429,1516.5914285714284,371.54103491675914,ssp245,annual
2024,1353.324591836735,1290.6971428571428,1164.1239285714287,1474.3392857142858,1086.777142857143,1818.8714285714286,262.45109706830465,ssp245,annual
2025,1326.2222448979592,1358.6299999999999,1238.6275,1501.6242857142856,799.4278571428571,1644.9942857142858,278.59313118129717,ssp245,annual
2026,1343.6748979591837,1296.7285714285715,1111.1067857142857,1525.261785714286,1062.3507142857145,1773.907857142857,271.94416181477567,ssp245,annual
2027,1577.122244897959,1594.6921428571427,1401.4792857142859,1856.5296428571428,1031.327857142857,1897.8178571428573,331.1402722737019,ssp245,annual
2028,1334.7122448979592,1202.9107142857142,1169.7785714285712,1576.1889285714287,885.1621428571427,1762.9778571428574,314.12340866014785,ssp245,annual
2029,1378.6980612244897,1254.9157142857143,1113.1321428571428,1523.8242857142855,1069.537857142857,2052.5199999999995,371.2387398584906,ssp245,annual
