year,mme_mean,mme_median,q25,q75,mme_min,mme_max,mme_std,scenario,scale
2030,1414.1419387755102,1386.9007142857142,1356.6796428571429,1564.705,1039.3314285714284,1629.9921428571427,200.34490275348946,ssp245,annual
2031,1392.011224489796,1379.3878571428572,1163.4171428571428,1587.7560714285714,1127.5907142857143,1734.7535714285714,252.22055234851942,ssp245,annual
2032,1286.454387755102,1242.5014285714285,1016.9682142857143,1585.2632142857142,827.5085714285714,1730.7078571428574,364.6321596484639,ssp245,annual
2033,1385.8065306122448,1412.7857142857142,1177.014642857143,1605.075,987.2164285714285,1736.4642857142858,298.17665272452984,ssp245,annual
2034,1241.5213265306122,1233.18,966.4078571428572,1543.9714285714285,690.0942857142858,1746.6164285714287,412.06508629495676,ssp245,annual
2035,1559.9907142857141,1521.2257142857143,1327.3375,1709.5992857142855,1212.855,2111.980714285714,317.4490963554167,ssp245,annual
2036,1259.7366326530612,1172.4400000000003,1071.7917857142857,1363.2978571428573,942.6521428571428,1832.8849999999998,301.49519907779325,ssp245,annual
2037,1149.8328571428572,1105.4014285714286,1070.7264285714286,1204.5517857142859,891.797142857143,1501.075,189.02823647998912,ssp245,annual
2038,1135.4714285714285,1202.6064285714288,1102.4975,1265.5774999999999,703.9478571428572,1305.5957142857144,213.4771388945716,ssp245,annual
2039,1358.068673469388,1351.0742857142857,1328.1207142857143,1417.567857142857,1103.6285714285714,1560.4007142857147,139.6365370189735,ssp245,annual
2040,1395.9817346938776,1367.1278571428572,1242.6471428571429,1571.6567857142857,834.0607142857142,1942.0757142857142,354.9840942122381,ssp245,annual
2041,1513.4610204081634,1439.8235714285713,1401.5103571428572,1695.4185714285716,1082.867857142857,1877.6778571428572,283.0710414056138,ssp245,annual
2042,1480.4651020408164,1498.8428571428572,1211.8346428571426,1656.8600000000001,1047.6021428571428,2079.421428571429,358.07427486530094,ssp245,annual
2043,1340.8408163265306,1306.987857142857,1211.6496428571427,1470.1082142857142,917.7742857142858,1797.6078571428575,275.73047740064925,ssp245,annual
2044,1152.5251020408164,1127.3585714285714,1020.8971428571429,1171.5592857142856,917.0599999999998,1638.3442857142857,237.42558487586024,ssp245,annual
2045,1453.6341836734696,1434.3757142857144,1150.9214285714288,1552.1907142857144,950.9928571428572,2383.8464285714285,469.90327938282434,ssp245,annual
2046,1261.9232653061226,1254.8542857142857,1143.8514285714286,1523.2228571428573,689.53,1554.93,310.40707443067146,ssp245,annual
2047,1213.9881632653062,1315.2135714285716,1119.3039285714285,1366.0049999999997,788.3835714285714,1423.7021428571427,237.7564710768589,ssp245,annual
2048,1204.6724489795918,1269.1642857142854,1039.5782142857142,1384.1939285714286,883.725,1432.2735714285711,219.18248304774647,ssp245,annual
2049,1420.2968367346937,1419.5000000000002,1282.4596428571429,1627.9357142857139,842.4792857142858,1859.3078571428573,340.94291561412257,ssp245,annual
2050,1140.8555102040816,1145.367857142857,986.8339285714285,1268.6275,858.2092857142858,1471.4885714285715,219.19564439883558,ssp245,annual
2051,1451.474693877551,1445.0885714285712,1266.1760714285715,1577.0300000000002,1110.1435714285715,1918.6785714285713,271.4738904409265,ssp245,annual
2052,1569.993775510204,1598.3335714285713,1515.144642857143,1675.6071428571427,1084.572857142857,1925.5464285714284,260.36881664295635,ssp245,annual
2053,1221.0870408163266,1198.1878571428572,1109.9832142857144,1260.4435714285714,1047.4871428571428,1561.0807142857143,174.75579042036642,ssp245,annual
2054,1252.0202040816328,1355.9492857142861,1146.5607142857143,1420.7939285714288,685.21,1588.2728571428572,318.7247730400655,ssp245,annual
2055,1154.0539795918369,1114.67,995.1703571428571,1160.7292857142857,764.2857142857144,1887.622857142857,351.7282477275111,ssp245,annual
2056,1208.8398979591836,1272.2085714285713,1154.1635714285715,1381.895,658.6800000000001,1458.8735714285715,273.3903732649532,ssp245,annual
2057,1190.3880612244898,1221.8150000000003,1067.3042857142857,1370.4446428571428,817.3421428571428,1418.0614285714287,232.45018388619724,ssp245,annual
2058,1265.1080612244898,1202.6607142857142,1037.6046428571428,1516.1796428571429,840.1299999999999,1705.3971428571429,331.0059976144754,ssp245,annual
2059,1240.7186734693878,1113.1200000000001,896.3942857142857,1452.660357142857,694.8007142857143,2179.000714285714,508.9241111467753,ssp245,annual
2060,1516.153469387755,1515.2607142857144,1066.8482142857142,2010.940357142857,829.2392857142858,2112.997142857143,538.1864332062987,ssp245,annual
2061,1322.2931632653065,1372.67,1154.43,1509.0,925.9964285714285,1630.5257142857147,264.2519393430716,ssp245,annual
2062,1386.3673469387757,1385.8021428571428,1271.8557142857142,1538.1314285714286,987.6607142857144,1711.1342857142859,244.51651966635572,ssp245,annual
2063,1417.2521428571429,1547.4249999999997,1346.0071428571428,1591.0496428571428,763.6650000000001,1735.5614285714285,321.3493227758063,ssp245,annual
2064,1402.3177551020406,1365.892857142857,1224.4864285714286,1677.7760714285714,859.8607142857143,1785.9457142857143,338.1867596827717,ssp245,annual
2065,1298.9145918367346,1370.8264285714286,1032.5385714285715,1514.5782142857145,998.89,1628.452142857143,277.98105124602733,ssp245,annual
2066,1561.893775510204,1551.2250000000001,1411.597142857143,1703.6371428571429,1287.3442857142857,1864.2185714285713,221.21967271940503,ssp245,annual
2067,1208.8052040816326,1231.9357142857145,1035.0485714285714,1345.4810714285713,829.28,1639.3614285714286,274.12821029903887,ssp245,annual
2068,1189.4826530612245,1278.1657142857146,1012.3171428571429,1373.540357142857,824.7485714285716,1451.7492857142859,248.09724131493405,ssp245,annual
2069,1326.1874489795919,1255.387142857143,1101.9446428571428,1449.0653571428572,844.2692857142857,2081.6357142857146,400.2732121260728,ssp245,annual
2070,1331.075918367347,1366.2178571428572,1305.4246428571428,1416.2971428571427,1047.9242857142856,1459.945714285714,139.1675153719982,ssp245,annual
2071,1247.3360204081632,1252.5235714285714,1126.8767857142857,1341.6917857142857,944.8064285714285,1596.8850000000002,218.57414418164296,ssp245,annual
2072,1441.1834693877552,1518.8185714285714,1350.2628571428572,1542.045,965.5199999999999,1819.33,262.79204277169526,ssp245,annual
2073,1332.4253061224492,1279.9914285714287,1093.7060714285715,1557.6732142857145,863.3378571428572,1880.889285714286,363.65519946290374,ssp245,annual
2074,1309.7982653061224,1250.9035714285712,926.7092857142858,1562.7832142857142,839.0292857142857,2099.67,462.5532537198787,ssp245,annual
2075,1287.9044897959182,1283.7664285714286,1121.9875,1382.860357142857,1012.8314285714285,1709.037857142857,238.07498810424366,ssp245,annual
2076,1267.3198979591837,1206.275,1194.2292857142859,1380.7882142857143,738.3935714285716,1776.535714285714,316.24352124320916,ssp245,annual
2077,1225.3222448979593,1133.6921428571427,1057.2264285714286,1441.4860714285714,818.79,1627.348571428571,286.59308078139907,ssp245,annual
2078,1416.1672448979593,1487.7435714285716,1084.3689285714286,1748.0578571428573,841.0057142857142,1919.5678571428575,424.9680803342342,ssp245,annual
2079,1276.4713265306123,1309.195,1217.0864285714288,1405.4064285714285,842.467857142857,1538.650714285714,224.95054194496032,ssp245,annual
2080,1327.413367346939,1200.294285714286,1030.4403571428572,1541.0007142857144,842.1285714285714,2106.588571428572,434.95767934639406,ssp245,annual
2081,1226.4364285714287,1245.5678571428573,1165.3996428571427,1302.5532142857141,1054.7964285714286,1348.7849999999999,107.33645345028731,ssp245,annual
2082,1312.1975510204081,1251.4192857142857,1041.7203571428572,1378.7710714285718,991.5314285714286,2101.449285714286,385.0338755520023,ssp245,annual
2083,1182.4254081632655,1232.2485714285717,1029.3264285714286,1348.1925,844.7878571428572,1444.9035714285715,232.3455067171354,ssp245,annual
2084,1053.4601020408163,1072.2742857142855,988.6160714285716,1221.5282142857143,618.3514285714285,1263.3064285714286,225.13197446332046,ssp245,annual
2085,1056.6941836734693,925.0864285714287,851.7542857142857,1307.0964285714285,752.4335714285714,1401.6378571428572,275.0934253512822,ssp245,annual
2086,1194.0461224489798,1196.1442857142858,1076.9853571428573,1287.4103571428573,633.5585714285714,1799.8285714285716,351.6827517893054,ssp245,annual
2087,1264.1486734693876,1118.497142857143,877.3614285714284,1527.2567857142858,816.5199999999999,2104.7871428571425,499.3981065658634,ssp245,annual
2088,1309.1911224489795,1353.607857142857,1142.855357142857,1427.6025,879.1907142857144,1790.623571428571,294.37302831780636,ssp245,annual
2089,1272.6671428571428,1396.7892857142856,1065.7703571428572,1479.3650000000002,892.3028571428571,1529.3071428571427,275.957769276967,ssp245,annual
2090,1270.5485714285714,1280.6200000000001,1195.7639285714286,1465.6553571428574,647.2664285714285,1643.115,327.03935130662995,ssp245,annual
2091,1352.2891836734693,1275.8128571428572,1137.494642857143,1571.3646428571424,789.5157142857144,1982.9771428571426,392.1254642444384,ssp245,annual
2092,1354.2166326530612,1355.5392857142856,1264.0478571428573,1457.0210714285713,937.1307142857142,1744.7085714285718,252.22411642238623,ssp245,annual
2093,1373.1311224489796,1451.1785714285718,1149.4825,1666.1135714285715,735.0678571428571,1794.4792857142857,395.5274975594693,ssp245,annual
2094,1429.0564285714286,1438.157142857143,1176.9285714285713,1561.0714285714284,902.2642857142857,2186.9735714285716,422.4523087922608,ssp245,annual
2095,1290.5877551020408,1262.8799999999999,1090.4767857142858,1409.011785714286,961.2750000000002,1810.9821428571427,287.0312849410962,ssp245,annual
2096,1535.885306122449,1644.5364285714288,1237.6982142857146,1737.2421428571429,910.732142857143,2246.047857142857,470.60506374986704,ssp245,annual
2097,1281.045,1287.0700000000002,1140.8464285714285,1438.5867857142857,884.005,1637.3735714285717,259.6722336227458,ssp245,annual
2098,1129.3679591836735,1204.5121428571426,957.7914285714286,1282.1521428571427,718.2928571428573,1502.8835714285717,278.8845630042037,ssp245,annual
2099,1121.0073469387755,1159.5385714285715,885.8132142857143,1308.3021428571428,702.8735714285714,1596.4085714285716,315.83027840670195,ssp245,annual
2100,1338.6819387755102,1355.2757142857142,1177.2575000000002,1379.9728571428573,728.2092857142858,2172.827857142857,435.419038554041,ssp245,annual
1981,1084.5891836734695,1113.7564285714284,1023.0550000000001,1155.1975000000002,816.6778571428573,1305.185,160.97824008761407,ssp245,wet
1982,1078.1861224489796,1088.9792857142857,990.4414285714286,1194.3849999999998,795.4564285714285,1293.214285714286,172.55691116939553,ssp245,wet
1983,1222.8621428571428,1173.4485714285713,1040.1742857142856,1376.7335714285714,753.9892857142858,1798.7814285714285,337.15262216714797,ssp245,wet
1984,1094.806326530612,1071.0214285714287,987.1474999999998,1128.4392857142857,797.0492857142856,1564.3999999999999,240.34375160333744,ssp245,wet
1985,1171.840612244898,1195.206428571429,1075.5114285714285,1323.7435714285716,768.4585714285714,1440.7092857142857,226.64313307594622,ssp245,wet
1986,1025.246530612245,1101.2485714285715,840.3271428571429,1202.777857142857,687.3878571428571,1301.8792857142857,248.4475615011933,ssp245,wet
1987,1205.3782653061223,1123.6935714285714,948.9932142857142,1330.8328571428572,797.0428571428571,1957.2592857142856,393.7565317831749,ssp245,wet
