station,year,month,monthly_total_mm,neighbour_median_mm,neighbour_fraction_wet,own_climatology_median_mm,max_zero_run_days,annual_total_mm,I1_exact_zero,I2_region_wet,I3_neighbours_wet,I4_month_normally_wet,I5_long_zero_run,I6_annual_deficit,n_indicators,classification
351001,1981,1,0.0,0.9,0.0,0.7000000000000001,63,1128.2,True,False,False,False,True,False,1,confirmed_zero
351002,1981,1,0.0,0.9,0.0,0.0,118,446.5,True,False,False,False,True,True,2,confirmed_zero
351003,1981,1,0.0,0.9,0.0,1.7,83,1298.5,True,False,False,False,True,False,1,confirmed_zero
351004,1981,1,0.0,0.9,0.0,0.0,81,1301.3,True,False,False,False,True,False,1,confirmed_zero
351005,1981,1,0.0,0.9,0.0,1.2,81,1240.8,True,False,False,False,True,False,1,confirmed_zero
351006,1981,1,1.0,0.4,0.0,6.35,10,1281.5,False,False,False,False,False,False,0,not_zero
351007,1981,1,1.1,0.4,0.0,7.35,10,1281.8,False,False,False,False,False,False,0,not_zero
351008,1981,1,1.0,0.4,0.0,7.8,10,1243.7,False,False,False,False,False,False,0,not_zero
351009,1981,1,2.1,0.4,0.0,9.7,7,1317.1,False,False,False,False,False,False,0,not_zero
351010,1981,1,1.5,0.4,0.0,8.05,7,1159.2,False,False,False,False,False,False,0,not_zero
351011,1981,1,0.8,0.5,0.0,5.2,30,1197.2,False,False,False,False,False,False,0,not_zero
351012,1981,1,1.2,0.4,0.0,2.1,22,1045.4,False,False,False,False,False,False,0,not_zero
351201,1981,1,0.0,0.9,0.0,3.3,31,1530.2,True,False,False,False,False,False,0,confirmed_zero
351001,1981,2,0.0,14.65,0.6666666666666666,0.6,63,1128.2,True,False,False,False,True,False,1,confirmed_zero
351002,1981,2,0.0,14.65,0.6666666666666666,0.05,118,446.5,True,False,False,False,True,True,2,confirmed_zero
351003,1981,2,0.0,14.65,0.6666666666666666,2.3499999999999996,83,1298.5,True,False,False,False,True,False,1,confirmed_zero
351004,1981,2,0.0,14.65,0.6666666666666666,1.1,81,1301.3,True,False,False,False,True,False,1,confirmed_zero
351005,1981,2,0.0,14.65,0.6666666666666666,2.1,81,1240.8,True,False,False,False,True,False,1,confirmed_zero
351006,1981,2,15.9,9.65,0.5833333333333334,8.4,6,1281.5,False,False,False,False,False,False,0,not_zero
351007,1981,2,17.6,9.65,0.5833333333333334,10.75,6,1281.8,False,False,False,False,False,False,0,not_zero
351008,1981,2,49.8,9.65,0.5833333333333334,13.3,11,1243.7,False,False,False,False,False,False,0,not_zero
351009,1981,2,16.3,9.65,0.5833333333333334,9.8,5,1317.1,False,False,False,False,False,False,0,not_zero
351010,1981,2,13.4,10.9,0.5833333333333334,10.05,6,1159.2,False,False,False,False,False,False,0,not_zero
351011,1981,2,91.19999999999999,9.65,0.5833333333333334,19.75,25,1197.2,False,False,False,False,False,False,0,not_zero
351012,1981,2,5.8999999999999995,14.65,0.5833333333333334,1.5,20,1045.4,False,False,False,False,False,False,0,not_zero
351201,1981,2,21.8,9.65,0.5833333333333334,2.3,16,1530.2,False,False,False,False,False,False,0,not_zero
351001,1981,3,1.3,18.05,0.6666666666666666,12.4,63,1128.2,False,False,False,False,True,False,1,not_zero
351002,1981,3,0.0,18.05,0.6666666666666666,6.4,118,446.5,True,False,False,False,True,True,2,uncertain
351003,1981,3,4.8,18.05,0.6666666666666666,28.25,83,1298.5,False,False,False,True,True,False,2,not_zero
351004,1981,3,2.2,18.05,0.6666666666666666,16.45,81,1301.3,False,False,False,False,True,False,1,not_zero
351005,1981,3,14.0,18.05,0.5833333333333334,13.25,81,1240.8,False,False,False,False,True,False,1,not_zero
351006,1981,3,19.1,15.5,0.5833333333333334,25.85,6,1281.5,False,False,False,True,False,False,1,not_zero
351007,1981,3,19.5,15.5,0.5833333333333334,28.0,6,1281.8,False,False,False,True,False,False,1,not_zero
351008,1981,3,19.9,15.5,0.5833333333333334,36.75,8,1243.7,False,False,False,True,False,False,1,not_zero
351009,1981,3,19.9,15.5,0.5833333333333334,28.75,6,1317.1,False,False,False,True,False,False,1,not_zero
351010,1981,3,17.0,16.55,0.5833333333333334,29.35,6,1159.2,False,False,False,True,False,False,1,not_zero
351011,1981,3,22.1,15.5,0.5833333333333334,36.7,25,1197.2,False,False,False,True,False,False,1,not_zero
351012,1981,3,22.700000000000003,15.5,0.5833333333333334,18.9,36,1045.4,False,False,False,False,False,False,0,not_zero
351201,1981,3,1.7,18.05,0.6666666666666666,27.35,25,1530.2,False,False,False,True,False,False,1,not_zero
351001,1981,4,33.5,65.05,1.0,25.549999999999997,9,1128.2,False,True,True,True,False,False,3,not_zero
351002,1981,4,21.5,65.05,1.0,42.300000000000004,118,446.5,False,True,True,True,True,True,5,not_zero
351003,1981,4,86.0,64.0,1.0,91.85,12,1298.5,False,True,True,True,False,False,3,not_zero
351004,1981,4,99.9,64.0,1.0,75.65,9,1301.3,False,True,True,True,False,False,3,not_zero
351005,1981,4,43.5,65.05,1.0,70.25,17,1240.8,False,True,True,True,False,False,3,not_zero
351006,1981,4,64.3,64.75,1.0,63.8,0,1281.5,False,True,True,True,False,False,3,not_zero
351007,1981,4,65.8,64.0,1.0,63.35,0,1281.8,False,True,True,True,False,False,3,not_zero
351008,1981,4,62.5,65.05,1.0,55.05,0,1243.7,False,True,True,True,False,False,3,not_zero
351009,1981,4,89.9,64.0,1.0,54.0,0,1317.1,False,True,True,True,False,False,3,not_zero
351010,1981,4,72.4,64.0,1.0,61.5,0,1159.2,False,True,True,True,False,False,3,not_zero
351011,1981,4,42.3,65.05,1.0,42.15,7,1197.2,False,True,True,True,False,False,3,not_zero
351012,1981,4,63.7,65.05,1.0,35.0,36,1045.4,False,True,True,True,False,False,3,not_zero
351201,1981,4,160.60000000000002,64.0,1.0,39.3,10,1530.2,False,True,True,True,False,False,3,not_zero
351001,1981,5,77.1,183.05,1.0,97.69999999999999,5,1128.2,False,True,True,True,False,False,3,not_zero
351002,1981,5,45.3,183.05,1.0,124.69999999999999,32,446.5,False,True,True,True,False,True,4,not_zero
351003,1981,5,191.0,179.8,1.0,170.14999999999998,10,1298.5,False,True,True,True,False,False,3,not_zero
351004,1981,5,336.3,179.8,1.0,145.6,4,1301.3,False,True,True,True,False,False,3,not_zero
351005,1981,5,273.0,179.8,1.0,173.60000000000002,8,1240.8,False,True,True,True,False,False,3,not_zero
351006,1981,5,214.6,179.8,1.0,160.95,0,1281.5,False,True,True,True,False,False,3,not_zero
351007,1981,5,209.0,179.8,1.0,166.0,0,1281.8,False,True,True,True,False,False,3,not_zero
351008,1981,5,166.6,183.05,1.0,130.95,0,1243.7,False,True,True,True,False,False,3,not_zero
351009,1981,5,184.2,179.8,1.0,156.35,0,1317.1,False,True,True,True,False,False,3,not_zero
351010,1981,5,177.70000000000002,183.05,1.0,155.25,0,1159.2,False,True,True,True,False,False,3,not_zero
351011,1981,5,106.9,183.05,1.0,93.80000000000001,4,1197.2,False,True,True,True,False,False,3,not_zero
351012,1981,5,146.5,183.05,1.0,91.1,4,1045.4,False,True,True,True,False,False,3,not_zero
351201,1981,5,181.9,180.95,1.0,125.75,4,1530.2,False,True,True,True,False,False,3,not_zero
351001,1981,6,68.39999999999999,106.8,1.0,79.6,10,1128.2,False,True,True,True,False,False,3,not_zero
351002,1981,6,44.5,106.8,1.0,80.5,32,446.5,False,True,True,True,False,True,4,not_zero
351003,1981,6,59.6,106.8,1.0,136.2,19,1298.5,False,True,True,True,False,False,3,not_zero
351004,1981,6,69.8,106.8,1.0,97.9,8,1301.3,False,True,True,True,False,False,3,not_zero
351005,1981,6,58.8,106.8,1.0,88.1,11,1240.8,False,True,True,True,False,False,3,not_zero
351006,1981,6,112.89999999999999,95.55000000000001,1.0,119.8,0,1281.5,False,True,True,True,False,False,3,not_zero
351007,1981,6,117.0,95.55000000000001,1.0,123.05000000000001,0,1281.8,False,True,True,True,False,False,3,not_zero
351008,1981,6,113.1,95.55000000000001,1.0,113.15,0,1243.7,False,True,True,True,False,False,3,not_zero
351009,1981,6,136.2,95.55000000000001,1.0,128.0,0,1317.1,False,True,True,True,False,False,3,not_zero
351010,1981,6,116.4,95.55000000000001,1.0,121.65,0,1159.2,False,True,True,True,False,False,3,not_zero
351011,1981,6,100.7,101.65,1.0,87.15,8,1197.2,False,True,True,True,False,False,3,not_zero
351012,1981,6,90.4,106.8,1.0,73.80000000000001,5,1045.4,False,True,True,True,False,False,3,not_zero
351201,1981,6,127.7,95.55000000000001,1.0,79.15,3,1530.2,False,True,True,True,False,False,3,not_zero
351001,1981,7,23.3,196.9,1.0,80.19999999999999,10,1128.2,False,True,True,True,False,False,3,not_zero
351002,1981,7,131.2,196.9,1.0,124.95,8,446.5,False,True,True,True,False,True,4,not_zero
351003,1981,7,398.3,168.25,1.0,197.75,6,1298.5,False,True,True,True,False,False,3,not_zero
351004,1981,7,380.9,168.25,1.0,140.05,4,1301.3,False,True,True,True,False,False,3,not_zero
351005,1981,7,326.0,168.25,1.0,147.7,7,1240.8,False,True,True,True,False,False,3,not_zero
351006,1981,7,246.1,168.25,1.0,146.25,0,1281.5,False,True,True,True,False,False,3,not_zero
351007,1981,7,237.5,168.25,1.0,150.85000000000002,0,1281.8,False,True,True,True,False,False,3,not_zero
351008,1981,7,147.6,196.9,1.0,128.2,0,1243.7,False,True,True,True,False,False,3,not_zero
351009,1981,7,188.9,176.25,1.0,146.9,0,1317.1,False,True,True,True,False,False,3,not_zero
351010,1981,7,204.9,168.25,1.0,150.65,0,1159.2,False,True,True,True,False,False,3,not_zero
351011,1981,7,33.4,196.9,1.0,101.30000000000001,6,1197.2,False,True,True,True,False,False,3,not_zero
351012,1981,7,30.2,196.9,1.0,91.44999999999999,7,1045.4,False,True,True,True,False,False,3,not_zero
351201,1981,7,90.9,196.9,1.0,90.65,4,1530.2,False,True,True,True,False,False,3,not_zero
351001,1981,8,112.39999999999999,163.45,1.0,79.15,4,1128.2,False,True,True,True,False,False,3,not_zero
351002,1981,8,187.2,157.0,1.0,153.7,0,446.5,False,True,True,True,False,True,4,not_zero
351003,1981,8,212.8,157.0,1.0,239.35000000000002,5,1298.5,False,True,True,True,False,False,3,not_zero
351004,1981,8,101.2,163.45,1.0,168.60000000000002,7,1301.3,False,True,True,True,False,False,3,not_zero
351005,1981,8,225.10000000000002,157.0,1.0,156.39999999999998,10,1240.8,False,True,True,True,False,False,3,not_zero
351006,1981,8,192.0,157.0,1.0,170.7,0,1281.5,False,True,True,True,False,False,3,not_zero
351007,1981,8,188.3,157.0,1.0,167.0,0,1281.8,False,True,True,True,False,False,3,not_zero
351008,1981,8,151.4,163.45,1.0,135.85000000000002,0,1243.7,False,True,True,True,False,False,3,not_zero
351009,1981,8,164.3,157.0,1.0,160.95,0,1317.1,False,True,True,True,False,False,3,not_zero
351010,1981,8,162.6,157.85000000000002,1.0,166.65,0,1159.2,False,True,True,True,False,False,3,not_zero
351011,1981,8,142.0,163.45,1.0,82.25,5,1197.2,False,True,True,True,False,False,3,not_zero
351012,1981,8,82.0,163.45,1.0,68.0,3,1045.4,False,True,True,True,False,False,3,not_zero
351201,1981,8,139.4,163.45,1.0,99.7,4,1530.2,False,True,True,True,False,False,3,not_zero
351001,1981,9,147.2,148.39999999999998,1.0,142.75,4,1128.2,False,True,True,True,False,False,3,not_zero
351002,1981,9,14.4,149.14999999999998,1.0,155.8,23,446.5,False,True,True,True,False,True,4,not_zero
351003,1981,9,155.20000000000002,146.45,1.0,196.35000000000002,17,1298.5,False,True,True,True,False,False,3,not_zero
351004,1981,9,44.3,149.14999999999998,1.0,146.35,7,1301.3,False,True,True,True,False,False,3,not_zero
351005,1981,9,47.5,149.14999999999998,1.0,180.45,12,1240.8,False,True,True,True,False,False,3,not_zero
351006,1981,9,137.8,149.14999999999998,1.0,198.6,0,1281.5,False,True,True,True,False,False,3,not_zero
351007,1981,9,145.0,149.14999999999998,1.0,199.7,0,1281.8,False,True,True,True,False,False,3,not_zero
351008,1981,9,157.5,146.45,1.0,152.0,0,1243.7,False,True,True,True,False,False,3,not_zero
351009,1981,9,189.1,146.45,1.0,205.9,0,1317.1,False,True,True,True,False,False,3,not_zero
351010,1981,9,145.7,149.14999999999998,1.0,201.15,0,1159.2,False,True,True,True,False,False,3,not_zero
351011,1981,9,164.70000000000002,146.45,1.0,91.05,8,1197.2,False,True,True,True,False,False,3,not_zero
351012,1981,9,151.1,146.45,1.0,92.5,3,1045.4,False,True,True,True,False,False,3,not_zero
351201,1981,9,199.1,146.45,1.0,157.25,9,1530.2,False,True,True,True,False,False,3,not_zero
351001,1981,10,152.3,129.65,0.9166666666666666,241.1,9,1128.2,False,True,True,True,False,False,3,not_zero
351002,1981,10,2.4,137.95,1.0,107.65,187,446.5,False,True,True,True,True,True,5,not_zero
351003,1981,10,80.6,137.95,0.9166666666666666,97.2,30,1298.5,False,True,True,True,False,False,3,not_zero
351004,1981,10,136.0,131.6,0.9166666666666666,105.9,11,1301.3,False,True,True,True,False,False,3,not_zero
351005,1981,10,117.39999999999999,137.95,0.9166666666666666,117.94999999999999,12,1240.8,False,True,True,True,False,False,3,not_zero
351006,1981,10,122.8,137.95,0.9166666666666666,140.7,0,1281.5,False,True,True,True,False,False,3,not_zero
351007,1981,10,123.3,137.95,0.9166666666666666,152.25,0,1281.8,False,True,True,True,False,False,3,not_zero
351008,1981,10,139.9,129.65,0.9166666666666666,175.64999999999998,0,1243.7,False,True,True,True,False,False,3,not_zero
351009,1981,10,144.2,129.65,0.9166666666666666,171.9,0,1317.1,False,True,True,True,False,False,3,not_zero
351010,1981,10,110.3,137.95,0.9166666666666666,150.5,0,1159.2,False,True,True,True,False,False,3,not_zero
351011,1981,10,157.4,129.65,0.9166666666666666,179.15,8,1197.2,False,True,True,True,False,False,3,not_zero
351012,1981,10,168.2,129.65,0.9166666666666666,204.25,9,1045.4,False,True,True,True,False,False,3,not_zero
351201,1981,10,284.8,129.65,0.9166666666666666,227.85000000000002,9,1530.2,False,True,True,True,False,False,3,not_zero
351001,1981,11,512.7,140.7,0.9166666666666666,48.65,119,1128.2,False,True,True,True,True,False,4,not_zero
351002,1981,11,0.0,150.7,1.0,25.25,187,446.5,True,True,True,True,True,True,5,probable_missing
351003,1981,11,90.8,150.7,0.9166666666666666,45.8,30,1298.5,False,True,True,True,False,False,3,not_zero
351004,1981,11,130.3,150.7,0.9166666666666666,21.85,22,1301.3,False,True,True,True,False,False,3,not_zero
351005,1981,11,120.0,150.7,0.9166666666666666,26.85,25,1240.8,False,True,True,True,False,False,3,not_zero
351006,1981,11,139.3,150.7,0.9166666666666666,51.7,0,1281.5,False,True,True,True,False,False,3,not_zero
351007,1981,11,142.1,149.3,0.9166666666666666,51.5,0,1281.8,False,True,True,True,False,False,3,not_zero
351008,1981,11,227.0,140.7,0.9166666666666666,84.25,0,1243.7,False,True,True,True,False,False,3,not_zero
351009,1981,11,159.29999999999998,140.7,0.9166666666666666,64.7,0,1317.1,False,True,True,True,False,False,3,not_zero
351010,1981,11,122.5,150.7,0.9166666666666666,52.55,0,1159.2,False,True,True,True,False,False,3,not_zero
351011,1981,11,335.7,140.7,0.9166666666666666,129.4,84,1197.2,False,True,True,True,True,False,4,not_zero
351012,1981,11,283.3,140.7,0.9166666666666666,53.4,7,1045.4,False,True,True,True,False,False,3,not_zero
351201,1981,11,322.3,140.7,0.9166666666666666,60.9,80,1530.2,False,True,True,True,True,False,4,not_zero
351001,1981,12,0.0,11.1,0.5833333333333334,1.5,119,1128.2,True,False,False,False,True,False,1,confirmed_zero
351002,1981,12,0.0,11.1,0.5833333333333334,0.0,187,446.5,True,False,False,False,True,True,2,confirmed_zero
351003,1981,12,19.4,3.9000000000000004,0.5,3.6500000000000004,115,1298.5,False,False,False,False,True,False,1,not_zero
351004,1981,12,0.4,11.1,0.5833333333333334,0.0,34,1301.3,False,False,False,False,False,False,0,not_zero
351005,1981,12,15.5,3.9000000000000004,0.5,0.0,33,1240.8,False,False,False,False,False,False,0,not_zero
351006,1981,12,15.700000000000001,3.9000000000000004,0.5,13.05,26,1281.5,False,False,False,False,False,False,0,not_zero
351007,1981,12,15.6,3.9000000000000004,0.5,14.25,26,1281.8,False,False,False,False,False,False,0,not_zero
351008,1981,12,7.4,7.6,0.5,11.350000000000001,28,1243.7,False,False,False,False,False,False,0,not_zero
351009,1981,12,22.700000000000003,3.9000000000000004,0.5,21.85,13,1317.1,False,False,False,True,False,False,1,not_zero
351010,1981,12,14.799999999999999,3.9000000000000004,0.5,16.6,13,1159.2,False,False,False,False,False,False,0,not_zero
351011,1981,12,0.0,11.1,0.5833333333333334,2.7,84,1197.2,True,False,False,False,True,False,1,confirmed_zero
351012,1981,12,0.2,11.1,0.5833333333333334,2.55,76,1045.4,False,False,False,False,True,False,1,not_zero
351201,1981,12,0.0,11.1,0.5833333333333334,0.65,80,1530.2,True,False,False,False,True,False,1,confirmed_zero
351001,1982,1,0.0,0.45,0.0,0.7000000000000001,119,1083.4,True,False,False,False,True,False,1,confirmed_zero
351002,1982,1,0.0,0.45,0.0,0.0,187,740.9,True,False,False,False,True,False,1,confirmed_zero
351003,1982,1,0.0,0.45,0.0,1.7,115,994.9,True,False,False,False,True,False,1,confirmed_zero
351004,1982,1,2.0,0.2,0.0,0.0,67,967.6,False,False,False,False,True,False,1,not_zero
351005,1982,1,4.9,0.2,0.0,1.2,67,831.1,False,False,False,False,True,False,1,not_zero
351006,1982,1,2.1,0.2,0.0,6.35,26,1063.2,False,False,False,False,False,False,0,not_zero
351007,1982,1,1.8,0.2,0.0,7.35,26,1080.4,False,False,False,False,False,False,0,not_zero
351008,1982,1,0.5,0.2,0.0,7.8,28,1067.7,False,False,False,False,False,False,0,not_zero
351009,1982,1,0.4,0.25,0.0,9.7,14,1153.2,False,False,False,False,False,False,0,not_zero
351010,1982,1,0.6000000000000001,0.2,0.0,8.05,13,1073.6,False,False,False,False,False,False,0,not_zero
351011,1982,1,0.0,0.45,0.0,5.2,84,1002.9,True,False,False,False,True,False,1,uncertain
351012,1982,1,0.0,0.45,0.0,2.1,76,811.7,True,False,False,False,True,False,1,confirmed_zero
351201,1982,1,0.0,0.45,0.0,3.3,80,1047.7,True,False,False,False,True,False,1,confirmed_zero
351001,1982,2,0.0,9.9,0.6666666666666666,0.6,119,1083.4,True,False,False,False,True,False,1,confirmed_zero
351002,1982,2,0.0,9.9,0.6666666666666666,0.05,187,740.9,True,False,False,False,True,False,1,confirmed_zero
351003,1982,2,0.0,9.9,0.6666666666666666,2.3499999999999996,115,994.9,True,False,False,False,True,False,1,confirmed_zero
351004,1982,2,0.0,9.9,0.6666666666666666,1.1,67,967.6,True,False,False,False,True,False,1,confirmed_zero
351005,1982,2,0.0,9.9,0.6666666666666666,2.1,67,831.1,True,False,False,False,True,False,1,confirmed_zero
351006,1982,2,8.8,9.9,0.5833333333333334,8.4,6,1063.2,False,False,False,False,False,False,0,not_zero
351007,1982,2,9.5,9.55,0.5833333333333334,10.75,6,1080.4,False,False,False,False,False,False,0,not_zero
351008,1982,2,19.2,9.15,0.5833333333333334,13.3,6,1067.7,False,False,False,False,False,False,0,not_zero
351009,1982,2,15.0,9.15,0.5833333333333334,9.8,3,1153.2,False,False,False,False,False,False,0,not_zero
351010,1982,2,10.3,9.15,0.5833333333333334,10.05,3,1073.6,False,False,False,False,False,False,0,not_zero
351011,1982,2,30.6,9.15,0.5833333333333334,19.75,84,1002.9,False,False,False,False,True,False,1,not_zero
351012,1982,2,53.1,9.15,0.5833333333333334,1.5,76,811.7,False,False,False,False,True,False,1,not_zero
351201,1982,2,34.199999999999996,9.15,0.5833333333333334,2.3,80,1047.7,False,False,False,False,True,False,1,not_zero
351001,1982,3,33.5,29.75,0.75,12.4,119,1083.4,False,True,False,False,True,False,2,not_zero
351002,1982,3,0.0,33.1,0.8333333333333334,6.4,187,740.9,True,True,True,False,True,False,3,probable_missing
351003,1982,3,0.0,33.1,0.8333333333333334,28.25,115,994.9,True,True,True,True,True,False,4,probable_missing
351004,1982,3,18.6,33.1,0.75,16.45,67,967.6,False,True,False,False,True,False,2,not_zero
351005,1982,3,3.8,33.1,0.8333333333333334,13.25,67,831.1,False,True,True,False,True,False,3,not_zero
351006,1982,3,24.9,33.1,0.75,25.85,6,1063.2,False,True,False,True,False,False,2,not_zero
351007,1982,3,26.8,33.1,0.75,28.0,5,1080.4,False,True,False,True,False,False,2,not_zero
351008,1982,3,42.699999999999996,29.75,0.75,36.75,6,1067.7,False,True,False,True,False,False,2,not_zero
351009,1982,3,43.7,29.75,0.75,28.75,5,1153.2,False,True,False,True,False,False,2,not_zero
351010,1982,3,32.7,30.15,0.75,29.35,6,1073.6,False,True,False,True,False,False,2,not_zero
351011,1982,3,56.2,29.75,0.75,36.7,37,1002.9,False,True,False,True,False,False,2,not_zero
351012,1982,3,184.2,29.75,0.75,18.9,36,811.7,False,True,False,False,False,False,1,not_zero
351201,1982,3,79.2,29.75,0.75,27.35,36,1047.7,False,True,False,True,False,False,2,not_zero
351001,1982,4,30.5,121.44999999999999,1.0,25.549999999999997,15,1083.4,False,True,True,True,False,False,3,not_zero
351002,1982,4,220.4,113.2,1.0,42.300000000000004,187,740.9,False,True,True,True,True,False,4,not_zero
351003,1982,4,192.3,113.2,1.0,91.85,115,994.9,False,True,True,True,True,False,4,not_zero
351004,1982,4,195.1,113.2,1.0,75.65,9,967.6,False,True,True,True,False,False,3,not_zero
351005,1982,4,163.5,113.2,1.0,70.25,14,831.1,False,True,True,True,False,False,3,not_zero
351006,1982,4,123.39999999999999,113.2,1.0,63.8,0,1063.2,False,True,True,True,False,False,3,not_zero
351007,1982,4,119.5,115.15,1.0,63.35,0,1080.4,False,True,True,True,False,False,3,not_zero
351008,1982,4,106.9,121.44999999999999,1.0,55.05,0,1067.7,False,True,True,True,False,False,3,not_zero
351009,1982,4,93.9,121.44999999999999,1.0,54.0,0,1153.2,False,True,True,True,False,False,3,not_zero
351010,1982,4,124.9,113.2,1.0,61.5,0,1073.6,False,True,True,True,False,False,3,not_zero
351011,1982,4,88.9,121.44999999999999,1.0,42.15,12,1002.9,False,True,True,True,False,False,3,not_zero
351012,1982,4,54.4,121.44999999999999,1.0,35.0,13,811.7,False,True,True,True,False,False,3,not_zero
351201,1982,4,76.9,121.44999999999999,1.0,39.3,13,1047.7,False,True,True,True,False,False,3,not_zero
351001,1982,5,97.39999999999999,142.10000000000002,1.0,97.69999999999999,15,1083.4,False,True,True,True,False,False,3,not_zero
351002,1982,5,74.7,142.10000000000002,1.0,124.69999999999999,17,740.9,False,True,True,True,False,False,3,not_zero
351003,1982,5,146.3,135.60000000000002,1.0,170.14999999999998,20,994.9,False,True,True,True,False,False,3,not_zero
351004,1982,5,69.5,142.10000000000002,1.0,145.6,7,967.6,False,True,True,True,False,False,3,not_zero
351005,1982,5,165.2,135.60000000000002,1.0,173.60000000000002,14,831.1,False,True,True,True,False,False,3,not_zero
351006,1982,5,147.4,135.60000000000002,1.0,160.95,0,1063.2,False,True,True,True,False,False,3,not_zero
351007,1982,5,145.6,135.60000000000002,1.0,166.0,0,1080.4,False,True,True,True,False,False,3,not_zero
351008,1982,5,140.4,137.3,1.0,130.95,0,1067.7,False,True,True,True,False,False,3,not_zero
351009,1982,5,130.8,142.10000000000002,1.0,156.35,0,1153.2,False,True,True,True,False,False,3,not_zero
351010,1982,5,115.7,142.10000000000002,1.0,155.25,0,1073.6,False,True,True,True,False,False,3,not_zero
351011,1982,5,163.4,135.60000000000002,1.0,93.80000000000001,12,1002.9,False,True,True,True,False,False,3,not_zero
351012,1982,5,85.1,142.10000000000002,1.0,91.1,13,811.7,False,True,True,True,False,False,3,not_zero
351201,1982,5,143.8,135.60000000000002,1.0,125.75,13,1047.7,False,True,True,True,False,False,3,not_zero
351001,1982,6,134.7,118.9,1.0,79.6,6,1083.4,False,True,True,True,False,False,3,not_zero
351002,1982,6,47.9,119.85,1.0,80.5,20,740.9,False,True,True,True,False,False,3,not_zero
351003,1982,6,42.3,119.85,1.0,136.2,19,994.9,False,True,True,True,False,False,3,not_zero
351004,1982,6,118.2,119.85,1.0,97.9,9,967.6,False,True,True,True,False,False,3,not_zero
351005,1982,6,78.2,119.85,1.0,88.1,13,831.1,False,True,True,True,False,False,3,not_zero
351006,1982,6,119.6,119.15,1.0,119.8,0,1063.2,False,True,True,True,False,False,3,not_zero
351007,1982,6,123.10000000000001,118.9,1.0,123.05000000000001,0,1080.4,False,True,True,True,False,False,3,not_zero
351008,1982,6,134.4,118.9,1.0,113.15,0,1067.7,False,True,True,True,False,False,3,not_zero
351009,1982,6,126.7,118.9,1.0,128.0,0,1153.2,False,True,True,True,False,False,3,not_zero
351010,1982,6,120.1,118.9,1.0,121.65,0,1073.6,False,True,True,True,False,False,3,not_zero
351011,1982,6,134.9,118.9,1.0,87.15,2,1002.9,False,True,True,True,False,False,3,not_zero
351012,1982,6,72.4,119.85,1.0,73.80000000000001,2,811.7,False,True,True,True,False,False,3,not_zero
351201,1982,6,71.3,119.85,1.0,79.15,8,1047.7,False,True,True,True,False,False,3,not_zero
351001,1982,7,40.7,141.95,1.0,80.19999999999999,5,1083.4,False,True,True,True,False,False,3,not_zero
351002,1982,7,85.3,141.95,1.0,124.95,9,740.9,False,True,True,True,False,False,3,not_zero
351003,1982,7,146.6,138.15,1.0,197.75,10,994.9,False,True,True,True,False,False,3,not_zero
351004,1982,7,195.6,138.15,1.0,140.05,3,967.6,False,True,True,True,False,False,3,not_zero
351005,1982,7,146.0,138.15,1.0,147.7,10,831.1,False,True,True,True,False,False,3,not_zero
351006,1982,7,149.1,138.15,1.0,146.25,0,1063.2,False,True,True,True,False,False,3,not_zero
351007,1982,7,149.3,138.15,1.0,150.85000000000002,0,1080.4,False,True,True,True,False,False,3,not_zero
351008,1982,7,145.0,138.15,1.0,128.2,0,1067.7,False,True,True,True,False,False,3,not_zero
351009,1982,7,138.9,141.2,1.0,146.9,0,1153.2,False,True,True,True,False,False,3,not_zero
351010,1982,7,137.4,141.95,1.0,150.65,0,1073.6,False,True,True,True,False,False,3,not_zero
351011,1982,7,133.1,141.95,1.0,101.30000000000001,3,1002.9,False,True,True,True,False,False,3,not_zero
351012,1982,7,73.5,141.95,1.0,91.44999999999999,5,811.7,False,True,True,True,False,False,3,not_zero
351201,1982,7,133.6,141.95,1.0,90.65,5,1047.7,False,True,True,True,False,False,3,not_zero
351001,1982,8,123.7,138.95,1.0,79.15,4,1083.4,False,True,True,True,False,False,3,not_zero
351002,1982,8,134.5,135.05,1.0,153.7,5,740.9,False,True,True,True,False,False,3,not_zero
351003,1982,8,177.1,130.6,1.0,239.35000000000002,9,994.9,False,True,True,True,False,False,3,not_zero
351004,1982,8,122.2,138.95,1.0,168.60000000000002,4,967.6,False,True,True,True,False,False,3,not_zero
351005,1982,8,110.2,138.95,1.0,156.39999999999998,6,831.1,False,True,True,True,False,False,3,not_zero
351006,1982,8,151.8,130.6,1.0,170.7,0,1063.2,False,True,True,True,False,False,3,not_zero
351007,1982,8,154.9,130.6,1.0,167.0,0,1080.4,False,True,True,True,False,False,3,not_zero
351008,1982,8,143.4,130.6,1.0,135.85000000000002,0,1067.7,False,True,True,True,False,False,3,not_zero
351009,1982,8,155.5,130.6,1.0,160.95,0,1153.2,False,True,True,True,False,False,3,not_zero
351010,1982,8,152.3,130.6,1.0,166.65,0,1073.6,False,True,True,True,False,False,3,not_zero
351011,1982,8,126.7,138.95,1.0,82.25,5,1002.9,False,True,True,True,False,False,3,not_zero
351012,1982,8,46.1,138.95,1.0,68.0,3,811.7,False,True,True,True,False,False,3,not_zero
351201,1982,8,106.10000000000001,138.95,1.0,99.7,4,1047.7,False,True,True,True,False,False,3,not_zero
