source_type,season_type,metric,phase,response_absolute,response_pct,ci_low_absolute,ci_high_absolute,ci_low_pct,ci_high_pct,permutation_p_pct,valid_bootstrap_repetitions,n_groups,n_phase_min,n_phase_median,n_neutral_min,n_neutral_median,resampling_unit,bootstrap_repetitions,permutation_repetitions,permutation_p_bh_primary
RAW,RAINY,wet_day_frequency_pct,LA_NINA,-3.1476449275362275,-6.775847317288572,-5.389492753623186,0.20408740942029013,-11.764296128605963,0.34892885521149075,0.056,5000,7,2,6.0,3,4.0,management-season climate year,5000,4999,0.43344000000000005
RAW,RAINY,Rx1day,EL_NINO,-4.944576923076921,-12.744207894277068,-19.035494558566434,0.7891932142857114,-32.272041902606965,2.678720308377279,0.2632,5000,7,4,6.0,3,4.0,management-season climate year,5000,4999,0.4707310344827586
RAW,RAINY,Rx1day,LA_NINA,-5.980566666666662,-12.910395717598941,-15.793737187499996,1.3669609374999918,-28.202941770970323,4.5881781977371805,0.2476,5000,7,2,6.0,3,4.0,management-season climate year,5000,4999,0.4707310344827586
RAW,RAINY,CDD,EL_NINO,2.8181818181818183,13.069908814589677,-0.6249999999999982,4.666666666666666,-2.038732388933205,41.02564102564103,0.1686,5000,7,4,6.0,3,4.0,management-season climate year,5000,4999,0.43344000000000005
RAW,RAINY,CDD,LA_NINA,2.9166666666666665,16.199073688881487,0.4142410714285719,6.2708482142857145,3.961613684524023,45.61655880881073,0.1042,5000,7,2,6.0,3,4.0,management-season climate year,5000,4999,0.43344000000000005
RAW,HOT_DRY,PRCPTOT,EL_NINO,-23.34383333333335,-10.359435970411397,-59.15810744318179,14.771750505952372,-27.839101470671093,7.1841193629254265,0.242,5000,7,6,11.0,4,6.0,management-season climate year,5000,4999,0.4707310344827586
RAW,HOT_DRY,PRCPTOT,LA_NINA,-0.7855499999999722,-0.38985160031214544,-29.34958333333336,51.943875937500046,-13.854117632845007,29.367075009871357,0.9646,5000,7,5,11.0,4,6.0,management-season climate year,5000,4999,0.98
RAW,HOT_DRY,wet_day_frequency_pct,EL_NINO,-1.6574585635359114,-4.75285171102663,-4.293694641760931,0.6339779005524863,-14.01605606250954,2.465246111139537,0.2844,5000,7,6,11.0,4,6.0,management-season climate year,5000,4999,0.4707310344827586
RAW,HOT_DRY,wet_day_frequency_pct,LA_NINA,1.2776243093922712,4.747708299230662,-1.8334588983760325,3.8674033149171194,-6.27601320212536,12.634085884638576,0.2802,5000,7,5,11.0,4,6.0,management-season climate year,5000,4999,0.4707310344827586
RAW,HOT_DRY,Rx1day,EL_NINO,-3.1492499999999968,-17.11861942625012,-7.141241249999998,3.3824541987179457,-27.59604173168895,18.26001655295664,0.1446,5000,7,6,11.0,4,6.0,management-season climate year,5000,4999,0.43344000000000005
RAW,HOT_DRY,Rx1day,LA_NINA,1.068688888888886,6.196335618203353,-5.020649583333335,6.152298333333329,-21.57939300093849,34.977165694835165,0.5932,5000,7,5,11.0,4,6.0,management-season climate year,5000,4999,0.7493052631578947
RAW,HOT_DRY,CDD,EL_NINO,0.7166666666666668,4.837584477872248,-2.8420833333333317,5.25464015151515,-11.206876914841517,25.284477427334565,0.538,5000,7,6,11.0,4,6.0,management-season climate year,5000,4999,0.7114378378378379
RAW,HOT_DRY,CDD,LA_NINA,-0.7708333333333339,-3.8723566601264467,-4.375069444444444,1.375,-17.36855685659102,6.172842685099354,0.6312,5000,7,5,11.0,4,6.0,management-season climate year,5000,4999,0.7768615384615385
QDM,RAINY,PRCPTOT,EL_NINO,-167.16897630892203,-14.529967679926415,-261.94155623342164,-14.042223971185468,-25.05420433427808,-1.357367328089508,0.0778,5000,7,4,6.0,3,4.0,management-season climate year,5000,4999,0.43344000000000005
QDM,RAINY,PRCPTOT,LA_NINA,-169.6626967611286,-15.034857590769636,-290.6590309421753,-9.923400412125632,-26.32251003307412,-1.0856484562927005,0.0726,5000,7,2,6.0,3,4.0,management-season climate year,5000,4999,0.43344000000000005
QDM,RAINY,wet_day_frequency_pct,EL_NINO,-4.585597826086957,-6.96387894565572,-7.042829792490112,-0.8767910079051376,-12.430430954951959,-1.739393143601048,0.0246,5000,7,4,6.0,3,4.0,management-season climate year,5000,4999,0.43344000000000005
QDM,RAINY,wet_day_frequency_pct,LA_NINA,-2.752490942028988,-4.691713119597121,-4.863139719202901,-0.07356770833334961,-8.246912595235553,-0.8362491352756849,0.141,5000,7,2,6.0,3,4.0,management-season climate year,5000,4999,0.43344000000000005
QDM,RAINY,Rx1day,EL_NINO,-3.4297431267480647,-5.664124677444983,-36.1344511604902,5.231533347543936,-35.39223685258558,9.689207020428453,0.7322,5000,7,4,6.0,3,4.0,management-season climate year,5000,4999,0.8368
QDM,RAINY,Rx1day,LA_NINA,-21.475665789976603,-28.310817030097994,-41.321791245885166,-0.7016066359743358,-41.89036809831633,0.4876489717361636,0.1124,5000,7,2,6.0,3,4.0,management-season climate year,5000,4999,0.43344000000000005
QDM,RAINY,CDD,EL_NINO,0.9583333333333326,11.936758893280627,-0.28854166666666664,2.5625,-4.13298981068567,25.33397129186602,0.1126,5000,7,4,6.0,3,4.0,management-season climate year,5000,4999,0.43344000000000005
QDM,RAINY,CDD,LA_NINA,0.8125,3.357554281467325,-0.3729687499999997,2.020833333333333,-5.0715382064775625,21.915101160413663,0.661,5000,7,2,6.0,3,4.0,management-season climate year,5000,4999,0.7895414634146342
QDM,HOT_DRY,PRCPTOT,EL_NINO,22.490540407235343,14.410533971452898,-66.85982185217334,68.53690620269442,-28.583534514205052,42.90180356000077,0.3394,5000,7,6,11.0,4,6.0,management-season climate year,5000,4999,0.54304
QDM,HOT_DRY,PRCPTOT,LA_NINA,37.61177388058138,20.279207595078415,-41.446128600007505,108.23932185898359,-16.635130323517757,68.71046848337868,0.191,5000,7,5,11.0,4,6.0,management-season climate year,5000,4999,0.43657142857142855
QDM,HOT_DRY,wet_day_frequency_pct,EL_NINO,-0.30386740331491957,-1.66166587706831,-2.403084714548802,1.5320223055029676,-17.637379858990766,11.711716847956682,0.8204,5000,7,6,11.0,4,6.0,management-season climate year,5000,4999,0.9157953488372093
QDM,HOT_DRY,wet_day_frequency_pct,LA_NINA,1.7092541436464082,11.48648648648648,-0.29465930018416314,4.0700966850828735,-2.167407255735487,32.275482883916624,0.1476,5000,7,5,11.0,4,6.0,management-season climate year,5000,4999,0.43344000000000005
QDM,HOT_DRY,Rx1day,EL_NINO,-1.0016572226699836,-2.069419597162503,-16.850160206422174,19.455640736263867,-28.524006873061712,62.60883897258495,0.9016,5000,7,6,11.0,4,6.0,management-season climate year,5000,4999,0.98
QDM,HOT_DRY,Rx1day,LA_NINA,11.117207720733482,22.968104259946017,-13.234617568449154,25.202206364321516,-24.250788855861053,80.69220738310771,0.1806,5000,7,5,11.0,4,6.0,management-season climate year,5000,4999,0.43344000000000005
QDM,HOT_DRY,CDD,EL_NINO,3.450000000000003,13.276595744680854,-2.4166666666666643,11.901237373737354,-2.844303106059313,29.300457433291243,0.1102,5000,7,6,11.0,4,6.0,management-season climate year,5000,4999,0.43344000000000005
QDM,HOT_DRY,CDD,LA_NINA,0.29999999999999716,0.5535055350553453,-8.333333333333332,7.189659090909089,-14.780355908873764,17.855384402575165,0.9524,5000,7,5,11.0,4,6.0,management-season climate year,5000,4999,0.98
