kind,path,sha256,start,end,calendar_loaded,n_loaded_days,n_stations,leap_days_removed,tiny_negatives_set_to_zero,material_negatives,missing_values,mean_daily_mm,calendar_loaded_for_qc,calendar_used_for_analysis,leap_days_removed_after_qc,model,member_id,grid_label
observed,C:\MyPython\AAA_cmip6_analysis_taylor diagram_dailyMonthly\paper3_execution\inputs\dataUttaradit\Observed_Rain_daily_198101_201412_Uttaradit.csv,1621f8f9c15884c3a4deb33c8bea0d070a1639b70790cfc8f0695e3ca4befbe2,1981-01-01,2014-12-31,native_Gregorian,12418,13,0,0,0,0,3.0636340547839986,native_Gregorian,common_365,8.0,,,
cmip6_raw,C:\MyPython\AAA_cmip6_analysis_taylor diagram_dailyMonthly\paper3_execution\inputs\dataUttaradit\GCM raindata\ACCESS-ESM1-5\pr_day_ACCESS-ESM1-5_historical_r1i1p1f1_gn_19810101-20141231_63sta.csv,1911b4ef20f54122779d9b7d8f72c5f7f4a3c56697b0615baa7f40d1eb2075de,1981-01-01,2014-12-31,common_365,12410,13,8,0,0,0,1.500973879625612,,,,ACCESS-ESM1-5,r1i1p1f1,gn
cmip6_raw,C:\MyPython\AAA_cmip6_analysis_taylor diagram_dailyMonthly\paper3_execution\inputs\dataUttaradit\GCM raindata\CESM2\pr_day_CESM2_historical_r11i1p1f1_gn_19810101-20141231_63sta.csv,ff3720f809143f5439cd3af6731ea0d91b66d402e6e7efe0de5e8ebc654b9fc3,1981-01-01,2014-12-31,common_365,12410,13,0,0,0,0,2.8099407239819003,,,,CESM2,r11i1p1f1,gn
cmip6_raw,C:\MyPython\AAA_cmip6_analysis_taylor diagram_dailyMonthly\paper3_execution\inputs\dataUttaradit\GCM raindata\CanESM5\pr_day_CanESM5_historical_r1i1p1f1_gn_19810101-20141231_63sta.csv,7eaf4180d2d13541e6ea4cadeaea96db778715dd80f2bd3e760bd482b7d2b5d2,1981-01-01,2014-12-31,common_365,12410,13,0,0,0,0,4.214885334407735,,,,CanESM5,r1i1p1f1,gn
cmip6_raw,C:\MyPython\AAA_cmip6_analysis_taylor diagram_dailyMonthly\paper3_execution\inputs\dataUttaradit\GCM raindata\EC-Earth3_CSV_FILE\pr_day_EC-Earth3_historical_r1i1p1f1_gr_19810101-20141231_63sta.csv,e42865accf3fcc6814fdc2872d9047cf98c415d7af8010d503a0cde6e404d38c,1981-01-01,2014-12-31,common_365,12410,13,8,6064,0,0,1.317697949532077,,,,EC-Earth3,r1i1p1f1,gr
cmip6_raw,C:\MyPython\AAA_cmip6_analysis_taylor diagram_dailyMonthly\paper3_execution\inputs\dataUttaradit\GCM raindata\FGOALS-g3\pr_day_FGOALS-g3_historical_r1i1p1f1_gn_19810101-20141231_63sta.csv,079d2d361b4f07a78971ec4ef0d7ac13bb6a5fca5bbd41fe382e03c22d1d12c2,1981-01-01,2014-12-31,common_365,12410,13,0,0,0,0,0.7866470951251889,,,,FGOALS-g3,r1i1p1f1,gn
cmip6_raw,C:\MyPython\AAA_cmip6_analysis_taylor diagram_dailyMonthly\paper3_execution\inputs\dataUttaradit\GCM raindata\MIROC6\pr_day_MIROC6_historical_r1i1p1f1_gn_19810101-20141231_63sta.csv,ab1c71ec5ede1de18ab5d77f9a9b1090ec9f96df04efb00156ae19fdfbc0f3a4,1981-01-01,2014-12-31,common_365,12410,13,8,0,0,0,3.0931184652575463,,,,MIROC6,r1i1p1f1,gn
cmip6_raw,C:\MyPython\AAA_cmip6_analysis_taylor diagram_dailyMonthly\paper3_execution\inputs\dataUttaradit\GCM raindata\MRI-ESM2-0\pr_day_MRI-ESM2-0_historical_r1i1p1f1_gn_19810101-20141231_63sta.csv,fb2964f029a530fabd331b001ddb06dc41c128752f7a9f0a47a068ade8e468d0,1981-01-01,2014-12-31,common_365,12410,13,8,0,0,0,2.4831864811256428,,,,MRI-ESM2-0,r1i1p1f1,gn
