model,member_id,station,block_start,block_end,month,calibration_months,sparse_fallback_used,n_target_observations_used,n_observed_calibration,n_model_calibration,n_observed_wet,n_model_wet,n_target,n_target_wet,observed_wet_fraction,model_wet_threshold_mm
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,2,2,False,0,812,812,96,96,140,15,0.11822660098522167,2.0711822660098527
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,3,3,False,0,899,899,234,234,155,59,0.26028921023359286,0.8815617352614017
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,4,4,False,0,870,870,464,464,150,76,0.5333333333333333,0.3935333333333334
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,5,5,False,0,899,899,821,821,155,146,0.9132369299221357,0.03791323692992216
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,6,6,False,0,870,870,815,815,150,135,0.9367816091954023,0.07693678160919538
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,7,7,False,0,899,899,871,871,155,154,0.9688542825361512,0.0029688542825361815
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,8,8,False,0,899,899,879,875,155,152,0.9777530589543938,0.0
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,9,9,False,0,870,870,862,853,150,145,0.9908045977011494,0.0
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,10,10,False,0,899,899,797,797,155,146,0.8865406006674083,0.03788654060066739
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,11,11,False,0,870,870,479,479,150,75,0.5505747126436782,0.7035505747126436
ACCESS-ESM1-5,r1i1p1f1,351009,2006,2010,12,12,False,0,899,899,225,225,155,50,0.25027808676307006,1.7245016685205783
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,1,1,False,0,961,961,88,88,93,7,0.09157127991675339,3.232640998959417
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,2,2,False,0,868,868,108,108,84,12,0.12442396313364056,1.9361105990783403
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,3,3,False,0,961,961,272,272,93,19,0.28303850156087407,0.8882643080124871
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,4,4,False,0,930,930,509,510,90,42,0.5473118279569893,0.382
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,5,5,False,0,930,930,848,848,124,110,0.9118279569892473,0.04591182795698921
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,6,6,False,0,900,900,849,850,120,113,0.9433333333333334,0.057
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,7,7,False,0,930,930,904,904,124,117,0.9720430107526882,0.004972043010752685
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,8,8,False,0,930,930,911,909,124,118,0.9795698924731183,0.0
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,9,9,False,0,900,900,887,878,120,120,0.9855555555555555,0.0
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,10,10,False,0,930,930,831,833,124,117,0.8935483870967742,0.034
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,11,11,False,0,900,900,484,484,120,78,0.5377777777777778,0.6745377777777778
ACCESS-ESM1-5,r1i1p1f1,351009,2011,2014,12,12,False,0,930,930,221,221,124,22,0.23763440860215054,1.8981881720430107
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,1,1,False,0,899,899,96,96,155,28,0.1067853170189099,2.27592213570634
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,2,2,False,0,812,812,102,102,140,25,0.12561576354679804,1.5083817733990144
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,3,3,False,0,899,899,236,236,155,43,0.2625139043381535,0.7365250278086765
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,4,4,False,0,870,870,435,435,150,83,0.5,0.301
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,5,5,False,0,899,899,800,801,155,137,0.8898776418242491,0.01
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,6,6,False,0,870,870,805,806,150,141,0.9252873563218391,0.01
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,7,7,False,0,899,899,856,837,155,147,0.9521690767519466,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,8,8,False,0,899,899,866,834,155,149,0.9632925472747497,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,9,9,False,0,870,870,848,832,150,135,0.9747126436781609,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,10,10,False,0,899,899,778,778,155,133,0.8654060066740823,0.012865406006674091
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,11,11,False,0,870,870,403,404,150,82,0.4632183908045977,0.529
ACCESS-ESM1-5,r1i1p1f1,351010,1981,1985,12,12,False,0,899,899,159,159,155,46,0.17686318131256953,1.755353726362625
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,1,1,False,0,899,899,92,92,155,16,0.10233592880978866,2.562511679644049
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,2,2,False,0,812,812,101,101,140,11,0.12438423645320197,1.6779901477832517
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,3,3,False,0,899,899,216,216,155,19,0.24026696329254726,0.8484805339265852
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,4,4,False,0,870,870,442,442,150,82,0.5080459770114942,0.2945080459770115
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,5,5,False,0,899,899,793,793,155,138,0.882091212458287,0.012882091212458249
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,6,6,False,0,870,870,810,814,150,145,0.9310344827586207,0.006
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,7,7,False,0,899,899,862,837,155,147,0.9588431590656284,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,8,8,False,0,899,899,869,842,155,141,0.9666295884315906,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,9,9,False,0,870,870,849,822,150,145,0.9758620689655172,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,10,10,False,0,899,899,783,786,155,138,0.8709677419354839,0.009
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,11,11,False,0,870,870,416,416,150,79,0.4781609195402299,0.5114781609195402
ACCESS-ESM1-5,r1i1p1f1,351010,1986,1990,12,12,False,0,899,899,173,173,155,44,0.19243604004449388,1.6776941045606235
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,1,1,False,0,899,899,88,88,155,5,0.09788654060066741,2.8329577308120144
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,2,2,False,0,812,812,101,101,140,16,0.12438423645320197,1.617995073891626
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,3,3,False,0,899,899,215,216,155,32,0.23915461624026696,0.82
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,4,4,False,0,870,870,446,446,150,81,0.5126436781609195,0.2920252873563219
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,5,5,False,0,899,899,809,812,155,134,0.899888765294772,0.008
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,6,6,False,0,870,870,805,805,150,142,0.9252873563218391,0.009925287356321803
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,7,7,False,0,899,899,860,838,155,146,0.9566184649610678,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,8,8,False,0,899,899,870,837,155,146,0.967741935483871,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,9,9,False,0,870,870,846,824,150,143,0.9724137931034482,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,10,10,False,0,899,899,785,792,155,141,0.8731924360400445,0.008
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,11,11,False,0,870,870,447,448,150,78,0.5137931034482759,0.439
ACCESS-ESM1-5,r1i1p1f1,351010,1991,1995,12,12,False,0,899,899,161,161,155,18,0.17908787541713014,1.9085072302558403
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,1,1,False,0,899,899,81,81,155,11,0.09010011123470522,2.842810901001113
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,2,2,False,0,812,812,96,96,140,16,0.11822660098522167,1.6778916256157643
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,3,3,False,0,899,899,209,209,155,32,0.2324805339265851,0.834162402669633
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,4,4,False,0,870,870,415,415,150,72,0.47701149425287354,0.3469540229885057
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,5,5,False,0,899,899,793,794,155,135,0.882091212458287,0.014
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,6,6,False,0,870,870,805,805,150,128,0.9252873563218391,0.0159252873563218
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,7,7,False,0,899,899,854,849,155,135,0.949944382647386,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,8,8,False,0,899,899,864,836,155,147,0.9610678531701891,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,9,9,False,0,870,870,850,823,150,144,0.9770114942528736,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,10,10,False,0,899,899,775,775,155,121,0.8620689655172413,0.017862068965517293
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,11,11,False,0,870,870,421,421,150,66,0.4839080459770115,0.526483908045977
ACCESS-ESM1-5,r1i1p1f1,351010,1996,2000,12,12,False,0,899,899,150,150,155,22,0.1668520578420467,1.9598364849833159
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,1,1,False,0,899,899,91,91,155,10,0.10122358175750834,2.6675550611790873
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,2,2,False,0,812,812,99,99,140,25,0.12192118226600986,1.5426822660098514
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,3,3,False,0,899,899,211,211,155,33,0.2347052280311457,0.8279388209121248
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,4,4,False,0,870,870,430,431,150,71,0.4942528735632184,0.337
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,5,5,False,0,899,899,791,792,155,137,0.8798665183537263,0.014
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,6,6,False,0,870,870,799,800,150,136,0.9183908045977012,0.015
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,7,7,False,0,899,899,861,840,155,144,0.9577308120133482,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,8,8,False,0,899,899,870,840,155,143,0.967741935483871,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,9,9,False,0,870,870,848,823,150,144,0.9747126436781609,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,10,10,False,0,899,899,789,790,155,128,0.8776418242491657,0.01
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,11,11,False,0,870,870,428,428,150,72,0.49195402298850577,0.5024919540229885
ACCESS-ESM1-5,r1i1p1f1,351010,2001,2005,12,12,False,0,899,899,141,141,155,12,0.1568409343715239,2.1131957730812014
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,1,1,False,0,899,899,85,85,155,26,0.09454949944382647,2.501472747497219
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,2,2,False,0,812,812,92,92,140,15,0.11330049261083744,1.7104532019704433
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,3,3,False,0,899,899,204,204,155,64,0.22691879866518352,0.7706807563959956
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,4,4,False,0,870,870,424,426,150,71,0.48735632183908045,0.339
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,5,5,False,0,899,899,795,798,155,148,0.8843159065628476,0.008
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,6,6,False,0,870,870,800,800,150,140,0.9195402298850575,0.013919540229885072
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,7,7,False,0,899,899,855,836,155,148,0.9510567296996663,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,8,8,False,0,899,899,867,838,155,145,0.96440489432703,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,9,9,False,0,870,870,851,827,150,140,0.9781609195402299,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,10,10,False,0,899,899,773,774,155,137,0.8598442714126807,0.013
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,11,11,False,0,870,870,428,428,150,53,0.49195402298850577,0.5384919540229886
ACCESS-ESM1-5,r1i1p1f1,351010,2006,2010,12,12,False,0,899,899,171,171,155,36,0.19021134593993325,1.7365706340378197
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,1,1,False,0,961,961,79,79,93,6,0.08220603537981269,2.9183839750260154
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,2,2,False,0,868,868,104,104,84,8,0.11981566820276497,1.6788755760368648
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,3,3,False,0,961,961,239,239,93,26,0.24869927159209157,0.7787460978147761
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,4,4,False,0,930,930,466,467,90,33,0.5010752688172043,0.338
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,5,5,False,0,930,930,823,824,124,107,0.8849462365591397,0.013
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,6,6,False,0,900,900,834,836,120,111,0.9266666666666666,0.01
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,7,7,False,0,930,930,888,867,124,117,0.9548387096774194,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,8,8,False,0,930,930,902,871,124,112,0.9698924731182795,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,9,9,False,0,900,900,878,851,120,116,0.9755555555555555,0.0
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,10,10,False,0,930,930,801,801,124,117,0.8612903225806452,0.009861290322580601
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,11,11,False,0,900,900,427,427,120,64,0.47444444444444445,0.5154744444444445
ACCESS-ESM1-5,r1i1p1f1,351010,2011,2014,12,12,False,0,930,930,161,161,124,12,0.17311827956989248,1.9528655913978499
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,1,1,False,0,899,899,59,59,155,17,0.06562847608453838,3.7873971078976614
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,2,2,False,0,812,812,64,64,140,28,0.07881773399014778,2.210024630541872
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,3,3,False,0,899,899,117,117,155,23,0.13014460511679643,1.5629933259176867
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,4,4,False,0,870,870,123,123,150,36,0.1413793103448276,1.7864137931034485
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,5,5,False,0,899,899,286,286,155,44,0.3181312569521691,1.5422725250278089
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,6,6,False,0,870,870,299,299,150,65,0.34367816091954023,2.0703436781609192
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,7,7,False,0,899,899,362,362,155,82,0.40266963292547275,1.0832080088987766
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,8,8,False,0,899,899,347,348,155,53,0.38598442714126807,1.162
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,9,9,False,0,870,870,316,316,150,41,0.3632183908045977,1.897264367816092
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,10,10,False,0,899,899,414,414,155,83,0.46051167964404893,1.1223025583982205
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,11,11,False,0,870,870,169,169,150,35,0.19425287356321838,2.4895540229885054
ACCESS-ESM1-5,r1i1p1f1,351011,1981,1985,12,12,False,0,899,899,42,42,155,11,0.04671857619577308,4.908102335928809
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,1,1,False,0,899,899,57,57,155,11,0.06340378197997776,4.084394883203561
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,2,2,False,0,812,812,57,57,140,6,0.07019704433497537,2.7431231527093605
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,3,3,False,0,899,899,116,116,155,10,0.12903225806451613,1.6280645161290321
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,4,4,False,0,870,870,116,116,150,22,0.13333333333333333,1.9666
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,5,5,False,0,899,899,305,305,155,53,0.339265850945495,1.429678531701891
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,6,6,False,0,870,870,313,313,150,48,0.35977011494252875,2.0814758620689657
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,7,7,False,0,899,899,367,368,155,55,0.4082313681868743,1.146
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,8,8,False,0,899,899,376,376,155,60,0.41824249165739713,1.0286729699666293
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,9,9,False,0,870,870,334,334,150,54,0.3839080459770115,1.755919540229885
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,10,10,False,0,899,899,406,406,155,83,0.45161290322580644,1.1687096774193546
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,11,11,False,0,870,870,175,176,150,25,0.20114942528735633,2.53
ACCESS-ESM1-5,r1i1p1f1,351011,1986,1990,12,12,False,0,899,899,45,45,155,11,0.05005561735261402,4.639601779755285
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,1,1,False,0,899,899,53,53,155,2,0.058954393770856504,4.708181312569521
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,2,2,False,0,812,812,68,68,140,9,0.08374384236453201,2.3972610837438406
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,3,3,False,0,899,899,108,108,155,15,0.12013348164627363,1.6581201334816462
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,4,4,False,0,870,870,125,125,150,24,0.14367816091954022,1.8651436781609196
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,5,5,False,0,899,899,315,315,155,52,0.3503893214682981,1.3557007786429367
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,6,6,False,0,870,870,320,320,150,74,0.367816091954023,1.8723678160919541
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,7,7,False,0,899,899,352,352,155,73,0.39154616240266965,1.139957730812013
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,8,8,False,0,899,899,354,354,155,62,0.39377085650723026,1.1083626251390442
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,9,9,False,0,870,870,332,332,150,70,0.3816091954022989,1.6385793103448267
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,10,10,False,0,899,899,400,400,155,77,0.44493882091212456,1.225894327030034
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,11,11,False,0,870,870,203,203,150,35,0.23333333333333334,2.130433333333331
ACCESS-ESM1-5,r1i1p1f1,351011,1991,1995,12,12,False,0,899,899,43,43,155,8,0.047830923248053395,4.972295884315907
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,1,1,False,0,899,899,54,54,155,9,0.060066740823136816,4.404261401557285
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,2,2,False,0,812,812,60,60,140,6,0.07389162561576355,2.6909605911330043
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,3,3,False,0,899,899,102,102,155,14,0.11345939933259176,1.6967942157953277
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,4,4,False,0,870,870,111,111,150,10,0.12758620689655173,2.154637931034482
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,5,5,False,0,899,899,304,304,155,46,0.3381535038932147,1.4543526140155731
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,6,6,False,0,870,870,323,323,150,31,0.37126436781609196,2.143371264367816
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,7,7,False,0,899,899,347,347,155,38,0.38598442714126807,1.2713859844271413
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,8,8,False,0,899,899,371,371,155,64,0.41268075639599555,1.0326507230255837
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,9,9,False,0,870,870,302,302,150,31,0.3471264367816092,2.041388505747127
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,10,10,False,0,899,899,399,399,155,46,0.44382647385984425,1.3904438264738597
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,11,11,False,0,870,870,188,188,150,26,0.2160919540229885,2.414728735632184
ACCESS-ESM1-5,r1i1p1f1,351011,1996,2000,12,12,False,0,899,899,39,39,155,5,0.04338153503893215,5.355644048943274
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,1,1,False,0,899,899,53,53,155,7,0.058954393770856504,4.483183537263624
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,2,2,False,0,812,812,69,69,140,15,0.08497536945812807,2.3191896551724134
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,3,3,False,0,899,899,107,107,155,24,0.11902113459399333,1.6045951056729697
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,4,4,False,0,870,870,123,123,150,29,0.1413793103448276,1.8415655172413794
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,5,5,False,0,899,899,281,281,155,49,0.3125695216907675,1.542250278086763
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,6,6,False,0,870,870,311,311,150,47,0.35747126436781607,2.130217241379311
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,7,7,False,0,899,899,359,359,155,46,0.39933259176863184,1.2057986651835373
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,8,8,False,0,899,899,350,351,155,69,0.389321468298109,1.099
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,9,9,False,0,870,870,325,325,150,60,0.3735632183908046,1.7627471264367816
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,10,10,False,0,899,899,400,400,155,56,0.44493882091212456,1.3220044493882095
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,11,11,False,0,870,870,186,186,150,34,0.21379310344827587,2.3304275862068966
ACCESS-ESM1-5,r1i1p1f1,351011,2001,2005,12,12,False,0,899,899,34,34,155,2,0.03781979977753059,5.67236151279199
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,1,1,False,0,899,899,61,61,155,13,0.067853170189099,3.858103448275862
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,2,2,False,0,812,812,62,62,140,9,0.07635467980295567,2.5982906403940897
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,3,3,False,0,899,899,110,110,155,40,0.12235817575083426,1.4892447163515017
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,4,4,False,0,870,870,112,112,150,12,0.12873563218390804,2.143901149425287
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,5,5,False,0,899,899,283,283,155,69,0.3147942157953281,1.447888765294772
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,6,6,False,0,870,870,321,321,150,62,0.3689655172413793,1.949058620689656
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,7,7,False,0,899,899,338,338,155,76,0.3759733036707453,1.1646318131256945
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,8,8,False,0,899,899,368,368,155,79,0.40934371523915464,1.0048186874304783
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,9,9,False,0,870,870,314,314,150,80,0.36091954022988504,1.7083609195402298
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,10,10,False,0,899,899,403,403,155,64,0.4482758620689655,1.270896551724138
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,11,11,False,0,870,870,199,199,150,20,0.22873563218390805,2.3427505747126425
ACCESS-ESM1-5,r1i1p1f1,351011,2006,2010,12,12,False,0,899,899,45,45,155,10,0.05005561735261402,4.674555061179092
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,1,1,False,0,961,961,53,53,93,2,0.055150884495317375,4.708040582726328
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,2,2,False,0,868,868,67,67,84,5,0.0771889400921659,2.53970852534562
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,3,3,False,0,961,961,122,122,93,6,0.12695109261186263,1.6177617065556713
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,4,4,False,0,930,930,125,125,90,3,0.13440860215053763,2.1076720430107527
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,5,5,False,0,930,930,314,314,124,37,0.33763440860215055,1.452337634408602
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,6,6,False,0,900,900,303,303,120,40,0.33666666666666667,2.20401
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,7,7,False,0,930,930,359,359,124,46,0.3860215053763441,1.2057720430107528
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,8,8,False,0,930,930,378,378,124,42,0.4064516129032258,1.090096774193548
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,9,9,False,0,900,900,327,327,120,48,0.36333333333333334,1.8181800000000001
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,10,10,False,0,930,930,392,392,124,63,0.421505376344086,1.327421505376344
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,11,11,False,0,900,900,176,176,120,39,0.19555555555555557,2.396106666666666
ACCESS-ESM1-5,r1i1p1f1,351011,2011,2014,12,12,False,0,930,930,40,40,124,3,0.043010752688172046,5.383365591397854
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,1,1,False,0,899,899,30,30,155,4,0.03337041156840934,5.138139043381534
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,2,2,False,0,812,812,30,30,140,12,0.03694581280788178,2.904665024630541
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,3,3,False,0,868,899,66,70,155,15,0.07603686635944701,1.896
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,4,4,False,0,870,870,84,84,150,18,0.09655172413793103,2.631641379310345
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,5,5,False,0,899,899,271,271,155,43,0.3014460511679644,1.286110122358176
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,6,6,False,0,870,870,263,263,150,58,0.3022988505747126,1.2475114942528738
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,7,7,False,0,899,899,294,295,155,69,0.3270300333704116,0.643
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,8,8,False,0,899,899,289,289,155,52,0.32146829810901,0.7183214682981091
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,9,9,False,0,870,870,341,341,150,42,0.39195402298850573,0.8643919540229885
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,10,10,False,0,899,899,395,395,155,71,0.43937708565072303,0.7074393770856506
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,11,11,False,0,870,870,145,145,150,32,0.16666666666666666,1.9421666666666673
ACCESS-ESM1-5,r1i1p1f1,351012,1981,1985,12,"11,12,1",True,0,2668,2668,203,203,155,13,0.07608695652173914,3.3592717391304254
ACCESS-ESM1-5,r1i1p1f1,351012,1986,1990,1,"12,1,2",True,0,2610,2610,79,79,155,8,0.030268199233716476,4.783060536398468
ACCESS-ESM1-5,r1i1p1f1,351012,1986,1990,2,"1,2,3",True,0,2579,2610,115,117,140,2,0.04459092671578131,3.4036359053896845
ACCESS-ESM1-5,r1i1p1f1,351012,1986,1990,3,3,False,0,868,899,64,67,155,5,0.07373271889400922,2.088364055299539
