source_type,season_type,metric,station,phase,n_phase,n_neutral,phase_mean,neutral_mean,response_absolute,response_pct,eligible
OBSERVED,HOT_DRY,wet_day_frequency_pct,351003,LA_NINA,10,7,23.03867403314917,18.074191002367797,4.964483030781373,27.46724890829694,True
OBSERVED,HOT_DRY,wet_day_frequency_pct,351004,LA_NINA,10,7,8.232044198895029,8.129439621152327,0.10260457774270115,1.26213592233012,True
OBSERVED,HOT_DRY,wet_day_frequency_pct,351005,LA_NINA,8,8,14.226519337016576,13.121546961325969,1.1049723756906076,8.421052631578945,True
OBSERVED,HOT_DRY,wet_day_frequency_pct,351006,LA_NINA,11,8,23.606228026117535,17.748618784530386,5.857609241587149,33.00318358684121,True
OBSERVED,HOT_DRY,wet_day_frequency_pct,351007,LA_NINA,12,8,24.125230202578265,18.093922651933703,6.031307550644563,33.33333333333331,True
OBSERVED,HOT_DRY,wet_day_frequency_pct,351008,LA_NINA,12,7,23.756906077348066,17.12707182320442,6.6298342541436455,38.70967741935483,True
OBSERVED,HOT_DRY,wet_day_frequency_pct,351009,LA_NINA,12,8,35.58931860036832,26.38121546961326,9.208103130755063,34.90401396160558,True
OBSERVED,HOT_DRY,wet_day_frequency_pct,351010,LA_NINA,12,8,32.59668508287292,23.549723756906076,9.046961325966848,38.41642228739001,True
OBSERVED,HOT_DRY,wet_day_frequency_pct,351011,LA_NINA,12,8,11.970534069981587,11.602209944751383,0.3683241252302043,3.174603174603189,True
OBSERVED,HOT_DRY,wet_day_frequency_pct,351012,LA_NINA,12,8,8.609576427255986,6.077348066298343,2.5322283609576433,41.66666666666668,True
OBSERVED,HOT_DRY,wet_day_frequency_pct,351201,LA_NINA,10,8,11.104972375690608,9.66850828729282,1.4364640883977877,14.857142857142827,True
OBSERVED,HOT_DRY,Rx1day,351001,EL_NINO,7,8,42.142857142857146,72.19999999999999,-30.057142857142843,-41.63039176889591,True
OBSERVED,HOT_DRY,Rx1day,351002,EL_NINO,7,4,46.52857142857143,50.0,-3.471428571428568,-6.942857142857135,True
