Model,Scenario,Station,Index,Baseline_Period,Future_Period,Baseline_mean,Future_mean,Absolute_change,Relative_change_pct,Unit
CanESM5,SSP5-8.5,351201,CDD,1995-2014,2021-2050,64.85,62.1,-2.749999999999993,-4.240555127216644,days
CanESM5,SSP5-8.5,351201,CWD,1995-2014,2021-2050,8.55,9.4,0.8499999999999996,9.941520467836254,days
CanESM5,SSP5-8.5,351201,R10mm,1995-2014,2021-2050,37.0,38.166666666666664,1.1666666666666643,3.1531531531531467,days
CanESM5,SSP5-8.5,351201,R20mm,1995-2014,2021-2050,19.15,18.766666666666666,-0.38333333333333286,-2.001740644038292,days
CanESM5,SSP5-8.5,351201,R50mm,1995-2014,2021-2050,3.75,3.533333333333333,-0.21666666666666679,-5.777777777777781,days
CanESM5,SSP5-8.5,351201,R95p,1995-2014,2021-2050,394.836,364.08033333333333,-30.755666666666684,-7.789478838471336,mm
CanESM5,SSP5-8.5,351201,R99p,1995-2014,2021-2050,136.184,114.74266666666666,-21.441333333333333,-15.744385047680588,mm
CESM2,SSP2-4.5,351001,PRCPTOT,1995-2014,2021-2050,1177.4135,1150.7883333333334,-26.6251666666667,-2.2613267697938486,mm
CESM2,SSP2-4.5,351001,SDII,1995-2014,2021-2050,14.531872997320528,15.599194592153946,1.0673215948334178,7.344693936082546,mm day-1
CESM2,SSP2-4.5,351001,Rx1day,1995-2014,2021-2050,99.329,106.11999999999999,6.790999999999997,6.8368754341632325,mm
CESM2,SSP2-4.5,351001,Rx5day,1995-2014,2021-2050,208.2575,232.49200000000002,24.234500000000025,11.636795793668908,mm
CESM2,SSP2-4.5,351001,CDD,1995-2014,2021-2050,57.3,53.0,-4.299999999999997,-7.5043630017451965,days
CESM2,SSP2-4.5,351001,CWD,1995-2014,2021-2050,8.9,8.4,-0.5,-5.617977528089887,days
CESM2,SSP2-4.5,351001,R10mm,1995-2014,2021-2050,37.5,34.46666666666667,-3.0333333333333314,-8.088888888888883,days
CESM2,SSP2-4.5,351001,R20mm,1995-2014,2021-2050,19.1,17.7,-1.4000000000000021,-7.3298429319371845,days
CESM2,SSP2-4.5,351001,R50mm,1995-2014,2021-2050,3.2,3.7,0.5,15.625,days
CESM2,SSP2-4.5,351001,R95p,1995-2014,2021-2050,312.6,371.438,58.837999999999965,18.822136916186807,mm
CESM2,SSP2-4.5,351001,R99p,1995-2014,2021-2050,110.78699999999999,168.607,57.82000000000001,52.190238926949924,mm
CESM2,SSP2-4.5,351002,PRCPTOT,1995-2014,2021-2050,878.0375,853.617,-24.42050000000006,-2.7812593425679495,mm
CESM2,SSP2-4.5,351002,SDII,1995-2014,2021-2050,11.385258222560731,12.0597313828193,0.6744731602585681,5.924091900893821,mm day-1
CESM2,SSP2-4.5,351002,Rx1day,1995-2014,2021-2050,66.728,71.14866666666667,4.420666666666676,6.624905087319681,mm
CESM2,SSP2-4.5,351002,Rx5day,1995-2014,2021-2050,150.066,163.9993333333333,13.933333333333309,9.284803575315733,mm
CESM2,SSP2-4.5,351002,CDD,1995-2014,2021-2050,64.95,61.333333333333336,-3.616666666666667,-5.56838593790095,days
CESM2,SSP2-4.5,351002,CWD,1995-2014,2021-2050,8.75,8.233333333333333,-0.5166666666666675,-5.904761904761914,days
CESM2,SSP2-4.5,351002,R10mm,1995-2014,2021-2050,30.5,28.266666666666666,-2.2333333333333343,-7.322404371584702,days
CESM2,SSP2-4.5,351002,R20mm,1995-2014,2021-2050,12.65,12.066666666666666,-0.5833333333333339,-4.611330698287224,days
CESM2,SSP2-4.5,351002,R50mm,1995-2014,2021-2050,1.35,1.7333333333333334,0.3833333333333333,28.395061728395056,days
CESM2,SSP2-4.5,351002,R95p,1995-2014,2021-2050,139.346,175.59133333333332,36.24533333333332,26.011032489869333,mm
CESM2,SSP2-4.5,351002,R99p,1995-2014,2021-2050,29.159,67.78466666666667,38.62566666666667,132.4656766921591,mm
CESM2,SSP2-4.5,351003,PRCPTOT,1995-2014,2021-2050,1096.9914999999999,1027.986,-69.00549999999976,-6.290431603161899,mm
CESM2,SSP2-4.5,351003,SDII,1995-2014,2021-2050,14.496354227765204,14.473502400960635,-0.022851826804568987,-0.15763844098677135,mm day-1
CESM2,SSP2-4.5,351003,Rx1day,1995-2014,2021-2050,93.576,92.21900000000001,-1.356999999999985,-1.4501581602120044,mm
CESM2,SSP2-4.5,351003,Rx5day,1995-2014,2021-2050,202.9145,198.88566666666665,-4.028833333333353,-1.9854832125517656,mm
CESM2,SSP2-4.5,351003,CDD,1995-2014,2021-2050,55.25,56.43333333333333,1.18333333333333,2.1417797888386065,days
CESM2,SSP2-4.5,351003,CWD,1995-2014,2021-2050,8.6,8.133333333333333,-0.4666666666666668,-5.4263565891472885,days
CESM2,SSP2-4.5,351003,R10mm,1995-2014,2021-2050,34.75,31.233333333333334,-3.5166666666666657,-10.119904076738607,days
CESM2,SSP2-4.5,351003,R20mm,1995-2014,2021-2050,17.35,15.633333333333333,-1.7166666666666686,-9.89433237271855,days
CESM2,SSP2-4.5,351003,R50mm,1995-2014,2021-2050,2.95,3.2333333333333334,0.2833333333333332,9.604519774011294,days
CESM2,SSP2-4.5,351003,R95p,1995-2014,2021-2050,326.304,344.32899999999995,18.024999999999977,5.523989898989893,mm
CESM2,SSP2-4.5,351003,R99p,1995-2014,2021-2050,148.23399999999998,133.65333333333334,-14.580666666666644,-9.836249893186883,mm
CESM2,SSP2-4.5,351004,PRCPTOT,1995-2014,2021-2050,1080.2334999999998,1061.3033333333333,-18.930166666666537,-1.7524143314076577,mm
CESM2,SSP2-4.5,351004,SDII,1995-2014,2021-2050,18.636438771399163,19.60476518647472,0.9683264150755555,5.195876889106194,mm day-1
