Period,Model,Scenario,Station,Index,Unit,Sen_slope_unit,StartYear,EndYear,N,S,Var_S,Var_S_adj_YueWang2004,Z_MK,p_MK,Trend_MK,Significant_MK,Z_MMK2004,p_MMK2004,Trend_MMK2004,Significant_MMK2004,Kendall_tau,Sen_slope,Sen_CI95_low,Sen_CI95_high,n_over_nstar,n_effective,ESS_lags_used,ESS_weighted_rho_sum,MMK_rho1,MK_status,MMK_status,MK_MMK_same_conclusion
1981-2014,Observed,Historical,351001,PRCPTOT,mm,mm year-1,1981,2014,34,-39.0,4550.333333333333,776.895469877409,-0.5633288462840749,0.5732109789122802,No significant trend,False,-1.3633341143628568,0.17277723521155075,No significant trend,False,-0.06951871657754011,-1.80625000000002,-8.86428571428572,5.14,0.17073374914894346,199.14047556197767,33,-0.41463312542552827,-0.22324676106123986,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351002,PRCPTOT,mm,mm year-1,1981,2014,34,77.0,4550.333333333333,2274.8968427909576,1.1266576925681497,0.2598872365092252,No significant trend,False,1.5934290783139975,0.11106396675542499,No significant trend,False,0.13725490196078433,7.224999999999994,-3.166666666666654,16.318181818181827,0.4999407023934418,68.00806543101342,33,-0.2500296488032791,0.2265585367160013,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351003,PRCPTOT,mm,mm year-1,1981,2014,34,133.0,4550.333333333333,191.8488486598638,1.956826518670997,0.05036786813108444,No significant trend,False,9.530031422450017,1.5723562963283732e-21,Increasing,True,0.23707664884135474,8.150000000000015,-0.05555555555555555,15.592307692307696,0.04216149336895403,806.4230482176465,33,-0.478919253315523,-0.14260934344904766,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,351004,PRCPTOT,mm,mm year-1,1981,2014,34,-97.0,4550.333333333333,1702.9041922837532,-1.4231465590334524,0.15469367377127763,No significant trend,False,-2.326355735243374,0.019999580968056013,Decreasing,True,-0.17290552584670232,-5.0,-13.364705882352943,4.0750000000000455,0.3742372409970889,90.85146071890927,33,-0.31288137950145556,0.4550360146341189,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,351005,PRCPTOT,mm,mm year-1,1981,2014,34,19.0,4550.333333333333,514.6804158349381,0.26683997981877233,0.7895923705025335,No significant trend,False,0.793420986235625,0.42753258768168445,No significant trend,False,0.0338680926916221,0.6250000000000568,-4.900000000000046,11.135714285714284,0.1131082885872694,300.5968919224438,33,-0.4434458557063653,0.2037672327014716,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351006,PRCPTOT,mm,mm year-1,1981,2014,34,-15.0,4550.333333333333,1096.2143034812539,-0.20754220652571181,0.8355864341125854,No significant trend,False,-0.42284412749383143,0.6724089897272721,No significant trend,False,-0.026737967914438502,-1.4777777777777727,-11.371428571428591,6.5499999999999545,0.24090857156572865,141.13237971992857,33,-0.3795457142171357,0.36714591570655625,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351007,PRCPTOT,mm,mm year-1,1981,2014,34,51.0,4550.333333333333,421.24546048957774,0.7412221661632564,0.45855874552468434,No significant trend,False,2.4361408119807466,0.014844904463461948,Increasing,True,0.09090909090909091,1.3789473684210432,-4.683333333333356,7.642857142857175,0.09257463786306741,367.27121795811286,33,-0.4537126810684663,0.16255281162309168,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,351008,PRCPTOT,mm,mm year-1,1981,2014,34,-55.0,4550.333333333333,874.7021359851977,-0.8005199394563169,0.42340961568627655,No significant trend,False,-1.8258439899354308,0.06787376497218577,No significant trend,False,-0.09803921568627451,-2.2043478260869587,-9.45999999999999,4.1090909090908925,0.1922281450410661,176.87316283854534,33,-0.40388592747946694,0.1516887490573961,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351009,PRCPTOT,mm,mm year-1,1981,2014,34,-49.0,4550.333333333333,755.0466253918734,-0.7115732795167262,0.47672905828844614,No significant trend,False,-1.746844922796618,0.080664241779332,No significant trend,False,-0.0873440285204991,-1.2375000000000114,-6.261111111111114,3.441666666666663,0.165932157070956,204.90301940365245,33,-0.417033921464522,0.029149437261730797,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351010,PRCPTOT,mm,mm year-1,1981,2014,34,9.0,4550.333333333333,1022.3241673318538,0.11859554658612104,0.9055957937612324,No significant trend,False,0.250204820852307,0.8024289573040385,No significant trend,False,0.016042780748663103,0.24000000000005456,-4.212500000000006,4.7909090909090954,0.22467017082965068,151.3329512077483,33,-0.38766491458517466,0.1654181882470145,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351011,PRCPTOT,mm,mm year-1,1981,2014,34,43.0,4550.333333333333,647.7738968545874,0.6226266195771354,0.5335299141597474,No significant trend,False,1.6502037462336072,0.09890127088508407,No significant trend,False,0.0766488413547237,3.892307692307668,-7.899999999999996,13.811111111111106,0.1423574603006199,238.8353931588926,33,-0.42882126984969005,0.054117950006178306,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351012,PRCPTOT,mm,mm year-1,1981,2014,34,-77.0,4550.333333333333,741.4268686168961,-1.1266576925681497,0.2598872365092252,No significant trend,False,-2.7911259341921073,0.005252503140636884,Decreasing,True,-0.13725490196078433,-4.481818181818188,-13.316666666666663,3.519999999999982,0.16293902321080422,208.66701745236384,33,-0.4185304883945979,-0.3624307609158073,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,351201,PRCPTOT,mm,mm year-1,1981,2014,34,-25.0,4550.333333333333,844.6885664123157,-0.3557866397583631,0.7220003552092338,No significant trend,False,-0.8257772878365265,0.4089304401621876,No significant trend,False,-0.044563279857397504,-0.6750000000000019,-7.340740740740743,5.686666666666634,0.185632239340484,183.15784004327872,33,-0.407183880329758,-0.10602091003092254,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351001,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-127.0,4550.333333333333,383.608087077899,-1.8678798587314063,0.06177881890019752,No significant trend,False,-6.433194293040086,1.2494976332763545e-10,Decreasing,True,-0.22638146167557932,-0.054500482625482904,-0.12528397528397525,0.006069958847736423,0.08430329362198352,403.30571368250696,33,-0.45784835318900824,-0.11773152956158552,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,351002,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-49.0,4550.333333333333,450.8897729082906,-0.7115732795167262,0.47672905828844614,No significant trend,False,-2.260507982572423,0.023789741567363423,Decreasing,True,-0.0873440285204991,-0.04540303030303031,-0.21970740647118303,0.1144945882650801,0.09908939409016715,343.1245120851323,33,-0.4504553029549164,0.21445026506092962,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,351003,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-257.0,4550.333333333333,2317.0629863896297,-3.795057490755873,0.00014760924798081437,Decreasing,True,-5.318278124836145,1.0475385883753953e-07,Decreasing,True,-0.45811051693404636,-0.37401506895644665,-0.4893258541145862,-0.17210285680133852,0.5092073078286492,66.77044786529491,33,-0.24539634608567537,0.3594077032372001,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351004,SDII,mm day-1,mm day-1 year-1,1981,2014,34,85.0,4550.333333333333,467.2023546037645,1.2452532391542708,0.21303867828843515,No significant trend,False,3.886214560639413,0.000101819521162044,Increasing,True,0.15151515151515152,0.04221848739495805,-0.034935897435897235,0.11680555555555532,0.10267431424886775,331.14416442644944,33,-0.4486628428755661,0.27507870021907094,OK,FACTOR_LT_ONE,False
1981-2014,Observed,Historical,351005,SDII,mm day-1,mm day-1 year-1,1981,2014,34,-147.0,4550.333333333333,1630.2575376429993,-2.164368725196709,0.030436062092645055,Decreasing,True,-3.615969406025738,0.0002992257170058309,Decreasing,True,-0.2620320855614973,-0.16894000390377203,-0.29358198924731166,-0.019035823170731714,0.3582721128803017,94.89993437295345,33,-0.32086394355984915,0.3188067910855351,OK,FACTOR_LT_ONE,True
1981-2014,Observed,Historical,351006,SDII,mm day-1,mm day-1 year-1,1981,2014,34,199.0,4550.333333333333,10806.29495415106,2.935239778006496,0.003332900312844592,Increasing,True,1.9047008763787563,0.05681896502597195,No significant trend,False,0.35472370766488415,0.07887243928910599,0.011828041633867059,0.19975328611458298,2.374835899381231,14.316778691470338,33,0.6874179496906153,0.4849579726032198,OK,OK,False
