Dataset,Station,Year,n_expected_days,n_observed_records,n_valid,completeness_pct,missing_days,status,N_records,N_valid,N_missing,Missing_pct,Min_valid,Max_valid,Median_valid,Mean_valid,Start_date,End_date,Missing_calendar_dates,Status
Observed,351003,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351003,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351004,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351005,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351006,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351007,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2002.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2003.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2004.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2005.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2006.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2007.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2008.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2009.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2010.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2011.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2012.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2013.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351008,2014.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1981.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1982.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1983.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1984.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1985.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1986.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1987.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1988.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1989.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1990.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1991.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1992.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1993.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1994.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1995.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1996.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1997.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1998.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,1999.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2000.0,366.0,366.0,366.0,100.0,0.0,OK,,,,,,,,,,,,
Observed,351009,2001.0,365.0,365.0,365.0,100.0,0.0,OK,,,,,,,,,,,,
