YEAR,MONTH,DAY,331002,331003,331004,331005,331006,331007,331008,331009,331010,331011,331201,331301,331401,331402,351001,351002,351003,351004,351005,351006,351007,351008,351009,351010,351011,351012,351201,378001,378002,378003,378004,378005,378006,378007,378008,378009,378010,378201,386001,386002,386003,386004,386005,386006,386007,386008,386009,386010,386301,400001,400002,400003,400004,400005,400006,400007,400008,400009,400010,400011,400012,400201,400301,
2015,1,1,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,1.3346,0.55102,1.3346,1.3346,1.3346,1.3346,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,1.2522,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,0.55102,1.2522,0.55102,0.55102
2015,1,2,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.46914,0.50094,0.46914,0.46914,0.46914,0.46914,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,1.3962,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,0.50094,1.3962,0.50094,0.50094
2015,1,3,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,3.154,1.6687,3.154,3.154,3.154,3.154,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.0387,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.6687,1.0387,1.6687,1.6687
2015,1,4,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,9.5611,1.0532,9.5611,9.5611,9.5611,9.5611,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,2.2727,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,1.0532,2.2727,1.0532,1.0532
2015,1,5,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,1.6608,0.078403,1.6608,1.6608,1.6608,1.6608,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.4551,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.078403,0.4551,0.078403,0.078403
2015,1,6,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.55707,0.31859,0.55707,0.55707,0.55707,0.55707,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.11388,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.31859,0.11388,0.31859,0.31859
2015,1,7,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,2.1232,0.75228,2.1232,2.1232,2.1232,2.1232,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,1.9485,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,0.75228,1.9485,0.75228,0.75228
2015,1,8,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,1.4404,0.49663,1.4404,1.4404,1.4404,1.4404,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,1.1882,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,0.49663,1.1882,0.49663,0.49663
2015,1,9,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.2466,1.4456,1.2466,1.2466,1.2466,1.2466,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.7778,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.4456,1.7778,1.4456,1.4456
2015,1,10,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,3.0702,1.4031,3.0702,3.0702,3.0702,3.0702,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,2.7867,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,1.4031,2.7867,1.4031,1.4031
