model,station,method,period,acf1_daily,acf1_occurrence,P_wet_given_wet,P_wet_given_dry,mean_wet_spell,p90_wet_spell,max_wet_spell,mean_dry_spell,p90_dry_spell,max_dry_spell,n_wet_spells,n_dry_spells,rx1_over_rx5,acf1_daily_obs,acf1_occurrence_obs,P_wet_given_wet_obs,P_wet_given_dry_obs,mean_wet_spell_obs,p90_wet_spell_obs,max_wet_spell_obs,mean_dry_spell_obs,p90_dry_spell_obs,max_dry_spell_obs,n_wet_spells_obs,n_dry_spells_obs,rx1_over_rx5_obs,acf1_daily_bias_pct,acf1_occurrence_bias_pct,P_wet_given_wet_bias_pct,P_wet_given_dry_bias_pct,mean_wet_spell_bias_pct,p90_wet_spell_bias_pct,max_wet_spell_bias_pct,mean_dry_spell_bias_pct,p90_dry_spell_bias_pct,max_dry_spell_bias_pct,n_wet_spells_bias_pct,n_dry_spells_bias_pct,rx1_over_rx5_bias_pct
ACCESS-ESM1-5,351002,detqm,calibration,0.6670566492072364,0.4042678141476107,0.5413737155219037,0.1371059013742926,2.1804245283018866,4.0,21,7.286219081272085,17.200000000000045,90,848,849,0.3355126245773567,0.1880292596874344,0.4545518699259099,0.582313681868743,0.1276740237691001,2.3922872340425534,4.0,94,7.742782152230971,14.0,149,752,762,0.6283228612856451,254.76215261183324,-11.062336139216695,-7.03056919690707,7.387467964705284,-8.856073080432541,0.0,-77.65957446808511,-5.896628136791035,22.85714285714318,-39.59731543624161,12.76595744680851,11.417322834645669,-46.6018753653422
ACCESS-ESM1-5,351002,qdm,calibration,0.6670596782289625,0.404008411060273,0.5431769722814499,0.1391685612211757,2.1890315052508758,4.0,21,7.178321678321678,17.0,90,857,858,0.3355126245773566,0.1880292596874344,0.4545518699259099,0.582313681868743,0.1276740237691001,2.3922872340425534,4.0,94,7.742782152230971,14.0,149,752,762,0.6283228612856451,254.76376354288251,-11.119404012984328,-6.720898169814039,9.003035318181508,-8.496292832203553,0.0,-77.65957446808511,-7.290150527438661,21.428571428571427,-39.59731543624161,13.962765957446807,12.598425196850394,-46.601875365342224
ACCESS-ESM1-5,351002,raw,validation,0.6314803956369863,0.3779008717946137,0.6609829488465396,0.2830820770519263,2.9497041420118344,6.0,26,3.528803545051699,8.0,24,676,677,0.4102510574633801,0.2451631418580942,0.4058790712720171,0.5400624349635796,0.1341833636915604,2.17420814479638,4.0,57,7.380313199105146,16.0,135,442,447,0.4869664852477799,157.57558450711198,-6.89323531507063,22.39009900607409,110.9665976943541,35.667974065476685,50.0,-54.3859649122807,-52.18626296944198,-50.0,-82.22222222222223,52.94117647058823,51.45413870246085,-15.753738729137636
ACCESS-ESM1-5,351002,qm,validation,0.6172129105195974,0.4067477899783792,0.5637931034482758,0.1570453134698944,2.292490118577075,5.0,20,6.357001972386588,13.0,62,506,507,0.2417851099659466,0.2451631418580942,0.4058790712720171,0.5400624349635796,0.1341833636915604,2.17420814479638,4.0,57,7.380313199105146,16.0,135,442,447,0.4869664852477799,151.755996371124,0.2140338755677948,4.394060195335844,17.037842210369316,5.440232300839471,25.0,-64.91228070175438,-13.865417348990468,-18.75,-54.07407407407408,14.479638009049774,13.422818791946307,-50.34871653581647
ACCESS-ESM1-5,351002,detqm,validation,0.616475955349058,0.4067477899783792,0.5637931034482758,0.1570453134698944,2.292490118577075,5.0,20,6.357001972386588,13.0,62,506,507,0.2403162739962071,0.2451631418580942,0.4058790712720171,0.5400624349635796,0.1341833636915604,2.17420814479638,4.0,57,7.380313199105146,16.0,135,442,447,0.4869664852477799,151.4553985059825,0.2140338755677948,4.394060195335844,17.037842210369316,5.440232300839471,25.0,-64.91228070175438,-13.865417348990468,-18.75,-54.07407407407408,14.479638009049774,13.422818791946307,-50.65034632230828
ACCESS-ESM1-5,351002,qdm,validation,0.5970658259908452,0.4103697064222942,0.5645724258289704,0.1542027194066749,2.2965931863727453,5.0,20,6.474,13.0,62,499,500,0.2437018009509504,0.2451631418580942,0.4058790712720171,0.5400624349635796,0.1341833636915604,2.17420814479638,4.0,57,7.380313199105146,16.0,135,442,447,0.4869664852477799,143.53816869276375,1.106397315881201,4.538362470450964,14.919402200359071,5.628947801951459,25.0,-64.91228070175438,-12.280145498635951,-18.75,-54.07407407407408,12.895927601809955,11.85682326621924,-49.955118404719535
ACCESS-ESM1-5,351003,raw,calibration,0.6952531377758067,0.3474230479556355,0.5335951134380453,0.1861720654824103,2.1440598690364827,4.0,25,5.367289719626168,12.0,51,1069,1070,0.37869250452645,0.1800512771392553,0.377229298660984,0.5210727969348659,0.143843498273878,2.088,4.0,26,6.918181818181818,13.0,138,875,880,0.6910900045228404,286.1417418539517,-7.901361535582979,2.403179858330767,29.42681992337165,2.684859628184034,0.0,-3.8461538461538463,-22.41762560330112,-7.6923076923076925,-63.04347826086956,22.17142857142857,21.59090909090909,-45.20359113167664
ACCESS-ESM1-5,351003,qm,calibration,0.6545664526939006,0.3528047464940655,0.5021574973031284,0.1493527508090615,2.008667388949079,4.0,24,6.6893939393939394,15.0,51,923,924,0.2530285321084688,0.1800512771392553,0.377229298660984,0.5210727969348659,0.143843498273878,2.088,4.0,26,6.918181818181818,13.0,138,875,880,0.6910900045228404,263.5444652734373,-6.474723001001245,-3.6300685322672575,3.8300323624595514,-3.799454552247171,0.0,-7.6923076923076925,-3.307052124397719,15.384615384615383,-63.04347826086956,5.485714285714286,5.0,-63.38703635524708
ACCESS-ESM1-5,351003,detqm,calibration,0.6545664526939007,0.354781624287721,0.50271444082519,0.1479328165374677,2.010917030567686,4.0,24,6.753544165757906,15.399999999999975,51,916,917,0.2530285321084689,0.1800512771392553,0.377229298660984,0.5210727969348659,0.143843498273878,2.088,4.0,26,6.918181818181818,13.0,138,875,880,0.6910900045228404,263.5444652734373,-5.950670971990613,-3.5231845181069086,2.84289405684755,-3.691713095417352,0.0,-7.6923076923076925,-2.3797820981117392,18.46153846153829,-63.04347826086956,4.685714285714286,4.204545454545454,-63.38703635524708
ACCESS-ESM1-5,351003,qdm,calibration,0.6545886149698416,0.3528047464940655,0.5021574973031284,0.1493527508090615,2.008667388949079,4.0,24,6.6893939393939394,15.0,51,923,924,0.2530285321084688,0.1800512771392553,0.377229298660984,0.5210727969348659,0.143843498273878,2.088,4.0,26,6.918181818181818,13.0,138,875,880,0.6910900045228404,263.55677414249567,-6.474723001001245,-3.6300685322672575,3.8300323624595514,-3.799454552247171,0.0,-7.6923076923076925,-3.307052124397719,15.384615384615383,-63.04347826086956,5.485714285714286,5.0,-63.38703635524708
ACCESS-ESM1-5,351003,raw,validation,0.5430333914741519,0.3807176391683451,0.5785714285714286,0.1978537894030851,2.3728813559322037,5.0,16,5.047377326565144,11.0,46,590,591,0.6514611835181737,0.3242983718985227,0.6875860134866132,0.8581109699279966,0.1704951505870342,7.04776119402985,11.600000000000025,191,5.821958456973293,13.0,74,335,337,0.492845786963434,67.44869494567621,-44.62981624105456,-32.576152869835,16.046578874444265,-66.33141659308394,-56.896551724138014,-91.62303664921464,-13.304477112515109,-15.384615384615383,-37.83783783783784,76.11940298507463,75.37091988130564,32.183575623526224
ACCESS-ESM1-5,351003,qm,validation,0.6337081014529672,0.3878324871475536,0.5512820512820513,0.1634495641344956,2.2285714285714286,4.0,15,6.108365019011407,15.0,47,525,526,0.324711519186413,0.3242983718985227,0.6875860134866132,0.8581109699279966,0.1704951505870342,7.04776119402985,11.600000000000025,191,5.821958456973293,13.0,74,335,337,0.492845786963434,95.40896790294798,-43.59505872131815,-35.75632166451515,-4.132426305545833,-68.3790161553821,-65.5172413793104,-92.14659685863874,4.919419541633242,15.384615384615383,-36.48648648648648,56.71641791044776,56.08308605341247,-34.11498530056328
ACCESS-ESM1-5,351003,detqm,validation,0.6319614027169722,0.3878324871475536,0.5512820512820513,0.1634495641344956,2.2285714285714286,4.0,15,6.108365019011407,15.0,47,525,526,0.3367294579320836,0.3242983718985227,0.6875860134866132,0.8581109699279966,0.1704951505870342,7.04776119402985,11.600000000000025,191,5.821958456973293,13.0,74,335,337,0.492845786963434,94.87035935990494,-43.59505872131815,-35.75632166451515,-4.132426305545833,-68.3790161553821,-65.5172413793104,-92.14659685863874,4.919419541633242,15.384615384615383,-36.48648648648648,56.71641791044776,56.08308605341247,-31.676506761522383
ACCESS-ESM1-5,351003,qdm,validation,0.6351548403316416,0.3883331486390884,0.5513698630136986,0.163036714374611,2.2290076335877864,4.0,15,6.123809523809523,15.0,47,524,525,0.3836792235670894,0.3242983718985227,0.6875860134866132,0.8581109699279966,0.1704951505870342,7.04776119402985,11.600000000000025,191,5.821958456973293,13.0,74,335,337,0.492845786963434,95.85508142186728,-43.52224434148572,-35.74608852046681,-4.374573814412259,-68.37282688471373,-65.5172413793104,-92.14659685863874,5.184699771855734,15.384615384615383,-36.48648648648648,56.4179104477612,55.78635014836795,-22.15024786332283
ACCESS-ESM1-5,351004,raw,calibration,0.6952531377758067,0.3474230479556355,0.5335951134380453,0.1861720654824103,2.1440598690364827,4.0,25,5.367289719626168,12.0,51,1069,1070,0.37869250452645,0.1677199250566715,0.3680301680111517,0.5244825845532559,0.1564524165421026,2.102972399150743,4.0,15,6.380296610169491,10.0,136,942,944,0.7090340242471647,314.5322253995074,-5.5993018634525935,1.737432119419426,18.99596669528581,1.9537807487312893,0.0,66.66666666666667,-15.877112812101895,20.0,-62.5,13.481953290870488,13.347457627118644,-46.59036215807321
ACCESS-ESM1-5,351004,qm,calibration,0.6590834187199015,0.3576515327492568,0.5165995975855131,0.1589480648362553,2.068678459937565,4.0,25,6.285862785862786,15.0,51,961,962,0.3016378268733648,0.1677199250566715,0.3680301680111517,0.5244825845532559,0.1564524165421026,2.102972399150743,4.0,15,6.380296610169491,10.0,136,942,944,0.7090340242471647,292.9666785250477,-2.8200501382757244,-1.503002616275121,1.5951484478867857,-1.6307365340138058,0.0,66.66666666666667,-1.4800851759178089,50.0,-62.5,2.0169851380042463,1.9067796610169487,-57.45791928763409
ACCESS-ESM1-5,351004,detqm,calibration,0.6590834187199014,0.3580459879685445,0.5126614987080104,0.1546155107394654,2.051961823966066,4.0,25,6.461864406779661,15.0,51,943,944,0.3016378268733649,0.1677199250566715,0.3680301680111517,0.5244825845532559,0.1564524165421026,2.102972399150743,4.0,15,6.380296610169491,10.0,136,942,944,0.7090340242471647,292.9666785250476,-2.7128700064350757,-2.253856694844219,-1.1740987088830628,-2.425641687226942,0.0,66.66666666666667,1.2784326747468049,50.0,-62.5,0.1061571125265392,0.0,-57.45791928763408
ACCESS-ESM1-5,351004,qdm,calibration,0.6591156476738748,0.3576515327492568,0.5165995975855131,0.1589480648362553,2.068678459937565,4.0,25,6.285862785862786,15.0,51,961,962,0.3016378268733648,0.1677199250566715,0.3680301680111517,0.5244825845532559,0.1564524165421026,2.102972399150743,4.0,15,6.380296610169491,10.0,136,942,944,0.7090340242471647,292.9858944613548,-2.8200501382757244,-1.503002616275121,1.5951484478867857,-1.6307365340138058,0.0,66.66666666666667,-1.4800851759178089,50.0,-62.5,2.0169851380042463,1.9067796610169487,-57.45791928763409
ACCESS-ESM1-5,351004,raw,validation,0.5430333914741519,0.3807176391683451,0.5785714285714286,0.1978537894030851,2.3728813559322037,5.0,16,5.047377326565144,11.0,46,590,591,0.6514611835181737,0.2158801808907645,0.3199683704649754,0.4572748267898383,0.1373064563248612,1.8425531914893616,3.0,15,7.229957805907173,14.0,162,470,474,0.5196936542669585,151.54388384959103,18.986023091935404,26.52597402597404,44.09649385675756,28.782244490546823,66.66666666666667,6.666666666666667,-30.18801129874881,-21.428571428571427,-71.60493827160494,25.53191489361702,24.68354430379747,25.354846681181208
ACCESS-ESM1-5,351004,qm,validation,0.626936140670303,0.3859745388444536,0.5602893890675241,0.174314850223072,2.2742230347349177,4.0,15,5.728102189781022,13.0,47,547,548,0.4075202006347168,0.2158801808907645,0.3199683704649754,0.4572748267898383,0.1373064563248612,1.8425531914893616,3.0,15,7.229957805907173,14.0,162,470,474,0.5196936542669585,190.409308572672,20.62896663303267,22.52793205365553,26.953134534803297,23.42780904450477,33.333333333333336,0.0,-20.772674702182535,-7.142857142857143,-70.98765432098766,16.382978723404257,15.61181434599156,-21.58453402523556
ACCESS-ESM1-5,351004,detqm,validation,0.6257083308493572,0.3859745388444536,0.5602893890675241,0.174314850223072,2.2742230347349177,4.0,15,5.728102189781022,13.0,47,547,548,0.4079566566305478,0.2158801808907645,0.3199683704649754,0.4572748267898383,0.1373064563248612,1.8425531914893616,3.0,15,7.229957805907173,14.0,162,470,474,0.5196936542669585,189.84056260633105,20.62896663303267,22.52793205365553,26.953134534803297,23.42780904450477,33.333333333333336,0.0,-20.772674702182535,-7.142857142857143,-70.98765432098766,16.382978723404257,15.61181434599156,-21.50055070309037
ACCESS-ESM1-5,351004,qdm,validation,0.6258527217504671,0.3859745388444536,0.5602893890675241,0.174314850223072,2.2742230347349177,4.0,15,5.728102189781022,13.0,47,547,548,0.4202884401434673,0.2158801808907645,0.3199683704649754,0.4572748267898383,0.1373064563248612,1.8425531914893616,3.0,15,7.229957805907173,14.0,162,470,474,0.5196936542669585,189.90744734791045,20.62896663303267,22.52793205365553,26.953134534803297,23.42780904450477,33.333333333333336,0.0,-20.772674702182535,-7.142857142857143,-70.98765432098766,16.382978723404257,15.61181434599156,-19.127655938709676
ACCESS-ESM1-5,351005,raw,calibration,0.6402923197063604,0.3743357507934259,0.635223880597015,0.2608881298035866,2.741407528641571,6.0,30,3.8307440719542103,9.0,34,1222,1223,0.4092271008385428,0.1636940271335286,0.3308276595048046,0.4834733893557423,0.1527109932017907,1.936008676789588,4.0,17,6.5005382131324,12.0,143,922,929,0.590308370044053,291.1519136761541,13.15128588514816,31.387558153612016,70.8378187671478,41.60099391638816,50.0,76.47058823529412,-41.07035530972907,-25.0,-76.22377622377623,32.53796095444685,31.64693218514532,-30.67570754451553
ACCESS-ESM1-5,351005,qm,calibration,0.661208638080742,0.4055660205800726,0.541189307146754,0.1356232865666828,2.1795481569560047,4.0,21,7.365795724465558,17.899999999999977,90,841,842,0.2594020531428231,0.1636940271335286,0.3308276595048046,0.4834733893557423,0.1527109932017907,1.936008676789588,4.0,17,6.5005382131324,12.0,143,922,929,0.590308370044053,303.92960553250987,22.59132781918513,11.937765151443314,-11.189572064748754,12.57946222484237,0.0,23.529411764705884,13.310551879922231,49.16666666666648,-37.06293706293706,-8.785249457700651,-9.364908503767492,-56.05651786311877
